candidate_id,cell_id,broker,cost_model,measured_cost,signal_time_utc,entry_time_utc,exit_time_utc,direction,entry_price,stop_loss,take_profit_1_5r,take_profit_2_0r,exit_price,stop_distance_points,gross_r,cost_r_median,cost_r_p95,applied_cost_r,net_r,estimated_net_pnl_usd,exit_reason,reason_code
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2020-06-22T20:00:00Z,2020-06-23T00:00:00Z,2020-06-23T20:00:00Z,LONG,1755.04,1747.04679,1767.02982,1771.02643,1767.02982,799.32,1.5,0.062553,0.09383,0.09383,1.40617,70.31,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2020-06-25T04:00:00Z,2020-06-25T08:00:00Z,2020-06-26T20:00:00Z,LONG,1764.45,1750.72518,1785.03723,1791.89964,1750.72518,1372.48,-1.0,0.03643,0.054646,0.054646,-1.054646,-52.73,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2020-06-26T20:00:00Z,2020-06-27T00:00:00Z,2020-07-03T20:00:00Z,LONG,1767.49,1744.98732,1801.24402,1812.49536,1774.88,2250.27,0.328405,0.02222,0.033329,0.033329,0.295076,14.75,MAX_HOLD_EXIT,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2020-07-14T16:00:00Z,2020-07-14T20:00:00Z,2020-07-21T12:00:00Z,LONG,1801.35,1788.48696,1820.64455,1827.07607,1820.64455,1286.3,1.5,0.038871,0.058307,0.058307,1.441693,72.08,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2020-11-24T12:00:00Z,2020-11-24T16:00:00Z,2020-11-24T16:00:00Z,SHORT,1825.58,1835.44089,1810.78866,1805.85821,1810.78866,986.09,1.5,0.050705,0.076058,0.076058,1.423942,71.2,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2020-12-14T20:00:00Z,2020-12-15T00:00:00Z,2020-12-15T12:00:00Z,SHORT,1828.88,1841.65875,1809.71188,1803.3225,1841.65875,1277.87,-1.0,0.039127,0.058691,0.058691,-1.058691,-52.93,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-02-12T20:00:00Z,2021-02-13T00:00:00Z,2021-02-16T16:00:00Z,SHORT,1819.53,1833.41714,1798.69929,1791.75571,1798.69929,1388.71,1.5,0.036005,0.054007,0.054007,1.445993,72.3,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-02-16T20:00:00Z,2021-02-17T00:00:00Z,2021-02-17T04:00:00Z,LONG,1796.58,1786.58571,1811.57143,1816.56857,1786.58571,999.43,-1.0,0.050029,0.075043,0.075043,-1.075043,-53.75,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-02-17T04:00:00Z,2021-02-17T08:00:00Z,2021-02-17T12:00:00Z,LONG,1791.04,1783.82696,1801.85955,1805.46607,1783.82696,721.3,-1.0,0.069319,0.103978,0.103978,-1.103978,-55.2,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-02-22T08:00:00Z,2021-02-22T12:00:00Z,2021-02-22T20:00:00Z,LONG,1789.52,1777.89589,1806.95616,1812.76821,1806.95616,1162.41,1.5,0.043014,0.064521,0.064521,1.435479,71.77,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-02-26T12:00:00Z,2021-02-26T16:00:00Z,2021-02-26T20:00:00Z,LONG,1763.22,1751.92929,1780.15607,1785.80143,1751.92929,1129.07,-1.0,0.044284,0.066426,0.066426,-1.066426,-53.32,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-04-09T04:00:00Z,2021-04-09T08:00:00Z,2021-04-09T08:00:00Z,LONG,1755.17,1751.54661,1760.60509,1762.41679,1751.54661,362.34,-1.0,0.137992,0.206988,0.206988,-1.206988,-60.35,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-04-22T08:00:00Z,2021-04-22T12:00:00Z,2021-04-22T12:00:00Z,LONG,1793.29,1788.23411,1800.87384,1803.40179,1788.23411,505.59,-1.0,0.098895,0.148342,0.148342,-1.148342,-57.42,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-05-04T00:00:00Z,2021-05-04T04:00:00Z,2021-05-04T08:00:00Z,LONG,1792.89,1788.44518,1799.55723,1801.77964,1788.44518,444.48,-1.0,0.11249,0.168736,0.168736,-1.168736,-58.44,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-05-06T16:00:00Z,2021-05-06T20:00:00Z,2021-05-06T20:00:00Z,LONG,1793.64,1786.24375,1804.73438,1808.4325,1804.73438,739.63,1.5,0.067602,0.101403,0.101403,1.398597,69.93,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-05-14T00:00:00Z,2021-05-14T04:00:00Z,2021-05-14T12:00:00Z,SHORT,1826.41,1831.12286,1819.34071,1816.98429,1831.12286,471.29,-1.0,0.106093,0.159139,0.159139,-1.159139,-57.96,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-07-05T16:00:00Z,2021-07-05T20:00:00Z,2021-07-06T08:00:00Z,LONG,1791.85,1787.05714,1799.03929,1801.43571,1799.03929,479.29,1.5,0.104322,0.156483,0.156483,1.343517,67.18,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-07-12T20:00:00Z,2021-07-13T00:00:00Z,2021-07-15T12:00:00Z,LONG,1805.69,1789.24661,1830.35509,1838.57679,1830.35509,1644.34,1.5,0.030407,0.045611,0.045611,1.454389,72.72,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-07-16T04:00:00Z,2021-07-16T08:00:00Z,2021-07-16T12:00:00Z,SHORT,1829.3,1833.74946,1822.6258,1820.40107,1822.6258,444.95,1.5,0.112373,0.16856,0.16856,1.33144,66.57,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-07-23T16:00:00Z,2021-07-23T20:00:00Z,2021-07-29T16:00:00Z,LONG,1802.93,1787.56732,1825.97402,1833.65536,1825.97402,1536.27,1.5,0.032546,0.04882,0.04882,1.45118,72.56,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-07-30T04:00:00Z,2021-07-30T08:00:00Z,2021-07-30T20:00:00Z,SHORT,1827.37,1832.98804,1818.94295,1816.13393,1818.94295,561.8,1.5,0.088999,0.133499,0.133499,1.366501,68.33,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-08-25T16:00:00Z,2021-08-25T20:00:00Z,2021-08-25T20:00:00Z,LONG,1795.72,1788.57554,1806.4367,1810.00893,1788.57554,714.45,-1.0,0.069984,0.104976,0.104976,-1.104976,-55.25,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-08-26T00:00:00Z,2021-08-26T04:00:00Z,2021-08-26T12:00:00Z,LONG,1790.43,1786.55232,1796.24652,1798.18536,1786.55232,387.77,-1.0,0.128943,0.193415,0.193415,-1.193415,-59.67,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-08-27T00:00:00Z,2021-08-27T04:00:00Z,2021-08-27T08:00:00Z,LONG,1791.93,1788.29196,1797.38705,1799.20607,1797.38705,363.8,1.5,0.137437,0.206155,0.206155,1.293845,64.69,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-09-08T20:00:00Z,2021-09-09T00:00:00Z,2021-09-14T16:00:00Z,LONG,1790.97,1780.54196,1806.61205,1811.82607,1780.54196,1042.8,-1.0,0.047948,0.071922,0.071922,-1.071922,-53.6,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-09-16T00:00:00Z,2021-09-16T04:00:00Z,2021-09-16T12:00:00Z,LONG,1793.59,1788.80679,1800.76482,1803.15643,1788.80679,478.32,-1.0,0.104532,0.156798,0.156798,-1.156798,-57.84,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-09-20T20:00:00Z,2021-09-21T00:00:00Z,2021-09-21T20:00:00Z,LONG,1761.56,1752.03179,1775.85232,1780.61643,1775.85232,952.82,1.5,0.052476,0.078714,0.078714,1.421286,71.06,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-09-27T16:00:00Z,2021-09-27T20:00:00Z,2021-09-28T12:00:00Z,LONG,1753.83,1742.24911,1771.20134,1776.99179,1742.24911,1158.09,-1.0,0.043175,0.064762,0.064762,-1.064762,-53.24,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-10-01T00:00:00Z,2021-10-01T04:00:00Z,2021-10-01T04:00:00Z,LONG,1756.96,1752.19161,1764.11259,1766.49679,1752.19161,476.84,-1.0,0.104857,0.157286,0.157286,-1.157286,-57.86,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-10-01T12:00:00Z,2021-10-01T16:00:00Z,2021-10-01T16:00:00Z,LONG,1752.94,1748.60732,1759.43902,1761.60536,1759.43902,433.27,1.5,0.115402,0.173103,0.173103,1.326897,66.34,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-10-05T16:00:00Z,2021-10-05T20:00:00Z,2021-10-05T20:00:00Z,LONG,1756.48,1751.34839,1764.17741,1766.74321,1751.34839,513.16,-1.0,0.097435,0.146153,0.146153,-1.146153,-57.31,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-10-05T20:00:00Z,2021-10-06T00:00:00Z,2021-10-06T12:00:00Z,LONG,1759.91,1746.30679,1780.31482,1787.11643,1746.30679,1360.32,-1.0,0.036756,0.055134,0.055134,-1.055134,-52.76,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-10-08T04:00:00Z,2021-10-08T08:00:00Z,2021-10-08T16:00:00Z,LONG,1755.89,1751.54786,1762.40321,1764.57429,1762.40321,434.21,1.5,0.115151,0.172726,0.172726,1.327274,66.36,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-10-11T04:00:00Z,2021-10-11T08:00:00Z,2021-10-12T20:00:00Z,LONG,1756.75,1748.89554,1768.5317,1772.45893,1768.5317,785.45,1.5,0.063658,0.095487,0.095487,1.404513,70.23,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-10-14T00:00:00Z,2021-10-14T04:00:00Z,2021-10-14T08:00:00Z,LONG,1792.98,1788.21357,1800.12964,1802.51286,1788.21357,476.64,-1.0,0.1049,0.157351,0.157351,-1.157351,-57.87,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-10-14T08:00:00Z,2021-10-14T12:00:00Z,2021-10-14T16:00:00Z,LONG,1790.8,1784.32411,1800.51384,1803.75179,1800.51384,647.59,1.5,0.077209,0.115814,0.115814,1.384186,69.21,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-10-22T20:00:00Z,2021-10-23T00:00:00Z,2021-10-29T16:00:00Z,LONG,1797.3,1780.42286,1822.61571,1831.05429,1780.42286,1687.71,-1.0,0.029626,0.044439,0.044439,-1.044439,-52.22,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-11-02T12:00:00Z,2021-11-02T16:00:00Z,2021-11-02T16:00:00Z,LONG,1794.77,1788.91143,1803.55786,1806.48714,1788.91143,585.86,-1.0,0.085345,0.128018,0.128018,-1.128018,-56.4,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-11-04T20:00:00Z,2021-11-05T00:00:00Z,2021-11-05T12:00:00Z,LONG,1792.4,1788.59857,1798.10214,1800.00286,1798.10214,380.14,1.5,0.13153,0.197294,0.197294,1.302706,65.14,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-11-29T08:00:00Z,2021-11-29T12:00:00Z,2021-11-29T16:00:00Z,LONG,1795.86,1788.8275,1806.40875,1809.925,1788.8275,703.25,-1.0,0.071098,0.106648,0.106648,-1.106648,-55.33,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-11-30T12:00:00Z,2021-11-30T16:00:00Z,2021-11-30T20:00:00Z,LONG,1797.02,1787.27268,1811.64098,1816.51464,1787.27268,974.73,-1.0,0.051296,0.076944,0.076944,-1.076944,-53.85,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-12-08T12:00:00Z,2021-12-08T16:00:00Z,2021-12-08T16:00:00Z,LONG,1789.66,1784.08196,1798.02705,1800.81607,1784.08196,557.8,-1.0,0.089637,0.134456,0.134456,-1.134456,-56.72,STOP,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,4,pepperstone,best_case,p95,2021-12-21T04:00:00Z,2021-12-21T08:00:00Z,2021-12-21T12:00:00Z,LONG,1790.15,1787.74607,1793.75589,1794.95786,1793.75589,240.39,1.5,0.207993,0.311989,0.311989,1.188011,59.4,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,5,pepperstone,median,p95,2020-06-22T20:00:00Z,2020-06-23T00:00:00Z,2020-06-23T20:00:00Z,LONG,1755.04,1747.04679,1767.02982,1771.02643,1767.02982,799.32,1.5,0.062553,0.09383,0.09383,1.40617,70.31,TARGET_1_5R,WEEKLY_LEVEL_H4_REJECTION
weekly_level_h4_rejection_v0,5,pepperstone,median,p95,2020-06-25T04:00:00Z,2020-06-25T08:00:00Z,2020-06-26T20:00:00Z,LONG,1764.45,1750.72518,1785.03723,1791.89964,1750.72518,1372.48,-1.0,0.03643,0.054646,0.054646,-1.054646,-52.73,STOP,WEEKLY_LEVEL_H4_REJECTION
