entry_time,exit_time,candidate,status,symbol,direction,volume,entry_price,exit_price,sl,tp,state,profit_aed,time_bucket,outcome,position_ticket,magic,duplicate_key,duplicate_role,is_duplicate,entry_comment,exit_comment
2026-06-09 23:05:01,2026-06-09 23:14:24,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4269.69,4259.62,4276.17,4259.62,CLOSED,36.98,Night 20:00-05:59,WIN,3906723,920301,2026-06-09 23:05|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[tp 4259.62]
2026-06-09 23:00:01,2026-06-09 23:47:21,session_extreme_retest_v0,PROVISIONAL,EURUSD,BUY,0.05,1.15504,1.15403,1.15403,1.15653,CLOSED,-18.56,Night 20:00-05:59,LOSS,3906638,920502,2026-06-09 23:00|EURUSD|BUY|0.05,unique,false,P2DEMO_sess_ext_EURUSD,[sl 1.15403]
2026-06-09 22:55:01,2026-06-09 23:48:46,session_extreme_retest_v0,PROVISIONAL,EURUSD,BUY,0.05,1.15497,1.15397,1.15397,1.15647,CLOSED,-18.37,Night 20:00-05:59,LOSS,3906501,920502,2026-06-09 22:55|EURUSD|BUY|0.05,unique,false,P2DEMO_sess_ext_EURUSD,[sl 1.15397]
2026-06-09 22:50:02,,symbol_normalized_round_retest_v0,ACCEPTED,EURUSD,SELL,0.05,1.15485,,1.15585,1.15335,OPEN,6.61,Night 20:00-05:59,OPEN,3906466,920302,2026-06-09 22:50|EURUSD|SELL|0.05,unique,false,P2DEMO_sn_round_EURUSD,
2026-06-09 22:45:01,2026-06-09 22:52:30,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4264.17,4267.48,4267.30,4259.38,CLOSED,-12.16,Night 20:00-05:59,LOSS,3906384,920301,2026-06-09 22:45|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4267.30]
2026-06-09 22:40:01,2026-06-09 23:28:28,symbol_normalized_round_retest_v0,ACCEPTED,EURUSD,BUY,0.05,1.15517,1.15418,1.15418,1.15668,CLOSED,-18.19,Night 20:00-05:59,LOSS,3906329,920302,2026-06-09 22:40|EURUSD|BUY|0.05,unique,false,P2DEMO_sn_round_EURUSD,[sl 1.15418]
2026-06-09 22:25:02,2026-06-09 23:20:09,symbol_normalized_round_retest_v0,ACCEPTED,EURUSD,BUY,0.05,1.15532,1.15432,1.15432,1.15682,CLOSED,-18.37,Night 20:00-05:59,LOSS,3905898,920302,2026-06-09 22:25|EURUSD|BUY|0.05,kept,false,P2DEMO_sn_round_EURUSD,[sl 1.15432]
2026-06-09 22:20:01,2026-06-09 23:28:28,session_extreme_retest_v0,PROVISIONAL,EURUSD,BUY,0.05,1.15519,1.15418,1.15419,1.15669,CLOSED,-18.56,Night 20:00-05:59,LOSS,3905712,920502,2026-06-09 22:20|EURUSD|BUY|0.05,unique,false,P2DEMO_sess_ext_EURUSD,[sl 1.15419]
2026-06-09 22:15:01,,symbol_normalized_round_retest_v0,ACCEPTED,EURUSD,SELL,0.05,1.15491,,1.15592,1.15342,OPEN,7.71,Night 20:00-05:59,OPEN,3905527,920302,2026-06-09 22:15|EURUSD|SELL|0.05,unique,false,P2DEMO_sn_round_EURUSD,
2026-06-09 22:10:01,2026-06-09 23:13:01,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4267.24,4260.39,4260.38,4277.48,CLOSED,-25.17,Night 20:00-05:59,LOSS,3905384,920301,2026-06-09 22:10|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4260.38]
2026-06-09 22:05:01,2026-06-09 22:18:57,breakout_retest,ACCEPTED,XAUUSD,SELL,0.01,4262.22,4269.88,4269.58,4251.19,CLOSED,-28.15,Night 20:00-05:59,LOSS,3905244,920101,2026-06-09 22:05|XAUUSD|SELL|0.01,kept,false,P2DEMO_br_XAUUSD,[sl 4269.58]
2026-06-09 22:00:01,,symbol_normalized_round_retest_v0,ACCEPTED,EURUSD,SELL,0.05,1.15479,,1.15579,1.15329,OPEN,5.51,Night 20:00-05:59,OPEN,3904871,920302,2026-06-09 22:00|EURUSD|SELL|0.05,unique,false,P2DEMO_sn_round_EURUSD,
2026-06-09 21:55:00,,session_extreme_retest_v0,PROVISIONAL,EURUSD,BUY,0.05,1.15491,,1.15392,1.15642,OPEN,-9.00,Night 20:00-05:59,OPEN,3904466,920502,2026-06-09 21:55|EURUSD|BUY|0.05,unique,false,P2DEMO_sess_ext_EURUSD,
2026-06-09 21:45:00,2026-06-09 23:40:09,session_extreme_retest_v0,PROVISIONAL,EURUSD,BUY,0.05,1.15510,1.15409,1.15410,1.15660,CLOSED,-18.56,Night 20:00-05:59,LOSS,3903525,920502,2026-06-09 21:45|EURUSD|BUY|0.05,unique,false,P2DEMO_sess_ext_EURUSD,[sl 1.15410]
2026-06-09 21:40:00,,symbol_normalized_round_retest_v0,ACCEPTED,EURUSD,SELL,0.05,1.15497,,1.15595,1.15345,OPEN,8.81,Night 20:00-05:59,OPEN,3902871,920302,2026-06-09 21:40|EURUSD|SELL|0.05,unique,false,P2DEMO_sn_round_EURUSD,
2026-06-09 21:25:00,2026-06-09 21:47:58,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4266.73,4258.64,4258.44,4279.14,CLOSED,-29.73,Night 20:00-05:59,LOSS,3902058,920301,2026-06-09 21:25|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4258.44]
2026-06-09 21:20:00,2026-06-09 23:18:27,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4263.46,4255.20,4255.47,4275.11,CLOSED,-30.35,Night 20:00-05:59,LOSS,3901716,920301,2026-06-09 21:20|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4255.47]
2026-06-09 21:15:00,2026-06-09 21:20:29,breakout_retest,ACCEPTED,XAUUSD,SELL,0.01,4260.18,4267.50,4266.65,4250.95,CLOSED,-26.89,Night 20:00-05:59,LOSS,3901578,920101,2026-06-09 21:15|XAUUSD|SELL|0.01,kept,false,P2DEMO_br_XAUUSD,[sl 4266.65]
2026-06-09 21:10:00,2026-06-09 23:47:53,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4263.04,4249.94,4249.94,4283.27,CLOSED,-48.13,Night 20:00-05:59,LOSS,3901510,920301,2026-06-09 21:10|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4249.94]
2026-06-09 21:05:00,,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4262.61,,4248.93,4282.96,OPEN,-4.01,Night 20:00-05:59,OPEN,3901317,920301,2026-06-09 21:05|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,
2026-06-09 21:05:00,,breakout_retest,ACCEPTED,GBPUSD,BUY,0.05,1.33794,,1.33695,1.33945,OPEN,2.02,Night 20:00-05:59,OPEN,3901318,920104,2026-06-09 21:05|GBPUSD|BUY|0.05,kept,false,P2DEMO_br_GBPUSD,
2026-06-09 21:00:00,2026-06-09 22:23:51,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4253.23,4273.39,4239.55,4273.39,CLOSED,74.01,Night 20:00-05:59,WIN,3901083,920301,2026-06-09 21:00|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[tp 4273.39]
2026-06-09 20:55:00,2026-06-09 20:59:37,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4239.90,4251.08,4251.27,4222.85,CLOSED,-41.08,Night 20:00-05:59,LOSS,3900805,920301,2026-06-09 20:55|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4251.27]
2026-06-09 20:55:00,2026-06-09 21:04:40,session_extreme_retest_v0,PROVISIONAL,EURUSD,SELL,0.05,1.15349,1.15449,1.15449,1.15199,CLOSED,-18.37,Night 20:00-05:59,LOSS,3900807,920502,2026-06-09 20:55|EURUSD|SELL|0.05,kept,false,P2DEMO_sess_ext_EURUSD,[sl 1.15449]
2026-06-09 20:40:00,2026-06-09 20:43:43,breakout_retest,ACCEPTED,XAUUSD,SELL,0.01,4240.17,4246.17,4246.40,4231.63,CLOSED,-22.04,Night 20:00-05:59,LOSS,3899668,920101,2026-06-09 20:40|XAUUSD|SELL|0.01,kept,false,P2DEMO_br_XAUUSD,[sl 4246.40]
2026-06-09 20:30:00,2026-06-09 20:38:11,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4263.23,4251.04,4251.99,4280.32,CLOSED,-44.79,Night 20:00-05:59,LOSS,3898834,920301,2026-06-09 20:30|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4251.99]
2026-06-09 20:10:00,2026-06-09 20:38:15,breakout_retest,ACCEPTED,XAUUSD,SELL,0.01,4263.51,4246.47,4274.99,4246.47,CLOSED,62.57,Night 20:00-05:59,WIN,3897375,920101,2026-06-09 20:10|XAUUSD|SELL|0.01,kept,false,P2DEMO_br_XAUUSD,[tp 4246.47]
2026-06-09 20:05:00,2026-06-09 20:14:08,breakout_retest,ACCEPTED,EURUSD,BUY,0.05,1.15570,1.15471,1.15471,1.15721,CLOSED,-18.19,Night 20:00-05:59,LOSS,3897118,920102,2026-06-09 20:05|EURUSD|BUY|0.05,unique,false,P2DEMO_br_EURUSD,[sl 1.15471]
2026-06-09 20:00:00,2026-06-09 20:02:12,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4272.38,4281.29,4281.12,4259.29,CLOSED,-32.74,Night 20:00-05:59,LOSS,3896907,920301,2026-06-09 20:00|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4281.12]
2026-06-09 19:50:00,2026-06-09 20:06:00,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4280.93,4268.52,4268.65,4298.83,CLOSED,-45.59,Evening 16:00-19:59,LOSS,3896547,920301,2026-06-09 19:50|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4268.65]
2026-06-09 19:45:00,2026-06-09 20:22:28,session_extreme_retest_v0,PROVISIONAL,EURUSD,BUY,0.05,1.15539,1.15430,1.15440,1.15690,CLOSED,-20.02,Evening 16:00-19:59,LOSS,3896405,920502,2026-06-09 19:45|EURUSD|BUY|0.05,unique,false,P2DEMO_sess_ext_EURUSD,[sl 1.15440]
2026-06-09 19:45:00,2026-06-09 20:06:06,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4280.81,4267.44,4267.84,4299.79,CLOSED,-49.12,Evening 16:00-19:59,LOSS,3896406,920301,2026-06-09 19:45|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4267.84]
2026-06-09 19:30:00,2026-06-09 20:09:18,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4278.38,4262.60,4289.59,4262.60,CLOSED,57.94,Evening 16:00-19:59,WIN,3895619,920301,2026-06-09 19:30|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[tp 4262.60]
2026-06-09 19:25:01,2026-06-09 19:36:10,breakout_retest,ACCEPTED,GBPUSD,SELL,0.05,1.33918,1.33767,1.34017,1.33767,CLOSED,27.72,Evening 16:00-19:59,WIN,3895244,920104,2026-06-09 19:25|GBPUSD|SELL|0.05,kept,false,P2DEMO_br_GBPUSD,[tp 1.33767]
2026-06-09 19:20:01,2026-06-09 19:35:22,symbol_normalized_round_retest_v0,ACCEPTED,GBPUSD,SELL,0.05,1.33941,1.33790,1.34040,1.33790,CLOSED,27.72,Evening 16:00-19:59,WIN,3895064,920304,2026-06-09 19:20|GBPUSD|SELL|0.05,unique,false,P2DEMO_sn_round_GBPUSD,[tp 1.33790]
2026-06-09 19:10:01,2026-06-09 19:19:11,session_extreme_retest_v0,PROVISIONAL,GBPUSD,BUY,0.05,1.34039,1.33937,1.33937,1.34187,CLOSED,-18.74,Evening 16:00-19:59,LOSS,3894701,920504,2026-06-09 19:10|GBPUSD|BUY|0.05,unique,false,P2DEMO_sess_ext_GBPUSD,[sl 1.33937]
2026-06-09 19:00:01,2026-06-09 19:35:22,symbol_normalized_round_retest_v0,ACCEPTED,GBPUSD,SELL,0.05,1.33962,1.33792,1.34075,1.33792,CLOSED,31.21,Evening 16:00-19:59,WIN,3894451,920304,2026-06-09 19:00|GBPUSD|SELL|0.05,unique,false,P2DEMO_sn_round_GBPUSD,[tp 1.33792]
2026-06-09 18:55:01,2026-06-09 19:24:44,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4299.04,4285.71,4285.89,4317.51,CLOSED,-48.98,Evening 16:00-19:59,LOSS,3894313,920301,2026-06-09 18:55|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4285.89]
2026-06-09 18:50:00,2026-06-09 18:52:02,symbol_normalized_round_retest_v0,ACCEPTED,GBPUSD,SELL,0.05,1.33943,1.34047,1.34047,1.33794,CLOSED,-19.10,Evening 16:00-19:59,LOSS,3894056,920304,2026-06-09 18:50|GBPUSD|SELL|0.05,unique,false,P2DEMO_sn_round_GBPUSD,[sl 1.34047]
2026-06-09 18:40:01,2026-06-09 18:44:57,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4305.02,4286.00,4317.29,4286.00,CLOSED,69.83,Evening 16:00-19:59,WIN,3893121,920301,2026-06-09 18:40|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[tp 4286.00]
2026-06-09 18:35:01,2026-06-09 18:42:32,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4314.12,4301.03,4323.43,4301.03,CLOSED,48.07,Evening 16:00-19:59,WIN,3892904,920301,2026-06-09 18:35|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[tp 4301.03]
2026-06-09 18:30:01,2026-06-09 18:43:06,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4318.27,4300.19,4330.24,4300.19,CLOSED,66.38,Evening 16:00-19:59,WIN,3892671,920301,2026-06-09 18:30|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[tp 4300.19]
2026-06-09 18:20:01,2026-06-09 18:42:15,breakout_retest,ACCEPTED,GBPUSD,SELL,0.05,1.33937,1.34052,1.34048,1.33773,CLOSED,-21.13,Evening 16:00-19:59,LOSS,3892381,920104,2026-06-09 18:20|GBPUSD|SELL|0.05,kept,false,P2DEMO_br_GBPUSD,[sl 1.34048]
2026-06-09 18:10:01,2026-06-09 18:16:04,session_extreme_retest_v0,PROVISIONAL,EURUSD,BUY,0.05,1.15719,1.15618,1.15618,1.15868,CLOSED,-18.55,Evening 16:00-19:59,LOSS,3891613,920502,2026-06-09 18:10|EURUSD|BUY|0.05,unique,false,P2DEMO_sess_ext_EURUSD,[sl 1.15618]
2026-06-09 18:10:01,2026-06-09 18:17:13,breakout_retest,ACCEPTED,XAUUSD,SELL,0.01,4328.24,4312.49,4338.74,4312.49,CLOSED,57.83,Evening 16:00-19:59,WIN,3891614,920101,2026-06-09 18:10|XAUUSD|SELL|0.01,kept,false,P2DEMO_br_XAUUSD,[tp 4312.49]
2026-06-09 18:10:01,2026-06-09 18:14:14,symbol_normalized_round_retest_v0,ACCEPTED,GBPUSD,BUY,0.05,1.34073,1.33974,1.33973,1.34223,CLOSED,-18.19,Evening 16:00-19:59,LOSS,3891615,920304,2026-06-09 18:10|GBPUSD|BUY|0.05,kept,false,P2DEMO_sn_round_GBPUSD,[sl 1.33973]
2026-06-09 18:00:01,2026-06-09 19:35:31,breakout_retest,ACCEPTED,EURUSD,SELL,0.05,1.15660,1.15510,1.15760,1.15510,CLOSED,27.54,Evening 16:00-19:59,WIN,3890843,920102,2026-06-09 18:00|EURUSD|SELL|0.05,kept,false,P2DEMO_br_EURUSD,[tp 1.15510]
2026-06-09 18:00:01,2026-06-09 18:08:47,breakout_retest,ACCEPTED,GBPUSD,SELL,0.05,1.33975,1.34072,1.34073,1.33823,CLOSED,-17.82,Evening 16:00-19:59,LOSS,3890844,920104,2026-06-09 18:00|GBPUSD|SELL|0.05,kept,false,P2DEMO_br_GBPUSD,[sl 1.34073]
2026-06-09 18:00:01,2026-06-09 18:43:39,breakout_retest,ACCEPTED,XAUUSD,SELL,0.01,4327.99,4297.95,4347.95,4297.95,CLOSED,110.30,Evening 16:00-19:59,WIN,3890845,920101,2026-06-09 18:00|XAUUSD|SELL|0.01,kept,false,P2DEMO_br_XAUUSD,[tp 4297.95]
2026-06-09 17:50:01,2026-06-09 17:50:37,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4352.84,4345.39,4345.39,4364.19,CLOSED,-27.37,Evening 16:00-19:59,LOSS,3889726,920301,2026-06-09 17:50|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4345.39]
2026-06-09 17:40:01,2026-06-09 17:48:51,symbol_normalized_round_retest_v0,ACCEPTED,GBPUSD,SELL,0.05,1.33959,1.34066,1.34058,1.33808,CLOSED,-19.66,Evening 16:00-19:59,LOSS,3888804,920304,2026-06-09 17:40|GBPUSD|SELL|0.05,unique,false,P2DEMO_sn_round_GBPUSD,[sl 1.34058]
2026-06-09 17:25:01,2026-06-09 17:47:54,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4333.49,4342.47,4342.05,4320.47,CLOSED,-32.99,Evening 16:00-19:59,LOSS,3887787,920301,2026-06-09 17:25|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4342.05]
2026-06-09 16:50:00,2026-06-09 16:53:54,breakout_retest,ACCEPTED,XAUUSD,BUY,0.01,4341.98,4338.48,4338.58,4347.18,CLOSED,-12.86,Evening 16:00-19:59,LOSS,3886759,920101,2026-06-09 16:50|XAUUSD|BUY|0.01,kept,false,P2DEMO_br_XAUUSD,[sl 4338.58]
2026-06-09 16:50:00,2026-06-09 18:16:13,symbol_normalized_round_retest_v0,ACCEPTED,GBPUSD,BUY,0.05,1.34040,1.33940,1.33940,1.34190,CLOSED,-18.37,Evening 16:00-19:59,LOSS,3886761,920304,2026-06-09 16:50|GBPUSD|BUY|0.05,unique,false,P2DEMO_sn_round_GBPUSD,[sl 1.33940]
2026-06-09 16:47:10,2026-06-09 18:17:03,symbol_normalized_round_retest_v0,ACCEPTED,GBPUSD,BUY,0.05,1.34032,1.33930,1.33932,1.34182,CLOSED,-18.74,Evening 16:00-19:59,LOSS,3886704,920304,2026-06-09 16:47|GBPUSD|BUY|0.05,unique,false,P2DEMO_sn_round_GBPUSD,[sl 1.33932]
2026-06-09 16:47:10,2026-06-09 16:54:33,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4343.26,4337.20,4337.50,4351.90,CLOSED,-22.26,Evening 16:00-19:59,LOSS,3886705,920301,2026-06-09 16:47|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4337.50]
2026-06-09 16:30:01,2026-06-09 16:38:42,symbol_normalized_round_retest_v0_repair_v1,REPAIRED_EXPERIMENTAL,XAUUSD,SELL,0.01,4335.43,4341.48,4341.45,4326.45,CLOSED,-22.23,Evening 16:00-19:59,LOSS,3886377,921101,2026-06-09 16:30|XAUUSD|SELL|0.01,unique,false,P2REPAIR_snr_fix_XAUUSD,[sl 4341.45]
2026-06-09 15:15:00,2026-06-09 16:30:10,breakout_retest,ACCEPTED,XAUUSD,BUY,0.01,4338.22,4334.44,4334.46,4343.87,CLOSED,-13.89,Afternoon 12:00-15:59,LOSS,3884982,920101,2026-06-09 15:15|XAUUSD|BUY|0.01,kept,false,P2DEMO_br_XAUUSD,[sl 4334.46]
2026-06-09 15:00:00,2026-06-09 17:21:25,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4339.27,4332.32,4332.30,4349.27,CLOSED,-25.53,Afternoon 12:00-15:59,LOSS,3884809,920301,2026-06-09 15:00|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4332.30]
2026-06-09 13:35:03,2026-06-09 15:32:24,breakout_retest,ACCEPTED,EURUSD,BUY,0.05,1.15577,1.15727,1.15477,1.15727,CLOSED,27.54,Afternoon 12:00-15:59,WIN,3883725,920102,2026-06-09 13:35|EURUSD|BUY|0.05,unique,false,P2DEMO_br_EURUSD,[tp 1.15727]
2026-06-09 13:35:01,2026-06-09 14:57:08,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4326.31,4337.43,4337.20,4310.08,CLOSED,-40.85,Afternoon 12:00-15:59,LOSS,3883721,920301,2026-06-09 13:35|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4337.20]
2026-06-09 13:10:00,2026-06-09 13:29:27,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4330.50,4325.72,4325.91,4337.36,CLOSED,-17.56,Afternoon 12:00-15:59,LOSS,3883316,920301,2026-06-09 13:10|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4325.91]
2026-06-09 13:05:01,2026-06-09 15:19:56,session_extreme_retest_v0,PROVISIONAL,EURUSD,BUY,0.05,1.15545,1.15695,1.15445,1.15695,CLOSED,27.54,Afternoon 12:00-15:59,WIN,3883188,920502,2026-06-09 13:05|EURUSD|BUY|0.05,unique,false,P2DEMO_sess_ext_EURUSD,[tp 1.15695]
2026-06-09 11:35:01,2026-06-09 11:45:28,p2weakness_br_v1,EXPERIMENTAL,XAUUSD,SELL,0.01,4325.66,4329.59,4329.56,4319.87,CLOSED,-14.44,Morning 06:00-11:59,LOSS,3881817,930101,2026-06-09 11:35|XAUUSD|SELL|0.01,unique,false,P2WEAKNESS_BR_V1,[sl 4329.56]
2026-06-09 09:45:00,2026-06-09 09:45:46,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4349.27,4344.18,4344.34,4356.02,CLOSED,-18.70,Morning 06:00-11:59,LOSS,3880437,920301,2026-06-09 09:45|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4344.34]
2026-06-09 09:05:00,2026-06-09 09:42:01,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4336.58,4347.25,4329.47,4347.25,CLOSED,39.17,Morning 06:00-11:59,WIN,3880080,920301,2026-06-09 09:05|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[tp 4347.25]
2026-06-09 08:45:00,2026-06-09 09:00:02,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4327.77,4333.71,4333.60,4319.03,CLOSED,-21.82,Morning 06:00-11:59,LOSS,3879909,920301,2026-06-09 08:45|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4333.60]
2026-06-09 08:00:01,2026-06-09 08:16:40,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4336.15,4331.01,4340.15,4331.01,CLOSED,18.87,Morning 06:00-11:59,WIN,3879584,920301,2026-06-09 08:00|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[tp 4331.01]
2026-06-09 07:25:01,2026-06-09 07:45:03,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4334.59,4338.59,4338.73,4328.33,CLOSED,-14.70,Morning 06:00-11:59,LOSS,3879390,920301,2026-06-09 07:25|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4338.73]
2026-06-09 06:15:01,2026-06-09 07:07:14,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4333.15,4341.10,4327.85,4341.10,CLOSED,29.19,Morning 06:00-11:59,WIN,3878718,920301,2026-06-09 06:15|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[tp 4341.10]
