family,regime,signal_time_utc,entry_time_utc,side,window,risk_pips,status,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,r,extra_half_pip_stress_r,fixed_0p01_lot_usd
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-07-17 23:55:00+00:00,2019-07-18 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,8.449999999999847,CLOSED,2019-07-18 00:50:00+00:00,1.12272,1.123565,1.1214525000000002,1.123575,STOP,0.0008449999999999,-1.0118343195268062,-1.0710059171599493,-0.8550000000000502
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-07-23 23:55:00+00:00,2019-07-24 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,15.574999999998784,CLOSED,2019-07-24 07:30:00+00:00,1.1151600000000002,1.1136025000000005,1.1174962499999999,1.1135925000000004,STOP,0.0015574999999998,-1.006420545746339,-1.0385232744782855,-1.567499999999722
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-08-13 23:55:00+00:00,2019-08-14 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,14.600000000000168,CLOSED,2019-08-14 12:00:00+00:00,1.11772,1.11626,1.11991,1.11835,TIME_12H,0.00146,0.43150684931500577,0.39726027397254,0.6299999999999084
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-08-19 23:55:00+00:00,2019-08-20 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,9.43750000000021,CLOSED,2019-08-20 07:55:00+00:00,1.1082400000000001,1.10729625,1.109655625,1.10728625,STOP,0.00094375,-1.010596026490158,-1.063576158940489,-0.9537500000000865
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-09-04 23:55:00+00:00,2019-09-05 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,16.700000000000603,CLOSED,2019-09-05 10:15:00+00:00,1.10345,1.10512,1.100945,1.1051300000000002,STOP,0.00167,-1.0059880239521712,-1.0359281437126502,-1.6800000000001258
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-09-16 23:55:00+00:00,2019-09-17 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,22.774999999999324,CLOSED,2019-09-17 12:00:00+00:00,1.1003800000000001,1.0981025000000002,1.10379625,1.10228,TIME_12H,0.0022774999999999,0.8342480790339734,0.8122941822172874,1.8999999999997907
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-09-17 23:55:00+00:00,2019-09-18 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,21.362499999999507,CLOSED,2019-09-18 09:00:00+00:00,1.10736,1.10949625,1.104155625,1.104165625,TARGET,0.0021362499999999,1.495318899941491,1.471913399648921,3.1943749999998605
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-09-25 23:55:00+00:00,2019-09-26 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,19.87500000000031,CLOSED,2019-09-26 09:15:00+00:00,1.09519,1.0932025,1.09817125,1.0931925,STOP,0.0019875,-1.005031446540929,-1.0301886792453314,-1.9975000000000964
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-10-01 23:55:00+00:00,2019-10-02 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,15.937500000000604,CLOSED,2019-10-02 08:45:00+00:00,1.0933899999999999,1.09498375,1.0909993749999998,1.0910093749999998,TARGET,0.00159375,1.4937254901960944,1.4623529411764864,2.380625000000025
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-10-02 23:55:00+00:00,2019-10-03 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,14.87500000000086,CLOSED,2019-10-03 12:00:00+00:00,1.0960299999999998,1.0975175,1.09379875,1.09528,TIME_12H,0.0014875,0.5042016806721387,0.4705882352939874,0.7499999999998064
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-10-16 23:55:00+00:00,2019-10-17 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,15.78749999999962,CLOSED,2019-10-17 08:35:00+00:00,1.10737,1.10894875,1.1050018750000001,1.10895875,STOP,0.0015787499999999,-1.006334125099052,-1.0380047505939076,-1.5887500000000276
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-10-24 23:55:00+00:00,2019-10-25 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,17.43749999999933,CLOSED,2019-10-25 12:00:00+00:00,1.11043,1.10868625,1.1130456249999998,1.1109099999999998,TIME_12H,0.0017437499999999,0.27526881720421015,0.24659498207876046,0.4799999999998139
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-11-04 23:55:00+00:00,2019-11-05 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,13.374999999999917,CLOSED,2019-11-05 03:30:00+00:00,1.11287,1.1115325,1.1148762499999998,1.1115225,STOP,0.0013374999999999,-1.0074766355141367,-1.044859813084233,-1.347500000000057
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-12-02 23:55:00+00:00,2019-12-03 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,21.95000000000169,CLOSED,2019-12-03 12:00:00+00:00,1.1075899999999999,1.109785,1.1042974999999997,1.1075700000000002,TIME_12H,0.0021950000000001,0.00911161731192985,-0.013667425968251346,0.019999999999686935
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-12-05 23:55:00+00:00,2019-12-06 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,7.999999999999119,CLOSED,2019-12-06 11:45:00+00:00,1.11038,1.1111799999999998,1.10918,1.1091900000000001,TARGET,0.0007999999999999,1.487499999999939,1.4249999999999312,1.1899999999998023
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2019-12-18 23:55:00+00:00,2019-12-19 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,10.200000000000207,CLOSED,2019-12-19 03:20:00+00:00,1.11162,1.1106,1.11315,1.11314,TARGET,0.00102,1.4901960784313388,1.4411764705882015,1.5199999999999658
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-01-02 23:55:00+00:00,2020-01-03 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,15.23750000000046,CLOSED,2020-01-03 07:40:00+00:00,1.11715,1.11562625,1.1194356250000002,1.11561625,STOP,0.00152375,-1.0065627563577433,-1.0393765381460944,-1.5337500000001114
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-01-21 23:55:00+00:00,2020-01-22 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,9.250000000000648,CLOSED,2020-01-22 07:20:00+00:00,1.1085900000000002,1.107665,1.1099775000000003,1.1076549999999998,STOP,0.000925,-1.0108108108111915,-1.0648648648652457,-0.9350000000003522
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-02-10 23:55:00+00:00,2020-02-11 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,12.462499999998933,CLOSED,2020-02-11 12:00:00+00:00,1.09111,1.08986375,1.0929793749999996,1.0913199999999998,TIME_12H,0.0012462499999998,0.16850551654953272,0.12838515546627655,0.20999999999982144
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-02-18 23:55:00+00:00,2020-02-19 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,12.95000000000046,CLOSED,2020-02-19 12:00:00+00:00,1.0795700000000001,1.078275,1.0815125,1.07935,TIME_12H,0.001295,-0.16988416988425406,-0.20849420849429268,-0.220000000000109
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-03-25 23:55:00+00:00,2020-03-26 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,33.39999999999898,CLOSED,2020-03-26 00:40:00+00:00,1.0888099999999998,1.0921499999999995,1.0838,1.0921599999999996,STOP,0.0033399999999998,-1.0029940119760308,-1.0179640718562712,-3.349999999999742
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-04-02 23:55:00+00:00,2020-04-03 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,35.97500000000142,CLOSED,2020-04-03 07:10:00+00:00,1.08467,1.0810725,1.0900662500000002,1.0810625,STOP,0.0035975000000001,-1.0027797081306145,-1.0166782487838455,-3.6074999999999857
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-04-14 23:55:00+00:00,2020-04-15 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,19.08749999999904,CLOSED,2020-04-15 07:15:00+00:00,1.09831,1.1002187499999998,1.0954468750000002,1.0954568750000002,TARGET,0.0019087499999999,1.4947609692206043,1.4685658153240737,2.853124999999679
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-04-22 23:55:00+00:00,2020-04-23 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,20.48749999999933,CLOSED,2020-04-23 07:25:00+00:00,1.0807,1.07865125,1.0837731249999998,1.07864125,STOP,0.0020487499999999,-1.0048810250153013,-1.0292861500915684,-2.058749999999998
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-04-30 23:55:00+00:00,2020-05-01 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,34.8875000000004,CLOSED,2020-05-01 08:20:00+00:00,1.09446,1.09794875,1.089226875,1.09795875,STOP,0.00348875,-1.0028663561447813,-1.017198136868536,-3.498750000000106
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-05-13 23:55:00+00:00,2020-05-14 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,21.22500000000027,CLOSED,2020-05-14 07:00:00+00:00,1.0821800000000001,1.0800575,1.0853637500000002,1.0800474999999998,STOP,0.0021225,-1.0047114252062732,-1.0282685512368974,-2.1325000000003147
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-05-18 23:55:00+00:00,2020-05-19 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,31.775000000000556,CLOSED,2020-05-19 07:15:00+00:00,1.09137,1.0945475,1.0866037499999999,1.0945575,STOP,0.0031775,-1.003147128245514,-1.018882769472894,-3.187500000000121
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-05-21 23:55:00+00:00,2020-05-22 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,17.80000000000115,CLOSED,2020-05-22 03:40:00+00:00,1.0949900000000001,1.09321,1.0976600000000003,1.0932,STOP,0.0017800000000001,-1.0056179775281346,-1.0337078651685825,-1.7900000000001803
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-05-27 23:55:00+00:00,2020-05-28 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,24.200000000000887,CLOSED,2020-05-28 12:00:00+00:00,1.10164,1.10406,1.09801,1.10112,TIME_12H,0.00242,0.21487603305779088,0.19421487603299747,0.5199999999998539
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-05-28 23:55:00+00:00,2020-05-29 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,25.450000000000195,CLOSED,2020-05-29 05:40:00+00:00,1.10777,1.110315,1.1039525,1.110325,STOP,0.002545,-1.0039292730845129,-1.0235756385069097,-2.555000000000085
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-06-15 23:55:00+00:00,2020-06-16 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,27.812499999999574,CLOSED,2020-06-16 11:45:00+00:00,1.13375,1.13653125,1.129578125,1.1295881250000002,TARGET,0.0027812499999999,1.4964044943820296,1.4784269662921412,4.1618749999998705
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-06-22 23:55:00+00:00,2020-06-23 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,26.78750000000063,CLOSED,2020-06-23 01:25:00+00:00,1.12774,1.13041875,1.123721875,1.123731875,TARGET,0.00267875,1.4962669155389334,1.4776014932337538,4.008124999999918
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-07-14 23:55:00+00:00,2020-07-15 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,21.812500000000234,CLOSED,2020-07-15 07:40:00+00:00,1.14099,1.14317125,1.137718125,1.14318125,STOP,0.00218125,-1.004584527220671,-1.0275071633238229,-2.191250000000089
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-08-19 23:55:00+00:00,2020-08-20 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,30.612500000000157,CLOSED,2020-08-20 08:25:00+00:00,1.18448,1.18141875,1.189071875,1.18140875,STOP,0.00306125,-1.0032666394446976,-1.019599836668054,-3.071250000000081
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-09-17 23:55:00+00:00,2020-09-18 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,29.67500000000012,CLOSED,2020-09-18 12:00:00+00:00,1.18467,1.1876375,1.1802187499999999,1.1843000000000001,TIME_12H,0.0029675,0.12468407750623738,0.10783487784322138,0.3699999999997594
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-09-22 23:55:00+00:00,2020-09-23 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,19.96250000000144,CLOSED,2020-09-23 00:45:00+00:00,1.1706800000000002,1.16868375,1.1736743750000003,1.16867375,STOP,0.0019962500000001,-1.0050093926112005,-1.0300563556669287,-2.0062500000002093
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-09-23 23:55:00+00:00,2020-09-24 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,16.899999999999693,CLOSED,2020-09-24 09:30:00+00:00,1.16575,1.16406,1.168285,1.16405,STOP,0.0016899999999999,-1.0059171597633938,-1.0355029585799636,-1.7000000000000348
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-10-05 23:55:00+00:00,2020-10-06 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,19.975000000000964,CLOSED,2020-10-06 12:00:00+00:00,1.17888,1.1808775,1.17588375,1.17964,TIME_12H,0.0019975,-0.38047559449316337,-0.4055068836045526,-0.7600000000000939
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-10-06 23:55:00+00:00,2020-10-07 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,19.375000000001474,CLOSED,2020-10-07 07:55:00+00:00,1.17378,1.1718425,1.1766862500000002,1.17667625,TARGET,0.0019375000000001,1.4948387096773652,1.4690322580644632,2.8962500000000446
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-10-20 23:55:00+00:00,2020-10-21 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,20.21250000000085,CLOSED,2020-10-21 04:45:00+00:00,1.18288,1.18490125,1.179848125,1.18491125,STOP,0.00202125,-1.0049474335189368,-1.0296846011132472,-2.031250000000151
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-11-24 23:55:00+00:00,2020-11-25 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,14.862499999999113,CLOSED,2020-11-25 07:35:00+00:00,1.1897499999999999,1.1912362499999998,1.187520625,1.1912462499999998,STOP,0.0014862499999999,-1.0067283431455525,-1.040370058873057,-1.4962499999999768
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-12-01 23:55:00+00:00,2020-12-02 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,35.28749999999858,CLOSED,2020-12-02 12:00:00+00:00,1.20706,1.21058875,1.2017668750000003,1.20526,TIME_12H,0.0035287499999998,0.5100956429330856,0.49592631951827787,1.8000000000000238
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-12-02 23:55:00+00:00,2020-12-03 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,19.62500000000089,CLOSED,2020-12-03 08:00:00+00:00,1.21136,1.2133225,1.20841625,1.2133325000000001,STOP,0.0019625,-1.0050955414013527,-1.0305732484077221,-1.9725000000001547
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-12-10 23:55:00+00:00,2020-12-11 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,20.1125000000002,CLOSED,2020-12-11 06:35:00+00:00,1.21433,1.21634125,1.211313125,1.21635125,STOP,0.00201125,-1.0049720323182525,-1.029832193909303,-2.0212500000000855
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2020-12-16 23:55:00+00:00,2020-12-17 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,21.774999999999437,CLOSED,2020-12-17 04:15:00+00:00,1.2196,1.2217775,1.2163337500000002,1.2217875,STOP,0.0021774999999999,-1.0045924225029206,-1.027554535017273,-2.187500000000009
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-01-05 23:55:00+00:00,2021-01-06 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,14.650000000000496,CLOSED,2021-01-06 00:50:00+00:00,1.22984,1.231305,1.2276425,1.2313150000000002,STOP,0.001465,-1.0068259385666316,-1.0409556313993962,-1.475000000000115
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-01-06 23:55:00+00:00,2021-01-07 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,20.94999999999958,CLOSED,2021-01-07 08:05:00+00:00,1.23383,1.235925,1.2306875000000002,1.2306975000000002,TARGET,0.0020949999999999,1.4952267303102196,1.471360381861531,3.1324999999997605
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-02-16 23:55:00+00:00,2021-02-17 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,20.8374999999994,CLOSED,2021-02-17 08:50:00+00:00,1.2088700000000001,1.2067862500000002,1.211995625,1.20677625,STOP,0.0020837499999999,-1.0047990401920124,-1.0287942411518216,-2.0937500000000053
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-02-22 23:55:00+00:00,2021-02-23 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,19.537499999999763,CLOSED,2021-02-23 12:00:00+00:00,1.2163599999999999,1.21831375,1.213429375,1.2152800000000001,TIME_12H,0.0019537499999999,0.5527831094048896,0.5271912987842869,1.0799999999997478
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-02-24 23:55:00+00:00,2021-02-25 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,16.35000000000053,CLOSED,2021-02-25 07:55:00+00:00,1.21695,1.218585,1.2144975,1.218595,STOP,0.001635,-1.006116207951143,-1.0366972477064946,-1.6450000000001186
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-03-11 23:55:00+00:00,2021-03-12 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,18.5499999999994,CLOSED,2021-03-12 06:15:00+00:00,1.19808,1.199935,1.1952975000000001,1.1953075000000002,TARGET,0.0018549999999999,1.494609164420482,1.4676549865229065,2.7724999999998445
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-03-17 23:55:00+00:00,2021-03-18 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,25.32500000000049,CLOSED,2021-03-18 07:45:00+00:00,1.1982599999999999,1.2007925,1.1944612499999998,1.1944712499999999,TARGET,0.0025325,1.496051332675225,1.4763079960513354,3.7887500000000074
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-03-23 23:55:00+00:00,2021-03-24 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,26.162499999999863,CLOSED,2021-03-24 08:00:00+00:00,1.1840700000000002,1.1814537500000002,1.187994375,1.1814437500000001,STOP,0.0026162499999999,-1.0038222646918882,-1.0229335881510384,-2.626250000000052
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-04-01 23:55:00+00:00,2021-04-02 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,17.500000000001403,CLOSED,2021-04-02 12:00:00+00:00,1.17771,1.1794600000000002,1.175085,1.17728,TIME_12H,0.0017500000000001,0.24571428571423193,0.21714285714280498,0.42999999999993044
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-04-05 23:55:00+00:00,2021-04-06 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,20.412499999999945,CLOSED,2021-04-06 12:00:00+00:00,1.18167,1.18371125,1.1786081250000002,1.18087,TIME_12H,0.0020412499999999,0.39191671769746533,0.36742192284137104,0.7999999999999119
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-04-28 23:55:00+00:00,2021-04-29 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,19.82499999999998,CLOSED,2021-04-29 12:00:00+00:00,1.21349,1.2154725,1.2105162500000002,1.2131,TIME_12H,0.0019824999999999,0.19672131147536448,0.17150063051697734,0.38999999999989043
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-05-12 23:55:00+00:00,2021-05-13 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,21.62500000000067,CLOSED,2021-05-13 08:45:00+00:00,1.20784,1.2056775,1.21108375,1.2056675,STOP,0.0021625,-1.0046242774567087,-1.0277456647399457,-2.1725000000001327
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-05-19 23:55:00+00:00,2021-05-20 00:00:00+00:00,LONG,DEVELOPMENT_2019_2022,21.299999999999653,CLOSED,2021-05-20 07:55:00+00:00,1.21712,1.21499,1.2203149999999998,1.2203049999999998,TARGET,0.0021299999999999,1.4953051643192115,1.4718309859154546,3.1849999999997713
N49_NEUTRAL_PRIOR24_EXTREME_FADE,NEUTRAL,2021-05-20 23:55:00+00:00,2021-05-21 00:00:00+00:00,SHORT,DEVELOPMENT_2019_2022,15.27500000000126,CLOSED,2021-05-21 06:00:00+00:00,1.2224899999999999,1.2240175,1.2201987499999998,1.2240275,STOP,0.0015275000000001,-1.0065466448445768,-1.0392798690671605,-1.5375000000001915
