attempt_no,policy_id,mechanic,raw_discovery_signal_count,parameters_json
10154,a1c428a1b99a3e47,UTC_HOUR_DIRECTIONAL_CARRY,374,"{""decision_hour"":22,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":1.0,""weekday_set"":""ALL""}"
10155,4d734c3c6263d57f,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":1,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":1.0,""weekday_set"":""ALL""}"
10156,f9923bd942b07c4e,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":9,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":1.5,""weekday_set"":""TUTH""}"
10157,4a98d201434274f7,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":13,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.0,""target_r"":3.0,""weekday_set"":""MWF""}"
10158,7960f1c2b5f9b447,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":14,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":1.0,""weekday_set"":""ALL""}"
10159,d7e371b45f3d15c2,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":5,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":2.0,""weekday_set"":""ALL""}"
10160,a806dd5a534f7a80,UTC_HOUR_DIRECTIONAL_CARRY,459,"{""decision_hour"":19,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":1.0,""weekday_set"":""TUTH""}"
10161,abeceb332d556a31,UTC_HOUR_DIRECTIONAL_CARRY,304,"{""decision_hour"":23,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":3.0,""weekday_set"":""TUTH""}"
10162,0962be3337c315ba,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":2,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":2.0,""weekday_set"":""TUTH""}"
10163,49c0c9c789744dd6,UTC_HOUR_DIRECTIONAL_CARRY,307,"{""decision_hour"":23,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":2.0,""target_r"":2.0,""weekday_set"":""MWF""}"
10164,c023e1f28e184e64,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":7,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":3.0,""weekday_set"":""ALL""}"
10165,4a2ed8490a0d5e93,UTC_HOUR_DIRECTIONAL_CARRY,693,"{""decision_hour"":4,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":1.5,""weekday_set"":""MWF""}"
10166,26758c4257bff303,UTC_HOUR_DIRECTIONAL_CARRY,669,"{""decision_hour"":19,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":1.5,""weekday_set"":""MWF""}"
10167,bf9ea6c3bc847536,UTC_HOUR_DIRECTIONAL_CARRY,763,"{""decision_hour"":23,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":2.0,""target_r"":3.0,""weekday_set"":""ALL""}"
10168,a705062e802bd700,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":3,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":2.0,""target_r"":2.0,""weekday_set"":""MWF""}"
10169,442bd3b63a3302ab,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":16,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":1.0,""target_r"":1.5,""weekday_set"":""MWF""}"
10170,b65c4b25fe49c8db,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":3,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":0.75,""target_r"":1.5,""weekday_set"":""MWF""}"
10171,7c52f0837eb9e97b,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":2,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":2.0,""target_r"":1.5,""weekday_set"":""MWF""}"
10172,901960694d768524,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":17,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.0,""target_r"":1.0,""weekday_set"":""TUTH""}"
10173,1cbc155929c909ae,UTC_HOUR_DIRECTIONAL_CARRY,1158,"{""decision_hour"":0,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":3.0,""weekday_set"":""ALL""}"
10174,2ccbb695e1905a01,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":2,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":1.0,""weekday_set"":""MWF""}"
10175,bee99b3b790aac7c,UTC_HOUR_DIRECTIONAL_CARRY,1127,"{""decision_hour"":21,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":2.0,""weekday_set"":""ALL""}"
10176,dc419faf558a22f6,UTC_HOUR_DIRECTIONAL_CARRY,669,"{""decision_hour"":19,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":0.75,""target_r"":3.0,""weekday_set"":""MWF""}"
10177,11b2e712c7cefb12,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":10,""fixed_direction"":1,""hold_hours"":4,""stop_atr"":1.0,""target_r"":3.0,""weekday_set"":""MWF""}"
10178,6fe69c70e53c9e82,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":5,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":1.0,""weekday_set"":""ALL""}"
10179,5883aa8bc176394d,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":9,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":1.5,""weekday_set"":""ALL""}"
10180,769dde8bddbf9344,UTC_HOUR_DIRECTIONAL_CARRY,1127,"{""decision_hour"":20,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":3.0,""weekday_set"":""ALL""}"
10181,619deedcc81f0b85,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":8,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":1.5,""weekday_set"":""TUTH""}"
10182,3ef3b9d89512de1f,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":8,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":2.0,""weekday_set"":""MWF""}"
10183,57a29c7f575c5f05,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":2,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":1.0,""weekday_set"":""ALL""}"
10184,2634a982a013e01e,UTC_HOUR_DIRECTIONAL_CARRY,374,"{""decision_hour"":22,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":2.0,""target_r"":3.0,""weekday_set"":""ALL""}"
10185,17a94cc5ac83d509,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":16,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":1.5,""weekday_set"":""TUTH""}"
10186,d0dd483f7f1d359c,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":10,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":2.0,""weekday_set"":""MWF""}"
10187,8e3ec2134d909e17,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":10,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.0,""target_r"":1.5,""weekday_set"":""ALL""}"
10188,e6e572007cb39f7e,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":7,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":2.0,""target_r"":2.0,""weekday_set"":""TUTH""}"
10189,1ace86a88c7e4f01,UTC_HOUR_DIRECTIONAL_CARRY,459,"{""decision_hour"":20,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.0,""target_r"":1.5,""weekday_set"":""TUTH""}"
10190,6168f65ebce2a60b,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":14,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":0.75,""target_r"":1.0,""weekday_set"":""TUTH""}"
10191,26844a35a8f1cee0,UTC_HOUR_DIRECTIONAL_CARRY,1161,"{""decision_hour"":4,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":2.0,""target_r"":1.5,""weekday_set"":""ALL""}"
10192,143874fb5a073257,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":14,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":2.0,""weekday_set"":""MWF""}"
10193,db668d10ba1d2c8d,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":16,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":2.0,""target_r"":1.5,""weekday_set"":""MWF""}"
10194,daabd9274fc56eb3,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":17,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":1.0,""weekday_set"":""TUTH""}"
10195,346dbbf92d45355f,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":4,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":1.0,""weekday_set"":""TUTH""}"
10196,300cd4ac3d7408e5,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":14,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":3.0,""weekday_set"":""ALL""}"
10197,10b6536cafc2d027,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":11,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":3.0,""weekday_set"":""TUTH""}"
10198,04cd01e74d90b868,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":9,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":1.5,""target_r"":1.0,""weekday_set"":""ALL""}"
10199,fe459c23021896e8,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":10,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":3.0,""weekday_set"":""TUTH""}"
10200,a644fe2715752540,UTC_HOUR_DIRECTIONAL_CARRY,304,"{""decision_hour"":23,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":1.0,""weekday_set"":""TUTH""}"
10201,de2bc8069a055211,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":13,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":2.0,""target_r"":1.0,""weekday_set"":""TUTH""}"
10202,4fd5e6f04050b65f,UTC_HOUR_DIRECTIONAL_CARRY,1128,"{""decision_hour"":19,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":0.75,""target_r"":1.5,""weekday_set"":""ALL""}"
10203,27adbf2ee824d3e9,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":17,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":2.0,""target_r"":3.0,""weekday_set"":""MWF""}"
10204,d7e46faddb089cb5,UTC_HOUR_DIRECTIONAL_CARRY,1127,"{""decision_hour"":21,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":2.0,""weekday_set"":""ALL""}"
10205,0071b7701546c1b8,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":16,""fixed_direction"":1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":2.0,""weekday_set"":""ALL""}"
10206,52e9d40602f13927,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":2,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":3.0,""weekday_set"":""MWF""}"
10207,92b527235b005e8e,UTC_HOUR_DIRECTIONAL_CARRY,669,"{""decision_hour"":19,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.0,""target_r"":2.0,""weekday_set"":""MWF""}"
10208,a44fbaa10309e567,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":6,""fixed_direction"":-1,""hold_hours"":4,""stop_atr"":1.5,""target_r"":2.0,""weekday_set"":""MWF""}"
10209,406a59f47e6eefc9,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":12,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":0.75,""target_r"":1.0,""weekday_set"":""MWF""}"
10210,d2ef3cbaae09922f,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":7,""fixed_direction"":-1,""hold_hours"":2,""stop_atr"":1.0,""target_r"":3.0,""weekday_set"":""ALL""}"
10211,b4882440f035f9a4,UTC_HOUR_DIRECTIONAL_CARRY,1161,"{""decision_hour"":4,""fixed_direction"":-1,""hold_hours"":8,""stop_atr"":1.5,""target_r"":3.0,""weekday_set"":""ALL""}"
10212,5efa25c33ae9ad8a,UTC_HOUR_DIRECTIONAL_CARRY,307,"{""decision_hour"":23,""fixed_direction"":1,""hold_hours"":12,""stop_atr"":0.75,""target_r"":3.0,""weekday_set"":""MWF""}"
10213,9ad251ce1aade87a,UTC_HOUR_DIRECTIONAL_CARRY,1162,"{""decision_hour"":6,""fixed_direction"":1,""hold_hours"":2,""stop_atr"":1.0,""target_r"":1.0,""weekday_set"":""ALL""}"
10214,8a71a1ff15711dfb,UTC_HOUR_DIRECTIONAL_CARRY,468,"{""decision_hour"":7,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.0,""target_r"":3.0,""weekday_set"":""TUTH""}"
10215,542b5b7bc04ee4c8,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":8,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":1.5,""target_r"":2.0,""weekday_set"":""MWF""}"
10216,502b9b1d2d1f13a7,UTC_HOUR_DIRECTIONAL_CARRY,694,"{""decision_hour"":10,""fixed_direction"":-1,""hold_hours"":12,""stop_atr"":2.0,""target_r"":1.5,""weekday_set"":""MWF""}"
