symbol,month,status,expected_hour_files,observed_hour_files
EURUSD,2019-08,MISSING_OR_INCOMPLETE,744,0
EURUSD,2019-09,MISSING_OR_INCOMPLETE,720,0
EURUSD,2019-10,MISSING_OR_INCOMPLETE,744,0
EURUSD,2019-11,MISSING_OR_INCOMPLETE,720,0
EURUSD,2019-12,MISSING_OR_INCOMPLETE,744,0
EURUSD,2020-01,MISSING_OR_INCOMPLETE,744,0
EURUSD,2020-02,MISSING_OR_INCOMPLETE,696,0
EURUSD,2020-03,MISSING_OR_INCOMPLETE,744,0
EURUSD,2020-04,MISSING_OR_INCOMPLETE,720,0
EURUSD,2020-05,MISSING_OR_INCOMPLETE,744,0
EURUSD,2020-06,MISSING_OR_INCOMPLETE,720,0
EURUSD,2020-07,MISSING_OR_INCOMPLETE,744,0
EURUSD,2020-08,MISSING_OR_INCOMPLETE,744,0
EURUSD,2020-09,MISSING_OR_INCOMPLETE,720,0
EURUSD,2020-10,MISSING_OR_INCOMPLETE,744,0
EURUSD,2020-11,MISSING_OR_INCOMPLETE,720,0
EURUSD,2020-12,MISSING_OR_INCOMPLETE,744,0
EURUSD,2021-01,MISSING_OR_INCOMPLETE,744,0
EURUSD,2021-02,MISSING_OR_INCOMPLETE,672,0
EURUSD,2021-03,MISSING_OR_INCOMPLETE,744,0
EURUSD,2021-04,MISSING_OR_INCOMPLETE,720,0
EURUSD,2021-05,MISSING_OR_INCOMPLETE,744,0
EURUSD,2021-06,MISSING_OR_INCOMPLETE,720,0
EURUSD,2021-07,MISSING_OR_INCOMPLETE,744,0
EURUSD,2021-08,MISSING_OR_INCOMPLETE,744,0
EURUSD,2021-09,MISSING_OR_INCOMPLETE,720,0
EURUSD,2021-10,MISSING_OR_INCOMPLETE,744,0
EURUSD,2021-11,MISSING_OR_INCOMPLETE,720,0
EURUSD,2021-12,MISSING_OR_INCOMPLETE,744,0
EURUSD,2022-01,MISSING_OR_INCOMPLETE,744,0
EURUSD,2022-02,MISSING_OR_INCOMPLETE,672,0
EURUSD,2022-03,MISSING_OR_INCOMPLETE,744,0
EURUSD,2022-04,MISSING_OR_INCOMPLETE,720,0
EURUSD,2022-05,MISSING_OR_INCOMPLETE,744,0
EURUSD,2022-06,MISSING_OR_INCOMPLETE,720,0
EURUSD,2022-07,MISSING_OR_INCOMPLETE,744,0
EURUSD,2022-08,MISSING_OR_INCOMPLETE,744,0
EURUSD,2022-09,MISSING_OR_INCOMPLETE,720,0
EURUSD,2022-10,MISSING_OR_INCOMPLETE,744,0
EURUSD,2022-11,MISSING_OR_INCOMPLETE,720,0
EURUSD,2022-12,MISSING_OR_INCOMPLETE,744,0
EURUSD,2023-01,MISSING_OR_INCOMPLETE,744,0
EURUSD,2023-02,MISSING_OR_INCOMPLETE,672,0
EURUSD,2023-03,MISSING_OR_INCOMPLETE,744,0
EURUSD,2023-04,MISSING_OR_INCOMPLETE,720,0
EURUSD,2023-05,MISSING_OR_INCOMPLETE,744,0
EURUSD,2023-06,MISSING_OR_INCOMPLETE,720,0
EURUSD,2023-07,MISSING_OR_INCOMPLETE,744,0
EURUSD,2023-08,MISSING_OR_INCOMPLETE,744,0
EURUSD,2023-09,MISSING_OR_INCOMPLETE,720,0
EURUSD,2023-10,MISSING_OR_INCOMPLETE,744,0
EURUSD,2023-11,MISSING_OR_INCOMPLETE,720,0
EURUSD,2023-12,MISSING_OR_INCOMPLETE,744,0
EURUSD,2024-01,MISSING_OR_INCOMPLETE,744,0
EURUSD,2024-02,MISSING_OR_INCOMPLETE,696,0
EURUSD,2024-03,MISSING_OR_INCOMPLETE,744,0
EURUSD,2024-04,MISSING_OR_INCOMPLETE,720,0
EURUSD,2024-05,MISSING_OR_INCOMPLETE,744,0
EURUSD,2024-06,MISSING_OR_INCOMPLETE,720,0
EURUSD,2024-07,MISSING_OR_INCOMPLETE,744,0
EURUSD,2024-08,MISSING_OR_INCOMPLETE,744,0
EURUSD,2024-09,MISSING_OR_INCOMPLETE,720,0
EURUSD,2024-10,MISSING_OR_INCOMPLETE,744,0
EURUSD,2024-11,MISSING_OR_INCOMPLETE,720,0
EURUSD,2024-12,MISSING_OR_INCOMPLETE,744,0
EURUSD,2025-01,MISSING_OR_INCOMPLETE,744,0
EURUSD,2025-02,MISSING_OR_INCOMPLETE,672,0
EURUSD,2025-03,MISSING_OR_INCOMPLETE,744,0
EURUSD,2025-04,MISSING_OR_INCOMPLETE,720,0
EURUSD,2025-05,MISSING_OR_INCOMPLETE,744,0
EURUSD,2025-06,MISSING_OR_INCOMPLETE,720,0
EURUSD,2025-07,MISSING_OR_INCOMPLETE,744,0
EURUSD,2025-08,MISSING_OR_INCOMPLETE,744,0
EURUSD,2025-09,MISSING_OR_INCOMPLETE,720,0
EURUSD,2025-10,MISSING_OR_INCOMPLETE,744,0
EURUSD,2025-11,MISSING_OR_INCOMPLETE,720,0
EURUSD,2025-12,MISSING_OR_INCOMPLETE,744,0
EURUSD,2026-01,MISSING_OR_INCOMPLETE,744,0
EURUSD,2026-02,MISSING_OR_INCOMPLETE,672,0
EURUSD,2026-03,MISSING_OR_INCOMPLETE,744,0
EURUSD,2026-04,MISSING_OR_INCOMPLETE,720,0
EURUSD,2026-05,MISSING_OR_INCOMPLETE,744,0
EURUSD,2026-06,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2016-07,COMPLETE_FROZEN,744,744
GBPUSD,2016-08,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2016-09,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2016-10,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2016-11,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2016-12,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2017-01,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2017-02,MISSING_OR_INCOMPLETE,672,0
GBPUSD,2017-03,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2017-04,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2017-05,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2017-06,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2017-07,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2017-08,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2017-09,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2017-10,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2017-11,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2017-12,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2018-01,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2018-02,MISSING_OR_INCOMPLETE,672,0
GBPUSD,2018-03,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2018-04,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2018-05,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2018-06,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2018-07,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2018-08,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2018-09,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2018-10,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2018-11,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2018-12,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2019-01,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2019-02,MISSING_OR_INCOMPLETE,672,0
GBPUSD,2019-03,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2019-04,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2019-05,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2019-06,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2019-07,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2019-08,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2019-09,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2019-10,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2019-11,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2019-12,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2020-01,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2020-02,MISSING_OR_INCOMPLETE,696,0
GBPUSD,2020-03,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2020-04,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2020-05,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2020-06,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2020-07,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2020-08,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2020-09,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2020-10,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2020-11,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2020-12,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2021-01,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2021-02,MISSING_OR_INCOMPLETE,672,0
GBPUSD,2021-03,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2021-04,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2021-05,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2021-06,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2021-07,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2021-08,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2021-09,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2021-10,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2021-11,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2021-12,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2022-01,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2022-02,MISSING_OR_INCOMPLETE,672,0
GBPUSD,2022-03,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2022-04,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2022-05,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2022-06,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2022-07,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2022-08,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2022-09,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2022-10,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2022-11,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2022-12,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2023-01,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2023-02,MISSING_OR_INCOMPLETE,672,0
GBPUSD,2023-03,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2023-04,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2023-05,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2023-06,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2023-07,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2023-08,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2023-09,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2023-10,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2023-11,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2023-12,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2024-01,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2024-02,MISSING_OR_INCOMPLETE,696,0
GBPUSD,2024-03,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2024-04,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2024-05,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2024-06,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2024-07,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2024-08,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2024-09,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2024-10,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2024-11,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2024-12,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2025-01,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2025-02,MISSING_OR_INCOMPLETE,672,0
GBPUSD,2025-03,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2025-04,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2025-05,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2025-06,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2025-07,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2025-08,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2025-09,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2025-10,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2025-11,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2025-12,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2026-01,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2026-02,MISSING_OR_INCOMPLETE,672,0
GBPUSD,2026-03,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2026-04,MISSING_OR_INCOMPLETE,720,0
GBPUSD,2026-05,MISSING_OR_INCOMPLETE,744,0
GBPUSD,2026-06,MISSING_OR_INCOMPLETE,720,0
USDJPY,2016-07,COMPLETE_FROZEN,744,744
USDJPY,2016-08,MISSING_OR_INCOMPLETE,744,0
USDJPY,2016-09,MISSING_OR_INCOMPLETE,720,0
USDJPY,2016-10,MISSING_OR_INCOMPLETE,744,0
USDJPY,2016-11,MISSING_OR_INCOMPLETE,720,0
USDJPY,2016-12,MISSING_OR_INCOMPLETE,744,0
USDJPY,2017-01,MISSING_OR_INCOMPLETE,744,0
USDJPY,2017-02,MISSING_OR_INCOMPLETE,672,0
USDJPY,2017-03,MISSING_OR_INCOMPLETE,744,0
USDJPY,2017-04,MISSING_OR_INCOMPLETE,720,0
USDJPY,2017-05,MISSING_OR_INCOMPLETE,744,0
USDJPY,2017-06,MISSING_OR_INCOMPLETE,720,0
USDJPY,2017-07,MISSING_OR_INCOMPLETE,744,0
USDJPY,2017-08,MISSING_OR_INCOMPLETE,744,0
USDJPY,2017-09,MISSING_OR_INCOMPLETE,720,0
USDJPY,2017-10,MISSING_OR_INCOMPLETE,744,0
USDJPY,2017-11,MISSING_OR_INCOMPLETE,720,0
USDJPY,2017-12,MISSING_OR_INCOMPLETE,744,0
USDJPY,2018-01,MISSING_OR_INCOMPLETE,744,0
USDJPY,2018-02,MISSING_OR_INCOMPLETE,672,0
USDJPY,2018-03,MISSING_OR_INCOMPLETE,744,0
USDJPY,2018-04,MISSING_OR_INCOMPLETE,720,0
USDJPY,2018-05,MISSING_OR_INCOMPLETE,744,0
USDJPY,2018-06,MISSING_OR_INCOMPLETE,720,0
USDJPY,2018-07,MISSING_OR_INCOMPLETE,744,0
USDJPY,2018-08,MISSING_OR_INCOMPLETE,744,0
USDJPY,2018-09,MISSING_OR_INCOMPLETE,720,0
USDJPY,2018-10,MISSING_OR_INCOMPLETE,744,0
USDJPY,2018-11,MISSING_OR_INCOMPLETE,720,0
USDJPY,2018-12,MISSING_OR_INCOMPLETE,744,0
USDJPY,2019-01,MISSING_OR_INCOMPLETE,744,0
USDJPY,2019-02,MISSING_OR_INCOMPLETE,672,0
USDJPY,2019-03,MISSING_OR_INCOMPLETE,744,0
USDJPY,2019-04,MISSING_OR_INCOMPLETE,720,0
USDJPY,2019-05,MISSING_OR_INCOMPLETE,744,0
USDJPY,2019-06,MISSING_OR_INCOMPLETE,720,0
USDJPY,2019-07,MISSING_OR_INCOMPLETE,744,0
USDJPY,2019-08,MISSING_OR_INCOMPLETE,744,0
USDJPY,2019-09,MISSING_OR_INCOMPLETE,720,0
USDJPY,2019-10,MISSING_OR_INCOMPLETE,744,0
USDJPY,2019-11,MISSING_OR_INCOMPLETE,720,0
USDJPY,2019-12,MISSING_OR_INCOMPLETE,744,0
USDJPY,2020-01,MISSING_OR_INCOMPLETE,744,0
USDJPY,2020-02,MISSING_OR_INCOMPLETE,696,0
USDJPY,2020-03,MISSING_OR_INCOMPLETE,744,0
USDJPY,2020-04,MISSING_OR_INCOMPLETE,720,0
USDJPY,2020-05,MISSING_OR_INCOMPLETE,744,0
USDJPY,2020-06,MISSING_OR_INCOMPLETE,720,0
USDJPY,2020-07,MISSING_OR_INCOMPLETE,744,0
USDJPY,2020-08,MISSING_OR_INCOMPLETE,744,0
USDJPY,2020-09,MISSING_OR_INCOMPLETE,720,0
USDJPY,2020-10,MISSING_OR_INCOMPLETE,744,0
USDJPY,2020-11,MISSING_OR_INCOMPLETE,720,0
USDJPY,2020-12,MISSING_OR_INCOMPLETE,744,0
USDJPY,2021-01,MISSING_OR_INCOMPLETE,744,0
USDJPY,2021-02,MISSING_OR_INCOMPLETE,672,0
USDJPY,2021-03,MISSING_OR_INCOMPLETE,744,0
USDJPY,2021-04,MISSING_OR_INCOMPLETE,720,0
USDJPY,2021-05,MISSING_OR_INCOMPLETE,744,0
USDJPY,2021-06,MISSING_OR_INCOMPLETE,720,0
USDJPY,2021-07,MISSING_OR_INCOMPLETE,744,0
USDJPY,2021-08,MISSING_OR_INCOMPLETE,744,0
USDJPY,2021-09,MISSING_OR_INCOMPLETE,720,0
USDJPY,2021-10,MISSING_OR_INCOMPLETE,744,0
USDJPY,2021-11,MISSING_OR_INCOMPLETE,720,0
USDJPY,2021-12,MISSING_OR_INCOMPLETE,744,0
USDJPY,2022-01,MISSING_OR_INCOMPLETE,744,0
USDJPY,2022-02,MISSING_OR_INCOMPLETE,672,0
USDJPY,2022-03,MISSING_OR_INCOMPLETE,744,0
USDJPY,2022-04,MISSING_OR_INCOMPLETE,720,0
USDJPY,2022-05,MISSING_OR_INCOMPLETE,744,0
USDJPY,2022-06,MISSING_OR_INCOMPLETE,720,0
USDJPY,2022-07,MISSING_OR_INCOMPLETE,744,0
USDJPY,2022-08,MISSING_OR_INCOMPLETE,744,0
USDJPY,2022-09,MISSING_OR_INCOMPLETE,720,0
USDJPY,2022-10,MISSING_OR_INCOMPLETE,744,0
USDJPY,2022-11,MISSING_OR_INCOMPLETE,720,0
USDJPY,2022-12,MISSING_OR_INCOMPLETE,744,0
USDJPY,2023-01,MISSING_OR_INCOMPLETE,744,0
USDJPY,2023-02,MISSING_OR_INCOMPLETE,672,0
USDJPY,2023-03,MISSING_OR_INCOMPLETE,744,0
USDJPY,2023-04,MISSING_OR_INCOMPLETE,720,0
USDJPY,2023-05,MISSING_OR_INCOMPLETE,744,0
USDJPY,2023-06,MISSING_OR_INCOMPLETE,720,0
USDJPY,2023-07,MISSING_OR_INCOMPLETE,744,0
USDJPY,2023-08,MISSING_OR_INCOMPLETE,744,0
USDJPY,2023-09,MISSING_OR_INCOMPLETE,720,0
USDJPY,2023-10,MISSING_OR_INCOMPLETE,744,0
USDJPY,2023-11,MISSING_OR_INCOMPLETE,720,0
USDJPY,2023-12,MISSING_OR_INCOMPLETE,744,0
USDJPY,2024-01,MISSING_OR_INCOMPLETE,744,0
USDJPY,2024-02,MISSING_OR_INCOMPLETE,696,0
USDJPY,2024-03,MISSING_OR_INCOMPLETE,744,0
USDJPY,2024-04,MISSING_OR_INCOMPLETE,720,0
USDJPY,2024-05,MISSING_OR_INCOMPLETE,744,0
USDJPY,2024-06,MISSING_OR_INCOMPLETE,720,0
USDJPY,2024-07,MISSING_OR_INCOMPLETE,744,0
USDJPY,2024-08,MISSING_OR_INCOMPLETE,744,0
USDJPY,2024-09,MISSING_OR_INCOMPLETE,720,0
USDJPY,2024-10,MISSING_OR_INCOMPLETE,744,0
USDJPY,2024-11,MISSING_OR_INCOMPLETE,720,0
USDJPY,2024-12,MISSING_OR_INCOMPLETE,744,0
USDJPY,2025-01,MISSING_OR_INCOMPLETE,744,0
USDJPY,2025-02,MISSING_OR_INCOMPLETE,672,0
USDJPY,2025-03,MISSING_OR_INCOMPLETE,744,0
USDJPY,2025-04,MISSING_OR_INCOMPLETE,720,0
USDJPY,2025-05,MISSING_OR_INCOMPLETE,744,0
USDJPY,2025-06,MISSING_OR_INCOMPLETE,720,0
USDJPY,2025-07,MISSING_OR_INCOMPLETE,744,0
USDJPY,2025-08,MISSING_OR_INCOMPLETE,744,0
USDJPY,2025-09,MISSING_OR_INCOMPLETE,720,0
USDJPY,2025-10,MISSING_OR_INCOMPLETE,744,0
USDJPY,2025-11,MISSING_OR_INCOMPLETE,720,0
USDJPY,2025-12,MISSING_OR_INCOMPLETE,744,0
USDJPY,2026-01,MISSING_OR_INCOMPLETE,744,0
USDJPY,2026-02,MISSING_OR_INCOMPLETE,672,0
USDJPY,2026-03,MISSING_OR_INCOMPLETE,744,0
USDJPY,2026-04,MISSING_OR_INCOMPLETE,720,0
USDJPY,2026-05,MISSING_OR_INCOMPLETE,744,0
USDJPY,2026-06,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2016-07,COMPLETE_FROZEN,744,744
XAUUSD,2016-08,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2016-09,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2016-10,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2016-11,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2016-12,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2017-01,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2017-02,MISSING_OR_INCOMPLETE,672,0
XAUUSD,2017-03,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2017-04,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2017-05,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2017-06,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2017-07,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2017-08,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2017-09,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2017-10,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2017-11,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2017-12,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2018-01,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2018-02,MISSING_OR_INCOMPLETE,672,0
XAUUSD,2018-03,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2018-04,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2018-05,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2018-06,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2018-07,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2018-08,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2018-09,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2018-10,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2018-11,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2018-12,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2019-01,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2019-02,MISSING_OR_INCOMPLETE,672,0
XAUUSD,2019-03,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2019-04,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2019-05,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2019-06,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2019-07,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2019-08,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2019-09,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2019-10,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2019-11,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2019-12,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2020-01,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2020-02,MISSING_OR_INCOMPLETE,696,0
XAUUSD,2020-03,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2020-04,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2020-05,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2020-06,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2020-07,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2020-08,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2020-09,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2020-10,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2020-11,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2020-12,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2021-01,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2021-02,MISSING_OR_INCOMPLETE,672,0
XAUUSD,2021-03,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2021-04,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2021-05,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2021-06,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2021-07,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2021-08,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2021-09,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2021-10,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2021-11,MISSING_OR_INCOMPLETE,720,0
XAUUSD,2021-12,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2022-01,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2022-02,MISSING_OR_INCOMPLETE,672,0
XAUUSD,2022-03,MISSING_OR_INCOMPLETE,744,0
XAUUSD,2022-04,MISSING_OR_INCOMPLETE,720,0
