month,training_start_utc,training_cutoff_utc,training_rows,training_targets,training_target_rate,scored_rows,selected_signals,coefficient_l2_norm,status
2021-02,2018-02-01T00:00:00+00:00,2021-02-01T00:00:00+00:00,4270,1620,0.3793911007025761,100,0,0.3160283835532239,FIT_PAST_ONLY
2021-03,2018-03-01T00:00:00+00:00,2021-03-01T00:00:00+00:00,4266,1623,0.38045007032348804,104,0,0.36980873120625324,FIT_PAST_ONLY
2021-04,2018-04-01T00:00:00+00:00,2021-04-01T00:00:00+00:00,4182,1591,0.38043998087039693,76,0,0.3163857943074467,FIT_PAST_ONLY
2021-05,2018-05-01T00:00:00+00:00,2021-05-01T00:00:00+00:00,4126,1570,0.3805138148327678,142,0,0.2974650080732048,FIT_PAST_ONLY
2021-06,2018-06-01T00:00:00+00:00,2021-06-01T00:00:00+00:00,4218,1600,0.3793266951161688,152,0,0.29821597050191856,FIT_PAST_ONLY
2021-07,2018-07-01T00:00:00+00:00,2021-07-01T00:00:00+00:00,4244,1616,0.38077285579641845,196,0,0.350038201183613,FIT_PAST_ONLY
2021-08,2018-08-01T00:00:00+00:00,2021-08-01T00:00:00+00:00,4216,1605,0.38069259962049334,138,0,0.29178276246094625,FIT_PAST_ONLY
2021-09,2018-09-01T00:00:00+00:00,2021-09-01T00:00:00+00:00,4278,1623,0.379382889200561,138,0,0.34902967174395577,FIT_PAST_ONLY
2021-10,2018-10-01T00:00:00+00:00,2021-10-01T00:00:00+00:00,4288,1633,0.380830223880597,128,0,0.35669585827046874,FIT_PAST_ONLY
2021-11,2018-11-01T00:00:00+00:00,2021-11-01T00:00:00+00:00,4316,1631,0.3778962001853568,68,0,0.3223414804527893,FIT_PAST_ONLY
2021-12,2018-12-01T00:00:00+00:00,2021-12-01T00:00:00+00:00,4240,1597,0.3766509433962264,218,0,0.2604810705158128,FIT_PAST_ONLY
2022-01,2019-01-01T00:00:00+00:00,2022-01-01T00:00:00+00:00,4252,1596,0.3753527751646284,120,0,0.2656296303867415,FIT_PAST_ONLY
2022-02,2019-02-01T00:00:00+00:00,2022-02-01T00:00:00+00:00,4254,1598,0.3756464503996239,96,0,0.24026094425684744,FIT_PAST_ONLY
2022-03,2019-03-01T00:00:00+00:00,2022-03-01T00:00:00+00:00,4222,1588,0.3761250592136428,112,0,0.19905549328773045,FIT_PAST_ONLY
2022-04,2019-04-01T00:00:00+00:00,2022-04-01T00:00:00+00:00,4240,1601,0.3775943396226415,94,0,0.16932767350050232,FIT_PAST_ONLY
2022-05,2019-05-01T00:00:00+00:00,2022-05-01T00:00:00+00:00,4244,1600,0.3770028275212064,126,0,0.21587511497900716,FIT_PAST_ONLY
2022-06,2019-06-01T00:00:00+00:00,2022-06-01T00:00:00+00:00,4164,1575,0.37824207492795386,184,0,0.2158053006963562,FIT_PAST_ONLY
2022-07,2019-07-01T00:00:00+00:00,2022-07-01T00:00:00+00:00,4298,1636,0.3806421591437878,36,0,0.1934817618715552,FIT_PAST_ONLY
2022-08,2019-08-01T00:00:00+00:00,2022-08-01T00:00:00+00:00,4194,1592,0.3795898903195041,164,3,0.2455455289241968,FIT_PAST_ONLY
2022-09,2019-09-01T00:00:00+00:00,2022-09-01T00:00:00+00:00,4226,1604,0.3795551348793185,140,16,0.27604216837970413,FIT_PAST_ONLY
2022-10,2019-10-01T00:00:00+00:00,2022-10-01T00:00:00+00:00,4256,1612,0.37875939849624063,142,10,0.29404540979432325,FIT_PAST_ONLY
2022-11,2019-11-01T00:00:00+00:00,2022-11-01T00:00:00+00:00,4240,1614,0.38066037735849056,114,0,0.3103788632672246,FIT_PAST_ONLY
2022-12,2019-12-01T00:00:00+00:00,2022-12-01T00:00:00+00:00,4314,1646,0.3815484469170144,156,3,0.29294912286718205,FIT_PAST_ONLY
2023-01,2020-01-01T00:00:00+00:00,2023-01-01T00:00:00+00:00,4406,1674,0.3799364502950522,158,0,0.26129212767743987,FIT_PAST_ONLY
2023-02,2020-02-01T00:00:00+00:00,2023-02-01T00:00:00+00:00,4446,1692,0.3805668016194332,160,2,0.27533006736184723,FIT_PAST_ONLY
2023-03,2020-03-01T00:00:00+00:00,2023-03-01T00:00:00+00:00,4581,1745,0.38092119624536125,176,10,0.2753747196667624,FIT_PAST_ONLY
2023-04,2020-04-01T00:00:00+00:00,2023-04-01T00:00:00+00:00,4742,1811,0.3819063686208351,184,2,0.2655240405779926,FIT_PAST_ONLY
2023-05,2020-05-01T00:00:00+00:00,2023-05-01T00:00:00+00:00,4759,1824,0.38327379701617986,100,0,0.2736482487645743,FIT_PAST_ONLY
2023-06,2020-06-01T00:00:00+00:00,2023-06-01T00:00:00+00:00,4748,1818,0.38289806234203877,158,8,0.30666367649799275,FIT_PAST_ONLY
2023-07,2020-07-01T00:00:00+00:00,2023-07-01T00:00:00+00:00,4778,1829,0.3827961490163248,72,1,0.32128515262989293,FIT_PAST_ONLY
2023-08,2020-08-01T00:00:00+00:00,2023-08-01T00:00:00+00:00,4736,1814,0.38302364864864863,206,4,0.3044232172628063,FIT_PAST_ONLY
2023-09,2020-09-01T00:00:00+00:00,2023-09-01T00:00:00+00:00,4796,1833,0.3821934945788157,120,0,0.2836921542820987,FIT_PAST_ONLY
2023-10,2020-10-01T00:00:00+00:00,2023-10-01T00:00:00+00:00,4812,1836,0.38154613466334164,194,24,0.3120506336658889,FIT_PAST_ONLY
2023-11,2020-11-01T00:00:00+00:00,2023-11-01T00:00:00+00:00,4850,1845,0.3804123711340206,116,8,0.33925428756509385,FIT_PAST_ONLY
2023-12,2020-12-01T00:00:00+00:00,2023-12-01T00:00:00+00:00,4817,1831,0.38011210296865267,24,2,0.33113011891814587,FIT_PAST_ONLY
2024-01,2021-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,4746,1816,0.38263801095659505,146,1,0.33489008364224565,FIT_PAST_ONLY
2024-02,2021-02-01T00:00:00+00:00,2024-02-01T00:00:00+00:00,4756,1818,0.3822539949537426,182,4,0.3063674417900275,FIT_PAST_ONLY
2024-03,2021-03-01T00:00:00+00:00,2024-03-01T00:00:00+00:00,4836,1829,0.3782051282051282,144,6,0.2777147649223961,FIT_PAST_ONLY
2024-04,2021-04-01T00:00:00+00:00,2024-04-01T00:00:00+00:00,4875,1840,0.37743589743589745,114,1,0.2886477718871652,FIT_PAST_ONLY
2024-05,2021-05-01T00:00:00+00:00,2024-05-01T00:00:00+00:00,4912,1855,0.37764657980456023,186,0,0.3121616761321063,FIT_PAST_ONLY
2024-06,2021-06-01T00:00:00+00:00,2024-06-01T00:00:00+00:00,4958,1877,0.3785800726099234,122,0,0.31649625036399565,FIT_PAST_ONLY
2024-07,2021-07-01T00:00:00+00:00,2024-07-01T00:00:00+00:00,4930,1862,0.37768762677484785,100,3,0.3194705611269266,FIT_PAST_ONLY
2024-08,2021-08-01T00:00:00+00:00,2024-08-01T00:00:00+00:00,4831,1824,0.3775615814531153,56,0,0.33996494420648765,FIT_PAST_ONLY
2024-09,2021-09-01T00:00:00+00:00,2024-09-01T00:00:00+00:00,4754,1799,0.3784181741691207,88,0,0.34861049192237,FIT_PAST_ONLY
2024-10,2021-10-01T00:00:00+00:00,2024-10-01T00:00:00+00:00,4704,1774,0.37712585034013607,44,0,0.3589336387496054,FIT_PAST_ONLY
2024-11,2021-11-01T00:00:00+00:00,2024-11-01T00:00:00+00:00,4618,1748,0.37851883932438285,42,1,0.35282928306607775,FIT_PAST_ONLY
2024-12,2021-12-01T00:00:00+00:00,2024-12-01T00:00:00+00:00,4592,1740,0.3789198606271777,202,0,0.3665148524789879,FIT_PAST_ONLY
2025-01,2022-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,4574,1728,0.3777874945343244,154,0,0.45187546960331193,FIT_PAST_ONLY
2025-02,2022-02-01T00:00:00+00:00,2025-02-01T00:00:00+00:00,4610,1737,0.37678958785249456,176,0,0.4629182474043615,FIT_PAST_ONLY
2025-03,2022-03-01T00:00:00+00:00,2025-03-01T00:00:00+00:00,4692,1766,0.37638533674339303,60,2,0.4343316954753461,FIT_PAST_ONLY
2025-04,2022-04-01T00:00:00+00:00,2025-04-01T00:00:00+00:00,4634,1738,0.37505394907207595,78,2,0.4815124774140103,FIT_PAST_ONLY
2025-05,2022-05-01T00:00:00+00:00,2025-05-01T00:00:00+00:00,4619,1732,0.3749729378653388,176,2,0.4612722521288098,FIT_PAST_ONLY
2025-06,2022-06-01T00:00:00+00:00,2025-06-01T00:00:00+00:00,4666,1746,0.37419631375910845,146,5,0.5520088792025326,FIT_PAST_ONLY
2025-07,2022-07-01T00:00:00+00:00,2025-07-01T00:00:00+00:00,4636,1729,0.3729508196721312,84,0,0.5283202962426327,FIT_PAST_ONLY
2025-08,2022-08-01T00:00:00+00:00,2025-08-01T00:00:00+00:00,4684,1751,0.37382578992314264,178,1,0.5039130408097515,FIT_PAST_ONLY
2025-09,2022-09-01T00:00:00+00:00,2025-09-01T00:00:00+00:00,4694,1757,0.37430762675756285,176,0,0.5055121673452139,FIT_PAST_ONLY
2025-10,2022-10-01T00:00:00+00:00,2025-10-01T00:00:00+00:00,4729,1770,0.3742863184605625,180,0,0.4190004423854495,FIT_PAST_ONLY
2025-11,2022-11-01T00:00:00+00:00,2025-11-01T00:00:00+00:00,4772,1789,0.3748952221290863,120,0,0.4023514769617913,FIT_PAST_ONLY
2025-12,2022-12-01T00:00:00+00:00,2025-12-01T00:00:00+00:00,4775,1785,0.3738219895287958,126,0,0.3463578086795078,FIT_PAST_ONLY
2026-01,2023-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,4748,1779,0.37468407750631844,82,0,0.3692057952799353,FIT_PAST_ONLY
2026-02,2023-02-01T00:00:00+00:00,2026-02-01T00:00:00+00:00,4672,1752,0.375,98,0,0.3541561395920078,FIT_PAST_ONLY
2026-03,2023-03-01T00:00:00+00:00,2026-03-01T00:00:00+00:00,4606,1721,0.373643074250977,124,1,0.3411554276113113,FIT_PAST_ONLY
2026-04,2023-04-01T00:00:00+00:00,2026-04-01T00:00:00+00:00,4554,1699,0.373078612209047,126,0,0.3517656362406551,FIT_PAST_ONLY
2026-05,2023-05-01T00:00:00+00:00,2026-05-01T00:00:00+00:00,4494,1672,0.372051624388073,150,0,0.4344713147130855,FIT_PAST_ONLY
2026-06,2023-06-01T00:00:00+00:00,2026-06-01T00:00:00+00:00,4548,1701,0.3740105540897098,124,1,0.3547429684808527,FIT_PAST_ONLY
