candidate_id,instrument_id,bar_start_utc,feature_time_utc,first_event_utc,last_event_utc,trade_count,total_volume,small_volume,small_signed_volume,large_volume,large_signed_volume,trade_price_open,trade_price_last,small_imbalance,large_imbalance,large_trade_size,family,direction
large_small_divergence_continuation:1657125600000:SHORT:5568,5568,2022-07-06 16:35:00+00:00,2022-07-06 16:40:00+00:00,2022-07-06 16:35:02.615238901+00:00,2022-07-06 16:39:59.479662073+00:00,346,798.0,315.0,59.0,178.0,-152.0,1734.5,1734.7,0.1873015873015873,-0.8539325842696629,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657128600000:SHORT:5568,5568,2022-07-06 17:25:00+00:00,2022-07-06 17:30:00+00:00,2022-07-06 17:25:00.148922431+00:00,2022-07-06 17:29:59.944823659+00:00,1200,2692.0,1180.0,390.0,724.0,-342.0,1735.8,1736.6,0.3305084745762712,-0.4723756906077348,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657204200000:LONG:5568,5568,2022-07-07 14:25:00+00:00,2022-07-07 14:30:00+00:00,2022-07-07 14:25:05.324953479+00:00,2022-07-07 14:29:59.907796189+00:00,370,700.0,354.0,-42.0,59.0,41.0,1744.6,1743.0,-0.11864406779661017,0.6949152542372882,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1657210500000:LONG:5568,5568,2022-07-07 16:10:00+00:00,2022-07-07 16:15:00+00:00,2022-07-07 16:10:04.163457059+00:00,2022-07-07 16:14:57.448703043+00:00,217,424.0,218.0,-68.0,67.0,33.0,1739.6,1739.5,-0.3119266055045872,0.4925373134328358,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1657284600000:SHORT:5568,5568,2022-07-08 12:45:00+00:00,2022-07-08 12:50:00+00:00,2022-07-08 12:45:00.035555961+00:00,2022-07-08 12:49:59.801744423+00:00,901,1590.0,943.0,129.0,137.0,-59.0,1734.8,1732.5,0.13679745493107104,-0.4306569343065693,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657300500000:SHORT:5568,5568,2022-07-08 17:10:00+00:00,2022-07-08 17:15:00+00:00,2022-07-08 17:10:00.048158217+00:00,2022-07-08 17:14:59.058459379+00:00,144,265.0,127.0,19.0,25.0,-9.0,1740.7,1741.3,0.14960629921259844,-0.36,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657545000000:SHORT:5568,5568,2022-07-11 13:05:00+00:00,2022-07-11 13:10:00+00:00,2022-07-11 13:05:00.369961861+00:00,2022-07-11 13:09:57.462225485+00:00,325,574.0,342.0,42.0,28.0,-12.0,1734.3,1734.4,0.12280701754385964,-0.42857142857142855,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657553400000:SHORT:5568,5568,2022-07-11 15:25:00+00:00,2022-07-11 15:30:00+00:00,2022-07-11 15:25:00.003314161+00:00,2022-07-11 15:29:57.685616797+00:00,307,513.0,310.0,70.0,24.0,-24.0,1735.5,1736.3,0.22580645161290322,-1.0,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657556700000:SHORT:5568,5568,2022-07-11 16:20:00+00:00,2022-07-11 16:25:00+00:00,2022-07-11 16:20:03.374373839+00:00,2022-07-11 16:24:59.127875757+00:00,244,473.0,241.0,31.0,56.0,-24.0,1734.8,1734.3,0.12863070539419086,-0.42857142857142855,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657559400000:LONG:5568,5568,2022-07-11 17:05:00+00:00,2022-07-11 17:10:00+00:00,2022-07-11 17:05:01.405062889+00:00,2022-07-11 17:09:56.205644393+00:00,130,249.0,121.0,-13.0,22.0,22.0,1734.0,1734.1,-0.10743801652892562,1.0,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1657630800000:SHORT:5568,5568,2022-07-12 12:55:00+00:00,2022-07-12 13:00:00+00:00,2022-07-12 12:55:00.410571393+00:00,2022-07-12 12:59:58.398979451+00:00,234,419.0,226.0,28.0,43.0,-43.0,1730.9,1730.2,0.12389380530973451,-1.0,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657642500000:SHORT:5568,5568,2022-07-12 16:10:00+00:00,2022-07-12 16:15:00+00:00,2022-07-12 16:10:00.005706139+00:00,2022-07-12 16:14:57.842763585+00:00,209,501.0,190.0,20.0,111.0,-69.0,1729.4,1729.7,0.10526315789473684,-0.6216216216216216,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657647000000:SHORT:5568,5568,2022-07-12 17:25:00+00:00,2022-07-12 17:30:00+00:00,2022-07-12 17:25:00.250203533+00:00,2022-07-12 17:29:59.653587437+00:00,1010,2795.0,920.0,148.0,1127.0,-963.0,1725.3,1724.5,0.1608695652173913,-0.8544809228039042,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657726500000:LONG:5568,5568,2022-07-13 15:30:00+00:00,2022-07-13 15:35:00+00:00,2022-07-13 15:30:00.925191637+00:00,2022-07-13 15:34:59.472676569+00:00,694,1312.0,668.0,-82.0,162.0,108.0,1737.7,1738.6,-0.12275449101796407,0.6666666666666666,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1657733400000:SHORT:5568,5568,2022-07-13 17:25:00+00:00,2022-07-13 17:30:00+00:00,2022-07-13 17:25:00.007229921+00:00,2022-07-13 17:29:59.654075803+00:00,985,2656.0,900.0,104.0,1002.0,-774.0,1737.6,1735.5,0.11555555555555555,-0.7724550898203593,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657815300000:LONG:5568,5568,2022-07-14 16:10:00+00:00,2022-07-14 16:15:00+00:00,2022-07-14 16:10:00.069203547+00:00,2022-07-14 16:14:59.781093695+00:00,310,565.0,307.0,-81.0,65.0,31.0,1707.8,1707.4,-0.26384364820846906,0.47692307692307695,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1657819800000:SHORT:5568,5568,2022-07-14 17:25:00+00:00,2022-07-14 17:30:00+00:00,2022-07-14 17:25:01.020694973+00:00,2022-07-14 17:29:59.906935759+00:00,1238,3103.0,1145.0,117.0,1135.0,-775.0,1706.4,1706.0,0.10218340611353711,-0.6828193832599119,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657894500000:SHORT:5568,5568,2022-07-15 14:10:00+00:00,2022-07-15 14:15:00+00:00,2022-07-15 14:10:00.657755025+00:00,2022-07-15 14:14:59.937391027+00:00,697,1612.0,663.0,105.0,337.0,-163.0,1703.0,1700.0,0.1583710407239819,-0.4836795252225519,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657899300000:SHORT:5568,5568,2022-07-15 15:30:00+00:00,2022-07-15 15:35:00+00:00,2022-07-15 15:30:00.541475279+00:00,2022-07-15 15:34:57.624806293+00:00,451,842.0,435.0,51.0,60.0,-28.0,1706.2,1705.4,0.11724137931034483,-0.4666666666666667,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1657903500000:LONG:5568,5568,2022-07-15 16:40:00+00:00,2022-07-15 16:45:00+00:00,2022-07-15 16:40:03.038585305+00:00,2022-07-15 16:44:56.128389387+00:00,144,278.0,147.0,-21.0,29.0,13.0,1702.8,1703.0,-0.14285714285714285,0.4482758620689655,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1658234400000:SHORT:5568,5568,2022-07-19 12:35:00+00:00,2022-07-19 12:40:00+00:00,2022-07-19 12:35:00.010427769+00:00,2022-07-19 12:39:59.942882599+00:00,323,581.0,325.0,51.0,53.0,-37.0,1707.8,1706.8,0.15692307692307692,-0.6981132075471698,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658251200000:LONG:5568,5568,2022-07-19 17:15:00+00:00,2022-07-19 17:20:00+00:00,2022-07-19 17:15:03.504522683+00:00,2022-07-19 17:19:53.858317597+00:00,109,217.0,110.0,-14.0,42.0,26.0,1710.5,1710.8,-0.12727272727272726,0.6190476190476191,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1658322000000:LONG:5568,5568,2022-07-20 12:55:00+00:00,2022-07-20 13:00:00+00:00,2022-07-20 12:55:00.080354915+00:00,2022-07-20 12:59:59.005223597+00:00,264,556.0,258.0,-36.0,127.0,55.0,1707.7,1706.9,-0.13953488372093023,0.4330708661417323,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1658325000000:SHORT:5568,5568,2022-07-20 13:45:00+00:00,2022-07-20 13:50:00+00:00,2022-07-20 13:45:01.195482111+00:00,2022-07-20 13:49:59.822580353+00:00,537,1054.0,551.0,59.0,226.0,-86.0,1708.5,1707.6,0.10707803992740472,-0.3805309734513274,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658328300000:LONG:5568,5568,2022-07-20 14:40:00+00:00,2022-07-20 14:45:00+00:00,2022-07-20 14:40:00.906478253+00:00,2022-07-20 14:44:59.835506045+00:00,445,973.0,419.0,-81.0,135.0,57.0,1708.1,1708.4,-0.19331742243436753,0.4222222222222222,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1658331300000:SHORT:5568,5568,2022-07-20 15:30:00+00:00,2022-07-20 15:35:00+00:00,2022-07-20 15:30:00.261134867+00:00,2022-07-20 15:34:58.117757685+00:00,511,1251.0,506.0,72.0,343.0,-183.0,1705.1,1704.9,0.1422924901185771,-0.5335276967930029,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658335200000:SHORT:5568,5568,2022-07-20 16:35:00+00:00,2022-07-20 16:40:00+00:00,2022-07-20 16:35:04.883527195+00:00,2022-07-20 16:39:50.940235223+00:00,135,271.0,148.0,20.0,31.0,-31.0,1704.6,1704.5,0.13513513513513514,-1.0,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658408100000:LONG:5568,5568,2022-07-21 12:50:00+00:00,2022-07-21 12:55:00+00:00,2022-07-21 12:50:00.000166875+00:00,2022-07-21 12:54:59.900218295+00:00,1090,2362.0,1019.0,-177.0,421.0,159.0,1701.0,1700.7,-0.17369970559371933,0.37767220902612825,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1658413800000:SHORT:5568,5568,2022-07-21 14:25:00+00:00,2022-07-21 14:30:00+00:00,2022-07-21 14:25:00.502446249+00:00,2022-07-21 14:29:56.684310263+00:00,582,1307.0,555.0,69.0,295.0,-181.0,1702.9,1702.3,0.12432432432432433,-0.6135593220338983,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658421000000:SHORT:5568,5568,2022-07-21 16:25:00+00:00,2022-07-21 16:30:00+00:00,2022-07-21 16:25:00.085365807+00:00,2022-07-21 16:29:57.442586203+00:00,188,358.0,182.0,22.0,35.0,-19.0,1711.1,1711.3,0.12087912087912088,-0.5428571428571428,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658493900000:LONG:5568,5568,2022-07-22 12:40:00+00:00,2022-07-22 12:45:00+00:00,2022-07-22 12:40:00.204956899+00:00,2022-07-22 12:44:59.407966401+00:00,467,987.0,429.0,-57.0,111.0,75.0,1723.0,1722.8,-0.13286713286713286,0.6756756756756757,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1658496600000:SHORT:5568,5568,2022-07-22 13:25:00+00:00,2022-07-22 13:30:00+00:00,2022-07-22 13:25:00.010547069+00:00,2022-07-22 13:29:58.705778553+00:00,662,1590.0,596.0,128.0,422.0,-188.0,1722.6,1721.3,0.21476510067114093,-0.44549763033175355,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658506200000:LONG:5568,5568,2022-07-22 16:05:00+00:00,2022-07-22 16:10:00+00:00,2022-07-22 16:05:00.620304811+00:00,2022-07-22 16:09:57.030907937+00:00,320,543.0,334.0,-46.0,26.0,26.0,1729.3,1728.6,-0.1377245508982036,1.0,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1658755800000:SHORT:5568,5568,2022-07-25 13:25:00+00:00,2022-07-25 13:30:00+00:00,2022-07-25 13:25:01.014037687+00:00,2022-07-25 13:29:58.795916231+00:00,340,760.0,303.0,65.0,188.0,-116.0,1722.7,1721.8,0.2145214521452145,-0.6170212765957447,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658760000000:LONG:5568,5568,2022-07-25 14:35:00+00:00,2022-07-25 14:40:00+00:00,2022-07-25 14:35:00.151180957+00:00,2022-07-25 14:39:56.795260015+00:00,469,822.0,455.0,-87.0,105.0,73.0,1715.4,1715.5,-0.1912087912087912,0.6952380952380952,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1658765400000:SHORT:5568,5568,2022-07-25 16:05:00+00:00,2022-07-25 16:10:00+00:00,2022-07-25 16:05:00.802146681+00:00,2022-07-25 16:09:49.657073119+00:00,172,380.0,173.0,25.0,68.0,-68.0,1714.7,1714.5,0.14450867052023122,-1.0,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658838300000:SHORT:5568,5568,2022-07-26 12:20:00+00:00,2022-07-26 12:25:00+00:00,2022-07-26 12:20:00.001523767+00:00,2022-07-26 12:24:59.275602553+00:00,1342,2949.0,1251.0,191.0,943.0,-445.0,1717.0,1711.9,0.15267785771382894,-0.471898197242842,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658841600000:LONG:5568,5568,2022-07-26 13:15:00+00:00,2022-07-26 13:20:00+00:00,2022-07-26 13:15:01.594965321+00:00,2022-07-26 13:19:59.877563833+00:00,224,392.0,228.0,-34.0,26.0,26.0,1716.6,1717.7,-0.14912280701754385,1.0,8,large_small_divergence_continuation,LONG
large_small_divergence_continuation:1658846400000:SHORT:5568,5568,2022-07-26 14:35:00+00:00,2022-07-26 14:40:00+00:00,2022-07-26 14:35:00.193815375+00:00,2022-07-26 14:39:56.525987473+00:00,295,486.0,307.0,69.0,29.0,-29.0,1718.3,1717.9,0.2247557003257329,-1.0,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658850900000:SHORT:5568,5568,2022-07-26 15:50:00+00:00,2022-07-26 15:55:00+00:00,2022-07-26 15:50:00.134886513+00:00,2022-07-26 15:54:58.923470883+00:00,293,625.0,259.0,65.0,143.0,-75.0,1714.9,1715.6,0.25096525096525096,-0.5244755244755245,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658854200000:SHORT:5568,5568,2022-07-26 16:45:00+00:00,2022-07-26 16:50:00+00:00,2022-07-26 16:45:05.204775995+00:00,2022-07-26 16:49:58.894163095+00:00,139,275.0,141.0,19.0,35.0,-19.0,1716.6,1717.2,0.1347517730496454,-0.5428571428571428,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658925900000:SHORT:5568,5568,2022-07-27 12:40:00+00:00,2022-07-27 12:45:00+00:00,2022-07-27 12:40:06.133420919+00:00,2022-07-27 12:44:56.451301969+00:00,160,301.0,155.0,27.0,41.0,-17.0,1718.1,1716.9,0.17419354838709677,-0.4146341463414634,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658931000000:SHORT:5568,5568,2022-07-27 14:05:00+00:00,2022-07-27 14:10:00+00:00,2022-07-27 14:05:00.031416977+00:00,2022-07-27 14:09:57.888123025+00:00,285,602.0,263.0,49.0,88.0,-46.0,1713.4,1711.9,0.18631178707224336,-0.5227272727272727,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658937900000:SHORT:5568,5568,2022-07-27 16:00:00+00:00,2022-07-27 16:05:00+00:00,2022-07-27 16:00:00.534573857+00:00,2022-07-27 16:04:57.268577795+00:00,109,198.0,105.0,19.0,38.0,-22.0,1716.9,1717.3,0.18095238095238095,-0.5789473684210527,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1658942400000:SHORT:5568,5568,2022-07-27 17:15:00+00:00,2022-07-27 17:20:00+00:00,2022-07-27 17:15:00.560899185+00:00,2022-07-27 17:19:59.031276931+00:00,181,340.0,167.0,39.0,39.0,-39.0,1719.9,1720.0,0.23353293413173654,-1.0,8,large_small_divergence_continuation,SHORT
large_small_divergence_continuation:1659015000000:SHORT:5568,5568,2022-07-28 13:25:00+00:00,2022-07-28 13:30:00+00:00,2022-07-28 13:25:00.700878251+00:00,2022-07-28 13:29:59.424576305+00:00,181,351.0,96.0,24.0,31.0,-11.0,1748.1,1749.8,0.25,-0.3548387096774194,8,large_small_divergence_continuation,SHORT
