family,signal_time_utc,signal_complete_utc,entry_time_utc,state_latest_allowed_utc,prior_window_start_utc,prior_window_end_utc,prior_m5_bars,prior_open,prior_high,prior_low,prior_close,prior_range,prior_range_pips,close_location,body_fraction,side,signal_eligible
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-01-24 23:55:00+00:00,2019-01-25 00:00:00+00:00,2019-01-25 00:00:00+00:00,2019-01-24 23:00:00+00:00,2019-01-24 00:00:00+00:00,2019-01-25 00:00:00+00:00,288,1.13863,1.1391499999999999,1.1289449999999999,1.1312799999999998,0.01020500000000002,102.0500000000002,0.2288094071533534,0.7202351788339222,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-01-28 23:55:00+00:00,2019-01-29 00:00:00+00:00,2019-01-29 00:00:00+00:00,2019-01-28 23:00:00+00:00,2019-01-28 00:00:00+00:00,2019-01-29 00:00:00+00:00,288,1.1412900000000001,1.1443750000000001,1.13902,1.142965,0.005355000000000221,53.55000000000221,0.7366946778711344,0.3127917833799817,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-01-29 23:55:00+00:00,2019-01-30 00:00:00+00:00,2019-01-30 00:00:00+00:00,2019-01-29 23:00:00+00:00,2019-01-29 00:00:00+00:00,2019-01-30 00:00:00+00:00,288,1.14297,1.145025,1.14112,1.1435,0.0039050000000000473,39.05000000000047,0.6094750320102483,0.1357234314980571,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-01-30 23:55:00+00:00,2019-01-31 00:00:00+00:00,2019-01-31 00:00:00+00:00,2019-01-30 23:00:00+00:00,2019-01-30 00:00:00+00:00,2019-01-31 00:00:00+00:00,288,1.1434950000000002,1.150175,1.140625,1.1485500000000002,0.009549999999999947,95.49999999999947,0.8298429319371964,0.5293193717277549,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-01-31 23:55:00+00:00,2019-02-01 00:00:00+00:00,2019-02-01 00:00:00+00:00,2019-01-31 23:00:00+00:00,2019-01-31 00:00:00+00:00,2019-02-01 00:00:00+00:00,288,1.148545,1.1514250000000001,1.14358,1.1448399999999999,0.007845000000000102,78.45000000000101,0.160611854684487,0.4722753346080333,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-04 23:55:00+00:00,2019-02-05 00:00:00+00:00,2019-02-05 00:00:00+00:00,2019-02-04 23:00:00+00:00,2019-02-04 00:00:00+00:00,2019-02-05 00:00:00+00:00,288,1.14544,1.1460400000000002,1.14245,1.14352,0.003590000000000204,35.90000000000204,0.2980501392757843,0.5348189415041261,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-05 23:55:00+00:00,2019-02-06 00:00:00+00:00,2019-02-06 00:00:00+00:00,2019-02-05 23:00:00+00:00,2019-02-05 00:00:00+00:00,2019-02-06 00:00:00+00:00,288,1.14351,1.1440549999999998,1.1401249999999998,1.1409,0.003929999999999989,39.29999999999989,0.19720101781175428,0.6641221374045823,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-06 23:55:00+00:00,2019-02-07 00:00:00+00:00,2019-02-07 00:00:00+00:00,2019-02-06 23:00:00+00:00,2019-02-06 00:00:00+00:00,2019-02-07 00:00:00+00:00,288,1.140895,1.14093,1.136095,1.1365750000000001,0.004834999999999923,48.34999999999923,0.09927611168563467,0.8934850051706201,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-07 23:55:00+00:00,2019-02-08 00:00:00+00:00,2019-02-08 00:00:00+00:00,2019-02-07 23:00:00+00:00,2019-02-07 00:00:00+00:00,2019-02-08 00:00:00+00:00,288,1.1365750000000001,1.1367699999999998,1.13246,1.133835,0.004309999999999814,43.09999999999814,0.3190255220417548,0.6357308584687482,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-11 23:55:00+00:00,2019-02-12 00:00:00+00:00,2019-02-12 00:00:00+00:00,2019-02-11 23:00:00+00:00,2019-02-11 00:00:00+00:00,2019-02-12 00:00:00+00:00,288,1.1324049999999999,1.133,1.126735,1.1278700000000002,0.006264999999999965,62.64999999999965,0.1811652035115905,0.7238627294492832,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-12 23:55:00+00:00,2019-02-13 00:00:00+00:00,2019-02-13 00:00:00+00:00,2019-02-12 23:00:00+00:00,2019-02-12 00:00:00+00:00,2019-02-13 00:00:00+00:00,288,1.1278700000000002,1.1339700000000001,1.12578,1.133375,0.008190000000000142,81.90000000000141,0.9273504273504135,0.6721611721611448,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-13 23:55:00+00:00,2019-02-14 00:00:00+00:00,2019-02-14 00:00:00+00:00,2019-02-13 23:00:00+00:00,2019-02-13 00:00:00+00:00,2019-02-14 00:00:00+00:00,288,1.133385,1.1341549999999998,1.12493,1.1264750000000001,0.009224999999999817,92.24999999999817,0.16747967479676534,0.7490514905149169,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-14 23:55:00+00:00,2019-02-15 00:00:00+00:00,2019-02-15 00:00:00+00:00,2019-02-14 23:00:00+00:00,2019-02-14 00:00:00+00:00,2019-02-15 00:00:00+00:00,288,1.1264699999999999,1.130995,1.1249850000000001,1.1294849999999999,0.006009999999999849,60.09999999999849,0.7487520798668619,0.5016638935108263,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-18 23:55:00+00:00,2019-02-19 00:00:00+00:00,2019-02-19 00:00:00+00:00,2019-02-18 23:00:00+00:00,2019-02-18 00:00:00+00:00,2019-02-19 00:00:00+00:00,288,1.1295000000000002,1.1333950000000002,1.129385,1.13116,0.004010000000000069,40.10000000000069,0.44264339152115445,0.4139650872817317,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-19 23:55:00+00:00,2019-02-20 00:00:00+00:00,2019-02-20 00:00:00+00:00,2019-02-19 23:00:00+00:00,2019-02-19 00:00:00+00:00,2019-02-20 00:00:00+00:00,288,1.1311650000000002,1.13575,1.12756,1.134,0.008190000000000142,81.90000000000141,0.7863247863247729,0.3461538461538034,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-20 23:55:00+00:00,2019-02-21 00:00:00+00:00,2019-02-21 00:00:00+00:00,2019-02-20 23:00:00+00:00,2019-02-20 00:00:00+00:00,2019-02-21 00:00:00+00:00,288,1.134,1.13712,1.1324999999999998,1.1346349999999998,0.0046200000000000685,46.200000000000685,0.4621212121212048,0.13744588744587266,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-21 23:55:00+00:00,2019-02-22 00:00:00+00:00,2019-02-22 00:00:00+00:00,2019-02-21 23:00:00+00:00,2019-02-21 00:00:00+00:00,2019-02-22 00:00:00+00:00,288,1.1346349999999998,1.1366450000000001,1.1320299999999999,1.133995,0.004615000000000258,46.15000000000258,0.42578548212353345,0.13867822318520392,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-25 23:55:00+00:00,2019-02-26 00:00:00+00:00,2019-02-26 00:00:00+00:00,2019-02-25 23:00:00+00:00,2019-02-25 00:00:00+00:00,2019-02-26 00:00:00+00:00,288,1.1342249999999998,1.13676,1.13368,1.136485,0.0030799999999999716,30.799999999999716,0.9107142857142767,0.7337662337662895,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-26 23:55:00+00:00,2019-02-27 00:00:00+00:00,2019-02-27 00:00:00+00:00,2019-02-26 23:00:00+00:00,2019-02-26 00:00:00+00:00,2019-02-27 00:00:00+00:00,288,1.136485,1.14028,1.1345200000000002,1.1393149999999999,0.005759999999999765,57.59999999999765,0.8324652777777528,0.49131944444444503,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-27 23:55:00+00:00,2019-02-28 00:00:00+00:00,2019-02-28 00:00:00+00:00,2019-02-27 23:00:00+00:00,2019-02-27 00:00:00+00:00,2019-02-28 00:00:00+00:00,288,1.13932,1.140365,1.13624,1.1379700000000001,0.004125000000000156,41.25000000000156,0.41939393939397956,0.32727272727270573,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-02-28 23:55:00+00:00,2019-03-01 00:00:00+00:00,2019-03-01 00:00:00+00:00,2019-02-28 23:00:00+00:00,2019-02-28 00:00:00+00:00,2019-03-01 00:00:00+00:00,288,1.1379700000000001,1.141975,1.135955,1.1373199999999999,0.006019999999999914,60.19999999999914,0.22674418604648805,0.10797342192695528,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-04 23:55:00+00:00,2019-03-05 00:00:00+00:00,2019-03-05 00:00:00+00:00,2019-03-04 23:00:00+00:00,2019-03-04 00:00:00+00:00,2019-03-05 00:00:00+00:00,288,1.1375099999999998,1.137515,1.13091,1.13365,0.006604999999999972,66.04999999999971,0.41483724451172993,0.5844057532172247,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-05 23:55:00+00:00,2019-03-06 00:00:00+00:00,2019-03-06 00:00:00+00:00,2019-03-05 23:00:00+00:00,2019-03-05 00:00:00+00:00,2019-03-06 00:00:00+00:00,288,1.133655,1.133855,1.128965,1.13061,0.004890000000000061,48.90000000000061,0.33640081799588467,0.6226993865030979,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-06 23:55:00+00:00,2019-03-07 00:00:00+00:00,2019-03-07 00:00:00+00:00,2019-03-06 23:00:00+00:00,2019-03-06 00:00:00+00:00,2019-03-07 00:00:00+00:00,288,1.130605,1.13246,1.12856,1.1313149999999998,0.0039000000000000146,39.00000000000014,0.7064102564102129,0.18205128205122148,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-07 23:55:00+00:00,2019-03-08 00:00:00+00:00,2019-03-08 00:00:00+00:00,2019-03-07 23:00:00+00:00,2019-03-07 00:00:00+00:00,2019-03-08 00:00:00+00:00,288,1.1313149999999998,1.1320350000000001,1.117645,1.119825,0.014390000000000125,143.90000000000126,0.151494093120226,0.7984711605281222,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-11 23:55:00+00:00,2019-03-12 00:00:00+00:00,2019-03-12 00:00:00+00:00,2019-03-11 23:00:00+00:00,2019-03-11 00:00:00+00:00,2019-03-12 00:00:00+00:00,288,1.12317,1.127405,1.12218,1.1259299999999999,0.005225000000000035,52.25000000000035,0.7177033492822765,0.5282296650717426,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-12 23:55:00+00:00,2019-03-13 00:00:00+00:00,2019-03-13 00:00:00+00:00,2019-03-12 23:00:00+00:00,2019-03-12 00:00:00+00:00,2019-03-13 00:00:00+00:00,288,1.125915,1.1305,1.1249349999999998,1.12867,0.005565000000000264,55.65000000000264,0.6711590296496116,0.4950584007187659,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-13 23:55:00+00:00,2019-03-14 00:00:00+00:00,2019-03-14 00:00:00+00:00,2019-03-13 23:00:00+00:00,2019-03-13 00:00:00+00:00,2019-03-14 00:00:00+00:00,288,1.1286550000000002,1.1338650000000001,1.127745,1.1330399999999998,0.006120000000000125,61.20000000000125,0.8651960784313266,0.7165032679737826,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-14 23:55:00+00:00,2019-03-15 00:00:00+00:00,2019-03-15 00:00:00+00:00,2019-03-14 23:00:00+00:00,2019-03-14 00:00:00+00:00,2019-03-15 00:00:00+00:00,288,1.13305,1.13362,1.12941,1.13066,0.004210000000000047,42.10000000000047,0.2969121140142421,0.5676959619952174,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-18 23:55:00+00:00,2019-03-19 00:00:00+00:00,2019-03-19 00:00:00+00:00,2019-03-18 23:00:00+00:00,2019-03-18 00:00:00+00:00,2019-03-19 00:00:00+00:00,288,1.131945,1.1359050000000002,1.131935,1.13362,0.003970000000000251,39.70000000000251,0.4244332493702902,0.4219143576826164,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-19 23:55:00+00:00,2019-03-20 00:00:00+00:00,2019-03-20 00:00:00+00:00,2019-03-19 23:00:00+00:00,2019-03-19 00:00:00+00:00,2019-03-20 00:00:00+00:00,288,1.1336149999999998,1.136165,1.133375,1.13544,0.00279000000000007,27.900000000000702,0.7401433691756027,0.6541218637993339,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-20 23:55:00+00:00,2019-03-21 00:00:00+00:00,2019-03-21 00:00:00+00:00,2019-03-20 23:00:00+00:00,2019-03-20 00:00:00+00:00,2019-03-21 00:00:00+00:00,288,1.1354449999999998,1.144815,1.1335549999999999,1.142855,0.011260000000000048,112.60000000000048,0.8259325044405015,0.6580817051509864,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-21 23:55:00+00:00,2019-03-22 00:00:00+00:00,2019-03-22 00:00:00+00:00,2019-03-21 23:00:00+00:00,2019-03-21 00:00:00+00:00,2019-03-22 00:00:00+00:00,288,1.1428349999999998,1.1437499999999998,1.134265,1.13739,0.009484999999999744,94.84999999999744,0.3294675803900798,0.5740643120716995,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-25 23:55:00+00:00,2019-03-26 00:00:00+00:00,2019-03-26 00:00:00+00:00,2019-03-25 23:00:00+00:00,2019-03-25 00:00:00+00:00,2019-03-26 00:00:00+00:00,288,1.1295799999999998,1.133145,1.1289,1.1315300000000001,0.004245000000000054,42.45000000000054,0.6195524146054414,0.45936395759724746,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-26 23:55:00+00:00,2019-03-27 00:00:00+00:00,2019-03-27 00:00:00+00:00,2019-03-26 23:00:00+00:00,2019-03-26 00:00:00+00:00,2019-03-27 00:00:00+00:00,288,1.1315300000000001,1.1326,1.126335,1.127405,0.006264999999999965,62.64999999999965,0.1707901037509833,0.6584197924980334,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-27 23:55:00+00:00,2019-03-28 00:00:00+00:00,2019-03-28 00:00:00+00:00,2019-03-27 23:00:00+00:00,2019-03-27 00:00:00+00:00,2019-03-28 00:00:00+00:00,288,1.1274,1.128565,1.12422,1.125225,0.004345000000000043,43.45000000000043,0.23130034522437576,0.5005753739930993,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-03-28 23:55:00+00:00,2019-03-29 00:00:00+00:00,2019-03-29 00:00:00+00:00,2019-03-28 23:00:00+00:00,2019-03-28 00:00:00+00:00,2019-03-29 00:00:00+00:00,288,1.12519,1.126135,1.1213700000000002,1.123,0.004764999999999908,47.64999999999908,0.3420776495277712,0.45960125918152284,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-01 23:55:00+00:00,2019-04-02 00:00:00+00:00,2019-04-02 00:00:00+00:00,2019-04-01 23:00:00+00:00,2019-04-01 00:00:00+00:00,2019-04-02 00:00:00+00:00,288,1.1223299999999998,1.1249950000000002,1.119885,1.12051,0.00511000000000017,51.1000000000017,0.122309197651635,0.35616438356161884,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-02 23:55:00+00:00,2019-04-03 00:00:00+00:00,2019-04-03 00:00:00+00:00,2019-04-02 23:00:00+00:00,2019-04-02 00:00:00+00:00,2019-04-03 00:00:00+00:00,288,1.12051,1.12162,1.1183800000000002,1.1203400000000001,0.0032399999999999096,32.399999999999096,0.6049382716049434,0.052469135802403144,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-03 23:55:00+00:00,2019-04-04 00:00:00+00:00,2019-04-04 00:00:00+00:00,2019-04-03 23:00:00+00:00,2019-04-03 00:00:00+00:00,2019-04-04 00:00:00+00:00,288,1.1203400000000001,1.12548,1.120205,1.1244800000000001,0.005275000000000141,52.75000000000141,0.8104265402843861,0.784834123222734,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-04 23:55:00+00:00,2019-04-05 00:00:00+00:00,2019-04-05 00:00:00+00:00,2019-04-04 23:00:00+00:00,2019-04-04 00:00:00+00:00,2019-04-05 00:00:00+00:00,288,1.124485,1.1247699999999998,1.12061,1.122245,0.0041599999999997195,41.599999999997195,0.39302884615383205,0.5384615384615795,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-08 23:55:00+00:00,2019-04-09 00:00:00+00:00,2019-04-09 00:00:00+00:00,2019-04-08 23:00:00+00:00,2019-04-08 00:00:00+00:00,2019-04-09 00:00:00+00:00,288,1.12183,1.1274600000000001,1.12149,1.125575,0.005970000000000031,59.70000000000031,0.6842546063651379,0.6273031825795423,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-09 23:55:00+00:00,2019-04-10 00:00:00+00:00,2019-04-10 00:00:00+00:00,2019-04-09 23:00:00+00:00,2019-04-09 00:00:00+00:00,2019-04-10 00:00:00+00:00,288,1.12558,1.128435,1.1255549999999999,1.1265649999999998,0.0028800000000002157,28.800000000002157,0.3506944444444027,0.3420138888887909,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-10 23:55:00+00:00,2019-04-11 00:00:00+00:00,2019-04-11 00:00:00+00:00,2019-04-10 23:00:00+00:00,2019-04-10 00:00:00+00:00,2019-04-11 00:00:00+00:00,288,1.126565,1.1288749999999999,1.1229550000000001,1.1276000000000002,0.005919999999999703,59.19999999999703,0.7846283783784195,0.17483108108110998,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-11 23:55:00+00:00,2019-04-12 00:00:00+00:00,2019-04-12 00:00:00+00:00,2019-04-11 23:00:00+00:00,2019-04-11 00:00:00+00:00,2019-04-12 00:00:00+00:00,288,1.127605,1.1287449999999999,1.1249950000000002,1.12603,0.003749999999999698,37.49999999999698,0.2759999999999948,0.42000000000000237,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-15 23:55:00+00:00,2019-04-16 00:00:00+00:00,2019-04-16 00:00:00+00:00,2019-04-15 23:00:00+00:00,2019-04-15 00:00:00+00:00,2019-04-16 00:00:00+00:00,288,1.1303,1.1321050000000001,1.129765,1.130445,0.002340000000000231,23.400000000002308,0.2905982905982679,0.061965811965737354,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-16 23:55:00+00:00,2019-04-17 00:00:00+00:00,2019-04-17 00:00:00+00:00,2019-04-16 23:00:00+00:00,2019-04-16 00:00:00+00:00,2019-04-17 00:00:00+00:00,288,1.13045,1.131405,1.1279,1.1284649999999998,0.0035050000000000914,35.050000000000914,0.16119828815974663,0.5663338088445289,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-17 23:55:00+00:00,2019-04-18 00:00:00+00:00,2019-04-18 00:00:00+00:00,2019-04-17 23:00:00+00:00,2019-04-17 00:00:00+00:00,2019-04-18 00:00:00+00:00,288,1.12846,1.13238,1.128145,1.1296650000000001,0.004234999999999989,42.34999999999989,0.35891381345931334,0.2845336481700415,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-18 23:55:00+00:00,2019-04-19 00:00:00+00:00,2019-04-19 00:00:00+00:00,2019-04-18 23:00:00+00:00,2019-04-18 00:00:00+00:00,2019-04-19 00:00:00+00:00,288,1.1296599999999999,1.130405,1.1226250000000002,1.12351,0.007779999999999898,77.79999999999897,0.11375321336758537,0.7904884318766013,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-22 23:55:00+00:00,2019-04-23 00:00:00+00:00,2019-04-23 00:00:00+00:00,2019-04-22 23:00:00+00:00,2019-04-22 00:00:00+00:00,2019-04-23 00:00:00+00:00,288,1.124425,1.12621,1.12358,1.125855,0.00262999999999991,26.299999999999102,0.8650190114068839,0.5437262357414795,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-23 23:55:00+00:00,2019-04-24 00:00:00+00:00,2019-04-24 00:00:00+00:00,2019-04-23 23:00:00+00:00,2019-04-23 00:00:00+00:00,2019-04-24 00:00:00+00:00,288,1.1258650000000001,1.1261299999999999,1.11923,1.1223800000000002,0.006899999999999906,68.99999999999906,0.45652173913047117,0.5050724637681171,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-24 23:55:00+00:00,2019-04-25 00:00:00+00:00,2019-04-25 00:00:00+00:00,2019-04-24 23:00:00+00:00,2019-04-24 00:00:00+00:00,2019-04-25 00:00:00+00:00,288,1.122405,1.122425,1.114065,1.115345,0.008359999999999923,83.59999999999923,0.15311004784688512,0.8444976076555181,LONG,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-25 23:55:00+00:00,2019-04-26 00:00:00+00:00,2019-04-26 00:00:00+00:00,2019-04-25 23:00:00+00:00,2019-04-25 00:00:00+00:00,2019-04-26 00:00:00+00:00,288,1.115355,1.1162450000000002,1.11179,1.1135549999999999,0.004455000000000098,44.55000000000098,0.3961840628506747,0.4040404040404504,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-29 23:55:00+00:00,2019-04-30 00:00:00+00:00,2019-04-30 00:00:00+00:00,2019-04-29 23:00:00+00:00,2019-04-29 00:00:00+00:00,2019-04-30 00:00:00+00:00,288,1.114945,1.1187,1.114515,1.1185,0.004185000000000105,41.85000000000105,0.9522102747909265,0.8494623655913704,SHORT,True
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-04-30 23:55:00+00:00,2019-05-01 00:00:00+00:00,2019-05-01 00:00:00+00:00,2019-04-30 23:00:00+00:00,2019-04-30 00:00:00+00:00,2019-05-01 00:00:00+00:00,288,1.11848,1.122905,1.11758,1.121585,0.005325000000000024,53.25000000000024,0.7521126760563415,0.5830985915493185,CASH,False
N49_NEUTRAL_PRIOR24_EXTREME_FADE,2019-05-01 23:55:00+00:00,2019-05-02 00:00:00+00:00,2019-05-02 00:00:00+00:00,2019-05-01 23:00:00+00:00,2019-05-01 00:00:00+00:00,2019-05-02 00:00:00+00:00,288,1.12158,1.1264850000000002,1.118715,1.120255,0.007770000000000277,77.70000000000276,0.1981981981982036,0.1705276705276671,CASH,False
