feature,coefficient,walk_forward_window,training_rows
eurusd_range_12_atr,0.0035098617122401765,validation_2023,49016.0
aligned_gbpusd_return_6_atr,0.0018796488501628098,validation_2023,49016.0
usdjpy_range_atr,0.0005525840955176529,validation_2023,49016.0
aligned_gbpusd_return_12_atr,-0.0002783035829963823,validation_2023,49016.0
weekday_cos,-0.0009103506217470127,validation_2023,49016.0
aligned_ema_gap_atr,-0.00259373558096661,validation_2023,49016.0
aligned_return_24_atr,-0.008029038440528852,validation_2023,49016.0
range_atr,-0.01029469859908676,validation_2023,49016.0
aligned_bond_gap_atr,-0.016310573534533537,validation_2023,49016.0
aligned_return_3_atr,-0.017230996646169405,validation_2023,49016.0
dxy_range_12_atr,-0.019164309318999123,validation_2023,49016.0
usdjpy_tick_ratio,-0.022220189353705865,validation_2023,49016.0
aligned_usdjpy_return_3_atr,-0.023415257322314108,validation_2023,49016.0
aligned_close_location,-0.025672106153186963,validation_2023,49016.0
aligned_return_6_atr,-0.0270848450939015,validation_2023,49016.0
gbpusd_range_atr,-0.02850855927546519,validation_2023,49016.0
aligned_anchor_gap_atr,-0.0313873359537241,validation_2023,49016.0
aligned_return_1_atr,-0.040975587251765644,validation_2023,49016.0
hour_cos,-0.06590935813745347,validation_2023,49016.0
aligned_eurusd_h1_gap_atr,-0.1517795809180206,validation_2023,49016.0
aligned_dxy_gap_atr,0.1999342462587715,validation_2024,58238.0
hour_sin,0.0960590679216806,validation_2024,58238.0
side_room_atr,0.04152978799771154,validation_2024,58238.0
aligned_gbpusd_return_24_atr,0.04053740787278285,validation_2024,58238.0
weekday_sin,0.03320018156984325,validation_2024,58238.0
aligned_usdjpy_return_6_atr,0.03283262682630897,validation_2024,58238.0
aligned_gbpusd_return_3_atr,0.02607148702355527,validation_2024,58238.0
gbpusd_tick_ratio,0.016289797415471576,validation_2024,58238.0
aligned_usdjpy_return_24_atr,0.015910938135901727,validation_2024,58238.0
tick_ratio,0.008919104677982377,validation_2024,58238.0
aligned_ema_gap_atr,0.007324005996779744,validation_2024,58238.0
eurusd_range_12_atr,0.0062460998417855455,validation_2024,58238.0
aligned_gbpusd_return_12_atr,0.00026560974318878036,validation_2024,58238.0
aligned_usdjpy_return_12_atr,-9.771755645952601e-06,validation_2024,58238.0
aligned_return_12_atr,-0.0036081531547146233,validation_2024,58238.0
usdjpy_range_atr,-0.004266891786850824,validation_2024,58238.0
aligned_gbpusd_return_6_atr,-0.0043514121448642315,validation_2024,58238.0
weekday_cos,-0.006113235634612991,validation_2024,58238.0
range_atr,-0.010190185504420293,validation_2024,58238.0
aligned_bond_gap_atr,-0.011815817118519917,validation_2024,58238.0
aligned_return_24_atr,-0.015752876042862563,validation_2024,58238.0
dxy_range_12_atr,-0.01577012666331341,validation_2024,58238.0
usdjpy_tick_ratio,-0.016629514533790062,validation_2024,58238.0
aligned_return_6_atr,-0.01674801255367277,validation_2024,58238.0
aligned_usdjpy_return_3_atr,-0.02049641487367454,validation_2024,58238.0
aligned_close_location,-0.021689720479134138,validation_2024,58238.0
aligned_return_3_atr,-0.02403421156448519,validation_2024,58238.0
aligned_anchor_gap_atr,-0.024480817667966386,validation_2024,58238.0
aligned_return_1_atr,-0.025138054891259285,validation_2024,58238.0
gbpusd_range_atr,-0.028494938173066874,validation_2024,58238.0
hour_cos,-0.07191791522147711,validation_2024,58238.0
aligned_eurusd_h1_gap_atr,-0.17207124797984372,validation_2024,58238.0
aligned_dxy_gap_atr,0.15490410868308346,pseudo_oos_2025,67198.0
aligned_ema_gap_atr,0.09774139948798603,pseudo_oos_2025,67198.0
hour_sin,0.09437844543738765,pseudo_oos_2025,67198.0
weekday_sin,0.03866768286322086,pseudo_oos_2025,67198.0
side_room_atr,0.030940199853235224,pseudo_oos_2025,67198.0
aligned_gbpusd_return_3_atr,0.02434144362406425,pseudo_oos_2025,67198.0
aligned_usdjpy_return_6_atr,0.023689208756196414,pseudo_oos_2025,67198.0
gbpusd_tick_ratio,0.01804568884367321,pseudo_oos_2025,67198.0
aligned_return_24_atr,0.011434619213839323,pseudo_oos_2025,67198.0
eurusd_range_12_atr,0.009235025386037462,pseudo_oos_2025,67198.0
aligned_gbpusd_return_6_atr,0.008525043906677817,pseudo_oos_2025,67198.0
aligned_return_12_atr,0.0063465096892611535,pseudo_oos_2025,67198.0
aligned_gbpusd_return_24_atr,0.004721452855716565,pseudo_oos_2025,67198.0
tick_ratio,0.004010930898812078,pseudo_oos_2025,67198.0
aligned_usdjpy_return_24_atr,0.0035573689322204597,pseudo_oos_2025,67198.0
aligned_gbpusd_return_12_atr,0.00014126480076618697,pseudo_oos_2025,67198.0
aligned_usdjpy_return_12_atr,-0.00014347671882727282,pseudo_oos_2025,67198.0
usdjpy_range_atr,-0.0015181669247800564,pseudo_oos_2025,67198.0
weekday_cos,-0.0021857470548451077,pseudo_oos_2025,67198.0
aligned_return_6_atr,-0.0027009551087704125,pseudo_oos_2025,67198.0
aligned_return_3_atr,-0.009434514450819298,pseudo_oos_2025,67198.0
aligned_usdjpy_return_3_atr,-0.011069345676724344,pseudo_oos_2025,67198.0
aligned_close_location,-0.011119414617938974,pseudo_oos_2025,67198.0
range_atr,-0.01145728908487438,pseudo_oos_2025,67198.0
usdjpy_tick_ratio,-0.013330851683831394,pseudo_oos_2025,67198.0
aligned_return_1_atr,-0.020254136329787467,pseudo_oos_2025,67198.0
aligned_bond_gap_atr,-0.020773942053446664,pseudo_oos_2025,67198.0
dxy_range_12_atr,-0.02240738704983443,pseudo_oos_2025,67198.0
gbpusd_range_atr,-0.022704415510124,pseudo_oos_2025,67198.0
hour_cos,-0.07288353428155803,pseudo_oos_2025,67198.0
aligned_eurusd_h1_gap_atr,-0.14071954687452176,pseudo_oos_2025,67198.0
aligned_anchor_gap_atr,-0.14581310586442292,pseudo_oos_2025,67198.0
aligned_dxy_gap_atr,0.1319984349201202,pseudo_oos_2026h1,77958.0
hour_sin,0.09755149700636824,pseudo_oos_2026h1,77958.0
side_room_atr,0.046839976106848716,pseudo_oos_2026h1,77958.0
weekday_sin,0.038064763473229686,pseudo_oos_2026h1,77958.0
aligned_gbpusd_return_3_atr,0.02476410405037809,pseudo_oos_2026h1,77958.0
aligned_usdjpy_return_6_atr,0.02048146698772379,pseudo_oos_2026h1,77958.0
gbpusd_tick_ratio,0.018216757271784827,pseudo_oos_2026h1,77958.0
eurusd_range_12_atr,0.01535848441441647,pseudo_oos_2026h1,77958.0
aligned_gbpusd_return_24_atr,0.014661558316824523,pseudo_oos_2026h1,77958.0
aligned_gbpusd_return_6_atr,0.012243784546280362,pseudo_oos_2026h1,77958.0
aligned_return_12_atr,0.011936677422152705,pseudo_oos_2026h1,77958.0
aligned_usdjpy_return_12_atr,0.0017143387544995368,pseudo_oos_2026h1,77958.0
aligned_ema_gap_atr,0.0013533897322517193,pseudo_oos_2026h1,77958.0
tick_ratio,-4.849276722463392e-05,pseudo_oos_2026h1,77958.0
usdjpy_tick_ratio,-0.0008444852799898189,pseudo_oos_2026h1,77958.0
aligned_usdjpy_return_24_atr,-0.0011624104492262558,pseudo_oos_2026h1,77958.0
usdjpy_range_atr,-0.00695348619287078,pseudo_oos_2026h1,77958.0
aligned_gbpusd_return_12_atr,-0.00870762781735784,pseudo_oos_2026h1,77958.0
aligned_close_location,-0.009321222040101957,pseudo_oos_2026h1,77958.0
aligned_usdjpy_return_3_atr,-0.009605436352226665,pseudo_oos_2026h1,77958.0
range_atr,-0.009744742098548162,pseudo_oos_2026h1,77958.0
weekday_cos,-0.010002427882638863,pseudo_oos_2026h1,77958.0
aligned_return_24_atr,-0.011168755070459157,pseudo_oos_2026h1,77958.0
aligned_return_6_atr,-0.018151682693625163,pseudo_oos_2026h1,77958.0
aligned_anchor_gap_atr,-0.019934255321608984,pseudo_oos_2026h1,77958.0
dxy_range_12_atr,-0.02138432800488075,pseudo_oos_2026h1,77958.0
aligned_return_3_atr,-0.02287919181982175,pseudo_oos_2026h1,77958.0
gbpusd_range_atr,-0.024848269261786418,pseudo_oos_2026h1,77958.0
aligned_return_1_atr,-0.025171760719457873,pseudo_oos_2026h1,77958.0
aligned_bond_gap_atr,-0.035027008317250315,pseudo_oos_2026h1,77958.0
hour_cos,-0.08061094883316121,pseudo_oos_2026h1,77958.0
aligned_eurusd_h1_gap_atr,-0.1303720275533668,pseudo_oos_2026h1,77958.0
