timestamp_broker,run_id,account,symbol,magic,action,direction,lots,bid,ask,spread_points,sl,tp,stop_points,retcode,retcode_description,order_ticket,deal_and_reason
2022.07.06 09:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.02311,1.02316,5,1.02088,1.02498,228.00,10009,done at 1.02316,18,18|result_price=1.02316|reason=entered
2022.07.06 10:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,LONG,0.00,1.02233,1.02238,5,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=own_position_exists
2022.07.06 11:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01955,1.01960,5,1.01691,1.02175,269.00,10009,done at 1.01960,20,20|result_price=1.01960|reason=entered
2022.07.06 12:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01689,1.01694,5,1.01403,1.01927,291.00,10009,done at 1.01694,22,22|result_price=1.01694|reason=entered
2022.07.07 06:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02187,1.02192,5,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.08 04:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01421,1.01427,6,1.01301,1.01528,126.00,10009,done at 1.01427,24,24|result_price=1.01427|reason=entered
2022.07.08 07:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01134,1.01140,6,1.00928,1.01310,212.00,10009,done at 1.01140,26,26|result_price=1.01140|reason=entered
2022.07.11 02:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01396,1.01397,1,1.01284,1.01487,113.00,10009,done at 1.01397,28,28|result_price=1.01397|reason=entered
2022.07.11 07:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01177,1.01182,5,1.01034,1.01300,148.00,10009,done at 1.01182,30,30|result_price=1.01182|reason=entered
2022.07.11 10:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01030,1.01035,5,1.00856,1.01178,179.00,10009,done at 1.01035,32,32|result_price=1.01035|reason=entered
2022.07.11 13:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.00638,1.00643,5,1.00385,1.00849,258.00,10009,done at 1.00643,34,34|result_price=1.00643|reason=entered
2022.07.12 01:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.00127,1.00128,1,0.99959,1.00263,169.00,10009,done at 1.00128,36,36|result_price=1.00128|reason=entered
2022.07.12 15:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.00700,1.00706,6,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.13 07:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.00105,1.00110,5,0.99922,1.00260,188.00,10009,done at 1.00110,38,38|result_price=1.00110|reason=entered
2022.07.13 15:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.01072,1.01077,5,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.14 01:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.00218,1.00219,1,1.00082,1.00329,137.00,10009,done at 1.00219,40,40|result_price=1.00219|reason=entered
2022.07.14 13:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,0.99718,0.99723,5,0.99448,0.99943,275.00,10009,done at 0.99723,42,42|result_price=0.99723|reason=entered
2022.07.15 11:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.00588,1.00589,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.15 12:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.00667,1.00668,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.15 15:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.00964,1.00965,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.18 00:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.00976,1.00977,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.18 01:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.01090,1.01091,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.18 07:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.01417,1.01418,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.18 10:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.01556,1.01557,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.18 15:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.01941,1.01942,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.19 07:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.01929,1.01935,6,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.19 08:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02415,1.02421,6,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.20 07:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02611,1.02612,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.20 12:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01906,1.01907,1,1.01577,1.02171,330.00,10009,done at 1.01907,44,44|result_price=1.01907|reason=entered
2022.07.20 17:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01679,1.01680,1,1.01328,1.01962,352.00,10009,done at 1.01680,46,46|result_price=1.01680|reason=entered
2022.07.20 18:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,LONG,0.00,1.01577,1.01578,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=own_position_exists
2022.07.21 05:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02230,1.02236,6,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.21 12:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02418,1.02425,7,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.21 13:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02646,1.02653,7,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.22 08:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01387,1.01392,5,1.01180,1.01562,212.00,10009,done at 1.01392,48,48|result_price=1.01392|reason=entered
2022.07.25 09:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02420,1.02421,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.26 01:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02424,1.02425,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.26 09:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01834,1.01839,5,1.01630,1.02006,209.00,10009,done at 1.01839,50,50|result_price=1.01839|reason=entered
2022.07.26 10:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,LONG,0.00,1.01757,1.01762,5,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=own_position_exists
2022.07.26 10:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01512,1.01517,5,1.01267,1.01717,250.00,10009,done at 1.01517,52,52|result_price=1.01517|reason=entered
2022.07.26 11:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,LONG,0.00,1.01418,1.01423,5,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=own_position_exists
2022.07.26 12:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01315,1.01320,5,1.01042,1.01542,278.00,10009,done at 1.01320,54,54|result_price=1.01320|reason=entered
2022.07.27 14:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01102,1.01103,1,1.00887,1.01276,216.00,10009,done at 1.01103,56,56|result_price=1.01103|reason=entered
2022.07.27 19:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.01998,1.01999,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.27 19:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02092,1.02097,5,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.28 06:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02211,1.02212,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.28 06:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02272,1.02273,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.28 11:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01338,1.01339,1,1.01021,1.01593,318.00,10009,done at 1.01339,58,58|result_price=1.01339|reason=entered
2022.07.28 12:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,LONG,0.00,1.01179,1.01180,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=own_position_exists
2022.07.29 04:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02127,1.02128,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.07.29 06:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02498,1.02499,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.01 09:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02560,1.02574,14,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.01 10:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02642,1.02656,14,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.02 01:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02865,1.02866,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.02 08:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.02249,1.02250,1,1.02058,1.02404,192.00,10009,done at 1.02250,60,60|result_price=1.02250|reason=entered
2022.08.02 17:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01755,1.01756,1,1.01472,1.01983,284.00,10009,done at 1.01756,62,62|result_price=1.01756|reason=entered
2022.08.03 14:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01396,1.01397,1,1.01153,1.01592,244.00,10009,done at 1.01397,64,64|result_price=1.01397|reason=entered
2022.08.03 15:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,LONG,0.00,1.01303,1.01304,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=own_position_exists
2022.08.04 15:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02118,1.02119,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.04 15:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02285,1.02286,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.04 16:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02314,1.02315,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.04 17:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02366,1.02367,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.05 13:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,ORDER_SEND_OK,LONG,0.01,1.01581,1.01582,1,1.01366,1.01755,216.00,10009,done at 1.01582,66,66|result_price=1.01582|reason=entered
2022.08.08 08:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02093,1.02094,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.09 08:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02146,1.02160,14,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.09 08:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02305,1.02319,14,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.09 09:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02394,1.02408,14,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.10 09:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02274,1.02286,12,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.10 11:00:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02418,1.02430,12,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
2022.08.10 11:30:00,MT5_FREQ_EURUSD_V1_UNMASKED_AUDIT_2026_07_23_EURUSD_rsi_bb_close_fade_m30_long_all_hours_rr0p80,1025742,EURUSD,26070400,GUARD_BLOCK,SHORT,0.00,1.02491,1.02503,12,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block
