instrument,official_identifier,year,month,official_source,expected_hourly_files,observed_hourly_files,raw_bytes,file_hash_map_SHA256,frozen_manifest_SHA256,acquisition_manifest_SHA256,first_timestamp,last_timestamp,tick_count,retry_count,freeze_status,hash_validation_status,reused_or_downloaded
XAUUSD,XAU-USD,2019,5,https://jetta.dukascopy.com/v1,744,744,56472124,15cfaabe8ecab8d6cb2f6acc28cae52ce6546cb3bae7d878bfd1da003797db1f,4e7497e9643523e74ed434d24a3d264509d76d9ef7bdd10a82107e76118a32ca,8b646ffb8543bbdaf24529b7ec88967d3df55dc50b9808fae351791df30f8ed4,2019-05-01T00:00:00.000Z,2019-05-31T20:00:00.000Z,2615221,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2019,6,https://jetta.dukascopy.com/v1,720,720,75932484,99bc4f618fedadc48f1c3db9f7f7b012a6045dc8f72a06bfe8f2bf62b321733e,0daf867e0a4c3e7231b4375b03251b9e4a91dc7f9f52cf9d46f8e696180c0353,18e50a063b6401a78bfe68469742b9ba7bb020aeb75104d5dd4bd93a4c79b40a,2019-06-02T22:00:00.000Z,2019-06-30T23:00:00.000Z,3508252,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2019,7,https://jetta.dukascopy.com/v1,744,744,77857392,28a5bd89a9f5a73c1a63a7b7c6e52ab4eaf1f050514a5e40726a6d4b45d5405c,33a1f6efb7abab19d9775e6b21bd9570f93d536b6c2fe1f2213734176081cbb4,f9f84f0c065e3b29ab64e2f2d9a7849a305ec478a24149eca587210a39f45860,2019-07-01T00:00:00.000Z,2019-07-31T23:00:00.000Z,3586221,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2019,8,https://jetta.dukascopy.com/v1,744,744,102819156,c22edf65b1f756f05d88c4d226fb865db1dc1fbaa1f9bb3dc7bce88df478bd62,9fab5c28ac6caf5f5a849caaf3ea6fd97f613de7021da47fd74ebe5d0759c66d,226d18ed1d242c92c52f2fd147ad84d81e59c0446c97970d2f26b761f6720b21,2019-08-01T00:00:00.000Z,2019-08-30T20:00:00.000Z,4734995,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2019,9,https://jetta.dukascopy.com/v1,720,720,88033127,0d356d92921c910c053d1ce2bb15f6e439fb7fc7229c647e93837a847847c6bd,5962a7d98f47a13b765bd5a7370529063a681e6139a1c8a774f5cb6ec6337631,6a44ecbee2d7dab78de1bb61bb5e7f4db63e7fd2b55300d3695b812856065586,2019-09-01T22:00:00.000Z,2019-09-30T23:00:00.000Z,4060599,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2019,10,https://jetta.dukascopy.com/v1,744,744,99480942,e07683ed24a109ffceed02112f8ace13f07174629d62b7051454174f39dcb59e,f853b63c3ec986ddbf330091392ffd40215854101d8508fb2c351638fb1dcc6a,2e19272c9a9ab48ea92f4ca091cb97ead8cae94571663201d09afca3ba001c2d,2019-10-01T00:00:00.000Z,2019-10-31T23:00:00.000Z,4607249,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2019,11,https://jetta.dukascopy.com/v1,720,720,64372625,3da16e2a5939d6fcbf8a5acb8fb0fbb4657995634ad12d92ca95630aa284b70d,7155daf6e43b32ed5ede88d72ae9a37ff05157007c02cde15757d0f0d76d2380,5af32b0a4dd29cd8c6181c9f8fcdff1fec066d66c5b066d0168ecfd3fbf4ba92,2019-11-01T00:00:00.000Z,2019-11-29T19:00:00.000Z,2970095,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2019,12,https://jetta.dukascopy.com/v1,744,744,55660916,de50cd1acc34a4aec4ed2fddc89bda2718c99b95f2d8efe599b692281d5c5886,5d7703fc8b930780623e000d0526980b0e82f8c8e3acdee7815efbe9b814c004,4b998dc83c15e28837958a3143ce7918b7ba9a9ab04fd24acf88e2596c8b3a63,2019-12-01T23:00:00.000Z,2019-12-31T21:00:00.000Z,2569935,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2020,1,https://jetta.dukascopy.com/v1,744,744,87075443,3a35e50d9fa0028d2027b45e644f37fb3bc42fa0ebee786d5ca5c733e7347aeb,b884c3f274e18e54ebbd6f48b9b3a139566ab971a358b4a415eb109ecb4ce952,81dcdeb4860d7d484137beceb18bde389eeac6673831d2c22a6d1633e5d8cfd1,2020-01-01T23:00:00.000Z,2020-01-31T21:00:00.000Z,4020833,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2020,2,https://jetta.dukascopy.com/v1,696,696,101128714,ad4e5cfcc4598110cea00991d9169e0c4840a76f089829efcc8183b36d6c02e9,1c485731e28584566b9d062a03701bdfaa59b2174353e521b9197b799fc01912,c2cb8dd32809f0fcf99719b40b2e1ff101ad289b243203e6fc48ad926a79297e,2020-02-02T23:00:00.000Z,2020-02-28T21:00:00.000Z,4658254,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2020,3,https://jetta.dukascopy.com/v1,744,744,145870314,b186b91144f488efde7671413baee6791b5be28c508faf633558cadb96c0456b,cc42bba02d2576f91b761480132d93ee21f5058a87d088862bfdc9328b6183e7,f209610a36171989becc5d8fce2b83ecbc66164f9cce8a3d1f8e23e55b278a78,2020-03-01T23:00:00.000Z,2020-03-31T23:00:00.000Z,6631554,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2020,4,https://jetta.dukascopy.com/v1,720,720,83020546,848c1ce04b8556cc4b64c7cce1a824c508a7a078395192c7a1e849ad697de4d7,40ffae31219b8d932d87ab77733df691f172e73e0e8f7578b83e0b7665e490b1,5b38585d30b210760b09988a8ed93417abd81a976f18e4377f0b5e34d041b13e,2020-04-01T00:00:00.000Z,2020-04-30T23:00:00.000Z,3750430,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2020,5,https://jetta.dukascopy.com/v1,744,744,91363430,26d0576b9733b43e50c4e3934b913698fa3ec6ba7d0a9712d123c60d213bf77e,6792fb5f176a0c90b1cc40af7945d00faf8c20eb1989248dac1da322a7170335,07f3a047490aa259b8bfea195afffc22ac12178d6c7616b183a98ebdbc1c8829,2020-05-01T00:00:00.000Z,2020-05-31T23:00:00.000Z,4179413,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2020,6,https://jetta.dukascopy.com/v1,720,720,99323577,ab37078c9229c568ff3a7642d23bc863d931039b15dac98925391ef867a53607,4e1a3e918a3ecc6caba6a67ba8457faae067dd2a3107b8ebe77e8210b10e1b7f,b46b0d72cea3193eaa3e5687d1835023275bdcac43a682bce389cc36b84d0b79,2020-06-01T00:00:00.000Z,2020-06-30T23:00:00.000Z,4552144,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2020,7,https://jetta.dukascopy.com/v1,744,744,103035036,1a13ee825fc6077637a29019c4bb9a29522209c76944407225db2f194dffb409,4068dde0f8d7c57fa88113eb13a9e65723286ed1aeedcd2fb1142e5acd84f64c,0135348f98f039a8d959a6f21d656ca4ffa69f58a969a90c9cef97faf770bf52,2020-07-01T00:00:00.000Z,2020-07-31T20:00:00.000Z,4726565,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2020,8,https://jetta.dukascopy.com/v1,744,744,131301421,e4e0e0a5e09aed1a0886c8c6bce19b20f11bb678234349be22792a32f95b7569,7bc663f4878537e612ebd2260ca1614bdcdd814c6ac46b2dba66058287a1347d,8af137703ca700ecf6d288b22eab81c3164ca8964d1bf7a7793a27f73fe80377,2020-08-02T22:00:00.000Z,2020-08-31T23:00:00.000Z,5984021,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2020,9,https://jetta.dukascopy.com/v1,720,720,112709804,72e78e765b035306eaceb6cd1c02305b30ad2c0642e0cf1b25aa32873ef57fff,d6156e2eee92179064c78a902ac5865210b8b897b9baa2beca6a9fff7748b935,70a25dccb6b4f259803cdc364d40960d63a248e947452b33f5dfa94801b2dcbc,2020-09-01T00:00:00.000Z,2020-09-30T23:00:00.000Z,5147813,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2020,10,https://jetta.dukascopy.com/v1,744,744,92914209,e5358687056e85a99f2c986acffb3be0660000437a10bae91df4095e7b5825d1,9792fec4a43aa1c0e4654c07af77ace67b92fb71ec3096b7e11a92a5f2a66e75,ca53de0a6749ff08a031aa38f80a8ed8723cbae20261b767b8802a68ff5e9446,2020-10-01T00:00:00.000Z,2020-10-30T20:00:00.000Z,4248307,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2020,11,https://jetta.dukascopy.com/v1,720,720,93026100,d071ee0c1eb95d0dfe354496d631f5934d6ba8eb67f885080ac1c2d844eda8d6,cf6a8fd3390eecdf4afa5cd880b727812203926bd54d7761e951e069e098f0ed,75cdc865d613aba881a5f864d5c9970a38e8570fb5fb3827ac81980ec26dbd69,2020-11-01T23:00:00.000Z,2020-11-30T23:00:00.000Z,4258398,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2020,12,https://jetta.dukascopy.com/v1,744,744,80263806,6a012f6cdce3b3fd8b40f05a9d97a22ddcd7a73281b9a19e428f7aabe6c8a854,c74cd570f52ba87922adb480bf91eb8865993450e07f66790f21c331eefc25d5,5bf9dae7f20d0a250a0ff92558c89835fb1e1cda77714f50892ef685d3241665,2020-12-01T00:00:00.000Z,2020-12-31T21:00:00.000Z,3669438,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2021,1,https://jetta.dukascopy.com/v1,744,744,103232233,b3f23e746b50dc7c944884378052dabce0d008c6ec52f6d155e33139bfdea0f9,08e6428ec5b59e8d8123ddc193ca4c525a39f70e062258152cba14b2a9b8d353,7791a0dd994e36d9666f94e6cd9937f29d236a051d34c741f7f7ca2e32f8d51b,2021-01-03T23:00:00.000Z,2021-01-31T23:00:00.000Z,4751517,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2021,2,https://jetta.dukascopy.com/v1,672,672,114436438,6cdd3f9cc9490dbbc7e8fd751886d2502f66f440954291238cb28b9d31de61b1,d69adacc310bb56df108cb71dc9c5129fb848671c1be86f7bdaa4cd5e1281d20,787b7116b4e56570d95188b6ace8d3fd763f046e0477bee4946258c3edd4cc88,2021-02-01T00:00:00.000Z,2021-02-28T23:00:00.000Z,5262811,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2021,3,https://jetta.dukascopy.com/v1,744,744,140314562,2d31ac6a5a5badd20607373d4038114c7e231a58f217fb96f1aa3651dc62ced9,ea97f5b170b469582d0a6d90fc5e79e235aa1a837a976df96cd5625ea7c82980,2aa49a9548b3e04ea8b4595bba73665e8912fbb74104fa4ac1dbe83e94fc3f57,2021-03-01T00:00:00.000Z,2021-03-31T23:00:00.000Z,6482901,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2021,4,https://jetta.dukascopy.com/v1,720,720,94403938,e58a5e59c70ce43ec8b2718ad9358684c7a025b470fc8a3be2feb1f127bdb7cb,9d1cd340c43bfdbfab74a1676b08ba68aa2b23c23a9a67b28e1960221de11c78,b9e96318feefa4250c554afd97cefb9c408e8557c01d811da1fbe227131bdada,2021-04-01T00:00:00.000Z,2021-04-30T20:00:00.000Z,4327365,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2021,5,https://jetta.dukascopy.com/v1,744,744,103064402,7fbce9cf1986a85db051fd80102169fc624724924a4a52efb60d70a53855eddd,c1774acc56ce60bce5aabca48c36e8a39607a5eb94f1633880719ae207f23da4,b46f90d5d0fde33c2ee5d7bd6e2acb4c854131ded0b2a791d8e7510683029669,2021-05-02T22:00:00.000Z,2021-05-31T23:00:00.000Z,4709319,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAUUSD,XAU-USD,2021,6,https://jetta.dukascopy.com/v1,720,720,99348886,d4ea0f3c3ee781de467feb982340063f5d02287c5ecdb6306d8c9ab066309cb5,3651e73897f2c34c45e208aa10c46edf89fba06d47ed72fa8cadefd5dfe7e6a8,07a64da2ecd1a2d7188d90337daf68cdb097ed474e9e97574191666cecdfed3c,2021-06-01T00:00:00.000Z,2021-06-30T23:00:00.000Z,4510947,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2018,7,https://jetta.dukascopy.com/v1,744,744,12611349,aa1f0f0709d294df74f5aa932524bf048b0e2ac4ff11385812c5ea05df7c10db,cab47a7b498f28bb8f004a53d22cd94474d716122704606117dec61ef7fd873f,d9e384144645b61740f14c2fd093e3c2235b40e3284525048378f9fa590be201,2018-07-01T22:00:00.000Z,2018-07-31T23:00:00.000Z,473883,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2018,8,https://jetta.dukascopy.com/v1,744,744,14207005,cb7dbcbf2d768f984b2b62d47c9da497961100c98a9c31b1d4f4b19e0b0ca70b,500eeade874215826ecde51578ed9a2c6cefb873ae8600da606078f9c3502f02,90256bc79f7932c7db3297e2eeb6a97096e280bbd27498b34fd26a57683cc281,2018-08-01T00:00:00.000Z,2018-08-31T20:00:00.000Z,533692,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2018,9,https://jetta.dukascopy.com/v1,720,720,12626819,2447466c705b46ee5326578ad471f620385e73e9740197461c2ddacbbe0843d1,820db70d934da35e2c12548aef6d67a28dac1e52982cf29e4d7f9ff7c041bd27,361255ab6f15bac509399e822142825ac4c103e2ab9dd2310c37f473cd8f9e8c,2018-09-02T22:00:00.000Z,2018-09-30T23:00:00.000Z,474494,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2018,10,https://jetta.dukascopy.com/v1,744,744,14571648,07fc50bc3d3e787c9d36f655519b190c7a12a687b10179384008619a344b5b21,78a4fdafea52abd476001d7f8085e7bd744f10a284275990a535682c3ea114d4,1aa1d73e0408e0719328ba0d033cfe9a7c99ee81bede4d928c5541fbcc4d0942,2018-10-01T00:00:00.000Z,2018-10-31T23:00:00.000Z,547929,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2018,11,https://jetta.dukascopy.com/v1,720,720,13788871,10150f94d1519cb438703f129f6f8d7531d3a3bfaf2c5559a3f3dbccc7bb975c,3f595231a697efe85d8fbc71d9b18c05fdc72252474462fd923a0bf984eaf521,06ea1dfa9bb0637c2ea105c6757dd84880394d1093346b746ee6d5043715df09,2018-11-01T00:00:00.000Z,2018-11-30T21:00:00.000Z,518289,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2018,12,https://jetta.dukascopy.com/v1,744,744,11104366,02b8a18ad0ccd30c72c97802a68014c310e416def7c614d8325639fa585e5958,189395b29f38b364f775e4282adec7c65eb818ce68d7d8a5c76bef4f4463f1f8,b80bbfe08fb1dc3e85ad61f63d8d186ac86d12836a19149b6bc4555f50d3af09,2018-12-02T23:00:00.000Z,2018-12-31T21:00:00.000Z,416170,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2019,1,https://jetta.dukascopy.com/v1,744,744,14163492,99a0524418f63b554a8068d0701837c9370150f319d9edd683ed1ec36547fb9a,da267dd9d8ece33ee52550405d9e6c9b8e15dbe8449674a37d19fca6cc4bb4ab,f73c2fdd940781097c64af49c9de50e1efb3bc7f40bf7594614a493662396e91,2019-01-01T23:00:00.000Z,2019-01-31T23:00:00.000Z,535827,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2019,2,https://jetta.dukascopy.com/v1,672,672,11282170,066d039286237e9fe73464ab3c1a9b7d8e7a777033e564b502646b613ce3cd95,f2c36b5cd98b6e9bbd88ba47bfd93db1936e6d8dd366eb0807ed207241fc3c84,3565cc4d8e6573db989eee2a3f9fd7f19c660005ff42a32a8edb05288ecc0fd2,2019-02-01T00:00:00.000Z,2019-02-28T23:00:00.000Z,426602,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2019,3,https://jetta.dukascopy.com/v1,744,744,12668142,bb4489d043f53dec9ed0930c0e1927667f68667224fb6d4a3598024258938ab8,fdcc4b95f10be3384ffd5413068ae165c26db98a0b84cf8374ea68fbf23063e7,7f0906f81563bd46356652ed096af1162b0ad74a1318f5679b3f43e135cfcd17,2019-03-01T00:00:00.000Z,2019-03-31T23:00:00.000Z,478897,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2019,4,https://jetta.dukascopy.com/v1,720,720,10176727,898ffe64fd08843dcf89fb75397d7bdc03fdd3c002d428ecf12f44dc2b64a747,50c057329db161d0a8fd0c5f572b042fe05daa4cb568e852786af6a245d887ac,176aa9f99b4c378bb4d85e350d03a75e61b9bff5c1b428a6a624b69a31895289,2019-04-01T00:00:00.000Z,2019-04-30T23:00:00.000Z,381529,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2019,5,https://jetta.dukascopy.com/v1,744,744,9460456,14f017bf7d71cec1c6c590ffbf07f7cb924259f9bfd05526637dc1a3ef68f224,6d95b299ea65bb951aefd392189f8b1b94aba469e95793d31c458629febe3477,b4770b614d10938ffe14e114de7f6d01a28c0aed7d5d223638bdb9c22ef07363,2019-05-01T00:00:00.000Z,2019-05-31T20:00:00.000Z,352891,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2019,6,https://jetta.dukascopy.com/v1,720,720,14667404,710129e3320e67ed0b8782a4efc3cf8f35f4af3d4b6fe7a5fc11fd6d80d4296e,aece23504b0ac37ac938a3ccc3722a75abee97d2c19968551f61ee4e002b358c,d2a61fe17e0e4d087e0a4a7f1be5b5efd674a07f8c6f461703b07425ab8dc033,2019-06-02T22:00:00.000Z,2019-06-30T23:00:00.000Z,553093,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2019,7,https://jetta.dukascopy.com/v1,744,744,15718312,f7710769afe4be8cdfe2b48c8c9dd48b2d63e1bc991a98365896496f8b50cede,509673d6530c2877333b98ebd0357a2627d06b0d71df5f7c363802df7d19f704,b0f923610c6aaee6af8076d3bd9564200195e3f550a9b0a5cba7d83177cddd4a,2019-07-01T00:00:00.000Z,2019-07-31T23:00:00.000Z,592415,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2019,8,https://jetta.dukascopy.com/v1,744,744,24071655,5cae730d6e860726747781dc420a53b87610a1105bc182e5748469985e7b5774,7646acfd07da36fe98bf2f6deba3f7a7bb76b145119624f5b5e06e0be09c30bb,1d541a36a74c79ee804267e091753da7bb4c7b9609344600812227edff6e5ccb,2019-08-01T00:00:00.000Z,2019-08-30T20:00:00.000Z,914404,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2019,9,https://jetta.dukascopy.com/v1,720,720,28530540,381d92cd94a1685c90cb91e961c65a1a3fb79a567a94880ef26d30ca336148bc,a36ddaccbed62f04bc6341bbe22a52b3988ac18ed4e4f0ff466792230ce6481f,95fe4f3c9af27193972705240b3c745de5571aefe5379327bf716304b09b71a3,2019-09-01T22:00:00.000Z,2019-09-30T23:00:00.000Z,1085921,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2019,10,https://jetta.dukascopy.com/v1,744,744,27119619,c92635274d8a5248a926a938b2ea2de97834a2ba490990870eae2740e5d8df84,b5cfd4a09c40fe20d6296ffcc249aa0c6dd5432dc88ceb64be08fce8ba6dc685,ca7616ee43b1b7d30e94ef1003319a36521896482e9cd3f082a8434d00ff1a5d,2019-10-01T00:00:00.000Z,2019-10-31T23:00:00.000Z,1030372,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2019,11,https://jetta.dukascopy.com/v1,720,720,18167177,d63ef03508c89ebfa90e97f43aa4c09f59342f4a64d35eac43f501b1b7297c94,19877e942a327ec5a17ef400fbe704be1234ebe8c01f672a7d22c46976501fb6,836951958e5f337a3bd53e018fc2cafbe0144414afa6af5ed318072d889984f7,2019-11-01T00:00:00.000Z,2019-11-29T18:00:00.000Z,688193,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2019,12,https://jetta.dukascopy.com/v1,744,744,14632454,e3c2e0901d93c4998173ac89f5a7ac3ab2c0a05708a8d01d8b129ab7f8b208f3,4a617372d56d806c5971ad4778269edc54b6cfa5c4c22d87e294feece1daa835,785026e27c2546be46b860dfbba2c9389e8e70e84dad3784b51f654d725929f6,2019-12-01T23:00:00.000Z,2019-12-31T21:00:00.000Z,551765,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
