timestamp_broker,date,hour,regime,bid,ask,spread_points,signal_open,signal_high,signal_low,signal_close,atr,body_fraction,close_location,source_row
2026-01-02 04:40:00,2026-01-02,4,chop,4373.14,4373.44,30,4373.26,4373.86,4371.8,4373.09,3.2,0.0825,0.6262,70
2026-01-02 04:45:00,2026-01-02,4,chop,4375.28,4375.58,30,4373.14,4375.4,4372.63,4375.3,3.04,0.7798,0.9639,71
2026-01-02 04:50:00,2026-01-02,4,chop,4374.57,4374.87,30,4375.28,4375.7,4373.75,4374.63,2.97,0.3333,0.4513,72
2026-01-02 04:55:00,2026-01-02,4,chop,4372.54,4372.84,30,4374.57,4375.43,4372.35,4372.56,2.91,0.6526,0.0682,73
2026-01-02 05:00:00,2026-01-02,5,chop,4373.25,4373.55,30,4372.54,4373.28,4371.32,4373.28,2.84,0.3776,1.0,74
2026-01-02 05:05:00,2026-01-02,5,chop,4371.66,4371.96,30,4373.25,4373.67,4371.11,4371.66,2.81,0.6211,0.2148,75
2026-01-02 05:10:00,2026-01-02,5,chop,4377.53,4377.83,30,4371.66,4377.92,4371.4,4377.49,3.03,0.8942,0.934,76
2026-01-02 05:15:00,2026-01-02,5,chop,4377.67,4377.97,30,4377.53,4380.09,4377.38,4377.73,2.96,0.0738,0.1292,77
2026-01-02 05:20:00,2026-01-02,5,chop,4376.9,4377.2,30,4377.67,4379.0,4376.36,4376.86,2.95,0.3068,0.1894,78
2026-01-02 05:25:00,2026-01-02,5,chop,4378.21,4378.51,30,4376.9,4379.95,4375.17,4378.13,3.09,0.2573,0.6192,79
2026-01-02 05:30:00,2026-01-02,5,chop,4378.41,4378.71,30,4378.21,4378.69,4377.53,4378.39,3.04,0.1552,0.7414,80
2026-01-02 05:35:00,2026-01-02,5,chop,4379.03,4379.33,30,4378.41,4379.53,4377.92,4379.02,2.87,0.3789,0.6832,81
2026-01-02 05:40:00,2026-01-02,5,chop,4379.43,4379.73,30,4379.03,4379.72,4377.99,4379.43,2.76,0.2312,0.8324,82
2026-01-02 05:45:00,2026-01-02,5,chop,4378.65,4378.95,30,4379.43,4379.49,4377.75,4378.67,2.66,0.4368,0.5287,83
2026-01-02 05:50:00,2026-01-02,5,chop,4379.43,4379.73,30,4378.65,4379.87,4378.24,4379.42,2.63,0.4724,0.7239,84
2026-01-02 05:55:00,2026-01-02,5,chop,4381.15,4381.45,30,4379.43,4381.64,4378.57,4381.13,2.65,0.5537,0.8339,85
2026-01-02 06:00:00,2026-01-02,6,chop,4380.63,4380.93,30,4381.15,4381.75,4379.15,4380.61,2.7,0.2077,0.5615,86
2026-01-02 06:05:00,2026-01-02,6,chop,4377.28,4377.58,30,4380.63,4380.91,4376.65,4377.3,2.78,0.7817,0.1526,87
2026-01-02 06:10:00,2026-01-02,6,chop,4374.82,4375.12,30,4377.28,4377.34,4373.85,4374.84,2.89,0.6991,0.2837,88
2026-01-02 06:15:00,2026-01-02,6,chop,4375.06,4375.36,30,4374.82,4377.66,4374.38,4375.05,2.94,0.0701,0.2043,89
2026-01-02 06:20:00,2026-01-02,6,chop,4377.45,4377.75,30,4375.06,4377.88,4373.52,4377.53,2.79,0.5665,0.9197,90
2026-01-02 06:25:00,2026-01-02,6,chop,4377.99,4378.29,30,4377.45,4379.3,4376.23,4378.0,2.82,0.1792,0.5765,91
2026-01-02 06:30:00,2026-01-02,6,chop,4379.69,4379.99,30,4377.99,4379.94,4377.41,4379.68,2.81,0.668,0.8972,92
2026-01-02 06:35:00,2026-01-02,6,chop,4378.39,4378.69,30,4379.69,4379.71,4377.02,4378.4,2.66,0.4796,0.513,93
2026-01-02 06:40:00,2026-01-02,6,chop,4376.37,4376.67,30,4378.39,4378.88,4376.33,4376.38,2.76,0.7882,0.0196,94
2026-01-02 06:45:00,2026-01-02,6,chop,4374.38,4374.68,30,4376.37,4376.85,4374.38,4374.39,2.82,0.8016,0.004,95
2026-01-02 06:50:00,2026-01-02,6,chop,4375.74,4376.04,30,4374.38,4376.13,4373.32,4375.75,2.9,0.4875,0.8648,96
2026-01-02 06:55:00,2026-01-02,6,chop,4374.37,4374.67,30,4375.74,4376.16,4373.41,4374.36,2.97,0.5018,0.3455,97
2026-01-02 07:00:00,2026-01-02,7,chop,4374.74,4375.04,30,4374.37,4375.61,4373.3,4374.65,3.02,0.1212,0.5844,98
2026-01-02 07:05:00,2026-01-02,7,chop,4373.84,4374.14,30,4374.74,4375.94,4373.05,4373.86,3.0,0.3045,0.2803,99
2026-01-02 07:10:00,2026-01-02,7,chop,4372.92,4373.22,30,4373.84,4375.73,4373.05,4373.05,3.01,0.2948,0.0,100
2026-01-02 07:15:00,2026-01-02,7,chop,4377.14,4377.44,30,4372.92,4377.82,4372.26,4377.29,3.1,0.786,0.9047,101
2026-01-02 07:20:00,2026-01-02,7,chop,4374.86,4375.16,30,4377.14,4377.41,4374.3,4374.82,3.08,0.746,0.1672,102
2026-01-02 07:25:00,2026-01-02,7,chop,4372.46,4372.76,30,4374.86,4375.55,4371.88,4372.45,3.1,0.6567,0.1553,103
2026-01-02 07:30:00,2026-01-02,7,chop,4373.73,4374.03,30,4372.46,4375.23,4372.4,4373.71,2.99,0.4417,0.4629,104
2026-01-02 07:35:00,2026-01-02,7,chop,4378.8,4379.1,30,4373.73,4379.92,4372.19,4378.81,3.33,0.6572,0.8564,105
2026-01-02 07:40:00,2026-01-02,7,chop,4379.65,4379.95,30,4378.8,4380.57,4378.43,4379.62,3.3,0.3832,0.5561,106
2026-01-02 07:45:00,2026-01-02,7,chop,4375.58,4375.88,30,4379.65,4379.68,4375.43,4375.66,3.41,0.9388,0.0541,107
2026-01-02 07:50:00,2026-01-02,7,chop,4376.9,4377.2,30,4375.58,4377.68,4375.2,4376.92,3.41,0.5403,0.6935,108
2026-01-02 07:55:00,2026-01-02,7,chop,4380.37,4380.67,30,4376.9,4381.29,4376.23,4380.4,3.59,0.6917,0.8241,109
2026-01-02 08:00:00,2026-01-02,8,chop,4382.68,4382.98,30,4380.37,4383.25,4380.3,4382.7,3.6,0.7898,0.8136,110
2026-01-02 08:05:00,2026-01-02,8,chop,4382.76,4383.06,30,4382.68,4384.79,4380.61,4382.77,3.7,0.0215,0.5167,111
2026-01-02 08:10:00,2026-01-02,8,chop,4385.85,4386.15,30,4382.76,4385.87,4381.45,4385.87,3.85,0.7036,1.0,112
2026-01-02 08:15:00,2026-01-02,8,chop,4384.99,4385.29,30,4385.85,4386.5,4384.07,4385.0,3.82,0.3498,0.3827,113
2026-01-02 08:20:00,2026-01-02,8,chop,4382.99,4383.29,30,4384.99,4385.23,4382.68,4382.95,3.81,0.8,0.1059,114
2026-01-02 08:25:00,2026-01-02,8,chop,4383.57,4383.87,30,4382.99,4383.9,4381.61,4383.56,3.58,0.2489,0.8515,115
2026-01-02 08:30:00,2026-01-02,8,chop,4385.27,4385.57,30,4383.57,4385.65,4383.22,4385.28,3.53,0.7037,0.8477,116
2026-01-02 08:35:00,2026-01-02,8,chop,4388.7,4389.0,30,4385.27,4389.12,4384.16,4388.68,3.62,0.6875,0.9113,117
2026-01-02 08:40:00,2026-01-02,8,chop,4388.61,4388.91,30,4388.7,4389.13,4387.4,4388.62,3.54,0.0462,0.7052,118
2026-01-02 08:45:00,2026-01-02,8,chop,4390.4,4390.7,30,4388.61,4390.48,4387.99,4390.39,3.17,0.7149,0.9639,119
2026-01-02 08:50:00,2026-01-02,8,chop,4394.93,4395.23,30,4390.4,4397.44,4390.38,4394.94,3.52,0.6431,0.6459,120
2026-01-02 08:55:00,2026-01-02,8,chop,4392.46,4392.76,30,4394.93,4395.78,4391.59,4392.47,3.52,0.5871,0.21,121
2026-01-02 09:00:00,2026-01-02,9,chop,4386.99,4387.29,30,4392.46,4392.84,4386.84,4387.03,3.77,0.905,0.0317,122
2026-01-02 09:05:00,2026-01-02,9,chop,4388.55,4388.85,30,4386.99,4389.59,4386.21,4388.54,3.65,0.4586,0.6893,123
2026-01-02 09:10:00,2026-01-02,9,chop,4390.91,4391.21,30,4388.55,4391.05,4387.88,4390.9,3.66,0.7413,0.9527,124
2026-01-02 09:15:00,2026-01-02,9,chop,4390.15,4390.45,30,4390.91,4390.99,4387.42,4390.07,3.62,0.2353,0.7423,125
2026-01-02 09:20:00,2026-01-02,9,chop,4388.65,4388.95,30,4390.15,4391.6,4387.93,4388.68,3.57,0.4005,0.2044,126
2026-01-02 09:25:00,2026-01-02,9,chop,4386.13,4386.43,30,4388.65,4388.75,4383.5,4386.13,3.77,0.48,0.501,127
2026-01-02 09:30:00,2026-01-02,9,chop,4388.57,4388.87,30,4386.13,4388.88,4385.25,4388.55,3.84,0.6667,0.9091,128
2026-01-02 09:35:00,2026-01-02,9,chop,4388.17,4388.47,30,4388.57,4389.73,4388.17,4388.19,3.79,0.2436,0.0128,129
2026-01-02 09:40:00,2026-01-02,9,chop,4387.03,4387.33,30,4388.17,4389.34,4386.73,4387.03,3.8,0.4368,0.1149,130
2026-01-02 09:45:00,2026-01-02,9,chop,4388.69,4388.99,30,4387.03,4389.28,4386.8,4388.63,3.63,0.6452,0.7379,131
2026-01-02 09:50:00,2026-01-02,9,chop,4388.15,4388.45,30,4388.69,4389.45,4386.36,4388.17,3.72,0.1683,0.5858,132
2026-01-02 09:55:00,2026-01-02,9,chop,4389.24,4389.54,30,4388.15,4389.32,4386.92,4389.2,3.72,0.4375,0.95,133
2026-01-02 10:00:00,2026-01-02,10,chop,4385.48,4385.78,30,4389.24,4389.24,4385.03,4385.46,3.51,0.8979,0.1021,134
2026-01-02 10:05:00,2026-01-02,10,chop,4387.9,4388.2,30,4385.48,4388.0,4384.58,4387.87,3.46,0.6988,0.962,135
2026-01-02 10:10:00,2026-01-02,10,chop,4386.83,4387.13,30,4387.9,4388.45,4386.16,4386.76,3.19,0.4978,0.262,136
2026-01-02 10:15:00,2026-01-02,10,chop,4388.12,4388.42,30,4386.83,4388.15,4386.16,4388.14,3.1,0.6583,0.995,137
2026-01-02 10:20:00,2026-01-02,10,chop,4387.53,4387.83,30,4388.12,4388.31,4386.65,4387.59,2.99,0.3193,0.5663,138
2026-01-02 10:25:00,2026-01-02,10,chop,4388.95,4389.25,30,4387.53,4389.85,4387.48,4388.96,2.9,0.6034,0.6245,139
2026-01-02 10:30:00,2026-01-02,10,chop,4386.47,4386.77,30,4388.95,4389.68,4385.62,4386.41,2.93,0.6256,0.1946,140
2026-01-02 10:35:00,2026-01-02,10,chop,4388.62,4388.92,30,4386.47,4388.75,4384.84,4388.63,2.83,0.5524,0.9693,141
2026-01-02 10:40:00,2026-01-02,10,chop,4394.48,4394.78,30,4388.62,4394.7,4388.46,4394.47,3.02,0.9375,0.9631,142
2026-01-02 10:45:00,2026-01-02,10,chop,4393.66,4393.96,30,4394.48,4396.41,4392.98,4393.63,3.15,0.2478,0.1895,143
2026-01-02 10:50:00,2026-01-02,10,chop,4394.85,4395.15,30,4393.66,4396.57,4393.62,4394.83,3.18,0.3966,0.4102,144
2026-01-02 10:55:00,2026-01-02,10,chop,4396.86,4397.16,30,4394.85,4398.41,4394.85,4396.84,3.26,0.559,0.559,145
2026-01-02 11:00:00,2026-01-02,11,chop,4396.09,4396.39,30,4396.86,4398.43,4396.07,4396.07,3.21,0.3347,0.0,146
2026-01-02 11:05:00,2026-01-02,11,chop,4396.89,4397.19,30,4396.09,4397.83,4395.19,4396.88,3.22,0.2992,0.6402,147
2026-01-02 11:10:00,2026-01-02,11,chop,4395.63,4395.93,30,4396.89,4397.42,4395.42,4395.55,3.06,0.67,0.065,148
2026-01-02 11:15:00,2026-01-02,11,chop,4395.08,4395.38,30,4395.63,4395.81,4393.92,4395.08,2.96,0.291,0.6138,149
2026-01-02 11:20:00,2026-01-02,11,chop,4396.78,4397.08,30,4395.08,4397.08,4394.97,4396.83,2.94,0.8294,0.8815,150
2026-01-02 11:25:00,2026-01-02,11,chop,4398.04,4398.34,30,4396.78,4398.19,4395.95,4398.03,2.96,0.558,0.9286,151
2026-01-02 11:30:00,2026-01-02,11,chop,4394.34,4394.64,30,4398.04,4399.25,4394.15,4394.32,3.21,0.7294,0.0333,152
2026-01-02 11:35:00,2026-01-02,11,chop,4393.9,4394.2,30,4394.34,4395.04,4391.84,4393.9,3.27,0.1375,0.6437,153
2026-01-02 11:40:00,2026-01-02,11,chop,4393.13,4393.43,30,4393.9,4394.76,4391.72,4393.17,3.19,0.2401,0.477,154
2026-01-02 11:45:00,2026-01-02,11,chop,4394.98,4395.28,30,4393.13,4395.62,4392.57,4394.96,3.13,0.6,0.7836,155
2026-01-02 11:50:00,2026-01-02,11,chop,4394.23,4394.53,30,4394.98,4395.54,4393.29,4394.21,2.85,0.3422,0.4089,156
2026-01-02 11:55:00,2026-01-02,11,chop,4391.74,4392.04,30,4394.23,4394.27,4390.96,4391.73,2.84,0.7553,0.2326,157
2026-01-02 12:00:00,2026-01-02,12,chop,4392.87,4393.17,30,4391.74,4393.05,4390.75,4392.85,2.79,0.4826,0.913,158
2026-01-02 12:05:00,2026-01-02,12,chop,4391.34,4391.64,30,4392.87,4392.98,4391.12,4391.36,2.67,0.8118,0.129,159
2026-01-02 12:10:00,2026-01-02,12,chop,4396.1,4396.4,30,4391.34,4396.5,4391.3,4396.04,2.87,0.9038,0.9115,160
2026-01-02 12:15:00,2026-01-02,12,chop,4395.16,4395.46,30,4396.1,4397.17,4393.53,4395.23,2.94,0.239,0.467,161
2026-01-02 12:20:00,2026-01-02,12,chop,4397.33,4397.63,30,4395.16,4397.9,4394.15,4397.35,3.07,0.584,0.8533,162
2026-01-02 12:25:00,2026-01-02,12,chop,4395.52,4395.82,30,4397.33,4398.15,4395.47,4395.53,3.12,0.6716,0.0224,163
2026-01-02 12:30:00,2026-01-02,12,chop,4393.25,4393.55,30,4395.52,4395.76,4392.97,4393.23,3.17,0.8208,0.0932,164
2026-01-02 12:35:00,2026-01-02,12,chop,4393.83,4394.13,30,4393.25,4394.48,4392.14,4393.86,3.18,0.2607,0.735,165
2026-01-02 12:40:00,2026-01-02,12,chop,4392.52,4392.82,30,4393.83,4394.1,4391.3,4392.5,3.01,0.475,0.4286,166
2026-01-02 12:45:00,2026-01-02,12,chop,4387.98,4388.28,30,4392.52,4392.66,4385.11,4387.95,3.33,0.6053,0.3762,167
2026-01-02 12:50:00,2026-01-02,12,chop,4387.85,4388.15,30,4387.98,4388.98,4385.36,4387.84,3.37,0.0387,0.6851,168
2026-01-02 12:55:00,2026-01-02,12,chop,4389.95,4390.25,30,4387.85,4390.12,4387.24,4389.94,3.35,0.7257,0.9375,169
2026-01-02 13:00:00,2026-01-02,13,chop,4394.38,4394.68,30,4389.95,4394.71,4389.95,4394.34,3.53,0.9223,0.9223,170
2026-01-02 13:05:00,2026-01-02,13,chop,4397.38,4397.68,30,4394.38,4397.64,4392.61,4397.42,3.66,0.6044,0.9563,171
2026-01-02 13:10:00,2026-01-02,13,chop,4397.17,4397.47,30,4397.38,4398.07,4395.46,4397.14,3.68,0.092,0.6437,172
2026-01-02 13:15:00,2026-01-02,13,chop,4399.68,4399.98,30,4397.17,4401.03,4396.7,4399.75,3.86,0.5958,0.7044,173
2026-01-02 13:20:00,2026-01-02,13,chop,4398.94,4399.24,30,4399.68,4402.22,4398.03,4398.87,3.78,0.1933,0.2005,174
2026-01-02 13:25:00,2026-01-02,13,chop,4381.46,4381.76,30,4398.94,4399.27,4379.75,4381.35,4.92,0.9011,0.082,175
2026-01-02 13:30:00,2026-01-02,13,chop,4374.31,4374.61,30,4381.46,4384.43,4373.1,4374.35,5.46,0.6275,0.1103,176
2026-01-02 13:35:00,2026-01-02,13,chop,4372.82,4373.12,30,4374.31,4377.17,4368.45,4372.77,5.89,0.1766,0.4954,177
2026-01-02 13:40:00,2026-01-02,13,chop,4369.62,4369.92,30,4372.82,4374.7,4365.61,4369.66,6.34,0.3476,0.4455,178
2026-01-02 13:45:00,2026-01-02,13,chop,4372.45,4372.75,30,4369.62,4372.78,4368.4,4372.5,6.49,0.6575,0.9361,179
2026-01-02 13:50:00,2026-01-02,13,chop,4370.48,4370.78,30,4372.45,4377.88,4370.35,4370.65,6.83,0.239,0.0398,180
2026-01-02 13:55:00,2026-01-02,13,chop,4366.6,4366.9,30,4370.48,4371.66,4365.54,4366.67,6.72,0.6225,0.1846,181
2026-01-02 14:00:00,2026-01-02,14,chop,4365.84,4366.14,30,4366.6,4370.09,4361.84,4365.82,7.05,0.0945,0.4824,182
2026-01-02 14:05:00,2026-01-02,14,chop,4371.45,4371.75,30,4365.84,4371.96,4364.43,4371.48,7.39,0.749,0.9363,183
2026-01-02 14:10:00,2026-01-02,14,chop,4370.62,4370.92,30,4371.45,4372.5,4368.65,4370.65,7.32,0.2078,0.5195,184
2026-01-02 14:15:00,2026-01-02,14,chop,4370.29,4370.59,30,4370.62,4371.85,4368.59,4370.31,7.19,0.0951,0.5276,185
2026-01-02 14:20:00,2026-01-02,14,chop,4371.95,4372.25,30,4370.29,4372.05,4367.11,4372.02,7.36,0.3502,0.9939,186
2026-01-02 14:25:00,2026-01-02,14,chop,4368.69,4368.99,30,4371.95,4373.67,4368.41,4368.73,7.43,0.6122,0.0608,187
2026-01-02 14:30:00,2026-01-02,14,chop,4368.35,4368.65,30,4368.69,4371.37,4367.67,4368.24,7.39,0.1216,0.1541,188
2026-01-02 14:35:00,2026-01-02,14,chop,4355.2,4355.5,30,4368.35,4370.1,4354.66,4355.29,7.1,0.8459,0.0408,189
2026-01-02 14:40:00,2026-01-02,14,chop,4351.03,4351.33,30,4355.2,4359.72,4350.08,4351.11,6.98,0.4243,0.1068,190
2026-01-02 14:45:00,2026-01-02,14,chop,4356.37,4356.67,30,4351.03,4356.55,4348.02,4356.32,6.97,0.6202,0.973,191
