profile,candidate_id,entry_time_utc,accepted,decision_reason,balance_before_usd,equity_before_usd,open_positions_before,trade_initial_risk_usd,trade_initial_risk_pct,total_initial_risk_pct_after,same_direction_initial_risk_pct_after,margin_utilization_pct_after,daily_realized_loss_pct
frozen_r1_baseline,30f562f86d8e4f326aabdfca,2018-01-23T04:00:00.065Z,True,ACCEPT,10265.52021881772,10256.423887789366,4,7.481999999999971,0.07294940304590526,0.8811648288795432,0.8811648288795432,1.3011277757238167,0.0
frozen_r1_baseline,15c66f6d0279ebbf55d6b1b5,2018-01-24T00:00:00.077Z,True,ACCEPT,10265.220218817722,10284.209554212975,5,13.408999999999878,0.13038435214018773,1.0091684679595392,1.0091684679595392,1.558604569024329,0.0
frozen_r1_baseline,122964b6b0a701e19698216b,2018-01-24T08:00:00.035Z,True,ACCEPT,10264.920218817722,10291.07255523381,6,14.791999999999916,0.1437362327455075,1.1522316975570628,1.1522316975570628,1.8186462003400758,0.0029224896651515965
frozen_r1_baseline,faa3afb49f79dde58b244d1b,2018-01-24T12:00:00.134Z,True,ACCEPT,10264.620218817723,10333.897219093185,7,21.0329999999999,0.20353405452048398,1.350990793115808,1.350990793115808,2.072320011121536,0.005844979330303193
frozen_r1_baseline,6ffc493277aba98abbf26e44,2018-01-24T16:00:00.106Z,True,ACCEPT,10278.886962597238,10362.96929727953,7,25.08199999999988,0.24203487707509053,1.5170362421248307,1.5170362421248307,2.0698940028347947,0.0
frozen_r1_baseline,be3162d17a427ac6cf48804c,2018-01-25T04:00:00.655Z,True,ACCEPT,10307.21938765511,10432.688040123281,7,31.889999999999873,0.30567385775701805,1.6389831589172945,1.6389831589172945,2.064306717230808,0.0
frozen_r1_baseline,95de3f0e6e11d59b37f97a54,2018-03-26T16:00:00.119Z,True,ACCEPT,10094.537663337402,10094.537663337402,0,27.013000000000147,0.26760017051706414,0.26760017051706414,0.26760017051706414,0.2685396885332711,0.0
frozen_r1_baseline,762fc9cba1244c35c8ad60e8,2018-04-10T16:00:00.086Z,True,ACCEPT,10066.443995372125,10066.443995372125,0,11.779999999999973,0.11702245604719627,0.11702245604719627,0.11702245604719627,0.2659989963914775,0.0
frozen_r1_baseline,f54458b5bbacf7e2802fca94,2018-04-11T08:00:05.732Z,True,ACCEPT,10066.143995372126,10071.916639167264,1,18.02800000000002,0.17899274433918028,0.2959516154460993,0.2959516154460993,0.5329400740993223,0.0
frozen_r1_baseline,a2fe8a7dce25d89e27e3ec4d,2018-04-11T12:00:00.206Z,True,ACCEPT,10065.843995372126,10078.968017271432,2,21.947000000000116,0.21775046773034196,0.5134950315479935,0.5134950315479935,0.8002351020639011,0.0029802871897910855
frozen_r1_baseline,8083922a0afddc2dc0d10652,2018-04-11T16:00:00.162Z,True,ACCEPT,10088.992994649327,10117.322017391225,2,34.41000000000008,0.3401097636395365,0.7352242013463219,0.7352242013463219,0.8016769641272518,0.0
frozen_r1_baseline,87f41788161cd445c49644f0,2018-10-23T12:00:00.092Z,True,ACCEPT,10001.336823478032,10001.336823478032,0,16.74000000000001,0.16737762456617836,0.16737762456617836,0.16737762456617836,0.24736313191576556,0.0
frozen_r1_baseline,c5c9e3f96ac2edcd516b1601,2018-10-26T16:00:00.386Z,True,ACCEPT,10001.036823478033,10002.980488953726,1,14.417000000000144,0.14412704309401395,0.3114771645751661,0.3114771645751661,0.4953139722177179,0.0
frozen_r1_baseline,274e30db66f66cd2e31d503c,2018-11-06T12:00:00.642Z,True,ACCEPT,9966.025749607084,9966.025749607084,0,8.930000000000064,0.08960442431479904,0.08960442431479904,0.08960442431479904,0.24804571672890383,0.0
frozen_r1_baseline,1b0c564a7fa8c828d85ae47a,2018-12-03T08:00:00.071Z,True,ACCEPT,9956.657798233242,9956.657798233242,0,14.940000000000055,0.1500503512599487,0.1500503512599487,0.1500503512599487,0.24744548320593848,0.0
frozen_r1_baseline,f1b2062330ebeea6edb11a89,2018-12-03T16:00:00.199Z,True,ACCEPT,9956.357798233243,9957.344131048056,1,16.34999999999991,0.16420041112186606,0.3142404198167102,0.3142404198167102,0.495134037260704,0.003013059262247955
frozen_r1_baseline,3a8acd66c0f183951bbcd575,2018-12-04T04:00:10.114Z,True,ACCEPT,9956.057798233243,9961.277050718198,2,14.910000000000082,0.14967960356975601,0.4637959547231856,0.4637959547231856,0.7430396687407013,0.0
frozen_r1_baseline,f687ec5462faa41b23fffc7f,2018-12-04T08:00:00.096Z,True,ACCEPT,9955.757798233244,9964.098172464726,3,16.0,0.16057649897724993,0.6242411397740596,0.6242411397740596,0.9911016360005619,0.0030132408437126253
frozen_r1_baseline,aca487b855075893750a793f,2018-12-04T12:00:00.118Z,True,ACCEPT,9955.457798233245,9973.085838774912,4,18.48700000000008,0.1853689048591505,0.809047483440809,0.809047483440809,1.2387417695702463,0.006026481687425251
frozen_r1_baseline,cddfc6805aef29b88ff0064e,2018-12-07T16:00:00.257Z,True,ACCEPT,9955.157798233246,9997.192169292854,5,11.823000000000093,0.11826320630622014,0.9253598253732864,0.9253598253732864,1.484901135100421,0.0
frozen_r1_baseline,c1ac088e20c5384838a50443,2018-12-18T04:00:00.503Z,True,ACCEPT,9940.604460858247,9980.598826935215,5,12.603000000000065,0.12627498829015776,0.934713453748217,0.934713453748217,1.4880291511086103,0.0
frozen_r1_baseline,869e61259f30820dd5673139,2018-12-18T12:00:00.092Z,True,ACCEPT,9940.304460858248,9982.711836924798,6,13.220000000000027,0.13242894532025762,1.0669445511392315,1.0669445511392315,1.7379932711094541,0.0030179251290127153
frozen_r1_baseline,d807ab568dcc23c0294c5091,2018-12-19T04:00:01.565Z,True,ACCEPT,9940.004460858248,9991.21246182237,7,14.743000000000166,0.14755966862215122,1.213596452515876,1.213596452515876,1.9868849827640598,0.0
frozen_r1_baseline,d2c60080a9deb86dd8a4e492,2018-12-19T16:00:00.220Z,True,ACCEPT,9939.70446085825,10020.004505410334,8,18.590000000000146,0.18552885869424923,1.3956380950177403,1.3956380950177403,2.231591212152285,0.0030181072974498156
frozen_r1_baseline,10bcad30142c70283b6ab08d,2018-12-24T04:00:00.557Z,True,ACCEPT,10014.048493928274,10097.218157564848,6,9.934999999999945,0.09839343713254954,1.0258072905199107,1.0258072905199107,1.7319087026854398,0.0
frozen_r1_baseline,d863eb2edc501984248813bc,2018-12-24T16:00:01.232Z,True,ACCEPT,10013.748493928275,10108.076138424223,7,11.817999999999984,0.11691641256119709,1.141621792512436,1.141621792512436,1.980544044766257,0.0029957913643207964
frozen_r1_baseline,01ad77a38d89a6e73f3967c8,2018-12-26T04:00:00.697Z,True,ACCEPT,10038.358688202581,10152.938019137766,7,17.572999999999865,0.17308290434626572,1.152070462554974,1.152070462554974,1.978834497179982,0.0
frozen_r1_baseline,e5c2fe663242f5a3bdb8eb1d,2018-12-26T16:00:00.133Z,True,ACCEPT,10113.648915964734,10189.047930572373,5,23.423000000000002,0.2298840888727099,0.942992914104416,0.942992914104416,1.489169165106444,0.0
frozen_r1_baseline,88d34e0401a2fb10b6790289,2018-12-28T08:00:01.812Z,True,ACCEPT,10139.679043650498,10201.706351783021,5,16.832000000000107,0.1649920064309464,0.9622998017664177,0.9622998017664177,1.4932654866445432,0.0
frozen_r1_baseline,b11027b39f71d3a94f86e42e,2018-12-31T12:00:00.078Z,True,ACCEPT,10139.379043650499,10209.372393928856,6,9.519999999999982,0.09324765159571592,1.0548248789909942,1.0548248789909942,1.7436292176574757,0.0
frozen_r1_baseline,4e6f417ddd0b7530a914e0f6,2019-01-02T08:00:00.099Z,True,ACCEPT,10155.780082594943,10216.643097089154,6,8.069999999999936,0.07898876297537669,1.0358196816149048,1.0358196816149048,1.7465691842640558,0.0
frozen_r1_baseline,5e38f5b15c7ce256e2b6a454,2019-01-03T08:00:00.025Z,True,ACCEPT,10208.029126100731,10245.730803680592,5,10.980000000000018,0.10716658684859896,0.8432585401225163,0.8432585401225163,1.5013691355695262,0.0
frozen_r1_baseline,0e6173a9d53acf099ac26f80,2019-01-03T16:00:00.056Z,True,ACCEPT,10207.729126100732,10244.963802927121,6,11.073000000000093,0.10808237308594874,0.951404044708789,0.951404044708789,1.7533168828637375,0.0
frozen_r1_baseline,792a5b850279a302bcb93fea,2019-01-04T00:00:00.495Z,True,ACCEPT,10207.429126100733,10281.54012381196,7,16.492999999999938,0.1604137104109752,1.10843315911456,1.10843315911456,1.9990757953079505,0.0
frozen_r1_baseline,796d389e05bd3b3acd68eaae,2019-01-10T04:00:00.092Z,True,ACCEPT,10158.612819030132,10212.01482855791,4,17.539999999999964,0.17175846583133952,0.8312561372571702,0.8312561372571702,1.2559656654759495,0.0
frozen_r1_baseline,75a0ee4b07460ad124753e9e,2019-01-14T12:00:00.135Z,True,ACCEPT,10158.312819030132,10197.299494353629,5,9.51299999999992,0.09328940476120552,0.9257450960646085,0.9257450960646085,1.5119242117520317,0.0
frozen_r1_baseline,fb34438d35d5eac5618313c8,2019-01-29T08:00:00.339Z,True,ACCEPT,10135.69939759842,10191.206737514509,3,9.8900000000001,0.09704444483099683,0.6644747942432138,0.6644747942432138,1.0086834920304124,0.0
frozen_r1_baseline,b0c8d3d690fabc89f23af349,2019-01-29T16:00:00.133Z,True,ACCEPT,10158.585158349,10200.596832651661,3,13.232999999999947,0.1297277033598828,0.6213165860759242,0.6213165860759242,1.015296278238239,0.0
frozen_r1_baseline,a211001a98180b600e312b69,2019-01-30T04:00:00.178Z,True,ACCEPT,10158.285158349001,10208.449831922497,4,15.51299999999992,0.15196234742213008,0.7728009766311699,0.7728009766311699,1.271834432628534,0.0
frozen_r1_baseline,b8848ff432fdf5c1bee25baa,2019-01-30T08:00:00.050Z,True,ACCEPT,10180.138503101894,10214.886505463586,4,16.910000000000082,0.16554271054265277,0.7730776054904016,0.7730776054904016,1.277643563931864,0.0
frozen_r1_baseline,a4d816835d14ea6a91bc1fbd,2019-02-15T12:00:00.172Z,True,ACCEPT,10214.139585441015,10217.054585489626,4,16.09699999999998,0.15755029852596772,0.7012099172079223,0.7012099172079223,1.2852494708846376,0.0
frozen_r1_baseline,ac5586632f1c2a4613479de3,2019-02-18T04:00:00.994Z,True,ACCEPT,10213.839585441016,10242.740902173655,5,13.187000000000126,0.12874483623032637,0.8281962885734815,0.8281962885734815,1.5407133843101528,0.0
frozen_r1_baseline,a8a08852448ec52a7b05850f,2019-02-18T12:00:00.128Z,True,ACCEPT,10213.539585441016,10243.283923222267,6,13.529999999999973,0.13208654667207342,0.9602389305739235,0.9602389305739235,1.7993378039844525,0.0029371912246166977
frozen_r1_baseline,a041560bb5b2fcd6ff00eb6c,2019-02-18T16:00:00.135Z,True,ACCEPT,10213.239585441017,10249.631589690438,7,14.559999999999945,0.14205388625523946,1.1016981343366559,1.1016981343366559,2.0569888600880692,0.005874382449233395
frozen_r1_baseline,eea67649f7e51766f92e1310,2019-02-19T12:00:00.083Z,True,ACCEPT,10226.06604596243,10270.10205086,7,8.430000000000064,0.08208292340477913,1.0852861972356602,1.0852861972356602,2.0570484981919863,0.0
frozen_r1_baseline,ebd21ca7e565b4977dd4248d,2019-02-19T16:00:00.117Z,True,ACCEPT,10244.896952494839,10342.676289559075,7,17.700000000000045,0.17113558913052498,1.120860759386121,1.120860759386121,2.047886969195955,0.0
frozen_r1_baseline,3092ef677bf497ff7e88ac19,2019-02-20T04:00:00.571Z,True,ACCEPT,10284.968969937549,10390.454629191021,6,23.62000000000012,0.22732402809056992,1.1125980924378567,1.1125980924378567,1.7885802559389,0.0
frozen_r1_baseline,4d8e147d9d48bcb931a7d5d6,2019-03-25T04:00:05.780Z,True,ACCEPT,10136.474422725167,10136.474422725167,0,8.509999999999991,0.08395423936473662,0.08395423936473662,0.08395423936473662,0.25957249930026677,0.0
frozen_r1_baseline,4c00b6c76f31007ab506ea3d,2019-03-25T08:00:00.113Z,True,ACCEPT,10136.174422725167,10137.49911234843,1,10.190000000000055,0.10051788796299546,0.1844636413059872,0.1844636413059872,0.5194239665664612,0.0029596089082750895
frozen_r1_baseline,5012b6d33903f8fbd1120d23,2019-03-25T16:00:00.105Z,True,ACCEPT,10135.874422725168,10145.608779079914,2,14.696999999999889,0.14486070101879814,0.32917689541571943,0.32917689541571943,0.7795500666562518,0.005919217816550179
frozen_r1_baseline,14b7a6e8580cabefa526a4cb,2019-06-05T08:00:00.102Z,True,ACCEPT,10098.988293215909,10098.988293215909,0,27.51299999999992,0.2724332299551435,0.2724332299551435,0.2724332299551435,0.2641139807827853,0.0
frozen_r1_baseline,395f131f140073d180b8adba,2019-12-31T04:00:02.485Z,True,ACCEPT,10148.652505750053,10148.652505750053,0,11.849999999999909,0.11676426987017145,0.11676426987017145,0.11676426987017145,0.29996987267769365,0.0
frozen_r1_baseline,f6ef45c47975a1c5bf2c701f,2019-12-31T08:00:00.058Z,True,ACCEPT,10148.352505750054,10149.944182248317,1,13.759999999999991,0.13556724798610675,0.252316658497397,0.252316658497397,0.600239162955719,0.0029560574650676543
frozen_r1_baseline,55a44c4fcbf204bdfc2ee3c0,2020-01-02T16:00:00.073Z,True,ACCEPT,10148.052505750054,10158.393848793457,2,14.682999999999993,0.1445405663390767,0.39664734996256923,0.39664734996256923,0.9008508762521464,0.0
frozen_r1_baseline,889a0366d4223e9554d0e42a,2020-01-03T04:00:00.622Z,True,ACCEPT,10147.752505750055,10185.580842121582,3,21.863000000000056,0.21464657086209088,0.610235203700502,0.610235203700502,1.2005999647490724,0.0
frozen_r1_baseline,7ebcd11fc4babbdea9fff295,2020-01-03T08:00:00.130Z,True,ACCEPT,10147.452505750056,10204.418516760472,4,26.75,0.26214134549718704,0.8712500359915103,0.8712500359915103,1.5009339312028058,0.00295631963658958
frozen_r1_baseline,47794fc4b98491dc16b72172,2020-01-03T12:00:00.070Z,True,ACCEPT,10169.757906596122,10229.52090903883,4,32.62300000000005,0.31891034086625,1.0721811996404196,1.0721811996404196,1.5026078089755095,0.0
frozen_r1_baseline,8a115bf3c1af9a0e9e5b0ff6,2020-01-20T08:00:00.054Z,True,ACCEPT,10319.726526732695,10325.757860130843,1,12.173000000000002,0.11788965192571106,0.4338277209943447,0.4338277209943447,0.6026153318998273,0.0
frozen_r1_baseline,9f80fcfa112f0b9048579ec9,2020-01-21T04:00:01.015Z,True,ACCEPT,10319.426526732695,10335.27151901163,2,10.563000000000102,0.10220341072384569,0.5356317915612359,0.5356317915612359,0.9053027763023659,0.0
frozen_r1_baseline,d47abf499ca01967844134d7,2020-01-27T00:00:00.301Z,True,ACCEPT,10294.690081871007,10319.575080935245,1,26.210000000000036,0.253983325809813,0.5701106832265825,0.5701106832265825,0.6071122067394467,0.0
frozen_r1_baseline,cf63eca0f395e871481f7dc3,2020-01-27T12:00:00.061Z,True,ACCEPT,10294.390081871008,10321.921082879688,2,27.873000000000047,0.27003694153631164,0.8400180480338475,0.8400180480338475,0.9140071818266553,0.0029141236658333336
frozen_r1_baseline,8feafbe751409f58279a5689,2020-01-31T16:00:00.031Z,True,ACCEPT,10294.090081871009,10328.489083244272,3,24.822999999999865,0.2403352494245241,1.0798191206972523,1.0798191206972523,1.221022736080452,0.0
frozen_r1_baseline,d0b32a6b9891133ddb31ec92,2020-02-18T04:00:00.142Z,True,ACCEPT,10207.112301208394,10228.348967583393,1,7.970000000000027,0.07792068910886078,0.39686757001204276,0.39686757001204276,0.6133169703029937,0.0
frozen_r1_baseline,e31f266d48c10fe4861b127e,2020-02-18T08:00:00.006Z,True,ACCEPT,10206.812301208394,10230.75830201858,2,9.519999999999982,0.09305273098008422,0.48982683903413604,0.48982683903413604,0.9237252724595585,0.0029391270630429313
frozen_r1_baseline,ddc26b578f6cc3569c32bee6,2020-02-19T12:00:00.102Z,True,ACCEPT,10241.052330166729,10284.0853300371,1,30.23700000000008,0.2940173970716266,0.6112356907074921,0.6112356907074921,0.6143161785664811,0.0
frozen_r1_baseline,920613aac2b72ae753388c82,2020-02-20T12:00:00.173Z,True,ACCEPT,10289.225002838026,10297.06800255041,1,35.12699999999995,0.3411359426906726,0.6347826389396523,0.6347826389396523,0.6267900725139843,0.0
frozen_r1_baseline,8853c662da0e1f4146029b14,2020-02-21T04:00:00.358Z,True,ACCEPT,10288.925002838027,10310.888334384901,2,25.450000000000045,0.24682645349895813,0.8807582533616646,0.8807582533616646,0.941189903845363,0.0
frozen_r1_baseline,4de2e627c0d60018f055a6dd,2020-02-21T08:00:00.175Z,True,ACCEPT,10288.625002838027,10335.23633660886,3,33.850000000000136,0.32752032849117035,1.2062036700449976,1.2062036700449976,1.2550882802798278,0.0029157565043699905
frozen_r1_baseline,fd2656682cb4555c38092338,2020-02-21T12:00:00.456Z,True,ACCEPT,10288.325002838028,10342.222998722287,4,35.77999999999997,0.34596043814197736,1.5513492604038994,1.5513492604038994,1.5705080041308972,0.005831513008739981
frozen_r1_baseline,b337c8e01680e42e7e04e5c2,2020-02-21T16:00:00.040Z,True,ACCEPT,10288.025002838029,10381.461340481546,5,43.79300000000012,0.4218384923250966,1.967324187815419,1.967324187815419,1.8812047128515446,0.00874726951310997
frozen_r1_baseline,0a6d08e6219a6d8273a77076,2020-02-24T08:00:00.026Z,True,ACCEPT,10400.364641310252,10555.61797764127,4,53.50999999999999,0.5069338442651483,1.9142413113850865,1.9142413113850865,1.5542608717700186,0.0
frozen_r1_baseline,31cfd7a3b734479b5f36b5cf,2020-02-24T12:00:00.078Z,True,ACCEPT,10468.992054114651,10609.306722340923,4,63.319999999999936,0.596834474270233,2.170292612194318,2.170292612194318,1.558591756535761,0.0
frozen_r1_baseline,5aabc469bdb38ba972b56c64,2020-05-14T16:00:00.062Z,True,ACCEPT,10227.418764236761,10227.418764236761,0,39.812999999999874,0.389277108112733,0.389277108112733,0.389277108112733,0.33906346067748866,0.0
frozen_r1_baseline,85740ef24a75a01fb105e59f,2020-05-15T08:00:00.052Z,True,ACCEPT,10227.118764236762,10230.661430943937,1,38.312999999999874,0.3744919158806031,0.7636456403854566,0.7636456403854566,0.6787355878083551,0.0
frozen_r1_baseline,855a131ead7f45ad48c7e414,2020-05-15T16:00:00.241Z,True,ACCEPT,10226.818764236763,10251.511096079355,2,49.27299999999991,0.480641337049756,1.242733864363887,1.242733864363887,1.018618416556525,0.002933377492877767
frozen_r1_baseline,6d3efa543151e1cefad8035b,2020-06-19T16:00:00.688Z,True,ACCEPT,10084.739749067783,10084.739749067783,0,29.4670000000001,0.2921939557510543,0.2921939557510543,0.2921939557510543,0.3455805590146395,0.0
frozen_r1_baseline,a2c7af33e2675d8e7442429d,2020-06-22T12:00:00.116Z,True,ACCEPT,10084.439749067784,10088.818084718247,1,29.2199999999998,0.2896275832771727,0.5817034216217495,0.5817034216217495,0.6920414206472418,0.0
frozen_r1_baseline,db4ea9ea485f96ba08177cde,2020-06-22T16:00:00.319Z,True,ACCEPT,10084.139749067785,10107.347416406903,2,38.97999999999979,0.38566003911891783,0.9662970508113757,0.9662970508113757,1.03865728242,0.00297488018635574
frozen_r1_baseline,4759b149c55a5d02f2886ee7,2020-06-23T16:00:00.087Z,True,ACCEPT,10083.839749067785,10131.15041922635,3,25.2199999999998,0.24893520435881247,1.2129619531340803,1.2129619531340803,1.3849424220740632,0.0
frozen_r1_baseline,e036ea7641b984f95cf1f276,2020-06-24T12:00:00.685Z,True,ACCEPT,10083.539749067786,10176.07674286987,4,35.25,0.34640068948673,1.5540075413719956,1.5540075413719956,1.7283167614005197,0.0
frozen_r1_baseline,2c95aed98d126b88e859c965,2020-06-30T16:00:00.229Z,True,ACCEPT,10083.239749067787,10189.521085439314,5,17.289999999999964,0.16968412798818522,1.7216412678185853,1.7216412678185853,2.0760512513418057,0.0
frozen_r1_baseline,ef393ab4bbf44f260c9bfc9e,2020-07-01T08:00:00.144Z,True,ACCEPT,10082.939749067787,10217.269087505289,6,23.37000000000012,0.22873039556704367,1.9456960396893987,1.9456960396893987,2.4204718294287755,0.0
frozen_r1_baseline,ca599457ae6059c3551a1b8d,2020-07-06T16:00:00.138Z,True,ACCEPT,10041.230060012811,10140.761398227509,5,26.139999999999873,0.2577715713197714,1.8171909658796321,1.8171909658796321,2.0861583434649886,0.0
frozen_r1_baseline,892d9788c69e5c3eb85dbf84,2020-07-07T16:00:00.003Z,True,ACCEPT,10040.930060012812,10207.064401508762,6,25.230000000000018,0.24718174597066944,2.0525686109027688,2.0525686109027688,2.4244369415698115,0.0
frozen_r1_baseline,4717646c0236432b0c5002af,2020-07-08T12:00:00.128Z,True,ACCEPT,10093.01208173735,10266.50841742022,6,34.549999999999955,0.3365311612794812,2.090194555686359,2.090194555686359,2.4225410420741293,0.0
frozen_r1_baseline,3956acdc013e81051ecc4aa0,2020-07-08T16:00:00.227Z,True,ACCEPT,10190.813162111193,10314.057496003554,5,41.289999999999964,0.400327417371862,1.9530626048773987,1.9530626048773987,2.0811022246402073,0.0
frozen_r1_baseline,41ea42f5a756eb944b6cf164,2020-07-20T12:00:00.115Z,True,ACCEPT,10190.513162111194,10312.460498725777,6,19.952999999999975,0.19348437749134068,2.1468494354703735,2.1468494354703735,2.4335179759574204,0.0
frozen_r1_baseline,fc6ffcc44b480bb6b994c64c,2020-07-21T08:00:00.062Z,True,ACCEPT,10190.213162111195,10359.310833562004,7,16.639999999999873,0.1606284459202609,2.2977686819553886,2.2977686819553886,2.774397106309975,0.0
frozen_r1_baseline,8778d4c7dff85f8f75c4990b,2020-07-21T12:00:00.083Z,True,ACCEPT,10189.913162111196,10403.947166214783,8,22.440000000000055,0.2156873698173949,2.5035978733710365,2.5035978733710365,3.1139533373646486,0.0029440012218335814
frozen_r1_baseline,e5123b6d00bd708c428e0723,2020-07-21T16:00:00.485Z,True,ACCEPT,10304.609305768603,10500.492297294066,7,33.97000000000003,0.32350864167343807,2.1839261770526273,2.1839261770526273,2.7611381618242277,0.0
frozen_r1_baseline,c4269848796db8c9f6a1a72b,2020-07-22T04:00:00.435Z,True,ACCEPT,10483.414924662124,10616.699254685851,4,51.48299999999995,0.4849247281567018,1.7306037930659706,1.7306037930659706,1.7221974138459313,0.0
frozen_r1_baseline,d3269d2195c0aca50dfc98c0,2020-07-22T12:00:00.094Z,True,ACCEPT,10483.114924662124,10628.763928259346,5,54.09999999999991,0.5089961576450195,2.2376355482659527,2.2376355482659527,2.070235273689399,0.0
frozen_r1_baseline,91514b5c8065ec663266aeb7,2020-07-27T00:00:00.165Z,True,ACCEPT,10734.73434090171,10841.227675041178,2,32.26999999999998,0.29766001570368655,1.2715626323148521,1.2715626323148521,1.0388808664104752,0.0
frozen_r1_baseline,de1eab8c1306a446e259cacf,2020-07-27T04:00:05.249Z,True,ACCEPT,10734.434340901711,10894.864613256455,3,50.48299999999995,0.4633650971538844,1.7286676492596311,1.7286676492596311,1.3884462576610748,0.0
frozen_r1_baseline,81a553a905b1a8844628e126,2020-07-27T12:00:00.099Z,True,ACCEPT,10734.134340901712,10927.299030038865,4,58.88999999999987,0.5389254914513896,2.2624621081603213,2.2624621081603213,1.7395061622956605,0.0
