component,source_id,upstream_source_id,upstream_component,family_group,source_priority,cell_id,component_priority,variant_name,entry_time,entry_date,exit_time,direction,pnl_usd,tickets,lots,source_csv,source_row,drop_reason,duplicate_of_source_id,duplicate_of_entry_time
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-01-12 12:00:00,2023-01-12,,LONG,-26.79,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5679,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-01-12 12:00:00
freq_step3_frontier,freq_step3_frontier,step1_f67_r20_be_tp1,v6,frequency_frontier,10,f67_r20_be_tp1,1,f67_v6_lh,2023-01-12 20:05:00,2023-01-12,,LONG,-1.04,2,0.02,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_f67_h16_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_F67_H16_EXACT_202207_202606_XAUUSD_M5_f67_v6_lh_trades.csv,510,same_direction_overlap_5m,h4_d1_long_broad_box3_atr60,2023-01-12 20:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-01-24 08:00:00,2023-01-24,,LONG,-31.22,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5684,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-01-24 08:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-01-24 20:00:00,2023-01-24,,LONG,-39.33,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5685,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-01-24 20:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-05-30 12:00:00,2023-05-30,,LONG,-23.47,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5691,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-05-30 12:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-07-03 16:00:00,2023-07-03,,LONG,-18.94,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5694,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-07-03 16:00:00
h4_d1_long_box2_atr80_stopceil3000,h4_d1_long_box2_atr80_stopceil3000,h4_d1_long_box2_atr80_stopceil3000,h4_d1_stopceil3000_one_iteration,h4_d1_core_shape,80,,0,h4_box2_stopceil3000,2023-07-11 08:00:00,2023-07-11,2023.07.18 14:00:28,LONG,39.67,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_owner_goal_h4_d1_stopceil3000_one_iteration_202207_202606_20260701\A1XauM5Momentum_OWNER_GOAL_H4_D1_STOPCEIL3000_ONE_ITERATION_202207_202606_XAUUSD_M5_long_box2_atr80_range150_body035_stopceil3000_trades.csv,30,same_direction_overlap_5m,freq_step3_frontier,2023-07-11 07:55:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-07-11 12:00:00,2023-07-11,,LONG,-39.38,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5695,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-07-11 12:00:00
h4_d1_long_box2_atr80_stopceil3000,h4_d1_long_box2_atr80_stopceil3000,h4_d1_long_box2_atr80_stopceil3000,h4_d1_stopceil3000_one_iteration,h4_d1_core_shape,80,,0,h4_box2_stopceil3000,2023-07-11 20:00:00,2023-07-11,2023.07.18 15:05:04,LONG,47.27,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_owner_goal_h4_d1_stopceil3000_one_iteration_202207_202606_20260701\A1XauM5Momentum_OWNER_GOAL_H4_D1_STOPCEIL3000_ONE_ITERATION_202207_202606_XAUUSD_M5_long_box2_atr80_range150_body035_stopceil3000_trades.csv,32,same_direction_overlap_5m,freq_step3_frontier,2023-07-11 20:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-07-12 04:00:00,2023-07-12,,LONG,-32.31,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5696,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-07-12 04:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-07-12 16:00:00,2023-07-12,,LONG,-25.87,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5697,same_direction_overlap_5m,freq_step3_frontier,2023-07-12 15:55:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-07-26 08:00:00,2023-07-26,,LONG,-33.71,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5703,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-07-26 08:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-08-22 08:00:00,2023-08-22,,LONG,33.4,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5704,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-08-22 08:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-08-28 16:00:00,2023-08-28,,LONG,-33.01,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5708,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-08-28 16:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-08-29 16:00:00,2023-08-29,,LONG,-19.36,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5709,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-08-29 16:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-08-30 12:00:00,2023-08-30,,LONG,-32.28,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5710,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-08-30 12:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-09-15 16:00:00,2023-09-15,,LONG,-33.58,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5712,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-09-15 16:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-09-18 20:00:00,2023-09-18,,LONG,-36.17,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5713,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-09-18 20:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-09-20 16:00:00,2023-09-20,,LONG,-36.33,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5714,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-09-20 16:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-10-11 08:00:00,2023-10-11,,LONG,53.54,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5716,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-10-11 08:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-10-11 12:00:00,2023-10-11,,LONG,66.98,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5717,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-10-11 12:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-10-12 04:00:00,2023-10-12,,LONG,78.66,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5718,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-10-12 04:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-11-17 08:00:00,2023-11-17,,LONG,49.44,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5725,same_direction_overlap_5m,freq_step3_frontier,2023-11-17 07:55:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-11-27 04:00:00,2023-11-27,,LONG,90.23,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5727,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-11-27 04:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-11-27 20:00:00,2023-11-27,,LONG,100.89,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5728,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-11-27 20:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-12-01 16:00:00,2023-12-01,,LONG,-47.32,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5730,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-12-01 16:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2023-12-27 16:00:00,2023-12-27,,LONG,-34.77,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5731,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2023-12-27 16:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-01-29 08:00:00,2024-01-29,,LONG,-39.01,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5733,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2024-01-29 08:00:00
h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,h4_d1_long_broad_box3_atr60,,h4_d1_core_shape,81,,0,h4_broad_lh,2024-01-29 20:00:00,2024-01-29,,LONG,-30.78,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_hybrid_lh_exact_202207_202606_20260701\A1XauM5Momentum_HYBRID_LH_EXACT_202207_202606_XAUUSD_M5_h4_broad_lh_trades.csv,5734,same_direction_overlap_5m,h4_d1_long_box2_atr80_stopceil3000,2024-01-29 20:00:00
