family_id,direction,segment,events,wins,win_rate_pct,stress_net_usd,stress_net_r,stress_profit_factor,average_stress_r,max_closed_drawdown_r,source_days,events_per_source_day,active_exit_months,positive_exit_month_share,top_five_winners_removed_net_r,top_ten_winners_removed_net_r,bootstrap_mean_stress_r_p025
macro_shock_h1_continuation_v1,SHORT,train,103,44,42.71844660194175,-35.49146406260511,-7.259084374499441,0.8780349780801778,-0.0704765473252373,14.570192460317546,1166,0.08833619210977701,28,0.5,-14.537435339957998,-21.614839200559835,-0.2882469726785364
macro_shock_h1_continuation_v1,SHORT,validation,74,22,29.72972972972973,-208.58219474249984,-26.416669218872343,0.5332718696452328,-0.35698201647124783,31.21910106509604,584,0.1267123287671233,18,0.2222222222222222,-33.69503798001097,-40.82337860642622,
macro_shock_h1_continuation_v1,SHORT,internal_test,98,33,33.673469387755105,-200.60739540948302,-24.75176036905715,0.6462078992529853,-0.252568983357726,24.751760369057134,584,0.1678082191780822,20,0.25,-31.883309401667177,-38.86307826166725,
macro_shock_h1_continuation_v1,SHORT,exam,59,25,42.3728813559322,-2.4979099892741754,0.7920470106351976,1.022914572947934,0.013424525603986392,5.955216510333965,584,0.10102739726027397,16,0.5625,-6.647580912125198,-14.062306882941506,
macro_divergence_h1_reclaim_v1,LONG,train,27,9,33.333333333333336,-85.3922322517917,-8.342204517589144,0.5682833410839755,-0.3089705376884868,8.909136875087926,1166,0.023156089193825044,18,0.4444444444444444,-15.215969746003516,-19.323332434136688,-0.6222915719585925
macro_divergence_h1_reclaim_v1,LONG,validation,15,7,46.666666666666664,-39.73591917990402,-0.04334202084455893,0.9943899092241489,-0.0028894680563039603,4.761481910272047,584,0.025684931506849314,9,0.5555555555555556,-7.0195699522978865,-7.725725407354534,
macro_divergence_h1_reclaim_v1,LONG,internal_test,20,7,35.0,-41.32832034578941,-6.674362957521175,0.5354887462143438,-0.3337181478760588,9.125016033104613,584,0.03424657534246575,13,0.5384615384615384,-13.200523294469335,-14.368571058562534,
macro_divergence_h1_reclaim_v1,LONG,exam,16,4,25.0,-165.55042257431012,-6.71181273231999,0.4169195822406446,-0.41948829576999935,9.547840078705974,584,0.0273972602739726,11,0.18181818181818182,-11.510955483828372,-11.510955483828372,
macro_divergence_h1_reclaim_v1,SHORT,train,38,19,50.0,26.11264003799082,3.0181889133740505,1.1793126724892253,0.07942602403615923,4.105116694763425,1166,0.032590051457975985,21,0.42857142857142855,-4.027090716075638,-10.81416611290105,-0.3087589250196517
macro_divergence_h1_reclaim_v1,SHORT,validation,14,4,28.571428571428573,-62.085411151126735,-7.491380384191629,0.3132616746178481,-0.5350985988708306,7.99633162106303,584,0.023972602739726026,10,0.2,-10.90863886185888,-10.90863886185888,
macro_divergence_h1_reclaim_v1,SHORT,internal_test,21,10,47.61904761904762,72.80392672305996,0.7999011038977706,1.0654076643872394,0.038090528757036675,6.22005762392439,584,0.03595890410958904,15,0.6666666666666666,-6.431754296597436,-12.229470527521642,
macro_divergence_h1_reclaim_v1,SHORT,exam,21,4,19.047619047619047,-128.74636324984158,-12.056618135016695,0.32969630443485753,-0.5741246730960331,14.93509967773115,584,0.03595890410958904,14,0.2857142857142857,-17.986799438501663,-17.986799438501663,
