profile,hour_utc,last_bid,stress_balance_usd,stress_equity_usd,drawdown_usd,open_positions,margin_usd,original_stop_risk_usd
frozen_r1_baseline,2017-06-06T13:00:00Z,1294.011,9999.100000000002,10028.456852891206,2.885730362848335,3,77.02144,35.26499999999987
demo_guard_10k,2017-06-06T13:00:00Z,1294.011,9999.100000000002,10028.456852891206,2.885730362848335,3,77.02144,35.26499999999987
frozen_r1_baseline,2017-06-06T14:00:00Z,1293.921,9999.100000000002,10028.143087396413,3.199495857641523,3,77.02144,35.26499999999987
demo_guard_10k,2017-06-06T14:00:00Z,1293.921,9999.100000000002,10028.143087396413,3.199495857641523,3,77.02144,35.26499999999987
frozen_r1_baseline,2017-06-06T15:00:00Z,1293.821,9999.100000000002,10027.799337019678,6.738082052082973,3,77.02144,35.26499999999987
demo_guard_10k,2017-06-06T15:00:00Z,1293.821,9999.100000000002,10027.799337019678,6.738082052082973,3,77.02144,35.26499999999987
frozen_r1_baseline,2017-06-06T16:00:00Z,1292.922,9998.800000000003,10023.658011723383,10.879407348378663,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-06T16:00:00Z,1292.922,9998.800000000003,10023.658011723383,10.879407348378663,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-06T17:00:00Z,1294.288,9998.800000000003,10029.063677482642,5.473741589119527,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-06T17:00:00Z,1294.288,9998.800000000003,10029.063677482642,5.473741589119527,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-06T18:00:00Z,1291.158,9998.800000000003,10016.485338008104,18.05208106365717,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-06T18:00:00Z,1291.158,9998.800000000003,10016.485338008104,18.05208106365717,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-06T19:00:00Z,1293.822,9998.800000000003,10027.083007008103,7.45441206365831,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-06T19:00:00Z,1293.822,9998.800000000003,10027.083007008103,7.45441206365831,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-06T20:00:00Z,1292.928,9998.800000000003,10023.448671325235,11.088747746525769,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-06T20:00:00Z,1292.928,9998.800000000003,10023.448671325235,11.088747746525769,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-06T22:00:00Z,1294.141,9998.800000000003,10028.184075971069,6.353343100692655,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-06T22:00:00Z,1294.141,9998.800000000003,10028.184075971069,6.353343100692655,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-06T23:00:00Z,1293.661,9998.800000000003,10026.205670871532,8.331748200229413,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-06T23:00:00Z,1293.661,9998.800000000003,10026.205670871532,8.331748200229413,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T00:00:00Z,1292.831,9998.800000000003,10022.827344262732,11.71007480902881,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T00:00:00Z,1292.831,9998.800000000003,10022.827344262732,11.71007480902881,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T01:00:00Z,1292.871,9998.800000000003,10022.929041797457,11.608377274304075,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T01:00:00Z,1292.871,9998.800000000003,10022.929041797457,11.608377274304075,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T02:00:00Z,1291.839,9998.800000000003,10018.742671195605,15.79474787615618,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T02:00:00Z,1291.839,9998.800000000003,10018.742671195605,15.79474787615618,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T03:00:00Z,1291.238,9998.800000000003,10016.280354584493,18.257064487268508,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T03:00:00Z,1291.238,9998.800000000003,10016.280354584493,18.257064487268508,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T04:00:00Z,1291.178,9998.800000000003,10015.982079130792,18.555339940969134,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T04:00:00Z,1291.178,9998.800000000003,10015.982079130792,18.555339940969134,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T05:00:00Z,1291.909,9998.800000000003,10018.847670709494,15.689748362266982,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T05:00:00Z,1291.909,9998.800000000003,10018.847670709494,15.689748362266982,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T06:00:00Z,1291.912,9998.800000000003,10018.801345640048,15.736073431713521,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T06:00:00Z,1291.912,9998.800000000003,10018.801345640048,15.736073431713521,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T07:00:00Z,1292.421,9998.800000000003,10020.779007332178,13.758411739583607,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T07:00:00Z,1292.421,9998.800000000003,10020.779007332178,13.758411739583607,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T08:00:00Z,1293.002,9998.800000000003,10023.044672637734,11.49274643402714,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T08:00:00Z,1293.002,9998.800000000003,10023.044672637734,11.49274643402714,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T09:00:00Z,1292.622,9998.800000000003,10021.466363901623,13.071055170137697,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T09:00:00Z,1292.622,9998.800000000003,10021.466363901623,13.071055170137697,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T10:00:00Z,1289.641,9998.800000000003,10009.484010994216,25.0534080775451,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T10:00:00Z,1289.641,9998.800000000003,10009.484010994216,25.0534080775451,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T11:00:00Z,1288.868,9998.800000000003,10006.333671211809,28.203747859952273,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T11:00:00Z,1288.868,9998.800000000003,10006.333671211809,28.203747859952273,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T12:00:00Z,1291.271,9998.800000000003,10015.887341459495,18.650077612266614,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T12:00:00Z,1291.271,9998.800000000003,10015.887341459495,18.650077612266614,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T13:00:00Z,1291.822,9998.800000000003,10018.033008952549,16.50441011921248,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T13:00:00Z,1291.822,9998.800000000003,10018.033008952549,16.50441011921248,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T14:00:00Z,1292.331,9998.800000000003,10020.010675295141,14.526743776619696,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T14:00:00Z,1292.331,9998.800000000003,10020.010675295141,14.526743776619696,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T15:00:00Z,1289.169,9998.800000000003,10007.304346677087,27.23307239467431,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T15:00:00Z,1289.169,9998.800000000003,10007.304346677087,27.23307239467431,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T16:00:00Z,1290.781,9998.800000000003,10013.694009228013,20.843409843748304,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T16:00:00Z,1290.781,9998.800000000003,10013.694009228013,20.843409843748304,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T17:00:00Z,1287.678,9998.800000000003,10001.223709517366,33.313709554395246,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T17:00:00Z,1287.678,9998.800000000003,10001.223709517366,33.313709554395246,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T18:00:00Z,1283.191,9998.800000000003,9983.217340276624,51.320078795137306,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T18:00:00Z,1283.191,9998.800000000003,9983.217340276624,51.320078795137306,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T19:00:00Z,1287.061,9998.800000000003,9998.639005177087,35.89841389467438,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T19:00:00Z,1287.061,9998.800000000003,9998.639005177087,35.89841389467438,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T20:00:00Z,1285.828,9998.800000000003,9993.648689149308,40.88872992245342,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T20:00:00Z,1285.828,9998.800000000003,9993.648689149308,40.88872992245342,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T22:00:00Z,1287.132,9998.800000000003,9998.748030633105,35.789388438655806,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T22:00:00Z,1287.132,9998.800000000003,9998.748030633105,35.789388438655806,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-07T23:00:00Z,1284.569,9998.800000000003,9988.43767187616,46.099747195601594,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-07T23:00:00Z,1284.569,9998.800000000003,9988.43767187616,46.099747195601594,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T00:00:00Z,1285.339,9998.800000000003,9991.459413954864,43.07800511689675,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T00:00:00Z,1285.339,9998.800000000003,9991.459413954864,43.07800511689675,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T01:00:00Z,1286.658,9998.800000000003,9996.677005274309,37.860413797452566,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T01:00:00Z,1286.658,9998.800000000003,9996.677005274309,37.860413797452566,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T02:00:00Z,1287.129,9998.800000000003,9998.502670839123,36.03474823263787,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T02:00:00Z,1287.129,9998.800000000003,9998.502670839123,36.03474823263787,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T03:00:00Z,1283.988,9998.800000000003,9985.88034350116,48.65707557060159,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T03:00:00Z,1283.988,9998.800000000003,9985.88034350116,48.65707557060159,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T04:00:00Z,1285.358,9998.800000000003,9991.302005339123,43.235413732638335,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T04:00:00Z,1285.358,9998.800000000003,9991.302005339123,43.235413732638335,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T05:00:00Z,1288.648,9998.800000000003,10004.403671422455,30.133747649306315,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T05:00:00Z,1288.648,9998.800000000003,10004.403671422455,30.133747649306315,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T06:00:00Z,1287.012,9998.800000000003,9997.801338688661,36.73608038309976,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T06:00:00Z,1287.012,9998.800000000003,9997.801338688661,36.73608038309976,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T07:00:00Z,1285.839,9998.800000000003,9993.051005209494,41.486413862267,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T07:00:00Z,1285.839,9998.800000000003,9993.051005209494,41.486413862267,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T08:00:00Z,1285.152,9998.800000000003,9990.244683251161,44.29273582059977,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T08:00:00Z,1285.152,9998.800000000003,9990.244683251161,44.29273582059977,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T09:00:00Z,1283.659,9998.800000000003,9984.21438449653,50.32303457523085,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T09:00:00Z,1283.659,9998.800000000003,9984.21438449653,50.32303457523085,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T10:00:00Z,1284.328,9998.800000000003,9986.832005031252,47.70541404050891,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T10:00:00Z,1284.328,9998.800000000003,9986.832005031252,47.70541404050891,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T11:00:00Z,1283.259,9998.800000000003,9982.497675100698,52.03974397106322,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T11:00:00Z,1283.259,9998.800000000003,9982.497675100698,52.03974397106322,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T12:00:00Z,1283.229,9998.800000000003,9982.319342123845,52.218076947916416,4,102.9016,51.33699999999976
demo_guard_10k,2017-06-08T12:00:00Z,1283.229,9998.800000000003,9982.319342123845,52.218076947916416,4,102.9016,51.33699999999976
frozen_r1_baseline,2017-06-08T13:00:00Z,1274.339,9962.018998493637,9957.569166181138,76.96825289062326,1,25.53436000000001,16.91300000000001
demo_guard_10k,2017-06-08T13:00:00Z,1274.339,9962.018998493637,9957.569166181138,76.96825289062326,1,25.53436000000001,16.91300000000001
frozen_r1_baseline,2017-06-08T14:00:00Z,1276.381,9962.018998493637,9959.596583941555,74.94083513020632,1,25.53436000000001,16.91300000000001
demo_guard_10k,2017-06-08T14:00:00Z,1276.381,9962.018998493637,9959.596583941555,74.94083513020632,1,25.53436000000001,16.91300000000001
frozen_r1_baseline,2017-06-08T15:00:00Z,1277.071,9962.018998493637,9960.27200121586,74.26541785590052,1,25.53436000000001,16.91300000000001
demo_guard_10k,2017-06-08T15:00:00Z,1277.071,9962.018998493637,9960.27200121586,74.26541785590052,1,25.53436000000001,16.91300000000001
frozen_r1_baseline,2017-06-08T16:00:00Z,1276.659,9962.018998493637,9959.845417141207,74.6920019305544,1,25.53436000000001,16.91300000000001
demo_guard_10k,2017-06-08T16:00:00Z,1276.659,9962.018998493637,9959.845417141207,74.6920019305544,1,25.53436000000001,16.91300000000001
frozen_r1_baseline,2017-06-08T17:00:00Z,1277.381,9962.018998493637,9960.552832564239,73.98458650752218,1,25.53436000000001,16.91300000000001
demo_guard_10k,2017-06-08T17:00:00Z,1277.381,9962.018998493637,9960.552832564239,73.98458650752218,1,25.53436000000001,16.91300000000001
frozen_r1_baseline,2017-06-08T18:00:00Z,1278.938,9962.018998493637,9962.095249267364,72.44216980439705,1,25.53436000000001,16.91300000000001
demo_guard_10k,2017-06-08T18:00:00Z,1278.938,9962.018998493637,9962.095249267364,72.44216980439705,1,25.53436000000001,16.91300000000001
frozen_r1_baseline,2017-06-08T19:00:00Z,1278.421,9962.018998493637,9961.563666092017,72.97375297974395,1,25.53436000000001,16.91300000000001
demo_guard_10k,2017-06-08T19:00:00Z,1278.421,9962.018998493637,9961.563666092017,72.97375297974395,1,25.53436000000001,16.91300000000001
frozen_r1_baseline,2017-06-08T20:00:00Z,1277.651,9962.018998493637,9960.779325396994,73.75809367476722,1,25.53436000000001,16.91300000000001
demo_guard_10k,2017-06-08T20:00:00Z,1277.651,9962.018998493637,9960.779325396994,73.75809367476722,1,25.53436000000001,16.91300000000001
frozen_r1_baseline,2017-06-08T22:00:00Z,1277.681,9962.018998493637,9960.77991991609,73.7574991556703,1,25.53436000000001,16.91300000000001
demo_guard_10k,2017-06-08T22:00:00Z,1277.681,9962.018998493637,9960.77991991609,73.7574991556703,1,25.53436000000001,16.91300000000001
frozen_r1_baseline,2017-06-08T23:00:00Z,1279.892,9962.018998493637,9962.976339013314,71.56108005844726,1,25.53436000000001,16.91300000000001
demo_guard_10k,2017-06-08T23:00:00Z,1279.892,9962.018998493637,9962.976339013314,71.56108005844726,1,25.53436000000001,16.91300000000001
frozen_r1_baseline,2017-06-09T00:00:00Z,1278.458,9962.018998493637,9961.52775340336,73.0096656684018,1,25.53436000000001,16.91300000000001
