family_id,direction,barrier_profile_id,segment,events,wins,win_rate_pct,stress_net_usd,stress_net_r,stress_profit_factor,average_stress_r,max_closed_drawdown_r,source_days,events_per_source_day,active_exit_months,positive_exit_month_share,top_five_winners_removed_net_r,top_ten_winners_removed_net_r,bootstrap_mean_stress_r_p025
trend_pullback_resumption_v1,LONG,stop_1p00_target_1p50_h240,internal_test,248,101,40.725806451612904,-81.1511081766768,-24.31860537883156,0.8494671976211517,-0.09805889265657887,41.58039288144178,620,0.4,23,0.4782608695652174,-31.451414576081326,-38.52482372826068,
trend_pullback_resumption_v1,LONG,stop_1p00_target_1p50_h240,exam,987,347,35.157041540020266,-960.9662357505849,-178.31164608314032,0.7366413187011526,-0.1806602290609324,185.0128644409335,624,1.5817307692307692,24,0.16666666666666666,-185.75685294695953,-193.16987617038316,
trend_pullback_resumption_v1,SHORT,stop_0p50_target_0p75_h120,train,199,59,29.64824120603015,-120.53598463187782,-108.49524957538009,0.40353054812410766,-0.5452022591727641,108.49524957538009,1244,0.159967845659164,38,0.10526315789473684,-115.42101208103945,-122.20488438083372,-0.8327582432197735
trend_pullback_resumption_v1,SHORT,stop_0p50_target_0p75_h120,validation,329,100,30.3951367781155,-216.10440402826214,-151.76698498492107,0.4570791206248868,-0.46129782670188774,151.76698498492112,621,0.5297906602254429,24,0.041666666666666664,-158.69883918633067,-165.46173962908492,
trend_pullback_resumption_v1,SHORT,stop_0p50_target_0p75_h120,internal_test,257,83,32.295719844357976,-139.7795452628334,-108.58240668011217,0.49323212012460543,-0.422499636887596,109.7321115961158,620,0.41451612903225804,23,0.17391304347826086,-115.4804973800563,-122.2378765137828,
trend_pullback_resumption_v1,SHORT,stop_0p50_target_0p75_h120,exam,1060,339,31.9811320754717,-1032.8347299273432,-327.3356577782034,0.590592831597529,-0.3088072243190598,328.2855988029403,624,1.6987179487179487,24,0.08333333333333333,-334.74609396370573,-342.1280946260878,
trend_pullback_resumption_v1,SHORT,stop_0p75_target_1p125_h240,train,173,58,33.52601156069364,-92.37966977791883,-61.64978415959137,0.553142842049396,-0.35635713387047036,61.64978415959138,1244,0.13906752411575563,38,0.23684210526315788,-68.79745179061041,-75.84201767247613,-0.6136591346239222
trend_pullback_resumption_v1,SHORT,stop_0p75_target_1p125_h240,validation,309,106,34.3042071197411,-181.416415818763,-89.86267783887014,0.6147728603554727,-0.29081772763388397,93.650773337203,621,0.4975845410628019,24,0.25,-97.00223027556105,-104.04578775079902,
trend_pullback_resumption_v1,SHORT,stop_0p75_target_1p125_h240,internal_test,238,82,34.45378151260504,-145.5243429108256,-69.84405369331002,0.6122749311060518,-0.2934624104760925,69.84405369331002,620,0.38387096774193546,23,0.30434782608695654,-76.87651292912047,-83.85367016208615,
trend_pullback_resumption_v1,SHORT,stop_0p75_target_1p125_h240,exam,957,322,33.646812957157785,-1055.582792819487,-221.8377934085292,0.6745740367911397,-0.2318054267591737,222.965987819276,624,1.5336538461538463,24,0.041666666666666664,-229.27347718421083,-236.68356294986202,
trend_pullback_resumption_v1,SHORT,stop_1p00_target_1p50_h240,train,173,55,31.791907514450866,-131.4244708212148,-60.49266343860785,0.5519962933138486,-0.34966857478964075,60.49266343860786,1244,0.13906752411575563,38,0.3157894736842105,-67.70642114383013,-74.8655868203195,-0.6009091656043439
trend_pullback_resumption_v1,SHORT,stop_1p00_target_1p50_h240,validation,309,94,30.42071197411003,-316.42775832587995,-107.73827675054581,0.5475319312577539,-0.348667562299501,109.5760866416726,621,0.4975845410628019,24,0.20833333333333334,-114.92310380613596,-122.0363192641209,
trend_pullback_resumption_v1,SHORT,stop_1p00_target_1p50_h240,internal_test,238,90,37.81512605042017,-111.08131625069397,-40.256576534355084,0.7539889846493781,-0.16914527955611383,40.25657653435507,620,0.38387096774193546,23,0.391304347826087,-47.40962504788089,-54.525418365919954,
trend_pullback_resumption_v1,SHORT,stop_1p00_target_1p50_h240,exam,956,356,37.23849372384937,-445.1996470893052,-118.80202352250993,0.8124571030350755,-0.12426989908212335,119.22953641295862,624,1.5320512820512822,24,0.125,-126.2554805324804,-133.69753287722847,
session_opening_drive_v1,LONG,stop_0p50_target_0p75_h120,train,2,1,50.0,-0.8712938872681965,-0.667293763274215,0.5108709747850829,-0.3336468816371075,1.3642489586076283,1244,0.001607717041800643,2,0.5,-1.3642489586076283,-1.3642489586076283,-1.3642489586076283
session_opening_drive_v1,LONG,stop_0p50_target_0p75_h120,validation,4,2,50.0,0.5016549323753026,0.1992453823238316,1.0818017580127186,0.0498113455809579,2.4357102727896476,621,0.00644122383252818,3,0.6666666666666666,-2.4357102727896476,-2.4357102727896476,
session_opening_drive_v1,LONG,stop_0p50_target_0p75_h120,internal_test,3,1,33.333333333333336,-1.5252640417768157,-1.2312776052091836,0.5059389510366453,-0.4104258684030613,2.492156804898234,620,0.004838709677419355,3,0.3333333333333333,-2.492156804898234,-2.492156804898234,
session_opening_drive_v1,LONG,stop_0p50_target_0p75_h120,exam,28,6,21.428571428571427,-67.30514340122073,-15.710396137191184,0.348631680898138,-0.5610855763282565,17.12483113545506,624,0.04487179487179487,11,0.2727272727272727,-22.739534805998083,-24.119067010893982,
session_opening_drive_v1,LONG,stop_0p75_target_1p125_h240,train,2,2,100.0,2.1060214019498087,2.2198525751840705,,1.1099262875920353,0.0,1244,0.001607717041800643,2,1.0,0.0,0.0,0.9646367968889358
session_opening_drive_v1,LONG,stop_0p75_target_1p125_h240,validation,4,2,50.0,2.974173610139279,0.45989270255195147,1.198965970811485,0.11497317563798787,1.2101063333851083,621,0.00644122383252818,3,0.6666666666666666,-2.311413859748348,-2.311413859748348,
session_opening_drive_v1,LONG,stop_0p75_target_1p125_h240,internal_test,3,0,0.0,-6.567765991041814,-3.4920205818457624,0.0,-1.164006860615254,3.4920205818457624,620,0.004838709677419355,3,0.0,-3.4920205818457624,-3.4920205818457624,
session_opening_drive_v1,LONG,stop_0p75_target_1p125_h240,exam,28,8,28.571428571428573,-76.65140430606563,-9.816727361604734,0.5384034503697733,-0.3505974057715976,13.05642915101323,624,0.04487179487179487,11,0.2727272727272727,-17.00568682027383,-21.266899350674667,
session_opening_drive_v1,LONG,stop_1p00_target_1p50_h240,train,2,1,50.0,-1.145018330091721,-0.08730609907425468,0.9263726602801087,-0.04365304953712734,1.1857836967409519,1244,0.001607717041800643,2,0.5,-1.1857836967409519,-1.1857836967409519,-1.1857836967409519
session_opening_drive_v1,LONG,stop_1p00_target_1p50_h240,validation,4,3,75.0,12.548632576247195,3.0877728488051743,3.772787055168663,0.7719432122012935,1.1135989844764158,621,0.00644122383252818,3,0.6666666666666666,-1.113598984476416,-1.113598984476416,
session_opening_drive_v1,LONG,stop_1p00_target_1p50_h240,internal_test,3,0,0.0,-8.452565302870415,-3.3690154363842653,0.0,-1.1230051454614218,3.3690154363842653,620,0.004838709677419355,3,0.0,-3.3690154363842653,-3.3690154363842653,
session_opening_drive_v1,LONG,stop_1p00_target_1p50_h240,exam,28,8,28.571428571428573,-99.39377055623687,-9.366998614586315,0.5529674409134566,-0.3345356648066541,12.671414095034672,624,0.04487179487179487,11,0.2727272727272727,-16.63329832007063,-20.95372792023614,
session_opening_drive_v1,SHORT,stop_0p50_target_0p75_h120,train,5,3,60.0,-1.6282230125002315,0.12729971076440227,1.052425462792447,0.025459942152880454,1.2496518810044668,1244,0.0040192926045016075,4,0.75,-2.428203853314231,-2.428203853314231,-0.7403989803876471
session_opening_drive_v1,SHORT,stop_0p50_target_0p75_h120,validation,7,4,57.142857142857146,4.022568615641958,1.265269276852275,1.3273772145658724,0.18075275383603934,2.6376803783638647,621,0.011272141706924315,6,0.5,-3.864866644827803,-3.864866644827803,
session_opening_drive_v1,SHORT,stop_0p50_target_0p75_h120,internal_test,3,0,0.0,-5.034050634447188,-3.696900930943038,0.0,-1.232300310314346,3.696900930943038,620,0.004838709677419355,2,0.0,-3.696900930943038,-3.696900930943038,
session_opening_drive_v1,SHORT,stop_0p50_target_0p75_h120,exam,23,6,26.08695652173913,-20.152056658159125,-10.445130955066611,0.44852523926365234,-0.4541361284811571,11.83151540002646,624,0.03685897435897436,13,0.3076923076923077,-17.5539763815627,-18.940360826522543,
session_opening_drive_v1,SHORT,stop_0p75_target_1p125_h240,train,5,3,60.0,-1.6892963243060166,0.9181998071763126,1.401755487624506,0.18363996143526254,1.1664345873363078,1244,0.0040192926045016075,4,0.75,-2.28546923554282,-2.28546923554282,-0.6602659869251043
session_opening_drive_v1,SHORT,stop_0p75_target_1p125_h240,validation,7,4,57.142857142857146,7.085675840129716,1.8420906914586375,1.5149443746925688,0.26315581306551966,2.425803999179145,621,0.011272141706924315,6,0.5,-3.5772615101551484,-3.5772615101551484,
session_opening_drive_v1,SHORT,stop_0p75_target_1p125_h240,internal_test,3,0,0.0,-7.099253035004343,-3.464600620628875,0.0,-1.1548668735429581,3.4646006206288744,620,0.004838709677419355,2,0.0,-3.464600620628875,-3.464600620628875,
session_opening_drive_v1,SHORT,stop_0p75_target_1p125_h240,exam,23,6,26.08695652173913,-23.278030674051127,-9.636847481925654,0.47354648246119496,-0.4189933687793764,12.117884308766053,624,0.03685897435897436,13,0.3076923076923077,-16.90105256486197,-18.30522004483581,
session_opening_drive_v1,SHORT,stop_1p00_target_1p50_h240,train,5,3,60.0,-1.7564460250006904,1.306876228542436,1.5902511590853354,0.26137524570848725,1.1248259405022283,1244,0.0040192926045016075,4,0.75,-2.214101926657114,-2.214101926657114,-0.6201994901938329
session_opening_drive_v1,SHORT,stop_1p00_target_1p50_h240,validation,7,3,42.857142857142854,-1.3747509138685574,-0.3709220900753445,0.9175664099784374,-0.05298887001076353,3.386054279653016,621,0.011272141706924315,6,0.5,-4.499647412884967,-4.499647412884967,
session_opening_drive_v1,SHORT,stop_1p00_target_1p50_h240,internal_test,3,0,0.0,-9.16567071333882,-3.348840117370393,0.0,-1.1162800391234642,3.3488401173703926,620,0.004838709677419355,2,0.0,-3.348840117370393,-3.348840117370393,
session_opening_drive_v1,SHORT,stop_1p00_target_1p50_h240,exam,23,10,43.47826086956522,49.957060878947075,0.7651046605937757,1.055512360292859,0.033265420025816346,5.945266877428251,624,0.03685897435897436,13,0.38461538461538464,-6.587196697485485,-13.782600065236224,
session_range_break_v1,LONG,stop_0p50_target_0p75_h120,train,34,12,35.294117647058826,-13.825118257753703,-16.19457952445542,0.4628455670271556,-0.4763111624839831,20.257413912631296,1244,0.027331189710610933,22,0.3181818181818182,-22.54430376489487,-28.120403838785226,-0.8799294176497069
session_range_break_v1,LONG,stop_0p50_target_0p75_h120,validation,71,25,35.2112676056338,-30.869840389787527,-25.127331398387014,0.5573665146216125,-0.35390607603361995,32.6595162944807,621,0.1143317230273752,24,0.3333333333333333,-31.906272840855454,-38.392769793023724,
session_range_break_v1,LONG,stop_0p50_target_0p75_h120,internal_test,69,21,30.434782608695652,-43.77316630247102,-32.160649788026305,0.45339568849486017,-0.4660963737395118,33.55117663550549,620,0.11129032258064517,22,0.2727272727272727,-38.82457979034557,-45.235895889737456,
session_range_break_v1,LONG,stop_0p50_target_0p75_h120,exam,160,43,26.875,-200.68053563581526,-73.30642713471154,0.445953161989385,-0.45816516959194703,73.30642713471153,624,0.2564102564102564,24,0.25,-80.56713859296316,-87.64886392657942,
session_range_break_v1,LONG,stop_0p75_target_1p125_h240,train,34,10,29.41176470588235,-23.32738074057139,-17.153143250741113,0.4247908388389586,-0.5045042132570917,17.929297197367656,1244,0.027331189710610933,22,0.3181818181818182,-23.839452131898792,-29.820705943066063,-0.8598154896935551
session_range_break_v1,LONG,stop_0p75_target_1p125_h240,validation,71,29,40.84507042253521,-12.877561382349846,-9.63604497217339,0.8016730312526918,-0.13571894327004777,17.658842021365764,621,0.1143317230273752,24,0.5,-16.67223144634439,-23.578018258626475,
session_range_break_v1,LONG,stop_0p75_target_1p125_h240,internal_test,69,23,33.333333333333336,-48.23726227875795,-21.98173745383371,0.5844857671834639,-0.3185759051280248,22.130399147326635,620,0.11129032258064517,22,0.36363636363636365,-28.897164138729167,-35.65806492401816,
session_range_break_v1,LONG,stop_0p75_target_1p125_h240,exam,160,50,31.25,-236.02753504402776,-48.91140780469787,0.5904341874707775,-0.3056962987793617,49.681708424029345,624,0.2564102564102564,24,0.3333333333333333,-56.23569799827159,-63.44737200047663,
session_range_break_v1,LONG,stop_1p00_target_1p50_h240,train,34,11,32.35294117647059,-25.976447875866423,-14.01601112825274,0.48451782020052087,-0.41223562141919823,15.338736386515643,1244,0.027331189710610933,22,0.36363636363636365,-20.90552574509312,-27.180450024951494,-0.7546164354121133
session_range_break_v1,LONG,stop_1p00_target_1p50_h240,validation,71,28,39.436619718309856,-13.744840038787139,-9.406120846020677,0.8046500350202455,-0.13248057529606588,16.275230692896887,621,0.1143317230273752,24,0.5,-16.55796022281168,-23.615574597175048,
session_range_break_v1,LONG,stop_1p00_target_1p50_h240,internal_test,69,25,36.231884057971016,-45.824305510408976,-14.403406173887431,0.7057200014300399,-0.20874501701286133,17.430513905750633,620,0.11129032258064517,22,0.36363636363636365,-21.463115094872727,-28.4051107234728,
session_range_break_v1,LONG,stop_1p00_target_1p50_h240,exam,160,61,38.125,-105.78565826752902,-17.78824452521471,0.8311779376749497,-0.11117652828259192,21.11535794475314,624,0.2564102564102564,24,0.4583333333333333,-25.167951352377962,-32.47655493313162,
session_range_break_v1,SHORT,stop_0p50_target_0p75_h120,train,49,13,26.53061224489796,-32.75285881786671,-31.620872239542777,0.32532747557999414,-0.6453239232559752,31.669598626617272,1244,0.03938906752411576,26,0.23076923076923078,-38.09244502193655,-44.108430035449544,-0.9146897283522545
session_range_break_v1,SHORT,stop_0p50_target_0p75_h120,validation,85,31,36.470588235294116,-28.84646737536041,-25.772124186181884,0.6081291841263533,-0.30320146101390455,29.570498986526765,621,0.13687600644122383,23,0.34782608695652173,-32.7088090572436,-39.41378496397259,
session_range_break_v1,SHORT,stop_0p50_target_0p75_h120,internal_test,83,27,32.53012048192771,-40.57891188683761,-33.84661991983096,0.5077132145783206,-0.4077906014437464,40.69546147707813,620,0.1338709677419355,22,0.18181818181818182,-40.64191860258829,-47.268376004608776,
session_range_break_v1,SHORT,stop_0p50_target_0p75_h120,exam,166,44,26.50602409638554,-232.4597505157637,-74.01472116377754,0.4514683096402384,-0.4458718142396238,76.6200085960975,624,0.266025641025641,22,0.22727272727272727,-81.3651659165599,-88.54885739266508,
session_range_break_v1,SHORT,stop_0p75_target_1p125_h240,train,49,16,32.6530612244898,-31.36960464608226,-19.106018677964883,0.5175040890569964,-0.38991874852989555,20.607073804192567,1244,0.03938906752411576,26,0.4230769230769231,-25.919366052938646,-32.455245152865096,-0.7043744713885279
session_range_break_v1,SHORT,stop_0p75_target_1p125_h240,validation,85,30,35.294117647058826,-34.47445745026464,-22.222062272079842,0.647824720390054,-0.2614360267303511,25.91931198899255,621,0.13687600644122383,23,0.34782608695652173,-29.34512809841958,-36.30088644882483,
session_range_break_v1,SHORT,stop_0p75_target_1p125_h240,internal_test,83,35,42.16867469879518,-11.318904435751358,-7.74649283158961,0.8595482408394113,-0.09333123893481456,12.927048916583816,620,0.1338709677419355,22,0.45454545454545453,-14.770726220895167,-21.67435013300955,
session_range_break_v1,SHORT,stop_0p75_target_1p125_h240,exam,165,50,30.303030303030305,-218.00562812954809,-51.96573464476071,0.5786067495819414,-0.3149438463318831,54.41070969829612,624,0.2644230769230769,22,0.18181818181818182,-59.36902434016934,-66.68185481862812,
session_range_break_v1,SHORT,stop_1p00_target_1p50_h240,train,49,16,32.6530612244898,-29.95412068790667,-16.622181850681184,0.5636787842982643,-0.3392282010343099,20.009236912687726,1244,0.03938906752411576,26,0.34615384615384615,-23.686899215615632,-30.49342364463885,-0.6223330455597619
session_range_break_v1,SHORT,stop_1p00_target_1p50_h240,validation,85,30,35.294117647058826,-25.7715477671291,-19.22911217392968,0.6862800498661282,-0.22622484910505505,29.201309655092505,621,0.13687600644122383,23,0.43478260869565216,-26.446375410607143,-33.55077467619597,
session_range_break_v1,SHORT,stop_1p00_target_1p50_h240,internal_test,83,37,44.57831325301205,-3.7580386283744143,-1.1511009207221323,0.9774636224608084,-0.013868685791832924,11.853094857818572,620,0.1338709677419355,22,0.45454545454545453,-8.287194248374295,-15.335519554966066,
session_range_break_v1,SHORT,stop_1p00_target_1p50_h240,exam,165,58,35.15151515151515,-9.996532040537314,-29.02750434553294,0.7432654627951303,-0.17592426876080572,29.43881844102954,624,0.2644230769230769,22,0.3181818181818182,-36.46388187921426,-43.8509762961345,
volatility_expansion_break_v1,LONG,stop_0p50_target_0p75_h120,train,13,4,30.76923076923077,-8.010356981264005,-6.493353520129256,0.4328427299190802,-0.499488732317635,7.596883324291943,1244,0.01045016077170418,4,0.25,-11.448946989964192,-11.448946989964192,-1.4095978574083452
volatility_expansion_break_v1,LONG,stop_0p50_target_0p75_h120,validation,0,0,0.0,0,0,,0.0,0.0,621,0.0,0,0.0,0,0,
volatility_expansion_break_v1,LONG,stop_0p50_target_0p75_h120,internal_test,3,0,0.0,-4.21092016504402,-3.8237756667020975,0.0,-1.274591888900699,3.8237756667020975,620,0.004838709677419355,1,0.0,-3.8237756667020975,-3.8237756667020975,
volatility_expansion_break_v1,LONG,stop_0p50_target_0p75_h120,exam,123,36,29.26829268292683,-69.15098282215195,-46.831947114927274,0.5177511981659889,-0.38074753751973395,47.205964127427464,624,0.1971153846153846,10,0.2,-54.200427872545305,-61.403673725024476,
volatility_expansion_break_v1,LONG,stop_0p75_target_1p125_h240,train,8,3,37.5,-4.063693451677945,-1.9711509876102478,0.6659429356847998,-0.24639387345128105,4.7131104184195864,1244,0.006430868167202572,4,0.25,-5.900641531562896,-5.900641531562896,-1.2356650540006755
volatility_expansion_break_v1,LONG,stop_0p75_target_1p125_h240,validation,0,0,0.0,0,0,,0.0,0.0,621,0.0,0,0.0,0,0,
volatility_expansion_break_v1,LONG,stop_0p75_target_1p125_h240,internal_test,2,0,0.0,-4.0083080210137165,-2.35548044298151,0.0,-1.177740221490755,2.35548044298151,620,0.0032258064516129032,1,0.0,-2.35548044298151,-2.35548044298151,
volatility_expansion_break_v1,LONG,stop_0p75_target_1p125_h240,exam,97,28,28.8659793814433,-151.6881534372911,-34.43094887049475,0.5364189398954492,-0.3549582357782965,34.782347548178464,624,0.15544871794871795,10,0.2,-41.748569194264235,-48.94327704376739,
volatility_expansion_break_v1,LONG,stop_1p00_target_1p50_h240,train,8,2,25.0,-8.445327169489342,-4.120739142380712,0.4016312462264375,-0.5150923927975891,4.5395129096686535,1244,0.006430868167202572,4,0.0,-6.886621529606309,-6.886621529606309,-1.2080005213648066
volatility_expansion_break_v1,LONG,stop_1p00_target_1p50_h240,validation,0,0,0.0,0,0,,0.0,0.0,621,0.0,0,0.0,0,0,
volatility_expansion_break_v1,LONG,stop_1p00_target_1p50_h240,internal_test,2,0,0.0,-5.1448157872773965,-2.2671855856254446,0.0,-1.1335927928127223,2.2671855856254446,620,0.0032258064516129032,1,0.0,-2.2671855856254446,-2.2671855856254446,
volatility_expansion_break_v1,LONG,stop_1p00_target_1p50_h240,exam,97,30,30.927835051546392,-252.97255941639057,-27.610183006769997,0.6097598211446984,-0.2846410619254639,31.639025866513983,624,0.15544871794871795,10,0.3,-34.923746406667796,-42.18166334862508,
volatility_expansion_break_v1,SHORT,stop_0p50_target_0p75_h120,train,14,4,28.571428571428573,-9.044912676569547,-9.624069555386534,0.3329005003924615,-0.6874335396704668,10.57284732939609,1244,0.011254019292604502,5,0.2,-14.426737782067702,-14.426737782067702,-1.990532985066646
volatility_expansion_break_v1,SHORT,stop_0p50_target_0p75_h120,validation,9,4,44.44444444444444,-2.210050264840386,-1.6369543930544794,0.7431263237048908,-0.18188382145049772,2.6851696947391694,621,0.014492753623188406,7,0.42857142857142855,-6.372604685167758,-6.372604685167758,
volatility_expansion_break_v1,SHORT,stop_0p50_target_0p75_h120,internal_test,2,0,0.0,-2.8358594212840114,-2.5455682290180492,0.0,-1.2727841145090246,2.5455682290180492,620,0.0032258064516129032,1,0.0,-2.5455682290180492,-2.5455682290180492,
volatility_expansion_break_v1,SHORT,stop_0p50_target_0p75_h120,exam,132,35,26.515151515151516,-143.34416290592864,-59.08196896298509,0.45241400643748114,-0.44759067396200825,64.46121285701527,624,0.21153846153846154,13,0.07692307692307693,-66.39213871684507,-73.49842273714273,
volatility_expansion_break_v1,SHORT,stop_0p75_target_1p125_h240,train,11,4,36.36363636363637,-5.4432622988916535,-4.019247072425088,0.5636748299521949,-0.36538609749318984,5.6380623393184,1244,0.008842443729903537,4,0.25,-9.211586560511115,-9.211586560511115,-1.7784533418154553
volatility_expansion_break_v1,SHORT,stop_0p75_target_1p125_h240,validation,8,2,25.0,-9.353179708719663,-4.609747617825436,0.34921105000096625,-0.5762184522281794,4.609747617825436,621,0.01288244766505636,7,0.2857142857142857,-7.083321893883232,-7.083321893883232,
volatility_expansion_break_v1,SHORT,stop_0p75_target_1p125_h240,internal_test,2,1,50.0,-0.2077465793421549,0.1362878473210436,1.1172242946286652,0.0681439236605218,1.1626245886381024,620,0.0032258064516129032,1,1.0,-1.1626245886381024,-1.1626245886381024,
volatility_expansion_break_v1,SHORT,stop_0p75_target_1p125_h240,exam,111,34,30.63063063063063,-73.86756129903972,-34.18497795071599,0.587919816032589,-0.3079727743307747,38.70039785672415,624,0.1778846153846154,13,0.15384615384615385,-41.566634648974556,-48.82244948219068,
volatility_expansion_break_v1,SHORT,stop_1p00_target_1p50_h240,train,11,6,54.54545454545455,6.115077739359898,1.7284786606152691,1.2697599840530567,0.15713442369229716,2.2081989214700197,1244,0.008842443729903537,4,0.75,-5.186415763301553,-6.4074687232903615,-1.1769816338169585
volatility_expansion_break_v1,SHORT,stop_1p00_target_1p50_h240,validation,8,1,12.5,-16.62802153624867,-6.71810572652063,0.1578458438923036,-0.8397632158150788,6.718105726520631,621,0.01288244766505636,7,0.14285714285714285,-7.977287385923089,-7.977287385923089,
volatility_expansion_break_v1,SHORT,stop_1p00_target_1p50_h240,internal_test,2,1,50.0,-0.0761852539375365,0.2272158854908135,1.2025153980190277,0.11360794274540675,1.1219684414785343,620,0.0032258064516129032,1,1.0,-1.1219684414785343,-1.1219684414785343,
volatility_expansion_break_v1,SHORT,stop_1p00_target_1p50_h240,exam,111,36,32.432432432432435,-83.06732224866145,-27.174668772323464,0.6572570066357701,-0.24481683578669788,30.046803761480593,624,0.1778846153846154,13,0.15384615384615385,-34.58559296733674,-41.893224148670875,
