candidate_id,campaign_id,family_id,direction,decision_time_utc,entry_time_utc,model_score,stress_net_r
MACRO_REPRICING_V1:1583132400000:INFLATION_REPRICING:SHORT,MACRO_REPRICING_V1,INFLATION_REPRICING,SHORT,2020-03-02T07:00:00.000Z,2020-03-02T07:00:00.000Z,-0.3528285198323142,1.4000000000000292
CFTC_POSITIONING_V1:1583154000000:COT_TREND_CONFIRM:SHORT,CFTC_POSITIONING_V1,COT_TREND_CONFIRM,SHORT,2020-03-02T13:00:00.000Z,2020-03-02T13:00:00.000Z,-0.6186469054160343,-1.1
MACRO_REPRICING_V1:1583154000000:INFLATION_REPRICING:SHORT,MACRO_REPRICING_V1,INFLATION_REPRICING,SHORT,2020-03-02T13:00:00.000Z,2020-03-02T13:00:00.000Z,-0.6186469054160343,-1.1
CFTC_POSITIONING_V1:1583218800000:COT_TREND_CONFIRM:SHORT,CFTC_POSITIONING_V1,COT_TREND_CONFIRM,SHORT,2020-03-03T07:00:00.000Z,2020-03-03T07:00:00.000Z,-0.5505797012055271,-1.1
MACRO_REPRICING_V1:1583218800000:INFLATION_REPRICING:SHORT,MACRO_REPRICING_V1,INFLATION_REPRICING,SHORT,2020-03-03T07:00:00.000Z,2020-03-03T07:00:00.000Z,-0.5505797012055271,-1.1
MACRO_REPRICING_V1:1583240400000:INFLATION_REPRICING:SHORT,MACRO_REPRICING_V1,INFLATION_REPRICING,SHORT,2020-03-03T13:00:00.000Z,2020-03-03T13:00:00.000Z,0.1051441219174509,-1.1
MACRO_REPRICING_V1:1583305200000:REAL_YIELD_SHOCK:LONG,MACRO_REPRICING_V1,REAL_YIELD_SHOCK,LONG,2020-03-04T07:00:00.000Z,2020-03-04T07:00:00.000Z,-0.3333462276733526,-1.1
MACRO_REPRICING_V1:1583326800000:REAL_YIELD_SHOCK:LONG,MACRO_REPRICING_V1,REAL_YIELD_SHOCK,LONG,2020-03-04T13:00:00.000Z,2020-03-04T13:00:00.000Z,-0.519044248858255,-1.1
MACRO_REPRICING_V1:1583737200000:INFLATION_REPRICING:SHORT,MACRO_REPRICING_V1,INFLATION_REPRICING,SHORT,2020-03-09T07:00:00.000Z,2020-03-09T07:00:00.000Z,-0.18934023476670475,-1.1
MACRO_REPRICING_V1:1583737200000:YIELD_USD_AGREEMENT:LONG,MACRO_REPRICING_V1,YIELD_USD_AGREEMENT,LONG,2020-03-09T07:00:00.000Z,2020-03-09T07:00:00.000Z,-0.5888407024937902,1.4000000000000155
MACRO_REPRICING_V1:1583758800000:INFLATION_REPRICING:SHORT,MACRO_REPRICING_V1,INFLATION_REPRICING,SHORT,2020-03-09T13:00:00.000Z,2020-03-09T13:00:00.000Z,-0.7587088083931635,-1.1
MACRO_REPRICING_V1:1583758800000:YIELD_USD_AGREEMENT:LONG,MACRO_REPRICING_V1,YIELD_USD_AGREEMENT,LONG,2020-03-09T13:00:00.000Z,2020-03-09T13:00:00.000Z,-0.5777224703169825,-1.1
MACRO_REPRICING_V1:1583823600000:REAL_YIELD_SHOCK:SHORT,MACRO_REPRICING_V1,REAL_YIELD_SHOCK,SHORT,2020-03-10T07:00:00.000Z,2020-03-10T07:00:00.000Z,0.13174850449567688,-1.1
