attempt_no,variant_id,regime_owner,mechanic,raw_signal_count,minimum_era_raw_signal_count,parameters_json
36269,118369c89b61dbba,CHOP,CHOP_M15_AR1_MEAN_REVERSION,148,24,"{""flow_alignment_min"":0.01,""geometry_id"":""FAST"",""half_life_max"":36.0,""m15_state_age_m5_max"":1,""m5_alignment_min"":0.0,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.35,""phi_max"":0.995,""phi_min"":0.3,""session"":""NY"",""stationarity_window"":768,""z_abs_min"":1.25}"
36270,12bc2e22cd0ecab9,CHOP,CHOP_M15_AR1_MEAN_REVERSION,347,37,"{""flow_alignment_min"":-0.03,""geometry_id"":""FAST"",""half_life_max"":36.0,""m15_state_age_m5_max"":1,""m5_alignment_min"":-0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.35,""phi_max"":0.97,""phi_min"":0.8,""session"":""ASIA"",""stationarity_window"":192,""z_abs_min"":1.75}"
36271,132192cb92e991b0,CHOP,CHOP_M15_AR1_MEAN_REVERSION,357,50,"{""flow_alignment_min"":0.0,""geometry_id"":""TREND"",""half_life_max"":96.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":0.0,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.35,""phi_max"":0.995,""phi_min"":0.8,""session"":""LONDON"",""stationarity_window"":768,""z_abs_min"":1.75}"
36272,134025c866162fe7,CHOP,CHOP_M15_AR1_MEAN_REVERSION,3531,776,"{""flow_alignment_min"":0.01,""geometry_id"":""FAST"",""half_life_max"":96.0,""m15_state_age_m5_max"":0,""m5_alignment_min"":0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.15,""phi_max"":0.995,""phi_min"":0.6,""session"":""ALL"",""stationarity_window"":384,""z_abs_min"":0.75}"
36273,14465fe2eb15f31b,CHOP,CHOP_M15_AR1_MEAN_REVERSION,3746,787,"{""flow_alignment_min"":-0.03,""geometry_id"":""TREND"",""half_life_max"":96.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.7,""phi_max"":0.995,""phi_min"":0.3,""session"":""ASIA"",""stationarity_window"":384,""z_abs_min"":1.25}"
36274,16727a94864ea00a,CHOP,CHOP_M15_AR1_MEAN_REVERSION,120,19,"{""flow_alignment_min"":0.01,""geometry_id"":""BALANCED"",""half_life_max"":12.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":0.0,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.7,""phi_max"":0.9,""phi_min"":0.8,""session"":""ALL"",""stationarity_window"":192,""z_abs_min"":1.75}"
36275,1713c5523f313c5e,CHOP,CHOP_M15_AR1_MEAN_REVERSION,250,30,"{""flow_alignment_min"":0.01,""geometry_id"":""FAST"",""half_life_max"":12.0,""m15_state_age_m5_max"":1,""m5_alignment_min"":0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.35,""phi_max"":0.995,""phi_min"":0.3,""session"":""LONDON"",""stationarity_window"":192,""z_abs_min"":1.25}"
36276,17bec6a94aeb842b,CHOP,CHOP_M15_AR1_MEAN_REVERSION,242,54,"{""flow_alignment_min"":0.01,""geometry_id"":""EXTENDED"",""half_life_max"":12.0,""m15_state_age_m5_max"":1,""m5_alignment_min"":-0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.35,""phi_max"":0.97,""phi_min"":0.3,""session"":""NY"",""stationarity_window"":192,""z_abs_min"":1.25}"
36277,17cec1c6ac19ddd4,CHOP,CHOP_M15_AR1_MEAN_REVERSION,145,29,"{""flow_alignment_min"":-0.03,""geometry_id"":""BALANCED"",""half_life_max"":36.0,""m15_state_age_m5_max"":0,""m5_alignment_min"":0.0,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.7,""phi_max"":0.9,""phi_min"":0.8,""session"":""ALL"",""stationarity_window"":192,""z_abs_min"":1.25}"
36278,1818a3bf6d24ce2c,CHOP,CHOP_M15_AR1_MEAN_REVERSION,130,26,"{""flow_alignment_min"":-0.03,""geometry_id"":""BALANCED"",""half_life_max"":12.0,""m15_state_age_m5_max"":1,""m5_alignment_min"":0.0,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.7,""phi_max"":0.97,""phi_min"":0.8,""session"":""ASIA"",""stationarity_window"":384,""z_abs_min"":1.25}"
36279,188c087c1718f3c0,CHOP,CHOP_M15_AR1_MEAN_REVERSION,242,56,"{""flow_alignment_min"":0.0,""geometry_id"":""BALANCED"",""half_life_max"":96.0,""m15_state_age_m5_max"":0,""m5_alignment_min"":-0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.7,""phi_max"":0.995,""phi_min"":0.6,""session"":""LONDON"",""stationarity_window"":192,""z_abs_min"":1.75}"
36280,188cb81d6a9cd05c,CHOP,CHOP_M15_AR1_MEAN_REVERSION,1616,372,"{""flow_alignment_min"":0.01,""geometry_id"":""FAST"",""half_life_max"":36.0,""m15_state_age_m5_max"":1,""m5_alignment_min"":0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.7,""phi_max"":0.97,""phi_min"":0.3,""session"":""ALL"",""stationarity_window"":384,""z_abs_min"":0.75}"
36281,18c737b32b405988,CHOP,CHOP_M15_AR1_MEAN_REVERSION,290,31,"{""flow_alignment_min"":0.0,""geometry_id"":""TREND"",""half_life_max"":96.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.35,""phi_max"":0.97,""phi_min"":0.8,""session"":""ASIA"",""stationarity_window"":192,""z_abs_min"":1.75}"
36282,190add4cb6129ab9,CHOP,CHOP_M15_AR1_MEAN_REVERSION,162,27,"{""flow_alignment_min"":-0.03,""geometry_id"":""EXTENDED"",""half_life_max"":12.0,""m15_state_age_m5_max"":0,""m5_alignment_min"":-0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.7,""phi_max"":0.9,""phi_min"":0.6,""session"":""NY"",""stationarity_window"":192,""z_abs_min"":0.75}"
36283,197b834106b77d22,CHOP,CHOP_M15_AR1_MEAN_REVERSION,1597,363,"{""flow_alignment_min"":-0.03,""geometry_id"":""TREND"",""half_life_max"":36.0,""m15_state_age_m5_max"":0,""m5_alignment_min"":0.0,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.35,""phi_max"":0.97,""phi_min"":0.8,""session"":""ALL"",""stationarity_window"":384,""z_abs_min"":0.75}"
36284,198c09d8e1c61653,CHOP,CHOP_M15_AR1_MEAN_REVERSION,4321,983,"{""flow_alignment_min"":0.01,""geometry_id"":""FAST"",""half_life_max"":36.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":-0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.15,""phi_max"":0.97,""phi_min"":0.6,""session"":""ALL"",""stationarity_window"":192,""z_abs_min"":0.75}"
36285,1ad96d18b970f731,CHOP,CHOP_M15_AR1_MEAN_REVERSION,547,107,"{""flow_alignment_min"":-0.03,""geometry_id"":""FAST"",""half_life_max"":12.0,""m15_state_age_m5_max"":1,""m5_alignment_min"":-0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.7,""phi_max"":0.995,""phi_min"":0.6,""session"":""LONDON"",""stationarity_window"":192,""z_abs_min"":1.25}"
36286,1b0e08b3424e7892,CHOP,CHOP_M15_AR1_MEAN_REVERSION,248,49,"{""flow_alignment_min"":0.0,""geometry_id"":""TREND"",""half_life_max"":36.0,""m15_state_age_m5_max"":0,""m5_alignment_min"":0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.35,""phi_max"":0.97,""phi_min"":0.8,""session"":""NY"",""stationarity_window"":192,""z_abs_min"":1.75}"
36287,1b0e28b5724d98dc,CHOP,CHOP_M15_AR1_MEAN_REVERSION,405,86,"{""flow_alignment_min"":-0.03,""geometry_id"":""BALANCED"",""half_life_max"":12.0,""m15_state_age_m5_max"":0,""m5_alignment_min"":0.0,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.15,""phi_max"":0.995,""phi_min"":0.8,""session"":""ASIA"",""stationarity_window"":192,""z_abs_min"":0.75}"
36288,1d19b469d234abef,CHOP,CHOP_M15_AR1_MEAN_REVERSION,639,141,"{""flow_alignment_min"":-0.03,""geometry_id"":""EXTENDED"",""half_life_max"":12.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":0.0,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.7,""phi_max"":0.97,""phi_min"":0.6,""session"":""ALL"",""stationarity_window"":384,""z_abs_min"":1.25}"
36289,1d7739fb9e2607ef,CHOP,CHOP_M15_AR1_MEAN_REVERSION,612,133,"{""flow_alignment_min"":-0.03,""geometry_id"":""EXTENDED"",""half_life_max"":96.0,""m15_state_age_m5_max"":0,""m5_alignment_min"":0.0,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.15,""phi_max"":0.97,""phi_min"":0.3,""session"":""NY"",""stationarity_window"":192,""z_abs_min"":1.25}"
36290,1e4b9960ecdf5f35,CHOP,CHOP_M15_AR1_MEAN_REVERSION,318,66,"{""flow_alignment_min"":-0.03,""geometry_id"":""EXTENDED"",""half_life_max"":12.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":0.0,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.35,""phi_max"":0.97,""phi_min"":0.6,""session"":""NY"",""stationarity_window"":192,""z_abs_min"":1.75}"
36291,1e788765fc9e9c7e,CHOP,CHOP_M15_AR1_MEAN_REVERSION,254,36,"{""flow_alignment_min"":0.0,""geometry_id"":""TREND"",""half_life_max"":36.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":-0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.7,""phi_max"":0.9,""phi_min"":0.6,""session"":""ASIA"",""stationarity_window"":192,""z_abs_min"":0.75}"
36292,1e85d300719fc013,CHOP,CHOP_M15_AR1_MEAN_REVERSION,261,60,"{""flow_alignment_min"":0.0,""geometry_id"":""EXTENDED"",""half_life_max"":12.0,""m15_state_age_m5_max"":0,""m5_alignment_min"":-0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.35,""phi_max"":0.97,""phi_min"":0.8,""session"":""ALL"",""stationarity_window"":384,""z_abs_min"":0.75}"
36293,1e8b4295703a2acd,CHOP,CHOP_M15_AR1_MEAN_REVERSION,306,50,"{""flow_alignment_min"":0.0,""geometry_id"":""EXTENDED"",""half_life_max"":96.0,""m15_state_age_m5_max"":1,""m5_alignment_min"":0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.15,""phi_max"":0.995,""phi_min"":0.6,""session"":""NY"",""stationarity_window"":768,""z_abs_min"":1.75}"
36294,1e94133ce6e24a2b,CHOP,CHOP_M15_AR1_MEAN_REVERSION,906,197,"{""flow_alignment_min"":0.01,""geometry_id"":""EXTENDED"",""half_life_max"":36.0,""m15_state_age_m5_max"":1,""m5_alignment_min"":0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.15,""phi_max"":0.995,""phi_min"":0.8,""session"":""ALL"",""stationarity_window"":192,""z_abs_min"":1.75}"
36295,1e9c1efa34859745,CHOP,CHOP_M15_AR1_MEAN_REVERSION,161,32,"{""flow_alignment_min"":-0.03,""geometry_id"":""TREND"",""half_life_max"":12.0,""m15_state_age_m5_max"":0,""m5_alignment_min"":0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.15,""phi_max"":0.995,""phi_min"":0.6,""session"":""ALL"",""stationarity_window"":384,""z_abs_min"":1.25}"
36296,1f01d85abcb75b02,CHOP,CHOP_M15_AR1_MEAN_REVERSION,1979,334,"{""flow_alignment_min"":0.01,""geometry_id"":""FAST"",""half_life_max"":96.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":-0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.7,""phi_max"":0.995,""phi_min"":0.3,""session"":""ALL"",""stationarity_window"":768,""z_abs_min"":1.75}"
36297,1fec642f34abd48b,CHOP,CHOP_M15_AR1_MEAN_REVERSION,6415,1419,"{""flow_alignment_min"":-0.03,""geometry_id"":""FAST"",""half_life_max"":36.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":0.0,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.35,""phi_max"":0.995,""phi_min"":0.6,""session"":""ASIA"",""stationarity_window"":192,""z_abs_min"":0.75}"
36298,2051307f6af9cb43,CHOP,CHOP_M15_AR1_MEAN_REVERSION,270,48,"{""flow_alignment_min"":-0.03,""geometry_id"":""FAST"",""half_life_max"":12.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":-0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.15,""phi_max"":0.995,""phi_min"":0.3,""session"":""LONDON"",""stationarity_window"":192,""z_abs_min"":1.25}"
36299,20ff47716fe5bc71,CHOP,CHOP_M15_AR1_MEAN_REVERSION,588,138,"{""flow_alignment_min"":0.01,""geometry_id"":""FAST"",""half_life_max"":12.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":0.0,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.7,""phi_max"":0.97,""phi_min"":0.8,""session"":""ALL"",""stationarity_window"":384,""z_abs_min"":0.75}"
36300,21cd73328664ffe8,CHOP,CHOP_M15_AR1_MEAN_REVERSION,146,25,"{""flow_alignment_min"":0.01,""geometry_id"":""BALANCED"",""half_life_max"":96.0,""m15_state_age_m5_max"":1,""m5_alignment_min"":0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.7,""phi_max"":0.9,""phi_min"":0.8,""session"":""NY"",""stationarity_window"":192,""z_abs_min"":0.75}"
36301,23600c4359ca5194,CHOP,CHOP_M15_AR1_MEAN_REVERSION,368,63,"{""flow_alignment_min"":0.01,""geometry_id"":""BALANCED"",""half_life_max"":36.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.15,""phi_max"":0.995,""phi_min"":0.6,""session"":""LONDON"",""stationarity_window"":384,""z_abs_min"":1.75}"
36302,236eec47d3f92bbd,CHOP,CHOP_M15_AR1_MEAN_REVERSION,394,83,"{""flow_alignment_min"":-0.03,""geometry_id"":""FAST"",""half_life_max"":96.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":0.0,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.15,""phi_max"":0.97,""phi_min"":0.3,""session"":""NY"",""stationarity_window"":384,""z_abs_min"":1.75}"
36303,258febce2f97a316,CHOP,CHOP_M15_AR1_MEAN_REVERSION,2113,449,"{""flow_alignment_min"":-0.03,""geometry_id"":""BALANCED"",""half_life_max"":96.0,""m15_state_age_m5_max"":0,""m5_alignment_min"":0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.7,""phi_max"":0.995,""phi_min"":0.6,""session"":""ALL"",""stationarity_window"":384,""z_abs_min"":1.75}"
