evidence_partition,date_utc,utc_block_start_ms,candidate_time_utc,candidate_time_msc,side,signed_update_imbalance,displacement_price,entry_time_msc,entry_delay_ms,entry_bid,entry_ask,exit_time_msc,exit_delay_ms,exit_bid,exit_ask,observed_bidask_move,base_pnl_dollars,stress_pnl_dollars,reference_lot
EARLY_REPLICATION,2020-02-25,1582660800000,2020-02-25T23:40:24.993000Z,1582674024993,SHORT,-0.76,-0.8299999999999272,1582674025205,212,1638.288,1638.592,1582674145708,503,1638.188,1638.592,-0.3040000000000873,-0.4040000000000873,-0.6040000000000874,0.01
EARLY_REPLICATION,2020-02-26,1582675200000,2020-02-26T00:00:05.114000Z,1582675205114,SHORT,-0.8571428571428571,-0.9670000000000982,1582675205970,856,1638.878,1639.235,1582675326430,460,1639.775,1640.145,-1.2670000000000528,-1.3670000000000528,-1.5670000000000528,0.01
EARLY_REPLICATION,2020-02-26,1582718400000,2020-02-26T12:25:19.301000Z,1582719919301,SHORT,-0.8823529411764706,-0.6050000000000182,1582719919446,145,1644.208,1644.545,1582720039518,72,1644.745,1645.042,-0.8339999999998327,-0.9339999999998326,-1.1339999999998327,0.01
EARLY_REPLICATION,2020-02-26,1582732800000,2020-02-26T18:02:33.191000Z,1582740153191,SHORT,-0.75,-0.6485000000000127,1582740153241,50,1638.788,1639.115,1582740274483,1242,1640.248,1640.565,-1.7770000000000437,-1.8770000000000437,-2.0770000000000435,0.01
EARLY_REPLICATION,2020-02-26,1582747200000,2020-02-26T23:02:40.137000Z,1582758160137,LONG,1.0,0.9864999999999782,1582758160187,50,1641.955,1642.392,1582758280416,229,1641.108,1641.502,-1.2840000000001055,-1.3840000000001056,-1.5840000000001055,0.01
EARLY_REPLICATION,2020-02-27,1582776000000,2020-02-27T04:07:02.008000Z,1582776422008,SHORT,-0.7894736842105263,-0.8179999999999836,1582776422097,89,1649.055,1649.272,1582776542133,36,1649.225,1649.562,-0.5069999999998345,-0.6069999999998344,-0.8069999999998345,0.01
EARLY_REPLICATION,2020-03-02,1583107200000,2020-03-02T00:56:32.314000Z,1583110592314,SHORT,-0.7575757575757576,-0.7935000000002219,1583110592663,349,1596.058,1596.385,1583110712934,271,1596.448,1596.795,-0.73700000000008,-0.83700000000008,-1.03700000000008,0.01
EARLY_REPLICATION,2020-03-02,1583121600000,2020-03-02T05:32:36.350000Z,1583127156350,LONG,0.84,0.650000000000091,1583127156400,50,1603.685,1604.002,1583127276532,132,1603.628,1603.932,-0.37400000000002365,-0.4740000000000236,-0.6740000000000237,0.01
EARLY_REPLICATION,2020-03-02,1583179200000,2020-03-02T23:37:11.742000Z,1583192231742,LONG,0.75,0.6849999999999454,1583192232039,297,1592.165,1592.452,1583192352340,301,1593.145,1593.562,0.6929999999999836,0.5929999999999837,0.39299999999998364,0.01
EARLY_REPLICATION,2020-03-03,1583193600000,2020-03-03T00:49:08.723000Z,1583196548723,SHORT,-0.7777777777777778,-0.6134999999999309,1583196548874,151,1590.078,1590.412,1583196669369,495,1590.658,1590.952,-0.8740000000000236,-0.9740000000000236,-1.1740000000000237,0.01
