signal_time_utc,completion_time_utc,matched_state_time_utc,vote_eurusd,vote_eurgbp,vote_eurjpy,dxy_source_time_utc,vote_dxy,dxy_age_minutes,four_valid_nonzero_votes,vote_sum,trade_candidate,side,candidate_id,year
2019-05-28 23:55:00+00:00,2019-05-29 00:00:00+00:00,2019-05-28 20:00:00+00:00,1.0,1.0,1.0,2019-05-28 20:55:00+00:00,-1.0,180.0,True,2.0,True,LONG,20190529T000000Z_LONG,2019
2019-05-29 23:55:00+00:00,2019-05-30 00:00:00+00:00,2019-05-29 20:00:00+00:00,-1.0,-1.0,-1.0,2019-05-29 20:55:00+00:00,-1.0,180.0,True,-4.0,True,SHORT,20190530T000000Z_SHORT,2019
2019-05-30 23:55:00+00:00,2019-05-31 00:00:00+00:00,2019-05-30 20:00:00+00:00,-1.0,1.0,-1.0,2019-05-30 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20190531T000000Z_SHORT,2019
2019-06-02 23:55:00+00:00,2019-06-03 00:00:00+00:00,2019-05-31 19:00:00+00:00,1.0,-1.0,1.0,,,,False,,False,CASH,20190603T000000Z_CASH,2019
2019-06-13 23:55:00+00:00,2019-06-14 00:00:00+00:00,2019-06-13 19:00:00+00:00,1.0,1.0,-1.0,2019-06-13 19:55:00+00:00,-1.0,240.0,True,0.0,False,CASH,20190614T000000Z_CASH,2019
2019-06-16 23:55:00+00:00,2019-06-17 00:00:00+00:00,2019-06-14 19:00:00+00:00,1.0,-1.0,1.0,,,,False,,False,CASH,20190617T000000Z_CASH,2019
2019-06-17 23:55:00+00:00,2019-06-18 00:00:00+00:00,2019-06-17 19:00:00+00:00,1.0,1.0,1.0,2019-06-17 19:55:00+00:00,-0.0,240.0,False,3.0,False,LONG,20190618T000000Z_LONG,2019
2019-06-18 23:55:00+00:00,2019-06-19 00:00:00+00:00,2019-06-18 19:00:00+00:00,1.0,-1.0,1.0,2019-06-18 19:55:00+00:00,-1.0,240.0,True,0.0,False,CASH,20190619T000000Z_CASH,2019
2019-06-23 23:55:00+00:00,2019-06-24 00:00:00+00:00,2019-06-21 19:00:00+00:00,1.0,1.0,1.0,,,,False,,False,CASH,20190624T000000Z_CASH,2019
2019-06-26 23:55:00+00:00,2019-06-27 00:00:00+00:00,2019-06-26 19:00:00+00:00,1.0,-1.0,1.0,2019-06-26 19:55:00+00:00,-1.0,240.0,True,0.0,False,CASH,20190627T000000Z_CASH,2019
2019-07-01 23:55:00+00:00,2019-07-02 00:00:00+00:00,2019-07-01 19:00:00+00:00,1.0,1.0,1.0,2019-07-01 19:55:00+00:00,1.0,240.0,True,4.0,True,LONG,20190702T000000Z_LONG,2019
2019-07-02 23:55:00+00:00,2019-07-03 00:00:00+00:00,2019-07-02 19:00:00+00:00,1.0,-1.0,-1.0,2019-07-02 19:55:00+00:00,-1.0,240.0,True,-2.0,True,SHORT,20190703T000000Z_SHORT,2019
2019-07-03 23:55:00+00:00,2019-07-04 00:00:00+00:00,2019-07-03 19:00:00+00:00,1.0,-1.0,-1.0,2019-07-03 19:55:00+00:00,-1.0,240.0,True,-2.0,True,SHORT,20190704T000000Z_SHORT,2019
2019-07-07 23:55:00+00:00,2019-07-08 00:00:00+00:00,2019-07-05 19:00:00+00:00,-1.0,1.0,-1.0,,,,False,,False,CASH,20190708T000000Z_CASH,2019
2019-07-11 23:55:00+00:00,2019-07-12 00:00:00+00:00,2019-07-11 19:00:00+00:00,-1.0,1.0,1.0,2019-07-11 19:55:00+00:00,1.0,240.0,True,2.0,True,LONG,20190712T000000Z_LONG,2019
2019-07-14 23:55:00+00:00,2019-07-15 00:00:00+00:00,2019-07-12 19:00:00+00:00,-1.0,1.0,-1.0,,,,False,,False,CASH,20190715T000000Z_CASH,2019
2019-07-15 23:55:00+00:00,2019-07-16 00:00:00+00:00,2019-07-15 19:00:00+00:00,-1.0,1.0,1.0,2019-07-15 19:55:00+00:00,-1.0,240.0,True,0.0,False,CASH,20190716T000000Z_CASH,2019
2019-07-17 23:55:00+00:00,2019-07-18 00:00:00+00:00,2019-07-17 19:00:00+00:00,0.0,-1.0,-1.0,2019-07-17 19:55:00+00:00,1.0,240.0,False,-1.0,False,CASH,20190718T000000Z_CASH,2019
2019-07-21 23:55:00+00:00,2019-07-22 00:00:00+00:00,2019-07-19 19:00:00+00:00,-1.0,-1.0,1.0,,,,False,,False,CASH,20190722T000000Z_CASH,2019
2019-07-23 23:55:00+00:00,2019-07-24 00:00:00+00:00,2019-07-23 19:00:00+00:00,-1.0,-1.0,1.0,2019-07-23 19:55:00+00:00,-1.0,240.0,True,-2.0,True,SHORT,20190724T000000Z_SHORT,2019
2019-07-25 23:55:00+00:00,2019-07-26 00:00:00+00:00,2019-07-25 19:00:00+00:00,-1.0,-1.0,1.0,2019-07-25 19:55:00+00:00,-1.0,240.0,True,-2.0,True,SHORT,20190726T000000Z_SHORT,2019
2019-07-29 23:55:00+00:00,2019-07-30 00:00:00+00:00,2019-07-29 19:00:00+00:00,-1.0,1.0,-1.0,2019-07-29 19:55:00+00:00,1.0,240.0,True,0.0,False,CASH,20190730T000000Z_CASH,2019
2019-08-13 23:55:00+00:00,2019-08-14 00:00:00+00:00,2019-08-13 19:00:00+00:00,1.0,-1.0,1.0,2019-08-13 19:55:00+00:00,-1.0,240.0,True,0.0,False,CASH,20190814T000000Z_CASH,2019
2019-08-14 23:55:00+00:00,2019-08-15 00:00:00+00:00,2019-08-14 19:00:00+00:00,-1.0,-1.0,1.0,2019-08-14 19:55:00+00:00,-1.0,240.0,True,-2.0,True,SHORT,20190815T000000Z_SHORT,2019
2019-08-15 23:55:00+00:00,2019-08-16 00:00:00+00:00,2019-08-15 19:00:00+00:00,1.0,1.0,-1.0,2019-08-15 19:55:00+00:00,1.0,240.0,True,2.0,True,LONG,20190816T000000Z_LONG,2019
2019-08-18 23:55:00+00:00,2019-08-19 00:00:00+00:00,2019-08-16 19:00:00+00:00,-1.0,-1.0,-1.0,,,,False,,False,CASH,20190819T000000Z_CASH,2019
2019-08-19 23:55:00+00:00,2019-08-20 00:00:00+00:00,2019-08-19 19:00:00+00:00,-1.0,-1.0,-1.0,2019-08-19 19:55:00+00:00,-1.0,240.0,True,-4.0,True,SHORT,20190820T000000Z_SHORT,2019
2019-08-20 23:55:00+00:00,2019-08-21 00:00:00+00:00,2019-08-20 19:00:00+00:00,-1.0,1.0,-1.0,2019-08-20 19:55:00+00:00,1.0,240.0,True,0.0,False,CASH,20190821T000000Z_CASH,2019
2019-08-22 23:55:00+00:00,2019-08-23 00:00:00+00:00,2019-08-22 19:00:00+00:00,1.0,1.0,1.0,2019-08-22 19:55:00+00:00,-1.0,240.0,True,2.0,True,LONG,20190823T000000Z_LONG,2019
2019-08-25 23:55:00+00:00,2019-08-26 00:00:00+00:00,2019-08-23 19:00:00+00:00,-1.0,-1.0,-1.0,,,,False,,False,CASH,20190826T000000Z_CASH,2019
2019-08-28 23:55:00+00:00,2019-08-29 00:00:00+00:00,2019-08-28 19:00:00+00:00,1.0,1.0,1.0,2019-08-28 19:55:00+00:00,-1.0,240.0,True,2.0,True,LONG,20190829T000000Z_LONG,2019
2019-08-29 23:55:00+00:00,2019-08-30 00:00:00+00:00,2019-08-29 19:00:00+00:00,1.0,1.0,-1.0,2019-08-29 19:55:00+00:00,1.0,240.0,True,2.0,True,LONG,20190830T000000Z_LONG,2019
2019-09-03 23:55:00+00:00,2019-09-04 00:00:00+00:00,2019-09-03 19:00:00+00:00,1.0,1.0,-1.0,2019-09-03 19:55:00+00:00,-1.0,240.0,True,0.0,False,CASH,20190904T000000Z_CASH,2019
2019-09-04 23:55:00+00:00,2019-09-05 00:00:00+00:00,2019-09-04 19:00:00+00:00,1.0,1.0,1.0,2019-09-04 19:55:00+00:00,1.0,240.0,True,4.0,True,LONG,20190905T000000Z_LONG,2019
2019-09-05 23:55:00+00:00,2019-09-06 00:00:00+00:00,2019-09-05 19:00:00+00:00,-1.0,1.0,1.0,2019-09-05 19:55:00+00:00,1.0,240.0,True,2.0,True,LONG,20190906T000000Z_LONG,2019
2019-09-08 23:55:00+00:00,2019-09-09 00:00:00+00:00,2019-09-06 19:00:00+00:00,-1.0,-1.0,1.0,,,,False,,False,CASH,20190909T000000Z_CASH,2019
2019-09-09 23:55:00+00:00,2019-09-10 00:00:00+00:00,2019-09-09 19:00:00+00:00,-1.0,-1.0,1.0,2019-09-09 19:55:00+00:00,-1.0,240.0,True,-2.0,True,SHORT,20190910T000000Z_SHORT,2019
2019-09-11 23:55:00+00:00,2019-09-12 00:00:00+00:00,2019-09-11 19:00:00+00:00,1.0,-1.0,1.0,2019-09-11 19:55:00+00:00,1.0,240.0,True,2.0,True,LONG,20190912T000000Z_LONG,2019
2019-09-12 23:55:00+00:00,2019-09-13 00:00:00+00:00,2019-09-12 19:00:00+00:00,-1.0,1.0,1.0,2019-09-12 19:55:00+00:00,-1.0,240.0,True,0.0,False,CASH,20190913T000000Z_CASH,2019
2019-09-15 23:55:00+00:00,2019-09-16 00:00:00+00:00,2019-09-13 19:00:00+00:00,1.0,1.0,-1.0,,,,False,,False,CASH,20190916T000000Z_CASH,2019
2019-09-16 23:55:00+00:00,2019-09-17 00:00:00+00:00,2019-09-16 19:00:00+00:00,-1.0,1.0,1.0,2019-09-16 19:55:00+00:00,1.0,240.0,True,2.0,True,LONG,20190917T000000Z_LONG,2019
2019-09-17 23:55:00+00:00,2019-09-18 00:00:00+00:00,2019-09-17 19:00:00+00:00,1.0,1.0,1.0,2019-09-17 19:55:00+00:00,1.0,240.0,True,4.0,True,LONG,20190918T000000Z_LONG,2019
2019-09-22 23:55:00+00:00,2019-09-23 00:00:00+00:00,2019-09-20 19:00:00+00:00,1.0,1.0,-1.0,,,,False,,False,CASH,20190923T000000Z_CASH,2019
2019-09-24 23:55:00+00:00,2019-09-25 00:00:00+00:00,2019-09-24 19:00:00+00:00,-1.0,1.0,1.0,2019-09-24 19:55:00+00:00,1.0,240.0,True,2.0,True,LONG,20190925T000000Z_LONG,2019
2019-09-25 23:55:00+00:00,2019-09-26 00:00:00+00:00,2019-09-25 19:00:00+00:00,1.0,1.0,-1.0,2019-09-25 19:55:00+00:00,1.0,240.0,True,2.0,True,LONG,20190926T000000Z_LONG,2019
2019-09-26 23:55:00+00:00,2019-09-27 00:00:00+00:00,2019-09-26 19:00:00+00:00,1.0,-1.0,-1.0,2019-09-26 19:55:00+00:00,-1.0,240.0,True,-2.0,True,SHORT,20190927T000000Z_SHORT,2019
2019-09-29 23:55:00+00:00,2019-09-30 00:00:00+00:00,2019-09-27 19:00:00+00:00,-1.0,-1.0,1.0,,,,False,,False,CASH,20190930T000000Z_CASH,2019
2019-09-30 23:55:00+00:00,2019-10-01 00:00:00+00:00,2019-09-30 19:00:00+00:00,1.0,1.0,-1.0,2019-09-30 19:55:00+00:00,-1.0,240.0,True,0.0,False,CASH,20191001T000000Z_CASH,2019
2019-10-01 23:55:00+00:00,2019-10-02 00:00:00+00:00,2019-10-01 19:00:00+00:00,1.0,-1.0,1.0,2019-10-01 19:55:00+00:00,1.0,240.0,True,2.0,True,LONG,20191002T000000Z_LONG,2019
2019-10-02 23:55:00+00:00,2019-10-03 00:00:00+00:00,2019-10-02 19:00:00+00:00,1.0,-1.0,-1.0,2019-10-02 19:55:00+00:00,1.0,240.0,True,0.0,False,CASH,20191003T000000Z_CASH,2019
2019-10-08 23:55:00+00:00,2019-10-09 00:00:00+00:00,2019-10-08 19:00:00+00:00,1.0,1.0,-1.0,2019-10-08 19:55:00+00:00,1.0,240.0,True,2.0,True,LONG,20191009T000000Z_LONG,2019
2019-10-13 23:55:00+00:00,2019-10-14 00:00:00+00:00,2019-10-11 19:00:00+00:00,-1.0,1.0,-1.0,,,,False,,False,CASH,20191014T000000Z_CASH,2019
2019-10-15 23:55:00+00:00,2019-10-16 00:00:00+00:00,2019-10-15 19:00:00+00:00,1.0,1.0,-1.0,2019-10-15 19:55:00+00:00,-1.0,240.0,True,0.0,False,CASH,20191016T000000Z_CASH,2019
2019-10-16 23:55:00+00:00,2019-10-17 00:00:00+00:00,2019-10-16 19:00:00+00:00,-1.0,-1.0,-1.0,2019-10-16 19:55:00+00:00,-1.0,240.0,True,-4.0,True,SHORT,20191017T000000Z_SHORT,2019
2019-10-17 23:55:00+00:00,2019-10-18 00:00:00+00:00,2019-10-17 19:00:00+00:00,-1.0,1.0,-1.0,2019-10-17 19:55:00+00:00,-1.0,240.0,True,-2.0,True,SHORT,20191018T000000Z_SHORT,2019
2019-10-20 23:55:00+00:00,2019-10-21 00:00:00+00:00,2019-10-18 19:00:00+00:00,-1.0,1.0,1.0,,,,False,,False,CASH,20191021T000000Z_CASH,2019
2019-10-21 23:55:00+00:00,2019-10-22 00:00:00+00:00,2019-10-21 19:00:00+00:00,1.0,-1.0,1.0,2019-10-21 19:55:00+00:00,1.0,240.0,True,2.0,True,LONG,20191022T000000Z_LONG,2019
2019-10-22 23:55:00+00:00,2019-10-23 00:00:00+00:00,2019-10-22 19:00:00+00:00,-1.0,1.0,-1.0,2019-10-22 19:55:00+00:00,1.0,240.0,True,0.0,False,CASH,20191023T000000Z_CASH,2019
2019-10-23 23:55:00+00:00,2019-10-24 00:00:00+00:00,2019-10-23 19:00:00+00:00,-1.0,-1.0,-1.0,2019-10-23 19:55:00+00:00,1.0,240.0,True,-2.0,True,SHORT,20191024T000000Z_SHORT,2019
2019-10-24 23:55:00+00:00,2019-10-25 00:00:00+00:00,2019-10-24 19:00:00+00:00,0.0,-1.0,-1.0,2019-10-24 19:55:00+00:00,-1.0,240.0,False,-3.0,False,SHORT,20191025T000000Z_SHORT,2019
2019-11-04 23:55:00+00:00,2019-11-05 00:00:00+00:00,2019-11-04 20:00:00+00:00,1.0,-1.0,1.0,2019-11-04 20:55:00+00:00,1.0,180.0,True,2.0,True,LONG,20191105T000000Z_LONG,2019
2019-11-14 23:55:00+00:00,2019-11-15 00:00:00+00:00,2019-11-14 20:00:00+00:00,-1.0,-1.0,1.0,2019-11-14 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20191115T000000Z_SHORT,2019
2019-11-24 23:55:00+00:00,2019-11-25 00:00:00+00:00,2019-11-22 20:00:00+00:00,1.0,-1.0,1.0,,,,False,,False,CASH,20191125T000000Z_CASH,2019
2019-12-02 23:55:00+00:00,2019-12-03 00:00:00+00:00,2019-12-02 20:00:00+00:00,-1.0,1.0,-1.0,2019-12-02 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20191203T000000Z_CASH,2019
2019-12-03 23:55:00+00:00,2019-12-04 00:00:00+00:00,2019-12-03 20:00:00+00:00,-1.0,-1.0,1.0,2019-12-03 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20191204T000000Z_SHORT,2019
2019-12-05 23:55:00+00:00,2019-12-06 00:00:00+00:00,2019-12-05 20:00:00+00:00,-1.0,1.0,-1.0,2019-12-05 20:55:00+00:00,-0.0,180.0,False,-1.0,False,CASH,20191206T000000Z_CASH,2019
2019-12-08 23:55:00+00:00,2019-12-09 00:00:00+00:00,2019-12-06 20:00:00+00:00,1.0,-1.0,1.0,,,,False,,False,CASH,20191209T000000Z_CASH,2019
2019-12-09 23:55:00+00:00,2019-12-10 00:00:00+00:00,2019-12-09 20:00:00+00:00,-1.0,-1.0,0.0,2019-12-09 20:55:00+00:00,1.0,180.0,False,-1.0,False,CASH,20191210T000000Z_CASH,2019
2019-12-15 23:55:00+00:00,2019-12-16 00:00:00+00:00,2019-12-13 20:00:00+00:00,-1.0,-1.0,-1.0,,,,False,,False,CASH,20191216T000000Z_CASH,2019
2019-12-16 23:55:00+00:00,2019-12-17 00:00:00+00:00,2019-12-16 20:00:00+00:00,-1.0,1.0,-1.0,2019-12-16 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20191217T000000Z_SHORT,2019
2019-12-17 23:55:00+00:00,2019-12-18 00:00:00+00:00,2019-12-17 20:00:00+00:00,-1.0,1.0,1.0,2019-12-17 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20191218T000000Z_CASH,2019
2019-12-18 23:55:00+00:00,2019-12-19 00:00:00+00:00,2019-12-18 20:00:00+00:00,-1.0,-1.0,-1.0,2019-12-18 20:55:00+00:00,1.0,180.0,True,-2.0,True,SHORT,20191219T000000Z_SHORT,2019
2019-12-26 23:55:00+00:00,2019-12-27 00:00:00+00:00,2019-12-26 20:00:00+00:00,1.0,1.0,-1.0,2019-12-26 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20191227T000000Z_CASH,2019
2020-01-01 23:55:00+00:00,2020-01-02 00:00:00+00:00,2019-12-31 20:00:00+00:00,1.0,1.0,1.0,,,,False,,False,CASH,20200102T000000Z_CASH,2020
2020-01-02 23:55:00+00:00,2020-01-03 00:00:00+00:00,2020-01-02 20:00:00+00:00,-1.0,-1.0,-1.0,2020-01-02 20:55:00+00:00,1.0,180.0,True,-2.0,True,SHORT,20200103T000000Z_SHORT,2020
2020-01-05 23:55:00+00:00,2020-01-06 00:00:00+00:00,2020-01-03 20:00:00+00:00,1.0,-1.0,1.0,,,,False,,False,CASH,20200106T000000Z_CASH,2020
2020-01-07 23:55:00+00:00,2020-01-08 00:00:00+00:00,2020-01-07 20:00:00+00:00,1.0,1.0,-1.0,2020-01-07 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20200108T000000Z_CASH,2020
2020-01-12 23:55:00+00:00,2020-01-13 00:00:00+00:00,2020-01-10 20:00:00+00:00,-1.0,-1.0,1.0,,,,False,,False,CASH,20200113T000000Z_CASH,2020
2020-01-13 23:55:00+00:00,2020-01-14 00:00:00+00:00,2020-01-13 20:00:00+00:00,-1.0,1.0,1.0,2020-01-13 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20200114T000000Z_CASH,2020
