entry_time,exit_time,side,pnl_usd,component
2024-12-31 15:45:00+00:00,2024-12-31 18:14:00+00:00,LONG,1.23,GATED_RSI
2025-01-02 09:45:00+00:00,2025-01-02 09:49:37+00:00,SHORT,2.53,M15_REGIME
2025-01-02 10:00:00+00:00,2025-01-02 10:09:34+00:00,LONG,1.17,GATED_RSI
2025-01-02 14:30:00+00:00,2025-01-02 15:02:26+00:00,LONG,-1.73,GATED_RSI
2025-01-02 15:45:00+00:00,2025-01-02 16:06:04+00:00,LONG,1.9,GATED_RSI
2025-01-02 16:30:00+00:00,2025-01-03 06:35:23+00:00,LONG,2.54,GATED_RSI
2025-01-07 14:15:00+00:00,2025-01-07 14:27:38+00:00,LONG,1.19,GATED_RSI
2025-01-07 20:45:00+00:00,2025-01-07 23:22:38+00:00,LONG,0.61,GATED_RSI
2025-01-08 08:00:00+00:00,2025-01-08 10:19:51+00:00,LONG,-1.1,GATED_RSI
2025-01-08 08:15:00+00:00,2025-01-08 10:26:40+00:00,SHORT,2.07,M15_REGIME
2025-01-08 10:30:00+00:00,2025-01-08 10:33:15+00:00,LONG,-1.32,GATED_RSI
2025-01-08 10:45:00+00:00,2025-01-08 10:51:37+00:00,LONG,1.14,GATED_RSI
2025-01-08 11:15:00+00:00,2025-01-08 12:27:35+00:00,LONG,1.34,GATED_RSI
2025-01-09 06:45:00+00:00,2025-01-09 08:00:05+00:00,SHORT,-1.59,M15_REGIME
2025-01-10 05:00:00+00:00,2025-01-10 06:00:06+00:00,LONG,-0.5,GATED_RSI
2025-01-10 12:45:00+00:00,2025-01-13 02:57:04+00:00,LONG,-4.1450000000000005,GATED_RSI
2025-01-13 03:45:00+00:00,2025-01-13 04:43:51+00:00,LONG,0.67,GATED_RSI
2025-01-13 08:30:00+00:00,2025-01-13 08:46:33+00:00,LONG,1.29,GATED_RSI
2025-01-16 11:45:00+00:00,2025-01-16 11:56:22+00:00,LONG,0.8199999999999998,GATED_RSI
2025-01-17 06:15:00+00:00,2025-01-17 08:01:14+00:00,SHORT,-1.55,M15_REGIME
2025-01-17 06:30:00+00:00,2025-01-17 06:48:22+00:00,LONG,0.47000000000000003,GATED_RSI
2025-01-21 00:00:00+00:00,2025-01-21 00:11:34+00:00,LONG,1.49,GATED_RSI
2025-01-26 23:00:00+00:00,2025-01-26 23:32:59+00:00,LONG,0.67,GATED_RSI
2025-01-27 22:15:00+00:00,2025-01-27 22:17:26+00:00,LONG,-0.7,GATED_RSI
2025-01-27 22:30:00+00:00,2025-01-27 22:33:39+00:00,LONG,-0.9599999999999999,GATED_RSI
2025-01-27 23:15:00+00:00,2025-01-28 01:05:05+00:00,LONG,-1.78,GATED_RSI
2025-01-29 06:30:00+00:00,2025-01-29 08:55:36+00:00,SHORT,1.72,M15_REGIME
2025-01-29 06:45:00+00:00,2025-01-29 07:10:05+00:00,LONG,0.54,GATED_RSI
2025-01-29 09:00:00+00:00,2025-01-29 12:11:03+00:00,LONG,-1.15,GATED_RSI
2025-01-30 19:45:00+00:00,2025-01-30 19:45:39+00:00,LONG,0.8500000000000001,GATED_RSI
2025-01-31 08:30:00+00:00,2025-01-31 08:39:33+00:00,LONG,0.9400000000000001,GATED_RSI
2025-02-02 23:15:00+00:00,2025-02-02 23:22:35+00:00,LONG,-3.59,GATED_RSI
2025-02-04 04:15:00+00:00,2025-02-04 04:29:33+00:00,LONG,0.75,GATED_RSI
2025-02-06 08:30:00+00:00,2025-02-06 13:34:25+00:00,LONG,0.77,GATED_RSI
2025-02-07 15:15:00+00:00,2025-02-07 16:08:39+00:00,LONG,2.15,GATED_RSI
2025-02-09 22:00:00+00:00,2025-02-09 22:02:03+00:00,LONG,1.1,GATED_RSI
2025-02-11 02:00:00+00:00,2025-02-11 02:31:34+00:00,LONG,0.37,GATED_RSI
2025-02-12 12:45:00+00:00,2025-02-12 13:08:27+00:00,LONG,0.9900000000000001,GATED_RSI
2025-02-17 08:00:00+00:00,2025-02-17 09:11:59+00:00,LONG,0.72,GATED_RSI
2025-02-18 00:30:00+00:00,2025-02-18 01:39:36+00:00,LONG,0.57,GATED_RSI
2025-02-18 03:30:00+00:00,2025-02-18 04:40:01+00:00,LONG,-0.63,GATED_RSI
2025-02-18 04:45:00+00:00,2025-02-18 05:19:38+00:00,LONG,0.45999999999999996,GATED_RSI
2025-02-19 08:45:00+00:00,2025-02-19 09:00:33+00:00,LONG,-0.84,GATED_RSI
2025-02-19 09:30:00+00:00,2025-02-19 12:06:34+00:00,LONG,0.72,GATED_RSI
2025-02-19 15:30:00+00:00,2025-02-19 17:34:22+00:00,LONG,0.89,GATED_RSI
2025-02-24 08:30:00+00:00,2025-02-24 11:31:34+00:00,LONG,-1.28,GATED_RSI
2025-02-24 08:30:00+00:00,2025-02-24 20:30:00+00:00,SHORT,0.9199999999999999,M15_REGIME
2025-02-26 04:15:00+00:00,2025-02-26 05:21:24+00:00,LONG,-0.61,GATED_RSI
2025-02-26 12:00:00+00:00,2025-02-26 12:05:25+00:00,LONG,0.78,GATED_RSI
2025-02-27 13:00:00+00:00,2025-02-27 13:04:03+00:00,LONG,1.2,GATED_RSI
2025-02-27 13:45:00+00:00,2025-02-27 15:27:37+00:00,LONG,-1.7500000000000002,GATED_RSI
2025-02-27 16:45:00+00:00,2025-02-27 17:26:37+00:00,LONG,1.17,GATED_RSI
2025-02-28 17:30:00+00:00,2025-03-02 21:01:00+00:00,LONG,2.62,GATED_RSI
2025-03-03 06:15:00+00:00,2025-03-03 09:00:14+00:00,SHORT,-2.7,M15_REGIME
2025-03-06 17:45:00+00:00,2025-03-06 17:53:36+00:00,LONG,1.51,GATED_RSI
2025-03-12 12:00:00+00:00,2025-03-12 12:12:38+00:00,LONG,1.43,GATED_RSI
2025-03-13 11:45:00+00:00,2025-03-13 13:01:34+00:00,LONG,1.47,GATED_RSI
2025-03-19 06:15:00+00:00,2025-03-19 06:35:45+00:00,LONG,-0.8100000000000002,GATED_RSI
2025-03-19 06:45:00+00:00,2025-03-19 06:52:28+00:00,LONG,0.93,GATED_RSI
2025-03-19 08:15:00+00:00,2025-03-19 16:16:31+00:00,SHORT,2.53,M15_REGIME
2025-03-20 06:30:00+00:00,2025-03-20 06:38:28+00:00,LONG,-0.83,GATED_RSI
2025-03-20 06:30:00+00:00,2025-03-20 08:24:29+00:00,SHORT,3.2799999999999994,M15_REGIME
2025-03-20 06:45:00+00:00,2025-03-20 06:52:11+00:00,LONG,0.77,GATED_RSI
2025-03-20 08:15:00+00:00,2025-03-20 08:24:40+00:00,LONG,-1.33,GATED_RSI
2025-03-20 08:30:00+00:00,2025-03-20 08:41:04+00:00,LONG,1.22,GATED_RSI
2025-03-20 08:45:00+00:00,2025-03-20 09:18:38+00:00,LONG,-1.63,GATED_RSI
2025-03-20 12:30:00+00:00,2025-03-20 13:04:28+00:00,LONG,1.19,GATED_RSI
2025-03-21 03:15:00+00:00,2025-03-21 04:24:27+00:00,LONG,-0.67,GATED_RSI
2025-03-21 04:30:00+00:00,2025-03-21 05:24:36+00:00,LONG,0.54,GATED_RSI
2025-03-24 13:00:00+00:00,2025-03-24 13:12:27+00:00,LONG,0.97,GATED_RSI
2025-03-26 12:30:00+00:00,2025-03-26 13:05:36+00:00,LONG,0.83,GATED_RSI
2025-03-26 16:30:00+00:00,2025-03-26 16:42:37+00:00,LONG,1.11,GATED_RSI
2025-03-26 17:30:00+00:00,2025-03-26 20:23:13+00:00,LONG,-1.44,GATED_RSI
2025-03-26 20:30:00+00:00,2025-03-26 23:06:23+00:00,LONG,0.72,GATED_RSI
2025-03-28 07:30:00+00:00,2025-03-28 12:08:15+00:00,SHORT,-1.51,M15_REGIME
2025-03-31 07:45:00+00:00,2025-03-31 14:25:31+00:00,SHORT,3.02,M15_REGIME
2025-04-01 06:30:00+00:00,2025-04-01 06:35:23+00:00,LONG,0.59,GATED_RSI
2025-04-01 06:45:00+00:00,2025-04-01 09:03:20+00:00,SHORT,-3.18,M15_REGIME
2025-04-01 08:15:00+00:00,2025-04-01 09:03:29+00:00,SHORT,-0.9000000000000001,M15_REGIME
2025-04-02 07:15:00+00:00,2025-04-02 08:16:38+00:00,SHORT,-1.52,M15_REGIME
2025-04-04 08:00:00+00:00,2025-04-04 08:00:39+00:00,LONG,-2.27,GATED_RSI
2025-04-04 09:15:00+00:00,2025-04-04 10:19:12+00:00,LONG,2.06,GATED_RSI
2025-04-09 18:15:00+00:00,2025-04-09 18:41:35+00:00,LONG,3.74,GATED_RSI
2025-04-14 13:15:00+00:00,2025-04-14 14:14:41+00:00,LONG,2.11,GATED_RSI
2025-04-15 14:15:00+00:00,2025-04-15 14:24:03+00:00,LONG,1.87,GATED_RSI
2025-04-22 17:00:00+00:00,2025-04-22 17:31:39+00:00,LONG,1.59,GATED_RSI
2025-04-22 22:00:00+00:00,2025-04-22 22:03:36+00:00,LONG,-1.6200000000000003,GATED_RSI
2025-04-22 22:30:00+00:00,2025-04-22 22:42:37+00:00,LONG,1.77,GATED_RSI
2025-04-22 22:45:00+00:00,2025-04-22 23:16:05+00:00,LONG,2.23,GATED_RSI
2025-04-23 14:00:00+00:00,2025-04-23 14:06:02+00:00,LONG,1.96,GATED_RSI
2025-04-25 00:45:00+00:00,2025-04-25 01:00:27+00:00,LONG,-0.9000000000000001,GATED_RSI
2025-04-25 02:00:00+00:00,2025-04-25 03:21:24+00:00,LONG,0.89,GATED_RSI
2025-04-25 03:45:00+00:00,2025-04-25 04:01:36+00:00,LONG,-1.31,GATED_RSI
2025-04-28 07:00:00+00:00,2025-04-28 07:44:36+00:00,SHORT,-3.02,M15_REGIME
2025-04-30 02:00:00+00:00,2025-04-30 02:16:21+00:00,LONG,0.8699999999999999,GATED_RSI
2025-05-01 05:30:00+00:00,2025-05-01 05:43:39+00:00,LONG,0.83,GATED_RSI
2025-05-01 15:45:00+00:00,2025-05-01 16:16:27+00:00,LONG,1.54,GATED_RSI
2025-05-05 16:15:00+00:00,2025-05-05 18:55:35+00:00,LONG,1.21,GATED_RSI
2025-05-06 00:30:00+00:00,2025-05-06 01:03:37+00:00,LONG,-0.78,GATED_RSI
2025-05-07 20:15:00+00:00,2025-05-08 00:21:37+00:00,LONG,1.71,GATED_RSI
2025-05-08 06:15:00+00:00,2025-05-08 15:49:19+00:00,SHORT,4.25,M15_REGIME
2025-05-08 06:45:00+00:00,2025-05-08 07:38:00+00:00,LONG,1.04,GATED_RSI
2025-05-08 16:15:00+00:00,2025-05-09 02:10:18+00:00,LONG,-2.57,GATED_RSI
2025-05-09 02:15:00+00:00,2025-05-09 02:37:25+00:00,LONG,0.9400000000000001,GATED_RSI
2025-05-12 08:30:00+00:00,2025-05-12 08:54:39+00:00,LONG,2.63,GATED_RSI
2025-05-12 10:30:00+00:00,2025-05-12 12:45:28+00:00,LONG,2.84,GATED_RSI
2025-05-12 18:30:00+00:00,2025-05-12 18:45:56+00:00,LONG,1.06,GATED_RSI
2025-05-16 14:45:00+00:00,2025-05-16 15:22:28+00:00,LONG,-1.46,GATED_RSI
2025-05-16 15:30:00+00:00,2025-05-16 19:25:32+00:00,LONG,1.26,GATED_RSI
2025-05-27 08:00:00+00:00,2025-05-27 08:41:01+00:00,LONG,1.15,GATED_RSI
2025-05-27 15:45:00+00:00,2025-05-28 00:23:37+00:00,LONG,1.0399999999999998,GATED_RSI
2025-05-28 03:00:00+00:00,2025-05-28 07:08:41+00:00,LONG,1.06,GATED_RSI
2025-05-28 23:30:00+00:00,2025-05-28 23:32:53+00:00,LONG,-0.77,GATED_RSI
2025-05-28 23:45:00+00:00,2025-05-28 23:45:37+00:00,LONG,1.06,GATED_RSI
2025-05-29 00:00:00+00:00,2025-05-29 00:07:42+00:00,LONG,1.6399999999999997,GATED_RSI
2025-05-30 06:15:00+00:00,2025-05-30 17:19:28+00:00,SHORT,-2.46,M15_REGIME
2025-06-03 11:30:00+00:00,2025-06-03 14:00:40+00:00,LONG,-1.26,GATED_RSI
2025-06-06 09:15:00+00:00,2025-06-06 09:45:15+00:00,LONG,0.83,GATED_RSI
2025-06-06 13:30:00+00:00,2025-06-06 13:42:30+00:00,LONG,1.41,GATED_RSI
2025-06-10 02:00:00+00:00,2025-06-10 02:01:02+00:00,LONG,-0.98,GATED_RSI
2025-06-10 02:15:00+00:00,2025-06-10 03:19:24+00:00,LONG,0.84,GATED_RSI
2025-06-10 07:15:00+00:00,2025-06-10 08:10:24+00:00,SHORT,-2.28,M15_REGIME
2025-06-13 11:15:00+00:00,2025-06-13 12:04:35+00:00,LONG,1.46,GATED_RSI
2025-06-16 20:00:00+00:00,2025-06-16 21:06:38+00:00,LONG,0.8,GATED_RSI
2025-06-17 00:30:00+00:00,2025-06-17 01:17:26+00:00,LONG,0.63,GATED_RSI
2025-06-17 14:45:00+00:00,2025-06-17 14:50:53+00:00,LONG,1.3,GATED_RSI
2025-06-17 17:45:00+00:00,2025-06-18 06:01:14+00:00,LONG,1.51,GATED_RSI
2025-06-19 02:00:00+00:00,2025-06-19 03:32:30+00:00,LONG,0.9199999999999999,GATED_RSI
2025-06-23 09:15:00+00:00,2025-06-23 10:17:28+00:00,LONG,1.29,GATED_RSI
2025-06-23 09:15:00+00:00,2025-06-23 14:01:04+00:00,SHORT,-3.9,M15_REGIME
2025-06-26 22:45:00+00:00,2025-06-26 23:03:04+00:00,LONG,0.88,GATED_RSI
2025-07-01 15:15:00+00:00,2025-07-01 19:09:37+00:00,LONG,1.24,GATED_RSI
2025-07-02 08:00:00+00:00,2025-07-02 10:53:04+00:00,LONG,-0.95,GATED_RSI
2025-07-02 12:00:00+00:00,2025-07-02 12:15:19+00:00,LONG,0.9000000000000001,GATED_RSI
2025-07-03 12:45:00+00:00,2025-07-03 13:14:27+00:00,LONG,1.48,GATED_RSI
2025-07-07 06:30:00+00:00,2025-07-07 08:53:20+00:00,SHORT,3.3100000000000005,M15_REGIME
2025-07-07 06:45:00+00:00,2025-07-07 07:33:02+00:00,LONG,-0.77,GATED_RSI
2025-07-07 08:15:00+00:00,2025-07-07 08:52:29+00:00,LONG,-1.06,GATED_RSI
