timestamp_broker	timestamp_local	run_id	account	symbol	magic	stage	direction	reason	bid	ask	spread_points	recent_high	recent_low	signal_open	signal_high	signal_low	signal_close	atr	body_fraction	close_location	three_bar_move_atr	break_distance_atr	estimated_cost_r
2021.07.02 16:00:00	2021.07.02 16:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1782.80	1782.90	10	1785.68	1781.47	1783.13	1783.13	1782.57	1782.81	1.42	0.5714	0.4286	-0.6145	0.0000	0.0000
2021.07.02 20:00:00	2021.07.02 20:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	WOULD_SIGNAL	LONG	D1_COMPRESSION_H4_EXPANSION_LONG	1787.84	1787.96	12	1791.35	1786.66	1787.14	1787.84	1786.40	1787.84	0.85	0.4861	1.0000	-0.4452	0.5753	0.0035
2021.07.04 22:05:00	2021.07.04 22:05:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1787.11	1787.44	33	1788.48	1786.02	1786.21	1787.72	1786.13	1787.33	0.82	0.7044	0.7547	-1.0844	0.0000	0.0000
2021.07.05 00:00:00	2021.07.05 00:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1786.22	1786.33	11	1787.06	1785.57	1786.50	1786.84	1786.13	1786.22	0.56	0.3944	0.1268	0.3959	0.0000	0.0000
2021.07.05 04:00:00	2021.07.05 04:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1785.50	1785.65	15	1788.42	1786.08	1786.42	1786.53	1785.40	1785.48	0.66	0.8319	0.0708	-2.3003	0.0000	0.0000
2021.07.05 08:00:00	2021.07.05 08:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1792.64	1792.68	4	1792.91	1788.96	1792.78	1793.05	1792.27	1792.64	1.34	0.1795	0.4744	1.2565	0.0000	0.0000
2021.07.05 12:00:00	2021.07.05 12:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1789.66	1789.74	8	1793.23	1789.17	1790.28	1790.29	1789.66	1789.66	0.82	0.9841	0.0000	0.1956	0.0000	0.0000
2021.07.05 16:00:00	2021.07.05 16:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1790.94	1791.08	14	1791.96	1789.90	1790.21	1790.94	1790.21	1790.84	0.67	0.8630	0.8630	-0.2529	0.0000	0.0000
2021.07.05 22:05:00	2021.07.05 22:05:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1791.27	1792.40	113	1791.83	1790.03	1791.38	1791.92	1791.38	1791.73	0.64	0.6481	0.6481	1.2187	0.0000	0.0000
2021.07.06 00:00:00	2021.07.06 00:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1791.26	1791.39	13	1792.15	1790.85	1791.47	1791.58	1791.07	1791.26	0.55	0.4118	0.3725	-0.8796	0.0000	0.0000
2021.07.06 04:00:00	2021.07.06 04:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	WOULD_SIGNAL	LONG	D1_COMPRESSION_H4_EXPANSION_LONG	1797.34	1797.35	1	1799.13	1796.76	1797.70	1797.70	1797.23	1797.34	0.67	0.7660	0.2340	0.1044	0.4671	0.0008
2021.07.06 08:00:00	2021.07.06 08:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	WOULD_SIGNAL	LONG	D1_COMPRESSION_H4_EXPANSION_LONG	1807.43	1807.52	9	1809.12	1804.80	1808.42	1809.13	1806.44	1807.42	1.29	0.3717	0.3643	-0.0155	1.8888	0.0039
2021.07.06 12:00:00	2021.07.06 12:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1809.79	1809.90	11	1810.80	1806.78	1810.11	1810.41	1809.15	1809.82	1.04	0.2302	0.5317	1.1362	0.0000	0.0000
2021.07.06 16:00:00	2021.07.06 16:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1796.67	1796.83	16	1806.73	1796.72	1797.90	1798.45	1795.74	1796.67	2.18	0.4539	0.3432	-2.5308	0.0000	0.0000
2021.07.06 20:00:00	2021.07.06 20:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1796.61	1796.77	16	1797.72	1796.34	1797.17	1797.51	1796.52	1796.62	0.67	0.5556	0.1010	-1.4831	0.0000	0.0000
2021.07.07 00:00:00	2021.07.07 00:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1795.49	1795.70	21	1796.67	1795.07	1796.30	1796.59	1795.49	1795.49	0.64	0.7364	0.0000	-1.1758	0.0000	0.0000
2021.07.07 04:00:00	2021.07.07 04:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1801.07	1801.29	22	1801.03	1798.33	1800.87	1801.18	1800.68	1801.07	0.67	0.4000	0.7800	0.9743	0.0000	0.0000
2021.07.07 08:00:00	2021.07.07 08:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1805.41	1805.50	9	1806.67	1800.86	1806.14	1806.18	1805.09	1805.46	1.27	0.6239	0.3394	0.3388	0.0000	0.0000
2021.07.07 12:00:00	2021.07.07 12:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1806.55	1806.66	11	1808.46	1806.10	1806.87	1807.25	1806.32	1806.58	0.93	0.3118	0.2796	-0.5882	0.0000	0.0000
2021.07.07 16:00:00	2021.07.07 16:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1803.52	1803.68	16	1806.87	1800.72	1804.34	1805.12	1803.43	1803.51	1.59	0.4911	0.0473	-0.5550	0.0000	0.0000
2021.07.07 20:00:00	2021.07.07 20:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1803.49	1803.64	15	1804.75	1802.60	1803.67	1803.67	1802.44	1803.49	0.87	0.1463	0.8537	-0.8642	0.0000	0.0000
2021.07.08 00:00:00	2021.07.08 00:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1803.35	1803.56	21	1805.49	1803.40	1803.44	1803.78	1803.34	1803.35	0.48	0.2045	0.0227	-1.7868	0.0000	0.0000
2021.07.08 04:00:00	2021.07.08 04:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1797.47	1797.64	17	1799.54	1797.36	1797.47	1798.12	1797.43	1797.49	0.66	0.0290	0.0870	0.0150	0.0000	0.0000
2021.07.08 08:00:00	2021.07.08 08:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1807.36	1807.38	2	1809.36	1796.98	1809.32	1810.92	1806.14	1807.33	2.25	0.4163	0.2490	0.8444	0.0000	0.0000
2021.07.08 12:00:00	2021.07.08 12:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1814.05	1814.07	2	1817.85	1812.73	1814.77	1814.87	1813.75	1814.05	1.94	0.6429	0.2679	0.1699	0.0000	0.0000
2021.07.08 16:00:00	2021.07.08 16:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1796.72	1796.87	15	1805.10	1793.83	1796.04	1797.08	1795.89	1796.72	2.13	0.5714	0.6975	-0.2673	0.0000	0.0000
2021.07.08 20:00:00	2021.07.08 20:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1802.13	1802.22	9	1802.47	1796.59	1802.35	1802.83	1801.94	1802.27	1.15	0.0899	0.3708	1.3686	0.0000	0.0000
2021.07.09 00:00:00	2021.07.09 00:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1803.80	1804.00	20	1804.49	1802.52	1804.10	1804.42	1803.71	1803.78	0.58	0.4507	0.0986	0.2759	0.0000	0.0000
2021.07.09 04:00:00	2021.07.09 04:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1805.26	1805.43	17	1806.98	1804.52	1805.28	1805.28	1804.97	1805.26	0.70	0.0645	0.9355	-0.5851	0.0000	0.0000
2021.07.09 08:00:00	2021.07.09 08:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1804.60	1804.72	12	1806.00	1796.84	1805.29	1805.39	1804.32	1804.59	1.81	0.6542	0.2523	0.4632	0.0000	0.0000
2021.07.09 12:00:00	2021.07.09 12:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1800.25	1800.32	7	1804.07	1798.22	1801.14	1801.14	1799.96	1800.25	1.54	0.7542	0.2458	0.9204	0.0000	0.0000
2021.07.09 16:00:00	2021.07.09 16:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1807.89	1808.04	15	1811.52	1806.39	1808.24	1808.43	1807.81	1807.89	1.22	0.5645	0.1290	-0.3184	0.0000	0.0000
2021.07.09 20:00:00	2021.07.09 20:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1807.99	1808.13	14	1812.32	1808.34	1808.43	1808.51	1807.71	1807.99	0.72	0.5500	0.3500	-2.5720	0.0000	0.0000
2021.07.11 22:05:00	2021.07.11 22:05:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1807.97	1808.11	14	1809.45	1807.47	1807.38	1808.12	1807.18	1808.04	0.59	0.7021	0.9149	-0.0843	0.0000	0.0000
2021.07.12 00:00:00	2021.07.12 00:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1806.43	1806.49	6	1808.60	1806.60	1806.69	1806.80	1806.34	1806.46	0.43	0.5000	0.2609	-1.5400	0.0000	0.0000
2021.07.12 04:00:00	2021.07.12 04:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1802.91	1803.13	22	1805.63	1802.20	1803.16	1803.16	1802.71	1802.91	0.72	0.5556	0.4444	-1.0079	0.0000	0.0000
2021.07.12 08:00:00	2021.07.12 08:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1804.00	1804.07	7	1806.21	1798.96	1804.56	1804.74	1803.81	1804.00	1.43	0.6022	0.2043	-0.1753	0.0000	0.0000
2021.07.12 12:00:00	2021.07.12 12:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1800.04	1800.08	4	1801.66	1798.25	1799.09	1800.18	1799.09	1800.09	1.11	0.9174	0.9174	0.2701	0.0000	0.0000
2021.07.12 16:00:00	2021.07.12 16:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1805.16	1805.24	8	1806.61	1803.37	1805.08	1806.56	1804.94	1805.16	1.36	0.0494	0.1358	0.7000	0.0000	0.0000
2021.07.12 20:00:00	2021.07.12 20:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1806.34	1806.41	7	1807.57	1805.45	1806.05	1806.59	1805.29	1806.34	0.79	0.2231	0.8077	-0.3548	0.0000	0.0000
2021.07.13 00:00:00	2021.07.13 00:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1807.13	1807.31	18	1807.58	1806.39	1807.11	1807.16	1806.98	1807.15	0.38	0.2222	0.9444	-0.9193	0.0000	0.0000
2021.07.13 04:00:00	2021.07.13 04:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1809.37	1809.56	19	1811.98	1808.99	1808.92	1809.37	1808.77	1809.37	0.72	0.7500	1.0000	-0.2220	0.0000	0.0000
2021.07.13 08:00:00	2021.07.13 08:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1809.96	1809.99	3	1812.13	1809.60	1810.37	1810.55	1809.93	1809.94	1.08	0.6935	0.0161	-0.8756	0.0000	0.0000
2021.07.13 12:00:00	2021.07.13 12:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1809.43	1809.57	14	1809.57	1807.13	1808.69	1809.58	1808.69	1809.43	0.79	0.8315	0.8315	1.0692	0.0000	0.0000
2021.07.13 16:00:00	2021.07.13 16:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1813.19	1813.31	12	1814.84	1810.65	1813.12	1813.27	1812.34	1813.21	1.18	0.0968	0.9355	-0.6364	0.0000	0.0000
2021.07.13 20:00:00	2021.07.13 20:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1808.44	1808.55	11	1809.05	1806.43	1808.01	1809.56	1807.76	1808.52	0.91	0.2833	0.4222	0.9836	0.0000	0.0000
2021.07.14 00:00:00	2021.07.14 00:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1806.06	1806.19	13	1807.91	1805.62	1805.73	1806.17	1805.72	1806.06	0.57	0.7333	0.7556	-0.0701	0.0000	0.0000
2021.07.14 04:00:00	2021.07.14 04:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1812.60	1812.73	13	1813.56	1811.19	1812.46	1812.86	1812.46	1812.60	0.60	0.3500	0.3500	-0.3671	0.0000	0.0000
2021.07.14 08:00:00	2021.07.14 08:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1812.61	1812.75	14	1813.91	1809.81	1812.64	1813.13	1812.61	1812.61	1.03	0.0577	0.0000	-0.9340	0.0000	0.0000
2021.07.14 12:00:00	2021.07.14 12:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1816.91	1816.98	7	1817.75	1814.70	1817.44	1817.80	1816.64	1816.86	1.05	0.5000	0.1897	-0.0381	0.0000	0.0000
2021.07.14 16:00:00	2021.07.14 16:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	WOULD_SIGNAL	LONG	D1_COMPRESSION_H4_EXPANSION_LONG	1822.61	1822.66	5	1824.23	1819.48	1821.16	1822.85	1820.37	1822.61	1.58	0.5847	0.9032	0.3676	0.7016	0.0016
2021.07.14 20:00:00	2021.07.14 20:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	WOULD_SIGNAL	LONG	D1_COMPRESSION_H4_EXPANSION_LONG	1827.32	1827.46	14	1826.71	1824.76	1826.19	1827.31	1825.37	1827.31	0.70	0.5773	1.0000	1.4903	1.2993	0.0039
2021.07.15 00:00:00	2021.07.15 00:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1826.36	1826.60	24	1827.73	1825.59	1826.03	1826.46	1825.95	1826.36	0.70	0.6471	0.8039	0.3849	0.0000	0.0000
2021.07.15 04:00:00	2021.07.15 04:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1825.48	1825.54	6	1826.31	1823.62	1824.96	1825.58	1824.86	1825.48	0.77	0.7222	0.8611	1.4349	0.0000	0.0000
2021.07.15 08:00:00	2021.07.15 08:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	WOULD_SIGNAL	LONG	D1_COMPRESSION_H4_EXPANSION_LONG	1830.80	1830.89	9	1834.07	1830.96	1831.65	1831.94	1830.79	1830.80	1.12	0.7391	0.0087	-1.0357	0.1427	0.0028
2021.07.15 12:00:00	2021.07.15 12:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1825.80	1825.90	10	1826.76	1822.53	1825.31	1825.92	1825.24	1825.81	1.44	0.7353	0.8382	1.6295	0.0000	0.0000
2021.07.15 16:00:00	2021.07.15 16:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1825.43	1825.57	14	1826.01	1820.22	1825.81	1825.82	1824.73	1825.43	1.28	0.3486	0.6422	0.6552	0.0000	0.0000
2021.07.15 20:00:00	2021.07.15 20:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1828.43	1828.48	5	1830.26	1827.79	1828.02	1828.63	1827.72	1828.46	0.79	0.4835	0.8132	-1.7246	0.0000	0.0000
2021.07.16 00:00:00	2021.07.16 00:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1829.50	1829.68	18	1832.00	1829.66	1829.78	1829.97	1829.49	1829.50	0.65	0.5833	0.0208	-1.2824	0.0000	0.0000
2021.07.16 04:00:00	2021.07.16 04:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1827.45	1827.63	18	1829.14	1826.60	1827.50	1827.72	1827.32	1827.41	0.58	0.2250	0.2250	-0.7778	0.0000	0.0000
2021.07.16 08:00:00	2021.07.16 08:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1822.65	1822.77	12	1826.27	1820.93	1822.78	1823.44	1822.54	1822.65	1.15	0.1444	0.1222	-0.0954	0.0000	0.0000
2021.07.16 12:00:00	2021.07.16 12:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1817.77	1817.94	17	1820.34	1815.55	1818.26	1818.46	1817.56	1817.83	1.39	0.4778	0.3000	0.8804	0.0000	0.0000
2021.07.16 16:00:00	2021.07.16 16:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1812.74	1812.79	5	1814.75	1809.58	1812.16	1812.90	1812.06	1812.77	1.78	0.7262	0.8452	0.7868	0.0000	0.0000
2021.07.16 20:00:00	2021.07.16 20:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1810.32	1810.55	23	1813.86	1808.96	1810.53	1811.30	1810.17	1810.28	0.96	0.2212	0.0973	-0.8737	0.0000	0.0000
2021.07.18 22:05:00	2021.07.18 22:05:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1811.29	1811.38	9	1811.67	1810.00	1810.81	1811.51	1810.29	1811.51	0.85	0.5738	1.0000	0.1881	0.0000	0.0000
2021.07.19 00:00:00	2021.07.19 00:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1815.66	1815.80	14	1815.76	1811.48	1815.53	1815.90	1815.42	1815.72	0.75	0.3958	0.6250	2.4394	0.0000	0.0000
2021.07.19 04:00:00	2021.07.19 04:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h4_independent_candidate	1813.04	1813.22	18	1813.97	1811.10	1813.48	1813.55	1812.99	1813.04	0.68	0.7857	0.0893	-0.5582	0.0000	0.0000
2021.07.19 08:00:00	2021.07.19 08:00:00	A1_XAU_H4_ADVERSE_R_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	WOULD_SIGNAL	SHORT	D1_COMPRESSION_H4_EXPANSION_SHORT	1805.92	1806.05	13	1807.52	1802.66	1806.89	1806.96	1805.15	1805.93	1.31	0.5304	0.4309	-0.6692	0.3853	0.0051
