timestamp_broker,run_id,account,symbol,magic,action,direction,lots,bid,ask,spread_points,sl,tp,stop_points,retcode,retcode_description,order_ticket,deal_and_reason,setup_bar_open,decision_tick_broker
2022.07.01 15:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.03902,1.03909,7,1.03616,1.04143,293.00,10009,done at 1.03909,2,2|result_price=1.03909|reason=entered,2022.07.01 14:30:00,2022.07.01 15:00:00
2022.07.14 01:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.00269,1.00270,1,1.00142,1.00372,128.00,10009,done at 1.00270,20,20|result_price=1.00270|reason=entered,2022.07.14 01:00:00,2022.07.14 01:30:00
2022.07.15 11:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.00529,1.00530,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.15 11:00:00,2022.07.15 11:30:00
2022.07.15 13:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.00727,1.00728,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.15 12:30:00,2022.07.15 13:00:00
2022.07.15 16:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.00901,1.00902,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.15 15:30:00,2022.07.15 16:00:00
2022.07.18 00:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.00942,1.00943,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.18 00:00:00,2022.07.18 00:30:00
2022.07.18 02:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.01089,1.01090,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.18 01:30:00,2022.07.18 02:00:00
2022.07.18 08:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.01458,1.01459,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.18 07:30:00,2022.07.18 08:00:00
2022.07.18 10:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.01623,1.01624,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.18 10:00:00,2022.07.18 10:30:00
2022.07.18 15:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.01657,1.01658,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.18 15:00:00,2022.07.18 15:30:00
2022.07.19 08:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02415,1.02421,6,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.19 07:30:00,2022.07.19 08:00:00
2022.07.20 08:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02253,1.02254,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.20 07:30:00,2022.07.20 08:00:00
2022.07.20 18:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.01702,1.01703,1,1.01412,1.01936,291.00,10009,done at 1.01703,22,22|result_price=1.01703|reason=entered,2022.07.20 18:00:00,2022.07.20 18:30:00
2022.07.21 05:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02168,1.02174,6,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.21 05:00:00,2022.07.21 05:30:00
2022.07.21 13:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02646,1.02653,7,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.21 12:30:00,2022.07.21 13:00:00
2022.07.22 08:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.01582,1.01587,5,1.01299,1.01817,288.00,10009,done at 1.01587,24,24|result_price=1.01587|reason=entered,2022.07.22 08:00:00,2022.07.22 08:30:00
2022.07.25 10:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02428,1.02429,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.25 09:30:00,2022.07.25 10:00:00
2022.07.26 02:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02405,1.02406,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.26 01:30:00,2022.07.26 02:00:00
2022.07.26 12:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.01239,1.01244,5,1.00956,1.01474,288.00,10009,done at 1.01244,26,26|result_price=1.01244|reason=entered,2022.07.26 12:00:00,2022.07.26 12:30:00
2022.07.27 15:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.01201,1.01202,1,1.00984,1.01376,218.00,10009,done at 1.01202,28,28|result_price=1.01202|reason=entered,2022.07.27 14:30:00,2022.07.27 15:00:00
2022.07.27 19:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02092,1.02097,5,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.27 19:00:00,2022.07.27 19:30:00
2022.07.28 06:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02272,1.02273,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.28 06:00:00,2022.07.28 06:30:00
2022.07.28 12:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.01301,1.01302,1,1.00973,1.01565,329.00,10009,done at 1.01302,30,30|result_price=1.01302|reason=entered,2022.07.28 12:00:00,2022.07.28 12:30:00
2022.07.29 04:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02164,1.02165,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.29 04:00:00,2022.07.29 04:30:00
2022.07.29 07:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02423,1.02424,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.07.29 06:30:00,2022.07.29 07:00:00
2022.08.01 09:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02565,1.02579,14,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.01 09:00:00,2022.08.01 09:30:00
2022.08.01 10:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02576,1.02590,14,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.01 10:00:00,2022.08.01 10:30:00
2022.08.02 01:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02731,1.02732,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.02 01:00:00,2022.08.02 01:30:00
2022.08.02 08:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.02351,1.02352,1,1.02153,1.02511,199.00,10009,done at 1.02352,32,32|result_price=1.02352|reason=entered,2022.08.02 08:00:00,2022.08.02 08:30:00
2022.08.02 18:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.01840,1.01841,1,1.01560,1.02066,281.00,10009,done at 1.01841,34,34|result_price=1.01841|reason=entered,2022.08.02 17:30:00,2022.08.02 18:00:00
2022.08.04 15:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02285,1.02286,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.04 15:00:00,2022.08.04 15:30:00
2022.08.04 17:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02366,1.02367,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.04 16:30:00,2022.08.04 17:00:00
2022.08.08 08:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.01904,1.01905,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.08 08:00:00,2022.08.08 08:30:00
2022.08.09 08:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02305,1.02319,14,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.09 08:00:00,2022.08.09 08:30:00
2022.08.09 09:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02377,1.02391,14,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.09 09:00:00,2022.08.09 09:30:00
2022.08.10 10:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02274,1.02286,12,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.10 09:30:00,2022.08.10 10:00:00
2022.08.10 11:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02491,1.02503,12,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.10 11:00:00,2022.08.10 11:30:00
2022.08.10 12:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.02438,1.02450,12,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.10 12:00:00,2022.08.10 12:30:00
2022.08.10 13:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.03204,1.03216,12,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.10 13:00:00,2022.08.10 13:30:00
2022.08.10 15:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.03553,1.03565,12,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.10 14:30:00,2022.08.10 15:00:00
2022.08.11 08:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.03256,1.03257,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.11 07:30:00,2022.08.11 08:00:00
2022.08.11 09:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.03324,1.03325,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.11 09:00:00,2022.08.11 09:30:00
2022.08.12 09:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.03024,1.03025,1,1.02882,1.03139,143.00,10009,done at 1.03025,36,36|result_price=1.03025|reason=entered,2022.08.12 08:30:00,2022.08.12 09:00:00
2022.08.12 12:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.02882,1.02883,1,1.02716,1.03017,167.00,10009,done at 1.02883,38,38|result_price=1.02883|reason=entered,2022.08.12 12:00:00,2022.08.12 12:30:00
2022.08.12 13:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.02755,1.02756,1,1.02576,1.02900,180.00,10009,done at 1.02756,40,40|result_price=1.02756|reason=entered,2022.08.12 13:00:00,2022.08.12 13:30:00
2022.08.12 15:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.02524,1.02525,1,1.02313,1.02695,212.00,10009,done at 1.02525,42,42|result_price=1.02525|reason=entered,2022.08.12 15:00:00,2022.08.12 15:30:00
2022.08.15 06:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,LONG,0.00,1.02405,1.02410,5,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=own_position_exists,2022.08.15 06:00:00,2022.08.15 06:30:00
2022.08.15 07:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.02356,1.02361,5,1.02243,1.02455,118.00,10009,done at 1.02361,44,44|result_price=1.02361|reason=entered,2022.08.15 07:00:00,2022.08.15 07:30:00
2022.08.15 11:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.02042,1.02047,5,1.01861,1.02196,186.00,10009,done at 1.02047,46,46|result_price=1.02047|reason=entered,2022.08.15 10:30:00,2022.08.15 11:00:00
2022.08.15 19:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.01562,1.01567,5,1.01373,1.01722,194.00,10009,done at 1.01567,48,48|result_price=1.01567|reason=entered,2022.08.15 18:30:00,2022.08.15 19:00:00
2022.08.16 08:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,1.01600,1.01601,1,1.01341,1.01809,260.00,10009,done at 1.01601,50,50|result_price=1.01601|reason=entered,2022.08.16 07:30:00,2022.08.16 08:00:00
2022.08.23 14:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,0.99801,0.99802,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.23 14:00:00,2022.08.23 14:30:00
2022.08.24 11:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,0.99319,0.99320,1,0.99131,0.99471,189.00,10009,done at 0.99320,52,52|result_price=0.99320|reason=entered,2022.08.24 11:00:00,2022.08.24 11:30:00
2022.08.24 15:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,0.99703,0.99704,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.24 15:00:00,2022.08.24 15:30:00
2022.08.25 02:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,0.99852,0.99853,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.25 01:30:00,2022.08.25 02:00:00
2022.08.25 05:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,0.99945,0.99946,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.25 05:00:00,2022.08.25 05:30:00
2022.08.25 07:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.00106,1.00107,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.25 06:30:00,2022.08.25 07:00:00
2022.08.26 07:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,ORDER_SEND_OK,LONG,0.01,0.99693,0.99694,1,0.99465,0.99877,229.00,10009,done at 0.99694,54,54|result_price=0.99694|reason=entered,2022.08.26 07:00:00,2022.08.26 07:30:00
2022.08.26 10:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.00034,1.00035,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.26 09:30:00,2022.08.26 10:00:00
2022.08.26 11:00:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_IMMEDIATE_NEXT_BAR_RECLAIM_V1,1025742,EURUSD,26723004,GUARD_BLOCK,SHORT,0.00,1.00158,1.00159,1,0.00000,0.00000,0.00,0,,0,0|result_price=0.00000|reason=direction_mode_block,2022.08.26 10:30:00,2022.08.26 11:00:00
