strategy_id,direction,signal_time,setup_key,regime,regime_episode_id,h1_structure_time,atr15,h1_box_high,h1_box_low,h1_box_mid,signal_accepted,rejection_reason,stop_atr,entry_time,entry_price,sizing_rejection_category,reward_r,risk_budget_usd,minimum_volume_stop_loss_usd,requested_volume,normalized_volume,required_margin_usd,risk_expressible
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2019-09-13 19:15:00+00:00,459:LONG,BALANCED_RANGE,459,2019-09-13 19:00:00+00:00,2.6874049142438508,1508.94,1488.21,1498.575,True,,,2019-09-13 19:15:00+00:00,1488.54,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2019-09-25 05:30:00+00:00,461:LONG:2019-09-25 05:30:00+00:00,TREND_UP,461,2019-09-25 05:00:00+00:00,1.2757331096346725,1535.63,1515.55,1525.5900000000001,True,,,2019-09-25 05:30:00+00:00,1528.86,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2019-09-25 06:00:00+00:00,461:LONG:2019-09-25 06:00:00+00:00,TREND_UP,461,2019-09-25 06:00:00+00:00,1.273208650654385,1535.63,1515.55,1525.5900000000001,False,FAMILY_DIRECTION_COOLDOWN,,,,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2019-10-08 12:15:00+00:00,465:SHORT,BALANCED_RANGE,465,2019-10-08 12:00:00+00:00,2.085777702282955,1504.78,1486.81,1495.795,True,,,2019-10-08 12:15:00+00:00,1502.99,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2019-10-10 13:15:00+00:00,465:LONG,BALANCED_RANGE,465,2019-10-10 13:00:00+00:00,2.406579050249617,1516.98,1502.97,1509.975,True,,,2019-10-10 13:15:00+00:00,1503.66,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2019-10-14 11:45:00+00:00,467:SHORT,BALANCED_RANGE,467,2019-10-14 11:00:00+00:00,1.5878024437395422,1496.18,1473.93,1485.055,True,,,2019-10-14 11:45:00+00:00,1495.615,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2019-10-17 01:15:00+00:00,469:SHORT,BALANCED_RANGE,469,2019-10-17 01:00:00+00:00,1.493125516974018,1491.51,1476.96,1484.2350000000001,False,MINIMUM_EXPECTED_REWARD_FAILED,2.370405241530097,,,,1.1598297522582242,,,,,,
MR_COMPRESSION_BREAKOUT_V1,SHORT,2019-10-18 11:00:00+00:00,2019-10-18 11:00:00+00:00:SHORT,COMPRESSION,470,2019-10-18 11:00:00+00:00,1.3460026002550551,1497.31,1486.95,1492.13,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,2.6520010134817533,,,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2019-10-21 13:30:00+00:00,471:SHORT,BALANCED_RANGE,471,2019-10-21 13:00:00+00:00,1.4674788999003339,1493.82,1487.31,1490.565,False,MINIMUM_EXPECTED_REWARD_FAILED,1.3163718334358454,,,,1.3459313264802233,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2019-10-23 07:00:00+00:00,2019-10-23 07:00:00+00:00:LONG,COMPRESSION,472,2019-10-23 07:00:00+00:00,0.8936848709030881,1490.57,1482.68,1486.625,True,,,2019-10-23 07:00:00+00:00,1491.55,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2019-10-24 13:30:00+00:00,2019-10-24 13:00:00+00:00:LONG,COMPRESSION,472,2019-10-24 13:00:00+00:00,1.4188493005243006,1494.44,1487.93,1491.185,True,,,2019-10-24 13:30:00+00:00,1496.5,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2019-10-31 07:30:00+00:00,478:SHORT,BALANCED_RANGE,478,2019-10-31 07:00:00+00:00,1.0734357859271744,1499.47,1481.08,1490.275,True,,,2019-10-31 07:30:00+00:00,1499.36,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2019-11-01 07:45:00+00:00,480:SHORT,BALANCED_RANGE,480,2019-11-01 07:00:00+00:00,1.0204245693971714,1514.19,1500.31,1507.25,True,,,2019-11-01 07:45:00+00:00,1513.505,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2019-11-01 12:30:00+00:00,480:LONG,BALANCED_RANGE,480,2019-11-01 12:00:00+00:00,1.7586314269389904,1514.69,1508.09,1511.3899999999999,False,MINIMUM_EXPECTED_REWARD_FAILED,1.1064644432522455,,,,1.110047234364818,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2019-11-18 12:15:00+00:00,486:LONG,BALANCED_RANGE,486,2019-11-18 12:00:00+00:00,1.2402520213122505,1469.58,1457.32,1463.4499999999998,True,,,2019-11-18 12:15:00+00:00,1458.6,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2019-11-18 14:00:00+00:00,486:SHORT,BALANCED_RANGE,486,2019-11-18 14:00:00+00:00,2.0762547975218846,1469.58,1456.28,1462.9299999999998,True,,,2019-11-18 14:00:00+00:00,1469.045,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2019-11-18 23:45:00+00:00,2019-11-18 23:00:00+00:00:LONG,COMPRESSION,487,2019-11-18 23:00:00+00:00,0.9863293404461365,1473.89,1456.28,1465.085,True,,,2019-11-18 23:45:00+00:00,1474.165,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2019-11-20 04:45:00+00:00,2019-11-20 04:00:00+00:00:LONG,COMPRESSION,487,2019-11-20 04:00:00+00:00,0.8821111171923716,1475.19,1464.72,1469.955,True,,,2019-11-20 04:45:00+00:00,1476.08,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2019-11-20 05:45:00+00:00,2019-11-20 05:00:00+00:00:LONG,COMPRESSION,487,2019-11-20 05:00:00+00:00,0.9159867143411913,1475.19,1464.72,1469.955,False,FAMILY_DIRECTION_COOLDOWN,,,,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2019-11-20 06:45:00+00:00,2019-11-20 06:00:00+00:00:LONG,COMPRESSION,487,2019-11-20 06:00:00+00:00,1.2830228693330543,1476.19,1464.72,1470.455,False,FAMILY_DIRECTION_COOLDOWN,,,,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2019-11-22 09:30:00+00:00,490:SHORT,BALANCED_RANGE,490,2019-11-22 09:00:00+00:00,1.4332196737832463,1471.39,1462.28,1466.835,True,,,2019-11-22 09:30:00+00:00,1471.025,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2019-11-22 15:00:00+00:00,490:LONG,BALANCED_RANGE,490,2019-11-22 15:00:00+00:00,2.115907452305816,1473.18,1462.28,1467.73,False,MINIMUM_EXPECTED_REWARD_FAILED,1.7021494684493659,,,,0.8496245732673945,,,,,,
MR_COMPRESSION_BREAKOUT_V1,SHORT,2019-11-25 05:00:00+00:00,2019-11-25 05:00:00+00:00:SHORT,COMPRESSION,491,2019-11-25 05:00:00+00:00,0.8283528755053982,1473.18,1459.47,1466.325,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,3.262903247485686,,,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,SHORT,2019-11-25 07:45:00+00:00,2019-11-25 07:00:00+00:00:SHORT,COMPRESSION,491,2019-11-25 07:00:00+00:00,1.0891887416976391,1473.18,1457.64,1465.41,True,,,2019-11-25 07:45:00+00:00,1457.235,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2019-12-03 08:45:00+00:00,2019-12-03 08:00:00+00:00:LONG,COMPRESSION,493,2019-12-03 08:00:00+00:00,1.0551310104083604,1465.29,1456.63,1460.96,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,2.4930677566026,,,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2019-12-27 07:45:00+00:00,497:LONG:2019-12-27 07:45:00+00:00,TREND_UP,497,2019-12-27 07:00:00+00:00,1.1498281888860615,1513.9,1503.4,1508.65,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,2.2481470222024607,,,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2019-12-27 11:00:00+00:00,497:LONG:2019-12-27 11:00:00+00:00,TREND_UP,497,2019-12-27 11:00:00+00:00,1.1469787236887254,1513.9,1506.55,1510.225,True,,,2019-12-27 11:00:00+00:00,1510.07,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2019-12-27 14:15:00+00:00,497:LONG:2019-12-27 14:15:00+00:00,TREND_UP,497,2019-12-27 14:00:00+00:00,1.3490931956340524,1513.9,1507.28,1510.5900000000001,False,PORTFOLIO_POSITION_ALREADY_OPEN,,,,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2019-12-27 19:45:00+00:00,497:LONG:2019-12-27 19:45:00+00:00,TREND_UP,497,2019-12-27 19:00:00+00:00,1.0385909694063815,1515.29,1507.28,1511.2849999999999,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,0.6536347002212273,,,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2019-12-27 20:15:00+00:00,497:LONG:2019-12-27 20:15:00+00:00,TREND_UP,497,2019-12-27 20:00:00+00:00,1.0096524174983637,1515.29,1507.28,1511.2849999999999,True,,,2019-12-27 20:15:00+00:00,1511.2199999999998,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2019-12-30 08:15:00+00:00,497:LONG:2019-12-30 08:15:00+00:00,TREND_UP,497,2019-12-30 08:00:00+00:00,0.7819945902441306,1515.73,1508.71,1512.22,True,,,2019-12-30 08:15:00+00:00,1513.37,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2019-12-31 14:15:00+00:00,497:LONG:2019-12-31 14:15:00+00:00,TREND_UP,497,2019-12-31 14:00:00+00:00,1.8430723260493316,1525.23,1514.4,1519.815,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,2.7477528478008355,,,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2019-12-31 15:30:00+00:00,497:LONG:2019-12-31 15:30:00+00:00,TREND_UP,497,2019-12-31 15:00:00+00:00,1.9752766948961638,1525.23,1514.4,1519.815,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,0.7049785344442144,,,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-01-15 13:30:00+00:00,504:SHORT,BALANCED_RANGE,504,2020-01-15 13:00:00+00:00,1.8004010238526138,1554.26,1542.03,1548.145,True,,,2020-01-15 13:30:00+00:00,1553.0649999999998,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2020-01-16 15:00:00+00:00,504:LONG,BALANCED_RANGE,504,2020-01-16 15:00:00+00:00,1.9762979454366947,1558.17,1550.66,1554.415,False,MINIMUM_EXPECTED_REWARD_FAILED,1.4839006442905354,,,,1.2616662378879993,,,,,,
MR_COMPRESSION_BREAKOUT_V1,SHORT,2020-01-21 13:15:00+00:00,2020-01-21 13:00:00+00:00:SHORT,COMPRESSION,506,2020-01-21 13:00:00+00:00,2.2973383528893474,1568.59,1551.84,1560.215,True,,,2020-01-21 13:15:00+00:00,1550.13,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2020-01-23 07:30:00+00:00,507:LONG,BALANCED_RANGE,507,2020-01-23 07:00:00+00:00,1.6522802969403776,1563.71,1554.57,1559.1399999999999,False,MINIMUM_EXPECTED_REWARD_FAILED,1.4768850262347961,,,,1.3830674670280527,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-01-23 15:45:00+00:00,507:SHORT,BALANCED_RANGE,507,2020-01-23 15:00:00+00:00,2.2088091070264295,1564.86,1551.85,1558.355,True,,,2020-01-23 15:45:00+00:00,1564.125,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2020-01-31 00:45:00+00:00,511:LONG,BALANCED_RANGE,511,2020-01-31 00:00:00+00:00,1.980630285986883,1585.99,1572.22,1579.105,True,,,2020-01-31 00:45:00+00:00,1573.06,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-01-31 15:45:00+00:00,511:SHORT,BALANCED_RANGE,511,2020-01-31 15:00:00+00:00,2.347249367429731,1585.65,1570.87,1578.26,True,,,2020-01-31 15:45:00+00:00,1585.355,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-02-09 23:30:00+00:00,513:SHORT,BALANCED_RANGE,513,2020-02-09 23:00:00+00:00,1.5839483884339356,1574.05,1560.08,1567.065,True,,,2020-02-09 23:30:00+00:00,1573.725,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2020-02-12 15:45:00+00:00,2020-02-12 15:00:00+00:00:LONG,COMPRESSION,515,2020-02-12 15:00:00+00:00,1.5424338583347454,1569.48,1561.95,1565.7150000000001,True,,,2020-02-12 15:45:00+00:00,1570.255,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2020-02-12 23:30:00+00:00,2020-02-12 23:00:00+00:00:LONG,COMPRESSION,515,2020-02-12 23:00:00+00:00,1.322344689303974,1570.46,1561.95,1566.205,True,,,2020-02-12 23:30:00+00:00,1570.805,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2020-02-13 02:30:00+00:00,2020-02-13 02:00:00+00:00:LONG,COMPRESSION,515,2020-02-13 02:00:00+00:00,1.2614651600445506,1572.56,1561.95,1567.255,False,FAMILY_DIRECTION_COOLDOWN,,,,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2020-02-13 03:30:00+00:00,2020-02-13 03:00:00+00:00:LONG,COMPRESSION,515,2020-02-13 03:00:00+00:00,1.2540989805297973,1572.56,1561.95,1567.255,False,FAMILY_DIRECTION_COOLDOWN,,,,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-02-13 05:00:00+00:00,516:SHORT,BALANCED_RANGE,516,2020-02-13 05:00:00+00:00,1.145995991799767,1574.28,1561.95,1568.115,True,,,2020-02-13 05:00:00+00:00,1574.01,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2020-02-14 12:45:00+00:00,2020-02-14 12:00:00+00:00:LONG,COMPRESSION,517,2020-02-14 12:00:00+00:00,1.1113491645567037,1578.33,1573.02,1575.675,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,3.712725980319315,,,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2020-02-14 17:00:00+00:00,2020-02-14 17:00:00+00:00:LONG,COMPRESSION,517,2020-02-14 17:00:00+00:00,1.3198768404262577,1582.88,1573.02,1577.95,True,,,2020-02-14 17:00:00+00:00,1583.635,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-03-06 13:15:00+00:00,521:LONG:2020-03-06 13:15:00+00:00,TREND_UP,521,2020-03-06 13:00:00+00:00,5.644578643735776,1689.94,1657.63,1673.785,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,3.2756134746909478,,,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-03-26 18:45:00+00:00,523:LONG:2020-03-26 18:45:00+00:00,TREND_UP,523,2020-03-26 18:00:00+00:00,6.39244921092965,1644.37,1595.26,1619.815,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,2.1711936165816725,,,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-03-27 14:00:00+00:00,523:LONG:2020-03-27 14:00:00+00:00,TREND_UP,523,2020-03-27 14:00:00+00:00,5.392865458150212,1644.37,1613.83,1629.1,False,CONTRACT_GRANULARITY_OR_MARGIN_REJECT,1.6066201934855817,,,CONTRACT_GRANULARITY_REJECT,2.0,5.0,8.664286545815003,0.005770815604448222,0.0,3.250494247901298,False
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-03-27 18:00:00+00:00,523:LONG:2020-03-27 18:00:00+00:00,TREND_UP,523,2020-03-27 18:00:00+00:00,4.551313840958846,1632.61,1613.83,1623.2199999999998,False,CONTRACT_GRANULARITY_OR_MARGIN_REJECT,1.5940740712724404,,,CONTRACT_GRANULARITY_REJECT,2.0,5.0,7.2551313840958755,0.006891673955017002,0.0,3.2552695428951197,False
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-04-03 12:15:00+00:00,525:SHORT,BALANCED_RANGE,525,2020-04-03 12:00:00+00:00,3.705106476883607,1620.17,1602.17,1611.17,False,MINIMUM_EXPECTED_REWARD_FAILED,1.9231594806100245,,,,0.40347985458876806,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-04-14 19:30:00+00:00,531:LONG:2020-04-14 19:30:00+00:00,TREND_UP,531,2020-04-14 19:00:00+00:00,5.660292201845876,1747.4,1708.56,1727.98,False,CONTRACT_GRANULARITY_OR_MARGIN_REJECT,1.5840223261372621,,,CONTRACT_GRANULARITY_REJECT,2.0,5.0,8.96602922018451,0.005576604623085431,0.0,3.4599965504918706,False
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-04-14 20:45:00+00:00,531:LONG:2020-04-14 20:45:00+00:00,TREND_UP,531,2020-04-14 20:00:00+00:00,5.23021940727815,1747.4,1708.56,1727.98,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,0.6353503901009655,,,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-04-14 23:45:00+00:00,531:LONG:2020-04-14 23:45:00+00:00,TREND_UP,531,2020-04-14 23:00:00+00:00,4.120639402171587,1747.4,1708.56,1727.98,False,CONTRACT_GRANULARITY_OR_MARGIN_REJECT,1.2588007427885317,,,CONTRACT_GRANULARITY_REJECT,2.0,5.0,5.187063940217286,0.00963936449912077,0.0,3.456362520968271,False
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-04-22 18:30:00+00:00,533:SHORT,BALANCED_RANGE,533,2020-04-22 18:00:00+00:00,4.295305215989359,1715.5,1679.5,1697.5,True,,,2020-04-22 18:30:00+00:00,1713.315,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2020-05-05 08:00:00+00:00,537:LONG,BALANCED_RANGE,537,2020-05-05 08:00:00+00:00,2.5393164767964933,1713.44,1695.6,1704.52,False,MINIMUM_EXPECTED_REWARD_FAILED,1.677196082724034,,,,1.431110077411184,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-05-05 20:15:00+00:00,537:SHORT,BALANCED_RANGE,537,2020-05-05 20:00:00+00:00,3.1832044643551947,1709.84,1689.63,1699.7350000000001,True,,,2020-05-05 20:15:00+00:00,1707.555,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2020-05-25 06:15:00+00:00,541:LONG,BALANCED_RANGE,541,2020-05-25 06:00:00+00:00,1.4903443679258541,1740.09,1725.88,1732.9850000000001,True,,,2020-05-25 06:15:00+00:00,1727.415,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-05-29 12:15:00+00:00,543:SHORT,BALANCED_RANGE,543,2020-05-29 12:00:00+00:00,2.321572830694725,1728.47,1711.12,1719.795,True,,,2020-05-29 12:15:00+00:00,1727.5949999999998,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-06-10 14:45:00+00:00,549:SHORT,BALANCED_RANGE,549,2020-06-10 14:00:00+00:00,2.907137835834228,1725.2,1711.82,1718.51,False,MINIMUM_EXPECTED_REWARD_FAILED,1.997054873704515,,,,0.47108763916910446,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2020-06-10 18:15:00+00:00,549:LONG,BALANCED_RANGE,549,2020-06-10 18:00:00+00:00,3.7974133712444713,1727.18,1712.04,1719.6100000000001,False,MINIMUM_EXPECTED_REWARD_FAILED,5.636663498161543,,,,-0.4491995417540306,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-06-11 17:45:00+00:00,551:LONG:2020-06-11 17:45:00+00:00,TREND_UP,551,2020-06-11 17:00:00+00:00,4.506009732470919,1744.63,1721.27,1732.95,False,CONTRACT_GRANULARITY_OR_MARGIN_REJECT,1.9497518857841767,,,CONTRACT_GRANULARITY_REJECT,2.0,5.0,8.785600973247028,0.00569113031109137,0.0,3.4725004151612278,False
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-06-18 09:45:00+00:00,553:SHORT,BALANCED_RANGE,553,2020-06-18 09:00:00+00:00,2.6931592039067063,1730.23,1716.1,1723.165,False,MINIMUM_EXPECTED_REWARD_FAILED,1.84330577753799,,,,1.293229541180045,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2020-06-18 14:45:00+00:00,553:LONG,BALANCED_RANGE,553,2020-06-18 14:00:00+00:00,3.919943691527491,1737.59,1717.99,1727.79,False,MINIMUM_EXPECTED_REWARD_FAILED,1.2390469739784296,,,,1.191065823905561,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-06-24 13:45:00+00:00,556:LONG:2020-06-24 13:45:00+00:00,TREND_UP,556,2020-06-24 13:00:00+00:00,4.131152619342425,1779.43,1764.47,1771.95,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,2.4225963512158026,,,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-06-24 14:45:00+00:00,556:LONG:2020-06-24 14:45:00+00:00,TREND_UP,556,2020-06-24 14:00:00+00:00,4.507166283867104,1779.43,1763.88,1771.6550000000002,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,2.402999123230485,,,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2020-06-30 12:15:00+00:00,558:LONG,BALANCED_RANGE,558,2020-06-30 12:00:00+00:00,1.8637768321151604,1774.09,1767.5,1770.795,False,MINIMUM_EXPECTED_REWARD_FAILED,1.3474669498717116,,,,1.1427990378290993,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2020-07-02 13:15:00+00:00,560:LONG,BALANCED_RANGE,560,2020-07-02 13:00:00+00:00,3.0221119179186338,1774.35,1759.22,1766.7849999999999,False,MINIMUM_EXPECTED_REWARD_FAILED,2.591635056714255,,,,0.23301210288001534,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-07-09 12:45:00+00:00,562:LONG:2020-07-09 12:45:00+00:00,TREND_UP,562,2020-07-09 12:00:00+00:00,2.6290326917137166,1817.92,1805.56,1811.74,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,2.422146856234143,,,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,SHORT,2020-07-14 00:15:00+00:00,2020-07-14 00:00:00+00:00:SHORT,COMPRESSION,566,2020-07-14 00:00:00+00:00,1.7722663894294557,1813.31,1800.47,1806.8899999999999,True,,,2020-07-14 00:15:00+00:00,1800.205,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2020-07-15 08:00:00+00:00,2020-07-15 08:00:00+00:00:LONG,COMPRESSION,566,2020-07-15 08:00:00+00:00,1.6426908371141633,1811.27,1790.63,1800.95,True,,,2020-07-15 08:00:00+00:00,1811.77,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,SHORT,2020-07-16 17:00:00+00:00,2020-07-16 17:00:00+00:00:SHORT,COMPRESSION,566,2020-07-16 17:00:00+00:00,2.163831597670051,1813.29,1802.99,1808.1399999999999,True,,,2020-07-16 17:00:00+00:00,1801.0749999999998,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2020-07-17 14:45:00+00:00,2020-07-17 14:00:00+00:00:LONG,COMPRESSION,566,2020-07-17 14:00:00+00:00,1.7349210660581105,1807.64,1794.9,1801.27,True,,,2020-07-17 14:45:00+00:00,1809.335,,,,,,,,
MR_COMPRESSION_BREAKOUT_V1,LONG,2020-07-20 11:15:00+00:00,2020-07-20 11:00:00+00:00:LONG,COMPRESSION,566,2020-07-20 11:00:00+00:00,1.3880623252894835,1812.39,1805.17,1808.7800000000002,True,,,2020-07-20 11:15:00+00:00,1812.725,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-07-21 09:15:00+00:00,567:SHORT,BALANCED_RANGE,567,2020-07-21 09:00:00+00:00,1.5379838288650047,1824.12,1810.78,1817.4499999999998,True,,,2020-07-21 09:15:00+00:00,1822.895,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-07-24 10:45:00+00:00,569:LONG:2020-07-24 10:45:00+00:00,TREND_UP,569,2020-07-24 10:00:00+00:00,2.874902802906743,1898.36,1869.72,1884.04,True,,,2020-07-24 10:45:00+00:00,1890.77,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-07-28 04:15:00+00:00,569:LONG:2020-07-28 04:15:00+00:00,TREND_UP,569,2020-07-28 04:00:00+00:00,7.739520642791117,1981.16,1930.93,1956.045,False,CONTRACT_GRANULARITY_OR_MARGIN_REJECT,1.8048859495310445,,,CONTRACT_GRANULARITY_REJECT,2.0,5.0,13.968952064279165,0.0035793665673646315,0.0,3.8968709702725373,False
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-08-07 04:45:00+00:00,571:LONG:2020-08-07 04:45:00+00:00,TREND_UP,571,2020-08-07 04:00:00+00:00,4.889664685795847,2074.87,2040.85,2057.8599999999997,False,STOP_OUTSIDE_FROZEN_ATR_RANGE,3.066461083136413,,,,,,,,,,
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-08-07 07:45:00+00:00,571:LONG:2020-08-07 07:45:00+00:00,TREND_UP,571,2020-08-07 07:00:00+00:00,4.51629968863964,2074.87,2046.37,2060.62,False,CONTRACT_GRANULARITY_OR_MARGIN_REJECT,1.5469810354787787,,,CONTRACT_GRANULARITY_REJECT,2.0,5.0,6.986629968864236,0.007156526139615796,0.0,4.127887128086847,False
MR_TREND_PULLBACK_CONTINUATION_V1,LONG,2020-08-07 08:45:00+00:00,571:LONG:2020-08-07 08:45:00+00:00,TREND_UP,571,2020-08-07 08:00:00+00:00,4.2042996513753685,2074.87,2046.37,2060.62,True,,,2020-08-07 08:45:00+00:00,2062.025,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2020-08-19 22:15:00+00:00,576:LONG,BALANCED_RANGE,576,2020-08-19 21:00:00+00:00,7.601162095627568,2005.91,1934.61,1970.26,False,CONTRACT_GRANULARITY_OR_MARGIN_REJECT,0.712406358585309,,,CONTRACT_GRANULARITY_REJECT,6.530792439421323,5.0,5.4151162095627114,0.009233412186372573,0.0,3.8740857052705713,False
MR_FAILED_AUCTION_REVERSAL_V1,LONG,2020-08-21 12:45:00+00:00,578:LONG,BALANCED_RANGE,578,2020-08-21 12:00:00+00:00,5.728768816788115,1955.97,1927.49,1941.73,False,MINIMUM_EXPECTED_REWARD_FAILED,1.31928467064869,,,,1.292029514753229,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-09-09 19:45:00+00:00,582:SHORT,BALANCED_RANGE,582,2020-09-09 19:00:00+00:00,2.639051698393928,1949.05,1919.95,1934.5,True,,,2020-09-09 19:45:00+00:00,1948.995,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-09-14 16:00:00+00:00,584:SHORT,BALANCED_RANGE,584,2020-09-14 16:00:00+00:00,2.625632950581794,1960.11,1937.36,1948.735,True,,,2020-09-14 16:00:00+00:00,1958.595,,,,,,,,
MR_FAILED_AUCTION_REVERSAL_V1,SHORT,2020-09-18 02:15:00+00:00,586:SHORT,BALANCED_RANGE,586,2020-09-18 02:00:00+00:00,2.378211117771501,1951.87,1932.87,1942.37,True,,,2020-09-18 02:15:00+00:00,1951.495,,,,,,,,
