Open_Interest_All_futures,Dealer_Positions_Long_All_futures,Dealer_Positions_Short_All_futures,Asset_Mgr_Positions_Long_All_futures,Asset_Mgr_Positions_Short_All_futures,Lev_Money_Positions_Long_All_futures,Lev_Money_Positions_Short_All_futures,report_date_utc,Open_Interest_All_combined,Dealer_Positions_Long_All_combined,Dealer_Positions_Short_All_combined,Asset_Mgr_Positions_Long_All_combined,Asset_Mgr_Positions_Short_All_combined,Lev_Money_Positions_Long_All_combined,Lev_Money_Positions_Short_All_combined,dealer_options_equivalent_net,dealer_flow_change,vote_dealer,dealer_futures_flow_change,futures_vote_dealer,asset_options_equivalent_net,asset_flow_change,vote_asset,asset_futures_flow_change,futures_vote_asset,leveraged_options_equivalent_net,leveraged_flow_change,vote_leveraged,leveraged_futures_flow_change,futures_vote_leveraged,three_valid_nonzero_votes,vote_sum,side,futures_vote_sum,futures_side,availability_utc
449360,76460,159407,173814,75232,69482,74824,2017-05-23 00:00:00+00:00,545856,89615,160589,169013,75463,60223,71786,11973.0,4143.0,-1.0,-0.05749813321512648,1.0,-5032.0,-2186.0,-1.0,-0.00592667048356188,-1.0,-6221.0,-2636.0,-1.0,0.06557590555447226,1.0,True,-3.0,SHORT,1.0,LONG,2017-05-31 00:00:00+00:00
453280,72432,167397,174423,71486,71490,65844,2017-05-30 00:00:00+00:00,549527,83564,165205,169639,71840,61767,63104,13324.0,1351.0,-1.0,-0.024917071923320877,1.0,-5138.0,-106.0,-1.0,0.0077105059988521185,1.0,-6983.0,-762.0,-1.0,0.02434389567724071,1.0,True,-3.0,SHORT,3.0,LONG,2017-06-07 00:00:00+00:00
447178,72303,168558,172843,68924,64699,54589,2017-06-06 00:00:00+00:00,551076,86892,164205,167227,69357,52410,52766,18942.0,5618.0,-1.0,-0.005743590319141678,1.0,-6049.0,-911.0,-1.0,0.0052948162076325855,1.0,-10466.0,-3483.0,-1.0,0.010152569586255674,1.0,True,-3.0,SHORT,3.0,LONG,2017-06-14 00:00:00+00:00
474300,80403,166583,168662,69385,61696,51695,2017-06-13 00:00:00+00:00,529531,82748,165923,169874,69703,58884,52170,3005.0,-15937.0,1.0,0.03355050935690623,-1.0,894.0,6943.0,1.0,-0.023075773564746965,-1.0,-3287.0,7179.0,1.0,-0.0015226360799213724,-1.0,True,3.0,LONG,-3.0,SHORT,2017-06-21 00:00:00+00:00
379269,33170,84468,166684,70369,59455,74430,2017-06-20 00:00:00+00:00,440683,33636,85005,167616,69827,56976,74266,-71.0,-3076.0,1.0,0.04644442180026498,-1.0,1474.0,580.0,1.0,0.04463637277708746,1.0,-2315.0,972.0,1.0,-0.060569659862460976,-1.0,True,3.0,LONG,-1.0,SHORT,2017-06-28 00:00:00+00:00
400560,33528,98769,172970,68219,66956,75103,2017-06-27 00:00:00+00:00,473996,39494,99594,172915,69307,62748,73018,5141.0,5212.0,-1.0,-0.027619551129008657,1.0,-1143.0,-2617.0,-1.0,0.0075623399801441615,1.0,-2123.0,192.0,1.0,0.0191448238296179,1.0,True,-1.0,SHORT,3.0,LONG,2017-07-05 00:00:00+00:00
422496,38470,127190,178183,70493,68317,74930,2017-07-03 00:00:00+00:00,499733,41859,125936,176401,70575,62845,72468,4643.0,-498.0,1.0,-0.04711567801896252,1.0,-1864.0,-721.0,-1.0,-0.006621396938174318,-1.0,-3010.0,-887.0,-1.0,0.004686806171881972,1.0,True,-1.0,SHORT,1.0,LONG,2017-07-11 00:00:00+00:00
436899,39612,139185,182032,77190,72673,72383,2017-07-11 00:00:00+00:00,507632,43557,138937,179032,77751,69354,68765,4193.0,-450.0,1.0,-0.017918355994169077,1.0,-3561.0,-1697.0,-1.0,-0.01492148181741998,-1.0,299.0,3309.0,1.0,0.016315988164383826,1.0,True,1.0,LONG,1.0,LONG,2017-07-19 00:00:00+00:00
446259,35445,146121,188839,79086,77654,71195,2017-07-18 00:00:00+00:00,529449,41013,145755,182340,79563,73947,64589,5934.0,1741.0,-1.0,-0.020099933780085344,1.0,-6976.0,-3415.0,-1.0,0.005971632595262205,1.0,2899.0,2600.0,1.0,0.013809888702354856,1.0,True,-1.0,SHORT,3.0,LONG,2017-07-26 00:00:00+00:00
449086,45227,148194,188756,81196,68288,67936,2017-07-25 00:00:00+00:00,543872,49925,147299,181089,81539,65405,59483,5593.0,-341.0,1.0,0.01872719227464531,-1.0,-8010.0,-1034.0,-1.0,-0.006431446916289746,-1.0,5570.0,2671.0,1.0,-0.013689843438104879,-1.0,True,1.0,LONG,-3.0,SHORT,2017-08-02 00:00:00+00:00
457254,45316,151701,189171,83473,72993,66296,2017-08-01 00:00:00+00:00,571784,53734,149998,179835,83034,67201,58415,10121.0,4528.0,-1.0,-0.003379370633759843,1.0,-8897.0,-887.0,-1.0,-0.00835051631690728,-1.0,2089.0,-3481.0,-1.0,0.013862312424429615,1.0,True,-3.0,SHORT,1.0,LONG,2017-08-09 00:00:00+00:00
461152,46898,166487,184035,86423,83468,58135,2017-08-08 00:00:00+00:00,552858,53499,166259,180286,86690,80539,55887,6829.0,-3292.0,1.0,-0.026666020955969344,1.0,-4016.0,4881.0,1.0,-0.019488269735052494,-1.0,-681.0,-2770.0,-1.0,0.040288038213598866,1.0,True,1.0,LONG,1.0,LONG,2017-08-16 00:00:00+00:00
462148,48060,161442,202003,90938,70194,60834,2017-08-15 00:00:00+00:00,554716,49741,159805,198933,90905,68941,58407,3318.0,-3511.0,1.0,0.013989651229196903,-1.0,-3037.0,979.0,1.0,0.028653541235028612,1.0,1174.0,1855.0,1.0,-0.034680912669133174,-1.0,True,3.0,LONG,-1.0,SHORT,2017-08-23 00:00:00+00:00
464445,43591,166707,199440,92815,80501,56657,2017-08-22 00:00:00+00:00,555963,49520,165807,195176,92828,76782,53150,6829.0,3511.0,-1.0,-0.01974498795393373,1.0,-4277.0,-1240.0,-1.0,-0.010748361928429928,-1.0,-212.0,-1386.0,-1.0,0.03108544236601814,1.0,True,-3.0,SHORT,1.0,LONG,2017-08-30 00:00:00+00:00
469307,39729,167585,199296,92595,82489,51683,2017-08-29 00:00:00+00:00,582900,55096,167026,189340,92122,77158,46577,15926.0,9097.0,-1.0,-0.007353760790581032,1.0,-9483.0,-5206.0,-1.0,-0.002216446930423971,-1.0,-225.0,-13.0,-1.0,0.014302772528421895,1.0,True,-3.0,SHORT,1.0,LONG,2017-09-06 00:00:00+00:00
464988,38344,165140,204580,93873,81977,51920,2017-09-05 00:00:00+00:00,572607,49390,163665,196735,93893,77894,47730,12521.0,-3405.0,1.0,-0.0002508666086101785,1.0,-7865.0,1618.0,1.0,0.01072707673002632,1.0,107.0,332.0,1.0,-0.0010010892831597007,-1.0,True,3.0,LONG,1.0,LONG,2017-09-13 00:00:00+00:00
487425,45708,152062,189947,94396,84642,61588,2017-09-12 00:00:00+00:00,566805,54314,157583,190031,96273,81520,56069,3085.0,-9436.0,1.0,0.0544909871272517,-1.0,-1793.0,6072.0,1.0,-0.04205350395632959,-1.0,2397.0,2290.0,1.0,-0.017342844862413942,-1.0,True,3.0,LONG,-3.0,SHORT,2017-09-20 00:00:00+00:00
431108,31203,104014,194409,92876,78292,77133,2017-09-19 00:00:00+00:00,514771,39259,105190,194388,96345,75114,73508,6880.0,3795.0,-1.0,0.04930290618019123,-1.0,-3490.0,-1697.0,-1.0,0.03948418024086364,1.0,447.0,-1950.0,-1.0,-0.04460911149095246,-1.0,True,-3.0,SHORT,-1.0,SHORT,2017-09-27 00:00:00+00:00
429111,34253,122254,196538,96156,70012,50279,2017-09-26 00:00:00+00:00,517813,35620,123613,195791,94737,68551,48864,8.0,-6872.0,1.0,-0.036184760467982746,1.0,672.0,4162.0,1.0,-0.001586241714899017,-1.0,-46.0,-493.0,-1.0,0.043297349118669254,1.0,True,1.0,LONG,1.0,LONG,2017-10-04 00:00:00+00:00
438663,37212,126161,200578,101378,69139,50830,2017-10-03 00:00:00+00:00,531584,39276,127245,200127,99173,67026,51746,980.0,972.0,-1.0,0.0023045026201403696,-1.0,1754.0,1082.0,1.0,-0.007788440738148855,-1.0,-3029.0,-2983.0,-1.0,-0.0042475797607606156,-1.0,True,-1.0,SHORT,-3.0,SHORT,2017-10-11 00:00:00+00:00
450748,35775,133627,205077,98624,80601,57794,2017-10-10 00:00:00+00:00,524781,39266,129865,202741,98096,73994,55408,7253.0,6273.0,-1.0,-0.01431506881748279,1.0,-1808.0,-3562.0,-1.0,0.01002794790076475,1.0,-4221.0,-1192.0,-1.0,0.00885992608715138,1.0,True,-3.0,SHORT,3.0,LONG,2017-10-18 00:00:00+00:00
446338,39581,137232,206703,97305,70431,55097,2017-10-17 00:00:00+00:00,522748,40519,133280,206018,96600,64743,55026,4890.0,-2363.0,1.0,-0.0016945862952049973,1.0,20.0,1828.0,1.0,0.008931590368633918,1.0,-5617.0,-1396.0,-1.0,-0.016242986939127256,-1.0,True,1.0,LONG,1.0,LONG,2017-10-25 00:00:00+00:00
445018,38628,134813,208170,98930,69117,58958,2017-10-24 00:00:00+00:00,524248,40488,130864,207086,98221,64625,59014,5809.0,919.0,-1.0,0.002645301836920161,-1.0,-375.0,-395.0,-1.0,0.0003719706728848582,1.0,-4548.0,1069.0,1.0,-0.01152683987713132,-1.0,True,-1.0,SHORT,-1.0,SHORT,2017-11-01 00:00:00+00:00
440384,40382,124061,214381,102148,59118,59175,2017-10-31 00:00:00+00:00,531966,39835,119985,215955,99055,54837,62532,3529.0,-2280.0,1.0,0.02612360947936007,-1.0,4667.0,5042.0,1.0,0.009379366386414373,1.0,-7638.0,-3090.0,-1.0,-0.022957722586913594,-1.0,True,1.0,LONG,-1.0,SHORT,2017-11-08 00:00:00+00:00
446502,37528,136187,218740,100238,62131,57575,2017-11-07 00:00:00+00:00,528613,41866,130952,221560,99558,56282,62099,9573.0,6044.0,-1.0,-0.030946101226368955,1.0,3500.0,-1167.0,-1.0,0.010548243671879842,1.0,-10373.0,-2735.0,-1.0,0.010333194180554854,1.0,True,-3.0,SHORT,3.0,LONG,2017-11-15 00:00:00+00:00
467842,38606,148301,223094,95600,79328,75472,2017-11-14 00:00:00+00:00,554186,42889,140762,224592,96010,65232,70902,11822.0,2249.0,-1.0,-0.013510367849109528,1.0,1088.0,-2412.0,-1.0,0.007114253005398363,1.0,-9526.0,847.0,1.0,-0.0019616628570411215,-1.0,True,-1.0,SHORT,1.0,LONG,2017-11-22 00:00:00+00:00
465307,38559,206828,230478,101068,67135,57542,2017-11-21 00:00:00+00:00,554238,41521,195241,232698,101213,50264,55246,14549.0,2727.0,-1.0,-0.12715987921393718,1.0,2075.0,987.0,1.0,0.00560237805897873,1.0,-14575.0,-5049.0,-1.0,0.012374397377493957,1.0,True,-1.0,SHORT,3.0,LONG,2017-11-29 00:00:00+00:00
495561,36272,225060,239485,98083,80824,73895,2017-11-28 00:00:00+00:00,596614,41220,214492,240067,98289,59901,67727,15516.0,967.0,-1.0,-0.019328082831527926,1.0,376.0,-1699.0,-1.0,0.007219765937176159,1.0,-14755.0,-180.0,-1.0,-0.0066343628255818785,-1.0,True,-3.0,SHORT,1.0,LONG,2017-12-06 00:00:00+00:00
499124,38365,222032,235215,99950,79554,72003,2017-12-05 00:00:00+00:00,600891,43411,212729,237168,100160,60493,66242,14349.0,-1167.0,1.0,0.012979447743864336,-1.0,1743.0,1367.0,1.0,-0.014332423463230493,-1.0,-13300.0,1455.0,1.0,0.0011463717608580833,1.0,True,3.0,LONG,-1.0,SHORT,2017-12-13 00:00:00+00:00
505744,41459,217887,233540,105995,70920,55803,2017-12-12 00:00:00+00:00,580674,43412,210982,235385,105546,63366,55963,8858.0,-5491.0,1.0,0.0191302694352522,-1.0,2294.0,551.0,1.0,-0.018811991400226824,-1.0,-7714.0,5586.0,1.0,0.014762111455531914,1.0,True,3.0,LONG,-1.0,SHORT,2017-12-20 00:00:00+00:00
485622,43189,215765,233393,104685,67452,69797,2017-12-19 00:00:00+00:00,561933,48645,210940,234936,105474,59950,67850,10281.0,1423.0,-1.0,-0.006522620666412515,1.0,754.0,-1540.0,-1.0,0.01284460692246453,1.0,-5555.0,2159.0,1.0,-0.034719475256154875,-1.0,True,-1.0,SHORT,1.0,LONG,2017-12-27 00:00:00+00:00
497744,42077,219797,229430,105292,77098,76535,2017-12-26 00:00:00+00:00,570775,48127,215027,230176,105977,68942,74305,10820.0,539.0,-1.0,-0.0016799642647141177,1.0,61.0,-693.0,-1.0,-0.01563611727300468,-1.0,-5926.0,-371.0,-1.0,0.005959962198784644,1.0,True,-3.0,SHORT,1.0,LONG,2018-01-03 00:00:00+00:00
542622,39984,263080,241444,106773,103746,69216,2018-01-02 00:00:00+00:00,632080,53773,257313,239268,107555,91042,65754,19556.0,8736.0,-1.0,-0.05409339205894925,1.0,-2958.0,-3019.0,-1.0,-0.0012156371861873905,-1.0,-9242.0,-3316.0,-1.0,0.06250435539909768,1.0,True,-3.0,SHORT,1.0,LONG,2018-01-10 00:00:00+00:00
563400,44754,291217,259618,110503,101215,59173,2018-01-09 00:00:00+00:00,631130,48140,294045,260969,110868,98315,57218,558.0,-18998.0,1.0,-0.026312107787098027,1.0,986.0,3944.0,1.0,0.01648420008148105,1.0,-945.0,8297.0,1.0,0.010986479293895457,1.0,True,3.0,LONG,3.0,LONG,2018-01-17 00:00:00+00:00
594038,46686,306418,272419,116699,116996,71311,2018-01-16 00:00:00+00:00,689429,61009,298793,269192,117501,97331,65945,21948.0,21390.0,-1.0,0.00022522578792322223,-1.0,-4029.0,-5015.0,-1.0,-0.002531749178196263,-1.0,-14299.0,-13354.0,-1.0,0.0022839162754622194,1.0,True,-3.0,SHORT,-1.0,SHORT,2018-01-24 00:00:00+00:00
608683,47541,328477,273391,117601,127165,68142,2018-01-23 00:00:00+00:00,711510,64218,324340,270108,118408,107489,61242,20814.0,-1134.0,1.0,-0.024316019642099118,1.0,-4090.0,-61.0,-1.0,-0.0061920780697933275,-1.0,-12776.0,1523.0,1.0,0.020062518192122736,1.0,True,1.0,LONG,1.0,LONG,2018-01-31 00:00:00+00:00
603460,50889,337544,267255,117303,128097,51244,2018-01-30 00:00:00+00:00,728311,68982,333042,262440,118127,106706,44494,22595.0,1781.0,-1.0,-0.013471748896426106,1.0,-5639.0,-1549.0,-1.0,-0.007458976341125023,-1.0,-14641.0,-1865.0,-1.0,0.030385552995411083,1.0,True,-3.0,SHORT,1.0,LONG,2018-02-07 00:00:00+00:00
596937,58824,331291,268920,118546,118937,52485,2018-02-06 00:00:00+00:00,722138,72359,324819,262913,119066,100811,45020,20007.0,-2588.0,1.0,0.01857725470639654,-1.0,-6527.0,-888.0,-1.0,0.003422272499628065,1.0,-10661.0,3980.0,1.0,-0.01603229543936878,-1.0,True,1.0,LONG,-1.0,SHORT,2018-02-14 00:00:00+00:00
564233,75711,311832,253649,115234,86687,51901,2018-02-13 00:00:00+00:00,652721,75959,312053,252260,116054,84788,45788,27.0,-19980.0,1.0,0.037960430008926294,-1.0,-2209.0,4318.0,1.0,-0.006594008603645868,-1.0,4214.0,14875.0,1.0,-0.04966979493243867,-1.0,True,3.0,LONG,-3.0,SHORT,2018-02-21 00:00:00+00:00
567534,80317,309421,253038,111311,82318,53036,2018-02-20 00:00:00+00:00,661807,80777,308661,251282,111736,80727,48003,1220.0,1193.0,-1.0,0.014798068501906736,-1.0,-2181.0,28.0,1.0,0.00440892373414542,1.0,3442.0,-772.0,-1.0,-0.010056688600863346,-1.0,True,-1.0,SHORT,-1.0,SHORT,2018-02-28 00:00:00+00:00
567463,82842,303236,242187,110489,86607,53046,2018-02-27 00:00:00+00:00,666606,80953,301763,241092,110419,86808,49678,-416.0,-1636.0,1.0,0.015298510185593694,-1.0,-1025.0,1156.0,1.0,-0.01764215390001231,-1.0,3569.0,127.0,1.0,0.007547035234750629,1.0,True,3.0,LONG,-1.0,SHORT,2018-03-07 00:00:00+00:00
557530,79216,307651,246987,104036,77977,47837,2018-03-06 00:00:00+00:00,654353,87557,304133,244660,104771,69977,44821,11859.0,12275.0,-1.0,-0.02134203747339536,1.0,-3062.0,-2037.0,-1.0,0.024318460740793912,1.0,-4984.0,-8553.0,-1.0,-0.0050823107395454176,-1.0,True,-3.0,SHORT,1.0,LONG,2018-03-14 00:00:00+00:00
584759,77273,306895,247032,100031,82704,44967,2018-03-13 00:00:00+00:00,654157,84651,303808,247756,100414,74030,43901,10465.0,-1394.0,1.0,0.017048821612029974,-1.0,341.0,3403.0,1.0,-0.005013228769967237,-1.0,-7608.0,-2624.0,-1.0,0.010474407006328172,1.0,True,1.0,LONG,-1.0,SHORT,2018-03-21 00:00:00+00:00
496964,38865,261561,236044,89973,75540,49876,2018-03-20 00:00:00+00:00,570580,43529,260624,239310,89085,69931,51772,5601.0,-4864.0,1.0,-0.055434932551350014,1.0,4154.0,3813.0,1.0,0.04253939939576218,1.0,-7505.0,103.0,1.0,-0.012892710625562659,-1.0,True,3.0,LONG,1.0,LONG,2018-03-28 00:00:00+00:00
514049,38057,276381,243560,83354,86384,58869,2018-03-27 00:00:00+00:00,591839,44511,272168,244998,83798,77755,59368,10667.0,5066.0,-1.0,-0.015508230518191668,1.0,994.0,-3160.0,-1.0,0.01772839152780825,1.0,-9128.0,-1623.0,-1.0,0.0018844581306068989,1.0,True,-3.0,SHORT,3.0,LONG,2018-04-04 00:00:00+00:00
493677,40980,262324,239595,82839,68333,49189,2018-04-03 00:00:00+00:00,572873,42182,260679,242558,81508,67945,53435,2847.0,-7820.0,1.0,0.015263237861780521,-1.0,4294.0,3300.0,1.0,0.005872337569772179,1.0,-4634.0,4494.0,1.0,-0.01474763418965739,-1.0,True,3.0,LONG,-1.0,SHORT,2018-04-11 00:00:00+00:00
508204,34531,281979,250432,78865,78185,53135,2018-04-10 00:00:00+00:00,566657,36229,278760,252423,79746,74846,54137,4917.0,2070.0,-1.0,-0.038548898250320485,1.0,1110.0,-3184.0,-1.0,0.020067293257179153,1.0,-4341.0,293.0,1.0,0.01051283796685392,1.0,True,-1.0,SHORT,3.0,LONG,2018-04-18 00:00:00+00:00
509032,33569,283461,255245,77985,80379,50401,2018-04-17 00:00:00+00:00,566606,37528,279820,256767,78617,75075,51622,7600.0,2683.0,-1.0,-0.004009259029949641,1.0,890.0,-220.0,-1.0,0.010634835434303824,1.0,-6525.0,-2184.0,-1.0,0.00960094230219085,1.0,True,-3.0,SHORT,3.0,LONG,2018-04-25 00:00:00+00:00
494154,38249,265356,259619,80092,56370,48017,2018-04-24 00:00:00+00:00,562555,38020,263901,262313,77976,53179,49895,1226.0,-6374.0,1.0,0.03132859470408411,-1.0,4810.0,3920.0,1.0,0.01507214290263481,1.0,-5069.0,1456.0,1.0,-0.04198853448081741,-1.0,True,3.0,LONG,-1.0,SHORT,2018-05-02 00:00:00+00:00
509659,42967,258345,265262,86420,64315,61805,2018-05-01 00:00:00+00:00,608298,41335,267147,269464,79463,59243,59345,-10434.0,-11660.0,1.0,0.03699513624054346,-1.0,11159.0,6349.0,1.0,-0.012396510660672821,-1.0,-2612.0,2457.0,1.0,-0.011978775802575795,-1.0,True,3.0,LONG,-3.0,SHORT,2018-05-09 00:00:00+00:00
515132,50026,258278,261020,90110,67669,62778,2018-05-08 00:00:00+00:00,603408,48973,263613,264187,89031,66655,61776,-6388.0,4046.0,-1.0,0.01832316375321108,-1.0,4246.0,-6913.0,-1.0,-0.019126173934565338,-1.0,-12.0,2600.0,1.0,0.004569792272414356,1.0,True,-1.0,SHORT,-1.0,SHORT,2018-05-16 00:00:00+00:00
505114,56341,240662,257974,92648,57717,61801,2018-05-15 00:00:00+00:00,596415,56509,242682,261717,91104,51134,61317,-1852.0,4536.0,-1.0,0.039359493469276585,-1.0,5287.0,1041.0,1.0,-0.0044747078594261636,-1.0,-6099.0,-6087.0,-1.0,-0.017579957313115284,-1.0,True,-1.0,SHORT,-3.0,SHORT,2018-05-23 00:00:00+00:00
520648,65106,236880,257878,97370,60848,71536,2018-05-22 00:00:00+00:00,626265,62933,238194,262992,95606,49238,66454,-3487.0,-1635.0,1.0,0.03498622358095649,-1.0,6878.0,1591.0,1.0,-0.01901927114366314,-1.0,-6528.0,-429.0,-1.0,-0.012442961262096496,-1.0,True,1.0,LONG,-3.0,SHORT,2018-05-30 00:00:00+00:00
552251,75345,227876,247321,104495,70434,88324,2018-05-29 00:00:00+00:00,687144,77836,236408,251803,102890,60535,80385,-6041.0,-2554.0,1.0,0.05372479495288751,-1.0,6087.0,-791.0,-1.0,-0.049659906013939215,-1.0,-1960.0,4568.0,1.0,-0.011866425317888299,-1.0,True,1.0,LONG,-3.0,SHORT,2018-06-06 00:00:00+00:00
576287,87429,214080,254374,110809,67518,100985,2018-06-05 00:00:00+00:00,700377,91593,219066,258348,108509,52570,93069,-822.0,5219.0,-1.0,0.05642798049079378,-1.0,6274.0,187.0,1.0,-0.009504490305965452,-1.0,-7032.0,-5072.0,-1.0,-0.025678804534652898,-1.0,True,-1.0,SHORT,-3.0,SHORT,2018-06-13 00:00:00+00:00
599561,88420,226125,271033,112303,50902,92912,2018-06-12 00:00:00+00:00,680977,92847,228448,275773,113005,44995,93668,2104.0,2926.0,-1.0,-0.009905675357183952,1.0,4038.0,-2236.0,-1.0,0.015623040307630509,1.0,-6663.0,369.0,1.0,-0.011994438407392852,-1.0,True,-1.0,SHORT,1.0,LONG,2018-06-20 00:00:00+00:00
478200,43711,151674,261448,116357,40761,96068,2018-06-19 00:00:00+00:00,575576,50966,160062,263856,116316,35528,92927,-1133.0,-3237.0,1.0,0.003906827396117057,-1.0,2449.0,-1589.0,-1.0,0.038667002673699546,1.0,-2092.0,4571.0,1.0,-0.04558869598783978,-1.0,True,1.0,LONG,-1.0,SHORT,2018-06-27 00:00:00+00:00
481383,46454,152251,264728,118466,39270,99328,2018-06-26 00:00:00+00:00,577795,50441,157458,267488,118619,33897,97042,-1220.0,-87.0,1.0,0.005992368832241468,-1.0,2607.0,158.0,1.0,0.00042636262643419576,1.0,-3087.0,-995.0,-1.0,-0.009104735625919055,-1.0,True,1.0,LONG,-1.0,SHORT,2018-07-04 00:00:00+00:00
487131,50465,154978,258596,117675,43024,99990,2018-07-03 00:00:00+00:00,581181,51727,159016,261405,117390,37610,97208,-2776.0,-1556.0,1.0,0.005229146270009838,-1.0,3094.0,487.0,1.0,-0.014549382969185287,-1.0,-2632.0,455.0,1.0,0.007819515333691407,1.0,True,3.0,LONG,-1.0,SHORT,2018-07-11 00:00:00+00:00
477596,61080,140539,246761,114058,35598,104700,2018-07-10 00:00:00+00:00,544672,59798,140597,250487,115013,35412,106707,-1340.0,1436.0,-1.0,0.04817520344291437,-1.0,2771.0,-323.0,-1.0,-0.01143150677448268,-1.0,-2193.0,439.0,1.0,-0.027745292115605363,-1.0,True,-1.0,SHORT,-3.0,SHORT,2018-07-18 00:00:00+00:00
490064,62569,155564,263390,115528,32316,103269,2018-07-17 00:00:00+00:00,560086,58657,156471,265630,115126,32389,102254,-4819.0,-3479.0,1.0,-0.023388095241426682,1.0,2642.0,-129.0,-1.0,0.02386359567627988,1.0,1088.0,3281.0,1.0,-9.598893330065028e-05,-1.0,True,1.0,LONG,1.0,LONG,2018-07-25 00:00:00+00:00
496665,56989,163978,267598,114978,33910,101903,2018-07-24 00:00:00+00:00,569003,55410,163989,269132,114948,33242,101643,-1590.0,3229.0,-1.0,-0.025653887643484863,1.0,1564.0,-1078.0,-1.0,0.005569846400976908,1.0,-408.0,-1496.0,-1.0,0.007884013255514744,1.0,True,-3.0,SHORT,3.0,LONG,2018-08-01 00:00:00+00:00
499721,47487,168811,271966,115640,34268,101360,2018-07-31 00:00:00+00:00,568317,45769,169251,274052,115215,33095,100493,-2158.0,-568.0,1.0,-0.02736865634978894,1.0,2511.0,947.0,1.0,0.005536935441673885,1.0,-306.0,102.0,1.0,0.0026402006357379992,1.0,True,3.0,LONG,3.0,LONG,2018-08-08 00:00:00+00:00
507186,52529,146536,272927,122203,35743,118267,2018-08-07 00:00:00+00:00,574969,50151,147023,275264,121491,33133,115286,-2865.0,-707.0,1.0,0.05743332550045549,-1.0,3049.0,538.0,1.0,-0.015649584668423977,-1.0,371.0,677.0,1.0,-0.028450622037105106,-1.0,True,3.0,LONG,-3.0,SHORT,2018-08-15 00:00:00+00:00
526571,59683,130093,271719,130629,45132,142990,2018-08-14 00:00:00+00:00,627884,49428,136961,273879,126527,46368,133806,-17123.0,-14258.0,1.0,0.051635985674733015,-1.0,6262.0,3213.0,1.0,-0.02923589717795233,-1.0,10420.0,10049.0,1.0,-0.02313054762973127,-1.0,True,3.0,LONG,-3.0,SHORT,2018-08-22 00:00:00+00:00
532137,68989,131583,273623,130961,45328,147602,2018-08-21 00:00:00+00:00,621046,68282,131574,275859,128948,40385,143208,-698.0,16425.0,-1.0,0.016086558584928023,-1.0,4249.0,-2013.0,-1.0,0.0001515398750253638,1.0,-549.0,-10969.0,-1.0,-0.006354780969059365,-1.0,True,-3.0,SHORT,-1.0,SHORT,2018-08-29 00:00:00+00:00
529124,61976,139448,271226,125907,33041,132771,2018-08-28 00:00:00+00:00,615823,63668,139003,274417,125815,29482,131034,2137.0,2835.0,-1.0,-0.028787981586732375,1.0,3283.0,-966.0,-1.0,0.006548111689775871,1.0,-1822.0,-1273.0,-1.0,0.003713528143485606,1.0,True,-3.0,SHORT,3.0,LONG,2018-09-05 00:00:00+00:00
527579,61155,146909,273585,126707,33922,128817,2018-09-04 00:00:00+00:00,622348,55497,147115,276732,125292,30125,121971,-5864.0,-8001.0,1.0,-0.016126896784807943,1.0,4562.0,1279.0,1.0,0.0037592851935315807,1.0,3049.0,4871.0,1.0,0.008612542067244433,1.0,True,3.0,LONG,3.0,LONG,2018-09-12 00:00:00+00:00
550492,59704,142517,264033,123182,29948,105905,2018-09-11 00:00:00+00:00,612486,56575,142677,266623,123512,28794,102814,-3289.0,2575.0,-1.0,0.012107961396790212,-1.0,2260.0,-2302.0,-1.0,-0.022536166698071847,-1.0,1937.0,-1112.0,-1.0,0.041888590103729945,1.0,True,-3.0,SHORT,-1.0,SHORT,2018-09-19 00:00:00+00:00
465130,22031,105077,268003,128818,33698,110361,2018-09-18 00:00:00+00:00,525299,21967,106534,269939,129321,33133,108519,-1521.0,1768.0,-1.0,-0.028109112570160688,1.0,1433.0,-827.0,-1.0,0.04337507701897486,1.0,1277.0,-660.0,-1.0,-0.02684038099583111,-1.0,True,-3.0,SHORT,1.0,LONG,2018-09-26 00:00:00+00:00
477881,20055,125379,276673,126826,32021,118715,2018-09-25 00:00:00+00:00,544300,22093,124366,276252,127563,30857,117892,3051.0,4572.0,-1.0,-0.04185433222097337,1.0,-1158.0,-2591.0,-1.0,0.014326588627330328,1.0,-341.0,-1618.0,-1.0,-0.01659277662233022,-1.0,True,-3.0,SHORT,1.0,LONG,2018-10-03 00:00:00+00:00
479644,26162,110249,270766,133859,37615,119431,2018-10-02 00:00:00+00:00,555517,24485,116340,274539,131849,37190,116519,-7768.0,-10819.0,1.0,0.0450866926566767,-1.0,5783.0,6941.0,1.0,-0.028130897073730676,-1.0,2487.0,2828.0,1.0,0.01083685350273042,1.0,True,3.0,LONG,-1.0,SHORT,2018-10-10 00:00:00+00:00
483802,25698,102243,271172,143116,36846,118768,2018-10-09 00:00:00+00:00,553282,25819,105672,275364,142343,33494,117678,-3308.0,4460.0,-1.0,0.017095721537256525,-1.0,4965.0,-818.0,-1.0,-0.020747820647774085,-1.0,-2262.0,-4749.0,-1.0,0.0012469091330196413,1.0,True,-3.0,SHORT,-1.0,SHORT,2018-10-17 00:00:00+00:00
