signal_time_utc,completion_time_utc,matched_state_time_utc,trade_candidate,report_date_utc,availability_utc,side,futures_side,vote_dealer,dealer_flow_change,dealer_options_equivalent_net,vote_asset,asset_flow_change,asset_options_equivalent_net,vote_leveraged,leveraged_flow_change,leveraged_options_equivalent_net,vote_sum,candidate_id,year
2019-02-13 23:55:00+00:00,2019-02-14 00:00:00+00:00,2019-02-13 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190214T000000Z_CASH,2019
2019-02-17 23:55:00+00:00,2019-02-18 00:00:00+00:00,2019-02-15 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190218T000000Z_CASH,2019
2019-02-18 23:55:00+00:00,2019-02-19 00:00:00+00:00,2019-02-15 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190219T000000Z_CASH,2019
2019-02-28 23:55:00+00:00,2019-03-01 00:00:00+00:00,2019-02-28 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190301T000000Z_CASH,2019
2019-03-03 23:55:00+00:00,2019-03-04 00:00:00+00:00,2019-03-01 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190304T000000Z_CASH,2019
2019-03-07 23:55:00+00:00,2019-03-08 00:00:00+00:00,2019-03-07 20:00:00+00:00,True,2019-02-26 00:00:00+00:00,2019-03-06 00:00:00+00:00,LONG,LONG,1.0,-353.0,-382.0,-1.0,-3180.0,3822.0,1.0,2191.0,-2968.0,1.0,20190308T000000Z_LONG,2019
2019-03-10 23:55:00+00:00,2019-03-11 00:00:00+00:00,2019-03-08 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190311T000000Z_CASH,2019
2019-03-24 23:55:00+00:00,2019-03-25 00:00:00+00:00,2019-03-22 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190325T000000Z_CASH,2019
2019-03-26 23:55:00+00:00,2019-03-27 00:00:00+00:00,2019-03-26 20:00:00+00:00,True,2019-03-19 00:00:00+00:00,2019-03-27 00:00:00+00:00,LONG,LONG,1.0,-1336.0,2984.0,-1.0,-1127.0,3185.0,1.0,2157.0,-4718.0,1.0,20190327T000000Z_LONG,2019
2019-03-31 23:55:00+00:00,2019-04-01 00:00:00+00:00,2019-03-29 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190401T000000Z_CASH,2019
2019-04-08 23:55:00+00:00,2019-04-09 00:00:00+00:00,2019-04-08 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190409T000000Z_CASH,2019
2019-04-11 23:55:00+00:00,2019-04-12 00:00:00+00:00,2019-04-11 20:00:00+00:00,True,2019-04-02 00:00:00+00:00,2019-04-10 00:00:00+00:00,LONG,SHORT,1.0,-939.0,-1228.0,1.0,4772.0,12280.0,-1.0,-4646.0,-11964.0,1.0,20190412T000000Z_LONG,2019
2019-04-14 23:55:00+00:00,2019-04-15 00:00:00+00:00,2019-04-12 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190415T000000Z_CASH,2019
2019-04-24 23:55:00+00:00,2019-04-25 00:00:00+00:00,2019-04-24 20:00:00+00:00,True,2019-04-16 00:00:00+00:00,2019-04-24 00:00:00+00:00,LONG,LONG,1.0,-364.0,2707.0,1.0,466.0,7109.0,-1.0,-1278.0,-11388.0,1.0,20190425T000000Z_LONG,2019
2019-04-28 23:55:00+00:00,2019-04-29 00:00:00+00:00,2019-04-26 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190429T000000Z_CASH,2019
2019-04-29 23:55:00+00:00,2019-04-30 00:00:00+00:00,2019-04-29 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190430T000000Z_CASH,2019
2019-05-02 23:55:00+00:00,2019-05-03 00:00:00+00:00,2019-05-02 20:00:00+00:00,True,2019-04-23 00:00:00+00:00,2019-05-01 00:00:00+00:00,LONG,SHORT,1.0,-3039.0,-332.0,1.0,2513.0,9622.0,1.0,1298.0,-10090.0,3.0,20190503T000000Z_LONG,2019
2019-05-05 23:55:00+00:00,2019-05-06 00:00:00+00:00,2019-05-03 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190506T000000Z_CASH,2019
2019-05-14 23:55:00+00:00,2019-05-15 00:00:00+00:00,2019-05-14 20:00:00+00:00,True,2019-05-07 00:00:00+00:00,2019-05-15 00:00:00+00:00,SHORT,LONG,-1.0,1284.0,2497.0,-1.0,-2959.0,7110.0,1.0,1050.0,-10026.0,-1.0,20190515T000000Z_SHORT,2019
2019-05-15 23:55:00+00:00,2019-05-16 00:00:00+00:00,2019-05-15 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190516T000000Z_CASH,2019
2019-05-16 23:55:00+00:00,2019-05-17 00:00:00+00:00,2019-05-16 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190517T000000Z_CASH,2019
2019-05-22 23:55:00+00:00,2019-05-23 00:00:00+00:00,2019-05-22 20:00:00+00:00,True,2019-05-14 00:00:00+00:00,2019-05-22 00:00:00+00:00,SHORT,LONG,-1.0,440.0,2937.0,-1.0,-808.0,6302.0,1.0,737.0,-9289.0,-1.0,20190523T000000Z_SHORT,2019
2019-05-28 23:55:00+00:00,2019-05-29 00:00:00+00:00,2019-05-28 20:00:00+00:00,True,2019-05-21 00:00:00+00:00,2019-05-29 00:00:00+00:00,SHORT,LONG,-1.0,760.0,3697.0,1.0,1984.0,8286.0,-1.0,-3242.0,-12531.0,-1.0,20190529T000000Z_SHORT,2019
2019-05-29 23:55:00+00:00,2019-05-30 00:00:00+00:00,2019-05-29 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190530T000000Z_CASH,2019
2019-05-30 23:55:00+00:00,2019-05-31 00:00:00+00:00,2019-05-30 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190531T000000Z_CASH,2019
2019-06-02 23:55:00+00:00,2019-06-03 00:00:00+00:00,2019-05-31 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190603T000000Z_CASH,2019
2019-06-13 23:55:00+00:00,2019-06-14 00:00:00+00:00,2019-06-13 19:00:00+00:00,True,2019-06-04 00:00:00+00:00,2019-06-12 00:00:00+00:00,SHORT,LONG,-1.0,3099.0,6670.0,-1.0,-3099.0,5930.0,-1.0,-2161.0,-15169.0,-3.0,20190614T000000Z_SHORT,2019
2019-06-16 23:55:00+00:00,2019-06-17 00:00:00+00:00,2019-06-14 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190617T000000Z_CASH,2019
2019-06-17 23:55:00+00:00,2019-06-18 00:00:00+00:00,2019-06-17 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190618T000000Z_CASH,2019
2019-06-18 23:55:00+00:00,2019-06-19 00:00:00+00:00,2019-06-18 19:00:00+00:00,True,2019-06-11 00:00:00+00:00,2019-06-19 00:00:00+00:00,LONG,LONG,1.0,-894.0,5776.0,-1.0,-2928.0,3002.0,1.0,4697.0,-10472.0,1.0,20190619T000000Z_LONG,2019
2019-06-23 23:55:00+00:00,2019-06-24 00:00:00+00:00,2019-06-21 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190624T000000Z_CASH,2019
2019-06-26 23:55:00+00:00,2019-06-27 00:00:00+00:00,2019-06-26 19:00:00+00:00,True,2019-06-18 00:00:00+00:00,2019-06-26 00:00:00+00:00,LONG,LONG,1.0,-4039.0,1737.0,1.0,3896.0,6898.0,1.0,462.0,-10010.0,3.0,20190627T000000Z_LONG,2019
2019-07-01 23:55:00+00:00,2019-07-02 00:00:00+00:00,2019-07-01 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190702T000000Z_CASH,2019
2019-07-02 23:55:00+00:00,2019-07-03 00:00:00+00:00,2019-07-02 19:00:00+00:00,True,2019-06-25 00:00:00+00:00,2019-07-03 00:00:00+00:00,SHORT,LONG,-1.0,1694.0,3431.0,-1.0,-6243.0,655.0,1.0,2989.0,-7021.0,-1.0,20190703T000000Z_SHORT,2019
2019-07-03 23:55:00+00:00,2019-07-04 00:00:00+00:00,2019-07-03 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190704T000000Z_CASH,2019
2019-07-07 23:55:00+00:00,2019-07-08 00:00:00+00:00,2019-07-05 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190708T000000Z_CASH,2019
2019-07-11 23:55:00+00:00,2019-07-12 00:00:00+00:00,2019-07-11 19:00:00+00:00,True,2019-07-02 00:00:00+00:00,2019-07-10 00:00:00+00:00,LONG,LONG,1.0,-3420.0,11.0,1.0,4355.0,5010.0,-1.0,-1183.0,-8204.0,1.0,20190712T000000Z_LONG,2019
2019-07-14 23:55:00+00:00,2019-07-15 00:00:00+00:00,2019-07-12 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190715T000000Z_CASH,2019
2019-07-15 23:55:00+00:00,2019-07-16 00:00:00+00:00,2019-07-15 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190716T000000Z_CASH,2019
2019-07-17 23:55:00+00:00,2019-07-18 00:00:00+00:00,2019-07-17 19:00:00+00:00,True,2019-07-09 00:00:00+00:00,2019-07-17 00:00:00+00:00,LONG,SHORT,1.0,-255.0,-244.0,1.0,2247.0,7257.0,1.0,546.0,-7658.0,3.0,20190718T000000Z_LONG,2019
2019-07-21 23:55:00+00:00,2019-07-22 00:00:00+00:00,2019-07-19 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190722T000000Z_CASH,2019
2019-07-23 23:55:00+00:00,2019-07-24 00:00:00+00:00,2019-07-23 19:00:00+00:00,True,2019-07-16 00:00:00+00:00,2019-07-24 00:00:00+00:00,SHORT,SHORT,-1.0,2519.0,2275.0,1.0,866.0,8123.0,-1.0,-1678.0,-9336.0,-1.0,20190724T000000Z_SHORT,2019
2019-07-25 23:55:00+00:00,2019-07-26 00:00:00+00:00,2019-07-25 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190726T000000Z_CASH,2019
2019-07-29 23:55:00+00:00,2019-07-30 00:00:00+00:00,2019-07-29 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190730T000000Z_CASH,2019
2019-08-13 23:55:00+00:00,2019-08-14 00:00:00+00:00,2019-08-13 19:00:00+00:00,True,2019-08-06 00:00:00+00:00,2019-08-14 00:00:00+00:00,SHORT,SHORT,-1.0,1614.0,327.0,-1.0,-3674.0,8276.0,1.0,1402.0,-8401.0,-1.0,20190814T000000Z_SHORT,2019
2019-08-14 23:55:00+00:00,2019-08-15 00:00:00+00:00,2019-08-14 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190815T000000Z_CASH,2019
2019-08-15 23:55:00+00:00,2019-08-16 00:00:00+00:00,2019-08-15 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190816T000000Z_CASH,2019
2019-08-18 23:55:00+00:00,2019-08-19 00:00:00+00:00,2019-08-16 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190819T000000Z_CASH,2019
2019-08-19 23:55:00+00:00,2019-08-20 00:00:00+00:00,2019-08-19 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190820T000000Z_CASH,2019
2019-08-20 23:55:00+00:00,2019-08-21 00:00:00+00:00,2019-08-20 19:00:00+00:00,True,2019-08-13 00:00:00+00:00,2019-08-21 00:00:00+00:00,SHORT,LONG,-1.0,3975.0,4302.0,-1.0,-4084.0,4192.0,1.0,2244.0,-6157.0,-1.0,20190821T000000Z_SHORT,2019
2019-08-22 23:55:00+00:00,2019-08-23 00:00:00+00:00,2019-08-22 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190823T000000Z_CASH,2019
2019-08-25 23:55:00+00:00,2019-08-26 00:00:00+00:00,2019-08-23 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190826T000000Z_CASH,2019
2019-08-28 23:55:00+00:00,2019-08-29 00:00:00+00:00,2019-08-28 19:00:00+00:00,True,2019-08-20 00:00:00+00:00,2019-08-28 00:00:00+00:00,LONG,LONG,1.0,-4922.0,-620.0,1.0,4970.0,9162.0,-1.0,-632.0,-6789.0,1.0,20190829T000000Z_LONG,2019
2019-08-29 23:55:00+00:00,2019-08-30 00:00:00+00:00,2019-08-29 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190830T000000Z_CASH,2019
2019-09-03 23:55:00+00:00,2019-09-04 00:00:00+00:00,2019-09-03 19:00:00+00:00,True,2019-08-27 00:00:00+00:00,2019-09-04 00:00:00+00:00,SHORT,SHORT,-1.0,346.0,-274.0,1.0,1612.0,10774.0,-1.0,-2834.0,-9623.0,-1.0,20190904T000000Z_SHORT,2019
2019-09-04 23:55:00+00:00,2019-09-05 00:00:00+00:00,2019-09-04 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190905T000000Z_CASH,2019
2019-09-05 23:55:00+00:00,2019-09-06 00:00:00+00:00,2019-09-05 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190906T000000Z_CASH,2019
2019-09-08 23:55:00+00:00,2019-09-09 00:00:00+00:00,2019-09-06 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190909T000000Z_CASH,2019
2019-09-09 23:55:00+00:00,2019-09-10 00:00:00+00:00,2019-09-09 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190910T000000Z_CASH,2019
2019-09-11 23:55:00+00:00,2019-09-12 00:00:00+00:00,2019-09-11 19:00:00+00:00,True,2019-09-03 00:00:00+00:00,2019-09-11 00:00:00+00:00,LONG,SHORT,1.0,-3617.0,-3891.0,1.0,8140.0,18914.0,-1.0,-3917.0,-13540.0,1.0,20190912T000000Z_LONG,2019
2019-09-12 23:55:00+00:00,2019-09-13 00:00:00+00:00,2019-09-12 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190913T000000Z_CASH,2019
2019-09-15 23:55:00+00:00,2019-09-16 00:00:00+00:00,2019-09-13 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190916T000000Z_CASH,2019
2019-09-16 23:55:00+00:00,2019-09-17 00:00:00+00:00,2019-09-16 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190917T000000Z_CASH,2019
2019-09-17 23:55:00+00:00,2019-09-18 00:00:00+00:00,2019-09-17 19:00:00+00:00,True,2019-09-10 00:00:00+00:00,2019-09-18 00:00:00+00:00,SHORT,SHORT,-1.0,6366.0,2475.0,-1.0,-12077.0,6837.0,1.0,4634.0,-8906.0,-1.0,20190918T000000Z_SHORT,2019
2019-09-22 23:55:00+00:00,2019-09-23 00:00:00+00:00,2019-09-20 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190923T000000Z_CASH,2019
2019-09-24 23:55:00+00:00,2019-09-25 00:00:00+00:00,2019-09-24 19:00:00+00:00,True,2019-09-17 00:00:00+00:00,2019-09-25 00:00:00+00:00,LONG,LONG,1.0,-36.0,2439.0,-1.0,-1983.0,4854.0,1.0,2249.0,-6657.0,1.0,20190925T000000Z_LONG,2019
2019-09-25 23:55:00+00:00,2019-09-26 00:00:00+00:00,2019-09-25 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190926T000000Z_CASH,2019
2019-09-26 23:55:00+00:00,2019-09-27 00:00:00+00:00,2019-09-26 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190927T000000Z_CASH,2019
2019-09-29 23:55:00+00:00,2019-09-30 00:00:00+00:00,2019-09-27 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20190930T000000Z_CASH,2019
2019-09-30 23:55:00+00:00,2019-10-01 00:00:00+00:00,2019-09-30 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191001T000000Z_CASH,2019
2019-10-01 23:55:00+00:00,2019-10-02 00:00:00+00:00,2019-10-01 19:00:00+00:00,True,2019-09-24 00:00:00+00:00,2019-10-02 00:00:00+00:00,LONG,LONG,1.0,-1414.0,1025.0,1.0,2147.0,7001.0,-1.0,-2108.0,-8765.0,1.0,20191002T000000Z_LONG,2019
2019-10-02 23:55:00+00:00,2019-10-03 00:00:00+00:00,2019-10-02 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191003T000000Z_CASH,2019
2019-10-08 23:55:00+00:00,2019-10-09 00:00:00+00:00,2019-10-08 19:00:00+00:00,True,2019-10-01 00:00:00+00:00,2019-10-09 00:00:00+00:00,SHORT,SHORT,-1.0,619.0,1644.0,1.0,6777.0,13778.0,-1.0,-7462.0,-16227.0,-1.0,20191009T000000Z_SHORT,2019
2019-10-13 23:55:00+00:00,2019-10-14 00:00:00+00:00,2019-10-11 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191014T000000Z_CASH,2019
2019-10-15 23:55:00+00:00,2019-10-16 00:00:00+00:00,2019-10-15 19:00:00+00:00,True,2019-10-08 00:00:00+00:00,2019-10-16 00:00:00+00:00,SHORT,SHORT,-1.0,2591.0,4235.0,-1.0,-5867.0,7911.0,1.0,3603.0,-12624.0,-1.0,20191016T000000Z_SHORT,2019
2019-10-16 23:55:00+00:00,2019-10-17 00:00:00+00:00,2019-10-16 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191017T000000Z_CASH,2019
2019-10-17 23:55:00+00:00,2019-10-18 00:00:00+00:00,2019-10-17 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191018T000000Z_CASH,2019
2019-10-20 23:55:00+00:00,2019-10-21 00:00:00+00:00,2019-10-18 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191021T000000Z_CASH,2019
2019-10-21 23:55:00+00:00,2019-10-22 00:00:00+00:00,2019-10-21 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191022T000000Z_CASH,2019
2019-10-22 23:55:00+00:00,2019-10-23 00:00:00+00:00,2019-10-22 19:00:00+00:00,True,2019-10-15 00:00:00+00:00,2019-10-23 00:00:00+00:00,LONG,LONG,1.0,-4463.0,-228.0,-1.0,-1827.0,6084.0,1.0,5435.0,-7189.0,1.0,20191023T000000Z_LONG,2019
2019-10-23 23:55:00+00:00,2019-10-24 00:00:00+00:00,2019-10-23 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191024T000000Z_CASH,2019
2019-10-24 23:55:00+00:00,2019-10-25 00:00:00+00:00,2019-10-24 19:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191025T000000Z_CASH,2019
2019-11-04 23:55:00+00:00,2019-11-05 00:00:00+00:00,2019-11-04 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191105T000000Z_CASH,2019
2019-11-14 23:55:00+00:00,2019-11-15 00:00:00+00:00,2019-11-14 20:00:00+00:00,True,2019-11-05 00:00:00+00:00,2019-11-13 00:00:00+00:00,LONG,LONG,1.0,-1088.0,-1562.0,1.0,2535.0,7471.0,-1.0,-2178.0,-7526.0,1.0,20191115T000000Z_LONG,2019
2019-11-24 23:55:00+00:00,2019-11-25 00:00:00+00:00,2019-11-22 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191125T000000Z_CASH,2019
2019-12-02 23:55:00+00:00,2019-12-03 00:00:00+00:00,2019-12-02 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191203T000000Z_CASH,2019
2019-12-03 23:55:00+00:00,2019-12-04 00:00:00+00:00,2019-12-03 20:00:00+00:00,True,2019-11-26 00:00:00+00:00,2019-12-04 00:00:00+00:00,LONG,SHORT,1.0,-267.0,-3771.0,1.0,3491.0,9223.0,-1.0,-2989.0,-5567.0,1.0,20191204T000000Z_LONG,2019
2019-12-05 23:55:00+00:00,2019-12-06 00:00:00+00:00,2019-12-05 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191206T000000Z_CASH,2019
2019-12-08 23:55:00+00:00,2019-12-09 00:00:00+00:00,2019-12-06 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191209T000000Z_CASH,2019
2019-12-09 23:55:00+00:00,2019-12-10 00:00:00+00:00,2019-12-09 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191210T000000Z_CASH,2019
2019-12-15 23:55:00+00:00,2019-12-16 00:00:00+00:00,2019-12-13 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191216T000000Z_CASH,2019
2019-12-16 23:55:00+00:00,2019-12-17 00:00:00+00:00,2019-12-16 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191217T000000Z_CASH,2019
2019-12-17 23:55:00+00:00,2019-12-18 00:00:00+00:00,2019-12-17 20:00:00+00:00,True,2019-12-10 00:00:00+00:00,2019-12-18 00:00:00+00:00,SHORT,SHORT,-1.0,6020.0,1349.0,-1.0,-3172.0,3709.0,-1.0,-2494.0,-4432.0,-3.0,20191218T000000Z_SHORT,2019
2019-12-18 23:55:00+00:00,2019-12-19 00:00:00+00:00,2019-12-18 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20191219T000000Z_CASH,2019
2019-12-26 23:55:00+00:00,2019-12-27 00:00:00+00:00,2019-12-26 20:00:00+00:00,True,2019-12-17 00:00:00+00:00,2019-12-25 00:00:00+00:00,SHORT,LONG,-1.0,3169.0,4518.0,-1.0,-1607.0,2102.0,-1.0,-3384.0,-7816.0,-3.0,20191227T000000Z_SHORT,2019
2020-01-01 23:55:00+00:00,2020-01-02 00:00:00+00:00,2019-12-31 20:00:00+00:00,True,2019-12-24 00:00:00+00:00,2020-01-01 00:00:00+00:00,LONG,SHORT,1.0,-1647.0,2871.0,1.0,4916.0,7018.0,-1.0,-2465.0,-10281.0,1.0,20200102T000000Z_LONG,2020
2020-01-02 23:55:00+00:00,2020-01-03 00:00:00+00:00,2020-01-02 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20200103T000000Z_CASH,2020
2020-01-05 23:55:00+00:00,2020-01-06 00:00:00+00:00,2020-01-03 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20200106T000000Z_CASH,2020
2020-01-07 23:55:00+00:00,2020-01-08 00:00:00+00:00,2020-01-07 20:00:00+00:00,True,2019-12-31 00:00:00+00:00,2020-01-08 00:00:00+00:00,SHORT,LONG,-1.0,2597.0,5468.0,-1.0,-10978.0,-3960.0,1.0,4439.0,-5842.0,-1.0,20200108T000000Z_SHORT,2020
2020-01-12 23:55:00+00:00,2020-01-13 00:00:00+00:00,2020-01-10 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20200113T000000Z_CASH,2020
2020-01-13 23:55:00+00:00,2020-01-14 00:00:00+00:00,2020-01-13 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20200114T000000Z_CASH,2020
2020-01-14 23:55:00+00:00,2020-01-15 00:00:00+00:00,2020-01-14 20:00:00+00:00,True,2020-01-07 00:00:00+00:00,2020-01-15 00:00:00+00:00,LONG,LONG,1.0,-3549.0,1919.0,1.0,9997.0,6037.0,-1.0,-3792.0,-9634.0,1.0,20200115T000000Z_LONG,2020
2020-01-15 23:55:00+00:00,2020-01-16 00:00:00+00:00,2020-01-15 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20200116T000000Z_CASH,2020
2020-01-16 23:55:00+00:00,2020-01-17 00:00:00+00:00,2020-01-16 20:00:00+00:00,False,,,CASH,CASH,,,,,,,,,,,20200117T000000Z_CASH,2020
