family,regime,event_time_utc,event_cluster_size,event_ids,event_tags,event_titles,pre_event_bar_utc,observation_start_utc,observation_endpoint_utc,entry_time_utc,entry_position,state_time_utc,side,dxy_reaction,bond_reaction,entry_price,stop_price,target_price,risk_pips,risk_distance,window,eligible_date,matched_state_time_utc,direction,phase,shock,DXY_compressed,EURUSD_compressed
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2020-02-19 19:00:00+00:00,1,10448618,US_FOMMin,FOMC Minutes,2020-02-19 18:55:00+00:00,2020-02-19 19:00:00+00:00,2020-02-19 19:10:00+00:00,2020-02-19 19:15:00+00:00,84685,2020-02-19 18:00:00+00:00,SHORT,0.02750000000000341,-0.0024999999999977263,1.07948,1.07996,1.07876,4.8000000000003595,0.00048000000000003595,development_2019_2022,2020-02-19,2020-02-19 18:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,True
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2020-03-17 12:30:00+00:00,3,10344059|10344060|10344061,US_RetSal_MoM|US_RetSalcongro|US_RetSalexAut_MoM,Retail Sales | Retail Sales Control Group | Retail Sales ex Autos,2020-03-17 12:25:00+00:00,2020-03-17 12:30:00+00:00,2020-03-17 12:40:00+00:00,2020-03-17 12:45:00+00:00,90091,2020-03-17 11:00:00+00:00,SHORT,0.13850000000000762,-0.12399999999999523,1.0976,1.09931,1.0950349999999998,17.100000000001003,0.0017100000000001003,development_2019_2022,2020-03-17,2020-03-17 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2020-12-16 19:00:00+00:00,3,10953351|10953353|10953354,US_FOMEcoPro|US_MonPolSta|US_FedIntRatDec,FOMC Economic Projections | Fed's Monetary Policy Statement | Fed Interest Rate Decision,2020-12-16 18:55:00+00:00,2020-12-16 19:00:00+00:00,2020-12-16 19:10:00+00:00,2020-12-16 19:15:00+00:00,146599,2020-12-16 18:00:00+00:00,SHORT,0.1389999999999958,-0.6554999999999893,1.21539,1.21788,1.2116549999999997,24.900000000001032,0.0024900000000001032,development_2019_2022,2020-12-16,2020-12-16 18:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2021-01-06 19:00:00+00:00,1,10888849,US_FOMMin,FOMC Minutes,2021-01-06 18:55:00+00:00,2021-01-06 19:00:00+00:00,2021-01-06 19:10:00+00:00,2021-01-06 19:15:00+00:00,150456,2021-01-06 18:00:00+00:00,SHORT,0.046999999999997044,-0.12349999999997863,1.23047,1.2313900000000002,1.2290899999999996,9.20000000000254,0.000920000000000254,development_2019_2022,2021-01-06,2021-01-06 18:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2021-01-27 19:00:00+00:00,2,11084810|11084811,US_MonPolSta|US_FedIntRatDec,Fed's Monetary Policy Statement | Fed Interest Rate Decision,2021-01-27 18:55:00+00:00,2021-01-27 19:00:00+00:00,2021-01-27 19:10:00+00:00,2021-01-27 19:15:00+00:00,154775,2021-01-27 18:00:00+00:00,SHORT,0.013999999999995794,-0.033999999999991815,1.2115799999999999,1.21299,1.2094649999999996,14.100000000001334,0.0014100000000001334,development_2019_2022,2021-01-27,2021-01-27 18:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2021-02-25 13:30:00+00:00,5,11085428|11085429|11085561|11085562|11085564,US_GroDomProPriInd|US_GroDomProAnn|US_DurGooOrdexTra|US_DurGooOrdexDef|US_DurGooOrd,Gross Domestic Product Price Index | Gross Domestic Product Annualized | Durable Goods Orders ex Transportation | Durable Goods Orders ex Defense | Durable Goods Orders,2021-02-25 13:25:00+00:00,2021-02-25 13:30:00+00:00,2021-02-25 13:40:00+00:00,2021-02-25 13:45:00+00:00,160755,2021-02-25 12:00:00+00:00,LONG,-0.005000000000009663,0.46800000000001774,1.22249,1.2219,1.2233750000000003,5.9000000000009045,0.0005900000000000905,development_2019_2022,2021-02-25,2021-02-25 12:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2021-04-28 18:00:00+00:00,2,11286553|11286554,US_MonPolSta|US_FedIntRatDec,Fed's Monetary Policy Statement | Fed Interest Rate Decision,2021-04-28 17:55:00+00:00,2021-04-28 18:00:00+00:00,2021-04-28 18:10:00+00:00,2021-04-28 18:15:00+00:00,173486,2021-04-28 17:00:00+00:00,LONG,-0.024500000000003297,0.0009999999999763531,1.2089400000000001,1.20651,1.2125850000000002,24.300000000001543,0.0024300000000001543,development_2019_2022,2021-04-28,2021-04-28 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2021-07-07 18:00:00+00:00,1,11433034,US_FOMMin,FOMC Minutes,2021-07-07 17:55:00+00:00,2021-07-07 18:00:00+00:00,2021-07-07 18:10:00+00:00,2021-07-07 18:15:00+00:00,187882,2021-07-07 17:00:00+00:00,LONG,-0.06900000000000261,0.0034999999999740794,1.1810500000000002,1.1797199999999999,1.1830450000000006,13.300000000002754,0.0013300000000002754,development_2019_2022,2021-07-07,2021-07-07 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2021-07-27 12:30:00+00:00,3,11498965|11498966|11498967,US_DurGooOrdexTra|US_DurGooOrdexDef|US_DurGooOrd,Durable Goods Orders ex Transportation | Durable Goods Orders ex Defense | Durable Goods Orders,2021-07-27 12:25:00+00:00,2021-07-27 12:30:00+00:00,2021-07-27 12:40:00+00:00,2021-07-27 12:45:00+00:00,191848,2021-07-27 11:00:00+00:00,LONG,-0.021500000000003183,0.031999999999982265,1.18155,1.18109,1.1822400000000002,4.60000000000127,0.000460000000000127,development_2019_2022,2021-07-27,2021-07-27 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2021-08-18 18:00:00+00:00,1,11499764,US_FOMMin,FOMC Minutes,2021-08-18 17:55:00+00:00,2021-08-18 18:00:00+00:00,2021-08-18 18:10:00+00:00,2021-08-18 18:15:00+00:00,196521,2021-08-18 17:00:00+00:00,LONG,-0.13100000000000023,0.34550000000001546,1.1718600000000001,1.16987,1.1748450000000004,19.900000000001583,0.0019900000000001583,development_2019_2022,2021-08-18,2021-08-18 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2021-09-16 12:30:00+00:00,3,11562676|11562677|11562678,US_RetSalcongro|US_RetSalexAut_MoM|US_RetSal_MoM,Retail Sales Control Group | Retail Sales ex Autos | Retail Sales,2021-09-16 12:25:00+00:00,2021-09-16 12:30:00+00:00,2021-09-16 12:40:00+00:00,2021-09-16 12:45:00+00:00,202503,2021-09-16 11:00:00+00:00,SHORT,0.0835000000000008,-0.3704999999999927,1.17559,1.1767200000000002,1.1738949999999995,11.300000000002974,0.0011300000000002974,development_2019_2022,2021-09-16,2021-09-16 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2021-10-13 12:30:00+00:00,6,11641697|11641698|11641699|11641700|11641701|11641702,US_ConPriInd_YoY|US_ConPriIndExFooEne_MoM|US_ConPriIndExFooEne_YoY|US_ConPriIndCor_sa|US_ConPriInd_MoM|US_ConPriInd_nsa_MoM,Consumer Price Index | Consumer Price Index ex Food & Energy | Consumer Price Index ex Food & Energy | Consumer Price Index Core s.a | Consumer Price Index | Consumer Price Index n.s.a ,2021-10-13 12:25:00+00:00,2021-10-13 12:30:00+00:00,2021-10-13 12:40:00+00:00,2021-10-13 12:45:00+00:00,207975,2021-10-13 11:00:00+00:00,SHORT,0.10899999999999466,-0.4054999999999609,1.15431,1.1562000000000001,1.1514749999999996,18.900000000001693,0.0018900000000001693,development_2019_2022,2021-10-13,2021-10-13 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2021-11-03 18:30:00+00:00,1,11704249,US_FOMPrecon,FOMC Press Conference,2021-11-03 18:25:00+00:00,2021-11-03 18:30:00+00:00,2021-11-03 18:40:00+00:00,2021-11-03 18:45:00+00:00,212367,2021-11-03 17:00:00+00:00,LONG,-0.04800000000000182,0.12349999999997863,1.1589500000000001,1.1571399999999998,1.1616650000000006,18.100000000003114,0.0018100000000003114,development_2019_2022,2021-11-03,2021-11-03 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2021-11-10 13:30:00+00:00,6,11704499|11704500|11704501|11704502|11704503|11704504,US_ConPriInd_YoY|US_ConPriIndExFooEne_YoY|US_ConPriIndExFooEne_MoM|US_ConPriInd_nsa_MoM|US_ConPriInd_MoM|US_ConPriIndCor_sa,Consumer Price Index | Consumer Price Index ex Food & Energy | Consumer Price Index ex Food & Energy | Consumer Price Index n.s.a  | Consumer Price Index | Consumer Price Index Core s.a,2021-11-10 13:25:00+00:00,2021-11-10 13:30:00+00:00,2021-11-10 13:40:00+00:00,2021-11-10 13:45:00+00:00,213735,2021-11-10 12:00:00+00:00,SHORT,0.07849999999999113,-0.23649999999997817,1.15492,1.15588,1.1534799999999998,9.600000000000719,0.0009600000000000719,development_2019_2022,2021-11-10,2021-11-10 12:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2021-12-14 13:30:00+00:00,4,11784909|11784910|11784911|11784912,US_ProPriIndexFooEne_YoY|US_ProPriInd_YoY|US_ProPriIndexFooEne_MoM|US_ProPriInd_MoM,Producer Price Index ex Food & Energy | Producer Price Index | Producer Price Index ex Food & Energy | Producer Price Index,2021-12-14 13:25:00+00:00,2021-12-14 13:30:00+00:00,2021-12-14 13:40:00+00:00,2021-12-14 13:45:00+00:00,220646,2021-12-14 12:00:00+00:00,LONG,-0.006999999999990791,0.24799999999999045,1.13117,1.13049,1.13219,6.800000000000139,0.0006800000000000139,development_2019_2022,2021-12-14,2021-12-14 12:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2022-04-26 12:30:00+00:00,3,12042913|12042915|12042916,US_DurGooOrd|US_DurGooOrdexDef|US_DurGooOrdexTra,Durable Goods Orders | Durable Goods Orders ex Defense | Durable Goods Orders ex Transportation,2022-04-26 12:25:00+00:00,2022-04-26 12:30:00+00:00,2022-04-26 12:40:00+00:00,2022-04-26 12:45:00+00:00,248005,2022-04-26 11:00:00+00:00,LONG,-0.0005000000000165983,0.2779999999999916,1.06753,1.06696,1.0683850000000004,5.700000000001815,0.0005700000000001815,development_2019_2022,2022-04-26,2022-04-26 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2022-05-11 12:30:00+00:00,6,12107106|12107107|12107108|12107109|12107110|12107111,US_ConPriIndExFooEne_MoM|US_ConPriInd_YoY|US_ConPriIndExFooEne_YoY|US_ConPriInd_MoM|US_ConPriInd_nsa_MoM|US_ConPriIndCor_sa,Consumer Price Index ex Food & Energy | Consumer Price Index | Consumer Price Index ex Food & Energy | Consumer Price Index | Consumer Price Index n.s.a  | Consumer Price Index Core s.a,2022-05-11 12:25:00+00:00,2022-05-11 12:30:00+00:00,2022-05-11 12:40:00+00:00,2022-05-11 12:45:00+00:00,251173,2022-05-11 11:00:00+00:00,SHORT,0.3165000000000049,-0.8429999999999893,1.05291,1.0551300000000001,1.0495799999999997,22.200000000001108,0.0022200000000001108,development_2019_2022,2022-05-11,2022-05-11 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,True
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2022-07-06 14:00:00+00:00,1,12250532,US_ISMSerPMI,ISM Services PMI,2022-07-06 13:55:00+00:00,2022-07-06 14:00:00+00:00,2022-07-06 14:10:00+00:00,2022-07-06 14:15:00+00:00,262711,2022-07-06 13:00:00+00:00,SHORT,0.10900000000000887,-0.5769999999999982,1.0173699999999999,1.0188700000000002,1.0151199999999994,15.000000000002789,0.0015000000000002789,development_2019_2022,2022-07-06,2022-07-06 13:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2023-01-04 19:00:00+00:00,1,12793511,US_FOMMin,FOMC Minutes,2023-01-04 18:55:00+00:00,2023-01-04 19:00:00+00:00,2023-01-04 19:10:00+00:00,2023-01-04 19:15:00+00:00,300188,2023-01-04 18:00:00+00:00,SHORT,0.012500000000002842,-0.07899999999999352,1.05984,1.0604600000000002,1.0589099999999996,6.20000000000287,0.000620000000000287,chronological_2023,2023-01-04,2023-01-04 18:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2023-04-12 18:00:00+00:00,1,12984644,US_FOMMin,FOMC Minutes,2023-04-12 17:55:00+00:00,2023-04-12 18:00:00+00:00,2023-04-12 18:10:00+00:00,2023-04-12 18:15:00+00:00,320336,2023-04-12 17:00:00+00:00,LONG,-0.051000000000016144,0.12749999999999773,1.1,1.0992799999999998,1.1010800000000005,7.20000000000276,0.000720000000000276,chronological_2023,2023-04-12,2023-04-12 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2023-07-27 12:30:00+00:00,5,13160840|13160841|13160846|13160847|13160848,US_GroDomProAnn|US_GroDomProPriInd|US_DurGooOrdexDef|US_DurGooOrdexTra|US_DurGooOrd,Gross Domestic Product Annualized | Gross Domestic Product Price Index | Durable Goods Orders ex Defense | Durable Goods Orders ex Transportation | Durable Goods Orders,2023-07-27 12:25:00+00:00,2023-07-27 12:30:00+00:00,2023-07-27 12:40:00+00:00,2023-07-27 12:45:00+00:00,342142,2023-07-27 11:00:00+00:00,SHORT,0.11800000000000921,-0.28300000000001546,1.10809,1.10955,1.1058999999999999,14.600000000000168,0.0014600000000000168,chronological_2023,2023-07-27,2023-07-27 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2023-09-20 18:30:00+00:00,1,13210421,US_FOMPrecon,FOMC Press Conference,2023-09-20 18:25:00+00:00,2023-09-20 18:30:00+00:00,2023-09-20 18:40:00+00:00,2023-09-20 18:45:00+00:00,353445,2023-09-20 17:00:00+00:00,LONG,-0.02400000000000091,0.060000000000002274,1.0701200000000002,1.06917,1.0715450000000004,9.500000000002284,0.0009500000000002284,chronological_2023,2023-09-20,2023-09-20 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2024-02-28 13:30:00+00:00,2,13554293|13604793,US_GroDomProPriInd|US_GroDomProAnn,Gross Domestic Product Price Index | Gross Domestic Product Annualized,2024-02-28 13:25:00+00:00,2024-02-28 13:30:00+00:00,2024-02-28 13:40:00+00:00,2024-02-28 13:45:00+00:00,386014,2024-02-28 12:00:00+00:00,LONG,-0.05449999999999022,0.09499999999999886,1.08214,1.08082,1.0841200000000004,13.200000000002099,0.00132000000000021,chronological_2024,2024-02-28,2024-02-28 12:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2024-03-26 12:30:00+00:00,3,13662112|13662113|13662114,US_DurGooOrdexTra|US_DurGooOrdexDef|US_DurGooOrd,Durable Goods Orders ex Transportation | Durable Goods Orders ex Defense | Durable Goods Orders,2024-03-26 12:25:00+00:00,2024-03-26 12:30:00+00:00,2024-03-26 12:40:00+00:00,2024-03-26 12:45:00+00:00,391486,2024-03-26 11:00:00+00:00,SHORT,0.017499999999998295,-0.2814999999999941,1.08508,1.0857400000000001,1.0840899999999998,6.6000000000010495,0.000660000000000105,chronological_2024,2024-03-26,2024-03-26 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2024-03-28 12:30:00+00:00,2,13605420|13662195,US_GroDomProPriInd|US_GroDomProAnn,Gross Domestic Product Price Index | Gross Domestic Product Annualized,2024-03-28 12:25:00+00:00,2024-03-28 12:30:00+00:00,2024-03-28 12:40:00+00:00,2024-03-28 12:45:00+00:00,392062,2024-03-28 11:00:00+00:00,LONG,-0.06050000000000466,0.13800000000000523,1.07959,1.0785399999999998,1.0811650000000004,10.500000000002174,0.0010500000000002174,chronological_2024,2024-03-28,2024-03-28 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2024-05-22 18:00:00+00:00,1,13744243,US_FOMMin,FOMC Minutes,2024-05-22 17:55:00+00:00,2024-05-22 18:00:00+00:00,2024-05-22 18:10:00+00:00,2024-05-22 18:15:00+00:00,403358,2024-05-22 17:00:00+00:00,SHORT,0.06700000000000728,-0.1565000000000083,1.08293,1.08393,1.0814299999999997,10.000000000001119,0.001000000000000112,chronological_2024,2024-05-22,2024-05-22 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2024-06-12 18:30:00+00:00,1,13807426,US_FOMPrecon,FOMC Press Conference,2024-06-12 18:25:00+00:00,2024-06-12 18:30:00+00:00,2024-06-12 18:40:00+00:00,2024-06-12 18:45:00+00:00,407684,2024-06-12 17:00:00+00:00,SHORT,0.10949999999999704,-0.18550000000000466,1.08196,1.08372,1.07932,17.599999999999838,0.0017599999999999838,chronological_2024,2024-06-12,2024-06-12 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2024-06-18 12:30:00+00:00,3,13807586|13807587|13807588,US_RetSalexAut_MoM|US_RetSalcongro|US_RetSal_MoM,Retail Sales ex Autos | Retail Sales Control Group | Retail Sales,2024-06-18 12:25:00+00:00,2024-06-18 12:30:00+00:00,2024-06-18 12:40:00+00:00,2024-06-18 12:45:00+00:00,408764,2024-06-18 11:00:00+00:00,LONG,-0.18550000000000466,0.4989999999999952,1.07325,1.07134,1.0761150000000002,19.100000000000783,0.0019100000000000783,chronological_2024,2024-06-18,2024-06-18 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,True
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2024-07-31 18:00:00+00:00,2,13953951|13953952,US_FedMonPolSta|US_FedIntRatDec,Fed's Monetary Policy Statement | Fed Interest Rate Decision,2024-07-31 17:55:00+00:00,2024-07-31 18:00:00+00:00,2024-07-31 18:10:00+00:00,2024-07-31 18:15:00+00:00,417754,2024-07-31 17:00:00+00:00,SHORT,0.08099999999998886,-0.23400000000000887,1.08069,1.0817500000000002,1.0790999999999995,10.60000000000283,0.001060000000000283,chronological_2024,2024-07-31,2024-07-31 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
N35_NEUTRAL_EVENT_CROSSASSET_RATES,NEUTRAL,2024-07-31 18:30:00+00:00,1,13953953,US_FOMPrecon,FOMC Press Conference,2024-07-31 18:25:00+00:00,2024-07-31 18:30:00+00:00,2024-07-31 18:40:00+00:00,2024-07-31 18:45:00+00:00,417760,2024-07-31 17:00:00+00:00,LONG,-0.1599999999999966,0.12199999999999989,1.08261,1.0811199999999999,1.0848450000000005,14.900000000002134,0.0014900000000002134,chronological_2024,2024-07-31,2024-07-31 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False
