attempt_no,variant_id,paired_source_attempt_no,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json
30496,324a3c95874ee216,29496,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,347,52,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30497,318f3cd6360d1c4c,29497,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,2267,424,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30498,1164f16e590655d6,29498,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,853,167,"{""age_min"":64,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30499,2e312598c39834de,29499,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,2295,425,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30500,57c5063809466e1b,29500,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,1965,393,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":3.0}"
30501,aa76ae93fbf6e655,29501,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,1714,291,"{""age_min"":64,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30502,3079a9e2bd44a876,29502,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,347,52,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30503,0f61b54e1cd304fc,29503,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,871,166,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30504,61faea0fc68b33b7,29504,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,939,198,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":3.0}"
30505,7f02ef1310bc1e4e,29505,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1712,343,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30506,f8c40577fa8218a9,29506,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,1215,276,"{""age_min"":16,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":3.0}"
30507,d773fcc96e98dbbc,29507,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,145,25,"{""age_min"":64,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30508,5fb5dc315c1c0df2,29508,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,355,71,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":1.0}"
30509,7fc692db03a58861,29509,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,486,104,"{""age_min"":16,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":2.0}"
30510,99d6257d6e612580,29510,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,568,103,"{""age_min"":32,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30511,b1009127bf801c29,29511,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,1736,347,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":3.0}"
30512,4d1cdfec422cd587,29512,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,1549,309,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30513,d8f23b6401415496,29513,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,401,70,"{""age_min"":64,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30514,10083b1a1ba0f28d,29514,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,1417,291,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30515,c718a0c95375b870,29515,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,4826,1036,"{""age_min"":16,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30516,7e3448ae7fef42fd,29516,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,897,170,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30517,45b4f9783ccf96bc,29517,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,3095,641,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30518,0170eb16dd9e91f5,29518,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,946,172,"{""age_min"":64,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30519,cbe55750df22d8d1,29519,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,412,96,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":3.0}"
30520,1c4a3346789b7f28,29520,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,545,102,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30521,6d4babeaef8e1b31,29521,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,2440,541,"{""age_min"":32,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30522,871d493f92d848d6,29522,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1815,353,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30523,2c1b33112a51aa8e,29523,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,167,26,"{""age_min"":64,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30524,3ba557d61fab8bf7,29524,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,2859,651,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30525,eb5bae1e9365ac93,29525,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,2078,424,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":1.0}"
30526,8fab0ef78b120574,29526,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,2859,651,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30527,7c789f6f7fa07efa,29527,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1086,231,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30528,6c31e30f370fa605,29528,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,2063,394,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30529,05e89a18ce8f1ed1,29529,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,748,169,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":3.0}"
30530,4be83c566a82679e,29530,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,488,94,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30531,90551a8c582c5564,29531,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,736,163,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":3.0}"
30532,ff631b1d766e9e45,29532,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,2549,561,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":3.0}"
30533,58b77dd2a03ea031,29533,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,356,59,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":1.0}"
30534,3d8505615f708b88,29534,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,2878,607,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30535,81e6f5c2a86c372d,29535,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,154,23,"{""age_min"":64,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30536,675f0bd813026552,29536,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,488,94,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30537,c526c4436b655d9d,29537,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,1880,389,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30538,50ed200ed13ccad6,29538,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,4502,911,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30539,8fd3370d0a62b15a,29539,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,367,71,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":3.0}"
30540,6a69378af8b30b74,29540,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,1176,246,"{""age_min"":16,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30541,be0c94a0bd5f8fc9,29541,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,622,115,"{""age_min"":64,""confirmation"":""WICK"",""edge_fraction"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30542,1945e1662054aebe,29542,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,704,125,"{""age_min"":64,""confirmation"":""WICK"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30543,bf9108bbe89a7d3c,29543,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,2094,410,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30544,1f1623af31e9079f,29544,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,1218,255,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30545,1c0449a7db25edd2,29545,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1584,313,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30546,08be3c60d04ec5d8,29546,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,8362,1925,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30547,6df1d3d3a6897b55,29547,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,361,52,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30548,a7a42c8993240ef3,29548,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,1864,367,"{""age_min"":32,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30549,2dc3edac3245f9ef,29549,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,775,147,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":3.0}"
30550,27181c405c1aa609,29550,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,754,122,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30551,98c59bb468e8affd,29551,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,2126,435,"{""age_min"":16,""confirmation"":""WICK"",""edge_fraction"":0.2,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":3.0}"
30552,7a69513a8f74d180,29552,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,361,52,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30553,bc596d69115609fa,29553,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1131,238,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":2.0}"
30554,1ff285edd0852717,29554,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,916,146,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30555,98cd88212fc9279b,29555,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,736,130,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":3.0}"
30556,2933113bbf04d635,29556,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,4504,970,"{""age_min"":8,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30557,ca0104e390e7189b,29557,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,3633,802,"{""age_min"":16,""confirmation"":""WICK"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":1.0}"
30558,c9df61d2ec2b21c2,29558,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,412,64,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30559,f38a72aa1bbbfdae,29559,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,611,98,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30560,2d4b089a4ee84458,29560,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,2625,538,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30561,67655125c7801c8d,29561,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,474,76,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":2.0}"
30562,6c10a41accb4ec29,29562,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,409,85,"{""age_min"":64,""confirmation"":""EITHER"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":1.0}"
30563,41a540615263c540,29563,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,1578,312,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30564,8d6d3dec45581d98,29564,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,211,39,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":4.0,""width_atr_min"":3.0}"
30565,5a0d7bf5d5a246e2,29565,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,231,32,"{""age_min"":64,""confirmation"":""WICK"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30566,f94ccf8dfcd3f529,29566,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,1732,393,"{""age_min"":16,""confirmation"":""WICK"",""edge_fraction"":0.05,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""wick_min"":0.25,""width_atr_max"":8.0,""width_atr_min"":3.0}"
30567,3b755d0691aaa286,29567,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1619,342,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":4.0,""width_atr_min"":3.0}"
30568,69669eea833dfae5,29568,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,1896,411,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30569,65573a71a09a3b0e,29569,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,318,46,"{""age_min"":16,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":3.0}"
30570,3b1a80110f55e583,29570,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,826,166,"{""age_min"":8,""confirmation"":""CANDLE"",""edge_fraction"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30571,b5b493847a1153e4,29571,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,1442,296,"{""age_min"":32,""confirmation"":""CANDLE"",""edge_fraction"":0.2,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""wick_min"":0.1,""width_atr_max"":8.0,""width_atr_min"":2.0}"
30572,69205c696fd1004f,29572,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,4990,1116,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.4,""width_atr_max"":8.0,""width_atr_min"":3.0}"
30573,f8d3a824c0462a4c,29573,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_EXTENDED,411,64,"{""age_min"":32,""confirmation"":""EITHER"",""edge_fraction"":0.05,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""wick_min"":0.1,""width_atr_max"":6.0,""width_atr_min"":3.0}"
30574,4cac1fed65140156,29574,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_SCALP,1415,313,"{""age_min"":8,""confirmation"":""EITHER"",""edge_fraction"":0.3,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":3.0}"
30575,393089386b208c0b,29575,CHOP,CHOP_MATURE_EDGE_BOUNCE_REVERSE,C_BALANCED,283,60,"{""age_min"":16,""confirmation"":""CANDLE"",""edge_fraction"":0.3,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""wick_min"":0.4,""width_atr_max"":4.0,""width_atr_min"":3.0}"
