attempt_no,variant_id,paired_source_attempt_no,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2016_2019_trades,era_2016_2019_stress_net_r,era_2016_2019_stress_pf,era_2016_2019_average_stress_r,era_2016_2019_closed_drawdown_r,era_2019_2021_trades,era_2019_2021_stress_net_r,era_2019_2021_stress_pf,era_2019_2021_average_stress_r,era_2019_2021_closed_drawdown_r,era_2021_2024_trades,era_2021_2024_stress_net_r,era_2021_2024_stress_pf,era_2021_2024_average_stress_r,era_2021_2024_closed_drawdown_r,era_2024_2026_trades,era_2024_2026_stress_net_r,era_2024_2026_stress_pf,era_2024_2026_average_stress_r,era_2024_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,daily_fdr_qvalue,statistical_pass
31076,b7a84326dcc72edf,30076,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_SCALP,903,206,"{""age_min"":16,""body_min"":0.1,""breakout_atr"":0.0,""efficiency_min"":0.25,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""width_atr_max"":8.0,""width_atr_min"":3.0}",194,-41.72203011785147,0.6455351677470419,-0.21506201091676014,54.63020575898154,24,-10.195852306989707,0.41944775417312125,-0.42482717945790444,12.286241062061045,26,-9.872640839751126,0.45271608994288964,-0.3797169553750433,10.687334794972134,51,-15.153229574350203,0.5322634305093231,-0.2971221485166706,16.224950296108556,93,-6.500307396760433,0.8692240540681159,-0.0698957784597896,20.250846521460264,-46.3446683156914,1.0,24,0.41944775417312125,-0.42482717945790444,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31077,d61a12b7d8ce3974,30077,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_EXTENDED,309,67,"{""age_min"":16,""body_min"":0.25,""breakout_atr"":0.12,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""width_atr_max"":8.0,""width_atr_min"":1.0}",141,-20.994805802663365,0.8079192541315291,-0.14889933193378274,45.59919092521895,26,-12.027380098255993,0.5012318375055685,-0.4625915422406151,14.023397415101773,23,-9.160466171336488,0.542773357885049,-0.3982811378841951,11.593017767681756,36,-15.435389683702134,0.513971307191036,-0.4287608245472815,19.10578301398446,56,15.628430150631253,1.4679902642124683,0.27907910983270096,6.979937655078547,-30.58784677758399,1.0,23,0.5012318375055685,-0.4625915422406151,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31078,9ae5ffe8c1eb643f,30078,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_BALANCED,135,27,"{""age_min"":64,""body_min"":0.1,""breakout_atr"":0.12,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""width_atr_max"":6.0,""width_atr_min"":1.0}",80,-13.843635892609765,0.7491138086027447,-0.17304544865762206,23.23696247118705,9,1.4694713559610868,1.3008073916054845,0.16327459510678743,3.6115741068472573,20,-0.6235462579828972,0.9509441185351406,-0.03117731289914486,3.9725545047739086,28,-8.64941579173842,0.5838282422785923,-0.3089077068478007,10.14527087341898,23,-6.04014519884953,0.6404597331612716,-0.2626150086456317,11.920389046205695,-20.877802253533613,1.0,9,0.5838282422785923,-0.3089077068478007,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
31079,4d849361e972ce44,30079,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_SCALP,418,89,"{""age_min"":8,""body_min"":0.1,""breakout_atr"":0.0,""efficiency_min"":0.4,""geometry_id"":""C_SCALP"",""hour_window"":""NEW_YORK"",""width_atr_max"":8.0,""width_atr_min"":3.0}",141,-30.017005518625385,0.6528849987031223,-0.21288656396188216,34.067033403513705,21,-16.310907503153228,0.19047688094701395,-0.7767098811025347,16.310907503153228,27,2.225404919232493,1.1891915189402202,0.08242240441601825,5.718825221388579,40,-12.045571785522244,0.5397271383664144,-0.3011392946380561,13.117292507280597,53,-3.885931149182403,0.8631409939859785,-0.073319455644951,7.935959034070712,-34.617835859185774,1.0,21,0.19047688094701395,-0.7767098811025347,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31080,ab4d1b9e8c4b99c4,30080,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_BALANCED,218,39,"{""age_min"":32,""body_min"":0.4,""breakout_atr"":0.07,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""width_atr_max"":8.0,""width_atr_min"":1.0}",40,-6.025215225986208,0.7846144197601093,-0.1506303806496552,12.101921879376022,6,-5.221354507596072,0.1911189191723435,-0.870225751266012,5.221354507596072,6,-2.0436779968120424,0.5648364055802215,-0.34061299946867374,2.3473111525235995,4,-2.180696890676672,0.37363074309966,-0.545174222669168,2.312317118919027,24,3.4205141690985803,1.2563868558409088,0.14252142371244084,3.3041601144727855,-13.095947279299322,1.0,4,0.1911189191723435,-0.870225751266012,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
31081,0d82afe5c65e4449,30081,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_SCALP,305,66,"{""age_min"":16,""body_min"":0.25,""breakout_atr"":0.07,""efficiency_min"":0.25,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""width_atr_max"":8.0,""width_atr_min"":3.0}",26,6.31260319387642,1.7076844285445967,0.24279243053370847,5.813367368547622,2,1.3241991634029444,inf,0.6620995817014722,0.0,0,0.0,0.0,0.0,0.0,3,2.369796276633037,inf,0.7899320922110123,0.0,21,2.618607753840439,1.2935631901679925,0.12469560732573519,5.813367368547622,1.7895153085429263,0.09696285954090095,0,0.0,0.0,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
31082,8194317afaa497a5,30082,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_SCALP,342,72,"{""age_min"":16,""body_min"":0.1,""breakout_atr"":0.07,""efficiency_min"":0.25,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON"",""width_atr_max"":8.0,""width_atr_min"":1.0}",29,5.02806212315922,1.4520208875099196,0.1733814525227317,6.935224734709177,2,1.3241991634029444,inf,0.6620995817014722,0.0,0,0.0,0.0,0.0,0.0,3,2.369796276633037,inf,0.7899320922110123,0.0,24,1.334066683123237,1.1199320913966533,0.05558611179680154,6.935224734709177,0.4851135320455269,0.1866567184496908,0,0.0,0.0,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
31083,9649217fb11e43aa,30083,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_SCALP,436,99,"{""age_min"":16,""body_min"":0.4,""breakout_atr"":0.0,""efficiency_min"":0.4,""geometry_id"":""C_SCALP"",""hour_window"":""LONDON_NY"",""width_atr_max"":8.0,""width_atr_min"":1.0}",94,-15.204196282680032,0.7230994353490473,-0.16174676896468118,24.72599015954973,10,-4.801359079676711,0.37757669455057596,-0.48013590796767114,5.433609203807988,12,-2.210709735100716,0.6880868546446349,-0.184225811258393,5.134644456633209,22,-7.860438767437478,0.4818745068179684,-0.3572926712471581,8.632629109874998,50,-0.33168870046512844,0.9866984163414378,-0.0066337740093025685,9.853482577334828,-19.794117093547598,1.0,10,0.37757669455057596,-0.48013590796767114,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
31084,16ef3b67b9c3c991,30084,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_SCALP,225,50,"{""age_min"":8,""body_min"":0.4,""breakout_atr"":0.12,""efficiency_min"":0.1,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""width_atr_max"":4.0,""width_atr_min"":3.0}",56,-10.50142161405682,0.6870672436124274,-0.18752538596530036,13.241270370450684,5,-4.534383495658487,0.13900899809125405,-0.9068766991316973,4.534383495658487,8,-1.2837047587746444,0.7233729009517107,-0.16046309484683055,4.64056039047192,12,-0.16123255262373704,0.9721533464067544,-0.013436046051978087,2.310198345596641,31,-4.5221008069999495,0.7468174850665996,-0.14587421958064353,7.261949563393817,-15.11259329044201,1.0,5,0.13900899809125405,-0.9068766991316973,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
31085,71d770ccbc19bd11,30085,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_BALANCED,279,57,"{""age_min"":16,""body_min"":0.1,""breakout_atr"":0.07,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON"",""width_atr_max"":6.0,""width_atr_min"":1.0}",65,-23.180827922315228,0.5491240168466198,-0.35662812188177273,29.16189067714606,9,-6.5131921390699645,0.27853502044975587,-0.7236880154522183,6.5131921390699645,11,-3.176678441036353,0.618181209824301,-0.288788949185123,8.319858851301065,11,-3.0666526233232876,0.629297065997058,-0.2787866021202989,7.066308029440657,34,-10.424304718885617,0.5958435284939324,-0.30659719761428283,16.405367473716453,-30.24951926436157,1.0,9,0.27853502044975587,-0.7236880154522183,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
31086,a6642ad5ba0d2496,30086,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_BALANCED,345,77,"{""age_min"":32,""body_min"":0.4,""breakout_atr"":0.03,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""width_atr_max"":6.0,""width_atr_min"":2.0}",143,-32.39595430660959,0.6817102072928979,-0.22654513501125587,39.555239554062055,17,-8.655247766160388,0.4233605930835456,-0.5091322215388463,9.947280862617813,27,-3.6791459222753526,0.8008778328686724,-0.13626466378797603,6.508794174338577,39,-13.046472574045964,0.5512404928726924,-0.33452493779605036,14.725678700916715,60,-7.015088044127882,0.8211457672699076,-0.11691813406879804,19.73394508539947,-39.50679192262419,1.0,17,0.4233605930835456,-0.5091322215388463,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31087,79d6b3430d269f8b,30087,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_BALANCED,132,30,"{""age_min"":8,""body_min"":0.4,""breakout_atr"":0.03,""efficiency_min"":0.4,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""width_atr_max"":4.0,""width_atr_min"":2.0}",55,-22.03799075584237,0.4923847143543781,-0.4006907410153158,22.305197758912012,6,-6.790790471245526,0.0,-1.1317984118742543,6.790790471245526,11,-10.188026380068461,0.11336326993030171,-0.92618421636986,10.188026380068461,13,-2.854807130948287,0.6918290389393287,-0.2196005485344836,4.193890035618629,25,-2.204366773580096,0.8610950358469536,-0.08817467094320383,6.969023225985348,-28.98733008118271,1.0,6,0.0,-1.1317984118742543,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
31088,22d62f6e50ef1b3e,30088,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_EXTENDED,299,64,"{""age_min"":8,""body_min"":0.25,""breakout_atr"":0.07,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""width_atr_max"":4.0,""width_atr_min"":1.0}",166,-15.74283101864919,0.8694186278056413,-0.09483633143764572,33.69374171216333,24,-7.625521015843567,0.615798285682695,-0.3177300423268153,11.380932236981284,28,-7.962001663494373,0.6360136623714848,-0.2843572022676562,9.843931909792575,47,1.0519240424109013,1.0330493758576735,0.02238136260448726,12.150964970928904,67,-1.2072323817221537,0.9743188656573345,-0.01801839375704707,19.90373511157795,-25.38440577103006,1.0,24,0.615798285682695,-0.3177300423268153,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31089,07de6e133216b480,30089,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_BALANCED,138,33,"{""age_min"":16,""body_min"":0.25,""breakout_atr"":0.07,""efficiency_min"":0.25,""geometry_id"":""C_BALANCED"",""hour_window"":""LONDON_NY"",""width_atr_max"":4.0,""width_atr_min"":1.0}",58,-2.0233736008142698,0.9457558824738945,-0.03488575173817707,12.71356147274623,6,-2.564149037563003,0.4879064760357283,-0.42735817292716716,2.5836396349219752,12,-1.6612662613056532,0.7994317169183204,-0.13843885510880444,4.79040716560314,15,-2.612953234277108,0.752671204875097,-0.17419688228514055,6.563935150876555,25,4.814994932331493,1.3580834072646024,0.19259979729325974,5.769467776804523,-9.141699236221847,1.0,6,0.4879064760357283,-0.42735817292716716,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
31090,6bb9dfa2a8a5add2,30090,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_SCALP,689,161,"{""age_min"":8,""body_min"":0.1,""breakout_atr"":0.07,""efficiency_min"":0.4,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""width_atr_max"":8.0,""width_atr_min"":2.0}",165,-26.807063661940763,0.7213343773771245,-0.1624670524966107,33.69219339202004,21,-14.475280477571458,0.23594782492529462,-0.6892990703605456,15.107530601702734,24,-0.15791729729106563,0.9865540769771081,-0.006579887387127735,6.134485815605554,44,-10.765800551884098,0.6055571153418731,-0.24467728527009314,11.837521273642453,76,-1.4080653351941406,0.9631533855137179,-0.018527175463080796,12.139340205297769,-31.407894002501155,1.0,21,0.23594782492529462,-0.6892990703605456,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31091,86763afe8a3f92ec,30091,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_BALANCED,176,38,"{""age_min"":8,""body_min"":0.25,""breakout_atr"":0.0,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""width_atr_max"":4.0,""width_atr_min"":3.0}",103,-30.37066356391258,0.6007986994528005,-0.29486081130012215,36.97199770304049,11,-6.789871300194261,0.2783186215876466,-0.6172610272903873,6.789871300194261,23,-12.787236396051723,0.35958343444313495,-0.5559667998283357,12.787236396051716,28,-11.899595920653264,0.4645830518544519,-0.4249855685947594,12.06673181458012,41,1.1060400529866703,1.0451847199018927,0.026976586658211472,5.4952940861412385,-37.68308770494018,1.0,11,0.2783186215876466,-0.6172610272903873,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": false}",False,1.0,False
31092,97f2148a08caed9e,30092,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_BALANCED,258,42,"{""age_min"":64,""body_min"":0.25,""breakout_atr"":0.12,""efficiency_min"":0.25,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""width_atr_max"":8.0,""width_atr_min"":1.0}",126,-31.67380394364999,0.6542828124387211,-0.2513793963781745,38.37137057022457,18,-4.880558015573098,0.6469933752168547,-0.27114211197628324,7.451610635716802,34,-4.377244496108041,0.8114689870040844,-0.12874248517964826,9.395860834787172,43,-12.635091206595476,0.5937588624579228,-0.2938393303859413,14.130946288276037,31,-9.78091022537338,0.5832929637301139,-0.31551323307656065,17.783873723478923,-38.786299008129355,1.0,18,0.5832929637301139,-0.31551323307656065,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31093,9f443547ba74e3aa,30093,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_BALANCED,263,40,"{""age_min"":64,""body_min"":0.4,""breakout_atr"":0.0,""efficiency_min"":0.25,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""width_atr_max"":8.0,""width_atr_min"":2.0}",127,-25.584695310530844,0.7137640254652496,-0.20145429378370744,33.701501873442304,20,-4.780237394052528,0.6806226015069935,-0.2390118697026264,7.351290014196232,34,-4.410096653344105,0.8101321504856964,-0.12970872509835604,9.223332908471178,42,-6.557404326933819,0.76283178126301,-0.1561286744508052,9.393269287720504,31,-9.836956936200396,0.5821160765474477,-0.3173211914903354,19.22616150956827,-32.6971903750102,1.0,20,0.5821160765474477,-0.3173211914903354,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31094,8d8314dc6efe5d11,30094,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_EXTENDED,147,30,"{""age_min"":64,""body_min"":0.1,""breakout_atr"":0.07,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON_NY"",""width_atr_max"":6.0,""width_atr_min"":1.0}",98,-43.174378307732866,0.4805066977708435,-0.4405548806911517,48.05471298228378,18,-12.596680717834241,0.2991769173695351,-0.6998155954352356,15.395841071954003,28,-26.66625608834246,0.12238414668813129,-0.9523662888693736,27.393347226200913,27,-0.49103559804103525,0.9725486980006759,-0.018186503631149455,7.819730387962762,25,-3.4204059035151246,0.7971543307635729,-0.13681623614060498,8.300740578066032,-52.59778325707847,1.0,18,0.12238414668813129,-0.9523662888693736,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": true}",False,1.0,False
31095,7fe9f11537388bc5,30095,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_BALANCED,378,89,"{""age_min"":32,""body_min"":0.4,""breakout_atr"":0.07,""efficiency_min"":0.1,""geometry_id"":""C_BALANCED"",""hour_window"":""NEW_YORK"",""width_atr_max"":8.0,""width_atr_min"":2.0}",213,-53.6646202935808,0.6495474922941216,-0.25194657414826666,57.58753085520576,33,-14.914600810662838,0.4585133943763348,-0.4519576003231163,17.485653430806536,40,-3.7737121090804324,0.8580613353762009,-0.09434280272701082,11.424664002509381,65,-17.16602887622829,0.629145127681598,-0.2640927519419737,19.23971928528953,75,-17.810278497609243,0.6621149435005553,-0.23747037996812323,27.643308298869737,-60.79084263709211,1.0,33,0.4585133943763348,-0.4519576003231163,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31096,4615ed5babf5773d,30096,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_SCALP,158,37,"{""age_min"":8,""body_min"":0.1,""breakout_atr"":0.0,""efficiency_min"":0.4,""geometry_id"":""C_SCALP"",""hour_window"":""ALL_LIQUID"",""width_atr_max"":4.0,""width_atr_min"":1.0}",33,-7.91856503514421,0.6165164383812513,-0.23995651621649122,9.748204964778349,3,-3.80870540922588,0.0,-1.26956846974196,3.80870540922588,7,-2.18416476516716,0.5297336194488009,-0.3120235378810228,3.8197694764665755,6,0.9239693918814536,1.401023456328266,0.15399489864690893,2.304028298846239,17,-2.849664252632623,0.7119157369087887,-0.1676273089783896,6.942847812570404,-12.432150123671823,1.0,3,0.0,-1.26956846974196,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
31097,19d292af4649f72f,30097,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_EXTENDED,198,41,"{""age_min"":16,""body_min"":0.25,""breakout_atr"":0.07,""efficiency_min"":0.25,""geometry_id"":""C_EXTENDED"",""hour_window"":""LONDON"",""width_atr_max"":6.0,""width_atr_min"":3.0}",90,-9.710805086635766,0.8573473736732588,-0.10789783429595295,20.727879389978284,17,-3.6393673463974103,0.7404279678919823,-0.21408043214102412,6.374619572745507,16,-6.859674359390915,0.511597889783235,-0.4287296474619322,10.48039460119153,25,-2.5338432958989143,0.8657430507750447,-0.10135373183595657,8.73295976699205,32,3.322079915051475,1.1571896170262408,0.1038149973453586,6.155023141810016,-19.244890298061954,1.0,16,0.511597889783235,-0.4287296474619322,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": false, ""minimum_trades_each_era"": true}",False,1.0,False
31098,e77347c7b63f4e02,30098,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_EXTENDED,525,120,"{""age_min"":8,""body_min"":0.25,""breakout_atr"":0.03,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""ALL_LIQUID"",""width_atr_max"":4.0,""width_atr_min"":2.0}",293,-73.09540501116592,0.677805353908297,-0.24947237205176082,79.35823657571252,42,-23.241083495270487,0.40373267955747905,-0.5533591308397735,25.49958076039731,58,-19.53693572654889,0.5837991979666722,-0.33684371942325675,19.536935726548887,90,-18.072797721200327,0.7278091591020662,-0.20080886356889252,24.466189570999767,103,-12.244588068146225,0.83575543275367,-0.1188794958072449,21.14511381632001,-84.75465868921881,1.0,42,0.40373267955747905,-0.5533591308397735,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31099,0107ec8429d13f65,30099,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_EXTENDED,230,51,"{""age_min"":32,""body_min"":0.25,""breakout_atr"":0.12,""efficiency_min"":0.1,""geometry_id"":""C_EXTENDED"",""hour_window"":""NEW_YORK"",""width_atr_max"":6.0,""width_atr_min"":3.0}",173,-52.93026744045479,0.6105240780072109,-0.30595530312401614,57.59141967573496,35,-16.632973266610954,0.44824109408058044,-0.4752278076174558,22.403683549725496,38,-20.587040835233214,0.41023332356066144,-0.5417642325061373,21.314131973091662,51,-7.6030286730743075,0.7905571520051954,-0.14907899358969232,15.062220314893638,49,-8.107224665536329,0.7653316829394324,-0.1654535646027822,16.43581294882934,-62.53581026844101,1.0,35,0.41023332356066144,-0.5417642325061373,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
31100,a1d802d06d368462,30100,CHOP,CHOP_MATURE_BREAKOUT_REVERSE,C_BALANCED,528,118,"{""age_min"":16,""body_min"":0.1,""breakout_atr"":0.07,""efficiency_min"":0.4,""geometry_id"":""C_BALANCED"",""hour_window"":""ALL_LIQUID"",""width_atr_max"":8.0,""width_atr_min"":1.0}",220,-41.76486802773542,0.7269832187113624,-0.18984030921697917,52.24534171842442,36,-16.939365497653363,0.4528477542401804,-0.4705379304903712,18.218385021339646,39,-0.7104282400394315,0.9710607241650882,-0.018216108718959782,9.83626168179463,58,-14.709249706965721,0.6427990865885288,-0.2536077535683745,19.331050973325787,87,-9.405824583076893,0.8328987674672066,-0.10811292624226314,21.944599556764317,-48.875757546459894,1.0,36,0.4528477542401804,-0.4705379304903712,"{""maximum_closed_drawdown_r"": false, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
