policy_id,state_schema,short_window,long_window,minimum_profit_factor,core_frequency_edge_dd_pass,full_v62_gate_pass,development_1_new_trades,development_1_new_trades_per_weekday,development_1_new_net_usd,development_1_new_profit_factor,development_1_new_closed_drawdown_usd,development_1_new_top5_removed_net_usd,development_1_new_positive_month_share,development_1_combined_trades,development_1_combined_trades_per_weekday,development_1_combined_net_usd,development_1_combined_profit_factor,development_1_combined_closed_drawdown_usd,development_1_combined_top5_removed_net_usd,development_1_combined_positive_month_share,development_2_new_trades,development_2_new_trades_per_weekday,development_2_new_net_usd,development_2_new_profit_factor,development_2_new_closed_drawdown_usd,development_2_new_top5_removed_net_usd,development_2_new_positive_month_share,development_2_combined_trades,development_2_combined_trades_per_weekday,development_2_combined_net_usd,development_2_combined_profit_factor,development_2_combined_closed_drawdown_usd,development_2_combined_top5_removed_net_usd,development_2_combined_positive_month_share,confirmation_new_trades,confirmation_new_trades_per_weekday,confirmation_new_net_usd,confirmation_new_profit_factor,confirmation_new_closed_drawdown_usd,confirmation_new_top5_removed_net_usd,confirmation_new_positive_month_share,confirmation_combined_trades,confirmation_combined_trades_per_weekday,confirmation_combined_net_usd,confirmation_combined_profit_factor,confirmation_combined_closed_drawdown_usd,confirmation_combined_top5_removed_net_usd,confirmation_combined_positive_month_share,final_new_trades,final_new_trades_per_weekday,final_new_net_usd,final_new_profit_factor,final_new_closed_drawdown_usd,final_new_top5_removed_net_usd,final_new_positive_month_share,final_combined_trades,final_combined_trades_per_weekday,final_combined_net_usd,final_combined_profit_factor,final_combined_closed_drawdown_usd,final_combined_top5_removed_net_usd,final_combined_positive_month_share
S1_W40_160_PF1P0,mechanism|action_id|direction,40,160,1.0,False,False,610,0.7780612244897959,442.7063102876578,1.3816776635004648,178.30688601126047,382.9807805554213,0.4722222222222222,1196,1.5255102040816326,759.6797031743678,1.2820088963208964,273.16988800847196,621.9658982622623,0.5277777777777778,509,0.9769673704414588,532.3152886889281,1.5536305108911426,143.7866204715043,461.4345384889037,0.5,1104,2.1190019193857967,1632.132254517658,1.59931381495563,226.60757280665803,1325.4822545176582,0.5,302,1.157088122605364,688.873005942807,1.932038823024816,135.8384912888023,616.4007137183046,0.5833333333333334,743,2.846743295019157,1962.3251202051742,1.7317303847090222,303.4970928936018,1399.1851202051744,0.75,92,0.3524904214559387,9.416097792078997,1.0222465064299187,140.20186821662307,-65.53050893811051,0.3333333333333333,456,1.7471264367816093,2546.7612609841203,1.8422969328226124,187.2359224621099,1153.1485326221066,0.9166666666666666
S3_W20_100_PF1P05,mechanism|action_id|h4adx,20,100,1.05,False,False,584,0.7448979591836735,436.7728007257288,1.4032380814196084,141.66996091812877,374.54220362218337,0.5,1170,1.4923469387755102,753.7461936124389,1.2880101038366092,254.56689864996957,616.0323887003333,0.5555555555555556,521,1.0,411.8694579456178,1.3947662847306472,117.50532569312193,354.9020702926326,0.5,1116,2.1420345489443378,1511.6864237743478,1.538894794710895,313.6174247985707,1205.036423774348,0.4166666666666667,275,1.053639846743295,656.2768357195216,2.0138098919238177,171.22929864541118,586.7755791217523,0.5,716,2.743295019157088,1929.7289499818885,1.7450709260226465,298.6943420788474,1366.5889499818886,0.6666666666666666,89,0.34099616858237547,-277.9717657540918,0.4527389971569708,300.621816741337,-376.12043452806273,0.08333333333333333,453,1.735632183908046,2259.3733974379493,1.7268929227034597,165.94870101362312,865.7606690759358,0.8333333333333334
S2_W40_160_PF1P05,mechanism|action_id|regime,40,160,1.05,False,False,542,0.6913265306122449,332.8513252869872,1.3156787271060435,124.3448066167777,264.58275918290235,0.3888888888888889,1128,1.4387755102040816,649.8247181736972,1.2510606313410346,243.51146990833928,512.1109132615917,0.5277777777777778,475,0.9117082533589251,414.7935551522115,1.4221756523078026,96.95377642948804,345.99520092308376,0.5,1070,2.053742802303263,1514.6105209809418,1.5519013869001634,319.96010396393183,1207.960520980942,0.4583333333333333,318,1.2183908045977012,659.7371572757008,1.8337353305746125,123.19908044057115,584.5695315485874,0.5,759,2.9080459770114944,1933.1892715380682,1.707102428804249,369.59375452446903,1370.049271538068,0.6666666666666666,85,0.32567049808429116,-80.09562821377352,0.7829902125133892,94.3897919969649,-153.40931772921755,0.4166666666666667,449,1.7203065134099618,2457.2495349782675,1.8275193044299969,152.58940082371737,1063.636806616254,0.8333333333333334
S2_W20_100_PF1P05,mechanism|action_id|regime,20,100,1.05,False,False,599,0.764030612244898,119.6729173674657,1.0999587406424753,218.8133430806656,61.50119365167747,0.3611111111111111,1185,1.5114795918367347,436.6463102541757,1.1598768223520983,256.6785763765683,298.93250534207016,0.4444444444444444,428,0.8214971209213052,224.6432331374565,1.259856388400824,126.2554698576219,163.44221420541092,0.375,1023,1.963531669865643,1324.4601989661865,1.504301581443451,341.33023664495244,1017.8101989661866,0.4583333333333333,311,1.1915708812260537,677.5932569536199,1.87992998626717,110.84306145569235,607.0126010401036,0.6666666666666666,752,2.8812260536398466,1951.0453712159872,1.7192237040665976,282.0791526119012,1387.905371215987,0.75,85,0.32567049808429116,-145.1969622779394,0.6528000163635352,177.662295904817,-219.0858675776435,0.3333333333333333,449,1.7203065134099618,2392.148200914102,1.7924896448298757,152.58940082371737,998.5354725520882,0.8333333333333334
S2_W60_240_PF1P0,mechanism|action_id|regime,60,240,1.0,False,False,517,0.6594387755102041,260.19050074042866,1.2473184452979889,199.50557315057313,198.16527549195342,0.3611111111111111,1103,1.406887755102041,577.1638936271386,1.2231908818270103,230.74885019956088,439.45008871503313,0.5,498,0.9558541266794626,404.2098365862224,1.390706975179617,125.01583400170706,337.0245464499396,0.4166666666666667,1093,2.0978886756238,1504.0268024149525,1.5378447461458196,336.3381952567303,1197.3768024149524,0.375,317,1.21455938697318,675.6946013656498,1.8608149621470271,141.49265954893747,602.2443612954253,0.5,758,2.9042145593869733,1949.146715628017,1.7146003277846675,336.3782530280624,1386.006715628017,0.75,84,0.3218390804597701,-190.37695760849672,0.5240876129534072,207.9052991137577,-253.6941701032534,0.16666666666666666,448,1.7164750957854407,2346.9682055835447,1.7822303900839027,158.65803336890144,953.3554772215308,0.8333333333333334
S4_W20_100_PF1P1,mechanism|action_id|regime|direction,20,100,1.1,False,False,574,0.7321428571428571,176.31105409236002,1.1561542826805564,168.58545621075342,116.06095670891139,0.3888888888888889,1160,1.4795918367346939,493.28444697907,1.1852362766110698,243.24335376308215,355.57064206696447,0.4166666666666667,448,0.8598848368522073,268.2347237840496,1.288874094513018,153.31589870820952,200.92841055364312,0.4166666666666667,1043,2.001919385796545,1368.05168961278,1.508496034713795,376.23680957598646,1061.4016896127796,0.5,315,1.206896551724138,743.5271140563958,1.9679638522481335,107.25199694034109,670.2411277107554,0.75,756,2.896551724137931,2016.979228318763,1.7440554218993614,297.189056771315,1453.8392283187627,0.8333333333333334,82,0.31417624521072796,10.427887772648063,1.030015586423526,109.97610024096261,-61.93233479853674,0.4166666666666667,446,1.7088122605363985,2547.77305096469,1.8643126559401817,204.7207919485727,1154.1603226026757,0.9166666666666666
S4_W60_240_PF1P05,mechanism|action_id|regime|direction,60,240,1.05,False,False,542,0.6913265306122449,295.6603044848139,1.2815418514642756,156.4199649173632,233.33159216909198,0.3611111111111111,1128,1.4387755102040816,612.6336973715238,1.237081306722468,207.62383930153004,474.91989245941835,0.4722222222222222,491,0.9424184261036468,331.9327640087485,1.3024392119835781,144.72473748848915,259.54482894509925,0.4166666666666667,1086,2.0844529750479848,1431.7497298374788,1.5007247728719464,322.11673403979194,1125.0997298374787,0.4166666666666667,354,1.3563218390804597,630.992730655817,1.6653273813081972,148.9849323881474,556.0990828858037,0.6666666666666666,795,3.045977011494253,1904.4448449181843,1.6587379388670416,302.4198391758727,1341.3048449181842,0.75,80,0.3065134099616858,-51.165698429471576,0.8574561167202321,150.42031754508162,-124.91275988881637,0.16666666666666666,444,1.7011494252873562,2486.17946476257,1.8401310050041693,161.49033172072473,1092.566736400556,0.9166666666666666
S4_W40_160_PF1P1,mechanism|action_id|regime|direction,40,160,1.1,False,False,497,0.6339285714285714,267.77911417199346,1.2772256918765375,125.9985132047575,210.34684927577268,0.4166666666666667,1083,1.3813775510204083,584.7525070587035,1.23391564671529,250.40561484257387,447.038702146598,0.4722222222222222,494,0.9481765834932822,424.4049655846868,1.395974578377094,110.05146058907249,350.87401178835484,0.4583333333333333,1089,2.09021113243762,1524.2219314134168,1.537903549672325,326.20845593036836,1217.571931413417,0.4583333333333333,340,1.3026819923371646,607.9872711960174,1.657164242121507,132.47171832099832,534.8062006255059,0.6666666666666666,781,2.992337164750958,1881.4393854583845,1.6560511203044987,278.48814723532337,1318.2993854583847,0.75,78,0.2988505747126437,-13.509254568973562,0.9597860560745722,120.49393548170326,-86.56665884755252,0.3333333333333333,442,1.6934865900383143,2523.835908623068,1.8595399857168473,168.23302592270682,1130.223180261054,0.9166666666666666
S1_W20_100_PF1P1,mechanism|action_id|direction,20,100,1.1,False,False,600,0.7653061224489796,567.6066165832788,1.5555454233216515,136.53268071225597,504.3541826887538,0.4722222222222222,1186,1.5127551020408163,884.5800094699887,1.3461299965692513,237.3697226107634,746.8662045578831,0.5277777777777778,408,0.783109404990403,462.1826739627406,1.6600832052843257,166.95594319118965,395.06528079059046,0.4166666666666667,1003,1.9251439539347408,1561.9996397914708,1.634437144181475,308.8050644396669,1255.3496397914707,0.4583333333333333,275,1.053639846743295,592.4484651622811,1.9004850870814505,173.77784634555553,521.8806384409313,0.4166666666666667,716,2.743295019157088,1865.9005794246482,1.7174945893249292,334.50759323438285,1302.7605794246483,0.6666666666666666,75,0.28735632183908044,-66.7012960187601,0.8236188977372297,128.127592233743,-149.00423545557578,0.16666666666666666,439,1.681992337164751,2470.6438671732813,1.8294941251932528,185.2863630700764,1077.0311388112673,0.9166666666666666
S2_W20_100_PF1P1,mechanism|action_id|regime,20,100,1.1,False,False,593,0.7563775510204082,193.3614739089553,1.1645015428540548,206.2418647977878,133.32826821162593,0.3888888888888889,1179,1.503826530612245,510.3348667956653,1.1883601020523977,252.7117266215587,372.6210618835597,0.4444444444444444,437,0.8387715930902111,284.4536314408938,1.3191476170089662,135.28618276052015,221.77073464150521,0.375,1032,1.9808061420345489,1384.2705972696237,1.5217505027669562,358.2070936282973,1077.6205972696239,0.5,308,1.1800766283524904,778.0661726003494,2.0811310929164817,133.39418999181294,705.4937347501025,0.75,749,2.8697318007662833,2051.518286862717,1.7705712379140506,269.9123123656989,1488.3782868627168,0.75,74,0.2835249042145594,-161.9190781418981,0.562409671553924,165.9037293505683,-231.39923067062202,0.3333333333333333,438,1.6781609195402298,2375.4260850501432,1.7997116338061079,152.58940082371737,981.8133566881295,0.8333333333333334
S4_W40_160_PF1P15,mechanism|action_id|regime|direction,40,160,1.15,False,False,479,0.610969387755102,309.85397821487754,1.3372066353071717,132.6696741841671,247.55543528470696,0.4444444444444444,1065,1.3584183673469388,626.8273711015876,1.2555554802865843,253.20616490276907,489.11356618948207,0.4722222222222222,460,0.8829174664107485,395.52970577067276,1.3902461452775046,83.30109612706407,321.9987519743408,0.4166666666666667,1055,2.0249520153550864,1495.346671599403,1.5387908950764755,303.376748947589,1188.6966715994029,0.4583333333333333,319,1.2222222222222223,702.8039028092694,1.8596769496282506,131.16553031852402,628.2968047010474,0.6666666666666666,760,2.9118773946360155,1976.2560170716367,1.715988773111454,272.62260774822516,1413.1160170716366,0.6666666666666666,72,0.27586206896551724,-28.65136427863566,0.9091942664496113,99.25644305243637,-101.35018776024067,0.4166666666666667,436,1.6704980842911878,2508.6937989134058,1.8603637006737812,165.33035208777926,1115.081070551392,0.9166666666666666
S1_W40_160_PF1P05,mechanism|action_id|direction,40,160,1.05,False,False,585,0.7461734693877551,476.02075895917983,1.4447684553123539,150.12185554156002,416.1702430864013,0.4722222222222222,1171,1.4936224489795917,792.9941518458899,1.3045075691932007,271.6455933541438,655.2803469337842,0.5277777777777778,438,0.8406909788867563,483.11024625921533,1.590655442507002,152.1197746507353,412.2294960591908,0.4583333333333333,1033,1.982725527831094,1582.9272120879455,1.6135952257453212,266.3466923586681,1276.2772120879454,0.5,284,1.0881226053639848,694.8744235470776,2.020209477543418,123.04845340481631,610.5390497965186,0.5833333333333334,725,2.7777777777777777,1968.3265378094447,1.7501913416068589,291.7541086038102,1405.1865378094449,0.75,70,0.2681992337164751,8.62550981837295,1.0264562830145563,119.06875952816385,-66.31323286398883,0.3333333333333333,434,1.6628352490421456,2545.9706730104144,1.8700134815050027,194.0602761230541,1152.3579446484007,0.9166666666666666
S3_W20_100_PF1P1,mechanism|action_id|h4adx,20,100,1.1,False,False,565,0.7206632653061225,462.1511845276191,1.449321238540337,141.66996091812877,399.9205874240737,0.4722222222222222,1151,1.468112244897959,779.1245774143292,1.3040518242852228,254.56689864996957,641.4107725022236,0.5555555555555556,489,0.9385796545105566,370.7796456448938,1.373064051849095,111.91247767575955,313.8122579919086,0.4583333333333333,1084,2.0806142034548945,1470.596611473624,1.5336538808340907,286.3397226021886,1163.946611473624,0.4583333333333333,262,1.003831417624521,676.8553978853894,2.112703679587394,176.33282156949997,607.3541412876202,0.5833333333333334,703,2.6934865900383143,1950.3075121477568,1.7645403198464897,279.2866073152875,1387.1675121477565,0.6666666666666666,68,0.26053639846743293,-268.5232207541377,0.33346499935490853,291.17327174138285,-334.6663972107812,0.0,432,1.6551724137931034,2268.821942437904,1.7554698243171862,174.01450527052043,875.20921407589,0.8333333333333334
S1_W60_240_PF1P0,mechanism|action_id|direction,60,240,1.0,False,False,595,0.7589285714285714,422.0117425377596,1.3808890205842048,161.6106712292509,360.6366094468874,0.4444444444444444,1181,1.5063775510204083,738.9851354244696,1.279718994399975,280.58036909525583,601.271330512364,0.5277777777777778,510,0.9788867562380038,398.54831280442676,1.3724605944092474,140.960887984416,330.4422766887101,0.5,1105,2.1209213051823417,1498.3652786331568,1.5291067081356526,313.56781595245394,1191.7152786331567,0.4166666666666667,264,1.0114942528735633,720.3842202375689,2.152183673983963,125.02355657596217,647.6883577272399,0.5,705,2.7011494252873565,1993.836334499936,1.7764491909400746,295.3853857226636,1430.696334499936,0.75,62,0.23754789272030652,-43.38799450191107,0.8601016768177973,98.04677814476736,-118.69827971956813,0.25,426,1.632183908045977,2493.9571686901304,1.8568920189731424,152.58940082371737,1100.3444403281164,0.9166666666666666
S3_W40_160_PF1P0,mechanism|action_id|h4adx,40,160,1.0,False,False,532,0.6785714285714286,387.4989302313741,1.3903399619164445,139.79825064825866,324.15762965899506,0.4444444444444444,1118,1.4260204081632653,704.4723231180842,1.278817786184969,261.1856091803504,566.7585182059786,0.5277777777777778,537,1.0307101727447217,308.1108005479733,1.267390537571991,123.5270178026907,247.57606185969115,0.4166666666666667,1132,2.1727447216890594,1407.9277663767034,1.4831393859268034,332.61291247032494,1101.2777663767033,0.4166666666666667,285,1.0919540229885059,541.0951406346445,1.7278759206484584,217.24066992425708,470.5643459415785,0.4166666666666667,726,2.781609195402299,1814.5472548970117,1.6755459339402259,326.2790139139902,1251.4072548970116,0.75,61,0.23371647509578544,-101.21465918315324,0.6651133511015394,163.2937113955511,-174.64066158989317,0.08333333333333333,425,1.628352490421456,2436.1305040088882,1.8393027925872818,203.10199288913975,1042.5177756468745,0.9166666666666666
S2_W60_240_PF1P05,mechanism|action_id|regime,60,240,1.05,False,False,525,0.6696428571428571,235.58953786388955,1.2177063279712255,192.58938574974957,172.81725319080914,0.3611111111111111,1111,1.4170918367346939,552.5629307505995,1.2112193053224771,235.91864721203467,414.84912583849405,0.4722222222222222,467,0.8963531669865643,384.0051984993015,1.3970053604758281,134.10434480876742,320.77561993076904,0.4166666666666667,1062,2.0383877159309023,1483.8221643280317,1.543705798892258,321.71461689846006,1177.1721643280316,0.375,307,1.1762452107279693,640.7613944222878,1.8162831048142642,122.61157494346253,567.3111543520633,0.5,748,2.8659003831417627,1914.2135086846552,1.7017861173961477,331.41173854777895,1351.073508684655,0.75,61,0.23371647509578544,-143.27136600100002,0.4985877831203685,145.75896078411395,-197.4378655086363,0.08333333333333333,425,1.628352490421456,2394.073797191041,1.8295288233488898,153.73216023462965,1000.4610688290277,0.8333333333333334
S4_W60_240_PF1P1,mechanism|action_id|regime|direction,60,240,1.1,False,False,479,0.610969387755102,260.341548825572,1.2807878895978762,143.01638787084462,198.01283650985016,0.3611111111111111,1065,1.3584183673469388,577.314941712282,1.2345758690895638,189.44174502242566,439.6011368001764,0.4722222222222222,482,0.9251439539347409,291.5609712561692,1.2687770650016779,151.66730605312094,221.41429543290587,0.5,1077,2.0671785028790786,1391.3779370848993,1.4887851182392022,294.2124050646118,1084.7279370848994,0.4583333333333333,329,1.260536398467433,746.5032658829225,1.9098195015895028,123.47463115450944,671.6802222504938,0.75,770,2.950191570881226,2019.9553801452896,1.7310329108183653,277.2954341196436,1456.8153801452897,0.8333333333333334,60,0.22988505747126436,34.98769416676965,1.1478833363054428,77.26626135214507,-38.75936729257517,0.25,424,1.6245210727969348,2572.332857358811,1.906734757319941,150.1508599387854,1178.7201289967973,0.9166666666666666
