trade_id,entry_time_utc,exit_time_utc,accepted,decision_reason,active_before_decision,entries_on_day_before_decision
2023-01-12 12:00:00|LONG|h4_d1_long_best_box2_atr80,2023-01-12 12:00:00+00:00,2023-01-31 07:08:01+00:00,True,ACCEPTED,1,0
2023-01-12 20:00:00|LONG|h4_d1_long_best_box2_atr80,2023-01-12 20:00:00+00:00,2023-01-31 07:08:01+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2023-01-13 08:00:00|LONG|h4_d1_long_best_box2_atr80,2023-01-13 08:00:00+00:00,2023-01-31 07:08:01+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2023-01-13 16:00:00|LONG|h4_d1_long_best_box2_atr80,2023-01-13 16:00:00+00:00,2023-02-03 12:30:39+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2023-01-19 20:00:00|LONG|h4_d1_long_best_box2_atr80,2023-01-19 20:00:00+00:00,2023-02-03 12:34:29+00:00,True,ACCEPTED,1,0
2023-01-24 08:00:00|LONG|h4_d1_long_best_box2_atr80,2023-01-24 08:00:00+00:00,2023-02-03 15:18:39+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2023-01-24 20:00:00|LONG|h4_d1_long_best_box2_atr80,2023-01-24 20:00:00+00:00,2023-02-03 15:18:39+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2023-01-25 20:00:00|LONG|h4_d1_long_best_box2_atr80,2023-01-25 20:00:00+00:00,2023-02-03 15:18:39+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2023-02-01 20:00:00|LONG|h4_d1_long_best_box2_atr80,2023-02-01 20:00:00+00:00,2023-02-15 07:05:02+00:00,True,ACCEPTED,1,0
2023-04-12 04:00:00|LONG|h4_d1_long_best_box2_atr80,2023-04-12 04:00:00+00:00,2023-04-17 14:46:41+00:00,True,ACCEPTED,0,0
2023-04-12 20:00:00|LONG|h4_d1_long_best_box2_atr80,2023-04-12 20:00:00+00:00,2023-04-17 14:46:41+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2023-07-26 08:00:00|LONG|h4_d1_long_best_box2_atr80,2023-07-26 08:00:00+00:00,2023-07-27 13:36:21+00:00,True,ACCEPTED,0,0
2023-11-21 04:00:00|LONG|h4_d1_long_best_box2_atr80,2023-11-21 04:00:00+00:00,2023-11-28 23:42:29+00:00,True,ACCEPTED,0,0
2023-11-21 16:00:00|LONG|h4_d1_long_best_box2_atr80,2023-11-21 16:00:00+00:00,2023-12-01 15:13:38+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2023-11-27 04:00:00|LONG|h4_d1_long_best_box2_atr80,2023-11-27 04:00:00+00:00,2023-12-01 16:12:39+00:00,True,ACCEPTED,1,0
2023-11-27 20:00:00|LONG|h4_d1_long_best_box2_atr80,2023-11-27 20:00:00+00:00,2023-12-01 17:33:57+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2023-11-28 16:00:00|LONG|h4_d1_long_best_box2_atr80,2023-11-28 16:00:00+00:00,2023-12-03 22:23:37+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2023-12-01 16:00:00|LONG|h4_d1_long_best_box2_atr80,2023-12-01 16:00:00+00:00,2023-12-03 22:25:36+00:00,True,ACCEPTED,1,0
2023-12-22 12:00:00|LONG|h4_d1_long_best_box2_atr80,2023-12-22 12:00:00+00:00,2024-01-03 08:44:41+00:00,True,ACCEPTED,0,0
2023-12-27 16:00:00|LONG|h4_d1_long_best_box2_atr80,2023-12-27 16:00:00+00:00,2024-01-03 09:22:16+00:00,True,ACCEPTED,1,0
2023-12-28 04:00:00|LONG|h4_d1_long_best_box2_atr80,2023-12-28 04:00:00+00:00,2024-01-05 12:31:20+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-03-01 12:00:00|LONG|h4_d1_long_best_box2_atr80,2024-03-01 12:00:00+00:00,2024-03-04 14:58:32+00:00,True,ACCEPTED,0,0
2024-03-01 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-03-01 16:00:00+00:00,2024-03-08 16:19:39+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2024-03-05 08:00:00|LONG|h4_d1_long_best_box2_atr80,2024-03-05 08:00:00+00:00,2024-03-20 22:14:32+00:00,True,ACCEPTED,0,0
2024-03-05 12:00:00|LONG|h4_d1_long_best_box2_atr80,2024-03-05 12:00:00+00:00,2024-03-28 11:07:35+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2024-03-07 04:00:00|LONG|h4_d1_long_best_box2_atr80,2024-03-07 04:00:00+00:00,2024-04-01 00:08:59+00:00,True,ACCEPTED,1,0
2024-03-07 12:00:00|LONG|h4_d1_long_best_box2_atr80,2024-03-07 12:00:00+00:00,2024-04-01 00:39:35+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2024-03-07 20:00:00|LONG|h4_d1_long_best_box2_atr80,2024-03-07 20:00:00+00:00,2024-04-01 00:41:38+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2024-03-08 08:00:00|LONG|h4_d1_long_best_box2_atr80,2024-03-08 08:00:00+00:00,2024-04-01 00:42:02+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-03-08 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-03-08 16:00:00+00:00,2024-04-03 16:32:15+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-05-20 04:00:00|LONG|h4_d1_long_best_box2_atr80,2024-05-20 04:00:00+00:00,2024-05-23 01:26:17+00:00,True,ACCEPTED,0,0
2024-07-05 08:00:00|LONG|h4_d1_long_best_box2_atr80,2024-07-05 08:00:00+00:00,2024-07-16 09:36:43+00:00,True,ACCEPTED,0,0
2024-07-05 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-07-05 16:00:00+00:00,2024-07-17 00:40:35+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2024-07-11 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-07-11 16:00:00+00:00,2024-07-19 12:51:15+00:00,True,ACCEPTED,1,0
2024-07-15 12:00:00|LONG|h4_d1_long_best_box2_atr80,2024-07-15 12:00:00+00:00,2024-07-19 13:05:41+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-07-15 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-07-15 16:00:00+00:00,2024-07-22 12:33:38+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-07-16 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-07-16 16:00:00+00:00,2024-08-16 18:35:40+00:00,True,ACCEPTED,1,0
2024-07-16 20:00:00|LONG|h4_d1_long_best_box2_atr80,2024-07-16 20:00:00+00:00,2024-09-03 11:49:35+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2024-08-26 08:00:00|LONG|h4_d1_long_best_box2_atr80,2024-08-26 08:00:00+00:00,2024-09-03 11:49:35+00:00,True,ACCEPTED,0,0
2024-08-26 12:00:00|LONG|h4_d1_long_best_box2_atr80,2024-08-26 12:00:00+00:00,2024-09-12 14:46:38+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2024-09-10 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-10 16:00:00+00:00,2024-09-13 01:10:20+00:00,True,ACCEPTED,0,0
2024-09-10 20:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-10 20:00:00+00:00,2024-09-13 13:22:42+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2024-09-12 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-12 16:00:00+00:00,2024-09-18 19:21:14+00:00,True,ACCEPTED,1,0
2024-09-13 04:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-13 04:00:00+00:00,2024-09-24 19:19:30+00:00,True,ACCEPTED,1,0
2024-09-13 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-13 16:00:00+00:00,2024-10-08 14:35:34+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2024-09-16 04:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-16 04:00:00+00:00,2024-10-08 15:07:26+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-09-20 08:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-20 08:00:00+00:00,2024-10-08 15:07:26+00:00,True,ACCEPTED,1,0
2024-09-20 12:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-20 12:00:00+00:00,2024-10-18 01:34:37+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2024-09-20 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-20 16:00:00+00:00,2024-10-18 12:32:35+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2024-09-23 04:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-23 04:00:00+00:00,2024-10-18 14:24:13+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-09-23 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-23 16:00:00+00:00,2024-10-21 01:13:28+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-09-24 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-24 16:00:00+00:00,2024-10-22 16:53:34+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-09-24 20:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-24 20:00:00+00:00,2024-10-22 17:03:42+00:00,True,ACCEPTED,1,0
2024-09-26 12:00:00|LONG|h4_d1_long_best_box2_atr80,2024-09-26 12:00:00+00:00,2024-10-22 17:45:35+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-10-16 08:00:00|LONG|h4_d1_long_best_box2_atr80,2024-10-16 08:00:00+00:00,2024-10-23 05:34:11+00:00,True,ACCEPTED,1,0
2024-10-16 20:00:00|LONG|h4_d1_long_best_box2_atr80,2024-10-16 20:00:00+00:00,2024-10-23 15:12:31+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2024-10-17 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-10-17 16:00:00+00:00,2024-10-23 15:12:38+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-10-18 04:00:00|LONG|h4_d1_long_best_box2_atr80,2024-10-18 04:00:00+00:00,2024-10-29 22:51:30+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-10-18 12:00:00|LONG|h4_d1_long_best_box2_atr80,2024-10-18 12:00:00+00:00,2024-11-05 01:46:40+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-10-21 04:00:00|LONG|h4_d1_long_best_box2_atr80,2024-10-21 04:00:00+00:00,2024-11-05 01:46:41+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-10-21 12:00:00|LONG|h4_d1_long_best_box2_atr80,2024-10-21 12:00:00+00:00,2024-11-06 12:00:14+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-10-22 20:00:00|LONG|h4_d1_long_best_box2_atr80,2024-10-22 20:00:00+00:00,2024-11-06 12:00:14+00:00,True,ACCEPTED,1,0
2024-10-23 08:00:00|LONG|h4_d1_long_best_box2_atr80,2024-10-23 08:00:00+00:00,2024-11-06 13:04:23+00:00,True,ACCEPTED,1,0
2024-10-29 04:00:00|LONG|h4_d1_long_best_box2_atr80,2024-10-29 04:00:00+00:00,2024-11-06 13:04:23+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2024-10-29 16:00:00|LONG|h4_d1_long_best_box2_atr80,2024-10-29 16:00:00+00:00,2024-11-11 12:41:27+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-01-15 20:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-15 20:00:00+00:00,2025-01-24 01:56:12+00:00,True,ACCEPTED,0,0
2025-01-16 16:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-16 16:00:00+00:00,2025-01-27 15:51:17+00:00,True,ACCEPTED,1,0
2025-01-21 04:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-21 04:00:00+00:00,2025-01-27 15:51:18+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-01-21 16:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-21 16:00:00+00:00,2025-01-31 11:16:39+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-01-22 04:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-22 04:00:00+00:00,2025-02-04 13:49:42+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-01-22 12:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-22 12:00:00+00:00,2025-02-05 01:10:34+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-01-24 04:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-24 04:00:00+00:00,2025-02-05 04:48:28+00:00,True,ACCEPTED,1,0
2025-01-24 12:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-24 12:00:00+00:00,2025-02-05 08:42:27+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-01-30 08:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-30 08:00:00+00:00,2025-02-05 14:45:40+00:00,True,ACCEPTED,1,0
2025-01-30 12:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-30 12:00:00+00:00,2025-02-10 06:56:27+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-01-30 16:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-30 16:00:00+00:00,2025-02-10 08:37:34+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-01-30 20:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-30 20:00:00+00:00,2025-02-10 22:35:38+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-01-31 12:00:00|LONG|h4_d1_long_best_box2_atr80,2025-01-31 12:00:00+00:00,2025-02-11 00:11:32+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-02-04 16:00:00|LONG|h4_d1_long_best_box2_atr80,2025-02-04 16:00:00+00:00,2025-02-28 07:44:35+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-02-04 20:00:00|LONG|h4_d1_long_best_box2_atr80,2025-02-04 20:00:00+00:00,2025-02-28 07:44:38+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-02-05 04:00:00|LONG|h4_d1_long_best_box2_atr80,2025-02-05 04:00:00+00:00,2025-02-28 07:44:38+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-02-05 08:00:00|LONG|h4_d1_long_best_box2_atr80,2025-02-05 08:00:00+00:00,2025-03-13 14:39:38+00:00,True,ACCEPTED,1,0
2025-02-10 08:00:00|LONG|h4_d1_long_best_box2_atr80,2025-02-10 08:00:00+00:00,2025-03-13 19:49:35+00:00,True,ACCEPTED,1,0
2025-02-10 12:00:00|LONG|h4_d1_long_best_box2_atr80,2025-02-10 12:00:00+00:00,2025-03-18 07:22:37+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-02-10 20:00:00|LONG|h4_d1_long_best_box2_atr80,2025-02-10 20:00:00+00:00,2025-03-27 13:48:41+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-03-18 04:00:00|LONG|h4_d1_long_best_box2_atr80,2025-03-18 04:00:00+00:00,2025-03-28 04:44:15+00:00,True,ACCEPTED,0,0
2025-03-18 08:00:00|LONG|h4_d1_long_best_box2_atr80,2025-03-18 08:00:00+00:00,2025-03-31 04:53:29+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2025-03-18 12:00:00|LONG|h4_d1_long_best_box2_atr80,2025-03-18 12:00:00+00:00,2025-04-01 01:44:25+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2025-03-27 12:00:00|LONG|h4_d1_long_best_box2_atr80,2025-03-27 12:00:00+00:00,2025-04-01 02:12:00+00:00,True,ACCEPTED,1,0
2025-03-28 04:00:00|LONG|h4_d1_long_best_box2_atr80,2025-03-28 04:00:00+00:00,2025-04-03 12:26:03+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-03-31 04:00:00|LONG|h4_d1_long_best_box2_atr80,2025-03-31 04:00:00+00:00,2025-04-03 12:40:36+00:00,True,ACCEPTED,1,0
2025-03-31 08:00:00|LONG|h4_d1_long_best_box2_atr80,2025-03-31 08:00:00+00:00,2025-04-03 12:40:37+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-03-31 20:00:00|LONG|h4_d1_long_best_box2_atr80,2025-03-31 20:00:00+00:00,2025-04-03 12:40:38+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-04-01 04:00:00|LONG|h4_d1_long_best_box2_atr80,2025-04-01 04:00:00+00:00,2025-04-06 22:00:00+00:00,True,ACCEPTED,1,0
2025-06-13 04:00:00|LONG|h4_d1_long_best_box2_atr80,2025-06-13 04:00:00+00:00,2025-06-24 06:34:38+00:00,True,ACCEPTED,0,0
2025-06-13 12:00:00|LONG|h4_d1_long_best_box2_atr80,2025-06-13 12:00:00+00:00,2025-06-24 06:34:38+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2025-08-07 08:00:00|LONG|h4_d1_long_best_box2_atr80,2025-08-07 08:00:00+00:00,2025-08-11 11:27:42+00:00,True,ACCEPTED,0,0
2025-08-07 20:00:00|LONG|h4_d1_long_best_box2_atr80,2025-08-07 20:00:00+00:00,2025-08-11 11:31:42+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2025-08-27 20:00:00|LONG|h4_d1_long_best_box2_atr80,2025-08-27 20:00:00+00:00,2025-09-01 06:33:01+00:00,True,ACCEPTED,0,0
2025-08-28 12:00:00|LONG|h4_d1_long_best_box2_atr80,2025-08-28 12:00:00+00:00,2025-09-02 14:44:41+00:00,True,ACCEPTED,1,0
2025-08-28 16:00:00|LONG|h4_d1_long_best_box2_atr80,2025-08-28 16:00:00+00:00,2025-09-02 18:29:05+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-08-28 20:00:00|LONG|h4_d1_long_best_box2_atr80,2025-08-28 20:00:00+00:00,2025-09-03 14:24:31+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-08-29 16:00:00|LONG|h4_d1_long_best_box2_atr80,2025-08-29 16:00:00+00:00,2025-09-05 13:46:42+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-12-01 04:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-01 04:00:00+00:00,2025-12-09 06:09:38+00:00,True,ACCEPTED,0,0
2025-12-01 12:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-01 12:00:00+00:00,2025-12-22 14:17:41+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2025-12-05 16:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-05 16:00:00+00:00,2025-12-22 15:45:28+00:00,True,ACCEPTED,1,0
2025-12-11 16:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-11 16:00:00+00:00,2025-12-23 01:01:24+00:00,True,ACCEPTED,1,0
2025-12-11 20:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-11 20:00:00+00:00,2025-12-23 01:06:42+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-12-12 08:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-12 08:00:00+00:00,2025-12-23 02:43:41+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-12-12 12:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-12 12:00:00+00:00,2025-12-29 07:03:39+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-12-22 04:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-22 04:00:00+00:00,2025-12-29 15:05:42+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-12-22 08:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-22 08:00:00+00:00,2025-12-29 15:05:42+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2025-12-22 16:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-22 16:00:00+00:00,2025-12-29 15:05:42+00:00,True,ACCEPTED,1,0
2025-12-23 04:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-23 04:00:00+00:00,2025-12-29 15:22:30+00:00,True,ACCEPTED,1,0
2025-12-23 12:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-23 12:00:00+00:00,2025-12-29 15:22:30+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-12-23 20:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-23 20:00:00+00:00,2025-12-29 15:22:30+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2025-12-26 16:00:00|LONG|h4_d1_long_best_box2_atr80,2025-12-26 16:00:00+00:00,2026-01-18 23:02:13+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,0
2026-01-12 04:00:00|LONG|h4_d1_long_best_box2_atr80,2026-01-12 04:00:00+00:00,2026-01-21 01:14:18+00:00,True,ACCEPTED,0,0
2026-01-12 08:00:00|LONG|h4_d1_long_best_box2_atr80,2026-01-12 08:00:00+00:00,2026-01-21 04:35:39+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2026-01-12 16:00:00|LONG|h4_d1_long_best_box2_atr80,2026-01-12 16:00:00+00:00,2026-01-22 18:08:40+00:00,False,MAXIMUM_ENTRIES_PER_UTC_DAY,1,1
2026-01-20 08:00:00|LONG|h4_d1_long_best_box2_atr80,2026-01-20 08:00:00+00:00,2026-01-22 23:08:40+00:00,True,ACCEPTED,1,0
2026-01-20 12:00:00|LONG|h4_d1_long_best_box2_atr80,2026-01-20 12:00:00+00:00,2026-01-23 00:04:05+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2026-01-20 20:00:00|LONG|h4_d1_long_best_box2_atr80,2026-01-20 20:00:00+00:00,2026-01-26 00:33:28+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
2026-01-21 04:00:00|LONG|h4_d1_long_best_box2_atr80,2026-01-21 04:00:00+00:00,2026-01-28 02:32:42+00:00,True,ACCEPTED,1,0
2026-01-21 12:00:00|LONG|h4_d1_long_best_box2_atr80,2026-01-21 12:00:00+00:00,2026-01-28 08:02:37+00:00,False,MAXIMUM_CONCURRENT_POSITIONS,2,1
