timestamp_broker,m5_bar_time,time_bucket,candidate,family,lane,regime,symbol,direction,normalized_direction,legacy_shadow_action,legacy_shadow_reason,proposed_v2_shadow_action,proposed_v2_shadow_reason,trend_veto_action,trend_veto_reason,fixed_shadow_action,fixed_shadow_reason,entry_price,stop_loss,take_profit,stop_distance_points,spread_points,cost_bucket,evidence_tier,resolution_status,resolution_source,matched_position_ticket,actual_state,actual_profit_aed,actual_exit_time,actual_exit_price,replay_model,replay_entry_time,replay_entry_price,replay_synthetic_stop_loss,replay_synthetic_take_profit,replay_signal_risk_points,replay_spread_points,replay_bars_scanned,replay_exit_time,replay_exit_price,gross_outcome_r,estimated_cost_r,cost_source,net_outcome_r,v1_resolution_status,v1_resolution_source,v1_replay_bars_scanned,v1_replay_exit_time,v1_replay_exit_price,v1_gross_outcome_r,v1_estimated_cost_r,v1_cost_source,v1_net_outcome_r,_source_file
2026.06.09 09:20:13,2026.06.09 09:20:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15567,1.15547,1.15597,19.97,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.09 09:35:02,2026.06.09 09:35:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15585,1.15543,1.15648,41.87,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.09 10:30:00,2026.06.09 10:30:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15655,1.15633,1.15689,22.48,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.09 10:35:04,2026.06.09 10:35:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15660,1.15638,1.15694,22.41,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.09 14:00:00,2026.06.09 14:00:00,Evening 16:00-19:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15661,1.15725,1.15565,63.79,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.09 16:05:01,2026.06.09 16:05:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15568,1.15526,1.15631,41.67,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.09 22:40:02,2026.06.09 22:40:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15386,1.15404,1.15359,18.16,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.09 22:45:01,2026.06.09 22:45:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15386,1.15397,1.15370,10.93,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.09 22:50:14,2026.06.09 22:50:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15371,1.15398,1.15331,26.83,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.09 23:15:03,2026.06.09 23:15:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15377,1.15390,1.15357,13.41,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.09 23:20:01,2026.06.09 23:20:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15382,1.15390,1.15370,8.19,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.09 23:55:00,2026.06.09 23:55:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15346,1.15366,1.15315,20.37,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 00:30:01,2026.06.10 00:30:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15416,1.15395,1.15448,21.09,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 03:10:01,2026.06.10 03:10:00,Morning 06:00-11:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15452,1.15419,1.15502,33.06,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 05:20:02,2026.06.10 05:20:00,Morning 06:00-11:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15458,1.15486,1.15417,27.63,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 07:20:00,2026.06.10 07:20:00,Morning 06:00-11:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15561,1.15509,1.15639,52.32,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 08:40:03,2026.06.10 08:40:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15512,1.15533,1.15481,20.71,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 08:45:00,2026.06.10 08:45:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15502,1.15524,1.15470,21.57,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 09:40:00,2026.06.10 09:40:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15557,1.15519,1.15614,37.81,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 09:45:00,2026.06.10 09:45:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15567,1.15532,1.15619,34.81,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 09:50:00,2026.06.10 09:50:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15565,1.15531,1.15616,33.90,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 19:25:00,2026.06.10 19:25:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15426,1.15446,1.15395,20.34,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 20:00:00,2026.06.10 20:00:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15431,1.15465,1.15380,34.21,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 21:25:30,2026.06.10 21:25:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15362,1.15390,1.15320,27.85,50.00,MEDIUM_31_50pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 21:30:02,2026.06.10 21:30:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15363,1.15369,1.15354,5.71,60.00,HIGH_51_75pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 21:55:02,2026.06.10 21:55:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15349,1.15382,1.15299,33.01,40.00,MEDIUM_31_50pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 23:00:01,2026.06.10 23:00:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15328,1.15354,1.15290,25.55,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.10 23:25:00,2026.06.10 23:25:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15258,1.15335,1.15143,76.78,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 00:20:00,2026.06.11 00:20:00,Night 20:00-05:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15410,1.15361,1.15483,48.76,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 05:10:01,2026.06.11 05:10:00,Morning 06:00-11:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15484,1.15462,1.15517,21.83,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 06:10:00,2026.06.11 06:10:00,Morning 06:00-11:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15428,1.15474,1.15359,45.99,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 06:25:02,2026.06.11 06:25:00,Morning 06:00-11:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15455,1.15473,1.15428,18.07,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 06:30:00,2026.06.11 06:30:00,Morning 06:00-11:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15434,1.15471,1.15378,37.24,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 06:45:00,2026.06.11 06:45:00,Morning 06:00-11:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15436,1.15469,1.15386,33.45,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 11:35:00,2026.06.11 11:35:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15382,1.15353,1.15425,28.86,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 11:50:00,2026.06.11 11:50:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15386,1.15361,1.15423,24.86,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 11:55:00,2026.06.11 11:55:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15377,1.15349,1.15419,27.87,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 12:00:00,2026.06.11 12:00:00,Afternoon 12:00-15:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15389,1.15357,1.15437,31.96,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 12:05:00,2026.06.11 12:05:00,Evening 16:00-19:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15389,1.15361,1.15431,28.04,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 12:25:00,2026.06.11 12:25:00,Evening 16:00-19:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,SHORT,SELL,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15314,1.15392,1.15197,78.21,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 12:55:00,2026.06.11 12:55:00,Evening 16:00-19:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15394,1.15276,1.15570,117.66,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
2026.06.11 13:00:00,2026.06.11 13:00:00,Evening 16:00-19:59,breakout_retest,breakout,accepted_same_family,WOULD_SIGNAL,EURUSD,LONG,BUY,KEEP,KEEP,KEEP,KEEP,,,KEEP,KEEP,1.15389,1.15346,1.15453,42.76,7.00,LOW_<=30pt,,UNRESOLVED_NO_BROKER_MATCH_NO_REPLAY_BARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shadow_fix_observer_signal_log_breakout_retest_eurusd.csv
