attempt_no,variant_id,paired_source_attempt_no,regime_owner,mechanic,raw_signal_count,minimum_era_raw_signal_count,parameters_json
32249,19e08c314dd0be06,31249,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1310,227,"{""book_min"":0.0,""chop_age_max"":2000,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.15}"
32250,0d713ff71c3cdad3,31250,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,971,131,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.15}"
32251,245c1743d8f34ffd,31251,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2014,367,"{""book_min"":0.1,""chop_age_max"":2000,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.5}"
32252,0a0321613abb4f5d,31252,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1451,318,"{""book_min"":0.1,""chop_age_max"":432,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.5}"
32253,58d8802656b98757,31253,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1731,304,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.3}"
32254,bbd92a114e6ab1d2,31254,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,294,35,"{""book_min"":0.06,""chop_age_max"":144,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.3}"
32255,1de2b0effb0f1a83,31255,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,287,45,"{""book_min"":0.06,""chop_age_max"":2000,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.15}"
32256,00f82711c6a1e855,31256,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,7151,1111,"{""book_min"":0.03,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.3}"
32257,4923cdabebf7c175,31257,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,954,119,"{""book_min"":0.0,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.3}"
32258,3dce83c3c4ece914,31258,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,6216,1373,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.5}"
32259,194568cf26f95528,31259,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1122,255,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.5}"
32260,71cb33d73f51a50c,31260,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,313,74,"{""book_min"":0.1,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.035,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32261,8af353be7a95cdcb,31261,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,3003,575,"{""book_min"":0.1,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.5}"
32262,417193f35411863b,31262,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1576,243,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.3}"
32263,2b273221d36c611d,31263,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,503,113,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.3}"
32264,cc475f49c385446a,31264,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,808,78,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32265,86ff89b4ee43bc7a,31265,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2514,438,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":1,""efficiency_min"":0.035,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.15}"
32266,25a84950d257b8f2,31266,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1505,331,"{""book_min"":0.0,""chop_age_max"":432,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.3}"
32267,671688b986cf201e,31267,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1349,181,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.5}"
32268,f713780a1f477371,31268,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,566,94,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.15}"
32269,9021bc19a0e5d521,31269,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,493,90,"{""book_min"":0.06,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.5}"
32270,16a78ccb5f7b2caf,31270,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1146,209,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.3}"
32271,05fbb69d2de52c76,31271,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2586,517,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.3}"
32272,c95b9ed976adbb9f,31272,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1322,274,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32273,0b1985915c1a234b,31273,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2068,445,"{""book_min"":0.1,""chop_age_max"":432,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.15}"
32274,56647d9178803d56,31274,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,621,134,"{""book_min"":0.06,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.3}"
32275,39f7acc57ac6aec3,31275,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1902,302,"{""book_min"":0.0,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.5}"
32276,6ffcc3f682943442,31276,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,913,190,"{""book_min"":0.1,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.5}"
32277,04433d299798f4d5,31277,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2447,352,"{""book_min"":0.0,""chop_age_max"":144,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.15}"
32278,eb8d57d9392901ba,31278,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,5596,1166,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.3}"
32279,b98cf58433a30112,31279,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,244,50,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""NY"",""spread_ratio_max"":1.5}"
32280,cf799fefbe7d7767,31280,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2654,557,"{""book_min"":0.1,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32281,bb7a0e96c945a674,31281,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2083,446,"{""book_min"":0.06,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.3}"
32282,515fa7355f0acd4e,31282,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,3374,545,"{""book_min"":0.06,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.3}"
32283,fc57eabccdde9fd0,31283,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,4708,630,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ALL"",""spread_ratio_max"":1.5}"
32284,6a6a76f9a0550db4,31284,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,417,57,"{""book_min"":0.06,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.15}"
32285,da2a560a7437b573,31285,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1695,305,"{""book_min"":0.06,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.025,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.15}"
32286,b4cbe69312694ce1,31286,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,542,102,"{""book_min"":0.06,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.3}"
32287,3dc33d87331e1253,31287,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,7824,1688,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.3}"
32288,31978c6b64980913,31288,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,497,86,"{""book_min"":0.1,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.3}"
32289,0eb0082a7f9a94ad,31289,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,797,77,"{""book_min"":0.0,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32290,5883b43a52d1f300,31290,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,174,18,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.3}"
32291,88d03d93f7762db8,31291,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,3693,639,"{""book_min"":0.03,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32292,95d5fce5891f2aea,31292,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1442,272,"{""book_min"":0.0,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.5}"
32293,b51189c19ec42438,31293,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,324,49,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.5}"
32294,e4d215f2cdc75f32,31294,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,561,107,"{""book_min"":0.0,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.3}"
32295,f74e320a352e152b,31295,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,668,151,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.15}"
32296,0db947bd5d69be78,31296,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,458,52,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.07,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ALL"",""spread_ratio_max"":1.5}"
32297,517cce42e1fec885,31297,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1141,272,"{""book_min"":0.06,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.015,""imbalance_window"":""5m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32298,9bbd99350e40158e,31298,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2632,370,"{""book_min"":0.03,""chop_age_max"":2000,""chop_age_min"":48,""efficiency_min"":0.035,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.15}"
32299,6df6f8545ee0f601,31299,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1864,314,"{""book_min"":0.0,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.035,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.3}"
32300,4ee1df9831876412,31300,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,214,46,"{""book_min"":0.06,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.035,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.15}"
32301,b0c781843fcc6b07,31301,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,451,87,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.3}"
32302,29bcd911ceea0294,31302,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,157,35,"{""book_min"":0.1,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.5}"
32303,6af2cd7681bb9c48,31303,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,323,34,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""LONDON"",""spread_ratio_max"":1.3}"
32304,e1ba8bb942990f36,31304,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,425,48,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.015,""imbalance_min"":0.05,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.15}"
32305,566cf8630d888a04,31305,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,258,43,"{""book_min"":0.0,""chop_age_max"":48,""chop_age_min"":1,""efficiency_min"":0.015,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":1.0,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""LONDON"",""spread_ratio_max"":1.3}"
32306,60d18ae829d532b4,31306,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,1357,176,"{""book_min"":0.03,""chop_age_max"":144,""chop_age_min"":48,""efficiency_min"":0.0,""imbalance_min"":0.035,""imbalance_window"":""15m"",""intensity_min"":0.3,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.3}"
32307,1c0915fed88a0fcc,31307,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,787,117,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.015,""imbalance_min"":0.07,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":true,""session"":""ASIA"",""spread_ratio_max"":1.5}"
32308,93e52eaeffe38d23,31308,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,5193,993,"{""book_min"":0.03,""chop_age_max"":432,""chop_age_min"":12,""efficiency_min"":0.0,""imbalance_min"":0.025,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""NY"",""spread_ratio_max"":1.15}"
32309,22170875e9595e44,31309,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,456,106,"{""book_min"":0.1,""chop_age_max"":144,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.7,""require_body_alignment"":false,""require_trend_alignment"":true,""session"":""LATE"",""spread_ratio_max"":1.5}"
32310,e22a74ba65f35f4a,31310,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,654,120,"{""book_min"":0.03,""chop_age_max"":48,""chop_age_min"":12,""efficiency_min"":0.035,""imbalance_min"":0.015,""imbalance_window"":""15m"",""intensity_min"":0.5,""require_body_alignment"":false,""require_trend_alignment"":false,""session"":""LATE"",""spread_ratio_max"":1.3}"
32311,6d262b3b7f8a01ef,31311,CHOP,CHOP_FLOW_CONTINUATION_REVERSE,2385,379,"{""book_min"":0.06,""chop_age_max"":2000,""chop_age_min"":1,""efficiency_min"":0.0,""imbalance_min"":0.05,""imbalance_window"":""5m"",""intensity_min"":0.7,""require_body_alignment"":true,""require_trend_alignment"":false,""session"":""ASIA"",""spread_ratio_max"":1.5}"
