instrument,record_type,bar_start_utc,exclusion_reason,candidate_alignment,comparable_bars,exact_bid_ohlc_bars,exact_rate,selected,passed
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-500_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-495_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-490_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-485_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-480_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-475_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-470_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-465_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-460_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-455_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-450_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-445_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-440_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-435_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-430_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-425_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-420_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-415_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-410_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-405_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-400_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-395_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-390_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-385_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-380_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-375_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-370_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-365_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-360_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-355_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-350_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-345_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-340_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-335_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-330_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-325_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-320_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-315_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-310_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-305_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-300_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-295_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-290_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-285_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-280_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-275_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-270_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-265_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-260_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-255_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-250_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-245_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-240_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-235_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-230_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-225_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-220_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-215_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-210_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-205_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-200_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-195_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-190_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-185_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-180_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-175_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-170_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-165_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-160_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-155_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-150_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-145_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-140_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-135_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-130_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-125_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-120_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-115_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-110_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-105_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-100_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-95_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-90_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-85_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-80_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-75_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-70_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-65_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-60_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-55_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-50_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-45_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-40_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-35_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-30_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-25_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-20_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-15_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-10_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_-5_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_0_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_5_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_10_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_15_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_20_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_25_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_30_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_35_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_40_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_45_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_50_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_55_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_60_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_65_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_70_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_75_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_80_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_85_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_90_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_95_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_100_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_105_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_110_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_115_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_120_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_125_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_130_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_135_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_140_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_145_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_150_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_155_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_160_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_165_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_170_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_175_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_180_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_185_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_190_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_195_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_200_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_205_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_210_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
XAUUSD,ALIGNMENT_CANDIDATE,,,TICK_UTC_PLUS_215_MINUTES_TO_REPOSITORY_LABEL,0,0,0,False,False
