candidate_index,signal_time_utc,entry_time_utc,side,status,prior_position_exit_utc
47,2020-02-24 08:15:00+00:00,2020-02-24 08:30:00+00:00,LONG,CLOSED,2020-02-24 17:25:00+00:00
48,2020-03-25 10:15:00+00:00,2020-03-25 10:30:00+00:00,LONG,CLOSED,2020-03-25 10:50:00+00:00
49,2020-04-28 10:45:00+00:00,2020-04-28 11:00:00+00:00,LONG,CLOSED,2020-04-28 23:00:00+00:00
50,2020-05-05 10:45:00+00:00,2020-05-05 11:00:00+00:00,SHORT,CLOSED,2020-05-05 23:00:00+00:00
51,2020-05-05 11:15:00+00:00,2020-05-05 11:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2020-05-05 23:00:00+00:00
52,2020-05-05 11:45:00+00:00,2020-05-05 12:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2020-05-05 23:00:00+00:00
53,2020-05-11 09:00:00+00:00,2020-05-11 09:15:00+00:00,SHORT,CLOSED,2020-05-11 21:15:00+00:00
54,2020-05-11 10:00:00+00:00,2020-05-11 10:15:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2020-05-11 21:15:00+00:00
55,2020-05-11 10:45:00+00:00,2020-05-11 11:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2020-05-11 21:15:00+00:00
56,2020-05-11 11:30:00+00:00,2020-05-11 11:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2020-05-11 21:15:00+00:00
57,2020-05-26 11:45:00+00:00,2020-05-26 12:00:00+00:00,LONG,CLOSED,2020-05-27 00:00:00+00:00
58,2020-05-27 11:00:00+00:00,2020-05-27 11:15:00+00:00,LONG,CLOSED,2020-05-27 23:15:00+00:00
59,2020-05-29 11:15:00+00:00,2020-05-29 11:30:00+00:00,LONG,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
60,2020-06-02 11:30:00+00:00,2020-06-02 11:45:00+00:00,LONG,CLOSED,2020-06-02 23:45:00+00:00
61,2020-07-06 08:30:00+00:00,2020-07-06 08:45:00+00:00,SHORT,CLOSED,2020-07-06 11:10:00+00:00
62,2020-07-06 11:00:00+00:00,2020-07-06 11:15:00+00:00,LONG,CLOSED,2020-07-06 23:15:00+00:00
63,2020-07-06 11:45:00+00:00,2020-07-06 12:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2020-07-06 23:15:00+00:00
64,2020-08-24 11:00:00+00:00,2020-08-24 11:15:00+00:00,LONG,CLOSED,2020-08-24 15:25:00+00:00
65,2020-08-24 11:45:00+00:00,2020-08-24 12:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2020-08-24 15:25:00+00:00
66,2020-09-28 11:45:00+00:00,2020-09-28 12:00:00+00:00,LONG,CLOSED,2020-09-29 00:00:00+00:00
67,2020-10-05 09:45:00+00:00,2020-10-05 10:00:00+00:00,LONG,CLOSED,2020-10-05 22:00:00+00:00
68,2020-10-15 10:45:00+00:00,2020-10-15 11:00:00+00:00,SHORT,CLOSED,2020-10-15 23:00:00+00:00
69,2020-10-15 11:00:00+00:00,2020-10-15 11:15:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2020-10-15 23:00:00+00:00
70,2020-10-15 11:45:00+00:00,2020-10-15 12:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2020-10-15 23:00:00+00:00
71,2020-10-20 11:15:00+00:00,2020-10-20 11:30:00+00:00,LONG,CLOSED,2020-10-20 23:30:00+00:00
72,2020-10-26 11:45:00+00:00,2020-10-26 12:00:00+00:00,SHORT,CLOSED,2020-10-27 00:00:00+00:00
73,2020-10-28 08:00:00+00:00,2020-10-28 08:15:00+00:00,SHORT,CLOSED,2020-10-28 12:40:00+00:00
74,2020-10-28 10:30:00+00:00,2020-10-28 10:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2020-10-28 12:40:00+00:00
75,2020-10-28 10:45:00+00:00,2020-10-28 11:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2020-10-28 12:40:00+00:00
76,2020-10-28 11:30:00+00:00,2020-10-28 11:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2020-10-28 12:40:00+00:00
77,2020-12-07 10:30:00+00:00,2020-12-07 10:45:00+00:00,SHORT,CLOSED,2020-12-07 13:15:00+00:00
78,2020-12-09 10:30:00+00:00,2020-12-09 10:45:00+00:00,SHORT,CLOSED,2020-12-09 15:05:00+00:00
79,2020-12-16 09:45:00+00:00,2020-12-16 10:00:00+00:00,LONG,CLOSED,2020-12-16 19:00:00+00:00
80,2020-12-16 10:15:00+00:00,2020-12-16 10:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2020-12-16 19:00:00+00:00
81,2020-12-16 10:30:00+00:00,2020-12-16 10:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2020-12-16 19:00:00+00:00
82,2020-12-28 08:30:00+00:00,2020-12-28 08:45:00+00:00,LONG,CLOSED,2020-12-28 10:15:00+00:00
83,2020-12-28 08:45:00+00:00,2020-12-28 09:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2020-12-28 10:15:00+00:00
84,2020-12-28 09:45:00+00:00,2020-12-28 10:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2020-12-28 10:15:00+00:00
85,2020-12-28 10:15:00+00:00,2020-12-28 10:30:00+00:00,SHORT,CLOSED,2020-12-28 14:30:00+00:00
86,2021-01-07 11:45:00+00:00,2021-01-07 12:00:00+00:00,SHORT,CLOSED,2021-01-08 00:00:00+00:00
87,2021-01-20 10:45:00+00:00,2021-01-20 11:00:00+00:00,SHORT,CLOSED,2021-01-20 23:00:00+00:00
88,2021-01-20 11:00:00+00:00,2021-01-20 11:15:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2021-01-20 23:00:00+00:00
89,2021-01-20 11:45:00+00:00,2021-01-20 12:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2021-01-20 23:00:00+00:00
90,2021-02-09 08:15:00+00:00,2021-02-09 08:30:00+00:00,SHORT,CLOSED,2021-02-09 08:40:00+00:00
91,2021-02-09 11:30:00+00:00,2021-02-09 11:45:00+00:00,LONG,CLOSED,2021-02-09 23:45:00+00:00
92,2021-02-16 11:00:00+00:00,2021-02-16 11:15:00+00:00,LONG,CLOSED,2021-02-16 13:30:00+00:00
93,2021-02-25 09:45:00+00:00,2021-02-25 10:00:00+00:00,LONG,CLOSED,2021-02-25 18:35:00+00:00
94,2021-02-25 10:00:00+00:00,2021-02-25 10:15:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2021-02-25 18:35:00+00:00
95,2021-02-25 10:15:00+00:00,2021-02-25 10:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2021-02-25 18:35:00+00:00
96,2021-02-25 11:00:00+00:00,2021-02-25 11:15:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2021-02-25 18:35:00+00:00
97,2021-04-05 08:15:00+00:00,2021-04-05 08:30:00+00:00,LONG,CLOSED,2021-04-05 09:25:00+00:00
98,2021-07-13 10:00:00+00:00,2021-07-13 10:15:00+00:00,SHORT,CLOSED,2021-07-13 12:50:00+00:00
99,2021-07-13 11:00:00+00:00,2021-07-13 11:15:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2021-07-13 12:50:00+00:00
100,2021-08-19 08:15:00+00:00,2021-08-19 08:30:00+00:00,LONG,CLOSED,2021-08-19 20:30:00+00:00
101,2021-08-19 11:00:00+00:00,2021-08-19 11:15:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2021-08-19 20:30:00+00:00
102,2021-08-19 11:30:00+00:00,2021-08-19 11:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2021-08-19 20:30:00+00:00
103,2021-08-31 08:45:00+00:00,2021-08-31 09:00:00+00:00,SHORT,CLOSED,2021-08-31 10:20:00+00:00
104,2021-08-31 09:30:00+00:00,2021-08-31 09:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2021-08-31 10:20:00+00:00
105,2021-08-31 11:00:00+00:00,2021-08-31 11:15:00+00:00,LONG,CLOSED,2021-08-31 13:05:00+00:00
106,2021-10-13 11:15:00+00:00,2021-10-13 11:30:00+00:00,LONG,CLOSED,2021-10-13 12:30:00+00:00
107,2021-10-13 11:30:00+00:00,2021-10-13 11:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2021-10-13 12:30:00+00:00
108,2021-11-26 10:45:00+00:00,2021-11-26 11:00:00+00:00,LONG,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
109,2021-12-13 08:45:00+00:00,2021-12-13 09:00:00+00:00,SHORT,CLOSED,2021-12-13 14:15:00+00:00
110,2021-12-13 09:00:00+00:00,2021-12-13 09:15:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2021-12-13 14:15:00+00:00
111,2021-12-13 09:15:00+00:00,2021-12-13 09:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2021-12-13 14:15:00+00:00
112,2021-12-13 11:30:00+00:00,2021-12-13 11:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2021-12-13 14:15:00+00:00
113,2021-12-14 11:15:00+00:00,2021-12-14 11:30:00+00:00,LONG,CLOSED,2021-12-14 16:20:00+00:00
114,2021-12-30 08:45:00+00:00,2021-12-30 09:00:00+00:00,SHORT,CLOSED,2021-12-30 12:00:00+00:00
115,2021-12-30 09:15:00+00:00,2021-12-30 09:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2021-12-30 12:00:00+00:00
116,2021-12-30 09:45:00+00:00,2021-12-30 10:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2021-12-30 12:00:00+00:00
117,2022-01-24 11:45:00+00:00,2022-01-24 12:00:00+00:00,SHORT,CLOSED,2022-01-24 17:55:00+00:00
118,2022-01-25 10:45:00+00:00,2022-01-25 11:00:00+00:00,SHORT,CLOSED,2022-01-25 23:00:00+00:00
119,2022-01-25 11:15:00+00:00,2022-01-25 11:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-01-25 23:00:00+00:00
120,2022-02-11 10:30:00+00:00,2022-02-11 10:45:00+00:00,LONG,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
121,2022-02-21 08:45:00+00:00,2022-02-21 09:00:00+00:00,SHORT,CLOSED,2022-02-21 13:55:00+00:00
122,2022-02-21 09:30:00+00:00,2022-02-21 09:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-02-21 13:55:00+00:00
123,2022-02-21 10:15:00+00:00,2022-02-21 10:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-02-21 13:55:00+00:00
124,2022-02-21 10:45:00+00:00,2022-02-21 11:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-02-21 13:55:00+00:00
125,2022-02-21 11:15:00+00:00,2022-02-21 11:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-02-21 13:55:00+00:00
126,2022-02-21 11:30:00+00:00,2022-02-21 11:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-02-21 13:55:00+00:00
127,2022-02-24 09:30:00+00:00,2022-02-24 09:45:00+00:00,SHORT,CLOSED,2022-02-24 10:20:00+00:00
128,2022-03-07 10:00:00+00:00,2022-03-07 10:15:00+00:00,SHORT,CLOSED,2022-03-07 12:30:00+00:00
129,2022-03-07 10:15:00+00:00,2022-03-07 10:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-03-07 12:30:00+00:00
130,2022-03-17 08:00:00+00:00,2022-03-17 08:15:00+00:00,LONG,CLOSED,2022-03-17 15:40:00+00:00
131,2022-03-17 09:30:00+00:00,2022-03-17 09:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2022-03-17 15:40:00+00:00
132,2022-03-18 11:30:00+00:00,2022-03-18 11:45:00+00:00,SHORT,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
133,2022-03-18 11:45:00+00:00,2022-03-18 12:00:00+00:00,SHORT,CASH_INCOMPLETE_MAXIMUM_HOLD_PATH,
134,2022-05-11 09:45:00+00:00,2022-05-11 10:00:00+00:00,LONG,CLOSED,2022-05-11 12:30:00+00:00
135,2022-05-17 10:15:00+00:00,2022-05-17 10:30:00+00:00,LONG,CLOSED,2022-05-17 22:30:00+00:00
136,2022-05-18 11:00:00+00:00,2022-05-18 11:15:00+00:00,SHORT,CLOSED,2022-05-18 13:45:00+00:00
137,2022-05-31 09:45:00+00:00,2022-05-31 10:00:00+00:00,SHORT,CLOSED,2022-05-31 12:55:00+00:00
138,2022-07-06 11:00:00+00:00,2022-07-06 11:15:00+00:00,SHORT,CLOSED,2022-07-06 23:15:00+00:00
139,2022-08-15 09:00:00+00:00,2022-08-15 09:15:00+00:00,SHORT,CLOSED,2022-08-15 21:15:00+00:00
140,2022-08-15 09:15:00+00:00,2022-08-15 09:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-08-15 21:15:00+00:00
141,2022-08-15 10:15:00+00:00,2022-08-15 10:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-08-15 21:15:00+00:00
142,2022-08-15 11:15:00+00:00,2022-08-15 11:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-08-15 21:15:00+00:00
143,2022-08-15 11:30:00+00:00,2022-08-15 11:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-08-15 21:15:00+00:00
144,2022-09-20 11:45:00+00:00,2022-09-20 12:00:00+00:00,SHORT,CLOSED,2022-09-21 00:00:00+00:00
145,2022-10-19 10:45:00+00:00,2022-10-19 11:00:00+00:00,SHORT,CLOSED,2022-10-19 23:00:00+00:00
146,2022-10-19 11:00:00+00:00,2022-10-19 11:15:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-10-19 23:00:00+00:00
147,2022-10-19 11:30:00+00:00,2022-10-19 11:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2022-10-19 23:00:00+00:00
148,2022-11-01 08:00:00+00:00,2022-11-01 08:15:00+00:00,LONG,CLOSED,2022-11-01 14:05:00+00:00
149,2022-12-20 08:45:00+00:00,2022-12-20 09:00:00+00:00,LONG,CLOSED,2022-12-20 21:00:00+00:00
150,2022-12-20 09:15:00+00:00,2022-12-20 09:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2022-12-20 21:00:00+00:00
151,2022-12-20 09:45:00+00:00,2022-12-20 10:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2022-12-20 21:00:00+00:00
152,2022-12-20 10:15:00+00:00,2022-12-20 10:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2022-12-20 21:00:00+00:00
153,2022-12-20 11:15:00+00:00,2022-12-20 11:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2022-12-20 21:00:00+00:00
154,2022-12-20 11:30:00+00:00,2022-12-20 11:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2022-12-20 21:00:00+00:00
155,2023-03-29 09:45:00+00:00,2023-03-29 10:00:00+00:00,LONG,CLOSED,2023-03-29 22:00:00+00:00
156,2023-03-29 10:45:00+00:00,2023-03-29 11:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2023-03-29 22:00:00+00:00
157,2023-03-29 11:15:00+00:00,2023-03-29 11:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2023-03-29 22:00:00+00:00
158,2023-03-29 11:30:00+00:00,2023-03-29 11:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2023-03-29 22:00:00+00:00
159,2023-05-30 09:15:00+00:00,2023-05-30 09:30:00+00:00,LONG,CLOSED,2023-05-30 21:30:00+00:00
160,2023-05-30 09:30:00+00:00,2023-05-30 09:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2023-05-30 21:30:00+00:00
161,2023-05-30 11:00:00+00:00,2023-05-30 11:15:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2023-05-30 21:30:00+00:00
162,2023-05-30 11:45:00+00:00,2023-05-30 12:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2023-05-30 21:30:00+00:00
163,2023-11-02 09:15:00+00:00,2023-11-02 09:30:00+00:00,LONG,CLOSED,2023-11-02 12:30:00+00:00
164,2023-11-02 09:45:00+00:00,2023-11-02 10:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2023-11-02 12:30:00+00:00
165,2023-11-02 10:15:00+00:00,2023-11-02 10:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2023-11-02 12:30:00+00:00
166,2023-11-02 10:30:00+00:00,2023-11-02 10:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2023-11-02 12:30:00+00:00
167,2023-11-02 10:45:00+00:00,2023-11-02 11:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2023-11-02 12:30:00+00:00
168,2023-11-02 11:00:00+00:00,2023-11-02 11:15:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2023-11-02 12:30:00+00:00
169,2023-11-10 08:15:00+00:00,2023-11-10 08:30:00+00:00,LONG,CLOSED,2023-11-10 20:30:00+00:00
170,2023-11-27 08:30:00+00:00,2023-11-27 08:45:00+00:00,SHORT,CLOSED,2023-11-27 20:45:00+00:00
171,2023-12-12 09:15:00+00:00,2023-12-12 09:30:00+00:00,LONG,CLOSED,2023-12-12 13:30:00+00:00
172,2023-12-12 11:15:00+00:00,2023-12-12 11:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2023-12-12 13:30:00+00:00
173,2024-01-31 08:30:00+00:00,2024-01-31 08:45:00+00:00,LONG,CLOSED,2024-01-31 13:30:00+00:00
174,2024-02-22 10:00:00+00:00,2024-02-22 10:15:00+00:00,LONG,CLOSED,2024-02-22 13:30:00+00:00
175,2024-02-22 10:30:00+00:00,2024-02-22 10:45:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2024-02-22 13:30:00+00:00
176,2024-02-22 11:45:00+00:00,2024-02-22 12:00:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2024-02-22 13:30:00+00:00
177,2024-02-28 11:30:00+00:00,2024-02-28 11:45:00+00:00,SHORT,CLOSED,2024-02-28 13:50:00+00:00
178,2024-03-21 08:30:00+00:00,2024-03-21 08:45:00+00:00,SHORT,CLOSED,2024-03-21 20:45:00+00:00
179,2024-03-21 11:00:00+00:00,2024-03-21 11:15:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2024-03-21 20:45:00+00:00
180,2024-03-21 11:15:00+00:00,2024-03-21 11:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2024-03-21 20:45:00+00:00
181,2024-03-21 11:30:00+00:00,2024-03-21 11:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2024-03-21 20:45:00+00:00
182,2024-04-30 10:00:00+00:00,2024-04-30 10:15:00+00:00,LONG,CLOSED,2024-04-30 12:30:00+00:00
183,2024-04-30 10:15:00+00:00,2024-04-30 10:30:00+00:00,LONG,CASH_PRIOR_POSITION_OPEN,2024-04-30 12:30:00+00:00
184,2024-05-02 08:00:00+00:00,2024-05-02 08:15:00+00:00,SHORT,CLOSED,2024-05-02 13:35:00+00:00
185,2024-05-02 08:15:00+00:00,2024-05-02 08:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2024-05-02 13:35:00+00:00
186,2024-05-02 08:45:00+00:00,2024-05-02 09:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2024-05-02 13:35:00+00:00
187,2024-05-02 09:15:00+00:00,2024-05-02 09:30:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2024-05-02 13:35:00+00:00
188,2024-05-02 10:00:00+00:00,2024-05-02 10:15:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2024-05-02 13:35:00+00:00
189,2024-06-18 09:15:00+00:00,2024-06-18 09:30:00+00:00,SHORT,CLOSED,2024-06-18 13:10:00+00:00
190,2024-06-18 09:45:00+00:00,2024-06-18 10:00:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2024-06-18 13:10:00+00:00
191,2024-06-18 10:00:00+00:00,2024-06-18 10:15:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2024-06-18 13:10:00+00:00
192,2024-06-18 11:30:00+00:00,2024-06-18 11:45:00+00:00,SHORT,CASH_PRIOR_POSITION_OPEN,2024-06-18 13:10:00+00:00
193,2024-06-20 09:15:00+00:00,2024-06-20 09:30:00+00:00,SHORT,CLOSED,2024-06-20 21:30:00+00:00
194,2024-07-31 11:00:00+00:00,2024-07-31 11:15:00+00:00,LONG,CLOSED,2024-07-31 16:15:00+00:00
195,2024-08-29 10:00:00+00:00,2024-08-29 10:15:00+00:00,SHORT,CLOSED,2024-08-29 22:15:00+00:00
