entry_time,exit_time,sleeve,side,volume,entry_price,exit_price,commission,swap,profit,net_pnl_usd,exit_comment,state_time_utc,matched_state_time_utc,direction,phase,shock,DXY_compressed,EURUSD_compressed,causal_regime,quarantined
2024-07-23 10:30:00+00:00,2024-07-23 11:08:37+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08575,1.08646,0.0,0.0,0.71,0.71,tp 1.08645,2024-07-23 09:00:00+00:00,2024-07-23 09:00:00+00:00,USD_UP,ESTABLISHED,False,True,False,USD_UP,False
2024-07-23 13:15:00+00:00,2024-07-23 14:41:14+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08527,1.08445,0.0,0.0,-0.82,-0.82,sl 1.08446,2024-07-23 12:00:00+00:00,2024-07-23 12:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-07-23 15:00:00+00:00,2024-07-23 15:17:23+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08447,1.08512,0.0,0.0,0.65,0.65,tp 1.08512,2024-07-23 14:00:00+00:00,2024-07-23 14:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-07-29 08:00:00+00:00,2024-07-29 08:13:00+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08447,1.08386,0.0,0.0,-0.61,-0.61,sl 1.08389,2024-07-29 07:00:00+00:00,2024-07-29 07:00:00+00:00,NEUTRAL,UNRESOLVED,True,True,True,SHOCK,False
2024-07-29 08:15:00+00:00,2024-07-29 08:53:37+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08384,1.08321,0.0,0.0,-0.63,-0.63,sl 1.08322,2024-07-29 07:00:00+00:00,2024-07-29 07:00:00+00:00,NEUTRAL,UNRESOLVED,True,True,True,SHOCK,False
2024-07-29 08:00:00+00:00,2024-07-29 09:08:32+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.08446,1.08295,0.0,0.0,1.51,1.51,tp 1.08297,2024-07-29 07:00:00+00:00,2024-07-29 07:00:00+00:00,NEUTRAL,UNRESOLVED,True,True,True,SHOCK,False
2024-07-29 09:00:00+00:00,2024-07-29 09:46:37+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08323,1.08378,0.0,0.0,0.55,0.55,tp 1.08377,2024-07-29 08:00:00+00:00,2024-07-29 08:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-07-29 12:00:00+00:00,2024-07-29 14:24:38+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08178,1.08098,0.0,0.0,-0.8,-0.8,sl 1.08098,2024-07-29 11:00:00+00:00,2024-07-29 11:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-07-29 14:30:00+00:00,2024-07-29 14:55:59+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08085,1.08136,0.0,0.0,0.51,0.51,tp 1.08136,2024-07-29 13:00:00+00:00,2024-07-29 13:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-07-30 13:00:00+00:00,2024-07-30 13:05:59+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08019,1.08073,0.0,0.0,0.54,0.54,tp 1.08073,2024-07-30 12:00:00+00:00,2024-07-30 12:00:00+00:00,NEUTRAL,UNRESOLVED,True,True,False,SHOCK,False
2024-07-31 16:30:00+00:00,2024-07-31 17:59:02+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08078,1.0816,0.0,0.0,0.82,0.82,tp 1.08160,2024-07-31 15:00:00+00:00,2024-07-31 15:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-08-01 07:00:00+00:00,2024-08-01 08:04:35+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.08162,1.07946,0.0,0.0,2.16,2.16,tp 1.07947,2024-08-01 06:00:00+00:00,2024-08-01 06:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,True,SHOCK,False
2024-08-01 08:00:00+00:00,2024-08-01 08:07:14+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08011,1.07938,0.0,0.0,-0.73,-0.73,sl 1.07938,2024-08-01 07:00:00+00:00,2024-08-01 07:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,True,SHOCK,False
2024-08-01 08:15:00+00:00,2024-08-01 11:07:39+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.0784,1.07913,0.0,0.0,0.73,0.73,tp 1.07912,2024-08-01 07:00:00+00:00,2024-08-01 07:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,True,SHOCK,False
2024-08-06 06:45:00+00:00,2024-08-06 07:05:37+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.09391,1.09326,0.0,0.0,-0.65,-0.65,sl 1.09326,2024-08-06 05:00:00+00:00,2024-08-06 05:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-08-06 09:15:00+00:00,2024-08-06 14:13:42+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.09152,1.0925,0.0,0.0,0.98,0.98,tp 1.09250,2024-08-06 08:00:00+00:00,2024-08-06 08:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-08-08 12:45:00+00:00,2024-08-08 12:50:04+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.09058,1.08954,0.0,0.0,-1.04,-1.04,sl 1.08956,2024-08-08 11:00:00+00:00,2024-08-08 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-08-08 13:00:00+00:00,2024-08-08 13:40:36+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08978,1.08865,0.0,0.0,-1.13,-1.13,sl 1.08866,2024-08-08 12:00:00+00:00,2024-08-08 12:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-08-08 13:45:00+00:00,2024-08-08 14:05:15+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.08865,1.08971,0.0,0.0,1.06,1.06,tp 1.08970,2024-08-08 12:00:00+00:00,2024-08-08 12:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-08-13 09:15:00+00:00,2024-08-13 09:36:04+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.0918,1.09242,0.0,0.0,0.62,0.62,tp 1.09241,2024-08-13 08:00:00+00:00,2024-08-13 08:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-08-15 12:45:00+00:00,2024-08-15 13:08:02+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.09612,1.09516,0.0,0.0,-1.92,-1.92,sl 1.09516,2024-08-15 11:00:00+00:00,2024-08-15 11:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-08-15 13:15:00+00:00,2024-08-15 13:23:25+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.09526,1.09616,0.0,0.0,1.8,1.8,tp 1.09616,2024-08-15 12:00:00+00:00,2024-08-15 12:00:00+00:00,USD_DOWN,ESTABLISHED,True,False,False,SHOCK,False
2024-08-15 13:30:00+00:00,2024-08-15 13:56:29+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.09597,1.09695,0.0,0.0,1.96,1.96,tp 1.09695,2024-08-15 12:00:00+00:00,2024-08-15 12:00:00+00:00,USD_DOWN,ESTABLISHED,True,False,False,SHOCK,False
2024-08-22 14:15:00+00:00,2024-08-22 14:57:27+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.1105,1.11149,0.0,0.0,1.98,1.98,tp 1.11148,2024-08-22 13:00:00+00:00,2024-08-22 13:00:00+00:00,USD_DOWN,ESTABLISHED,True,True,False,SHOCK,False
2024-08-26 11:30:00+00:00,2024-08-26 12:32:35+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.1166,1.11591,0.0,0.0,-1.38,-1.38,sl 1.11591,2024-08-26 10:00:00+00:00,2024-08-26 10:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-08-26 12:45:00+00:00,2024-08-26 12:52:32+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11599,1.11658,0.0,0.0,0.59,0.59,tp 1.11658,2024-08-26 11:00:00+00:00,2024-08-26 11:00:00+00:00,USD_DOWN,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-08-26 13:45:00+00:00,2024-08-26 13:49:32+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11547,1.11619,0.0,0.0,0.72,0.72,tp 1.11618,2024-08-26 12:00:00+00:00,2024-08-26 12:00:00+00:00,USD_DOWN,ESTABLISHED,True,True,True,SHOCK,False
2024-08-28 05:00:00+00:00,2024-08-28 05:07:37+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11598,1.11535,0.0,0.0,-0.63,-0.63,sl 1.11536,2024-08-28 04:00:00+00:00,2024-08-28 04:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-08-28 05:15:00+00:00,2024-08-28 05:18:24+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11552,1.11488,0.0,0.0,-0.64,-0.64,sl 1.11489,2024-08-28 04:00:00+00:00,2024-08-28 04:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-08-28 05:30:00+00:00,2024-08-28 05:56:54+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11466,1.114,0.0,0.0,-0.66,-0.66,sl 1.11400,2024-08-28 04:00:00+00:00,2024-08-28 04:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-08-28 06:15:00+00:00,2024-08-28 06:31:37+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11365,1.11424,0.0,0.0,0.59,0.59,tp 1.11424,2024-08-28 05:00:00+00:00,2024-08-28 05:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-08-28 10:15:00+00:00,2024-08-28 12:05:34+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11283,1.11172,0.0,0.0,-1.11,-1.11,sl 1.11173,2024-08-28 09:00:00+00:00,2024-08-28 09:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-08-28 10:00:00+00:00,2024-08-28 12:19:37+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.11355,1.11126,0.0,0.0,2.29,2.29,tp 1.11126,2024-08-28 09:00:00+00:00,2024-08-28 09:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-08-28 12:15:00+00:00,2024-08-28 12:31:29+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11161,1.1106,0.0,0.0,-1.01,-1.01,sl 1.11061,2024-08-28 11:00:00+00:00,2024-08-28 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-08-28 12:45:00+00:00,2024-08-28 13:02:40+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11074,1.11154,0.0,0.0,0.8,0.8,tp 1.11154,2024-08-28 11:00:00+00:00,2024-08-28 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-08-29 08:15:00+00:00,2024-08-29 08:23:38+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10876,1.10756,0.0,0.0,-1.2,-1.2,sl 1.10757,2024-08-29 07:00:00+00:00,2024-08-29 07:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-08-29 08:30:00+00:00,2024-08-29 09:25:34+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10799,1.10911,0.0,0.0,1.12,1.12,tp 1.10908,2024-08-29 07:00:00+00:00,2024-08-29 07:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-08-29 12:45:00+00:00,2024-08-29 13:13:41+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.1077,1.1086,0.0,0.0,0.9,0.9,tp 1.10859,2024-08-29 11:00:00+00:00,2024-08-29 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-08-29 09:00:00+00:00,2024-08-29 14:20:40+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.10846,1.10617,0.0,0.0,2.29,2.29,tp 1.10617,2024-08-29 08:00:00+00:00,2024-08-29 08:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-08-29 14:30:00+00:00,2024-08-29 15:10:16+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.1061,1.10723,0.0,0.0,1.13,1.13,tp 1.10722,2024-08-29 13:00:00+00:00,2024-08-29 13:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-09-03 04:30:00+00:00,2024-09-03 05:56:36+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10549,1.1059,0.0,0.0,0.41,0.41,tp 1.10589,2024-09-03 03:00:00+00:00,2024-09-03 03:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-09-03 09:15:00+00:00,2024-09-03 12:35:05+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10366,1.1044,0.0,0.0,0.74,0.74,tp 1.10440,2024-09-03 08:00:00+00:00,2024-09-03 08:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-09-09 06:00:00+00:00,2024-09-09 06:27:32+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10693,1.10658,0.0,0.0,-0.35,-0.35,sl 1.10659,2024-09-09 05:00:00+00:00,2024-09-09 05:00:00+00:00,USD_DOWN,ESTABLISHED,False,False,True,USD_DOWN,False
2024-09-09 06:30:00+00:00,2024-09-09 06:49:29+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10678,1.10638,0.0,0.0,-0.4,-0.4,sl 1.10639,2024-09-09 05:00:00+00:00,2024-09-09 05:00:00+00:00,USD_DOWN,ESTABLISHED,False,False,True,USD_DOWN,False
2024-09-09 08:15:00+00:00,2024-09-09 08:22:20+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10555,1.10483,0.0,0.0,-0.72,-0.72,sl 1.10483,2024-09-09 07:00:00+00:00,2024-09-09 07:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-09-09 08:30:00+00:00,2024-09-09 09:30:40+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10483,1.10551,0.0,0.0,0.68,0.68,tp 1.10547,2024-09-09 07:00:00+00:00,2024-09-09 07:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-09-09 10:30:00+00:00,2024-09-09 13:13:14+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10424,1.10496,0.0,0.0,0.72,0.72,tp 1.10496,2024-09-09 09:00:00+00:00,2024-09-09 09:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-09-11 12:45:00+00:00,2024-09-11 12:56:38+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.10098,1.10182,0.0,0.0,1.68,1.68,tp 1.10182,2024-09-11 11:00:00+00:00,2024-09-11 11:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-09-23 08:00:00+00:00,2024-09-23 08:13:06+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11017,1.10905,0.0,0.0,-1.12,-1.12,sl 1.10905,2024-09-23 07:00:00+00:00,2024-09-23 07:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-09-23 08:15:00+00:00,2024-09-23 08:53:08+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10875,1.10979,0.0,0.0,1.04,1.04,tp 1.10979,2024-09-23 07:00:00+00:00,2024-09-23 07:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-09-23 09:00:00+00:00,2024-09-23 09:20:01+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10927,1.11049,0.0,0.0,1.22,1.22,tp 1.11049,2024-09-23 08:00:00+00:00,2024-09-23 08:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-09-23 08:00:00+00:00,2024-09-23 10:43:04+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.11013,1.11191,0.0,0.0,-1.78,-1.78,sl 1.11190,2024-09-23 07:00:00+00:00,2024-09-23 07:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-09-25 15:15:00+00:00,2024-09-25 15:54:28+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11646,1.11505,0.0,0.0,-1.41,-1.41,sl 1.11506,2024-09-25 14:00:00+00:00,2024-09-25 14:00:00+00:00,NEUTRAL,UNRESOLVED,True,True,False,SHOCK,False
2024-09-25 16:00:00+00:00,2024-09-25 17:08:24+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11433,1.11278,0.0,0.0,-1.55,-1.55,sl 1.11280,2024-09-25 15:00:00+00:00,2024-09-25 15:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-09-25 17:15:00+00:00,2024-09-26 01:52:33+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11282,1.1139,0.0,-0.11,1.08,0.9700000000000001,tp 1.11388,2024-09-25 16:00:00+00:00,2024-09-25 16:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-09-27 07:00:00+00:00,2024-09-27 07:24:38+00:00,H1_CHOP_ASIA_LONDON_SHORT_CONTROL,SHORT,0.01,1.11474,1.11272,0.0,0.0,2.02,2.02,tp 1.11274,2024-09-27 06:00:00+00:00,2024-09-27 06:00:00+00:00,NEUTRAL,UNRESOLVED,True,True,True,SHOCK,False
2024-09-30 14:30:00+00:00,2024-09-30 14:48:31+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11454,1.1156,0.0,0.0,1.06,1.06,tp 1.11560,2024-09-30 13:00:00+00:00,2024-09-30 13:00:00+00:00,NEUTRAL,UNRESOLVED,True,True,False,SHOCK,False
2024-09-30 15:45:00+00:00,2024-09-30 17:08:32+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11411,1.11537,0.0,0.0,1.26,1.26,tp 1.11537,2024-09-30 14:00:00+00:00,2024-09-30 14:00:00+00:00,NEUTRAL,UNRESOLVED,True,False,False,SHOCK,False
2024-09-30 18:15:00+00:00,2024-09-30 22:15:24+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11255,1.11374,0.0,0.0,1.19,1.19,tp 1.11373,2024-09-30 17:00:00+00:00,2024-09-30 17:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-10-01 08:15:00+00:00,2024-10-01 08:32:28+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.11043,1.11141,0.0,0.0,0.98,0.98,tp 1.11140,2024-10-01 07:00:00+00:00,2024-10-01 07:00:00+00:00,USD_UP,TRANSITION,True,True,True,SHOCK,False
2024-10-01 10:30:00+00:00,2024-10-01 12:53:59+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10881,1.1072,0.0,0.0,-1.61,-1.61,sl 1.10722,2024-10-01 09:00:00+00:00,2024-10-01 09:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-01 13:00:00+00:00,2024-10-01 13:07:33+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10713,1.10797,0.0,0.0,0.84,0.84,tp 1.10796,2024-10-01 12:00:00+00:00,2024-10-01 12:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-10-01 13:45:00+00:00,2024-10-01 14:00:38+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.10646,1.10742,0.0,0.0,0.96,0.96,tp 1.10742,2024-10-01 12:00:00+00:00,2024-10-01 12:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,NEUTRAL,False
2024-10-01 16:45:00+00:00,2024-10-01 18:25:25+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.1054,1.10673,0.0,0.0,1.33,1.33,tp 1.10673,2024-10-01 15:00:00+00:00,2024-10-01 15:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,False,NEUTRAL,False
2024-10-02 14:30:00+00:00,2024-10-02 16:04:53+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.10432,1.10526,0.0,0.0,1.88,1.88,tp 1.10526,2024-10-02 13:00:00+00:00,2024-10-02 13:00:00+00:00,NEUTRAL,UNRESOLVED,False,True,True,JOINT_COMPRESSION,False
2024-10-03 05:15:00+00:00,2024-10-03 06:22:34+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.10278,1.10313,0.0,0.0,0.7,0.7,tp 1.10311,2024-10-03 04:00:00+00:00,2024-10-03 04:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-03 14:45:00+00:00,2024-10-03 16:25:26+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.10136,1.10245,0.0,0.0,2.18,2.18,tp 1.10245,2024-10-03 13:00:00+00:00,2024-10-03 13:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-04 12:45:00+00:00,2024-10-04 13:44:12+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.09684,1.09786,0.0,0.0,2.04,2.04,tp 1.09786,2024-10-04 11:00:00+00:00,2024-10-04 11:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-04 15:30:00+00:00,2024-10-04 19:30:37+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.09579,1.09747,0.0,0.0,3.36,3.36,tp 1.09744,2024-10-04 14:00:00+00:00,2024-10-04 14:00:00+00:00,USD_UP,ESTABLISHED,False,False,False,USD_UP,False
2024-10-09 04:45:00+00:00,2024-10-09 05:00:31+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.01,1.09634,1.09671,0.0,0.0,0.37,0.37,tp 1.09670,2024-10-09 03:00:00+00:00,2024-10-09 03:00:00+00:00,USD_UP,ESTABLISHED,False,True,True,JOINT_COMPRESSION,False
2024-10-10 17:00:00+00:00,2024-10-10 17:30:53+00:00,M15_RSI_LONG_H4_TREND_OVERLAY,LONG,0.02,1.09067,1.09166,0.0,0.0,1.98,1.98,tp 1.09165,2024-10-10 16:00:00+00:00,2024-10-10 16:00:00+00:00,USD_UP,ESTABLISHED,True,False,False,SHOCK,False
