specialist_id,owned_regime,source_candidate,stage,status,trades,wins,win_rate,net_pips,pnl_usd_001_lot,stress_net_r,average_r,stress_profit_factor,positive_active_month_share,maximum_drawdown_r,removed_profit_factor,gate_pass,archetype,direction,threshold,stop_atr,target_r,max_hold_bars,parameter_sha256
EURHUNT01_0013,trend_up,EURHUNT01_0013,train,OPENED,144,51,0.3541666666666667,-556.822098439385,-55.682209843938494,-34.76976817727419,-0.24145672345329297,0.6382912940085022,0.3,42.72453752305934,0.5113507165978748,False,trend_pullback_long,long,0.0,1.25,1.25,24,1a30b282345d49904c400a5e93b72926547f24eeef1474de7d03deb7e89d05c7
EURHUNT01_0014,trend_up,EURHUNT01_0014,train,OPENED,141,43,0.3049645390070922,-621.7478474847014,-62.174784748470145,-38.912413439706995,-0.2759745634021773,0.6161451742166908,0.225,47.16606388206002,0.4712112203737067,False,trend_pullback_long,long,0.0,1.25,1.5,24,76435a1ae6cd9b9d80efc14e29ca464d99b783f2a99c898456b0187c4711e9f7
EURHUNT01_0015,trend_up,EURHUNT01_0015,train,OPENED,137,36,0.26277372262773724,-568.999721666421,-56.8999721666421,-37.824981209396576,-0.27609475335325967,0.6383332987194562,0.2,49.1143469511308,0.4500477296021762,False,trend_pullback_long,long,0.0,1.25,2.0,24,013b902195eefc46262654841521563227ee7431a085e3a3590c10b671654234
EURHUNT01_0016,trend_up,EURHUNT01_0016,train,OPENED,143,72,0.5034965034965035,-407.098973677631,-40.709897367763105,-21.332968182450145,-0.14918159568146955,0.7059957355557889,0.4,30.98583305236994,0.6058926178073247,False,trend_pullback_long,long,0.0,1.5,0.75,24,463551b051c5be5869b37de74ef899ef2da34b7888535c528f3a6a0e4d1d55a8
EURHUNT01_0017,trend_up,EURHUNT01_0017,train,OPENED,135,56,0.4148148148148148,-532.2403037000336,-53.22403037000336,-26.885030122312024,-0.19914837127638535,0.663494722654652,0.325,34.80803983896895,0.5414348235603806,False,trend_pullback_long,long,0.0,1.5,1.0,24,bbee1dd579aaebc9fcbf6ed642c3a568a51aac50f81b1607647484f9a5ac5e7d
EURHUNT01_0018,trend_up,EURHUNT01_0018,train,OPENED,131,48,0.366412213740458,-563.1743331240567,-56.317433312405676,-27.998950695848038,-0.21373244805990868,0.6668686610484272,0.325,36.12699273114238,0.5211940754518533,False,trend_pullback_long,long,0.0,1.5,1.25,24,2327d4fa314d1ac31ca1575f2a7ad1b342b065f31e6f7d97046dca884edcc9d6
EURHUNT01_0019,trend_up,EURHUNT01_0019,train,OPENED,130,45,0.34615384615384615,-467.7463669756386,-46.774636697563864,-22.969309265309075,-0.17668699434853136,0.7333123895127899,0.325,33.84735130060361,0.5621329483055344,False,trend_pullback_long,long,0.0,1.5,1.5,24,aad0dcbb6da271f6a1d32aabd2a7181f8ce69aa4d39b07de8c7cb60306ee3cb1
EURHUNT01_0020,trend_up,EURHUNT01_0020,train,OPENED,126,39,0.30952380952380953,-422.2343468059276,-42.22343468059276,-21.575589759521858,-0.17123483936128459,0.755467175827201,0.3076923076923077,32.31305291045889,0.5318503438726804,False,trend_pullback_long,long,0.0,1.5,2.0,24,a9079125c9f659f730c38d65cb758391357e156cb1ff4544f04c96adce10342d
EURHUNT01_0021,trend_up,EURHUNT01_0021,train,OPENED,169,81,0.47928994082840237,-289.25214963599234,-28.925214963599235,-39.96004231655941,-0.2364499545358545,0.577571510172606,0.225,42.592471486189204,0.5029994606291655,False,trend_pullback_long,long,0.1,0.75,0.75,24,48d0519cea3464b062d55f8e32ac5bc0ac1bab0d91f6a60e3412e496d9fe92b7
EURHUNT01_0022,trend_up,EURHUNT01_0022,train,OPENED,162,66,0.4074074074074074,-318.8517996226792,-31.885179962267923,-42.15114532744103,-0.2601922551076607,0.5916059427345647,0.2,47.065740156698816,0.4992679856124547,False,trend_pullback_long,long,0.1,0.75,1.0,24,7c99e55f1d09891b058a2fde93d0ef9589315ad6acdd23bbd174db92669c7e90
EURHUNT01_0023,trend_up,EURHUNT01_0023,train,OPENED,153,53,0.3464052287581699,-350.5358015238546,-35.053580152385464,-45.21072647165656,-0.2954949442591932,0.5793804914310001,0.275,47.62215803023442,0.46749939463713847,False,trend_pullback_long,long,0.1,0.75,1.25,24,89b437bcf3fb7a7583faa8d42fcd58d8505d36dd9e373164be227115eefc0f0b
EURHUNT01_0024,trend_up,EURHUNT01_0024,train,OPENED,150,46,0.30666666666666664,-383.7232652588485,-38.37232652588485,-46.18321942307302,-0.30788812948715344,0.5866216200916315,0.175,49.87584442877697,0.45685151508237415,False,trend_pullback_long,long,0.1,0.75,1.5,24,de8771a6d368bb1e28180982131a8f657f1cd861a411dd0df3769ecce3c5f11a
EURHUNT01_0025,trend_up,EURHUNT01_0025,train,OPENED,146,37,0.2534246575342466,-397.6901434905766,-39.76901434905766,-45.873385296980885,-0.3142012691574033,0.6080315761764474,0.15,49.00885809214647,0.4415877001432516,False,trend_pullback_long,long,0.1,0.75,2.0,24,1c8f76d493da905e57ec7bfa19f2b66174efd0eba82106c0a4dde836be6eb9d6
EURHUNT01_0026,trend_up,EURHUNT01_0026,train,OPENED,156,74,0.47435897435897434,-388.9609358319123,-38.89609358319123,-35.3365144019715,-0.22651611796135576,0.5919189674720796,0.2,42.26426116228344,0.5094091620150814,False,trend_pullback_long,long,0.1,1.0,0.75,24,383fd24c91c11247e26b332d685a9b632de7d7877f7513cc7dfdb63faa640bf1
EURHUNT01_0027,trend_up,EURHUNT01_0027,train,OPENED,142,56,0.39436619718309857,-422.52432167980226,-42.25243216798023,-37.88419340643623,-0.26679009441152274,0.5825702232283061,0.2,45.71779249911062,0.47630248151060517,False,trend_pullback_long,long,0.1,1.0,1.0,24,16d87bcf5dbb4708f613eccafb5e087e27d669c99ecdb8282abbda1b7e11a3e8
EURHUNT01_0028,trend_up,EURHUNT01_0028,train,OPENED,140,49,0.35,-473.5068131797935,-47.35068131797935,-37.49892697503388,-0.26784947839309914,0.6092117221891077,0.225,44.93123048485117,0.4830089791713024,False,trend_pullback_long,long,0.1,1.0,1.25,24,6028132c5cd3dbc5cb7e11d709beada0ae01b7c80449d69c9c0a99e87db81a0a
EURHUNT01_0029,trend_up,EURHUNT01_0029,train,OPENED,136,44,0.3235294117647059,-412.07616576605767,-41.20761657660577,-33.525990716780086,-0.246514637623383,0.6544611287569956,0.2,43.570450276331755,0.5038811839684203,False,trend_pullback_long,long,0.1,1.0,1.5,24,e3a0825f7c5cc553911c856ce5136328111df77114827948cd5b2eb0a9a1c1f5
EURHUNT01_0030,trend_up,EURHUNT01_0030,train,OPENED,134,34,0.2537313432835821,-480.5593144628827,-48.05593144628827,-39.43036666589548,-0.2942564676559364,0.6262969233545158,0.2,46.790066244884294,0.4405032167886899,False,trend_pullback_long,long,0.1,1.0,2.0,24,ba8b669dc2b6fe461c3a354eb40673596d61744dd64e3b1edcdf6e739a429c2c
EURHUNT01_0031,trend_up,EURHUNT01_0031,train,OPENED,141,71,0.5035460992907801,-305.9448643305274,-30.594486433052744,-23.070077293260596,-0.1636175694557489,0.684500724189023,0.35,31.140389124590527,0.58572781474875,False,trend_pullback_long,long,0.1,1.25,0.75,24,c3814949df0922c54a64dd0f98ce5c161dedb1aca209de91b04058258e487973
EURHUNT01_0032,trend_up,EURHUNT01_0032,train,OPENED,134,54,0.40298507462686567,-486.0746178461307,-48.60746178461307,-31.017673624595567,-0.231475176302952,0.6243386287787721,0.275,42.47851102195655,0.5068984003417731,False,trend_pullback_long,long,0.1,1.25,1.0,24,ee77d462400f749864edb5f95f1d3182ecddb9676d17f24454fcd954594724ce
EURHUNT01_0033,trend_up,EURHUNT01_0033,train,OPENED,129,44,0.34108527131782945,-563.1258303994006,-56.31258303994006,-34.79104376422052,-0.26969801367612806,0.6036122063826094,0.275,41.703236608361216,0.46472686705053284,False,trend_pullback_long,long,0.1,1.25,1.25,24,369cf88d2bec980966111194a729e8014b90955d774b781a8b8f2e96c88de233
EURHUNT01_0034,trend_up,EURHUNT01_0034,train,OPENED,128,39,0.3046875,-549.4337681189145,-54.943376811891454,-35.249664565846686,-0.27538800442067723,0.6167334118281235,0.2,42.45323660836151,0.4570103334144857,False,trend_pullback_long,long,0.1,1.25,1.5,24,d74fc8f0793783bbeeacbe33ceeca03938aa538d769d618d423c3f51ceb88f0a
EURHUNT01_0035,trend_up,EURHUNT01_0035,train,OPENED,123,30,0.24390243902439024,-582.4645951485775,-58.24645951485775,-39.66486037533513,-0.322478539636871,0.5878098411218591,0.225,48.20065861605259,0.3832306575853343,False,trend_pullback_long,long,0.1,1.25,2.0,24,8b8b7964e155d8c30114429690fc3c9821a9d7b7d31fb73b27a2de8dc7b8dabc
EURHUNT01_0036,trend_up,EURHUNT01_0036,train,OPENED,130,66,0.5076923076923077,-345.428973367368,-34.5428973367368,-18.288243501278334,-0.14067879616367948,0.719954620216513,0.425,31.078578614511848,0.6088389832402197,False,trend_pullback_long,long,0.1,1.5,0.75,24,15c5c96d29d2d8520bee7bdbf6437f3c4cf635ec0d666fcf1bedd5d4dc0d3b21
EURHUNT01_0037,trend_up,EURHUNT01_0037,train,OPENED,122,52,0.4262295081967213,-421.63686405037885,-42.163686405037886,-21.340305441140394,-0.17492053640279012,0.6975695665713021,0.325,33.19516219970186,0.5594920554154139,False,trend_pullback_long,long,0.1,1.5,1.0,24,1c351e0b9f48b8e37cbede72b5a25de30e1a71258ebe7510007df9c1439c582e
EURHUNT01_0038,trend_up,EURHUNT01_0038,train,OPENED,120,45,0.375,-468.26755712353423,-46.826755712353425,-23.236104915805115,-0.1936342076317093,0.6931376171814003,0.325,33.46846984550516,0.5314708409532157,False,trend_pullback_long,long,0.1,1.5,1.25,24,42abc01fefb92339be63124749dbb6fbf2430d3221a2358dcf9cb396a352e4f9
EURHUNT01_0039,trend_up,EURHUNT01_0039,train,OPENED,118,40,0.3389830508474576,-458.9957138717328,-45.89957138717328,-22.92235554854798,-0.19425725041142355,0.7092539276522479,0.325,33.53552074914594,0.5222763168597953,False,trend_pullback_long,long,0.1,1.5,1.5,24,e30a7643e9ada0a012e3a768f2c311ad44b40a93719468661613df95320aa1b9
EURHUNT01_0040,trend_up,EURHUNT01_0040,train,OPENED,114,34,0.2982456140350877,-427.0392634268318,-42.70392634268318,-22.481600679311292,-0.19720702350273064,0.7222556651230717,0.28205128205128205,34.648775484345094,0.47855224150762016,False,trend_pullback_long,long,0.1,1.5,2.0,24,0c6c6090bae8676c389806bda6112a5a1e1ce2e7aefb1abc32c816a1fd26722a
EURHUNT01_0041,trend_up,EURHUNT01_0041,train,OPENED,138,64,0.463768115942029,-260.99153976340875,-26.099153976340876,-36.304477347772725,-0.2630759228099473,0.5437546001425156,0.25,38.56869701973497,0.45528595583341264,False,trend_pullback_long,long,0.2,0.75,0.75,24,8bf9553c707cb20a3963f022f24b7f519f2fc10d17ab9db468a87dd69a479e7d
EURHUNT01_0042,trend_up,EURHUNT01_0042,train,OPENED,132,51,0.38636363636363635,-304.508413744804,-30.4508413744804,-39.815662588117895,-0.30163380748574165,0.5428820851878869,0.15,43.911751615834824,0.4336549087752685,False,trend_pullback_long,long,0.2,0.75,1.0,24,6f964007c857e5fa806f0aa9b140cad9b7430e8eaf793710ec1d39fcb2127f4d
EURHUNT01_0043,trend_up,EURHUNT01_0043,train,OPENED,124,41,0.33064516129032256,-312.7691011362677,-31.27691011362677,-40.954585372606445,-0.3302789142952133,0.5410960704091331,0.25,44.20317719782479,0.40653638955379967,False,trend_pullback_long,long,0.2,0.75,1.25,24,de30f97bd8f68cc96282ff7d908e02201088d57694bf1c9a92acdcd4b26d745c
EURHUNT01_0044,trend_up,EURHUNT01_0044,train,OPENED,123,37,0.3008130081300813,-326.62250085691005,-32.66225008569101,-39.640998056698415,-0.3222845370463286,0.5710836009971683,0.225,43.6707833290428,0.41441240339156615,False,trend_pullback_long,long,0.2,0.75,1.5,24,962ec1d9bdeaeebac21f86502c0943734a576ef323b10df8d5a2bd42cb243371
EURHUNT01_0045,trend_up,EURHUNT01_0045,train,OPENED,121,29,0.2396694214876033,-372.8359556421833,-37.28359556421833,-42.98153748848617,-0.35521931808666257,0.565026380095691,0.175,47.171249383505156,0.3680856183384261,False,trend_pullback_long,long,0.2,0.75,2.0,24,4ac7c4a32755fcc8592aff0336994999a702063cba154ff1218a4450ead7d5af
EURHUNT01_0046,trend_up,EURHUNT01_0046,train,OPENED,127,60,0.47244094488188976,-316.85579495206457,-31.685579495206458,-29.131365811802713,-0.2293808331638009,0.5882496348869555,0.225,38.211049791275116,0.48744466939677444,False,trend_pullback_long,long,0.2,1.0,0.75,24,ee472d558a5fea5920c39f764b6937395b12f3c26a038bd2f94332745dd7a379
EURHUNT01_0047,trend_up,EURHUNT01_0047,train,OPENED,117,44,0.37606837606837606,-384.2312730963204,-38.423127309632044,-35.47534297594578,-0.3032080596234682,0.5398169689460949,0.2,43.6513730575756,0.41488132893546975,False,trend_pullback_long,long,0.2,1.0,1.0,24,583e172d437329727c986b618a0a204609aaf67a4b4fc858fd102ffc773402b1
EURHUNT01_0048,trend_up,EURHUNT01_0048,train,OPENED,116,38,0.3275862068965517,-462.8338018135646,-46.28338018135646,-36.91468516530815,-0.31823004452851855,0.551383538948346,0.225,45.11411033228252,0.4043853722364393,False,trend_pullback_long,long,0.2,1.0,1.25,24,c00d355d336eb3881f5afa64c13f0663c4e3aaf97b3a4d79d4bbb196a37083fd
EURHUNT01_0049,trend_up,EURHUNT01_0049,train,OPENED,114,35,0.30701754385964913,-402.65607852228567,-40.26560785222857,-32.80173753552894,-0.2877345397853416,0.6064297909728009,0.2,42.0551727167609,0.4313022955089494,False,trend_pullback_long,long,0.2,1.0,1.5,24,c83abacabb1b3eb85c425941f3b740f8fe111c57d535c9d6798e1fe868867947
EURHUNT01_0050,trend_up,EURHUNT01_0050,train,OPENED,112,25,0.22321428571428573,-529.8742850506798,-52.98742850506798,-43.20611348464422,-0.38576887039860913,0.5295059728002554,0.175,49.818417586729296,0.3163098117596216,False,trend_pullback_long,long,0.2,1.0,2.0,24,49b1cd50d73f6bdfa4b32fe27ec52b9706c57619ba07dec848f9f1a6e264d792
EURHUNT01_0051,trend_up,EURHUNT01_0051,train,OPENED,113,55,0.48672566371681414,-284.87164450319295,-28.4871644503193,-21.763187197848175,-0.19259457697210774,0.6409062040200577,0.35,28.05723070306754,0.5219120751417183,False,trend_pullback_long,long,0.2,1.25,0.75,24,c5718bf40bc144200f0b533f81194f8e3d7f5b25fd5fe9c7a316a2572aa26a0e
EURHUNT01_0052,trend_up,EURHUNT01_0052,train,OPENED,110,42,0.38181818181818183,-475.8204403449407,-47.582044034494075,-29.959903969373375,-0.2723627633579398,0.5723768462240136,0.3,39.65557652819711,0.43417784414405974,False,trend_pullback_long,long,0.2,1.25,1.0,24,a6d0c4c9f7883b7936707243fd042a859805a784ea7b899cec035948352e4de9
EURHUNT01_0053,trend_up,EURHUNT01_0053,train,OPENED,108,35,0.32407407407407407,-550.4367863277195,-55.04367863277195,-33.11954586554967,-0.3066624617180525,0.5599042087317705,0.225,39.85842643577942,0.39817813942782454,False,trend_pullback_long,long,0.2,1.25,1.25,24,75395f8177bc3fb8d1c044c5e75e7cc5eb9bfd45ab37bbc7997ab073dfa9b30d
EURHUNT01_0054,trend_up,EURHUNT01_0054,train,OPENED,108,31,0.28703703703703703,-550.8682119450946,-55.08682119450946,-34.36954586554994,-0.31823653579212907,0.5674433593177736,0.175,42.608426435779634,0.3828052348649231,False,trend_pullback_long,long,0.2,1.25,1.5,24,88178c5da66068175867c697b0e527083e8ab40eb31c54137c0a819e5474c76f
EURHUNT01_0055,trend_up,EURHUNT01_0055,train,OPENED,104,23,0.22115384615384615,-621.7017371123391,-62.17017371123391,-40.82045697441914,-0.3925043939847994,0.5123589203797161,0.2,49.35075225301685,0.2775740051064756,False,trend_pullback_long,long,0.2,1.25,2.0,24,c731e1deda391b523160e1bbf8e4e815aabe5262907415f9421d8a8e3ed291be
EURHUNT01_0056,trend_up,EURHUNT01_0056,train,OPENED,107,52,0.48598130841121495,-358.85361844051573,-35.88536184405157,-18.93385536192475,-0.17695191927032475,0.6618517984144944,0.4,29.18815304196245,0.532463804604833,False,trend_pullback_long,long,0.2,1.5,0.75,24,1be42738a15fc41b271cd54ce7bca5d82ce843a2c161afaebd763e77637721cd
EURHUNT01_0057,trend_up,EURHUNT01_0057,train,OPENED,103,42,0.4077669902912621,-425.5451158047529,-42.55451158047529,-20.84594790962989,-0.20238784378281446,0.6596028074057835,0.3,30.82579699014563,0.5007108076475456,False,trend_pullback_long,long,0.2,1.5,1.0,24,acd42895fcf3928ad551b67f423ad191ea5174bcf1a74ce278806e8714100657
EURHUNT01_0058,trend_up,EURHUNT01_0058,train,OPENED,102,35,0.3431372549019608,-524.3578556818696,-52.435785568186965,-26.02623004960618,-0.2551591181333939,0.6141491623682143,0.25,36.25607913012176,0.4328887465986737,False,trend_pullback_long,long,0.2,1.5,1.25,24,60029d7ffc64e31874f19a10a4b7ccada430dbea29ae9548649e014bea0eba5e
EURHUNT01_0059,trend_up,EURHUNT01_0059,train,OPENED,100,30,0.3,-560.7379984766259,-56.07379984766259,-27.962480682349206,-0.27962480682349206,0.6037609656018054,0.25,38.57106008118052,0.39517381753104,False,trend_pullback_long,long,0.2,1.5,1.5,24,899f9b23c2ba43dfc37f42f0f060008f114f96c15cf877fa1ce852d338c6c967
EURHUNT01_0060,trend_up,EURHUNT01_0060,train,OPENED,97,24,0.24742268041237114,-603.890098648272,-60.3890098648272,-31.6666400051443,-0.326460206238601,0.570442737587326,0.20512820512820512,43.83261299089839,0.30327990715319614,False,trend_pullback_long,long,0.2,1.5,2.0,24,aa51bcf4783b1fba58a926ec4d29856fd9c53e8849914898291e906177ef403a
EURHUNT01_0061,trend_up,EURHUNT01_0061,train,OPENED,117,54,0.46153846153846156,-219.05350685895274,-21.905350685895275,-31.187708398253868,-0.26656161024148606,0.5396861241654146,0.2564102564102564,32.22874231083533,0.43578466085423456,False,trend_pullback_long,long,0.3,0.75,0.75,24,52ab3973002ebf4768e5b45af44b59e7d014071b1547d8c047a34272cf2f6338
EURHUNT01_0062,trend_up,EURHUNT01_0062,train,OPENED,112,42,0.375,-274.5936963969832,-27.459369639698323,-36.259041606739856,-0.32374144291732015,0.5183595862667367,0.20512820512820512,38.50011876472064,0.39198404970260026,False,trend_pullback_long,long,0.3,0.75,1.0,24,5a54a8c846a12d583f598dee43d75051311cbe01ebeb4ca5289404860953ca46
EURHUNT01_0063,trend_up,EURHUNT01_0063,train,OPENED,108,35,0.32407407407407407,-278.2279425341928,-27.82279425341928,-37.24024058312514,-0.3448170424363439,0.5256555819930252,0.3333333333333333,40.284556975002985,0.372695882553311,False,trend_pullback_long,long,0.3,0.75,1.25,24,0f343598d5641508daf9bd7d153ae6c4a755bfb48f4f86e873cd135a38640ed9
EURHUNT01_0064,trend_up,EURHUNT01_0064,train,OPENED,107,31,0.2897196261682243,-305.76346356706375,-30.576346356706377,-37.426653267216935,-0.3497818062356723,0.5418216614108118,0.28205128205128205,40.75216310622102,0.36456006683950654,False,trend_pullback_long,long,0.3,0.75,1.5,24,4531e5c1f424c7d67d902ad1d32bf2de6e2746fee97c90e021fd7a29a97e6ae3
EURHUNT01_0065,trend_up,EURHUNT01_0065,train,OPENED,106,23,0.2169811320754717,-388.4488847682709,-38.844888476827094,-44.8457761863678,-0.4230733602487528,0.4970033981526886,0.15384615384615385,47.331212648046346,0.27873133825964996,False,trend_pullback_long,long,0.3,0.75,2.0,24,7b2ce08b01a6da90617827520f5759ebf837eb35efd1c547e8ca4ab2019a121f
EURHUNT01_0066,trend_up,EURHUNT01_0066,train,OPENED,108,50,0.46296296296296297,-288.2979201733526,-28.829792017335265,-26.501282031423024,-0.24538224103169468,0.5672533395388265,0.2564102564102564,33.51365476085769,0.45079583984969673,False,trend_pullback_long,long,0.3,1.0,0.75,24,e81d3eb4557b94b1f37def81be5d4aa87ac38893b7ade09ea0357b5c96304d8f
EURHUNT01_0067,trend_up,EURHUNT01_0067,train,OPENED,102,38,0.37254901960784315,-340.0605548298063,-34.00605548298063,-31.601966339488524,-0.30982319940675024,0.5323441779178208,0.1794871794871795,36.96068517108059,0.3898199994310081,False,trend_pullback_long,long,0.3,1.0,1.0,24,8aa281e1e58a45411e636d17d6afbbf1ee78c6071de6f919ed8dffa999b3d285
EURHUNT01_0068,trend_up,EURHUNT01_0068,train,OPENED,101,32,0.31683168316831684,-436.92275065700954,-43.692275065700954,-34.54130852885069,-0.3419931537509969,0.525344036407407,0.23076923076923078,39.17342244578745,0.3591286484678922,False,trend_pullback_long,long,0.3,1.0,1.25,24,8d27aa94d192106088c4bb66ad04db7fc9474c45466315d56a81982a2be18b66
EURHUNT01_0069,trend_up,EURHUNT01_0069,train,OPENED,101,30,0.297029702970297,-387.84082037491845,-38.78408203749185,-31.54130852885109,-0.3122901834539712,0.5788237546757825,0.20512820512820512,37.923422445787914,0.38392496410111604,False,trend_pullback_long,long,0.3,1.0,1.5,24,e3ddc59012d1054923f565213136d77c27db741f19df297d5c6a5e0b81f36656
EURHUNT01_0070,trend_up,EURHUNT01_0070,train,OPENED,101,25,0.24752475247524752,-382.98713636808515,-38.298713636808515,-31.54130852885114,-0.3122901834539717,0.6066547396416876,0.1794871794871795,37.284014086019,0.36250193889627,False,trend_pullback_long,long,0.3,1.0,2.0,24,6916b8b1d21f156be9e1de1c8b4d15a5e9179b98ea701a912019970efb4103ec
EURHUNT01_0071,trend_up,EURHUNT01_0071,train,OPENED,99,50,0.5050505050505051,-201.73827077292654,-20.173827077292657,-15.866965205434214,-0.1602723758124668,0.6899967705826914,0.3333333333333333,20.102404294818378,0.5490983827866593,False,trend_pullback_long,long,0.3,1.25,0.75,24,2cba61e954a4825a716929aaec611134c95c8dd5c28a29c4ec08a352e39ef545
EURHUNT01_0072,trend_up,EURHUNT01_0072,train,OPENED,96,37,0.3854166666666667,-413.19970794956083,-41.319970794956085,-25.313681976959472,-0.2636841872599945,0.5825436755890577,0.2564102564102564,32.15550553575299,0.42286937240170974,False,trend_pullback_long,long,0.3,1.25,1.0,24,8f43876ecb8c4760b1f2b86069f590533a32d8933cc61d1037e6e1909314e214
EURHUNT01_0073,trend_up,EURHUNT01_0073,train,OPENED,96,31,0.3229166666666667,-502.9239796612274,-50.29239796612274,-29.563681976959426,-0.30795502059332736,0.5579521304509083,0.28205128205128205,33.90550553575297,0.3760340898592852,False,trend_pullback_long,long,0.3,1.25,1.25,24,dc854935d4676c0e1ee663f6d3c0f8a0ff71371b440ea5dd130770b1fce86677
EURHUNT01_0074,trend_up,EURHUNT01_0074,train,OPENED,96,29,0.3020833333333333,-448.42836865387255,-44.842836865387255,-26.813681976959664,-0.2793091872599965,0.6112608967458162,0.23076923076923078,32.155505535753235,0.3986293470166097,False,trend_pullback_long,long,0.3,1.25,1.5,24,5a6d36b0d500ac211bbe40f953186028fc0c556a289b9b924ea1f9a66d05532c
