"copied_file","source_dir","source_file","bytes","sha256"
"bq_bear_quality_break_run_tight_summary.json","a1_momentum_variants_owner_goal_bear_quality_first_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_BEAR_QUALITY_FIRST_202207_202606_XAUUSD_M5_bear_quality_break_run_tight_summary.json","44996","b7c4bee30f64c3e7e23f12ad119d2677c81bb688bf7c0401b9b7786890f162ac"
"bq_bear_quality_break_run_tight_trades.csv","a1_momentum_variants_owner_goal_bear_quality_first_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_BEAR_QUALITY_FIRST_202207_202606_XAUUSD_M5_bear_quality_break_run_tight_trades.csv","35461","b949bdb92f850a9bbe53ca11e75dc81a829a050172f4ce728dd9ff7d95f855b1"
"bq_bear_quality_compression_break_summary.json","a1_momentum_variants_owner_goal_bear_quality_first_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_BEAR_QUALITY_FIRST_202207_202606_XAUUSD_M5_bear_quality_compression_break_summary.json","4021","98d8172b792e9d73d5d1f239289a0501a8b90b55082e523b0e57da9e7829c684"
"bq_bear_quality_compression_break_trades.csv","a1_momentum_variants_owner_goal_bear_quality_first_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_BEAR_QUALITY_FIRST_202207_202606_XAUUSD_M5_bear_quality_compression_break_trades.csv","11","b6f72b9e78ee7264b9bdbd9af392b8f5c6892bc14f6a9e1e3e9c78c591b54224"
"bq_bear_quality_h4_pullback_d1bias_summary.json","a1_momentum_variants_owner_goal_bear_quality_first_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_BEAR_QUALITY_FIRST_202207_202606_XAUUSD_M5_bear_quality_h4_pullback_d1bias_summary.json","10773","0fef51d58b975fe53a00169e8d88e140cd3c84c89a1fc47872a812b736258c9e"
"bq_bear_quality_h4_pullback_d1bias_trades.csv","a1_momentum_variants_owner_goal_bear_quality_first_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_BEAR_QUALITY_FIRST_202207_202606_XAUUSD_M5_bear_quality_h4_pullback_d1bias_trades.csv","3486","cbc2a642d2571e79e4b950705070e3fa981a27d4cf9d2d18f2a170843661d97b"
"bq_bear_quality_m5_ema_slope100_summary.json","a1_momentum_variants_owner_goal_bear_quality_first_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_BEAR_QUALITY_FIRST_202207_202606_XAUUSD_M5_bear_quality_m5_ema_slope100_summary.json","36959","e960c2a3b552f10edd4fdb0ea5b7e3b6818ae280e046f4a60c7895d9144e7214"
"bq_bear_quality_m5_ema_slope100_trades.csv","a1_momentum_variants_owner_goal_bear_quality_first_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_BEAR_QUALITY_FIRST_202207_202606_XAUUSD_M5_bear_quality_m5_ema_slope100_trades.csv","24865","1faaeb35e16de1766e73a4b29f76b84438a0207d05f275eb2b164f90f55531f9"
"bq_bear_quality_m5_ema_slope50_summary.json","a1_momentum_variants_owner_goal_bear_quality_first_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_BEAR_QUALITY_FIRST_202207_202606_XAUUSD_M5_bear_quality_m5_ema_slope50_summary.json","48278","8dccb373f2045a0ae1b42422617e389a3d58a6253fed546d6bb05845634e0764"
"bq_bear_quality_m5_ema_slope50_trades.csv","a1_momentum_variants_owner_goal_bear_quality_first_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_BEAR_QUALITY_FIRST_202207_202606_XAUUSD_M5_bear_quality_m5_ema_slope50_trades.csv","38791","000a69d892f70425949cc77d7b32a67911bf670a17cbd84d3b72399483d4c862"
"bq_bear_quality_weekly_rejection_summary.json","a1_momentum_variants_owner_goal_bear_quality_first_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_BEAR_QUALITY_FIRST_202207_202606_XAUUSD_M5_bear_quality_weekly_rejection_summary.json","8793","c9aae22fe1a66b6222c4961c287420457865f25f8ac659bc6c79bd3c1acd84e0"
"bq_bear_quality_weekly_rejection_trades.csv","a1_momentum_variants_owner_goal_bear_quality_first_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_BEAR_QUALITY_FIRST_202207_202606_XAUUSD_M5_bear_quality_weekly_rejection_trades.csv","1680","d654bc5eee531e88c1c81564b3ea45279896bb41ad67a267adfd15ff377ca26a"
"down_down_h1_d1_short_box2_atr80_summary.json","a1_momentum_variants_owner_goal_downtrend_short_engine_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_DOWNTREND_SHORT_ENGINE_202207_202606_XAUUSD_M5_down_h1_d1_short_box2_atr80_summary.json","26120","03e0b022e338659acc043e44f2975e2fcd5f4bb34a765b1798cac86657bbec53"
"down_down_h1_d1_short_box2_atr80_trades.csv","a1_momentum_variants_owner_goal_downtrend_short_engine_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_DOWNTREND_SHORT_ENGINE_202207_202606_XAUUSD_M5_down_h1_d1_short_box2_atr80_trades.csv","34073","be9769f6acb167b28cfd7c906ae0d605e2c628d1e86c2cddc552f23fc3e3950e"
"down_down_h4_d1_short_box2_atr80_summary.json","a1_momentum_variants_owner_goal_downtrend_short_engine_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_DOWNTREND_SHORT_ENGINE_202207_202606_XAUUSD_M5_down_h4_d1_short_box2_atr80_summary.json","24955","1e0c865f27c1418923a39ab714d2d09bd497dbcb718054a3b005b4607fe16b23"
"down_down_h4_d1_short_box2_atr80_trades.csv","a1_momentum_variants_owner_goal_downtrend_short_engine_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_DOWNTREND_SHORT_ENGINE_202207_202606_XAUUSD_M5_down_h4_d1_short_box2_atr80_trades.csv","19352","f4e28ba320481589acd0964452777ee1da4aaf719a0aec8e271d7cbaf0e54017"
"down_down_m5_ema_h1h4_short_rr2_summary.json","a1_momentum_variants_owner_goal_downtrend_short_engine_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_DOWNTREND_SHORT_ENGINE_202207_202606_XAUUSD_M5_down_m5_ema_h1h4_short_rr2_summary.json","66616","fcc6c97d62a31c770eb83bff3652640a499046a5898609a70e494a68aa6e18f2"
"down_down_m5_ema_h1h4_short_rr2_trades.csv","a1_momentum_variants_owner_goal_downtrend_short_engine_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_DOWNTREND_SHORT_ENGINE_202207_202606_XAUUSD_M5_down_m5_ema_h1h4_short_rr2_trades.csv","81418","f375fbd3f27c496b0fb0b3431746a379d4bf52f2e09312271367cad24dc88d48"
"down_down_prior_day_cont_short_rr2_summary.json","a1_momentum_variants_owner_goal_downtrend_short_engine_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_DOWNTREND_SHORT_ENGINE_202207_202606_XAUUSD_M5_down_prior_day_cont_short_rr2_summary.json","48647","7cb3b9293d7710d0b90eec3818aa1d65de66f13a374c27e36fd12ee69a0673e6"
"down_down_prior_day_cont_short_rr2_trades.csv","a1_momentum_variants_owner_goal_downtrend_short_engine_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_DOWNTREND_SHORT_ENGINE_202207_202606_XAUUSD_M5_down_prior_day_cont_short_rr2_trades.csv","66725","91c7d3924c5fb2dea36b5270fbbbf744b46bdac690351135e6b0f3dcbe1a20d1"
"nonup_nonup_daily_extreme_rr2_summary.json","a1_momentum_variants_owner_goal_nonuptrend_range_fade_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_NONUPTREND_RANGE_FADE_202207_202606_XAUUSD_M5_nonup_daily_extreme_rr2_summary.json","38960","cc508709f3363afc6288739ef715e033e13fa5c418f5e8f3caab1eb843712a7c"
"nonup_nonup_daily_extreme_rr2_trades.csv","a1_momentum_variants_owner_goal_nonuptrend_range_fade_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_NONUPTREND_RANGE_FADE_202207_202606_XAUUSD_M5_nonup_daily_extreme_rr2_trades.csv","42505","a2b2c6af7e1bdba5c57872de31f0d6756515cbb9f0f975816e004bd4986e927a"
"nonup_nonup_orrev_london_rr2_summary.json","a1_momentum_variants_owner_goal_nonuptrend_range_fade_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_NONUPTREND_RANGE_FADE_202207_202606_XAUUSD_M5_nonup_orrev_london_rr2_summary.json","102501","73c6e70ca8b2224e884464538768d2d6c0f5a79624fc770a485cc3a3546a8a7d"
"nonup_nonup_orrev_london_rr2_trades.csv","a1_momentum_variants_owner_goal_nonuptrend_range_fade_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_NONUPTREND_RANGE_FADE_202207_202606_XAUUSD_M5_nonup_orrev_london_rr2_trades.csv","118576","8a18d3522e8ac7e7beeb02ae925db7ddb73d79b3342715dfbaf4586cac140512"
"nonup_nonup_prior_day_reversal_rr2_summary.json","a1_momentum_variants_owner_goal_nonuptrend_range_fade_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_NONUPTREND_RANGE_FADE_202207_202606_XAUUSD_M5_nonup_prior_day_reversal_rr2_summary.json","80557","a429c105b6065ef47731281734276b5bae5896cd285ba66d09558ca7cd8d2247"
"nonup_nonup_prior_day_reversal_rr2_trades.csv","a1_momentum_variants_owner_goal_nonuptrend_range_fade_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_NONUPTREND_RANGE_FADE_202207_202606_XAUUSD_M5_nonup_prior_day_reversal_rr2_trades.csv","95414","bd903ca04c39478682522cce337aecf10b30bd2e9eddc65e60de80ba0549ee22"
"noop_noop_parity_box2_summary.json","a1_momentum_variants_owner_goal_h4_d1_noop_parity_audit_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_H4_D1_NOOP_PARITY_AUDIT_202207_202606_XAUUSD_M5_noop_parity_box2_summary.json","65007","0dbb690401d8104490f01272a9b7fcb9b58732da7ad5f11218d963d8d4852794"
"noop_noop_parity_box2_trades.csv","a1_momentum_variants_owner_goal_h4_d1_noop_parity_audit_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_H4_D1_NOOP_PARITY_AUDIT_202207_202606_XAUUSD_M5_noop_parity_box2_trades.csv","66969","e5d20bb52043e33a43180e89daa28af6d2b50267200d08d6a2c5719fd09ab0d4"
"noop_noop_parity_broad_summary.json","a1_momentum_variants_owner_goal_h4_d1_noop_parity_audit_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_H4_D1_NOOP_PARITY_AUDIT_202207_202606_XAUUSD_M5_noop_parity_broad_summary.json","43424","f2c016de8e9a1d97d7b31da4846499a8c9dfc0156fc0bd93eb49ddb522b3133e"
"noop_noop_parity_broad_trades.csv","a1_momentum_variants_owner_goal_h4_d1_noop_parity_audit_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_H4_D1_NOOP_PARITY_AUDIT_202207_202606_XAUUSD_M5_noop_parity_broad_trades.csv","40194","3d932f954fd16ad92bf21858eef3bfb72d69eae279339c4c776b9aee7caaf7b1"
"noop_session_noop_parity_box2_summary.json","a1_momentum_variants_owner_goal_h4_d1_noop_session_parity_audit_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_H4_D1_NOOP_SESSION_PARITY_AUDIT_202207_202606_XAUUSD_M5_noop_parity_box2_summary.json","63511","21c2f619920ed332852baf85c8daa9ac561581786c0364f7fe27b8b9e11af1e7"
"noop_session_noop_parity_box2_trades.csv","a1_momentum_variants_owner_goal_h4_d1_noop_session_parity_audit_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_H4_D1_NOOP_SESSION_PARITY_AUDIT_202207_202606_XAUUSD_M5_noop_parity_box2_trades.csv","64199","d4ff138fbe1690c47d5ff9a4895b9c0cff2fe2699506985a402524adfe39d6c2"
"noop_session_noop_parity_broad_summary.json","a1_momentum_variants_owner_goal_h4_d1_noop_session_parity_audit_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_H4_D1_NOOP_SESSION_PARITY_AUDIT_202207_202606_XAUUSD_M5_noop_parity_broad_summary.json","43026","62b8201920cfcb095fb2abc7b5270b3fb666377da2d8b412c5ca9885a8ed7e86"
"noop_session_noop_parity_broad_trades.csv","a1_momentum_variants_owner_goal_h4_d1_noop_session_parity_audit_202207_202606_20260701","A1XauM5Momentum_OWNER_GOAL_H4_D1_NOOP_SESSION_PARITY_AUDIT_202207_202606_XAUUSD_M5_noop_parity_broad_trades.csv","38358","42c41dbf937a63ede398db4a70e27252510777d70fb277a9c516923268bc619f"
