policy_id,state_schema,short_window,long_window,minimum_profit_factor,eligible_unused_events,selected_new_trades_total,passed_development,development_1_new_trades,development_1_new_trades_per_weekday,development_1_new_net_usd,development_1_new_profit_factor,development_1_new_closed_drawdown_usd,development_1_new_top5_removed_net_usd,development_1_combined_trades,development_1_combined_trades_per_weekday,development_1_combined_net_usd,development_1_combined_profit_factor,development_1_combined_closed_drawdown_usd,development_1_combined_top5_removed_net_usd,development_2_new_trades,development_2_new_trades_per_weekday,development_2_new_net_usd,development_2_new_profit_factor,development_2_new_closed_drawdown_usd,development_2_new_top5_removed_net_usd,development_2_combined_trades,development_2_combined_trades_per_weekday,development_2_combined_net_usd,development_2_combined_profit_factor,development_2_combined_closed_drawdown_usd,development_2_combined_top5_removed_net_usd,minimum_development_new_pf
S1_W60_240_PF1P0,mechanism|action_id|direction,60,240,1.0,3876,1449,False,595,0.7589285714285714,422.0117425377596,1.3808890205842048,161.6106712292509,360.6366094468874,1181,1.5063775510204083,738.9851354244696,1.279718994399975,280.58036909525583,601.271330512364,510,0.9788867562380038,398.54831280442676,1.3724605944092474,140.960887984416,330.4422766887101,1105,2.1209213051823417,1498.3652786331568,1.5291067081356526,313.56781595245394,1191.7152786331567,1.3724605944092474
S1_W60_240_PF1P15,mechanism|action_id|direction,60,240,1.15,3080,1195,False,515,0.6568877551020408,353.64096520698644,1.3679941021810829,150.64886248109832,292.26583211611415,1101,1.4043367346938775,670.6143580936964,1.2687924475118542,270.50866451376993,532.9005531815909,410,0.7869481765834933,513.2125685429509,1.6499467342129035,94.3167425363499,443.0061346745696,1005,1.9289827255278311,1613.0295343716812,1.6321990688062729,277.32831343724314,1306.379534371681,1.3679941021810829
S4_W40_160_PF1P15,mechanism|action_id|regime|direction,40,160,1.15,2764,1159,False,479,0.610969387755102,309.85397821487754,1.3372066353071717,132.6696741841671,247.55543528470696,1065,1.3584183673469388,626.8273711015876,1.2555554802865843,253.20616490276907,489.11356618948207,460,0.8829174664107485,395.52970577067276,1.3902461452775046,83.30109612706407,321.9987519743408,1055,2.0249520153550864,1495.346671599403,1.5387908950764755,303.376748947589,1188.6966715994029,1.3372066353071717
S2_W40_160_PF1P05,mechanism|action_id|regime,40,160,1.05,3358,1308,False,542,0.6913265306122449,332.8513252869872,1.3156787271060435,124.3448066167777,264.58275918290235,1128,1.4387755102040816,649.8247181736972,1.2510606313410346,243.51146990833928,512.1109132615917,475,0.9117082533589251,414.7935551522115,1.4221756523078026,96.95377642948804,345.99520092308376,1070,2.053742802303263,1514.6105209809418,1.5519013869001634,319.96010396393183,1207.960520980942,1.3156787271060435
S2_W40_160_PF1P1,mechanism|action_id|regime,40,160,1.1,3069,1186,False,497,0.6339285714285714,304.8482184944024,1.3150690181825269,124.44408210028018,243.43260321457322,1083,1.3813775510204083,621.8216113811122,1.2485815815731178,228.88746304859507,484.10780646900696,435,0.8349328214971209,438.9886492943958,1.4957975564352086,78.7171004815309,370.19029506526806,1030,1.9769673704414588,1538.8056151231258,1.5812835084025956,292.85939414188016,1232.155615123126,1.3150690181825269
S2_W60_240_PF1P1,mechanism|action_id|regime,60,240,1.1,2607,1046,False,489,0.6237244897959183,301.6915891535484,1.3030333819429631,141.69844178500358,238.91930448046799,1075,1.371173469387755,618.6649820402583,1.2445808171747206,205.72745975862958,480.95117712815284,426,0.817658349328215,326.48692417406596,1.3648810766261317,135.19282070483254,263.3985737274525,1021,1.9596928982725528,1426.3038900027962,1.536888294138125,345.5030949570054,1119.653890002796,1.3030333819429631
S4_W40_160_PF1P05,mechanism|action_id|regime|direction,40,160,1.05,3369,1389,False,553,0.7053571428571429,319.5286484854946,1.2983324848270184,128.45096298608178,258.6865681240174,1139,1.4528061224489797,636.5020413722045,1.2443416259346638,239.57942450854102,498.7882364600991,545,1.0460652591170825,477.01243534499145,1.4082653454542917,126.41113660100017,405.06740347288496,1140,2.1880998080614202,1576.8294011737216,1.5381258894621912,324.59250723501555,1270.1794011737215,1.2983324848270184
S4_W60_240_PF1P0,mechanism|action_id|regime|direction,60,240,1.0,3141,1260,False,527,0.6721938775510204,322.17085949928355,1.321246312497189,170.8070471320678,259.84214718356174,1113,1.4196428571428572,639.1442523859935,1.251949319685952,204.00809772695175,501.430447473888,505,0.9692898272552783,321.3356207819682,1.286985195119804,144.31821047863238,249.27703054573186,1100,2.111324376199616,1421.152586610698,1.493193780735313,324.93166820526454,1114.5025866106982,1.286985195119804
S2_W40_160_PF1P15,mechanism|action_id|regime,40,160,1.15,2857,1134,False,500,0.6377551020408163,278.34461806673465,1.2831413756454428,122.07788205221536,218.20976518391186,1086,1.385204081632653,595.3180109534445,1.236520972819743,235.75473090890125,457.6042060413391,414,0.7946257197696737,441.40454677875164,1.5306758475490103,76.77649558817774,377.77004356868156,1009,1.9366602687140115,1541.2215126074816,1.5942370769484167,299.3326781374157,1234.571512607482,1.2831413756454428
S4_W60_240_PF1P05,mechanism|action_id|regime|direction,60,240,1.05,2817,1192,False,542,0.6913265306122449,295.6603044848139,1.2815418514642756,156.4199649173632,233.33159216909198,1128,1.4387755102040816,612.6336973715238,1.237081306722468,207.62383930153004,474.91989245941835,491,0.9424184261036468,331.9327640087485,1.3024392119835781,144.72473748848915,259.54482894509925,1086,2.0844529750479848,1431.7497298374788,1.5007247728719464,322.11673403979194,1125.0997298374787,1.2815418514642756
S3_W60_240_PF1P15,mechanism|action_id|h4adx,60,240,1.15,2678,1021,False,392,0.5,221.7839508864065,1.281506601144921,131.84402671016406,161.62122102197281,978,1.2474489795918366,538.7573437731165,1.2320464320600002,235.49018214182658,401.04353886101103,412,0.7907869481765835,338.90293288547525,1.377918428895603,113.95656292837553,268.9807822325531,1007,1.9328214971209212,1438.7198987142053,1.541157394211538,330.31283542752635,1132.0698987142055,1.281506601144921
S3_W40_160_PF1P15,mechanism|action_id|h4adx,40,160,1.15,3139,1218,False,464,0.5918367346938775,396.043356858656,1.4649228523219724,127.76268899737342,334.1744539591256,1050,1.3392857142857142,713.016749745366,1.2988627716577732,247.3476268855629,575.3029448332604,454,0.8714011516314779,267.4341880606079,1.2777650769401872,127.00707128030882,212.2825141240511,1049,2.013435700575816,1367.251153889338,1.5018093116753826,350.8312078862698,1060.601153889338,1.2777650769401872
S4_W40_160_PF1P1,mechanism|action_id|regime|direction,40,160,1.1,3037,1245,False,497,0.6339285714285714,267.77911417199346,1.2772256918765375,125.9985132047575,210.34684927577268,1083,1.3813775510204083,584.7525070587035,1.23391564671529,250.40561484257387,447.038702146598,494,0.9481765834932822,424.4049655846868,1.395974578377094,110.05146058907249,350.87401178835484,1089,2.09021113243762,1524.2219314134168,1.537903549672325,326.20845593036836,1217.571931413417,1.2772256918765375
S4_W60_240_PF1P1,mechanism|action_id|regime|direction,60,240,1.1,2521,1092,False,479,0.610969387755102,260.341548825572,1.2807878895978762,143.01638787084462,198.01283650985016,1065,1.3584183673469388,577.314941712282,1.2345758690895638,189.44174502242566,439.6011368001764,482,0.9251439539347409,291.5609712561692,1.2687770650016779,151.66730605312094,221.41429543290587,1077,2.0671785028790786,1391.3779370848993,1.4887851182392022,294.2124050646118,1084.7279370848994,1.2687770650016779
S3_W40_160_PF1P0,mechanism|action_id|h4adx,40,160,1.0,3887,1440,False,532,0.6785714285714286,387.4989302313741,1.3903399619164445,139.79825064825866,324.15762965899506,1118,1.4260204081632653,704.4723231180842,1.278817786184969,261.1856091803504,566.7585182059786,537,1.0307101727447217,308.1108005479733,1.267390537571991,123.5270178026907,247.57606185969115,1132,2.1727447216890594,1407.9277663767034,1.4831393859268034,332.61291247032494,1101.2777663767033,1.267390537571991
S4_W60_240_PF1P15,mechanism|action_id|regime|direction,60,240,1.15,2279,1009,False,440,0.5612244897959183,229.53932238423192,1.2655051693730865,153.18655114822678,168.80667501165556,1026,1.308673469387755,546.512715270942,1.2278601311488206,189.4054836875555,408.79891035883645,452,0.8675623800383877,269.73726016624204,1.2615988133068796,124.8913993339557,199.59058434297876,1047,2.0095969289827256,1369.554225994972,1.490361842134782,332.07576259836867,1062.9042259949722,1.2615988133068796
S3_W40_160_PF1P05,mechanism|action_id|h4adx,40,160,1.05,3641,1358,False,505,0.6441326530612245,345.370725310276,1.3616374839579155,132.6524317561193,283.50182241074566,1091,1.3915816326530612,662.344118196986,1.2661151478014372,253.4058784665011,524.6303132848805,520,0.9980806142034548,287.7709345912776,1.2559847906090371,123.5270178026907,229.57284097298918,1115,2.140115163147793,1387.5879004200074,1.4807983964585705,325.8835457182695,1080.9379004200077,1.2559847906090371
S2_W40_160_PF1P0,mechanism|action_id|regime,40,160,1.0,3694,1385,False,562,0.7168367346938775,276.31933273910903,1.2473552713088554,136.42337981410344,217.47885118810478,1148,1.4642857142857142,593.292725625819,1.2237984229539458,242.52345732508022,455.57892071371356,508,0.9750479846449136,451.484785170401,1.439386404819175,110.95350242265405,382.6864309412732,1103,2.1170825335892514,1551.301750999131,1.5561476211740612,333.95982995709807,1244.651750999131,1.2473552713088554
S2_W60_240_PF1P0,mechanism|action_id|regime,60,240,1.0,3227,1243,False,517,0.6594387755102041,260.19050074042866,1.2473184452979889,199.50557315057313,198.16527549195342,1103,1.406887755102041,577.1638936271386,1.2231908818270103,230.74885019956088,439.45008871503313,498,0.9558541266794626,404.2098365862224,1.390706975179617,125.01583400170706,337.0245464499396,1093,2.0978886756238,1504.0268024149525,1.5378447461458196,336.3381952567303,1197.3768024149524,1.2473184452979889
S2_W60_240_PF1P15,mechanism|action_id|regime,60,240,1.15,2267,939,False,449,0.5727040816326531,227.63575170841634,1.24233302394483,140.43737339622305,165.67882519462057,1035,1.3201530612244898,544.6091445951264,1.220198030338062,218.2107283712476,406.8953396830208,373,0.7159309021113244,421.5921177998787,1.5846021900185447,115.15513290312819,359.3431446241924,968,1.8579654510556622,1521.4090836286089,1.6127310771872712,338.16146043757186,1214.7590836286086,1.24233302394483
S3_W20_100_PF1P0,mechanism|action_id|h4adx,20,100,1.0,4196,1558,False,611,0.7793367346938775,432.618446238107,1.378126704125809,143.5636303386488,370.3878491345617,1197,1.5267857142857142,749.5918391248172,1.2799043401003003,265.8410930374074,611.8780342127116,522,1.0019193857965452,258.2973955540765,1.237134832537757,165.16798339962565,201.33000790109134,1117,2.143953934740883,1358.1143613828065,1.4763510943419964,332.1102309058733,1051.4643613828066,1.237134832537757
S3_W40_160_PF1P1,mechanism|action_id|h4adx,40,160,1.1,3423,1290,False,477,0.6084183673469388,341.7627886634346,1.3795585974711295,131.12841576774255,279.8938857639042,1063,1.3558673469387754,658.7361815501447,1.2706014880633345,253.40587846650104,521.0223766380392,491,0.9424184261036468,247.41197988512988,1.232417534024094,126.94628863602406,192.0396037318982,1086,2.0844529750479848,1347.22894571386,1.4766672664249803,329.59620765863866,1040.57894571386,1.232417534024094
S3_W60_240_PF1P05,mechanism|action_id|h4adx,60,240,1.05,3255,1176,False,452,0.576530612244898,206.5519813030582,1.2234570464355707,165.76759938958173,146.38925143862454,1038,1.3239795918367347,523.5253741897683,1.212965265571994,251.10359466384654,385.81156927766267,449,0.8618042226487524,304.78973055794233,1.309800722387711,152.1534543700892,236.8323351582958,1044,2.0038387715930903,1404.6066963866724,1.5115732662060013,376.7290527378664,1097.9566963866723,1.2234570464355707
S2_W60_240_PF1P05,mechanism|action_id|regime,60,240,1.05,2877,1151,False,525,0.6696428571428571,235.58953786388955,1.2177063279712255,192.58938574974957,172.81725319080914,1111,1.4170918367346939,552.5629307505995,1.2112193053224771,235.91864721203467,414.84912583849405,467,0.8963531669865643,384.0051984993015,1.3970053604758281,134.10434480876742,320.77561993076904,1062,2.0383877159309023,1483.8221643280317,1.543705798892258,321.71461689846006,1177.1721643280316,1.2177063279712255
S3_W60_240_PF1P1,mechanism|action_id|h4adx,60,240,1.1,2940,1090,False,416,0.5306122448979592,175.68983469825724,1.205226982764741,148.14476192258385,115.52710483382347,1002,1.278061224489796,492.6632275849672,1.2061357069575345,248.835242759871,354.9494226728617,423,0.8119001919385797,363.7730049633325,1.403381242542935,116.2717502532328,293.8508543104103,1018,1.9539347408829175,1463.5899707920626,1.5494688201486009,332.6280227523835,1156.9399707920625,1.205226982764741
S3_W60_240_PF1P0,mechanism|action_id|h4adx,60,240,1.0,3614,1265,False,482,0.6147959183673469,196.24309778610984,1.1971123970124797,178.3831576452731,135.91300794387453,1068,1.3622448979591837,513.2164906728199,1.2028917652311866,244.26638509895275,375.50268576071437,476,0.9136276391554703,429.0964168030658,1.4279627205616254,154.41563910535226,360.75675949123934,1071,2.055662188099808,1528.9133826317961,1.5530554479528507,378.9912374731291,1222.263382631796,1.1971123970124797
S2_W20_100_PF1P15,mechanism|action_id|regime,20,100,1.15,3195,1276,False,565,0.7206632653061225,203.89671021758582,1.1852544511621104,177.96065327480554,143.0980091503754,1151,1.468112244897959,520.8701031042958,1.197707468311665,246.44817231644163,383.15629819219026,439,0.8426103646833013,278.33230924972446,1.3091178438024529,133.8021916141097,214.38083135227185,1034,1.9846449136276392,1378.1492750784546,1.5176644913617234,356.72310248188677,1071.4992750784545,1.1852544511621104
S4_W40_160_PF1P0,mechanism|action_id|regime|direction,40,160,1.0,3720,1412,False,561,0.7155612244897959,200.58740357913598,1.1795003826186907,154.56986397841123,145.37689442221279,1147,1.4630102040816326,517.560796465846,1.1952031966757042,243.32583089688455,379.84699155374045,534,1.0249520153550864,452.7906912378965,1.4018760905610503,145.87578892783614,380.5163145383771,1129,2.166986564299424,1552.6076570666269,1.537508252127928,323.8329620368296,1245.9576570666268,1.1795003826186907
S2_W20_100_PF1P1,mechanism|action_id|regime,20,100,1.1,3408,1322,False,593,0.7563775510204082,193.3614739089553,1.1645015428540548,206.2418647977878,133.32826821162593,1179,1.503826530612245,510.3348667956653,1.1883601020523977,252.7117266215587,372.6210618835597,437,0.8387715930902111,284.4536314408938,1.3191476170089662,135.28618276052015,221.77073464150521,1032,1.9808061420345489,1384.2705972696237,1.5217505027669562,358.2070936282973,1077.6205972696239,1.1645015428540548
S2_W20_100_PF1P0,mechanism|action_id|regime,20,100,1.0,3963,1395,False,615,0.7844387755102041,191.29526971619453,1.1568515129378716,220.51435297029772,124.50340707915657,1201,1.531887755102041,508.26866260290444,1.184589125727325,241.0960227062343,370.55485769079894,434,0.8330134357005758,285.03944006402725,1.3264180484155765,154.25627813855172,216.69978275220075,1029,1.9750479846449136,1384.8564058927573,1.5255482290824662,377.1771890063287,1078.2064058927572,1.1568515129378716
S4_W20_100_PF1P1,mechanism|action_id|regime|direction,20,100,1.1,3309,1307,False,574,0.7321428571428571,176.31105409236002,1.1561542826805564,168.58545621075342,116.06095670891139,1160,1.4795918367346939,493.28444697907,1.1852362766110698,243.24335376308215,355.57064206696447,448,0.8598848368522073,268.2347237840496,1.288874094513018,153.31589870820952,200.92841055364312,1043,2.001919385796545,1368.05168961278,1.508496034713795,376.23680957598646,1061.4016896127796,1.1561542826805564
S4_W20_100_PF1P05,mechanism|action_id|regime|direction,20,100,1.05,3592,1372,False,594,0.7576530612244898,171.3940094840728,1.1467482631778056,175.96872792551824,113.80085526672107,1180,1.5051020408163265,488.3674023707828,1.1807519869571292,241.5996753753677,350.65359745867727,462,0.8867562380038387,238.62585622850366,1.250306949333188,151.97416185585428,171.31954299809706,1057,2.0287907869481767,1338.442822057234,1.4929501556261502,374.8950727236313,1031.792822057234,1.1467482631778056
S4_W20_100_PF1P15,mechanism|action_id|regime|direction,20,100,1.15,3061,1233,False,551,0.7028061224489796,139.7823681644466,1.1294686458679029,185.7971036783967,80.97260333655413,1137,1.4502551020408163,456.7557610511566,1.1747624394343383,241.8669112551549,319.0419561390511,413,0.7927063339731286,263.92654964157634,1.307307759096946,133.79675129974623,196.6202364111698,1008,1.9347408829174664,1363.7435154703064,1.5203796394702807,341.20818876946134,1057.0935154703066,1.1294686458679029
S4_W20_100_PF1P0,mechanism|action_id|regime|direction,20,100,1.0,3822,1410,False,606,0.7729591836734694,142.03205914211227,1.1172454649272276,208.25853309829515,84.4389049247605,1192,1.5204081632653061,459.0054520288223,1.1671952081723325,264.91428980268137,321.2916471167167,462,0.8867562380038387,290.7577824645833,1.3077194220075903,153.63895920741268,218.58242428114357,1057,2.0287907869481767,1390.5747482933136,1.5137499160432941,376.5598700751896,1083.9247482933133,1.1172454649272276
S2_W20_100_PF1P05,mechanism|action_id|regime,20,100,1.05,3710,1342,False,599,0.764030612244898,119.6729173674657,1.0999587406424753,218.8133430806656,61.50119365167747,1185,1.5114795918367347,436.6463102541757,1.1598768223520983,256.6785763765683,298.93250534207016,428,0.8214971209213052,224.6432331374565,1.259856388400824,126.2554698576219,163.44221420541092,1023,1.963531669865643,1324.4601989661865,1.504301581443451,341.33023664495244,1017.8101989661866,1.0999587406424753
