strategy_id,timeframe,subtype_dimension,subtype,trades,net_r,profit_factor,stress_net_r
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,range_width_subtype,NARROW_CHOP,6,1.1136461071096697,1.488477984819254,0.7946835432740016
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,range_width_subtype,WIDE_CHOP,31,11.707488362141667,1.9780708015749018,10.062948427392532
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,drift_subtype,DOWNWARD_DRIFT_CHOP,16,6.643241092531916,2.1072068487553484,5.738910808032051
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,drift_subtype,FLAT_CHOP,96,-2.536334184549957,0.9511179622071451,-7.662941394625427
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,drift_subtype,UPWARD_DRIFT_CHOP,29,13.705758516409164,2.3365632148338387,12.181671760874963
CHOP_RANGE_ROTATION_CONTINUATION_V1,H1,volatility_subtype,HIGH_VOL_CHOP,7,2.9935687795559427,2.4967843897779924,2.6435687795560603
CHOP_RANGE_ROTATION_CONTINUATION_V1,H1,volatility_subtype,LOW_VOL_CHOP,15,-1.865920193364572,0.7926755340706005,-2.61592019336451
CHOP_RANGE_ROTATION_CONTINUATION_V1,H1,volatility_subtype,MEDIUM_VOL_CHOP,15,2.085962752879362,1.327958770932546,1.3359627528791451
CHOP_RANGE_ROTATION_CONTINUATION_V1,H1,volatility_subtype,VOL_SUBTYPE_UNAVAILABLE,1,-0.379181545658323,0.0,-0.429181545658323
CHOP_RANGE_ROTATION_CONTINUATION_V1,H1,range_width_subtype,MEDIUM_WIDTH_CHOP,28,-3.817700684515802,0.7574465066088019,-5.2177006845158225
CHOP_RANGE_ROTATION_CONTINUATION_V1,H1,range_width_subtype,WIDE_CHOP,10,6.652130477928211,4.326065238964242,6.152130477928194
CHOP_RANGE_ROTATION_CONTINUATION_V1,H1,drift_subtype,DOWNWARD_DRIFT_CHOP,3,-0.8959865228945123,0.5520067385527351,-1.0459865228945036
CHOP_RANGE_ROTATION_CONTINUATION_V1,H1,drift_subtype,FLAT_CHOP,24,-0.36862217296129995,0.9686001710036581,-1.5686221729613377
CHOP_RANGE_ROTATION_CONTINUATION_V1,H1,drift_subtype,UPWARD_DRIFT_CHOP,11,4.099038489268221,2.0247596223170516,3.549038489268213
