timestamp_broker,hour,old_mask_hour,v1_action,v1_reason,unmasked_action,unmasked_reason,action_changed
2022.08.10 15:00:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.11 07:30:00,7,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.11 09:00:00,9,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.12 08:00:00,8,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.12 08:30:00,8,False,GUARD_BLOCK,own_position_exists,GUARD_BLOCK,own_position_exists,False
2022.08.12 12:00:00,12,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.12 13:00:00,13,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.08.12 14:30:00,14,False,ORDER_SEND_OK,entered,GUARD_BLOCK,own_position_exists,True
2022.08.12 15:00:00,15,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.15 06:00:00,6,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.08.15 07:00:00,7,True,GUARD_BLOCK,blocked_entry_hour,GUARD_BLOCK,own_position_exists,True
2022.08.15 09:00:00,9,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.15 09:30:00,9,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.15 10:00:00,10,True,GUARD_BLOCK,blocked_entry_hour,GUARD_BLOCK,own_position_exists,True
2022.08.15 10:30:00,10,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.08.15 18:30:00,18,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.16 07:30:00,7,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.08.18 07:00:00,7,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.08.18 14:00:00,14,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.18 16:00:00,16,False,GUARD_BLOCK,own_position_exists,GUARD_BLOCK,own_position_exists,False
2022.08.18 16:30:00,16,False,GUARD_BLOCK,own_position_exists,GUARD_BLOCK,own_position_exists,False
2022.08.18 17:00:00,17,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.19 10:30:00,10,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.08.19 11:00:00,11,False,ORDER_SEND_OK,entered,GUARD_BLOCK,own_position_exists,True
2022.08.19 11:30:00,11,False,GUARD_BLOCK,own_position_exists,GUARD_BLOCK,own_position_exists,False
2022.08.22 00:30:00,0,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.22 07:30:00,7,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.08.22 08:00:00,8,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.22 14:00:00,14,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.22 15:30:00,15,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.23 05:30:00,5,False,GUARD_BLOCK,own_position_exists,GUARD_BLOCK,own_position_exists,False
2022.08.23 06:00:00,6,True,GUARD_BLOCK,blocked_entry_hour,GUARD_BLOCK,own_position_exists,True
2022.08.23 06:30:00,6,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.08.23 07:00:00,7,True,GUARD_BLOCK,blocked_entry_hour,GUARD_BLOCK,own_position_exists,True
2022.08.23 14:00:00,14,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.24 11:00:00,11,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.24 15:00:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.25 01:30:00,1,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.25 05:00:00,5,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.25 06:30:00,6,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.26 07:00:00,7,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.08.26 09:30:00,9,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.26 10:30:00,10,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.26 13:00:00,13,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.26 13:30:00,13,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.29 10:30:00,10,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.29 12:00:00,12,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.29 12:30:00,12,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.30 08:00:00,8,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.30 09:30:00,9,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.30 10:30:00,10,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.08.31 09:00:00,9,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.08.31 10:00:00,10,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.08.31 15:00:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.01 13:00:00,13,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.09.01 14:30:00,14,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.01 15:00:00,15,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.02 07:30:00,7,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.02 10:00:00,10,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.02 15:00:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.05 05:30:00,5,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.06 00:30:00,0,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.06 01:00:00,1,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.06 13:00:00,13,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.09.06 14:00:00,14,False,ORDER_SEND_OK,entered,GUARD_BLOCK,own_position_exists,True
2022.09.07 00:30:00,0,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.07 15:00:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.07 17:00:00,17,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.07 17:30:00,17,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.08 15:00:00,15,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.09 00:30:00,0,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.09 01:00:00,1,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.09 01:30:00,1,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.09 02:30:00,2,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.09 03:30:00,3,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.11 21:35:00,21,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.11 22:00:00,22,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.12 07:00:00,7,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.12 07:30:00,7,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.12 08:00:00,8,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.12 09:00:00,9,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.13 10:00:00,10,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.13 11:00:00,11,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.13 13:00:00,13,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.09.13 13:30:00,13,True,GUARD_BLOCK,blocked_entry_hour,GUARD_BLOCK,own_position_exists,True
2022.09.15 05:30:00,5,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.15 13:00:00,13,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.16 08:00:00,8,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.16 09:00:00,9,False,GUARD_BLOCK,own_position_exists,GUARD_BLOCK,own_position_exists,False
2022.09.16 15:00:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.19 06:00:00,6,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.09.19 07:00:00,7,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.09.20 00:30:00,0,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.20 12:00:00,12,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.20 12:30:00,12,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.20 13:30:00,13,True,GUARD_BLOCK,blocked_entry_hour,GUARD_BLOCK,own_position_exists,True
2022.09.21 06:00:00,6,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.09.21 06:30:00,6,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.09.21 07:00:00,7,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.09.21 07:30:00,7,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.09.21 08:30:00,8,False,ORDER_SEND_OK,entered,GUARD_BLOCK,own_position_exists,True
2022.09.21 18:30:00,18,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.23 07:30:00,7,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.09.23 08:00:00,8,False,ORDER_SEND_OK,entered,GUARD_BLOCK,own_position_exists,True
2022.09.23 08:30:00,8,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.23 09:00:00,9,False,GUARD_BLOCK,own_position_exists,GUARD_BLOCK,own_position_exists,False
2022.09.23 15:00:00,15,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.23 18:00:00,18,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.23 19:00:00,19,False,GUARD_BLOCK,own_position_exists,GUARD_BLOCK,own_position_exists,False
2022.09.26 01:00:00,1,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.28 01:30:00,1,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.28 03:00:00,3,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.09.28 15:00:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.28 16:00:00,16,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.28 17:00:00,17,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.28 17:30:00,17,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.29 11:30:00,11,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.29 15:00:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.09.30 12:00:00,12,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.10.04 06:30:00,6,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.04 07:00:00,7,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.04 15:00:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.04 15:30:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.05 12:00:00,12,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.10.05 13:30:00,13,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.10.05 14:30:00,14,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.10.06 12:30:00,12,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.10.06 13:30:00,13,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.10.06 16:00:00,16,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.10.07 06:30:00,6,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.10.07 13:00:00,13,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.10.07 14:00:00,14,False,ORDER_SEND_OK,entered,GUARD_BLOCK,own_position_exists,True
2022.10.10 06:00:00,6,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.10.10 08:00:00,8,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.10.10 08:30:00,8,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.10.11 11:30:00,11,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.11 16:00:00,16,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.13 09:30:00,9,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.13 12:00:00,12,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.14 02:00:00,2,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.14 09:30:00,9,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.10.17 13:30:00,13,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.17 14:30:00,14,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.17 15:00:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.17 16:00:00,16,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.18 04:30:00,4,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.19 07:00:00,7,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.10.19 10:30:00,10,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.10.19 11:00:00,11,False,ORDER_SEND_OK,entered,GUARD_BLOCK,own_position_exists,True
2022.10.20 11:00:00,11,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.20 12:30:00,12,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.20 14:30:00,14,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.21 12:30:00,12,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.10.21 16:00:00,16,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.24 15:00:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.25 01:00:00,1,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.25 13:30:00,13,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.25 14:00:00,14,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.25 14:30:00,14,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.25 15:00:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.25 15:30:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.26 06:30:00,6,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.26 07:00:00,7,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.26 07:30:00,7,True,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.26 08:00:00,8,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.26 09:00:00,9,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.26 15:30:00,15,False,GUARD_BLOCK,direction_mode_block,GUARD_BLOCK,direction_mode_block,False
2022.10.27 10:00:00,10,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.10.27 12:30:00,12,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
2022.10.28 07:30:00,7,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.10.31 07:30:00,7,True,GUARD_BLOCK,blocked_entry_hour,ORDER_SEND_OK,entered,True
2022.10.31 12:00:00,12,False,ORDER_SEND_OK,entered,ORDER_SEND_OK,entered,False
