entry_time,entry_date,entry_hour,direction,entry_deal,volume,entry_price,exit_time,exit_deal,exit_price,price_profit,commission,swap,net,exit_comment,episode_id,signal_sequence,filled_entry_sequence
2025.11.14 10:30:00,2025-11-14,10,LONG,1894,0.01,1.16145,2025.11.14 12:09:37,1895,1.16242,0.97,0.0,0.0,0.97,tp 1.16242,1834,1,1
2025.11.21 10:30:00,2025-11-21,10,LONG,1906,0.01,1.15157,2025.11.21 12:05:37,1907,1.15031,-1.26,0.0,0.0,-1.26,sl 1.15031,1839,1,1
2025.12.17 06:30:00,2025-12-17,6,LONG,1912,0.01,1.17226,2025.12.17 06:55:05,1913,1.17153,-0.73,0.0,0.0,-0.73,sl 1.17154,1860,2,2
2025.12.17 07:00:00,2025-12-17,7,LONG,1914,0.01,1.17102,2025.12.17 08:28:27,1915,1.17172,0.7,0.0,0.0,0.7,tp 1.17172,1860,3,3
2025.12.31 07:30:00,2025-12-31,7,LONG,1926,0.01,1.17319,2025.12.31 07:42:54,1927,1.17369,0.5,0.0,0.0,0.5,tp 1.17369,1876,3,3
2026.01.02 10:00:00,2026-01-02,10,LONG,1936,0.01,1.17220,2026.01.02 14:47:38,1937,1.17297,0.77,0.0,0.0,0.77,tp 1.17297,1878,4,3
2026.01.05 13:00:00,2026-01-05,13,LONG,1942,0.01,1.16712,2026.01.05 14:10:28,1943,1.16816,1.04,0.0,0.0,1.04,tp 1.16816,1880,1,1
2026.01.09 07:30:00,2026-01-09,7,LONG,1952,0.01,1.16454,2026.01.09 07:58:42,1953,1.16504,0.5,0.0,0.0,0.5,tp 1.16504,1887,1,1
2026.01.15 07:30:00,2026-01-15,7,LONG,1958,0.01,1.16274,2026.01.15 08:21:35,1959,1.16331,0.57,0.0,0.0,0.57,tp 1.16331,1890,1,1
2026.01.15 13:30:00,2026-01-15,13,LONG,1960,0.01,1.16186,2026.01.15 13:31:37,1961,1.16086,-1.0,0.0,0.0,-1.0,sl 1.16086,1891,1,1
2026.02.02 13:30:00,2026-02-02,13,LONG,1984,0.01,1.18312,2026.02.02 14:11:59,1985,1.18120,-1.92,0.0,0.0,-1.92,sl 1.18122,1926,1,1
2026.02.02 14:30:00,2026-02-02,14,LONG,1986,0.01,1.18132,2026.02.02 14:53:37,1987,1.18292,1.6,0.0,0.0,1.6,tp 1.18292,1926,3,2
2026.02.13 07:30:00,2026-02-13,7,LONG,1996,0.01,1.18513,2026.02.13 07:53:35,1997,1.18579,0.66,0.0,0.0,0.66,tp 1.18579,1944,1,1
2026.02.16 13:00:00,2026-02-16,13,LONG,1998,0.01,1.18537,2026.02.16 14:24:38,1999,1.18604,0.67,0.0,0.0,0.67,tp 1.18603,1945,1,1
2026.02.17 07:30:00,2026-02-17,7,LONG,2002,0.01,1.18359,2026.02.17 07:50:36,2003,1.18296,-0.63,0.0,0.0,-0.63,sl 1.18296,1946,2,2
2026.02.19 13:30:00,2026-02-19,13,LONG,2018,0.01,1.17584,2026.02.19 14:22:37,2019,1.17463,-1.21,0.0,0.0,-1.21,sl 1.17463,1950,4,3
2026.03.02 06:30:00,2026-03-02,6,LONG,2042,0.01,1.17413,2026.03.02 07:05:40,2043,1.17241,-1.72,0.0,0.0,-1.72,sl 1.17242,1969,3,3
2026.03.02 07:30:00,2026-03-02,7,LONG,2044,0.01,1.17233,2026.03.02 07:50:39,2045,1.17061,-1.72,0.0,0.0,-1.72,sl 1.17062,1969,5,4
2026.03.03 06:00:00,2026-03-03,6,LONG,2050,0.01,1.16672,2026.03.03 07:32:59,2051,1.16532,-1.4,0.0,0.0,-1.4,sl 1.16535,1970,1,1
2026.03.03 10:00:00,2026-03-03,10,LONG,2058,0.01,1.16057,2026.03.03 11:09:38,2059,1.15875,-1.82,0.0,0.0,-1.82,sl 1.15875,1970,6,5
2026.03.05 06:00:00,2026-03-05,6,LONG,2062,0.01,1.15951,2026.03.05 06:49:37,2063,1.16057,1.06,0.0,0.0,1.06,tp 1.16057,1971,2,2
2026.03.06 10:00:00,2026-03-06,10,LONG,2068,0.01,1.15748,2026.03.06 10:29:42,2069,1.15848,1.0,0.0,0.0,1.0,tp 1.15848,1973,2,2
2026.03.13 07:00:00,2026-03-13,7,LONG,2078,0.01,1.14833,2026.03.13 07:16:31,2079,1.14732,-1.01,0.0,0.0,-1.01,sl 1.14732,1982,1,1
2026.03.13 07:30:00,2026-03-13,7,LONG,2080,0.01,1.14723,2026.03.13 07:47:29,2081,1.14613,-1.1,0.0,0.0,-1.1,sl 1.14613,1982,2,2
2026.03.23 10:00:00,2026-03-23,10,LONG,2094,0.01,1.14951,2026.03.23 11:05:20,2095,1.15094,1.43,0.0,0.0,1.43,tp 1.15094,1995,1,1
2026.04.23 10:30:00,2026-04-23,10,LONG,2140,0.01,1.16839,2026.04.23 11:52:05,2141,1.16923,0.84,0.0,0.0,0.84,tp 1.16915,2043,1,1
2026.04.28 06:00:00,2026-04-28,6,LONG,2144,0.01,1.17065,2026.04.28 06:38:30,2145,1.16997,-0.68,0.0,0.0,-0.68,sl 1.16997,2048,3,2
2026.04.28 07:00:00,2026-04-28,7,LONG,2146,0.01,1.16880,2026.04.28 07:16:59,2147,1.16954,0.74,0.0,0.0,0.74,tp 1.16952,2048,4,3
2026.05.04 10:30:00,2026-05-04,10,LONG,2152,0.01,1.17035,2026.05.04 13:35:04,2153,1.17154,1.19,0.0,0.0,1.19,tp 1.17154,2057,1,1
2026.05.13 06:30:00,2026-05-13,6,LONG,2166,0.01,1.17270,2026.05.13 06:51:46,2167,1.17204,-0.66,0.0,0.0,-0.66,sl 1.17205,2069,1,1
2026.05.13 07:00:00,2026-05-13,7,LONG,2168,0.01,1.17206,2026.05.13 07:37:40,2169,1.17136,-0.7,0.0,0.0,-0.7,sl 1.17137,2069,2,2
2026.05.15 06:00:00,2026-05-15,6,LONG,2184,0.01,1.16330,2026.05.15 06:06:36,2185,1.16401,0.71,0.0,0.0,0.71,tp 1.16401,2070,7,6
2026.05.19 13:30:00,2026-05-19,13,LONG,2194,0.01,1.16062,2026.05.19 14:04:59,2195,1.16161,0.99,0.0,0.0,0.99,tp 1.16159,2075,3,2
2026.05.21 07:30:00,2026-05-21,7,LONG,2200,0.01,1.15989,2026.05.21 07:53:28,2201,1.16075,0.86,0.0,0.0,0.86,tp 1.16075,2078,1,1
2026.06.01 13:30:00,2026-06-01,13,LONG,2212,0.01,1.16279,2026.06.01 13:50:39,2213,1.16169,-1.1,0.0,0.0,-1.1,sl 1.16169,2091,1,1
2026.06.03 06:00:00,2026-06-03,6,LONG,2218,0.01,1.16192,2026.06.03 06:23:33,2219,1.16131,-0.61,0.0,0.0,-0.61,sl 1.16132,2094,1,1
2026.06.03 13:00:00,2026-06-03,13,LONG,2220,0.01,1.16010,2026.06.03 14:57:41,2221,1.16101,0.91,0.0,0.0,0.91,tp 1.16100,2095,1,1
2026.06.05 13:00:00,2026-06-05,13,LONG,2222,0.01,1.15870,2026.06.05 13:01:41,2223,1.15974,1.04,0.0,0.0,1.04,tp 1.15974,2102,1,1
2026.06.11 10:30:00,2026-06-11,10,LONG,2232,0.01,1.15259,2026.06.11 11:03:26,2233,1.15340,0.81,0.0,0.0,0.81,tp 1.15340,2108,1,1
2026.06.17 10:30:00,2026-06-17,10,LONG,2240,0.01,1.15966,2026.06.17 11:29:39,2241,1.15892,-0.74,0.0,0.0,-0.74,sl 1.15892,2114,1,1
2026.06.24 07:30:00,2026-06-24,7,LONG,2272,0.01,1.13557,2026.06.24 08:12:36,2273,1.13467,-0.9,0.0,0.0,-0.9,sl 1.13467,2119,5,4
2026.06.24 10:30:00,2026-06-24,10,LONG,2274,0.01,1.13411,2026.06.24 12:40:30,2275,1.13296,-1.15,0.0,0.0,-1.15,sl 1.13296,2119,6,5
2026.06.24 13:00:00,2026-06-24,13,LONG,2276,0.01,1.13297,2026.06.24 13:32:28,2277,1.13409,1.12,0.0,0.0,1.12,tp 1.13409,2119,7,6
2026.07.01 07:30:00,2026-07-01,7,LONG,2284,0.01,1.13937,2026.07.01 07:55:14,2285,1.13996,0.59,0.0,0.0,0.59,tp 1.13996,2129,1,1
2026.07.01 10:00:00,2026-07-01,10,LONG,2286,0.01,1.13884,2026.07.01 10:31:34,2287,1.13958,0.74,0.0,0.0,0.74,tp 1.13958,2129,2,2
2026.07.01 13:00:00,2026-07-01,13,LONG,2290,0.01,1.13710,2026.07.01 13:26:38,2291,1.13807,0.97,0.0,0.0,0.97,tp 1.13807,2129,4,4
