entry_time,entry_date,entry_hour,direction,entry_deal,volume,entry_price,exit_time,exit_deal,exit_price,price_profit,commission,swap,net,exit_comment,episode_id,signal_sequence,filled_entry_sequence
2022.08.26 07:00:00,2022-08-26,7,LONG,110,0.01,0.99512,2022.08.26 07:25:25,111,0.99598,0.86,0.0,0.0,0.86,tp 0.99598,81,1,1
2022.08.31 10:00:00,2022-08-31,10,LONG,114,0.01,0.99804,2022.08.31 11:28:40,115,0.99974,1.7,0.0,0.0,1.7,tp 0.99974,92,2,2
2022.09.01 13:00:00,2022-09-01,13,LONG,116,0.01,0.99887,2022.09.01 14:00:39,117,0.99659,-2.28,0.0,0.0,-2.28,sl 0.99661,94,1,1
2022.09.06 13:00:00,2022-09-06,13,LONG,124,0.01,0.99006,2022.09.06 14:00:40,125,0.98751,-2.55,0.0,0.0,-2.55,sl 0.98751,101,1,1
2022.09.13 13:00:00,2022-09-13,13,LONG,130,0.01,1.00380,2022.09.13 15:20:59,131,1.00042,-3.38,0.0,0.0,-3.38,sl 1.00046,119,1,1
2022.09.19 06:00:00,2022-09-19,6,LONG,136,0.01,0.99813,2022.09.19 06:59:01,137,0.99701,-1.12,0.0,0.0,-1.12,sl 0.99701,124,1,1
2022.09.19 07:00:00,2022-09-19,7,LONG,138,0.01,0.99709,2022.09.19 07:36:37,139,0.99807,0.98,0.0,0.0,0.98,tp 0.99807,124,2,2
2022.09.21 06:00:00,2022-09-21,6,LONG,144,0.01,0.99511,2022.09.21 06:01:31,145,0.99392,-1.19,0.0,0.0,-1.19,sl 0.99394,126,4,3
2022.09.21 06:30:00,2022-09-21,6,LONG,146,0.01,0.99351,2022.09.21 06:32:05,147,0.99205,-1.46,0.0,0.0,-1.46,sl 0.99206,126,5,4
2022.09.21 07:00:00,2022-09-21,7,LONG,148,0.01,0.98979,2022.09.21 07:27:39,149,0.99129,1.5,0.0,0.0,1.5,tp 0.99129,126,6,5
2022.09.21 07:30:00,2022-09-21,7,LONG,150,0.01,0.99155,2022.09.21 14:57:26,151,0.98842,-3.13,0.0,0.0,-3.13,sl 0.98842,126,7,6
2022.09.23 07:30:00,2022-09-23,7,LONG,154,0.01,0.97848,2022.09.23 08:11:55,155,0.97664,-1.84,0.0,0.0,-1.84,sl 0.97665,127,1,1
2022.10.05 13:30:00,2022-10-05,13,LONG,172,0.01,0.98785,2022.10.05 14:01:41,173,0.98479,-3.06,0.0,0.0,-3.06,sl 0.98480,140,2,2
2022.10.06 13:30:00,2022-10-06,13,LONG,178,0.01,0.98332,2022.10.06 15:59:39,179,0.98052,-2.8,0.0,0.0,-2.8,sl 0.98052,141,2,2
2022.10.07 06:30:00,2022-10-07,6,LONG,182,0.01,0.97747,2022.10.07 07:00:40,183,0.97867,1.2,0.0,0.0,1.2,tp 0.97867,142,1,1
2022.10.07 13:00:00,2022-10-07,13,LONG,184,0.01,0.97502,2022.10.07 14:22:42,185,0.97735,2.33,0.0,0.0,2.33,tp 0.97735,143,1,1
2022.10.10 06:00:00,2022-10-10,6,LONG,186,0.01,0.97172,2022.10.10 06:07:38,187,0.97286,1.14,0.0,0.0,1.14,tp 0.97282,144,1,1
2022.10.19 07:00:00,2022-10-19,7,LONG,194,0.01,0.98223,2022.10.19 07:35:40,195,0.98325,1.02,0.0,0.0,1.02,tp 0.98325,156,1,1
2022.10.19 10:30:00,2022-10-19,10,LONG,196,0.01,0.97918,2022.10.19 11:10:12,197,0.97716,-2.02,0.0,0.0,-2.02,sl 0.97716,156,2,2
2022.10.27 10:00:00,2022-10-27,10,LONG,200,0.01,1.00385,2022.10.27 12:15:24,201,1.00208,-1.77,0.0,0.0,-1.77,sl 1.00208,175,1,1
2022.10.28 07:30:00,2022-10-28,7,LONG,204,0.01,0.99479,2022.10.28 08:04:40,205,0.99280,-1.99,0.0,0.0,-1.99,sl 0.99280,176,1,1
2022.10.31 07:30:00,2022-10-31,7,LONG,206,0.01,0.99194,2022.10.31 08:06:56,207,0.99321,1.27,0.0,0.0,1.27,tp 0.99321,177,1,1
2022.11.03 06:30:00,2022-11-03,6,LONG,212,0.01,0.97805,2022.11.03 07:28:29,213,0.97647,-1.58,0.0,0.0,-1.58,sl 0.97647,182,1,1
2022.11.03 07:30:00,2022-11-03,7,LONG,214,0.01,0.97684,2022.11.03 08:20:30,215,0.97509,-1.75,0.0,0.0,-1.75,sl 0.97512,182,2,2
2022.11.17 10:00:00,2022-11-17,10,LONG,224,0.01,1.03381,2022.11.17 12:06:41,225,1.03159,-2.22,0.0,0.0,-2.22,sl 1.03159,207,1,1
2022.11.17 13:00:00,2022-11-17,13,LONG,226,0.01,1.03125,2022.11.17 13:40:39,227,1.03367,2.42,0.0,0.0,2.42,tp 1.03367,207,2,2
2022.11.21 06:00:00,2022-11-21,6,LONG,232,0.01,1.02594,2022.11.21 08:10:25,233,1.02402,-1.92,0.0,0.0,-1.92,sl 1.02402,208,4,3
2023.01.03 07:00:00,2023-01-03,7,LONG,254,0.01,1.06239,2023.01.03 07:04:55,255,1.06066,-1.73,0.0,0.0,-1.73,sl 1.06067,260,1,1
2023.01.03 07:30:00,2023-01-03,7,LONG,256,0.01,1.05764,2023.01.03 07:52:39,257,1.05551,-2.13,0.0,0.0,-2.13,sl 1.05552,260,2,2
2023.01.05 13:00:00,2023-01-05,13,LONG,262,0.01,1.05529,2023.01.05 14:05:41,263,1.05305,-2.24,0.0,0.0,-2.24,sl 1.05305,264,2,2
2023.01.13 13:00:00,2023-01-13,13,LONG,268,0.01,1.07939,2023.01.13 13:49:40,269,1.08118,1.79,0.0,0.0,1.79,tp 1.08117,277,1,1
2023.01.16 07:30:00,2023-01-16,7,LONG,270,0.01,1.08104,2023.01.16 08:38:59,271,1.08235,1.31,0.0,0.0,1.31,tp 1.08233,281,1,1
2023.01.23 13:30:00,2023-01-23,13,LONG,274,0.01,1.08526,2023.01.23 15:02:56,275,1.08694,1.68,0.0,0.0,1.68,tp 1.08694,291,1,1
2023.01.27 13:30:00,2023-01-27,13,LONG,282,0.01,1.08508,2023.01.27 13:42:31,283,1.08639,1.31,0.0,0.0,1.31,tp 1.08638,296,1,1
2023.01.31 07:30:00,2023-01-31,7,LONG,290,0.01,1.08226,2023.01.31 07:41:17,291,1.08097,-1.29,0.0,0.0,-1.29,sl 1.08097,300,3,3
2023.02.02 13:00:00,2023-02-02,13,LONG,294,0.01,1.09457,2023.02.02 13:37:15,295,1.09180,-2.77,0.0,0.0,-2.77,sl 1.09183,305,1,1
2023.02.03 13:00:00,2023-02-03,13,LONG,298,0.01,1.08399,2023.02.03 13:36:38,299,1.08620,2.21,0.0,0.0,2.21,tp 1.08620,308,1,1
2023.02.06 07:00:00,2023-02-06,7,LONG,300,0.01,1.07802,2023.02.06 07:36:27,301,1.07901,0.99,0.0,0.0,0.99,tp 1.07900,309,1,1
2023.02.06 10:30:00,2023-02-06,10,LONG,304,0.01,1.07614,2023.02.06 11:36:05,305,1.07747,1.33,0.0,0.0,1.33,tp 1.07746,309,3,3
2023.02.07 07:30:00,2023-02-07,7,LONG,308,0.01,1.07109,2023.02.07 07:40:38,309,1.07219,1.1,0.0,0.0,1.1,tp 1.07219,310,1,1
2023.02.15 13:00:00,2023-02-15,13,LONG,328,0.01,1.06832,2023.02.15 16:32:29,329,1.06646,-1.86,0.0,0.0,-1.86,sl 1.06646,326,2,2
2023.02.16 13:30:00,2023-02-16,13,LONG,330,0.01,1.06650,2023.02.16 14:38:40,331,1.06820,1.7,0.0,0.0,1.7,tp 1.06818,328,1,1
2023.02.22 10:00:00,2023-02-22,10,LONG,340,0.01,1.06251,2023.02.22 10:06:15,341,1.06352,1.01,0.0,0.0,1.01,tp 1.06352,334,2,2
2023.02.24 13:00:00,2023-02-24,13,LONG,350,0.01,1.05540,2023.02.24 13:24:41,351,1.05377,-1.63,0.0,0.0,-1.63,sl 1.05377,338,2,2
2023.02.24 13:30:00,2023-02-24,13,LONG,352,0.01,1.05393,2023.02.24 13:34:42,353,1.05537,1.44,0.0,0.0,1.44,tp 1.05531,338,3,3
2023.03.02 10:00:00,2023-03-02,10,LONG,354,0.01,1.06141,2023.03.02 10:08:34,355,1.06252,1.11,0.0,0.0,1.11,tp 1.06252,344,1,1
2023.03.02 13:00:00,2023-03-02,13,LONG,358,0.01,1.05860,2023.03.02 13:15:30,359,1.06014,1.54,0.0,0.0,1.54,tp 1.06013,344,3,3
2023.03.14 06:30:00,2023-03-14,6,LONG,368,0.01,1.06835,2023.03.14 07:13:27,369,1.06945,1.1,0.0,0.0,1.1,tp 1.06945,357,1,1
2023.03.15 10:00:00,2023-03-15,10,LONG,374,0.01,1.06269,2023.03.15 10:20:40,375,1.06034,-2.35,0.0,0.0,-2.35,sl 1.06035,359,4,3
2023.03.15 10:30:00,2023-03-15,10,LONG,376,0.01,1.06011,2023.03.15 11:09:04,377,1.05737,-2.74,0.0,0.0,-2.74,sl 1.05737,359,5,4
2023.03.15 11:30:00,2023-03-15,11,LONG,378,0.01,1.05745,2023.03.15 12:05:41,379,1.05432,-3.13,0.0,0.0,-3.13,sl 1.05433,359,7,5
2023.03.15 12:30:00,2023-03-15,12,LONG,380,0.01,1.05235,2023.03.15 12:54:41,381,1.05536,3.01,0.0,0.0,3.01,tp 1.05535,359,9,6
2023.03.20 07:30:00,2023-03-20,7,LONG,382,0.01,1.06319,2023.03.20 07:43:05,383,1.06479,1.6,0.0,0.0,1.6,tp 1.06479,364,1,1
2023.03.24 07:30:00,2023-03-24,7,LONG,386,0.01,1.07870,2023.03.24 07:43:28,387,1.07720,-1.5,0.0,0.0,-1.5,sl 1.07721,376,1,1
2023.03.29 07:00:00,2023-03-29,7,LONG,390,0.01,1.08228,2023.03.29 07:25:16,391,1.08304,0.76,0.0,0.0,0.76,tp 1.08304,382,1,1
2023.04.10 13:00:00,2023-04-10,13,LONG,406,0.01,1.08491,2023.04.10 14:00:39,407,1.08326,-1.65,0.0,0.0,-1.65,sl 1.08326,401,2,2
2023.04.14 13:00:00,2023-04-14,13,LONG,408,0.01,1.10343,2023.04.14 14:00:24,409,1.10170,-1.73,0.0,0.0,-1.73,sl 1.10171,418,1,1
2023.04.17 13:00:00,2023-04-17,13,LONG,418,0.01,1.09538,2023.04.17 13:46:38,419,1.09373,-1.65,0.0,0.0,-1.65,sl 1.09374,420,1,1
2023.04.19 10:00:00,2023-04-19,10,LONG,426,0.01,1.09303,2023.04.19 12:42:20,427,1.09434,1.31,0.0,0.0,1.31,tp 1.09434,425,2,2
2023.04.21 07:00:00,2023-04-21,7,LONG,428,0.01,1.09420,2023.04.21 07:15:40,429,1.09487,0.67,0.0,0.0,0.67,tp 1.09487,426,1,1
2023.04.27 13:00:00,2023-04-27,13,LONG,434,0.01,1.10132,2023.04.27 23:33:24,435,1.10304,1.72,0.0,0.0,1.72,tp 1.10303,440,1,1
2023.05.04 13:00:00,2023-05-04,13,LONG,444,0.01,1.10095,2023.05.04 13:03:39,445,1.10284,1.89,0.0,0.0,1.89,tp 1.10284,454,1,1
2023.05.05 13:00:00,2023-05-05,13,LONG,450,0.01,1.09761,2023.05.05 13:15:30,451,1.09907,1.46,0.0,0.0,1.46,tp 1.09907,455,2,2
2023.05.05 13:30:00,2023-05-05,13,LONG,452,0.01,1.09862,2023.05.05 14:23:50,453,1.10018,1.56,0.0,0.0,1.56,tp 1.10018,455,3,3
2023.05.09 13:00:00,2023-05-09,13,LONG,460,0.01,1.09502,2023.05.09 13:54:25,461,1.09615,1.13,0.0,0.0,1.13,tp 1.09615,458,3,3
2023.05.11 07:00:00,2023-05-11,7,LONG,464,0.01,1.09306,2023.05.11 12:30:26,465,1.09410,1.04,0.0,0.0,1.04,tp 1.09410,461,1,1
2023.05.17 06:00:00,2023-05-17,6,LONG,470,0.01,1.08533,2023.05.17 06:25:26,471,1.08588,0.55,0.0,0.0,0.55,tp 1.08587,465,1,1
2023.05.17 07:00:00,2023-05-17,7,LONG,472,0.01,1.08540,2023.05.17 07:10:16,473,1.08614,0.74,0.0,0.0,0.74,tp 1.08609,465,2,2
2023.05.18 07:30:00,2023-05-18,7,LONG,478,0.01,1.08211,2023.05.18 07:56:37,479,1.08114,-0.97,0.0,0.0,-0.97,sl 1.08115,466,1,1
2023.05.18 13:00:00,2023-05-18,13,LONG,482,0.01,1.07903,2023.05.18 14:40:13,483,1.07739,-1.64,0.0,0.0,-1.64,sl 1.07739,466,3,3
2023.05.18 15:00:00,2023-05-18,15,LONG,484,0.01,1.07694,2023.05.19 06:14:40,485,1.07828,1.34,0.0,-0.11,1.23,tp 1.07828,466,5,4
2023.05.23 07:30:00,2023-05-23,7,LONG,486,0.01,1.07898,2023.05.23 07:32:36,487,1.07978,0.8,0.0,0.0,0.8,tp 1.07978,469,1,1
2023.05.23 10:00:00,2023-05-23,10,LONG,488,0.01,1.07815,2023.05.23 12:32:28,489,1.07673,-1.42,0.0,0.0,-1.42,sl 1.07673,469,2,2
2023.05.23 13:00:00,2023-05-23,13,LONG,490,0.01,1.07641,2023.05.23 13:17:39,491,1.07781,1.4,0.0,0.0,1.4,tp 1.07781,469,4,3
2023.05.24 10:30:00,2023-05-24,10,LONG,492,0.01,1.07525,2023.05.24 11:12:46,493,1.07633,1.08,0.0,0.0,1.08,tp 1.07633,470,1,1
2023.05.25 07:30:00,2023-05-25,7,LONG,496,0.01,1.07246,2023.05.25 07:54:39,497,1.07144,-1.02,0.0,0.0,-1.02,sl 1.07144,471,2,2
2023.05.30 07:30:00,2023-05-30,7,LONG,506,0.01,1.06776,2023.05.30 07:57:27,507,1.06889,1.13,0.0,0.0,1.13,tp 1.06889,478,2,2
2023.06.05 13:00:00,2023-06-05,13,LONG,518,0.01,1.06788,2023.06.05 13:48:59,519,1.06892,1.04,0.0,0.0,1.04,tp 1.06892,489,1,1
2023.06.06 10:30:00,2023-06-06,10,LONG,522,0.01,1.06860,2023.06.06 10:53:37,523,1.06965,1.05,0.0,0.0,1.05,tp 1.06964,490,2,2
2023.06.07 06:30:00,2023-06-07,6,LONG,526,0.01,1.06782,2023.06.07 07:10:40,527,1.06701,-0.81,0.0,0.0,-0.81,sl 1.06702,491,1,1
2023.06.09 10:00:00,2023-06-09,10,LONG,528,0.01,1.07585,2023.06.09 11:13:36,529,1.07664,0.79,0.0,0.0,0.79,tp 1.07662,501,1,1
2023.06.19 10:00:00,2023-06-19,10,LONG,532,0.01,1.09109,2023.06.19 10:59:48,533,1.09192,0.83,0.0,0.0,0.83,tp 1.09192,526,1,1
2023.06.23 07:30:00,2023-06-23,7,LONG,544,0.01,1.08794,2023.06.23 07:30:17,545,1.08662,-1.32,0.0,0.0,-1.32,sl 1.08663,537,6,4
2023.07.03 07:30:00,2023-07-03,7,LONG,562,0.01,1.08808,2023.07.03 09:03:39,563,1.08895,0.87,0.0,0.0,0.87,tp 1.08894,552,1,1
2023.07.20 13:00:00,2023-07-20,13,LONG,582,0.01,1.11833,2023.07.20 14:09:40,583,1.11677,-1.56,0.0,0.0,-1.56,sl 1.11677,589,2,2
2023.07.21 10:30:00,2023-07-21,10,LONG,590,0.01,1.11241,2023.07.21 12:56:25,591,1.11335,0.94,0.0,0.0,0.94,tp 1.11335,590,2,2
2023.07.25 10:00:00,2023-07-25,10,LONG,598,0.01,1.10428,2023.07.25 13:13:42,599,1.10288,-1.4,0.0,0.0,-1.4,sl 1.10293,592,2,2
2023.07.25 13:30:00,2023-07-25,13,LONG,600,0.01,1.10276,2023.07.25 13:44:29,601,1.10400,1.24,0.0,0.0,1.24,tp 1.10397,592,4,3
2023.07.27 13:00:00,2023-07-27,13,LONG,602,0.01,1.10595,2023.07.27 13:03:42,603,1.10361,-2.34,0.0,0.0,-2.34,sl 1.10361,600,1,1
2023.07.27 13:30:00,2023-07-27,13,LONG,604,0.01,1.10252,2023.07.27 13:40:41,605,1.09968,-2.84,0.0,0.0,-2.84,sl 1.09983,600,2,2
2023.07.28 07:30:00,2023-07-28,7,LONG,610,0.01,1.09578,2023.07.28 09:48:24,611,1.09747,1.69,0.0,0.0,1.69,tp 1.09747,602,1,1
2023.08.01 07:30:00,2023-08-01,7,LONG,614,0.01,1.09767,2023.08.01 07:46:42,615,1.09854,0.87,0.0,0.0,0.87,tp 1.09854,606,1,1
2023.08.02 13:00:00,2023-08-02,13,LONG,618,0.01,1.09603,2023.08.02 14:05:41,619,1.09443,-1.6,0.0,0.0,-1.6,sl 1.09445,608,1,1
2023.08.07 06:30:00,2023-08-07,6,LONG,624,0.01,1.09756,2023.08.07 07:12:29,625,1.09834,0.78,0.0,0.0,0.78,tp 1.09833,615,1,1
2023.08.07 10:00:00,2023-08-07,10,LONG,626,0.01,1.09669,2023.08.07 11:11:25,627,1.09763,0.94,0.0,0.0,0.94,tp 1.09762,615,2,2
2023.08.08 10:30:00,2023-08-08,10,LONG,630,0.01,1.09647,2023.08.08 11:02:15,631,1.09506,-1.41,0.0,0.0,-1.41,sl 1.09506,617,1,1
2023.08.08 11:30:00,2023-08-08,11,LONG,632,0.01,1.09485,2023.08.08 13:56:36,633,1.09334,-1.51,0.0,0.0,-1.51,sl 1.09335,617,3,2
2023.08.14 13:00:00,2023-08-14,13,LONG,640,0.01,1.09067,2023.08.14 13:23:35,641,1.08907,-1.6,0.0,0.0,-1.6,sl 1.08907,625,2,2
2023.08.14 13:30:00,2023-08-14,13,LONG,642,0.01,1.08878,2023.08.14 14:16:32,643,1.09020,1.42,0.0,0.0,1.42,tp 1.09015,625,3,3
2023.08.22 13:00:00,2023-08-22,13,LONG,652,0.01,1.08666,2023.08.22 13:46:15,653,1.08502,-1.64,0.0,0.0,-1.64,sl 1.08502,638,1,1
2023.08.24 13:00:00,2023-08-24,13,LONG,660,0.01,1.08215,2023.08.24 13:26:37,661,1.08327,1.12,0.0,0.0,1.12,tp 1.08327,640,1,1
2023.08.24 13:30:00,2023-08-24,13,LONG,662,0.01,1.08294,2023.08.24 13:54:41,663,1.08416,1.22,0.0,0.0,1.22,tp 1.08416,640,2,2
2023.08.31 07:30:00,2023-08-31,7,LONG,668,0.01,1.08978,2023.08.31 08:07:36,669,1.08882,-0.96,0.0,0.0,-0.96,sl 1.08882,651,1,1
2023.09.01 06:30:00,2023-09-01,6,LONG,672,0.01,1.08304,2023.09.01 06:47:29,673,1.08382,0.78,0.0,0.0,0.78,tp 1.08381,652,1,1
2023.09.05 06:30:00,2023-09-05,6,LONG,676,0.01,1.07682,2023.09.05 06:35:38,677,1.07587,-0.95,0.0,0.0,-0.95,sl 1.07587,654,1,1
2023.09.05 07:30:00,2023-09-05,7,LONG,678,0.01,1.07619,2023.09.05 08:15:39,679,1.07510,-1.09,0.0,0.0,-1.09,sl 1.07510,654,2,2
2023.09.07 13:00:00,2023-09-07,13,LONG,686,0.01,1.06937,2023.09.07 13:41:15,687,1.07043,1.06,0.0,0.0,1.06,tp 1.07039,657,1,1
2023.09.12 07:30:00,2023-09-12,7,LONG,690,0.01,1.07273,2023.09.12 07:49:31,691,1.07167,-1.06,0.0,0.0,-1.06,sl 1.07167,663,1,1
2023.09.14 13:00:00,2023-09-14,13,LONG,698,0.01,1.06774,2023.09.14 13:15:05,699,1.06963,1.89,0.0,0.0,1.89,tp 1.06953,666,2,2
2023.09.22 07:30:00,2023-09-22,7,LONG,702,0.01,1.06232,2023.09.22 07:30:15,703,1.06343,1.11,0.0,0.0,1.11,tp 1.06343,675,1,1
2023.09.25 13:30:00,2023-09-25,13,LONG,706,0.01,1.06109,2023.09.25 13:44:34,707,1.05967,-1.42,0.0,0.0,-1.42,sl 1.05967,676,3,2
2023.09.26 07:00:00,2023-09-26,7,LONG,714,0.01,1.05723,2023.09.26 07:24:05,715,1.05797,0.74,0.0,0.0,0.74,tp 1.05796,678,1,1
2023.09.27 13:30:00,2023-09-27,13,LONG,720,0.01,1.05304,2023.09.27 13:53:43,721,1.05151,-1.53,0.0,0.0,-1.53,sl 1.05151,680,2,2
2023.10.02 10:00:00,2023-10-02,10,LONG,724,0.01,1.05396,2023.10.02 12:53:26,725,1.05264,-1.32,0.0,0.0,-1.32,sl 1.05264,687,1,1
2023.10.06 13:00:00,2023-10-06,13,LONG,728,0.01,1.04964,2023.10.06 13:15:42,729,1.05119,1.55,0.0,0.0,1.55,tp 1.05118,695,1,1
2023.10.12 13:00:00,2023-10-12,13,LONG,732,0.01,1.05820,2023.10.12 13:32:35,733,1.05659,-1.61,0.0,0.0,-1.61,sl 1.05659,703,1,1
2023.10.13 10:30:00,2023-10-13,10,LONG,736,0.01,1.05216,2023.10.13 12:23:41,737,1.05314,0.98,0.0,0.0,0.98,tp 1.05314,704,1,1
2023.10.17 07:00:00,2023-10-17,7,LONG,740,0.01,1.05372,2023.10.17 07:07:02,741,1.05433,0.61,0.0,0.0,0.61,tp 1.05433,707,1,1
2023.10.25 07:30:00,2023-10-25,7,LONG,748,0.01,1.05825,2023.10.25 08:00:33,749,1.05896,0.71,0.0,0.0,0.71,tp 1.05895,729,1,1
2023.10.30 07:30:00,2023-10-30,7,LONG,758,0.01,1.05482,2023.10.30 07:41:05,759,1.05537,0.55,0.0,0.0,0.55,tp 1.05537,733,1,1
2023.11.01 10:30:00,2023-11-01,10,LONG,762,0.01,1.05425,2023.11.01 11:15:41,763,1.05511,0.86,0.0,0.0,0.86,tp 1.05503,741,4,1
2023.11.07 06:00:00,2023-11-07,6,LONG,766,0.01,1.07006,2023.11.07 06:30:59,767,1.06940,-0.66,0.0,0.0,-0.66,sl 1.06940,755,1,1
2023.11.07 10:00:00,2023-11-07,10,LONG,772,0.01,1.06818,2023.11.07 10:38:29,773,1.06705,-1.13,0.0,0.0,-1.13,sl 1.06706,755,5,4
2023.11.08 06:30:00,2023-11-08,6,LONG,774,0.01,1.06771,2023.11.08 06:54:33,775,1.06834,0.63,0.0,0.0,0.63,tp 1.06833,756,1,1
2023.11.09 10:00:00,2023-11-09,10,LONG,780,0.01,1.06869,2023.11.09 12:23:16,781,1.06948,0.79,0.0,0.0,0.79,tp 1.06948,759,1,1
2023.11.28 07:00:00,2023-11-28,7,LONG,796,0.01,1.09360,2023.11.28 07:04:04,797,1.09415,0.55,0.0,0.0,0.55,tp 1.09415,788,1,1
2023.11.30 07:00:00,2023-11-30,7,LONG,798,0.01,1.09517,2023.11.30 07:32:33,799,1.09404,-1.13,0.0,0.0,-1.13,sl 1.09404,791,1,1
2023.12.04 07:00:00,2023-12-04,7,LONG,814,0.01,1.08548,2023.12.04 07:05:34,815,1.08631,0.83,0.0,0.0,0.83,tp 1.08630,793,1,1
2023.12.04 13:30:00,2023-12-04,13,LONG,816,0.01,1.08229,2023.12.04 13:47:05,817,1.08392,1.63,0.0,0.0,1.63,tp 1.08392,794,1,1
2023.12.05 06:30:00,2023-12-05,6,LONG,820,0.01,1.08101,2023.12.05 07:30:34,821,1.08183,0.82,0.0,0.0,0.82,tp 1.08182,795,1,1
2023.12.08 13:00:00,2023-12-08,13,LONG,826,0.01,1.07480,2023.12.08 14:00:40,827,1.07677,1.97,0.0,0.0,1.97,tp 1.07676,800,1,1
2023.12.15 13:00:00,2023-12-15,13,LONG,830,0.01,1.09171,2023.12.15 17:44:21,831,1.08947,-2.24,0.0,0.0,-2.24,sl 1.08947,813,2,2
2023.12.20 10:30:00,2023-12-20,10,LONG,834,0.01,1.09409,2023.12.20 12:30:40,835,1.09515,1.06,0.0,0.0,1.06,tp 1.09515,818,1,1
2023.12.28 13:00:00,2023-12-28,13,LONG,836,0.01,1.10735,2023.12.28 13:13:31,837,1.10887,1.52,0.0,0.0,1.52,tp 1.10886,835,1,1
2024.01.02 10:30:00,2024-01-02,10,LONG,840,0.01,1.09806,2024.01.02 11:21:42,841,1.09611,-1.95,0.0,0.0,-1.95,sl 1.09615,837,1,1
2024.01.02 12:00:00,2024-01-02,12,LONG,842,0.01,1.09541,2024.01.03 09:16:30,843,1.09330,-2.11,0.0,-0.11,-2.2199999999999998,sl 1.09330,837,3,2
2024.01.05 07:30:00,2024-01-05,7,LONG,850,0.01,1.09170,2024.01.05 07:53:39,851,1.09081,-0.89,0.0,0.0,-0.89,sl 1.09086,842,3,2
2024.01.11 13:00:00,2024-01-11,13,LONG,856,0.01,1.09401,2024.01.11 13:16:42,857,1.09545,1.44,0.0,0.0,1.44,tp 1.09540,849,1,1
