trade_index,trade_entry_time_utc,trade_side,oracle_entry_time_utc,oracle_trade_number,absolute_difference_minutes,walk_forward_window
63,2023-03-08 00:05:00+00:00,LONG,2023-03-08 00:15:00+00:00,2,10.0,validation_2023
64,2023-03-08 00:10:00+00:00,LONG,2023-03-08 00:25:00+00:00,3,15.0,validation_2023
65,2023-03-08 00:15:00+00:00,LONG,2023-03-08 00:30:00+00:00,4,15.0,validation_2023
74,2023-03-22 00:00:00+00:00,SHORT,2023-03-22 00:05:00+00:00,1,5.0,validation_2023
77,2023-03-22 00:15:00+00:00,LONG,2023-03-22 00:25:00+00:00,2,10.0,validation_2023
83,2023-03-29 00:00:00+00:00,LONG,2023-03-29 00:00:00+00:00,1,0.0,validation_2023
84,2023-03-29 00:05:00+00:00,SHORT,2023-03-29 00:05:00+00:00,2,0.0,validation_2023
105,2023-04-13 00:00:00+00:00,SHORT,2023-04-13 00:00:00+00:00,1,0.0,validation_2023
106,2023-04-13 00:05:00+00:00,SHORT,2023-04-13 00:05:00+00:00,2,0.0,validation_2023
107,2023-04-13 00:10:00+00:00,LONG,2023-04-13 00:10:00+00:00,3,0.0,validation_2023
108,2023-04-13 00:15:00+00:00,LONG,2023-04-13 00:15:00+00:00,4,0.0,validation_2023
113,2023-04-17 00:05:00+00:00,LONG,2023-04-17 00:00:00+00:00,1,5.0,validation_2023
114,2023-04-17 00:10:00+00:00,LONG,2023-04-17 00:10:00+00:00,2,0.0,validation_2023
116,2023-04-17 00:20:00+00:00,SHORT,2023-04-17 00:25:00+00:00,3,5.0,validation_2023
121,2023-04-21 00:05:00+00:00,LONG,2023-04-21 00:15:00+00:00,1,10.0,validation_2023
122,2023-04-21 00:10:00+00:00,LONG,2023-04-21 00:20:00+00:00,2,10.0,validation_2023
123,2023-04-21 00:20:00+00:00,LONG,2023-04-21 00:25:00+00:00,3,5.0,validation_2023
124,2023-04-21 00:25:00+00:00,LONG,2023-04-21 00:30:00+00:00,4,5.0,validation_2023
134,2023-05-01 00:05:00+00:00,SHORT,2023-05-01 00:05:00+00:00,1,0.0,validation_2023
135,2023-05-01 00:10:00+00:00,SHORT,2023-05-01 00:10:00+00:00,2,0.0,validation_2023
138,2023-05-08 00:05:00+00:00,LONG,2023-05-08 00:05:00+00:00,2,0.0,validation_2023
143,2023-05-11 00:00:00+00:00,LONG,2023-05-11 00:00:00+00:00,1,0.0,validation_2023
144,2023-05-11 00:05:00+00:00,LONG,2023-05-11 00:05:00+00:00,2,0.0,validation_2023
147,2023-05-12 00:00:00+00:00,LONG,2023-05-12 00:00:00+00:00,1,0.0,validation_2023
148,2023-05-12 00:05:00+00:00,LONG,2023-05-12 00:05:00+00:00,2,0.0,validation_2023
151,2023-05-15 00:05:00+00:00,SHORT,2023-05-15 00:10:00+00:00,1,5.0,validation_2023
153,2023-05-15 00:20:00+00:00,LONG,2023-05-15 00:20:00+00:00,2,0.0,validation_2023
154,2023-05-15 00:25:00+00:00,LONG,2023-05-15 00:25:00+00:00,3,0.0,validation_2023
156,2023-05-31 00:05:00+00:00,LONG,2023-05-31 00:10:00+00:00,1,5.0,validation_2023
157,2023-05-31 00:10:00+00:00,LONG,2023-05-31 00:15:00+00:00,2,5.0,validation_2023
158,2023-05-31 00:15:00+00:00,LONG,2023-05-31 00:20:00+00:00,3,5.0,validation_2023
162,2023-06-01 00:15:00+00:00,SHORT,2023-06-01 00:15:00+00:00,3,0.0,validation_2023
171,2023-06-12 00:00:00+00:00,SHORT,2023-06-12 00:00:00+00:00,1,0.0,validation_2023
172,2023-06-12 00:05:00+00:00,SHORT,2023-06-12 00:05:00+00:00,2,0.0,validation_2023
175,2023-06-13 00:05:00+00:00,SHORT,2023-06-13 00:15:00+00:00,2,10.0,validation_2023
182,2023-06-15 00:00:00+00:00,SHORT,2023-06-15 00:00:00+00:00,1,0.0,validation_2023
183,2023-06-15 00:05:00+00:00,SHORT,2023-06-15 00:05:00+00:00,2,0.0,validation_2023
184,2023-06-15 00:10:00+00:00,SHORT,2023-06-15 00:10:00+00:00,3,0.0,validation_2023
190,2023-06-28 00:00:00+00:00,SHORT,2023-06-28 00:10:00+00:00,1,10.0,validation_2023
191,2023-06-28 00:05:00+00:00,SHORT,2023-06-28 00:15:00+00:00,2,10.0,validation_2023
192,2023-06-28 00:10:00+00:00,SHORT,2023-06-28 00:20:00+00:00,3,10.0,validation_2023
193,2023-06-28 00:15:00+00:00,SHORT,2023-06-28 00:25:00+00:00,4,10.0,validation_2023
204,2023-07-07 00:20:00+00:00,LONG,2023-07-07 00:35:00+00:00,4,15.0,validation_2023
207,2023-07-10 00:00:00+00:00,SHORT,2023-07-10 00:00:00+00:00,1,0.0,validation_2023
209,2023-07-10 00:10:00+00:00,LONG,2023-07-10 00:20:00+00:00,2,10.0,validation_2023
210,2023-07-10 00:15:00+00:00,LONG,2023-07-10 00:25:00+00:00,3,10.0,validation_2023
219,2023-07-21 00:00:00+00:00,LONG,2023-07-21 00:05:00+00:00,1,5.0,validation_2023
223,2023-08-07 00:05:00+00:00,LONG,2023-08-07 00:05:00+00:00,2,0.0,validation_2023
224,2023-08-07 00:10:00+00:00,SHORT,2023-08-07 00:25:00+00:00,3,15.0,validation_2023
226,2023-08-07 00:20:00+00:00,SHORT,2023-08-07 00:35:00+00:00,4,15.0,validation_2023
232,2023-08-09 00:10:00+00:00,SHORT,2023-08-09 00:25:00+00:00,1,15.0,validation_2023
233,2023-08-09 00:15:00+00:00,SHORT,2023-08-09 00:30:00+00:00,2,15.0,validation_2023
235,2023-08-11 00:00:00+00:00,LONG,2023-08-11 00:00:00+00:00,1,0.0,validation_2023
236,2023-08-11 00:05:00+00:00,LONG,2023-08-11 00:05:00+00:00,2,0.0,validation_2023
237,2023-08-11 00:10:00+00:00,LONG,2023-08-11 00:10:00+00:00,3,0.0,validation_2023
238,2023-08-11 00:15:00+00:00,LONG,2023-08-11 00:15:00+00:00,4,0.0,validation_2023
242,2023-08-24 00:10:00+00:00,SHORT,2023-08-24 00:25:00+00:00,4,15.0,validation_2023
245,2023-08-25 00:05:00+00:00,SHORT,2023-08-25 00:05:00+00:00,1,0.0,validation_2023
247,2023-08-25 00:15:00+00:00,SHORT,2023-08-25 00:15:00+00:00,3,0.0,validation_2023
262,2023-09-04 00:10:00+00:00,LONG,2023-09-04 00:10:00+00:00,3,0.0,validation_2023
263,2023-09-04 00:15:00+00:00,LONG,2023-09-04 00:15:00+00:00,4,0.0,validation_2023
269,2023-09-15 00:00:00+00:00,LONG,2023-09-15 00:00:00+00:00,1,0.0,validation_2023
271,2023-09-15 00:10:00+00:00,SHORT,2023-09-15 00:10:00+00:00,2,0.0,validation_2023
272,2023-09-15 00:15:00+00:00,SHORT,2023-09-15 00:15:00+00:00,3,0.0,validation_2023
274,2023-09-20 00:10:00+00:00,LONG,2023-09-20 00:10:00+00:00,3,0.0,validation_2023
275,2023-09-20 00:15:00+00:00,LONG,2023-09-20 00:15:00+00:00,4,0.0,validation_2023
276,2023-09-20 00:20:00+00:00,LONG,2023-09-20 00:05:00+00:00,2,15.0,validation_2023
285,2023-10-09 00:15:00+00:00,LONG,2023-10-09 00:15:00+00:00,1,0.0,validation_2023
286,2023-10-09 00:20:00+00:00,LONG,2023-10-09 00:20:00+00:00,2,0.0,validation_2023
288,2023-10-10 00:05:00+00:00,SHORT,2023-10-10 00:05:00+00:00,1,0.0,validation_2023
289,2023-10-10 00:10:00+00:00,SHORT,2023-10-10 00:10:00+00:00,2,0.0,validation_2023
291,2023-10-10 00:20:00+00:00,LONG,2023-10-10 00:35:00+00:00,3,15.0,validation_2023
309,2023-10-24 00:10:00+00:00,LONG,2023-10-24 00:10:00+00:00,2,0.0,validation_2023
312,2023-10-30 00:05:00+00:00,LONG,2023-10-30 00:05:00+00:00,1,0.0,validation_2023
313,2023-10-30 00:10:00+00:00,LONG,2023-10-30 00:15:00+00:00,2,5.0,validation_2023
314,2023-10-30 00:15:00+00:00,LONG,2023-10-30 00:20:00+00:00,3,5.0,validation_2023
315,2023-10-30 00:20:00+00:00,LONG,2023-10-30 00:25:00+00:00,4,5.0,validation_2023
320,2023-11-01 00:05:00+00:00,SHORT,2023-11-01 00:05:00+00:00,2,0.0,validation_2023
331,2023-11-10 00:05:00+00:00,LONG,2023-11-10 00:05:00+00:00,1,0.0,validation_2023
336,2023-11-14 00:10:00+00:00,SHORT,2023-11-14 00:10:00+00:00,3,0.0,validation_2023
337,2023-11-14 00:25:00+00:00,SHORT,2023-11-14 00:15:00+00:00,4,10.0,validation_2023
344,2023-12-01 00:00:00+00:00,LONG,2023-12-01 00:00:00+00:00,1,0.0,validation_2023
360,2023-12-06 00:30:00+00:00,LONG,2023-12-06 00:40:00+00:00,1,10.0,validation_2023
361,2023-12-06 00:40:00+00:00,LONG,2023-12-06 00:45:00+00:00,2,5.0,validation_2023
366,2023-12-08 00:00:00+00:00,LONG,2023-12-08 00:00:00+00:00,1,0.0,validation_2023
367,2023-12-08 00:05:00+00:00,LONG,2023-12-08 00:10:00+00:00,2,5.0,validation_2023
368,2023-12-08 00:10:00+00:00,LONG,2023-12-08 00:15:00+00:00,3,5.0,validation_2023
369,2023-12-08 00:15:00+00:00,LONG,2023-12-08 00:20:00+00:00,4,5.0,validation_2023
3,2024-01-12 00:00:00+00:00,SHORT,2024-01-12 00:00:00+00:00,1,0.0,validation_2024
4,2024-01-12 00:05:00+00:00,SHORT,2024-01-12 00:05:00+00:00,2,0.0,validation_2024
5,2024-01-12 00:10:00+00:00,SHORT,2024-01-12 00:10:00+00:00,3,0.0,validation_2024
7,2024-01-15 00:05:00+00:00,LONG,2024-01-15 00:05:00+00:00,1,0.0,validation_2024
8,2024-01-15 00:10:00+00:00,LONG,2024-01-15 00:10:00+00:00,2,0.0,validation_2024
9,2024-01-15 00:15:00+00:00,LONG,2024-01-15 00:15:00+00:00,3,0.0,validation_2024
17,2024-01-26 00:10:00+00:00,LONG,2024-01-26 00:25:00+00:00,2,15.0,validation_2024
18,2024-01-26 00:15:00+00:00,LONG,2024-01-26 00:30:00+00:00,3,15.0,validation_2024
24,2024-02-05 00:05:00+00:00,SHORT,2024-02-05 00:00:00+00:00,1,5.0,validation_2024
28,2024-02-19 00:00:00+00:00,SHORT,2024-02-19 00:05:00+00:00,1,5.0,validation_2024
29,2024-02-19 00:05:00+00:00,SHORT,2024-02-19 00:15:00+00:00,2,10.0,validation_2024
30,2024-02-19 00:10:00+00:00,SHORT,2024-02-19 00:20:00+00:00,3,10.0,validation_2024
31,2024-02-19 00:15:00+00:00,SHORT,2024-02-19 00:25:00+00:00,4,10.0,validation_2024
32,2024-02-21 00:05:00+00:00,LONG,2024-02-21 00:05:00+00:00,1,0.0,validation_2024
34,2024-02-21 00:20:00+00:00,LONG,2024-02-21 00:20:00+00:00,2,0.0,validation_2024
35,2024-02-21 01:05:00+00:00,LONG,2024-02-21 01:05:00+00:00,4,0.0,validation_2024
36,2024-02-23 00:05:00+00:00,SHORT,2024-02-23 00:05:00+00:00,2,0.0,validation_2024
37,2024-02-23 00:10:00+00:00,SHORT,2024-02-23 00:10:00+00:00,3,0.0,validation_2024
38,2024-02-23 00:15:00+00:00,SHORT,2024-02-23 00:15:00+00:00,4,0.0,validation_2024
40,2024-02-29 00:10:00+00:00,SHORT,2024-02-29 00:10:00+00:00,3,0.0,validation_2024
41,2024-02-29 00:15:00+00:00,SHORT,2024-02-29 00:15:00+00:00,4,0.0,validation_2024
48,2024-03-04 00:40:00+00:00,SHORT,2024-03-04 00:40:00+00:00,1,0.0,validation_2024
49,2024-03-04 00:45:00+00:00,SHORT,2024-03-04 00:45:00+00:00,2,0.0,validation_2024
50,2024-03-04 00:55:00+00:00,SHORT,2024-03-04 00:55:00+00:00,4,0.0,validation_2024
51,2024-03-04 01:00:00+00:00,SHORT,2024-03-04 00:50:00+00:00,3,10.0,validation_2024
54,2024-03-13 00:10:00+00:00,SHORT,2024-03-13 00:25:00+00:00,1,15.0,validation_2024
55,2024-03-13 00:20:00+00:00,SHORT,2024-03-13 00:30:00+00:00,2,10.0,validation_2024
56,2024-03-14 00:00:00+00:00,SHORT,2024-03-14 00:00:00+00:00,1,0.0,validation_2024
57,2024-03-14 00:05:00+00:00,SHORT,2024-03-14 00:05:00+00:00,2,0.0,validation_2024
72,2024-04-01 00:05:00+00:00,SHORT,2024-04-01 00:20:00+00:00,1,15.0,validation_2024
73,2024-04-01 00:15:00+00:00,SHORT,2024-04-01 00:25:00+00:00,2,10.0,validation_2024
74,2024-04-01 00:20:00+00:00,SHORT,2024-04-01 00:30:00+00:00,3,10.0,validation_2024
78,2024-04-04 00:10:00+00:00,LONG,2024-04-04 00:10:00+00:00,1,0.0,validation_2024
80,2024-04-05 00:00:00+00:00,LONG,2024-04-05 00:00:00+00:00,1,0.0,validation_2024
81,2024-04-05 00:05:00+00:00,LONG,2024-04-05 00:05:00+00:00,2,0.0,validation_2024
82,2024-04-05 00:10:00+00:00,LONG,2024-04-05 00:25:00+00:00,3,15.0,validation_2024
84,2024-04-08 00:00:00+00:00,LONG,2024-04-08 00:05:00+00:00,1,5.0,validation_2024
85,2024-04-08 00:05:00+00:00,LONG,2024-04-08 00:10:00+00:00,2,5.0,validation_2024
86,2024-04-08 00:10:00+00:00,LONG,2024-04-08 00:15:00+00:00,3,5.0,validation_2024
87,2024-04-08 00:15:00+00:00,LONG,2024-04-08 00:20:00+00:00,4,5.0,validation_2024
88,2024-04-09 00:00:00+00:00,SHORT,2024-04-09 00:00:00+00:00,1,0.0,validation_2024
91,2024-04-09 00:15:00+00:00,SHORT,2024-04-09 00:15:00+00:00,4,0.0,validation_2024
115,2024-05-02 01:05:00+00:00,SHORT,2024-05-02 01:05:00+00:00,4,0.0,validation_2024
125,2024-05-22 00:00:00+00:00,LONG,2024-05-22 00:00:00+00:00,1,0.0,validation_2024
126,2024-05-22 00:05:00+00:00,LONG,2024-05-22 00:10:00+00:00,2,5.0,validation_2024
127,2024-05-22 00:10:00+00:00,LONG,2024-05-22 00:15:00+00:00,3,5.0,validation_2024
130,2024-05-29 00:05:00+00:00,LONG,2024-05-29 00:05:00+00:00,1,0.0,validation_2024
131,2024-05-29 00:10:00+00:00,LONG,2024-05-29 00:10:00+00:00,2,0.0,validation_2024
132,2024-05-29 00:15:00+00:00,LONG,2024-05-29 00:15:00+00:00,3,0.0,validation_2024
133,2024-05-29 00:20:00+00:00,LONG,2024-05-29 00:20:00+00:00,4,0.0,validation_2024
138,2024-06-10 00:05:00+00:00,SHORT,2024-06-10 00:05:00+00:00,2,0.0,validation_2024
139,2024-06-10 00:10:00+00:00,SHORT,2024-06-10 00:10:00+00:00,3,0.0,validation_2024
148,2024-06-14 00:00:00+00:00,LONG,2024-06-14 00:00:00+00:00,1,0.0,validation_2024
164,2024-06-26 00:00:00+00:00,LONG,2024-06-26 00:00:00+00:00,1,0.0,validation_2024
165,2024-06-26 00:05:00+00:00,LONG,2024-06-26 00:05:00+00:00,2,0.0,validation_2024
166,2024-06-26 00:10:00+00:00,LONG,2024-06-26 00:10:00+00:00,3,0.0,validation_2024
167,2024-06-26 00:15:00+00:00,LONG,2024-06-26 00:15:00+00:00,4,0.0,validation_2024
169,2024-07-03 00:00:00+00:00,SHORT,2024-07-03 00:10:00+00:00,1,10.0,validation_2024
170,2024-07-03 00:05:00+00:00,SHORT,2024-07-03 00:15:00+00:00,2,10.0,validation_2024
171,2024-07-03 00:10:00+00:00,SHORT,2024-07-03 00:20:00+00:00,3,10.0,validation_2024
172,2024-07-03 00:15:00+00:00,SHORT,2024-07-03 00:25:00+00:00,4,10.0,validation_2024
173,2024-07-04 00:00:00+00:00,SHORT,2024-07-04 00:05:00+00:00,1,5.0,validation_2024
193,2024-07-30 00:00:00+00:00,LONG,2024-07-30 00:15:00+00:00,1,15.0,validation_2024
194,2024-07-30 00:05:00+00:00,LONG,2024-07-30 00:20:00+00:00,2,15.0,validation_2024
195,2024-07-30 00:10:00+00:00,LONG,2024-07-30 00:25:00+00:00,3,15.0,validation_2024
196,2024-07-30 00:15:00+00:00,LONG,2024-07-30 00:30:00+00:00,4,15.0,validation_2024
197,2024-07-31 00:00:00+00:00,LONG,2024-07-31 00:00:00+00:00,1,0.0,validation_2024
198,2024-07-31 00:05:00+00:00,LONG,2024-07-31 00:05:00+00:00,2,0.0,validation_2024
199,2024-07-31 00:10:00+00:00,LONG,2024-07-31 00:10:00+00:00,3,0.0,validation_2024
200,2024-07-31 00:15:00+00:00,LONG,2024-07-31 00:15:00+00:00,4,0.0,validation_2024
207,2024-08-09 00:05:00+00:00,LONG,2024-08-09 00:20:00+00:00,1,15.0,validation_2024
208,2024-08-09 00:30:00+00:00,LONG,2024-08-09 00:30:00+00:00,3,0.0,validation_2024
209,2024-08-09 00:45:00+00:00,LONG,2024-08-09 00:35:00+00:00,4,10.0,validation_2024
226,2024-09-05 00:30:00+00:00,LONG,2024-09-05 00:35:00+00:00,1,5.0,validation_2024
227,2024-09-05 00:35:00+00:00,LONG,2024-09-05 00:40:00+00:00,2,5.0,validation_2024
228,2024-09-05 00:40:00+00:00,LONG,2024-09-05 00:50:00+00:00,3,10.0,validation_2024
233,2024-09-12 00:10:00+00:00,LONG,2024-09-12 00:20:00+00:00,1,10.0,validation_2024
234,2024-09-12 00:15:00+00:00,LONG,2024-09-12 00:25:00+00:00,2,10.0,validation_2024
235,2024-09-12 00:20:00+00:00,LONG,2024-09-12 00:30:00+00:00,3,10.0,validation_2024
246,2024-09-20 00:10:00+00:00,LONG,2024-09-20 00:10:00+00:00,2,0.0,validation_2024
247,2024-09-20 00:15:00+00:00,LONG,2024-09-20 00:15:00+00:00,3,0.0,validation_2024
248,2024-09-23 00:00:00+00:00,LONG,2024-09-23 00:00:00+00:00,1,0.0,validation_2024
249,2024-09-23 00:05:00+00:00,LONG,2024-09-23 00:10:00+00:00,2,5.0,validation_2024
250,2024-09-23 00:10:00+00:00,LONG,2024-09-23 00:15:00+00:00,3,5.0,validation_2024
251,2024-09-23 00:15:00+00:00,LONG,2024-09-23 00:20:00+00:00,4,5.0,validation_2024
252,2024-09-24 00:05:00+00:00,SHORT,2024-09-24 00:00:00+00:00,1,5.0,validation_2024
253,2024-09-24 00:10:00+00:00,SHORT,2024-09-24 00:10:00+00:00,2,0.0,validation_2024
254,2024-09-24 00:15:00+00:00,SHORT,2024-09-24 00:15:00+00:00,3,0.0,validation_2024
260,2024-09-26 00:00:00+00:00,LONG,2024-09-26 00:00:00+00:00,1,0.0,validation_2024
264,2024-09-27 00:00:00+00:00,SHORT,2024-09-27 00:00:00+00:00,1,0.0,validation_2024
268,2024-09-30 00:05:00+00:00,SHORT,2024-09-30 00:10:00+00:00,1,5.0,validation_2024
269,2024-09-30 00:10:00+00:00,SHORT,2024-09-30 00:20:00+00:00,2,10.0,validation_2024
270,2024-09-30 00:15:00+00:00,SHORT,2024-09-30 00:25:00+00:00,3,10.0,validation_2024
271,2024-09-30 00:20:00+00:00,SHORT,2024-09-30 00:30:00+00:00,4,10.0,validation_2024
276,2024-10-02 00:00:00+00:00,LONG,2024-10-02 00:00:00+00:00,1,0.0,validation_2024
278,2024-10-02 00:10:00+00:00,LONG,2024-10-02 00:10:00+00:00,2,0.0,validation_2024
279,2024-10-02 00:15:00+00:00,SHORT,2024-10-02 00:30:00+00:00,3,15.0,validation_2024
284,2024-10-17 00:30:00+00:00,SHORT,2024-10-17 00:30:00+00:00,1,0.0,validation_2024
285,2024-10-17 00:35:00+00:00,SHORT,2024-10-17 00:35:00+00:00,2,0.0,validation_2024
294,2024-11-06 00:00:00+00:00,SHORT,2024-11-06 00:00:00+00:00,1,0.0,validation_2024
295,2024-11-06 00:05:00+00:00,SHORT,2024-11-06 00:05:00+00:00,2,0.0,validation_2024
296,2024-11-06 00:10:00+00:00,SHORT,2024-11-06 00:10:00+00:00,3,0.0,validation_2024
300,2024-11-11 00:00:00+00:00,LONG,2024-11-11 00:05:00+00:00,1,5.0,validation_2024
301,2024-11-11 00:05:00+00:00,LONG,2024-11-11 00:10:00+00:00,2,5.0,validation_2024
302,2024-11-11 00:10:00+00:00,LONG,2024-11-11 00:15:00+00:00,3,5.0,validation_2024
303,2024-11-11 00:15:00+00:00,LONG,2024-11-11 00:20:00+00:00,4,5.0,validation_2024
304,2024-11-12 00:00:00+00:00,SHORT,2024-11-12 00:00:00+00:00,1,0.0,validation_2024
305,2024-11-12 00:05:00+00:00,SHORT,2024-11-12 00:05:00+00:00,2,0.0,validation_2024
307,2024-11-12 00:15:00+00:00,SHORT,2024-11-12 00:15:00+00:00,3,0.0,validation_2024
309,2024-11-21 00:10:00+00:00,LONG,2024-11-21 00:10:00+00:00,2,0.0,validation_2024
311,2024-11-21 00:25:00+00:00,LONG,2024-11-21 00:20:00+00:00,4,5.0,validation_2024
312,2024-11-22 00:00:00+00:00,LONG,2024-11-22 00:00:00+00:00,1,0.0,validation_2024
315,2024-11-22 00:15:00+00:00,LONG,2024-11-22 00:25:00+00:00,2,10.0,validation_2024
317,2024-12-05 00:05:00+00:00,LONG,2024-12-05 00:05:00+00:00,1,0.0,validation_2024
318,2024-12-05 00:10:00+00:00,LONG,2024-12-05 00:10:00+00:00,2,0.0,validation_2024
319,2024-12-05 00:15:00+00:00,LONG,2024-12-05 00:15:00+00:00,3,0.0,validation_2024
0,2025-01-01 23:05:00+00:00,SHORT,2025-01-01 23:05:00+00:00,4,0.0,pseudo_oos_2025
2,2025-01-02 00:25:00+00:00,LONG,2025-01-02 00:20:00+00:00,3,5.0,pseudo_oos_2025
9,2025-01-03 00:15:00+00:00,LONG,2025-01-03 00:15:00+00:00,1,0.0,pseudo_oos_2025
13,2025-01-07 00:20:00+00:00,LONG,2025-01-07 00:30:00+00:00,2,10.0,pseudo_oos_2025
14,2025-01-07 00:30:00+00:00,LONG,2025-01-07 00:35:00+00:00,3,5.0,pseudo_oos_2025
15,2025-01-07 00:35:00+00:00,LONG,2025-01-07 00:40:00+00:00,4,5.0,pseudo_oos_2025
16,2025-01-08 00:00:00+00:00,LONG,2025-01-08 00:00:00+00:00,1,0.0,pseudo_oos_2025
20,2025-01-20 00:00:00+00:00,SHORT,2025-01-20 00:15:00+00:00,3,15.0,pseudo_oos_2025
21,2025-01-20 00:05:00+00:00,SHORT,2025-01-20 00:20:00+00:00,4,15.0,pseudo_oos_2025
29,2025-01-31 00:00:00+00:00,SHORT,2025-01-31 00:05:00+00:00,1,5.0,pseudo_oos_2025
30,2025-01-31 00:05:00+00:00,SHORT,2025-01-31 00:10:00+00:00,2,5.0,pseudo_oos_2025
31,2025-01-31 00:10:00+00:00,SHORT,2025-01-31 00:15:00+00:00,3,5.0,pseudo_oos_2025
32,2025-01-31 00:15:00+00:00,SHORT,2025-01-31 00:20:00+00:00,4,5.0,pseudo_oos_2025
33,2025-02-03 00:05:00+00:00,SHORT,2025-02-03 00:15:00+00:00,2,10.0,pseudo_oos_2025
34,2025-02-03 00:25:00+00:00,LONG,2025-02-03 00:25:00+00:00,4,0.0,pseudo_oos_2025
36,2025-02-05 00:10:00+00:00,LONG,2025-02-05 00:10:00+00:00,3,0.0,pseudo_oos_2025
40,2025-02-10 00:05:00+00:00,SHORT,2025-02-10 00:05:00+00:00,2,0.0,pseudo_oos_2025
41,2025-02-10 00:20:00+00:00,SHORT,2025-02-10 00:20:00+00:00,3,0.0,pseudo_oos_2025
48,2025-02-14 00:05:00+00:00,LONG,2025-02-14 00:05:00+00:00,1,0.0,pseudo_oos_2025
49,2025-02-14 00:10:00+00:00,SHORT,2025-02-14 00:20:00+00:00,3,10.0,pseudo_oos_2025
50,2025-02-14 00:20:00+00:00,SHORT,2025-02-14 00:25:00+00:00,4,5.0,pseudo_oos_2025
53,2025-02-20 00:20:00+00:00,LONG,2025-02-20 00:20:00+00:00,2,0.0,pseudo_oos_2025
54,2025-02-20 00:25:00+00:00,LONG,2025-02-20 00:25:00+00:00,3,0.0,pseudo_oos_2025
55,2025-02-20 00:35:00+00:00,LONG,2025-02-20 00:30:00+00:00,4,5.0,pseudo_oos_2025
57,2025-02-28 00:00:00+00:00,LONG,2025-02-28 00:00:00+00:00,1,0.0,pseudo_oos_2025
58,2025-02-28 00:05:00+00:00,LONG,2025-02-28 00:05:00+00:00,2,0.0,pseudo_oos_2025
59,2025-02-28 00:10:00+00:00,LONG,2025-02-28 00:10:00+00:00,3,0.0,pseudo_oos_2025
64,2025-03-03 00:05:00+00:00,LONG,2025-03-03 00:05:00+00:00,2,0.0,pseudo_oos_2025
65,2025-03-03 00:10:00+00:00,SHORT,2025-03-03 00:00:00+00:00,1,10.0,pseudo_oos_2025
66,2025-03-03 00:20:00+00:00,SHORT,2025-03-03 00:30:00+00:00,4,10.0,pseudo_oos_2025
68,2025-03-04 00:20:00+00:00,LONG,2025-03-04 00:25:00+00:00,4,5.0,pseudo_oos_2025
71,2025-03-06 00:00:00+00:00,SHORT,2025-03-06 00:05:00+00:00,1,5.0,pseudo_oos_2025
72,2025-03-06 00:05:00+00:00,SHORT,2025-03-06 00:20:00+00:00,3,15.0,pseudo_oos_2025
76,2025-03-17 00:05:00+00:00,LONG,2025-03-17 00:20:00+00:00,1,15.0,pseudo_oos_2025
82,2025-03-18 00:20:00+00:00,SHORT,2025-03-18 00:15:00+00:00,4,5.0,pseudo_oos_2025
