feature,coefficient,training_mean,training_scale,walk_forward_window
aligned_return_1_atr,0.13069477087651332,0.0,0.7128409007283377,validation_2023
aligned_return_12_atr,0.09375837493296171,0.0,2.136648751607023,validation_2023
aligned_quote_change_imbalance,0.09371259618087013,0.0,0.10356226775546154,validation_2023
tick_count_ratio_24,0.07153576151340288,1.1281260576670606,0.8397515089594789,validation_2023
tick_ratio,0.07153576151340288,1.1281260576670606,0.8397515089594789,validation_2023
weekday_cos,0.0651580753262397,-0.0015392737903680996,0.7023741467633422,validation_2023
aligned_return_24_atr,0.0644402815760876,0.0,3.027679696219035,validation_2023
aligned_dxy_gap_atr,0.03954583143504507,0.0,2.6520220155371255,validation_2023
aligned_return_3_atr,0.03578165127493264,0.0,1.1687562688757995,validation_2023
volume_imbalance,0.00795961026524634,0.015559951260428377,0.1989911939981243,validation_2023
aligned_late_return_pips,-0.0016198521238438989,0.0,1.043944884126442,validation_2023
aligned_bond_gap_atr,-0.010332199510058994,0.0,2.3384997521251942,validation_2023
side_room_atr,-0.018994018574792926,1.7623236521661116,1.459581645066702,validation_2023
aligned_return_6_atr,-0.019689480565436394,0.0,1.5814117144734543,validation_2023
aligned_three_bar_quote_change_imbalance,-0.03360717895584718,0.0,0.06021196249077571,validation_2023
realized_variance_pips2,-0.048464749865534784,3.226318344369973,2.943418133132332,validation_2023
late_tick_share,-0.05883023863089862,0.20126258246380216,0.08837541099187489,validation_2023
aligned_close_location,-0.060612114820064705,0.0,0.6561999681817339,validation_2023
aligned_eurusd_h1_gap_atr,-0.06859370556687869,0.0,2.5201331979066803,validation_2023
aligned_path_efficiency,-0.1617812635797108,0.0,0.12430956105321227,validation_2023
dxy_range_12_atr,-0.2099047962814919,4.70634265848252,1.175361114338387,validation_2023
weekday_sin,-0.25698420887850854,0.06910645312609427,0.7084437075244555,validation_2023
spread_last_pips,-0.40380567552899843,0.4503297390642257,0.556112249325609,validation_2023
aligned_anchor_gap_atr,-0.9178030251469532,0.0,2.189753775424931,validation_2023
spread_max_pips,-1.0641091081973246,0.7049848388023642,0.8074291027411951,validation_2023
hour_cos,11.4443545752591,0.2639559783028032,0.6487761823700237,validation_2024
hour_sin,1.3259369124597498,-0.14136646438077077,0.6995943320639956,validation_2024
aligned_ema_gap_atr,0.46560169559552905,0.0,1.6255457860890854,validation_2024
eurusd_range_12_atr,0.43744939120536014,4.614759205312939,1.4342470115129171,validation_2024
spread_mean_pips,0.4239831757259558,0.4448299059950805,0.5717599414912158,validation_2024
range_atr,0.360039733082706,0.9742739223617376,0.5531253727303496,validation_2024
aligned_return_12_atr,0.1352109086493833,0.0,2.1483525552821447,validation_2024
spread_std_pips,0.12823716468508767,0.1259413594642289,0.17138973357449006,validation_2024
aligned_dxy_gap_atr,0.11769618394656196,0.0,2.572456503069514,validation_2024
aligned_return_1_atr,0.11187781475114379,0.0,0.7150175025686648,validation_2024
tick_ratio,0.10041756321240754,1.1297348032875676,0.8458451020939765,validation_2024
tick_count_ratio_24,0.10041756321240754,1.1297348032875676,0.8458451020939765,validation_2024
aligned_quote_change_imbalance,0.09895013621669142,0.0,0.10120125067103788,validation_2024
weekday_cos,0.09630085532104765,0.005745500140912655,0.7021136096115238,validation_2024
side_room_atr,0.0877760604601984,1.764928947731432,1.4670798658148863,validation_2024
volume_imbalance,0.03236613112813988,0.01614512028089528,0.20272210058873305,validation_2024
aligned_return_3_atr,0.02422183763980789,0.0,1.1722933169321588,validation_2024
aligned_return_24_atr,0.014477094967890956,0.0,3.0519591561371273,validation_2024
aligned_bond_gap_atr,-0.006837227475286615,0.0,2.309564597626444,validation_2024
aligned_three_bar_quote_change_imbalance,-0.02227185481542832,0.0,0.05906362077556579,validation_2024
aligned_close_location,-0.03451942121621296,0.0,0.6548521463385232,validation_2024
aligned_late_return_pips,-0.03834911118720887,0.0,1.03761782107571,validation_2024
late_tick_share,-0.04400757211653637,0.20077320069825105,0.08791070801873815,validation_2024
aligned_return_6_atr,-0.047657661546107156,0.0,1.588446706536813,validation_2024
realized_variance_pips2,-0.06612202716138922,3.215234398242442,2.903416336833736,validation_2024
aligned_eurusd_h1_gap_atr,-0.1405783621724496,0.0,2.478991394651725,validation_2024
aligned_path_efficiency,-0.15979976757567582,0.0,0.12251597589317267,validation_2024
weekday_sin,-0.23055286430138983,0.06491172591226173,0.7090768197208952,validation_2024
spread_last_pips,-0.33369875985460506,0.46321829873904885,0.6254152129840853,validation_2024
dxy_range_12_atr,-0.35312733515845957,4.768448662147576,1.2048193860442007,validation_2024
spread_max_pips,-0.5469387329164157,0.7190562281169267,0.8689671028671866,validation_2024
aligned_anchor_gap_atr,-0.6893074929711481,0.0,2.2405271238862596,validation_2024
hour_cos,12.24921931449841,0.2618853878930338,0.6487633865474564,pseudo_oos_2025
hour_sin,1.4227055512732725,-0.14231243861176598,0.7001923176527741,pseudo_oos_2025
aligned_ema_gap_atr,0.527833959704373,0.0,1.6376067802191168,pseudo_oos_2025
spread_mean_pips,0.4190234679272704,0.4298545504225988,0.5580644803204952,pseudo_oos_2025
eurusd_range_12_atr,0.37412153306828605,4.64679400627841,1.4500096905926936,pseudo_oos_2025
range_atr,0.3425984374269878,0.9735730313378719,0.5525922463438749,pseudo_oos_2025
aligned_return_12_atr,0.15277574054322984,0.0,2.1589184990981125,pseudo_oos_2025
spread_std_pips,0.11572473149685829,0.12339650626460338,0.1683635909942639,pseudo_oos_2025
tick_ratio,0.11282845281730264,1.127918232180381,0.8421788603284006,pseudo_oos_2025
tick_count_ratio_24,0.11282845281730264,1.127918232180381,0.8421788603284006,pseudo_oos_2025
aligned_return_1_atr,0.1034612490625142,0.0,0.7146039927394326,pseudo_oos_2025
aligned_quote_change_imbalance,0.10200386110303467,0.0,0.10111885182412907,pseudo_oos_2025
aligned_dxy_gap_atr,0.09965980959199446,0.0,2.4928613438435696,pseudo_oos_2025
weekday_cos,0.09539024485718473,-0.009326205867372272,0.702323953731249,pseudo_oos_2025
side_room_atr,0.07740778603684004,1.7690957004713006,1.4750488584625734,pseudo_oos_2025
volume_imbalance,0.0364107339254502,0.01860903139456596,0.21338034731580025,pseudo_oos_2025
aligned_return_3_atr,0.033225284945947675,0.0,1.1752726714423156,pseudo_oos_2025
aligned_bond_gap_atr,-0.012358002166913296,0.0,2.3066629416190607,pseudo_oos_2025
aligned_return_24_atr,-0.014051477015944266,0.0,3.0744564209300886,pseudo_oos_2025
aligned_three_bar_quote_change_imbalance,-0.017123585277071533,0.0,0.05917815214597807,pseudo_oos_2025
aligned_close_location,-0.020919877514316204,0.0,0.6551401960259874,pseudo_oos_2025
late_tick_share,-0.03738647434094197,0.20011265974587697,0.08815673884748074,pseudo_oos_2025
aligned_late_return_pips,-0.046347874920294456,0.0,1.0090880145967422,pseudo_oos_2025
aligned_return_6_atr,-0.05770788718768014,0.0,1.5953940397070432,pseudo_oos_2025
realized_variance_pips2,-0.06517957943269527,3.0806960951606115,2.845338214106463,pseudo_oos_2025
aligned_eurusd_h1_gap_atr,-0.12353718962665458,0.0,2.448875569507507,pseudo_oos_2025
aligned_path_efficiency,-0.15551184181766184,0.0,0.12277287994289497,pseudo_oos_2025
weekday_sin,-0.23320205222463755,0.059622519624249255,0.7092948900514381,pseudo_oos_2025
dxy_range_12_atr,-0.3042948302926796,4.794846487351344,1.2147952147423882,pseudo_oos_2025
spread_last_pips,-0.3452462536861809,0.44872616520169284,0.611939899240675,pseudo_oos_2025
spread_max_pips,-0.5010889172625841,0.7006200519857371,0.8552221356785198,pseudo_oos_2025
aligned_anchor_gap_atr,-0.7556338311165456,0.0,2.2541343875022517,pseudo_oos_2025
hour_cos,13.483082376545482,0.25730917664106445,0.6502792877982836,pseudo_oos_2026h1
hour_sin,1.4592302938306008,-0.13550064889378097,0.7018321805290911,pseudo_oos_2026h1
aligned_ema_gap_atr,0.5231495540960851,0.0,1.6290507057535124,pseudo_oos_2026h1
spread_mean_pips,0.39657674734615395,0.45300296895425435,0.5819599372165268,pseudo_oos_2026h1
eurusd_range_12_atr,0.33341735878358464,4.640958226925694,1.4333865062054856,pseudo_oos_2026h1
range_atr,0.30724589599751756,0.9746156129585845,0.5486365405914155,pseudo_oos_2026h1
aligned_return_12_atr,0.14490376254190868,0.0,2.1629192350801985,pseudo_oos_2026h1
spread_std_pips,0.13857571379900577,0.1311826474667361,0.17203901059598936,pseudo_oos_2026h1
tick_ratio,0.11055297119193296,1.1334691675886277,0.8573700592140925,pseudo_oos_2026h1
tick_count_ratio_24,0.11055297119193296,1.1334691675886277,0.8573700592140925,pseudo_oos_2026h1
aligned_quote_change_imbalance,0.09199662766161595,0.0,0.10100198756211876,pseudo_oos_2026h1
aligned_dxy_gap_atr,0.07862490729854311,0.0,2.482390477859816,pseudo_oos_2026h1
weekday_cos,0.06945806742978065,-0.006768867992554006,0.7040559833343524,pseudo_oos_2026h1
aligned_return_1_atr,0.06926609981587686,0.0,0.7139217464595093,pseudo_oos_2026h1
side_room_atr,0.05162023795008389,1.7699797961886312,1.477497525816947,pseudo_oos_2026h1
aligned_return_3_atr,0.03366216272909335,0.0,1.1777751565713819,pseudo_oos_2026h1
volume_imbalance,0.026852073354781292,0.015181548686880339,0.20817477406244553,pseudo_oos_2026h1
aligned_return_24_atr,0.013971504008153234,0.0,3.0710807299132643,pseudo_oos_2026h1
aligned_close_location,0.007437338575353642,0.0,0.6536223375697507,pseudo_oos_2026h1
realized_variance_pips2,-0.00439568606129923,3.2429143040410384,2.926034577443839,pseudo_oos_2026h1
aligned_three_bar_quote_change_imbalance,-0.02501221553829348,0.0,0.05901403147045764,pseudo_oos_2026h1
late_tick_share,-0.027743690065021434,0.19970066968529387,0.08753303420945668,pseudo_oos_2026h1
aligned_bond_gap_atr,-0.042923789659793196,0.0,2.2758550204443666,pseudo_oos_2026h1
aligned_late_return_pips,-0.0666779541938429,0.0,1.0409756775942176,pseudo_oos_2026h1
aligned_return_6_atr,-0.07491168276759086,0.0,1.6006411541864225,pseudo_oos_2026h1
aligned_eurusd_h1_gap_atr,-0.10834794591228945,0.0,2.4225847661191424,pseudo_oos_2026h1
aligned_path_efficiency,-0.12462406712459613,0.0,0.12289931017171167,pseudo_oos_2026h1
weekday_sin,-0.2242510592855523,0.05643919011719784,0.7078657871207735,pseudo_oos_2026h1
dxy_range_12_atr,-0.2833035573245055,4.789698980711408,1.2006990152041184,pseudo_oos_2026h1
spread_last_pips,-0.4177451360438765,0.4724062433183694,0.6391272613645351,pseudo_oos_2026h1
spread_max_pips,-0.4508140670625804,0.7442728244606881,0.8894923984695019,pseudo_oos_2026h1
aligned_anchor_gap_atr,-0.7535923356086174,0.0,2.2472311704736954,pseudo_oos_2026h1
