evidence_partition,date_utc,utc_block_start_ms,candidate_time_utc,candidate_time_msc,side,signed_update_imbalance,displacement_price,entry_time_msc,entry_delay_ms,entry_bid,entry_ask,exit_time_msc,exit_delay_ms,exit_bid,exit_ask,observed_bidask_move,base_pnl_dollars,stress_pnl_dollars,reference_lot
DEVELOPMENT,2026-06-16,1781611200000,2026-06-16T12:01:36.624000Z,1781611296624,LONG,0.0967741935483871,0.7950000000000728,1781611296731,107,4340.51,4341.01,1781611416966,235,4341.63,4342.13,0.6199999999998909,0.5199999999998909,0.31999999999989087,0.01
DEVELOPMENT,2026-06-16,1781625600000,2026-06-16T16:14:28.020000Z,1781626468020,LONG,0.009615384615384616,0.7650000000003274,1781626468076,56,4345.65,4346.15,1781626588149,73,4345.14,4345.64,-1.0099999999993088,-1.1099999999993089,-1.3099999999993088,0.01
DEVELOPMENT,2026-06-17,1781654400000,2026-06-17T01:00:05.682000Z,1781658005682,SHORT,0.1,-0.7899999999999636,1781658005698,16,4335.52,4336.27,1781658125771,73,4339.18,4339.68,-4.1599999999998545,-4.259999999999854,-4.459999999999854,0.01
DEVELOPMENT,2026-06-17,1781668800000,2026-06-17T05:55:37.570000Z,1781675737570,SHORT,0.0990990990990991,-0.8450000000002547,1781675737696,126,4328.75,4329.5,1781675857771,75,4326.16,4326.66,2.0900000000001455,1.9900000000001454,1.7900000000001455,0.01
DEVELOPMENT,2026-06-17,1781683200000,2026-06-17T08:01:10.198000Z,1781683270198,LONG,-0.08661417322834646,0.75,1781683270326,128,4325.04,4325.79,1781683390720,394,4325.99,4326.49,0.1999999999998181,0.0999999999998181,-0.10000000000018189,0.01
DEVELOPMENT,2026-06-17,1781697600000,2026-06-17T12:20:01.179000Z,1781698801179,LONG,0.06422018348623854,0.805000000000291,1781698801230,51,4324.98,4325.48,1781698922122,892,4323.23,4323.73,-2.25,-2.35,-2.55,0.01
DEVELOPMENT,2026-06-17,1781712000000,2026-06-17T16:02:58.853000Z,1781712178853,SHORT,0.05434782608695652,-0.8800000000001091,1781712178877,24,4363.63,4364.38,1781712298930,53,4362.89,4363.39,0.23999999999978172,0.13999999999978172,-0.06000000000021827,0.01
DEVELOPMENT,2026-06-17,1781726400000,2026-06-17T20:40:09.498000Z,1781728809498,SHORT,-0.08928571428571429,-0.8699999999998909,1781728809603,105,4263.08,4263.58,1781728930235,632,4264.21,4264.71,-1.6300000000001091,-1.7300000000001092,-1.9300000000001092,0.01
DEVELOPMENT,2026-06-18,1781740800000,2026-06-18T00:41:13.448000Z,1781743273448,SHORT,-0.012987012987012988,-0.7800000000006548,1781743273507,59,4305.46,4306.21,1781743393685,178,4305.01,4305.51,-0.0500000000001819,-0.1500000000001819,-0.3500000000001819,0.01
DEVELOPMENT,2026-06-18,1781755200000,2026-06-18T04:42:47.419000Z,1781757767419,SHORT,-0.04,-0.8049999999993815,1781757767588,169,4312.28,4312.78,1781757888032,444,4309.99,4310.49,1.7899999999999636,1.6899999999999635,1.4899999999999636,0.01
DEVELOPMENT,2026-06-18,1781769600000,2026-06-18T08:13:04.688000Z,1781770384688,SHORT,-0.06779661016949153,-0.8000000000001819,1781770384999,311,4288.04,4288.79,1781770505146,147,4288.15,4288.9,-0.8599999999996726,-0.9599999999996726,-1.1599999999996726,0.01
DEVELOPMENT,2026-06-18,1781784000000,2026-06-18T13:08:27.836000Z,1781788107836,LONG,0.009900990099009901,0.7700000000004366,1781788108051,215,4250.84,4251.34,1781788228101,50,4251.82,4252.32,0.47999999999956344,0.37999999999956346,0.17999999999956345,0.01
DEVELOPMENT,2026-06-18,1781798400000,2026-06-18T16:22:47.395000Z,1781799767395,SHORT,-0.0625,-0.8100000000004002,1781799767498,103,4222.54,4223.29,1781799887571,73,4222.66,4223.16,-0.6199999999998909,-0.7199999999998908,-0.9199999999998909,0.01
DEVELOPMENT,2026-06-22,1782086400000,2026-06-22T00:26:30.095000Z,1782087990095,LONG,-0.0136986301369863,0.7700000000004366,1782087990151,56,4164.52,4165.02,1782088110360,209,4164.03,4164.53,-0.9900000000006912,-1.0900000000006913,-1.2900000000006913,0.01
DEVELOPMENT,2026-06-22,1782100800000,2026-06-22T04:09:35.030000Z,1782101375030,LONG,0.08,0.8900000000003274,1782101375040,10,4177.15,4177.65,1782101495531,491,4176.22,4176.72,-1.4299999999993815,-1.5299999999993816,-1.7299999999993816,0.01
DEVELOPMENT,2026-06-22,1782115200000,2026-06-22T08:02:23.681000Z,1782115343681,LONG,-0.08270676691729323,0.7950000000000728,1782115343718,37,4190.03,4190.78,1782115463979,261,4189.07,4189.57,-1.7100000000000364,-1.8100000000000365,-2.010000000000036,0.01
DEVELOPMENT,2026-06-22,1782129600000,2026-06-22T12:02:14.990000Z,1782129734990,LONG,-0.008,0.8100000000004002,1782129735098,108,4207.8,4208.3,1782129855128,30,4210.21,4210.96,1.9099999999998545,1.8099999999998544,1.6099999999998544,0.01
DEVELOPMENT,2026-06-22,1782144000000,2026-06-22T16:19:49.950000Z,1782145189950,LONG,0.036585365853658534,0.7699999999995271,1782145189953,3,4178.89,4179.39,1782145309959,6,4182.34,4182.84,2.949999999999818,2.849999999999818,2.6499999999998183,0.01
DEVELOPMENT,2026-06-23,1782172800000,2026-06-23T00:08:00.197000Z,1782173280197,SHORT,0.008547008547008548,-0.8299999999999272,1782173280268,71,4184.55,4185.05,1782173400386,118,4184.26,4184.76,-0.21000000000003638,-0.31000000000003636,-0.5100000000000364,0.01
DEVELOPMENT,2026-06-23,1782201600000,2026-06-23T09:12:52.463000Z,1782205972463,LONG,0.09859154929577464,0.8000000000001819,1782205972579,116,4110.98,4111.73,1782206092601,22,4110.38,4110.88,-1.3499999999994543,-1.4499999999994544,-1.6499999999994543,0.01
DEVELOPMENT,2026-06-23,1782216000000,2026-06-23T12:01:53.796000Z,1782216113796,LONG,0.00546448087431694,0.8099999999994907,1782216114019,223,4126.41,4126.91,1782216234176,157,4124.55,4125.05,-2.3599999999996726,-2.4599999999996727,-2.6599999999996724,0.01
DEVELOPMENT,2026-06-23,1782230400000,2026-06-23T16:08:05.724000Z,1782230885724,LONG,-0.06293706293706294,0.7699999999995271,1782230885745,21,4135.04,4135.54,1782231005865,120,4135.26,4135.76,-0.27999999999974534,-0.3799999999997453,-0.5799999999997454,0.01
DEVELOPMENT,2026-06-23,1782244800000,2026-06-23T22:36:48.233000Z,1782254208233,LONG,-0.05982905982905983,0.7600000000002183,1782254208243,10,4101.43,4101.93,1782254328285,42,4100.8,4101.3,-1.1300000000001091,-1.2300000000001092,-1.4300000000001092,0.01
