paper_shadow_event_id,paper_shadow_session_id,source_event_id,source_cluster_id,family_event_id,family_event_role,primary_stream_allowed,timestamp_broker,timestamp_utc,timestamp_local,symbol,expert_family,observer,decision_bar_time,direction,entry_price_projected,stop_price_projected,target_price_projected,stop_distance_points,spread_points,cost_mode,proxy_cost_r,net_after_proxy_from_gross_r,net_delta_vs_assumed_baseline_r,kill_rule_state,paper_shadow_state,paper_shadow_action,paper_shadow_exposure_units,blocked_reason,review_priority,demo_authorized,real_phase2_readiness,blocker_override_mode,mt5_runtime_touched,broker_action_code_allowed,paper_shadow_notes
PH3SHADOW00088,phase3-paper-shadow-side-experiment-v0,PH3EXP00088,WS090,FAM00048,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 19:30:01,2026.05.27 19:29:59,2026.05.28 00:59:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 19:30:00,SHORT,4449.73,4454.16,4443.08,443.1700,75.0000,entry_exit_proxy,0.3610,0.1506,-0.0382,COST_WATCH,COST_WATCH_OPEN_WITH_REVIEW,WOULD_PAPER_SHADOW_OPEN_REVIEW,1,,MEDIUM,false,PENDING,side_experiment_only,false,false,Primary family event would be shadow-opened but tagged for cost review.
PH3SHADOW00089,phase3-paper-shadow-side-experiment-v0,PH3EXP00089,WS091,FAM00049,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 19:55:00,2026.05.27 19:54:58,2026.05.28 01:24:58,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 19:55:00,SHORT,4451.70,4453.80,4448.54,210.4200,50.0000,entry_exit_proxy,0.5228,-0.0112,-0.2000,SUSPEND_FAMILY,SUSPEND_FAMILY_BLOCKED,BLOCKED_SUSPEND_FAMILY,0,net_expectancy_below_minimum_after_proxy_cost,HIGH,false,PENDING,side_experiment_only,false,false,Primary family event remains blocked by the experimental cost-survival rule.
PH3SHADOW00090,phase3-paper-shadow-side-experiment-v0,PH3EXP00090,WS092,FAM00050,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 23:50:00,2026.05.27 23:49:58,2026.05.28 05:19:58,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 23:50:00,SHORT,4450.67,4454.12,4445.50,344.8600,50.0000,entry_exit_proxy,0.3190,0.1926,0.0038,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00091,phase3-paper-shadow-side-experiment-v0,PH3EXP00091,WS093,FAM00051,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.28 00:25:00,2026.05.28 00:24:57,2026.05.28 05:54:57,XAUUSD,breakout_retest_family,breakout_retest,2026.05.28 00:25:00,SHORT,4443.76,4454.23,4428.06,1046.7800,50.0000,entry_exit_proxy,0.1051,0.4065,0.2177,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00092,phase3-paper-shadow-side-experiment-v0,PH3EXP00092,WS094,FAM00052,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.28 01:10:00,2026.05.28 01:09:57,2026.05.28 06:39:57,XAUUSD,breakout_retest_family,breakout_retest,2026.05.28 01:10:00,SHORT,4445.47,4459.17,4424.92,1370.2900,50.0000,entry_exit_proxy,0.0803,0.4313,0.2425,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00093,phase3-paper-shadow-side-experiment-v0,PH3EXP00093,WS095,FAM00052,OBSERVER_DUPLICATE,false,2026.05.28 01:10:00,2026.05.28 01:09:57,2026.05.28 06:39:57,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.28 01:10:00,SHORT,4445.47,4459.17,4424.92,1370.2900,50.0000,entry_exit_proxy,0.0803,0.4313,0.2425,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00094,phase3-paper-shadow-side-experiment-v0,PH3EXP00094,WS096,FAM00053,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.28 03:20:00,2026.05.28 03:19:57,2026.05.28 08:49:57,XAUUSD,breakout_retest_family,breakout_retest,2026.05.28 03:20:00,SHORT,4391.51,4397.86,4381.99,634.9100,50.0000,entry_exit_proxy,0.1733,0.3383,0.1495,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00095,phase3-paper-shadow-side-experiment-v0,PH3EXP00095,WS097,FAM00053,OBSERVER_DUPLICATE,false,2026.05.28 03:20:00,2026.05.28 03:19:57,2026.05.28 08:49:57,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.28 03:20:00,SHORT,4391.51,4397.86,4381.99,634.9100,50.0000,entry_exit_proxy,0.1733,0.3383,0.1495,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00096,phase3-paper-shadow-side-experiment-v0,PH3EXP00096,WS098,FAM00054,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.28 05:40:01,2026.05.28 05:39:57,2026.05.28 11:09:57,XAUUSD,breakout_retest_family,breakout_retest,2026.05.28 05:40:00,LONG,4387.50,4374.37,4407.20,1313.4600,50.0000,entry_exit_proxy,0.0837,0.4279,0.2391,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00097,phase3-paper-shadow-side-experiment-v0,PH3EXP00097,WS099,FAM00054,OBSERVER_DUPLICATE,false,2026.05.28 05:40:01,2026.05.28 05:39:57,2026.05.28 11:09:57,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.28 05:40:00,LONG,4387.50,4374.37,4407.20,1313.4600,50.0000,entry_exit_proxy,0.0837,0.4279,0.2391,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00098,phase3-paper-shadow-side-experiment-v0,PH3EXP00098,WS100,FAM00055,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.28 06:20:00,2026.05.28 06:19:56,2026.05.28 11:49:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.28 06:20:00,LONG,4381.41,4373.91,4392.66,749.7900,75.0000,entry_exit_proxy,0.2134,0.2982,0.1094,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00099,phase3-paper-shadow-side-experiment-v0,PH3EXP00099,WS101,FAM00055,OBSERVER_DUPLICATE,false,2026.05.28 06:20:00,2026.05.28 06:19:56,2026.05.28 11:49:56,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.28 06:20:00,LONG,4381.41,4373.91,4392.66,749.7900,75.0000,entry_exit_proxy,0.2134,0.2982,0.1094,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00100,phase3-paper-shadow-side-experiment-v0,PH3EXP00100,WS102,FAM00056,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.28 06:25:00,2026.05.28 06:24:56,2026.05.28 11:54:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.28 06:25:00,LONG,4380.16,4373.43,4390.25,672.7400,50.0000,entry_exit_proxy,0.1635,0.3481,0.1593,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00101,phase3-paper-shadow-side-experiment-v0,PH3EXP00101,WS103,FAM00056,OBSERVER_DUPLICATE,false,2026.05.28 06:25:00,2026.05.28 06:24:56,2026.05.28 11:54:56,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.28 06:25:00,LONG,4380.16,4373.43,4390.25,672.7400,50.0000,entry_exit_proxy,0.1635,0.3481,0.1593,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00102,phase3-paper-shadow-side-experiment-v0,PH3EXP00102,WS104,FAM00057,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.28 08:00:00,2026.05.28 07:59:56,2026.05.28 13:29:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.28 08:00:00,LONG,4389.19,4382.19,4399.69,700.1400,50.0000,entry_exit_proxy,0.1571,0.3545,0.1657,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00103,phase3-paper-shadow-side-experiment-v0,PH3EXP00103,WS105,FAM00057,OBSERVER_DUPLICATE,false,2026.05.28 08:00:00,2026.05.28 07:59:56,2026.05.28 13:29:56,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.28 08:00:00,LONG,4389.19,4382.19,4399.69,700.1400,50.0000,entry_exit_proxy,0.1571,0.3545,0.1657,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00104,phase3-paper-shadow-side-experiment-v0,PH3EXP00104,WS106,FAM00058,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.28 10:15:00,2026.05.28 10:14:56,2026.05.28 15:44:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.28 10:15:00,SHORT,4393.44,4401.73,4381.00,829.0600,50.0000,entry_exit_proxy,0.1327,0.3789,0.1901,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00105,phase3-paper-shadow-side-experiment-v0,PH3EXP00105,WS107,FAM00059,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.28 10:35:00,2026.05.28 10:34:55,2026.05.28 16:04:55,XAUUSD,breakout_retest_family,breakout_retest,2026.05.28 10:35:00,SHORT,4395.42,4402.67,4384.54,725.2400,50.0000,entry_exit_proxy,0.1517,0.3599,0.1711,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00106,phase3-paper-shadow-side-experiment-v0,PH3EXP00106,WS108,FAM00060,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.28 10:40:01,2026.05.28 10:39:56,2026.05.28 16:09:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.28 10:40:00,SHORT,4397.91,4402.76,4390.64,484.8700,50.0000,entry_exit_proxy,0.2269,0.2847,0.0959,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00107,phase3-paper-shadow-side-experiment-v0,PH3EXP00107,WS109,FAM00061,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.28 11:25:00,2026.05.28 11:24:55,2026.05.28 16:54:55,XAUUSD,breakout_retest_family,breakout_retest,2026.05.28 11:25:00,SHORT,4386.49,4390.90,4379.88,440.6700,75.0000,entry_exit_proxy,0.3631,0.1485,-0.0403,SUSPEND_FAMILY,SUSPEND_FAMILY_BLOCKED,BLOCKED_SUSPEND_FAMILY,0,net_expectancy_below_minimum_after_proxy_cost,HIGH,false,PENDING,side_experiment_only,false,false,Primary family event remains blocked by the experimental cost-survival rule.
PH3SHADOW00108,phase3-paper-shadow-side-experiment-v0,PH3EXP00108,WS110,FAM00061,OBSERVER_DUPLICATE,false,2026.05.28 11:25:00,2026.05.28 11:24:55,2026.05.28 16:54:55,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.28 11:25:00,SHORT,4386.49,4390.90,4379.88,440.6700,75.0000,entry_exit_proxy,0.3631,0.1485,-0.0403,SUSPEND_FAMILY,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
