trade_id,runtime_source_id,runtime_entry_time_utc,runtime_exit_time_utc,capital_runtime_pnl_usd,candidate_source_id,direction,candidate_entry_time_ms,candidate_exit_time_ms,runtime_entry_time_ms,runtime_exit_time_ms,v2_veto,degraded_ranked_eligible,dukascopy_entry_covered,dukascopy_exit_covered,dukascopy_covered,dukascopy_entry_time_utc,dukascopy_entry_lag_ms,dukascopy_entry_bid,dukascopy_entry_ask,dukascopy_entry_source_file,dukascopy_entry_source_row_index,dukascopy_exit_time_utc,dukascopy_exit_lag_ms,dukascopy_exit_bid,dukascopy_exit_ask,dukascopy_exit_source_file,dukascopy_exit_source_row_index,dukascopy_spread_only_pnl_usd,entry_year,v6_veto,causal_rank,prior_month_closed_trades,prior_month_closed_pnl_usd,monthly_quality_veto,v14_retained
V7_20210121T075000Z_LONG,V7_SWING_HEALTH,2021-01-21 07:50:00+00:00,2021-01-21 07:50:05+00:00,-0.9485624999999348,V7_SWING_HEALTH,LONG,1611215400000,1611234300000,1611215400000,1611215405000,False,False,True,True,True,2021-01-21T07:50:00.170Z,170.0,1868.678,1869.105,year=2021/month=01/2021012107.json,9741.0,2021-01-21T07:50:05.151Z,151.0,1868.728,1869.185,year=2021/month=01/2021012107.json,9756.0,-0.3769999999999527,2021,False,0.7212276214833759,23,62.00199999999927,False,True
V7_20210122T085500Z_SHORT,V7_SWING_HEALTH,2021-01-22 08:55:00+00:00,2021-01-22 10:35:00+00:00,6.500694444444445,V7_SWING_HEALTH,SHORT,1611305700000,1611311700000,1611305700000,1611311700000,False,False,True,True,True,2021-01-22T08:55:00.086Z,86.0,1861.605,1861.968,year=2021/month=01/2021012208.json,10181.0,2021-01-22T10:35:01.154Z,1154.0,1853.995,1854.462,year=2021/month=01/2021012210.json,7543.0,7.143000000000029,2021,False,0.47570332480818417,25,65.79699999999934,False,True
V9_BREAK_20210122T125500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-22 12:55:00+00:00,2021-01-22 15:05:00+00:00,9.170057136213472,V57_BREAK_SWING_H4ADX_HIGH,LONG,1611320100000,1611327900000,1611320100000,1611327900000,False,False,True,True,True,2021-01-22T12:55:00.236Z,236.0,1840.895,1841.365,year=2021/month=01/2021012212.json,15248.0,2021-01-22T15:05:00.146Z,146.0,1852.226,1852.609,year=2021/month=01/2021012215.json,2306.0,10.861000000000104,2021,False,0.8721227621483376,26,72.93999999999937,False,True
V7_20210125T011500Z_SHORT,V7_SWING_HEALTH,2021-01-25 01:15:00+00:00,2021-01-25 06:30:00+00:00,6.4484375,V7_SWING_HEALTH,SHORT,1611537300000,1611556200000,1611537300000,1611556200000,False,False,True,True,True,2021-01-25T01:15:00.686Z,686.0,1858.205,1858.625,year=2021/month=01/2021012501.json,3133.0,2021-01-25T06:30:00.001Z,1.0,1851.135,1851.535,year=2021/month=01/2021012506.json,4689.0,6.669999999999845,2021,False,0.36828644501278773,27,83.80099999999948,False,True
V7_20210125T110500Z_SHORT,V7_SWING_HEALTH,2021-01-25 11:05:00+00:00,2021-01-25 13:25:00+00:00,-4.009027777777778,V7_SWING_HEALTH,SHORT,1611572700000,1611581100000,1611572700000,1611581100000,False,False,True,True,True,2021-01-25T11:05:00.109Z,109.0,1863.725,1864.142,year=2021/month=01/2021012511.json,876.0,2021-01-25T13:25:00.079Z,79.0,1866.805,1867.258,year=2021/month=01/2021012513.json,7953.0,-3.533000000000129,2021,False,0.6214833759590793,28,90.47099999999932,False,True
V9_BREAK_20210126T072000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-26 07:20:00+00:00,2021-01-26 07:40:00+00:00,-3.979861111111111,V57_BREAK_SWING_H4ADX_HIGH,LONG,1611645600000,1611646800000,1611645600000,1611646800000,False,False,True,True,True,2021-01-26T07:20:00.126Z,126.0,1855.195,1855.616,year=2021/month=01/2021012607.json,3564.0,2021-01-26T07:40:00.421Z,421.0,1850.605,1851.035,year=2021/month=01/2021012607.json,6886.0,-5.010999999999967,2021,False,0.5959079283887468,29,86.93799999999919,False,True
V7_20210127T081500Z_SHORT,V7_SWING_HEALTH,2021-01-27 08:15:00+00:00,2021-01-27 11:05:00+00:00,6.483680555555555,V7_SWING_HEALTH,SHORT,1611735300000,1611745500000,1611735300000,1611745500000,False,False,True,True,True,2021-01-27T08:15:00.154Z,154.0,1850.725,1851.115,year=2021/month=01/2021012708.json,2800.0,2021-01-27T11:05:00.269Z,269.0,1843.035,1843.465,year=2021/month=01/2021012711.json,1154.0,7.259999999999991,2021,False,0.41687979539641945,30,81.92699999999923,False,True
V7_20210127T122500Z_LONG,V7_SWING_HEALTH,2021-01-27 12:25:00+00:00,2021-01-27 14:40:00+00:00,-4.765765504236358,V7_SWING_HEALTH,LONG,1611750300000,1611758400000,1611750300000,1611758400000,False,False,True,True,True,2021-01-27T12:25:00.104Z,104.0,1840.845,1841.228,year=2021/month=01/2021012712.json,8997.0,2021-01-27T14:40:00.018Z,18.0,1836.405,1836.699,year=2021/month=01/2021012714.json,14580.0,-4.823000000000093,2021,False,0.9539641943734015,31,89.18699999999922,False,True
V9_BREAK_20210128T003500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-01-28 00:35:00+00:00,2021-01-28 10:15:00+00:00,-4.115972222222222,V57_BREAK_SWING_H4ADX_HIGH,SHORT,1611794100000,1611828900000,1611794100000,1611828900000,False,False,True,True,True,2021-01-28T00:35:00.144Z,144.0,1839.345,1839.749,year=2021/month=01/2021012800.json,5301.0,2021-01-28T10:15:00.242Z,242.0,1841.968,1842.385,year=2021/month=01/2021012810.json,3190.0,-3.039999999999964,2021,False,0.18925831202046037,32,84.36399999999912,False,True
V9_BREAK_20210128T124500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-28 12:45:00+00:00,2021-01-28 13:10:00+00:00,-3.981076388888889,V57_BREAK_SWING_H4ADX_HIGH,LONG,1611837900000,1611839400000,1611837900000,1611839400000,False,False,True,True,True,2021-01-28T12:45:00.067Z,67.0,1841.005,1841.338,year=2021/month=01/2021012812.json,9123.0,2021-01-28T13:10:00.101Z,101.0,1840.895,1841.325,year=2021/month=01/2021012813.json,3258.0,-0.4429999999999836,2021,False,0.5294117647058824,33,81.32399999999916,False,True
V7_20210129T134500Z_SHORT,V7_SWING_HEALTH,2021-01-29 13:45:00+00:00,2021-01-29 14:45:00+00:00,10.775036511311026,V7_SWING_HEALTH,SHORT,1611927900000,1611931500000,1611927900000,1611931500000,False,False,True,True,True,2021-01-29T13:45:00.006Z,6.0,1871.975,1872.402,year=2021/month=01/2021012913.json,21217.0,2021-01-29T14:45:00.040Z,40.0,1855.145,1855.652,year=2021/month=01/2021012914.json,21207.0,16.322999999999865,2021,False,0.5728900255754475,34,80.88099999999918,False,True
V7_20210129T195000Z_SHORT,V7_SWING_HEALTH,2021-01-29 19:50:00+00:00,2021-01-29 21:00:00+00:00,7.715231330180969,V7_SWING_HEALTH,SHORT,1611949800000,1611954000000,1611949800000,1611954000000,False,False,True,True,True,2021-01-29T19:50:00.065Z,65.0,1850.535,1850.928,year=2021/month=01/2021012919.json,14124.0,2021-01-29T21:00:00.029Z,29.0,1841.665,1842.178,year=2021/month=01/2021012921.json,0.0,8.356999999999971,2021,False,0.14578005115089515,35,97.20399999999904,False,True
V7_20210201T011500Z_LONG,V7_SWING_HEALTH,2021-02-01 01:15:00+00:00,2021-02-01 03:05:00+00:00,11.685524440739208,V7_SWING_HEALTH,LONG,1612142100000,1612148700000,1612142100000,1612148700000,False,False,True,True,True,2021-02-01T01:15:00.238Z,238.0,1849.545,1850.045,year=2021/month=02/2021020101.json,6063.0,2021-02-01T03:05:00.104Z,104.0,1861.275,1861.755,year=2021/month=02/2021020103.json,1392.0,11.230000000000018,2021,False,0.0792838874680307,0,0.0,False,True
V7_20210201T051500Z_LONG,V7_SWING_HEALTH,2021-02-01 05:15:00+00:00,2021-02-01 05:45:00+00:00,-3.982291666666667,V7_SWING_HEALTH,LONG,1612156500000,1612158300000,1612156500000,1612158300000,False,False,True,True,True,2021-02-01T05:15:00.204Z,204.0,1861.18,1861.625,year=2021/month=02/2021020105.json,2933.0,2021-02-01T05:45:00.024Z,24.0,1857.788,1858.245,year=2021/month=02/2021020105.json,9664.0,-3.836999999999989,2021,False,0.47058823529411764,1,11.230000000000018,False,True
V7_20210202T002000Z_LONG,V7_SWING_HEALTH,2021-02-02 00:20:00+00:00,2021-02-02 01:55:00+00:00,6.501909722222222,V7_SWING_HEALTH,LONG,1612225200000,1612230900000,1612225200000,1612230900000,False,False,True,True,True,2021-02-02T00:20:00.073Z,73.0,1855.715,1856.185,year=2021/month=02/2021020200.json,2542.0,2021-02-02T01:55:00.171Z,171.0,1863.435,1863.839,year=2021/month=02/2021020201.json,13411.0,7.25,2021,False,0.37084398976982097,2,7.393000000000029,False,True
V25_e91ece46db6d380926f025c5,V25_CHOP,2021-02-02 23:15:05+00:00,2021-02-03 11:15:05+00:00,2.697845235046092,V25_CHOP,SHORT,1612307700164,1612350902202,1612307705000,1612350905000,False,False,True,True,True,2021-02-02T23:15:05.205Z,205.0,1838.835,1839.389,year=2021/month=02/2021020223.json,1417.0,2021-02-03T11:15:05.097Z,97.0,1835.065,1835.438,year=2021/month=02/2021020311.json,3603.0,3.3969999999999345,2021,False,0.36061381074168797,3,14.643000000000029,False,True
V7_20210203T110000Z_LONG,V7_SWING_HEALTH,2021-02-03 11:00:00+00:00,2021-02-03 13:30:00+00:00,6.488541666666666,V7_SWING_HEALTH,LONG,1612350000000,1612359000000,1612350000000,1612359000000,False,False,True,True,True,2021-02-03T11:00:00.068Z,68.0,1834.705,1835.123,year=2021/month=02/2021020311.json,0.0,2021-02-03T13:30:00.080Z,80.0,1839.628,1840.025,year=2021/month=02/2021020313.json,8319.0,4.504999999999882,2021,False,0.5549872122762148,3,14.643000000000029,False,True
306f734a3a9525381f56eeb6,R4_CHOP,2021-02-04 04:00:05+00:00,2021-02-04 07:33:55+00:00,-4.939058754950297,R4_CHOP,SHORT,1612411200100,1612424034410,1612411205000,1612424035000,False,False,True,True,True,2021-02-04T04:00:09.269Z,4269.0,1822.765,1823.198,year=2021/month=02/2021020404.json,19.0,2021-02-04T07:33:55.060Z,60.0,1826.995,1827.445,year=2021/month=02/2021020407.json,6935.0,-4.679999999999836,2021,False,0.5524296675191815,5,22.544999999999845,False,True
V7_20210204T054500Z_LONG,V7_SWING_HEALTH,2021-02-04 05:45:00+00:00,2021-02-04 06:00:00+00:00,-3.9786458333333337,V7_SWING_HEALTH,LONG,1612417500000,1612418400000,1612417500000,1612418400000,False,False,True,True,True,2021-02-04T05:45:00.020Z,20.0,1819.115,1819.595,year=2021/month=02/2021020405.json,11051.0,2021-02-04T06:00:00.034Z,34.0,1817.555,1818.008,year=2021/month=02/2021020406.json,0.0,-2.039999999999964,2021,False,0.5882352941176471,5,22.544999999999845,False,True
V7_20210208T200000Z_SHORT,V7_SWING_HEALTH,2021-02-08 20:00:00+00:00,2021-02-09 01:05:00+00:00,-4.0491319444444445,V7_SWING_HEALTH,SHORT,1612814400000,1612832700000,1612814400000,1612832700000,False,False,True,True,True,2021-02-08T20:00:00.060Z,60.0,1832.085,1832.452,year=2021/month=02/2021020820.json,0.0,2021-02-09T01:05:01.103Z,1103.0,1835.208,1835.662,year=2021/month=02/2021020901.json,1064.0,-3.576999999999998,2021,False,0.7953964194373402,7,15.825000000000045,False,True
V7_20210211T095500Z_SHORT,V7_SWING_HEALTH,2021-02-11 09:55:00+00:00,2021-02-11 13:20:00+00:00,-4.024826388888889,V7_SWING_HEALTH,SHORT,1613037300000,1613049600000,1613037300000,1613049600000,False,False,True,True,True,2021-02-11T09:55:00.008Z,8.0,1842.629,1843.005,year=2021/month=02/2021021109.json,8581.0,2021-02-11T13:20:00.075Z,75.0,1845.812,1846.175,year=2021/month=02/2021021113.json,4006.0,-3.546000000000049,2021,False,0.3836317135549872,8,12.248000000000047,False,True
V7_20210215T034500Z_SHORT,V7_SWING_HEALTH,2021-02-15 03:45:00+00:00,2021-02-15 06:55:00+00:00,6.4788194444444445,V7_SWING_HEALTH,SHORT,1613360700000,1613372100000,1613360700000,1613372100000,False,False,True,True,True,2021-02-15T03:45:00.372Z,372.0,1825.215,1825.675,year=2021/month=02/2021021503.json,2876.0,2021-02-15T06:55:00.275Z,275.0,1818.535,1818.948,year=2021/month=02/2021021506.json,5742.0,6.266999999999825,2021,False,0.5856777493606138,9,8.701999999999998,False,True
V7_20210216T153000Z_SHORT,V7_SWING_HEALTH,2021-02-16 15:30:00+00:00,2021-02-16 23:10:00+00:00,19.55387251836008,V7_SWING_HEALTH,SHORT,1613489400000,1613517000000,1613489400000,1613517000000,False,False,True,True,True,2021-02-16T15:30:00.055Z,55.0,1809.425,1809.915,year=2021/month=02/2021021615.json,15494.0,2021-02-16T23:10:00.087Z,87.0,1786.804,1787.722,year=2021/month=02/2021021623.json,1527.0,21.70299999999997,2021,False,0.10741687979539642,10,14.968999999999824,False,True
V7_20210217T070500Z_SHORT,V7_SWING_HEALTH,2021-02-17 07:05:00+00:00,2021-02-17 08:05:00+00:00,6.510416666666667,V7_SWING_HEALTH,SHORT,1613545500000,1613549100000,1613545500000,1613549100000,False,False,True,True,True,2021-02-17T07:05:00.157Z,157.0,1792.993,1793.435,year=2021/month=02/2021021707.json,862.0,2021-02-17T08:05:00.037Z,37.0,1784.995,1785.515,year=2021/month=02/2021021708.json,1371.0,7.477999999999838,2021,False,0.6777493606138107,11,36.6719999999998,False,True
