trade_id,entry_time_utc,source_id,proposal_rule,causal_rank,prior_month_closed_trades,prior_month_closed_pnl_usd,candidate_endpoint_pnl_usd,baseline_runtime_executed,baseline_runtime_pnl_usd,prior_20_profit_factor,prior_virtual_profit_factor,prior_consecutive_losses,prior_source_closed_count
V9_BREAK_20240717T024000Z_SHORT,2024-07-17T02:40:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V2_SOURCE_HEALTH,0.08178844056706652,,,-5.910688466892245,True,2.2394354698303482,0.5963778321722616,0.4008078105987337,0.0,198.0
V9_BREAK_20240718T070500Z_LONG,2024-07-18T07:05:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V2_SOURCE_HEALTH,0.09229098805646037,,,-4.417077028974225,True,-4.417077028974225,0.7336665600165694,0.511974920098254,0.0,199.0
2024-08-13 13:45:00|LONG|r1_h1_pullback_long_v1,2024-08-13T13:45:00.000Z,R1_PULLBACK,V14_MONTHLY_QUALITY_RISK,0.10851063829787234,8.0,-43.474255322912974,-16.07,True,-16.07,,,,
2024-08-26 08:00:00|LONG|h4_d1_long_best_box2_atr80,2024-08-26T08:00:00.000Z,R1_BOX,V14_MONTHLY_QUALITY_RISK,0.20572640509013787,8.0,-43.474255322912974,-35.29,True,-35.29,,,,
2024-09-23 13:00:00|LONG|r1_h1_pullback_long_v1,2024-09-23T13:00:00.000Z,R1_PULLBACK,V14_MONTHLY_QUALITY_RISK,0.37116564417177916,20.0,-46.88127624993871,15.049999999999999,True,15.049999999999999,,,,
V7_20241007T082500Z_SHORT,2024-10-07T08:25:00.000Z,V7_SWING_HEALTH,V2_SOURCE_HEALTH,0.03788634097706879,,,-4.839140796303192,True,-4.839140796303192,0.40861652353488476,0.3638869043959852,1.0,233.0
V9_BREAK_20241024T075000Z_SHORT,2024-10-24T07:50:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V2_SOURCE_HEALTH,0.0647342995169082,,,-4.121659523873351,True,-4.121659523873351,0.7135240672209707,0.6430693745893092,1.0,221.0
2025-06-13 12:30:00|LONG|r1_h1_pullback_long_v1,2025-06-13T12:30:00.000Z,R1_PULLBACK,V14_MONTHLY_QUALITY_RISK,0.18223583460949463,8.0,-34.902888160053635,-16.98,True,-16.98,,,,
V7_20250704T073500Z_LONG,2025-07-04T07:35:00.000Z,V7_SWING_HEALTH,V2_SOURCE_HEALTH,0.014328808446455505,,,-4.8879749332363716,True,-4.8879749332363716,0.8733288666257494,1.5181844322047024,2.0,327.0
V9_BREAK_20250924T000500Z_SHORT,2025-09-24T00:05:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V2_SOURCE_HEALTH,0.09795630725863284,,,-5.680395270063707,True,-5.680395270063707,0.9817135707692763,1.1786210768167134,0.0,328.0
V9_BREAK_20250924T011000Z_LONG,2025-09-24T01:10:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V2_SOURCE_HEALTH,0.03943661971830986,,,-6.53165427614743,True,-6.53165427614743,0.9817135707692763,1.207387183554094,0.0,328.0
V9_BREAK_20260325T013500Z_LONG,2026-03-25T01:35:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V57_WEAK_FOLLOWTHROUGH_ANTICHASE,0.026200873362445413,,,-25.591208720530712,True,-25.591208720530712,1.3802389121984873,1.5858922629934187,1.0,411.0
