candidate_id,family,regime,direction,threshold,stop_atr,target_r,max_hold_bars,lookback,body_min,session,trades,trades_per_active_day,wins,win_rate,net_r,average_r,net_pips,profit_factor,maximum_drawdown_r,positive_active_month_share,top_5pct_removed_profit_factor,parameter_sha256,stage,gate_pass
EURF2_0029,rsi_fade,chop,long,30.0,1.4,1.0,32,0,0.0,all,845,0.45235546038543895,369,0.4366863905325444,-118.54778906987465,-0.14029324150281025,-1330.0420780177747,0.7510209831088939,123.94977202526586,0.3230769230769231,0.6612375334308868,466c0c80f8e11c4eb2112fa007c221d67abe8f4aaae7d71d17830943079e1030,development,False
EURF2_0030,rsi_fade,chop,long,30.0,1.4,1.0,32,0,0.0,liquid,684,0.36616702355460384,286,0.41812865497076024,-119.36753879737587,-0.17451394561019865,-1344.293769412901,0.7000176728107553,121.35165575486015,0.27692307692307694,0.612566883380252,d4e65e6dbce83c60b49a24aa4fece7ef7410f158bcace515d7bac6510d0df97e,development,False
EURF2_0031,rsi_fade,chop,long,30.0,1.8,0.7,32,0,0.0,all,788,0.42184154175588867,399,0.5063451776649747,-108.46728711911378,-0.137648841521718,-1513.369478394735,0.7157502284589387,112.40331187974576,0.3230769230769231,0.6428213445293276,258f9734c75f2c98a9d48629e30d4b8997c88f5ef9b101e58984849d446bf6c1,development,False
EURF2_0032,rsi_fade,chop,long,30.0,1.8,0.7,32,0,0.0,liquid,635,0.3399357601713062,314,0.494488188976378,-98.08827405817195,-0.15446972292625505,-1446.4993927494363,0.6868189221795202,100.6790086602203,0.3230769230769231,0.6157371651557597,b1eba5bed7f18b69586adbc4d5cfc25919d155f38cf742ef8bae49e053542dee,development,False
EURF2_0033,rsi_fade,chop,long,30.0,1.8,0.8,32,0,0.0,all,780,0.41755888650963596,374,0.4794871794871795,-107.84870856916373,-0.13826757508867146,-1464.351529358725,0.7295421105807818,113.29902964383305,0.35384615384615387,0.6517187298597064,11e11e9f12e8297ce30afacbcc7ebc60fdcb2a54cd7924b85991575f3ccac96a,development,False
EURF2_0034,rsi_fade,chop,long,30.0,1.8,0.8,32,0,0.0,liquid,631,0.33779443254817987,297,0.4706814580031696,-94.72623820279777,-0.150120821240567,-1363.3230274475982,0.7097245327792292,100.6985157676981,0.3230769230769231,0.6316989965440637,d5642eabd7788e9584182f50ee427221558360e6a114d7fe4b358bb735cef156,development,False
EURF2_0035,rsi_fade,chop,long,30.0,1.8,1.0,32,0,0.0,all,754,0.40364025695931477,320,0.4244031830238727,-119.25555037337844,-0.1581638599116425,-1571.220798343602,0.7196197523480146,124.5300088340918,0.27692307692307694,0.6306781375503245,c700a7f6eb8644e3a74d5c64b172cbe72253029bd6661a2c804e3e6a70b99a08,development,False
EURF2_0036,rsi_fade,chop,long,30.0,1.8,1.0,32,0,0.0,liquid,613,0.32815845824411133,256,0.4176182707993475,-101.32566390061766,-0.16529472088192113,-1393.886591688318,0.7087078379609505,107.52134684752758,0.23076923076923078,0.6199821574132034,c4812eb70b64b6312d71aff28ad4de37e38788ee2f6ea2db4f4ce717d4bc9163,development,False
EURF2_0037,rsi_fade,chop,long,35.0,1.0,0.7,32,0,0.0,all,1599,0.8559957173447538,863,0.539712320200125,-157.77052848725134,-0.09866824795950678,-920.4662091713844,0.788747475874006,170.59677767062445,0.29411764705882354,0.7145488963883861,9f4762d4270f659a249de52404dbbe0083077c45268b81c0f94e80f9a6bf0d63,development,False
EURF2_0038,rsi_fade,chop,long,35.0,1.0,0.7,32,0,0.0,liquid,1276,0.683083511777302,668,0.5235109717868338,-160.19368668740248,-0.1255436416045474,-1090.1181311080245,0.7405444587889392,169.6171096673061,0.2647058823529412,0.6687196472801967,7212f00cde76041bff3564b0181d56e399513c5b86369ee8aba248054dd80267,development,False
EURF2_0039,rsi_fade,chop,long,35.0,1.0,0.8,32,0,0.0,all,1577,0.8442184154175589,806,0.5110970196575777,-151.83043360107823,-0.09627801750226901,-880.6729751407152,0.8059352873881264,169.02873065916825,0.3088235294117647,0.7258929702137482,6aa764473735421a749d4cb1d7fd96a3566a27a59cd33e932ff5014627c62511,development,False
EURF2_0040,rsi_fade,chop,long,35.0,1.0,0.8,32,0,0.0,liquid,1262,0.6755888650963597,629,0.49841521394611726,-149.3754131979542,-0.11836403581454374,-987.3180746474764,0.7676070020119728,163.00800724185228,0.27941176470588236,0.6886557165215331,f480325a5b959f3e9ba86cff1ea726e404156eb7d4fdb485b54391ac85690a47,development,False
EURF2_0041,rsi_fade,chop,long,35.0,1.0,1.0,32,0,0.0,all,1536,0.8222698072805139,705,0.458984375,-153.85986386102573,-0.10016918220118863,-848.0288276907833,0.8172125685993651,173.66572127722156,0.36764705882352944,0.7264262385773136,cad7636638d335e52e5e57ecf8342d48d98327fc199d4bfc990a492af57f96c6,development,False
EURF2_0042,rsi_fade,chop,long,35.0,1.0,1.0,32,0,0.0,liquid,1231,0.6589935760171306,556,0.4516653127538586,-138.70049864403663,-0.11267302895535063,-911.8524997212239,0.7971748403181071,155.70674880226346,0.3382352941176471,0.7071746417476319,0ccb23d441789513f374740bf1f71b0b7d02a96cb512387fe4237999cd03eca7,development,False
EURF2_0043,rsi_fade,chop,long,35.0,1.4,0.7,32,0,0.0,all,1475,0.7896145610278372,807,0.5471186440677966,-122.62737251298537,-0.0831372017037189,-1091.2313140418585,0.8181069562167174,132.8704649701844,0.38235294117647056,0.7418654093727043,5825a4e1e29028ce6ce5f5fb9d4446b294f6c46cc16c313e96db09f416197aed,development,False
EURF2_0044,rsi_fade,chop,long,35.0,1.4,0.7,32,0,0.0,liquid,1186,0.6349036402569593,632,0.5328836424957841,-126.07131879036551,-0.10629959425831831,-1185.4304074498323,0.7746111443828079,137.03785715083146,0.3382352941176471,0.7000978450657972,ffc8af446ca4008a88c1a41291ad09b98c0b398c66dacad92e0fabfdc071d759,development,False
EURF2_0045,rsi_fade,chop,long,35.0,1.4,0.8,32,0,0.0,all,1444,0.7730192719486081,729,0.5048476454293629,-155.24641211529817,-0.1075113657308159,-1357.0396073918546,0.7849133427760018,162.57312854596233,0.3235294117647059,0.7045607134578397,87a91ce2c71bf3c2bceb2225eebc793dd742d8482d129674de25a6f493d46b68,development,False
EURF2_0046,rsi_fade,chop,long,35.0,1.4,0.8,32,0,0.0,liquid,1153,0.617237687366167,565,0.4900260190806591,-153.10221390366385,-0.1327859617551291,-1420.9393138617597,0.7421373357390766,163.45488869824888,0.3382352941176471,0.6645160865056076,ea0f3594804841c2ed0bf89989ca9bec71699fc4fe542968d7f5c8511967ea94,development,False
EURF2_0047,rsi_fade,chop,long,35.0,1.4,1.0,32,0,0.0,all,1414,0.7569593147751607,637,0.4504950495049505,-166.2882946960657,-0.11760133995478479,-1588.9671878474232,0.7869511103805519,172.59319316520947,0.3088235294117647,0.6965089341192143,c7eaed4d890306070c00f305305311508444252dcec54681b5f572f9e06bb8db,development,False
EURF2_0048,rsi_fade,chop,long,35.0,1.4,1.0,32,0,0.0,liquid,1121,0.6001070663811563,481,0.42908117752007136,-176.9216094019365,-0.15782480767344917,-1792.2542761081427,0.7247477139349087,183.43703329939555,0.29411764705882354,0.6365681868074812,5d2769d8511402b83739304dd2990e224d11c7ecd352a9b305299d7b7dd2d130,development,False
EURF2_0049,rsi_fade,chop,long,35.0,1.8,0.7,32,0,0.0,all,1336,0.715203426124197,712,0.5329341317365269,-133.91433178539228,-0.10023527828247925,-1551.138146658111,0.7828749037521937,142.9850838550737,0.3382352941176471,0.7072965901645958,0da94f217be323f38fa8fbbb8d527950501ac8f33295edfdf4aa7f506e002993,development,False
EURF2_0050,rsi_fade,chop,long,35.0,1.8,0.7,32,0,0.0,liquid,1060,0.5674518201284796,552,0.5207547169811321,-126.87946345973457,-0.11969760703748544,-1647.4696328968541,0.7468170186382311,137.78686849110255,0.35294117647058826,0.6732364159792594,6b7114f92d6303e466aa4c42817aa05a994fb7c10532af1c1bb59575eb936843,development,False
EURF2_0051,rsi_fade,chop,long,35.0,1.8,0.8,32,0,0.0,all,1319,0.7061027837259101,652,0.4943138741470811,-153.6120632511327,-0.11646100322299674,-1839.3775869571116,0.7655103174432333,161.18678413005358,0.3382352941176471,0.6853476187445019,9e3adde053b95d41852b0e706249f9437430d7ac1e89c9b27e9e37466b0b8f3d,development,False
EURF2_0052,rsi_fade,chop,long,35.0,1.8,0.8,32,0,0.0,liquid,1040,0.556745182012848,504,0.4846153846153846,-138.51715238546936,-0.13318956960141284,-1808.755638765296,0.7370161473857894,145.26464692645453,0.3382352941176471,0.6584608035181939,4d6cd49efabd8682c714365582a8474de46b2429c664059786df691ee6780987,development,False
EURF2_0053,rsi_fade,chop,long,35.0,1.8,1.0,32,0,0.0,all,1278,0.684154175588865,568,0.4444444444444444,-162.93007167366608,-0.12748831899347893,-1969.6910571292947,0.7653012274210019,174.3296907266619,0.27941176470588236,0.6735285657714443,84baa02a46b7246a222dbd94c057f7c0ca90cb57a487079022a05f26821637bb,development,False
EURF2_0054,rsi_fade,chop,long,35.0,1.8,1.0,32,0,0.0,liquid,1005,0.5380085653104925,435,0.43283582089552236,-149.56939585829633,-0.14882526951074262,-1953.5115792724423,0.7314992359891779,161.1093496766456,0.3088235294117647,0.6403523549395304,4a10152dd12a1f34ea6ca712cd41c2a9a47fd7d62f8f9dd8228bac1e60f049a5,development,False
EURF2_0055,rsi_fade,chop,short,25.0,1.0,0.7,32,0,0.0,all,432,0.23126338329764454,230,0.5324074074074074,-48.345930190017874,-0.11191187543985619,-213.77836612876297,0.7642961389525245,55.14014179195464,0.43333333333333335,0.6898607759506056,f339d949c5da8798df1694281afbc65d56faa09cedf9656f70c6feff7b877506,development,False
EURF2_0056,rsi_fade,chop,short,25.0,1.0,0.7,32,0,0.0,liquid,331,0.1771948608137045,174,0.525679758308157,-40.79367823003642,-0.12324374087624296,-276.7256284517705,0.7438887770992815,49.14919182452718,0.46296296296296297,0.6698810488065775,ea90f42a8c000a783d37722318ebdfe301a0c3f6bb35230994595512c9756751,development,False
EURF2_0057,rsi_fade,chop,short,25.0,1.0,0.8,32,0,0.0,all,424,0.22698072805139186,213,0.5023584905660378,-48.129236119954584,-0.11351234933951553,-283.28058812543406,0.7753069573280612,51.330779406829016,0.38333333333333336,0.6937938164848637,ef3944108e246ee684a93d49c6ea77092b01946e234b592f2aa6c990c813dc1d,development,False
EURF2_0058,rsi_fade,chop,short,25.0,1.0,0.8,32,0,0.0,liquid,324,0.1734475374732334,160,0.49382716049382713,-41.6935177995635,-0.12868369691223303,-311.13577012497285,0.7493741835293781,47.49877259067534,0.3888888888888889,0.6683132815185704,8d7e8529da8e0826da8fb8bbab48a5d29e232fc076f2e526207b2f94cc48b3eb,development,False
EURF2_0059,rsi_fade,chop,short,25.0,1.0,1.0,32,0,0.0,all,418,0.22376873661670235,183,0.43779904306220097,-60.70324070096824,-0.14522306387791445,-381.49457750629836,0.7455675094537398,63.67794192866469,0.31666666666666665,0.6581409769322399,5b5b999cd627416c541b8fc148f9bfdec3b3542dd2f4b193eedffdb41ed7359c,development,False
EURF2_0060,rsi_fade,chop,short,25.0,1.0,1.0,32,0,0.0,liquid,318,0.1702355460385439,139,0.4371069182389937,-46.6723181947944,-0.14676829621004528,-351.08019644820354,0.7429526694980578,53.82598953238757,0.3148148148148148,0.6554537667550359,5abf984e0e1eaf50683c12dde886ec97bc22bea3bc8dd3680853390382733f1e,development,False
EURF2_0061,rsi_fade,chop,short,25.0,1.4,0.7,32,0,0.0,all,372,0.19914346895074947,192,0.5161290322580645,-50.02218237470015,-0.13446823219005416,-482.45316991885494,0.7242158057007271,52.10261890497671,0.45,0.6514236859164293,6435953ccb52abcd9b5e0e5e3fa38f468e0d40d38ad6d5a878d3911ce633c5b7,development,False
EURF2_0062,rsi_fade,chop,short,25.0,1.4,0.7,32,0,0.0,liquid,280,0.14989293361884368,145,0.5178571428571429,-36.76209454567056,-0.13129319480596627,-423.1276094295633,0.7292836068884491,42.4365984288881,0.48148148148148145,0.657659386489082,22dc42d4211bfcc481f3d5875aa2d2d770640fb2ed900f9144e991dafae00b4d,development,False
EURF2_0063,rsi_fade,chop,short,25.0,1.4,0.8,32,0,0.0,all,369,0.1975374732334047,184,0.4986449864498645,-43.40218147702909,-0.11762108801362897,-406.58485984306213,0.7672000549451349,47.42160512631617,0.45,0.6861964159969777,18fa44568d37963e08e608883119b77400544152a9e9769126e45a92961fcd2a,development,False
EURF2_0064,rsi_fade,chop,short,25.0,1.4,0.8,32,0,0.0,liquid,277,0.14828693790149894,138,0.4981949458483754,-32.94209364800089,-0.11892452580505737,-384.5277376475464,0.7644223593146043,40.01659753121816,0.46296296296296297,0.6848641556262188,5b708fbf96664314eec2d8b0ca90020fb8fb80a0c8698fa1d6c30ceafd2937c0,development,False
EURF2_0065,rsi_fade,chop,short,25.0,1.4,1.0,32,0,0.0,all,363,0.1943254817987152,161,0.44352617079889806,-45.970819701540286,-0.12664137658826524,-402.94570881149076,0.7700790656557123,49.87702182506114,0.36666666666666664,0.6755677804198824,6187e921a205e387f1180b2116acf5390be7b8ec6310630805e32a3ce26e5a4d,development,False
EURF2_0066,rsi_fade,chop,short,25.0,1.4,1.0,32,0,0.0,liquid,272,0.145610278372591,123,0.4522058823529412,-31.031041925088374,-0.11408471295988373,-356.11868642057004,0.7899955851900967,37.333608800432465,0.4074074074074074,0.6957932509329453,67a1785315a0af1800a7b7c0c388e005a034d0f98664977a7a9748f213a4eea9,development,False
EURF2_0067,rsi_fade,chop,short,25.0,1.8,0.7,32,0,0.0,all,325,0.173982869379015,178,0.5476923076923077,-25.386023178694778,-0.07811084054983009,-317.8487574188548,0.8248398951057999,29.96532843427493,0.4666666666666667,0.743251732042879,52e5f86282d2d114e46219f25f3087046ebc36ddb913d5d06149f913908536fc,development,False
EURF2_0068,rsi_fade,chop,short,25.0,1.8,0.7,32,0,0.0,liquid,247,0.1322269807280514,136,0.5506072874493927,-18.637448308505284,-0.075455256309738,-265.0744734335708,0.8293227421594755,24.821998014841398,0.48148148148148145,0.7465228827739505,feba26a9a6b6582dd93fff048a29f07225cd98bf4bdfecec664b406482929657,development,False
EURF2_0069,rsi_fade,chop,short,25.0,1.8,0.8,32,0,0.0,all,320,0.17130620985010706,162,0.50625,-29.911361905194546,-0.09347300595373295,-367.75319982709,0.8052037579653634,35.10790894116828,0.43333333333333335,0.7223037132789127,55927bfe5fed5a918683179cf424a75401cd2d60ba655ff53e5e73748360fdb4,development,False
EURF2_0070,rsi_fade,chop,short,25.0,1.8,0.8,32,0,0.0,liquid,244,0.13062098501070663,125,0.5122950819672131,-20.99793272296017,-0.08605710132360725,-289.1399066555756,0.8182149424781243,28.334482579405133,0.46296296296296297,0.7286873726794802,384f185190af4b2a97e6558e8436e632dea4369ce6d67f383d687a19b259377e,development,False
EURF2_0071,rsi_fade,chop,short,25.0,1.8,1.0,32,0,0.0,all,317,0.16970021413276232,140,0.4416403785488959,-39.63533346405922,-0.12503259767842026,-486.39552511548607,0.7660300681039975,45.89030916218972,0.3,0.6720181775892594,1ecec918bfac945022e8e608618df82b65cf3a682fc5f497322f6babd7447645,development,False
EURF2_0072,rsi_fade,chop,short,25.0,1.8,1.0,32,0,0.0,liquid,241,0.1290149892933619,113,0.46887966804979253,-20.23076130833806,-0.08394506766945253,-277.0081653614675,0.8365025009200221,29.38040029055973,0.4074074074074074,0.7319256856736792,e4b9533bff9cdec740afc737c752815e0a4a9c4e854cd3d6f9767ea1b4092430,development,False
EURF2_0073,rsi_fade,chop,short,30.0,1.0,0.7,32,0,0.0,all,952,0.5096359743040685,519,0.5451680672268907,-85.41836916482377,-0.08972517769414262,-436.5375237690849,0.8057628010253141,99.36810065515051,0.38235294117647056,0.7300715949565868,ee36181621dc1d7322852ba27e5da1696c6cdb686b8b0d8c9f4773ccece37c02,development,False
EURF2_0074,rsi_fade,chop,short,30.0,1.0,0.7,32,0,0.0,liquid,726,0.3886509635974304,399,0.5495867768595041,-59.21138097448089,-0.08155837599790756,-385.99349164934796,0.82153420729871,69.40764320492443,0.38461538461538464,0.7442004923346489,b9f3dc064196cc458a9afb70aa9eb708e8698e275a019eab7722aa0d212acf3c,development,False
EURF2_0075,rsi_fade,chop,short,30.0,1.0,0.8,32,0,0.0,all,937,0.5016059957173448,486,0.5186766275346851,-77.99446717174476,-0.08323849217902322,-484.9192224767584,0.8296941808131284,91.81746629728285,0.45588235294117646,0.748287194334971,a6749dd1fff1ee3df6b864f794856be6de8079643180b55cdb3872455002ab69,development,False
EURF2_0076,rsi_fade,chop,short,30.0,1.0,0.8,32,0,0.0,liquid,714,0.3822269807280514,375,0.5252100840336135,-50.53317547876361,-0.07077475557249806,-344.6397399036205,0.8530666354974354,59.989724541860646,0.4153846153846154,0.7700151162677367,5bd1a055e839ea92ffe63bd5e98b0ec2949a01864ef35803060a697a155d230d,development,False
EURF2_0077,rsi_fade,chop,short,30.0,1.0,1.0,32,0,0.0,all,912,0.48822269807280516,423,0.46381578947368424,-82.97722235422833,-0.09098379644103984,-525.4731999836637,0.8329040678049056,97.22878617430672,0.38235294117647056,0.7409290422915741,5178463c9bd2be69384bddf38ebac4958e471df76817fe3a45a6acedefc35547,development,False
EURF2_0078,rsi_fade,chop,short,30.0,1.0,1.0,32,0,0.0,liquid,692,0.37044967880085655,327,0.4725433526011561,-51.21826405302134,-0.07401483244656264,-392.85324633204107,0.8616700647729236,61.616697385488784,0.38461538461538464,0.7678120136127973,05b9638001fc2eca31d579a435339f014ecc013901e7225de389c435bd320d24,development,False
EURF2_0079,rsi_fade,chop,short,30.0,1.4,0.7,32,0,0.0,all,844,0.4518201284796574,468,0.5545023696682464,-55.655106558091134,-0.06594206938162457,-455.7878676455074,0.8522765191212869,63.2290400567039,0.5,0.7729778221293243,518eb3c185fa1325c6634140535e342c4ed25c83f88e5d1ab7bd9e0ae20641f7,development,False
