regime_owner,geometry_id,schema_id,history_mode,state_count,block_number,block_start,block_end,history_start,purge_cutoff,training_action_rows,test_action_rows,populated_state_actions,short_global_rows,long_global_rows
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,15,2019-01-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,4298,16,48,2149,2149
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,16,2019-07-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2019-06-30 00:00:00+00:00,4314,486,48,2157,2157
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,17,2020-01-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2019-12-31 00:00:00+00:00,4800,312,48,2400,2400
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,18,2020-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2020-06-30 00:00:00+00:00,5108,672,48,2554,2554
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,19,2021-01-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2020-12-31 00:00:00+00:00,5784,526,48,2892,2892
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,20,2021-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2021-06-30 00:00:00+00:00,6310,466,48,3155,3155
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,21,2022-01-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,6776,500,48,3388,3388
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,22,2022-07-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,7266,394,48,3633,3633
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,23,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,7670,698,48,3835,3835
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,24,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2023-06-30 00:00:00+00:00,8368,216,48,4184,4184
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,25,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,8584,720,48,4292,4292
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,26,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2024-06-30 00:00:00+00:00,9301,940,48,4650,4651
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,27,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,10233,778,48,5116,5117
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,28,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2025-06-30 00:00:00+00:00,11022,672,48,5511,5511
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,EXPANDING,24,29,2026-01-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,11694,1228,48,5847,5847
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,1,2012-01-01 00:00:00+00:00,2012-07-01 00:00:00+00:00,2008-01-01 00:00:00+00:00,2011-12-31 00:00:00+00:00,790,402,48,395,395
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,2,2012-07-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,2008-07-01 00:00:00+00:00,2012-06-30 00:00:00+00:00,1192,214,48,596,596
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,3,2013-01-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,2009-01-01 00:00:00+00:00,2012-12-31 00:00:00+00:00,1402,428,48,701,701
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,4,2013-07-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,2009-07-01 00:00:00+00:00,2013-06-30 00:00:00+00:00,1834,324,48,917,917
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,5,2014-01-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,2148,242,48,1074,1074
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,6,2014-07-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2010-07-01 00:00:00+00:00,2014-06-30 00:00:00+00:00,2378,194,48,1189,1189
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,7,2015-01-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2011-01-01 00:00:00+00:00,2014-12-31 00:00:00+00:00,2522,282,48,1261,1261
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,8,2015-07-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2011-07-01 00:00:00+00:00,2015-06-30 00:00:00+00:00,2654,156,48,1327,1327
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,9,2016-01-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2012-01-01 00:00:00+00:00,2015-12-31 00:00:00+00:00,2242,384,48,1121,1121
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,10,2016-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2012-07-01 00:00:00+00:00,2016-06-30 00:00:00+00:00,2224,72,48,1112,1112
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,11,2017-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,2082,152,48,1041,1041
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,12,2017-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,2017-06-30 00:00:00+00:00,1806,150,48,903,903
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,13,2018-01-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00,1632,328,48,816,816
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,14,2018-07-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,2018-06-30 00:00:00+00:00,1718,180,48,859,859
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,15,2019-01-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,1704,16,48,852,852
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,16,2019-07-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2019-06-30 00:00:00+00:00,1438,486,48,719,719
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,17,2020-01-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2019-12-31 00:00:00+00:00,1768,312,48,884,884
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,18,2020-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2020-06-30 00:00:00+00:00,1692,672,48,846,846
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,19,2021-01-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2020-12-31 00:00:00+00:00,2296,526,48,1148,1148
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,20,2021-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2021-06-30 00:00:00+00:00,2670,466,48,1335,1335
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,21,2022-01-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,2986,500,48,1493,1493
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,22,2022-07-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,3148,394,46,1574,1574
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,23,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,3372,698,46,1686,1686
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,24,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2023-06-30 00:00:00+00:00,4054,216,48,2027,2027
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,25,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,3784,720,48,1892,1892
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,26,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2024-06-30 00:00:00+00:00,4189,940,48,2094,2095
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,27,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,4449,778,46,2224,2225
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,28,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,2025-06-30 00:00:00+00:00,4712,672,48,2356,2356
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_4Y,24,29,2026-01-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,4918,1228,48,2459,2459
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,1,2012-01-01 00:00:00+00:00,2012-07-01 00:00:00+00:00,2004-01-01 00:00:00+00:00,2011-12-31 00:00:00+00:00,790,402,48,395,395
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,2,2012-07-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,2004-07-01 00:00:00+00:00,2012-06-30 00:00:00+00:00,1192,214,48,596,596
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,3,2013-01-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,2005-01-01 00:00:00+00:00,2012-12-31 00:00:00+00:00,1402,428,48,701,701
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,4,2013-07-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,2005-07-01 00:00:00+00:00,2013-06-30 00:00:00+00:00,1834,324,48,917,917
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,5,2014-01-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,2006-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,2148,242,48,1074,1074
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,6,2014-07-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2006-07-01 00:00:00+00:00,2014-06-30 00:00:00+00:00,2400,194,48,1200,1200
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,7,2015-01-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2007-01-01 00:00:00+00:00,2014-12-31 00:00:00+00:00,2590,282,48,1295,1295
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,8,2015-07-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2007-07-01 00:00:00+00:00,2015-06-30 00:00:00+00:00,2866,156,48,1433,1433
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,9,2016-01-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2008-01-01 00:00:00+00:00,2015-12-31 00:00:00+00:00,3032,384,48,1516,1516
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,10,2016-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2008-07-01 00:00:00+00:00,2016-06-30 00:00:00+00:00,3416,72,48,1708,1708
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,11,2017-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2009-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,3488,152,48,1744,1744
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,12,2017-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2009-07-01 00:00:00+00:00,2017-06-30 00:00:00+00:00,3640,150,48,1820,1820
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,13,2018-01-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00,3790,328,48,1895,1895
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,14,2018-07-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2010-07-01 00:00:00+00:00,2018-06-30 00:00:00+00:00,4096,180,48,2048,2048
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,15,2019-01-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2011-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,4230,16,48,2115,2115
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,16,2019-07-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2011-07-01 00:00:00+00:00,2019-06-30 00:00:00+00:00,4102,486,48,2051,2051
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,17,2020-01-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2012-01-01 00:00:00+00:00,2019-12-31 00:00:00+00:00,4010,312,48,2005,2005
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,18,2020-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,2012-07-01 00:00:00+00:00,2020-06-30 00:00:00+00:00,3916,672,48,1958,1958
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,19,2021-01-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,2020-12-31 00:00:00+00:00,4378,526,48,2189,2189
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,20,2021-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,2021-06-30 00:00:00+00:00,4476,466,48,2238,2238
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,21,2022-01-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,4618,500,48,2309,2309
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,22,2022-07-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,4866,394,48,2433,2433
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,23,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,5076,698,48,2538,2538
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,24,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2023-06-30 00:00:00+00:00,5492,216,48,2746,2746
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,25,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,5552,720,48,2776,2776
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,26,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2024-06-30 00:00:00+00:00,5885,940,48,2942,2943
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,27,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,6745,778,48,3372,3373
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,28,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2025-06-30 00:00:00+00:00,7382,672,48,3691,3691
CHOP,C_G1_BALANCED,C01_SESSION_VWAP,ROLLING_8Y,24,29,2026-01-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,7904,1228,48,3952,3952
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,1,2012-01-01 00:00:00+00:00,2012-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2011-12-31 00:00:00+00:00,790,402,78,395,395
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,2,2012-07-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2012-06-30 00:00:00+00:00,1192,214,80,596,596
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,3,2013-01-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2012-12-31 00:00:00+00:00,1402,428,80,701,701
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,4,2013-07-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2013-06-30 00:00:00+00:00,1834,324,82,917,917
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,5,2014-01-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,2148,242,82,1074,1074
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,6,2014-07-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2014-06-30 00:00:00+00:00,2400,194,82,1200,1200
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,7,2015-01-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2014-12-31 00:00:00+00:00,2590,282,82,1295,1295
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,8,2015-07-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2015-06-30 00:00:00+00:00,2866,156,82,1433,1433
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,9,2016-01-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2015-12-31 00:00:00+00:00,3032,384,82,1516,1516
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,10,2016-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2016-06-30 00:00:00+00:00,3416,72,82,1708,1708
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,11,2017-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,3488,152,82,1744,1744
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,12,2017-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2017-06-30 00:00:00+00:00,3640,150,82,1820,1820
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,13,2018-01-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00,3790,328,82,1895,1895
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,14,2018-07-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2018-06-30 00:00:00+00:00,4118,180,82,2059,2059
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,15,2019-01-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,4298,16,82,2149,2149
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,16,2019-07-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2019-06-30 00:00:00+00:00,4314,486,82,2157,2157
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,17,2020-01-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2019-12-31 00:00:00+00:00,4800,312,82,2400,2400
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,18,2020-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2020-06-30 00:00:00+00:00,5108,672,82,2554,2554
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,19,2021-01-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2020-12-31 00:00:00+00:00,5784,526,82,2892,2892
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,20,2021-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2021-06-30 00:00:00+00:00,6310,466,82,3155,3155
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,21,2022-01-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,6776,500,82,3388,3388
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,22,2022-07-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,7266,394,82,3633,3633
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,23,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,7670,698,82,3835,3835
CHOP,C_G1_BALANCED,C02_SESSION_LOCATION_CANDLE,EXPANDING,72,24,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2023-06-30 00:00:00+00:00,8368,216,82,4184,4184
