Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,report_date_utc,dealer_net_pct_oi,dealer_flow_change,vote_dealer,asset_net_pct_oi,asset_flow_change,vote_asset,leveraged_net_pct_oi,leveraged_flow_change,vote_leveraged,three_valid_nonzero_votes,vote_sum,side,availability_utc
557585,25642,144791,338307,139559,44827,172022,2019-12-31 00:00:00+00:00,-0.21368759920012195,-0.01101177873546183,1.0,0.35644430893944423,0.027501591112669366,1.0,-0.22811768609270336,-0.019183480557863092,-1.0,True,1.0,LONG,2020-01-08 00:00:00+00:00
555940,25266,157726,341010,139549,42151,159703,2020-01-07 00:00:00+00:00,-0.23826312191963162,-0.024575522719509663,1.0,0.3623790337086736,0.005934724769229349,1.0,-0.21144727848328956,0.016670407609413795,1.0,True,3.0,LONG,2020-01-15 00:00:00+00:00
571239,27371,165063,341560,148751,41577,150952,2020-01-14 00:00:00+00:00,-0.24104096534025163,-0.002777843420620013,1.0,0.33752772482270993,-0.024851308885963652,-1.0,-0.19146977009622942,0.01997750838706014,1.0,True,1.0,LONG,2020-01-22 00:00:00+00:00
582164,26912,169292,345091,156105,46342,147131,2020-01-21 00:00:00+00:00,-0.2445702585525728,-0.0035292932123211773,1.0,0.3246267374829086,-0.012900987339801329,-1.0,-0.17312819068166357,0.01834157941456585,1.0,True,1.0,LONG,2020-01-29 00:00:00+00:00
598793,31072,158705,348865,177105,55726,159127,2020-01-28 00:00:00+00:00,-0.21315045433062846,0.03141980422194435,-1.0,0.28684370057766206,-0.037783036905246536,-1.0,-0.17268237938653258,0.0004458112951309934,1.0,True,-1.0,SHORT,2020-02-05 00:00:00+00:00
594698,30736,147847,354830,176008,46758,163930,2020-02-04 00:00:00+00:00,-0.19692516201500593,0.01622529231562253,-1.0,0.3006937975241215,0.013850096946459445,1.0,-0.19702773508570737,-0.024345355699174787,-1.0,True,-1.0,SHORT,2020-02-12 00:00:00+00:00
612444,27850,145522,374399,171729,44521,178070,2020-02-11 00:00:00+00:00,-0.19213511765973706,0.004790044355268863,-1.0,0.33092005146592995,0.030226253941808445,1.0,-0.21805912050734436,-0.02103138542163699,-1.0,True,-1.0,SHORT,2020-02-19 00:00:00+00:00
617487,31811,135546,364356,176239,48476,186683,2020-02-18 00:00:00+00:00,-0.16799543958010452,0.02413967807963255,-1.0,0.3046493286498339,-0.026270722816096048,-1.0,-0.2238217160847111,-0.005762595577366747,-1.0,True,-3.0,SHORT,2020-02-26 00:00:00+00:00
625563,32179,122225,371589,178431,49751,195284,2020-02-25 00:00:00+00:00,-0.14394393530307897,0.024051504277025543,-1.0,0.3087746557900643,0.004125327140230395,1.0,-0.2326432349739355,-0.008821518889224389,-1.0,True,-1.0,SHORT,2020-03-04 00:00:00+00:00
640357,29626,170652,376688,142371,42754,183133,2020-03-03 00:00:00+00:00,-0.2202302777981657,-0.07628634249508673,1.0,0.36591619986976015,0.05714154407969585,1.0,-0.21921990389735727,0.013423331076578227,1.0,True,3.0,LONG,2020-03-11 00:00:00+00:00
659151,30452,284950,407364,103946,38294,145905,2020-03-10 00:00:00+00:00,-0.3860996949105744,-0.16586941711240868,1.0,0.4603163766724165,0.09440017680265633,1.0,-0.16325697753625498,0.05596292636110228,1.0,True,3.0,LONG,2020-03-18 00:00:00+00:00
588116,35155,306928,381361,97512,38965,101775,2020-03-17 00:00:00+00:00,-0.4621078154649763,-0.07600812055440193,1.0,0.4826411796312292,0.02232480295881273,1.0,-0.10679865876799816,0.05645831876825683,1.0,True,3.0,LONG,2020-03-25 00:00:00+00:00
571086,34420,294478,353661,96182,43370,85717,2020-03-24 00:00:00+00:00,-0.45537449701095806,0.006733318454018256,-1.0,0.45085853969454687,-0.031782639936682344,-1.0,-0.07415170394651593,0.03264695482148222,1.0,True,-1.0,SHORT,2020-04-01 00:00:00+00:00
551752,35658,300144,339477,84875,43712,79721,2020-03-31 00:00:00+00:00,-0.47935666748829187,-0.02398217047733381,1.0,0.46144282213748206,0.010584282442935189,1.0,-0.06526301671765576,0.008888687228860173,1.0,True,3.0,LONG,2020-04-08 00:00:00+00:00
554697,30805,309723,335104,88094,48500,76019,2020-04-07 00:00:00+00:00,-0.5028294726670597,-0.02347280517876782,1.0,0.44530617616464485,-0.016136645972837205,-1.0,-0.04961086863639068,0.015652148081265083,1.0,True,1.0,LONG,2020-04-15 00:00:00+00:00
543361,30783,309033,328993,86037,51052,72530,2020-04-14 00:00:00+00:00,-0.5120904886438298,-0.009261015976770093,1.0,0.44713551395849166,0.001829337793846808,1.0,-0.039528048571759844,0.010082820064630835,1.0,True,3.0,LONG,2020-04-22 00:00:00+00:00
546661,31161,306834,329495,87086,53217,72546,2020-04-21 00:00:00+00:00,-0.5042851053943852,0.007805383249444575,-1.0,0.44343569415048817,-0.0036998198080034905,-1.0,-0.035358293348162755,0.0041697552235970894,1.0,True,-1.0,SHORT,2020-04-29 00:00:00+00:00
545082,36440,295274,321211,91655,55128,74633,2020-04-28 00:00:00+00:00,-0.47485332482085263,0.029431780573532573,-1.0,0.42114030549531994,-0.022295388655168225,-1.0,-0.03578360687015898,-0.00042531352199622757,-1.0,True,-3.0,SHORT,2020-05-06 00:00:00+00:00
541624,37803,287314,316209,93995,54435,78604,2020-05-05 00:00:00+00:00,-0.4606719790851218,0.014181345735730821,-1.0,0.4102735477009881,-0.010866757794331827,-1.0,-0.044623207243401325,-0.008839600373242343,-1.0,True,-3.0,SHORT,2020-05-13 00:00:00+00:00
547329,44682,287340,317583,98656,51313,78126,2020-05-12 00:00:00+00:00,-0.4433494296848879,0.017322549400233922,-1.0,0.399991595548564,-0.010281952152424112,-1.0,-0.048988816598426174,-0.004365609355024849,-1.0,True,-3.0,SHORT,2020-05-20 00:00:00+00:00
547206,42690,281244,318462,105510,48455,79962,2020-05-19 00:00:00+00:00,-0.4359491672240436,0.007400262460844298,-1.0,0.3891623995350928,-0.01082919601347121,-1.0,-0.05757795053416812,-0.008589133935741948,-1.0,True,-3.0,SHORT,2020-05-27 00:00:00+00:00
556749,40084,288477,326808,106700,52480,83302,2020-05-26 00:00:00+00:00,-0.44614898275524517,-0.010199815531201584,1.0,0.3953451196140451,0.0061827200789523196,1.0,-0.05536067419968424,0.0022172763344838822,1.0,True,3.0,LONG,2020-06-03 00:00:00+00:00
583384,36698,304195,332769,98620,52066,83119,2020-06-02 00:00:00+00:00,-0.45852645941609643,-0.012377476660851261,1.0,0.40136342443399203,0.006018304819946918,1.0,-0.053229090958956705,0.0021315832407275345,1.0,True,3.0,LONG,2020-06-10 00:00:00+00:00
592915,38029,329966,340150,86791,51348,84377,2020-06-09 00:00:00+00:00,-0.49237580428897904,-0.0338493448728826,1.0,0.42731082870225917,0.025947404268267138,1.0,-0.05570612988371015,-0.0024770389247534413,-1.0,True,1.0,LONG,2020-06-17 00:00:00+00:00
574939,26123,335609,344850,89413,47845,66789,2020-06-16 00:00:00+00:00,-0.5382936276718052,-0.045917823382826184,1.0,0.44428539375481574,0.016974565052556567,1.0,-0.032949582477445435,0.02275654740626471,1.0,True,3.0,LONG,2020-06-24 00:00:00+00:00
585421,27230,345072,345739,90847,52353,67326,2020-06-23 00:00:00+00:00,-0.5429289349032577,-0.004635307231452446,1.0,0.43539948174049103,-0.008885912014324704,-1.0,-0.025576465483814214,0.0073731169936312214,1.0,True,1.0,LONG,2020-07-01 00:00:00+00:00
579738,26432,334405,351181,92171,45082,76489,2020-06-30 00:00:00+00:00,-0.5312278994994291,0.011701035403828608,-1.0,0.446770782663893,0.011371300923401939,1.0,-0.0541744719166244,-0.02859800643281019,-1.0,True,-1.0,SHORT,2020-07-08 00:00:00+00:00
593341,27430,354567,352516,84610,49579,76501,2020-07-07 00:00:00+00:00,-0.5513473702306094,-0.020119470731180367,1.0,0.45152113203031646,0.00475034936642349,1.0,-0.045373571015655416,0.008800900900968987,1.0,True,3.0,LONG,2020-07-15 00:00:00+00:00
604982,26642,372706,372201,77041,53992,79311,2020-07-14 00:00:00+00:00,-0.572023630455121,-0.020676260224511522,1.0,0.4878822841010146,0.03636115207069812,1.0,-0.04185083192557795,0.0035227390900774633,1.0,True,3.0,LONG,2020-07-22 00:00:00+00:00
636212,26776,404926,385659,72042,59583,74578,2020-07-21 00:00:00+00:00,-0.5943773459161411,-0.022353715461020163,1.0,0.4929441758407575,0.005061891739742919,1.0,-0.023569187629280806,0.018281644296297146,1.0,True,3.0,LONG,2020-07-29 00:00:00+00:00
678965,27052,448326,399479,69796,78712,84562,2020-07-28 00:00:00+00:00,-0.6204649724212589,-0.026087626505117756,1.0,0.4855670027173713,-0.007377173123386205,-1.0,-0.00861605531949364,0.014953132309787166,1.0,True,1.0,LONG,2020-08-05 00:00:00+00:00
704875,27191,478174,401811,69106,91850,80218,2020-08-04 00:00:00+00:00,-0.6398056392977478,-0.019340666876488943,1.0,0.47200567476502925,-0.01356132795234205,-1.0,0.016502216705089556,0.025118272024583197,1.0,True,1.0,LONG,2020-08-12 00:00:00+00:00
706458,27562,493403,401216,68210,96780,66321,2020-08-11 00:00:00+00:00,-0.6594036729713585,-0.019598033673610682,1.0,0.4713740944259956,-0.000631580339033655,-1.0,0.043115089644395,0.02661287293930544,1.0,True,1.0,LONG,2020-08-19 00:00:00+00:00
704050,28605,496669,406235,68912,93893,62324,2020-08-18 00:00:00+00:00,-0.6648164192884028,-0.005412746317044359,1.0,0.47911796037213267,0.007743865946137074,1.0,0.044839144947091826,0.001724055302696828,1.0,True,3.0,LONG,2020-08-26 00:00:00+00:00
704077,28911,497753,407293,75184,89098,52003,2020-08-25 00:00:00+00:00,-0.6658959176340088,-0.0010794983456059448,1.0,0.4716941470890258,-0.007423813283106873,-1.0,0.052685998832514055,0.00784685388542223,1.0,True,1.0,LONG,2020-09-02 00:00:00+00:00
698211,31676,481908,400263,80842,86169,54361,2020-09-01 00:00:00+00:00,-0.6448365895123394,0.02105932812166944,-1.0,0.4574849150185259,-0.0142092320704999,-1.0,0.04555642921695591,-0.007129569615558148,-1.0,True,-3.0,SHORT,2020-09-09 00:00:00+00:00
690782,29386,469084,399945,85572,81097,51168,2020-09-08 00:00:00+00:00,-0.6365220865627651,0.008314502949574254,-1.0,0.45509726657614125,-0.002387648442384649,-1.0,0.043326259225052184,-0.002230169991903723,-1.0,True,-3.0,SHORT,2020-09-16 00:00:00+00:00
658174,29085,447861,394974,90237,67043,47965,2020-09-15 00:00:00+00:00,-0.6362694363496583,0.0002526502131068309,-1.0,0.4630037041876464,0.007906437611505168,1.0,0.028986255914089588,-0.014340003310962596,-1.0,True,-1.0,SHORT,2020-09-23 00:00:00+00:00
666412,28166,448397,390535,89840,74981,51976,2020-09-22 00:00:00+00:00,-0.6305873843808335,0.005682051968824764,-1.0,0.4512148640780778,-0.011788840109568599,-1.0,0.034520686902396715,0.005534430988307127,1.0,True,-1.0,SHORT,2020-09-30 00:00:00+00:00
655912,29604,443074,376743,89581,77163,48037,2020-09-29 00:00:00+00:00,-0.6303741965385601,0.00021318784227342125,-1.0,0.43780568124992375,-0.013409182828154065,-1.0,0.044405347058751786,0.009884660156355071,1.0,True,-1.0,SHORT,2020-10-07 00:00:00+00:00
652135,31976,452591,377765,74010,68151,50728,2020-10-06 00:00:00+00:00,-0.6449814838952057,-0.014607287356645626,1.0,0.4657854585323591,0.027979777282435336,1.0,0.02671686077269277,-0.017688486286059017,-1.0,True,1.0,LONG,2020-10-14 00:00:00+00:00
646165,30856,443178,374580,70287,63825,53514,2020-10-13 00:00:00+00:00,-0.6381063660210627,0.006875117874142966,-1.0,0.47092151385482034,0.005136055322461253,1.0,0.015957224547909588,-0.010759636224783181,-1.0,True,-1.0,SHORT,2020-10-21 00:00:00+00:00
644667,32301,442622,367379,68726,67693,57879,2020-10-20 00:00:00+00:00,-0.636485193130717,0.0016211728903456901,-1.0,0.4632670820749317,-0.007654431779888615,-1.0,0.015223363379853475,-0.000733861168056113,-1.0,True,-3.0,SHORT,2020-10-28 00:00:00+00:00
636778,35755,432981,361781,68119,60841,56428,2020-10-27 00:00:00+00:00,-0.6238060988287912,0.01267909430192582,-1.0,0.4611685705222228,-0.0020985115527089038,-1.0,0.006930201734356401,-0.008293161645497074,-1.0,True,-3.0,SHORT,2020-11-04 00:00:00+00:00
627754,44816,417511,361060,74836,49641,59764,2020-11-03 00:00:00+00:00,-0.593695938217837,0.030110160610954284,-1.0,0.455949304982525,-0.005219265539697815,-1.0,-0.016125743523737007,-0.02305594525809341,-1.0,True,-3.0,SHORT,2020-11-11 00:00:00+00:00
638993,43504,426295,367868,74038,56591,59918,2020-11-10 00:00:00+00:00,-0.5990535107583338,-0.005357572540496847,1.0,0.4598328933180802,0.003883588335555188,1.0,-0.0052066298065863,0.010919113717150706,1.0,True,3.0,LONG,2020-11-18 00:00:00+00:00
637946,42782,428115,369264,67796,55787,61398,2020-11-17 00:00:00+00:00,-0.604021343499293,-0.004967832740959244,1.0,0.4725603734485364,0.012727480130456215,1.0,-0.008795415285933292,-0.0035887854793469915,-1.0,True,1.0,LONG,2020-11-25 00:00:00+00:00
644566,40647,438130,374819,66193,57894,59428,2020-11-24 00:00:00+00:00,-0.6166676492399537,-0.012646305740660613,1.0,0.47881209992460044,0.0062517264760640345,1.0,-0.0023798959299745877,0.006415519355958704,1.0,True,3.0,LONG,2020-12-02 00:00:00+00:00
654257,46995,439274,367187,67560,64671,59125,2020-12-01 00:00:00+00:00,-0.5995793701863336,0.017088279053620092,-1.0,0.4579652949834698,-0.02084680494113067,-1.0,0.00847679123035749,0.010856687160332078,1.0,True,-1.0,SHORT,2020-12-09 00:00:00+00:00
683351,44128,448295,371598,71244,72412,58873,2020-12-08 00:00:00+00:00,-0.5914486113285852,0.008130758857748388,-1.0,0.43953107553804704,-0.018434219445422728,-1.0,0.019812658501999706,0.011335867271642217,1.0,True,-1.0,SHORT,2020-12-16 00:00:00+00:00
657046,35770,451853,377303,72034,66504,48447,2020-12-15 00:00:00+00:00,-0.6332631200859605,-0.04181450875737536,1.0,0.464608261826417,0.025077186288369968,1.0,0.027482094099956472,0.007669435597956766,1.0,True,3.0,LONG,2020-12-23 00:00:00+00:00
659499,34542,455340,380121,69671,68772,50411,2020-12-21 00:00:00+00:00,-0.6380570705944967,-0.004793950508536149,1.0,0.47073611938759574,0.006127857561178729,1.0,0.02784083069117618,0.000358736591219707,1.0,True,3.0,LONG,2020-12-29 00:00:00+00:00
671643,32291,472333,397781,69960,68234,51624,2020-12-29 00:00:00+00:00,-0.6551724651340072,-0.017115394539510498,1.0,0.48808816588574583,0.017352046498150087,1.0,0.024730399929724572,-0.0031104307614516075,-1.0,True,1.0,LONG,2021-01-06 00:00:00+00:00
673532,34129,473829,398567,67572,67843,54977,2021-01-05 00:00:00+00:00,-0.6528271856422561,0.0023452794917511177,-1.0,0.4914317359828486,0.003343570097102788,1.0,0.01910228467244318,-0.00562811525728139,-1.0,True,-1.0,SHORT,2021-01-13 00:00:00+00:00
677952,31649,479348,397611,69775,72119,48463,2021-01-12 00:00:00+00:00,-0.6603697606910224,-0.00754257504876632,1.0,0.48356815821769095,-0.00786357776515767,-1.0,0.03489332578117625,0.01579104110873307,1.0,True,1.0,LONG,2021-01-20 00:00:00+00:00
676515,32544,492392,388004,56895,80097,48853,2021-01-19 00:00:00+00:00,-0.6797306785511038,-0.019360917860081428,1.0,0.48943334589772586,0.005865187680034911,1.0,0.04618375054507291,0.011290424763896661,1.0,True,3.0,LONG,2021-01-27 00:00:00+00:00
677432,35335,494670,389037,55550,76457,46921,2021-01-26 00:00:00+00:00,-0.6780532953861051,0.0016773831649986581,-1.0,0.49228114408531043,0.0028477981875845715,1.0,0.043599948039065174,-0.002583802506007739,-1.0,True,-1.0,SHORT,2021-02-03 00:00:00+00:00
675520,34702,476340,381415,54720,73530,51409,2021-02-02 00:00:00+00:00,-0.6537748697299858,0.024278425656119373,-1.0,0.48362002605400284,-0.00866111803130759,-1.0,0.03274662482235907,-0.010853323216706103,-1.0,True,-3.0,SHORT,2021-02-10 00:00:00+00:00
673116,29639,476896,386455,53379,70898,48435,2021-02-09 00:00:00+00:00,-0.6644575377795209,-0.010682668049535105,1.0,0.4948270431842357,0.011207017130232866,1.0,0.03337166253662073,0.0006250377142616587,1.0,True,3.0,LONG,2021-02-17 00:00:00+00:00
675761,28131,479310,396030,56623,68136,48708,2021-02-16 00:00:00+00:00,-0.6676606078184447,-0.0032030700389238387,1.0,0.5022589347417208,0.007431891557485082,1.0,0.028749809474059616,-0.004621853062561115,-1.0,True,1.0,LONG,2021-02-24 00:00:00+00:00
696916,28603,483691,402165,57490,72092,54006,2021-02-23 00:00:00+00:00,-0.6530026574221284,0.014657950396316344,-1.0,0.49457179918383276,-0.007687135557888025,-1.0,0.02595147765297396,-0.0027983318210856555,-1.0,True,-3.0,SHORT,2021-03-03 00:00:00+00:00
698229,31023,467221,402346,65297,73422,55194,2021-03-02 00:00:00+00:00,-0.6247205429737235,0.028282114448404894,-1.0,0.4827198526557906,-0.011851946528042168,-1.0,0.026106048302204577,0.0001545706492306169,1.0,True,-1.0,SHORT,2021-03-10 00:00:00+00:00
722123,33499,444345,394927,70728,64247,64173,2021-03-09 00:00:00+00:00,-0.5689418561657779,0.05577868680794562,-1.0,0.44895260225751016,-0.033767250398280435,-1.0,0.00010247561703477108,-0.026003572685169805,-1.0,True,-3.0,SHORT,2021-03-17 00:00:00+00:00
638977,26711,430548,404576,66921,48912,60735,2021-03-16 00:00:00+00:00,-0.6320055338455062,-0.06306367767972831,1.0,0.5284306007884478,0.07947799853093768,1.0,-0.018503013410498342,-0.018605489027533114,-1.0,True,1.0,LONG,2021-03-24 00:00:00+00:00
641428,27253,431005,398839,69324,51452,58114,2021-03-23 00:00:00+00:00,-0.6294580217888835,0.002547512056622625,-1.0,0.5137209476355881,-0.01470965315285977,-1.0,-0.010386200789488454,0.008116812621009889,1.0,True,-1.0,SHORT,2021-03-31 00:00:00+00:00
645121,34931,416782,385040,79882,57133,63913,2021-03-30 00:00:00+00:00,-0.5919060145306074,0.03755200725827612,-1.0,0.4730244403763015,-0.040696507259286585,-1.0,-0.010509656328037686,-0.00012345553854923273,-1.0,True,-3.0,SHORT,2021-04-07 00:00:00+00:00
642671,34432,414427,390933,76823,53206,65295,2021-04-06 00:00:00+00:00,-0.5912745401612955,0.0006314743693118796,-1.0,0.4887570778827736,0.015732637506472136,1.0,-0.018810557812628855,-0.008300901484591169,-1.0,True,-1.0,SHORT,2021-04-14 00:00:00+00:00
648681,33974,421920,393478,72885,55274,65489,2021-04-13 00:00:00+00:00,-0.5980535887439281,-0.006779048582632563,1.0,0.49422289229991323,0.005465814417139614,1.0,-0.015747339601437378,0.003063218211191477,1.0,True,3.0,LONG,2021-04-21 00:00:00+00:00
661640,33403,449085,393760,63317,61556,61540,2021-04-20 00:00:00+00:00,-0.6282600810108216,-0.030206492266893537,1.0,0.49943020373617075,0.005207311436257522,1.0,2.4182334804425367e-05,0.015771521936241803,1.0,True,3.0,LONG,2021-04-28 00:00:00+00:00
672072,37516,457177,396062,66117,63322,63360,2021-04-27 00:00:00+00:00,-0.6244286326465022,0.0038314483643194786,-1.0,0.4909369829423038,-0.00849322079386694,-1.0,-5.65415610232237e-05,-8.072389582764906e-05,-1.0,True,-3.0,SHORT,2021-05-05 00:00:00+00:00
677397,37028,460132,398683,65948,59981,63801,2021-05-04 00:00:00+00:00,-0.6246027071274305,-0.00017407448092832123,1.0,0.4911964475780082,0.00025946463570436507,1.0,-0.005639233713760173,-0.005582692152736949,-1.0,True,1.0,LONG,2021-05-12 00:00:00+00:00
697211,28318,476767,406686,67350,72130,69703,2021-05-11 00:00:00+00:00,-0.6432041376283507,-0.018601430500920224,1.0,0.4867048856085174,-0.004491561969490798,-1.0,0.0034810122043398626,0.009120245918100036,1.0,True,1.0,LONG,2021-05-19 00:00:00+00:00
727631,27823,507106,440386,66190,70419,73738,2021-05-18 00:00:00+00:00,-0.6586896380170718,-0.015485500388721096,1.0,0.5142661596331107,0.027561274024593352,1.0,-0.004561377951186797,-0.00804239015552666,-1.0,True,1.0,LONG,2021-05-26 00:00:00+00:00
738138,27676,516244,445783,67407,70981,73484,2021-05-25 00:00:00+00:00,-0.6618924916479032,-0.0032028536308313926,1.0,0.5126087533767398,-0.0016574062563708969,-1.0,-0.0033909648331341834,0.0011704131180526136,1.0,True,1.0,LONG,2021-06-02 00:00:00+00:00
742079,27372,521623,452078,67875,69560,69723,2021-06-01 00:00:00+00:00,-0.6660355568611968,-0.004143065213293551,1.0,0.5177386774184419,0.005129924041702094,1.0,-0.00021965316361196045,0.003171311669522223,1.0,True,3.0,LONG,2021-06-09 00:00:00+00:00
743159,23841,517905,453297,66384,63558,70560,2021-06-08 00:00:00+00:00,-0.6648160084181178,0.0012195484430789216,-1.0,0.5206328659142929,0.002894188495850991,1.0,-0.009421940661419697,-0.009202287497807736,-1.0,True,-1.0,SHORT,2021-06-16 00:00:00+00:00
694722,16470,501518,454721,68198,49079,51822,2021-06-15 00:00:00+00:00,-0.698190067393864,-0.03337405897574619,1.0,0.5563707497387445,0.03573788382445153,1.0,-0.003948341926698737,0.00547359873472096,1.0,True,3.0,LONG,2021-06-23 00:00:00+00:00
694804,19485,457928,448787,84289,52382,68507,2021-06-22 00:00:00+00:00,-0.6310311972872925,0.06715887010657151,-1.0,0.5246055002561874,-0.0317652494825571,-1.0,-0.023207983834289958,-0.019259641907591222,-1.0,True,-3.0,SHORT,2021-06-30 00:00:00+00:00
697425,21157,455454,450042,86760,51345,64095,2021-06-29 00:00:00+00:00,-0.6227149872746174,0.00831621001267513,-1.0,0.5208904183245511,-0.003715081931636277,-1.0,-0.018281535648994516,0.004926448185295442,1.0,True,-1.0,SHORT,2021-07-07 00:00:00+00:00
699383,24503,441656,445331,94060,52702,68652,2021-07-06 00:00:00+00:00,-0.5964585927882148,0.0262563944864026,-1.0,0.5022584192066436,-0.018631999117907472,-1.0,-0.0228058159835169,-0.004524280334522384,-1.0,True,-3.0,SHORT,2021-07-14 00:00:00+00:00
688952,25282,413540,426597,96349,59722,81863,2021-07-13 00:00:00+00:00,-0.563548694248656,0.032909898539558835,-1.0,0.4793483435711051,-0.022910075635538485,-1.0,-0.03213721710656185,-0.009331401123044952,-1.0,True,-3.0,SHORT,2021-07-21 00:00:00+00:00
683075,43547,386877,413093,108926,54722,88458,2021-07-20 00:00:00+00:00,-0.5026241627932511,0.060924531455404884,-1.0,0.4452907806609816,-0.03405756291012352,-1.0,-0.04938842733228416,-0.017251210225722305,-1.0,True,-3.0,SHORT,2021-07-28 00:00:00+00:00
678008,44381,375205,401410,113184,53235,86419,2021-07-27 00:00:00+00:00,-0.48793524560182183,0.01468891719142923,-1.0,0.42510707838255596,-0.02018370227842564,-1.0,-0.0489433752994065,0.00044505203287766026,1.0,True,-1.0,SHORT,2021-08-04 00:00:00+00:00
674491,45158,373396,397915,109126,51182,88923,2021-08-03 00:00:00+00:00,-0.48664548526221996,0.0012897603396018753,-1.0,0.4281584187187079,0.003051340336151953,1.0,-0.055954786646523084,-0.007011411347116588,-1.0,True,-1.0,SHORT,2021-08-11 00:00:00+00:00
702098,54108,375546,408653,122303,59526,97549,2021-08-10 00:00:00+00:00,-0.45782497600050137,0.028820509261718585,-1.0,0.40784904671427635,-0.02030937200443156,-1.0,-0.05415625738856969,0.0017985292579533949,1.0,True,-1.0,SHORT,2021-08-18 00:00:00+00:00
694792,50534,368099,400826,126330,58690,92187,2021-08-17 00:00:00+00:00,-0.4570648481847805,0.0007601278157208791,-1.0,0.39507651210722056,-0.012772534607055797,-1.0,-0.04821155108291402,0.005944706305655668,1.0,True,-1.0,SHORT,2021-08-25 00:00:00+00:00
698547,51406,361523,397176,133097,62532,83371,2021-08-24 00:00:00+00:00,-0.4439457903333634,0.013119057851417093,-1.0,0.3780404181823127,-0.017036093924907847,-1.0,-0.029831922547802796,0.018379628535111225,1.0,True,-1.0,SHORT,2021-09-01 00:00:00+00:00
705110,50492,359275,402394,132336,56161,94209,2021-08-31 00:00:00+00:00,-0.4379217427068117,0.006024047626551676,-1.0,0.3830012338500376,0.004960815667724883,1.0,-0.053960374976953954,-0.024128452429151157,-1.0,True,-1.0,SHORT,2021-09-08 00:00:00+00:00
696734,42340,376699,406694,122155,51065,82340,2021-09-07 00:00:00+00:00,-0.4798947661517882,-0.0419730234449765,1.0,0.4083897154437705,0.025388481593732914,1.0,-0.04488800603960766,0.009072368937346295,1.0,True,3.0,LONG,2021-09-15 00:00:00+00:00
653102,20864,360165,410293,120563,48022,74166,2021-09-14 00:00:00+00:00,-0.5195222185814773,-0.03962745242968907,1.0,0.443621363891092,0.03523164844732152,1.0,-0.04003050059561906,0.004857505443988601,1.0,True,3.0,LONG,2021-09-22 00:00:00+00:00
663519,20461,350717,424705,134554,50898,80625,2021-09-21 00:00:00+00:00,-0.49773405132332305,0.021788167258154245,-1.0,0.4372911702603844,-0.006330193630707637,-1.0,-0.04480203279785507,-0.004771532202236015,-1.0,True,-3.0,SHORT,2021-09-29 00:00:00+00:00
668067,28469,326257,412831,139678,53203,98491,2021-09-28 00:00:00+00:00,-0.44574571113376354,0.0519883401895595,-1.0,0.4088706671636228,-0.028420503096761585,-1.0,-0.06778960792854609,-0.022987575130691017,-1.0,True,-3.0,SHORT,2021-10-06 00:00:00+00:00
693591,44500,318567,417831,143470,51655,123129,2021-10-05 00:00:00+00:00,-0.3951420938276304,0.050603617306133164,-1.0,0.39556597476034144,-0.01330469240328136,-1.0,-0.10304920334894772,-0.035259595420401635,-1.0,True,-3.0,SHORT,2021-10-13 00:00:00+00:00
695329,54801,315390,404022,145599,58428,122030,2021-10-12 00:00:00+00:00,-0.3747707919560381,0.020371301871592307,-1.0,0.3716557198103344,-0.023910254950007037,-1.0,-0.09147036870316066,0.011578834645787059,1.0,True,-1.0,SHORT,2021-10-20 00:00:00+00:00
679418,45718,315402,406741,150711,49927,103118,2021-10-19 00:00:00+00:00,-0.3969338463214104,-0.022163054365372303,1.0,0.3768372342210539,0.005181514410719512,1.0,-0.0782890650527363,0.013181303650424359,1.0,True,3.0,LONG,2021-10-27 00:00:00+00:00
680374,52966,308571,395117,152724,55993,106564,2021-10-26 00:00:00+00:00,-0.3756830801882494,0.02125076613316096,-1.0,0.35626434872584783,-0.020572885495206084,-1.0,-0.07432823711664467,0.003960827936091635,1.0,True,-1.0,SHORT,2021-11-03 00:00:00+00:00
678024,54829,313129,391933,157316,55382,96689,2021-11-02 00:00:00+00:00,-0.380959966018902,-0.005276885830652556,1.0,0.34603052399325096,-0.010233824732596875,-1.0,-0.06092262220806343,0.013405614908581241,1.0,True,1.0,LONG,2021-11-10 00:00:00+00:00
678368,48816,315316,391470,156198,55225,90357,2021-11-09 00:00:00+00:00,-0.3928546157837634,-0.011894649764861431,1.0,0.34682060474550686,0.000790080752255895,1.0,-0.0517889994811076,0.00913362272695583,1.0,True,3.0,LONG,2021-11-17 00:00:00+00:00
705698,59015,311430,392640,169012,60703,101120,2021-11-16 00:00:00+00:00,-0.35768133110764094,0.03517328467612246,-1.0,0.31688909420176903,-0.029931510543737827,-1.0,-0.05727237430175514,-0.005483374820647542,-1.0,True,-3.0,SHORT,2021-11-24 00:00:00+00:00
711685,60870,291932,391874,178489,61527,111496,2021-11-23 00:00:00+00:00,-0.32466891953603066,0.03301241157161028,-1.0,0.2998306835186916,-0.017058410683077452,-1.0,-0.07021224277594722,-0.012939868474192075,-1.0,True,-3.0,SHORT,2021-12-01 00:00:00+00:00
