attempt_no,policy_id,mechanic,parameters_json,raw_discovery_signal_count
131124,V100_8cb66f368aa1278200f4,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131125,V100_de997b04a54601c7c230,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131126,V100_b2362c6f2c5c1f67b285,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131127,V100_8381d1dba9eabd0c86ae,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131128,V100_5df5e32bf2b6449d2a22,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131129,V100_97987b2677f18ccf4db8,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131130,V100_5f0abc5cc305d0a8003d,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131131,V100_ae23dcb790d9f2ee1dc0,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131132,V100_45f6a7cde5ad00c35269,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131133,V100_2d9bad031b394682b72b,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131134,V100_4471084a038d810e71d7,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131135,V100_3e1f8e456b6bc0346b84,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131136,V100_a36e699a6d861879a31d,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131137,V100_7ef2e0dcc1cfecf2931d,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131138,V100_e3fb02fe3b0bff17977b,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131139,V100_22a6f189038c68d94ae5,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131140,V100_9a1f4f294d9569365882,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131141,V100_6e211ae0e8dc61f4e063,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131142,V100_d3e859a1bdf424d06fcd,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131143,V100_89098a5abe05ecf4ceed,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131144,V100_9846b7a58e177f2dae08,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131145,V100_671f5ff48510b24b904b,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131146,V100_ab734147b272667593e1,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131147,V100_0d470a6b5bff59ca8f86,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131148,V100_6330037d4da2d40441a9,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131149,V100_461885b290245de98e96,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131150,V100_5fd05149854270a44dd1,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131151,V100_fae4c76ddad00b5473fc,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131152,V100_578658dd51f9efbc5a0b,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131153,V100_262e441c3152418538f8,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131154,V100_9c95cf4d0d230edaf638,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131155,V100_df9f7e77d72a871fe85b,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131156,V100_a0fe3c484de5174e5b99,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131157,V100_034a89f95cedd4c93ec0,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131158,V100_5e923b1729d41f4e828a,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131159,V100_32033c9a9e6ad92b4a68,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131160,V100_5b78be27e528f6e5a22e,BREAK_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131161,V100_a6a91d46ea4d030e1358,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131162,V100_8de8622f3d33881a5b3a,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131163,V100_3f1c26d65a95e4cae049,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131164,V100_9c81b183eb3e3e2043da,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131165,V100_aeadb3fb23fc38192fc7,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131166,V100_e8196c41688b1d3deafb,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131167,V100_0bb217fd8d7253ca2489,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131168,V100_cd459ae8a84dde39d193,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131169,V100_ed2fffb7e571fc8407a6,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131170,V100_ee21d0ec48500efcdaee,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131171,V100_b192833107dcf7d30c9a,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131172,V100_9e48018158516d7ae7b0,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131173,V100_f72ac576a3c17b6bab5b,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131174,V100_1e7a57804b03ac07479b,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131175,V100_69355485677d21895026,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131176,V100_4d2299565209c10b3eb3,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131177,V100_1ac6451c37e54bcc52da,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131178,V100_413ab9d4b28ed53565ba,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131179,V100_bdbef581d7851be80be5,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131180,V100_90f881bda5d13cd4a948,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131181,V100_cf61806c47fac597e3b2,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131182,V100_cb8cd56030afe3c9fc24,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131183,V100_241d0f5c4eac9855a01f,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131184,V100_ab678d3213278647d7bf,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131185,V100_62f082e8b65960dad63d,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131186,V100_bd82618873eefdfe80a4,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131187,V100_def954ba9ba93b683af4,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131188,V100_5b3554fb7c2405d98fcd,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131189,V100_ce273d43546ecc0e4c09,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131190,V100_01a1a30db13d119f578a,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131191,V100_405dad2892d65d896472,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131192,V100_e2eb5a87a24609c9ece1,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131193,V100_d75340424fbdaa6edfa2,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131194,V100_f36a486071b7928abb14,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131195,V100_96606dd8c3fcd570e900,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131196,V100_7f931ef6d2582c4776d4,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131197,V100_57c7bb24444a9553187a,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131198,V100_ee84a3caeb1e32d43091,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131199,V100_476e50c2dfd2938cbff2,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131200,V100_e4ed4f287b417049d346,BREAK_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""BREAK_60"",""window_hours"":8}",2145
131201,V100_7860fcbccf8e1c019210,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131202,V100_018adb919e383450c8a5,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131203,V100_c9766c80ccf3d9f30dae,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131204,V100_e1bac287c8cbc3806c0f,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131205,V100_57c703e6ff04bfb73ff8,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131206,V100_a1046e378568f8822b7c,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131207,V100_d3bfbe3b82825a5add39,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131208,V100_646ec315e37ff1f762e6,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131209,V100_6d937354f6a1b3181ad0,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131210,V100_628ed5fdafbe685c886e,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131211,V100_855ed388abb231a2aa96,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131212,V100_eb76a27286ff3fc7d991,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131213,V100_5e1e9ad02714a116b6a4,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131214,V100_570b08cb495d1059c979,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131215,V100_af4b7cb663be81fbe8d2,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131216,V100_41e8391646027e98712c,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131217,V100_1c7769926ffd664a43a1,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131218,V100_ef64b519c21228a6bf6f,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131219,V100_50ecd6672bf08656aace,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131220,V100_317d4ac8a64789886cf8,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131221,V100_7b2615d690ac6b2dd807,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131222,V100_b4a52c15c5c90832681a,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131223,V100_487f39f8eb93dcc5e43b,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131224,V100_25125d30420ee6249a89,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131225,V100_6226f8056eb237609ebf,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131226,V100_07a8a7aaa6f0d6420b8d,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131227,V100_96a2405bd661a5952a5c,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131228,V100_a6bc7a26d22b5cc53795,BREAK_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
