attempt_no,policy_id,mechanic,parameters_json,raw_discovery_signal_count
131504,V100_b857b26db8bd5df6f34a,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131505,V100_4c9e939a77ecf0732e99,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131506,V100_067a5120e8cf07a7bd9a,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131507,V100_4b3d5e2178baf9db3a5a,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131508,V100_a2f7140415b950f793aa,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131509,V100_0d83d8906a192593108a,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131510,V100_3dac50c9a4a845d5a35a,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131511,V100_6bc6ffbdd83488bb4ffc,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131512,V100_50a4aa4da7d557f61019,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131513,V100_9a3bbabed7849275ba9b,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131514,V100_2be7f6b3a11bf2323fb4,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131515,V100_6b965c30c6949b5a2bc6,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131516,V100_43d32f9be9a7c5cc5539,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131517,V100_8f2307b731d2b9dce368,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131518,V100_c992447999ab8e20efa7,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131519,V100_fd8a79e536446a81c7b2,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131520,V100_c559b3c39679163602e0,RETEST_60,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131521,V100_5af0c62219a39baa8a0c,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131522,V100_63ec85c3cdbf9b607546,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131523,V100_77bb421f682b1b758082,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131524,V100_2e2e1b747aa0fcd1ad46,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131525,V100_8c8191cf82dc5cb02feb,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131526,V100_f23a32c8058fb0a73bd2,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131527,V100_dfa0eab38758ab23d0d3,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131528,V100_8e9c57d7f76937cb5888,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131529,V100_ada1cec9eebf6d58373e,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131530,V100_0eea08fc830ad3508293,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131531,V100_2c1a3653e395e10657e0,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131532,V100_20293c4b0de3bb2aa295,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131533,V100_2e7be5e1a55fdc6e3056,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131534,V100_6f469a4cc1fc64aa9eaf,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131535,V100_cc9b05f0f8cd188ea4c1,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131536,V100_d0d4ebf0ce84d56af309,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131537,V100_b1c5f482740eedfdf459,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131538,V100_de02403cbe92dd77c7c4,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131539,V100_fde81b5fc3ce4fd67d4e,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131540,V100_cf41fe096b333b36ed10,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131541,V100_af6aa0d89930bb6a9529,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131542,V100_3c7751211d1f022f3806,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131543,V100_04050672a59da98241de,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131544,V100_b9a43316e162b8deb006,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131545,V100_08597ba7034b3e4c9ff8,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131546,V100_86c73bf0fd73f300b945,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131547,V100_0eb4cb4906d8e42fce87,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131548,V100_12b26c566023d5ff56b7,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131549,V100_1eb6fdbdc88373fb5797,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131550,V100_1a809dd90475dd7b8b22,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131551,V100_7cf39e7757ca39099004,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131552,V100_44f7decaf12378839b16,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131553,V100_f86a5a93b3b3aad8f4e8,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131554,V100_e48762431172d815b19c,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131555,V100_2e2ec9c181f21a9236b5,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131556,V100_adfc24621ef7dbcb8522,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131557,V100_1789042e61c42cda84f9,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131558,V100_f77bf00245610d40c631,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131559,V100_c80f618b3c9f1084fd03,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131560,V100_1ba6c48cf253332b877e,RETEST_60,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131561,V100_ae64e2b287bdc413c527,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131562,V100_84c0ddcd849b8a2c5f6b,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131563,V100_420ef00739947c54f9cf,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131564,V100_807f92b9c7dfb17f984c,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131565,V100_a71905e431efc856cab1,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131566,V100_3d0989f89a763266b6fb,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131567,V100_d943e7974374e22bf371,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131568,V100_56016e227cee29839ba0,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131569,V100_e172535115f63480140d,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131570,V100_09175e414bab2737cd3f,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131571,V100_a514e76a46c47088ffe4,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131572,V100_b02cc6437cd684a26d3b,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131573,V100_d57c52db6486b5d8ed65,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131574,V100_2d42c7939cacb955e4f6,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131575,V100_54ead1ebe172d0dd437d,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131576,V100_4e1c6a55ef6a56f30b7e,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131577,V100_a39d034dab726a5674eb,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131578,V100_49487f4d9f6686597f44,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131579,V100_d391c82e0aac229c1380,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131580,V100_0366446af7d61b4cfcaa,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131581,V100_bf81ef9278a7fa795618,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131582,V100_bb1d16de2634065efb48,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131583,V100_4fd11a39eda796611a17,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131584,V100_109da360caf30d0e6c91,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131585,V100_a7e2224ba74f5718dea1,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131586,V100_4a7d0280814fb1a92d9e,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131587,V100_b9e5465cdb99aa722c5f,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131588,V100_96e993fd14daed70c11d,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131589,V100_235b0bc6a0572e753f2c,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131590,V100_27e19d8b64e874818333,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131591,V100_a00f80f99047d321046d,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131592,V100_d7e72b987f25b24f73b9,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131593,V100_0de30ce69c54154f5aaa,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131594,V100_22254fcac27c0dc89f14,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131595,V100_7ba44c9c4144712fb1a2,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131596,V100_1d9fd865ba83968aafa2,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131597,V100_e3cee9fa9d1b5ca422fc,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131598,V100_89d28fd0768e7a9aca08,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131599,V100_0ad9bdb1bf639d42b018,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131600,V100_a3cf9ddc8ae36a792807,RETEST_60,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""RETEST_60"",""window_hours"":8}",1521
131601,V100_2f82dded7f98f40d2ba3,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131602,V100_db7599635c7b6ff282bc,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131603,V100_b4c432983a1cb2461dde,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131604,V100_26d0ee44014d134ff711,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131605,V100_9f0ee2ceceb779421f0e,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131606,V100_0f2b9e862aad975ca9cc,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131607,V100_3ca1ba9670b8f5a849c9,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131608,V100_d8dcdfba856b32732dc1,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131609,V100_9a71eb067bd0a16bb771,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131610,V100_e574adfe7d8060b6aed3,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131611,V100_11ad5f44da3e2032df71,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131612,V100_455437377ab7ae46dfb5,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131613,V100_296748b5ed8b48d5e6e8,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131614,V100_b0ea242054223b7a3ca5,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131615,V100_6ddc360f96cb9e55691f,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131616,V100_b3f148d9a388b63ede1e,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131617,V100_f8aa2ab59a59319e005e,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131618,V100_00c1871b1595cf5edc3a,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131619,V100_75acebc92564032a31af,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131620,V100_c6ab995066b3040946ef,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131621,V100_49feb61999f6a0ad3f93,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131622,V100_4f2d5e78447698134090,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131623,V100_2fdbe0142c7e05f6fd2f,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131624,V100_4c1f423e3942f3136b1b,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131625,V100_59a30b7d4039174f4e2f,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131626,V100_19b7c98f55d56ab63373,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131627,V100_96837bc63f28ee2898f5,RETEST_180,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
