action_id,action_time_utc,action_year,trade_id,source_id,direction,entry_time_utc,candidate_endpoint_exit_time_utc,positions_in_action,action_sample_weight,initial_risk_usd,protected_close_pnl_usd,candidate_endpoint_pnl_usd,keep_open_utility_r,own_open_pnl_r,basket_open_pnl_r,basket_peak_pnl_r,basket_giveback_from_peak_r,own_risk_share,own_open_pnl_share,holding_hours,minutes_since_protection_arm,open_position_count,close_hour_sin,close_hour_cos
2021-05-28T14:48:05.000Z|V7_20210528T123500Z_LONG,2021-05-28T14:48:05.000Z,2021,V7_20210528T123500Z_LONG,V7_SWING_HEALTH,LONG,2021-05-28T12:35:00.000Z,2021-05-28T17:05:00.000Z,1,1.0,4.654800882870779,2.2376349558564748,8.711236721597952,1.3907365596590204,0.4807155047363587,0.4807155047363587,1.76261781380356,1.2819023090672013,1.0,1.0,2.2180555555555554,76.66666666666667,1.0,-0.6691306063588582,-0.7431448254773942
2021-06-03T12:20:20.000Z|V7_20210603T103000Z_SHORT,2021-06-03T12:20:20.000Z,2021,V7_20210603T103000Z_SHORT,V7_SWING_HEALTH,SHORT,2021-06-03T10:30:00.000Z,2021-06-03T12:30:00.000Z,1,1.0,3.5,1.6688333333333345,6.495833333333333,1.3791428571428566,0.4768095238095241,0.4768095238095241,1.7019523809523844,1.2251428571428602,1.0,1.0,1.8388888888888888,11.833333333333334,1.0,-0.08715574274765794,-0.9961946980917455
"2021-06-17T02:00:05.000Z|V9_BREAK_20210617T020000Z_LONG,fa9af9b42574161089902720",2021-06-17T02:00:05.000Z,2021,V9_BREAK_20210617T020000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,LONG,2021-06-17T02:00:00.000Z,2021-06-17T05:40:00.000Z,2,0.5,3.8794660321076617,-1.0214455238275386,-4.426911555935363,-0.8778182368199988,-0.26329539049285117,0.3235985789012915,1.7083820943217884,1.3847835154204968,0.28680224401595983,-0.23335612006949621,0.001388888888888889,317.5,2.0,0.49999999999999994,0.8660254037844387
"2021-06-17T02:00:05.000Z|V9_BREAK_20210617T020000Z_LONG,fa9af9b42574161089902720",2021-06-17T02:00:05.000Z,2021,fa9af9b42574161089902720,R2_DOWNTREND,SHORT,2021-06-16T20:00:00.012Z,2021-06-18T08:00:00.107Z,2,0.5,9.647157671337906,5.398641731595049,33.36564173159515,2.8989885884306816,0.5596095674516268,0.3235985789012915,1.7083820943217884,1.3847835154204968,0.7131977559840402,1.2333561200694962,6.001385555555555,317.5,2.0,0.49999999999999994,0.8660254037844387
2021-06-29T09:34:20.000Z|4095bbeb124fce532383faff,2021-06-29T09:34:20.000Z,2021,4095bbeb124fce532383faff,R4_CHOP,SHORT,2021-06-29T07:15:00.171Z,2021-06-29T11:15:43.516Z,1,1.0,3.2750629666460584,1.6037379309500803,6.027863864242169,1.3508521754690928,0.48968155644117084,0.48968155644117084,1.7537793897233147,1.2640978332821438,1.0,1.0,2.3221747222222224,77.91666666666667,1.0,0.5948227867513413,-0.8038568606172173
2021-08-31T00:53:05.000Z|V7_20210830T084500Z_SHORT,2021-08-31T00:53:05.000Z,2021,V7_20210830T084500Z_SHORT,V7_SWING_HEALTH,SHORT,2021-08-30T08:45:00.000Z,2021-08-31T06:35:00.000Z,1,1.0,3.5,1.7125972222223078,-4.293402777777778,-1.7160000000000244,0.48931349206351654,0.48931349206351654,1.7235992063492127,1.234285714285696,1.0,1.0,16.134722222222223,382.3333333333333,1.0,0.22920039092241415,0.9733792584604485
2021-11-09T15:50:40.000Z|V7_20211109T140500Z_SHORT,2021-11-09T15:50:40.000Z,2021,V7_20211109T140500Z_SHORT,V7_SWING_HEALTH,SHORT,2021-11-09T14:05:00.000Z,2021-11-10T13:35:00.000Z,1,1.0,4.318383946883183,2.142372469322483,-5.177011477560653,-1.6949358919708704,0.4961051392544083,0.4961051392544083,1.7639405303042817,1.2678353910498734,1.0,1.0,1.761111111111111,43.25,1.0,-0.8433914458128855,-0.5372996083468242
2021-11-19T08:35:00.000Z|V7_20211119T083000Z_LONG,2021-11-19T08:35:00.000Z,2021,V7_20211119T083000Z_LONG,V7_SWING_HEALTH,LONG,2021-11-19T08:30:00.000Z,2021-11-19T09:05:00.000Z,1,1.0,3.5,-1.497506944444341,-3.9835069444444446,-0.7102857142857439,-0.4278591269840974,-0.4278591269840974,2.6010408944457497,3.0289000214298474,1.0,-1.0,0.08333333333333333,10.333333333333334,1.0,0.7798844830928817,-0.6259234721840591
2021-11-24T17:27:30.000Z|V9_BREAK_20211124T152500Z_LONG,2021-11-24T17:27:30.000Z,2021,V9_BREAK_20211124T152500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,LONG,2021-11-24T15:25:00.000Z,2021-11-25T01:50:00.000Z,1,1.0,5.293021256588971,2.406439214948376,9.869481728126301,1.409977808777477,0.45464378438925435,0.45464378438925435,1.517741725474458,1.0630979410852037,1.0,1.0,2.0416666666666665,51.083333333333336,1.0,-0.9896513868196702,-0.1434926219911794
2021-12-02T14:10:10.000Z|V7_20211202T125000Z_SHORT,2021-12-02T14:10:10.000Z,2021,V7_20211202T125000Z_SHORT,V7_SWING_HEALTH,SHORT,2021-12-02T12:50:00.000Z,2021-12-02T14:35:00.000Z,1,1.0,3.5,1.5424791666667872,6.499479166666667,1.41628571428568,0.4407083333333678,0.4407083333333678,1.6627083333333803,1.2220000000000124,1.0,1.0,1.336111111111111,39.833333333333336,1.0,-0.5372996083468236,-0.8433914458128858
2021-12-29T14:34:40.000Z|V7_20211229T121500Z_SHORT,2021-12-29T14:34:40.000Z,2021,V7_20211229T121500Z_SHORT,V7_SWING_HEALTH,SHORT,2021-12-29T12:15:00.000Z,2021-12-29T15:10:00.000Z,1,1.0,3.5,1.7294652777776207,-4.017534722222223,-1.6419999999999553,0.49413293650789164,0.49413293650789164,1.7332757936507457,1.239142857142854,1.0,1.0,2.327777777777778,81.25,1.0,-0.6225146366376194,-0.782608156852414
2022-01-18T11:39:50.000Z|06742d7131c3644a8bd227d5,2022-01-18T11:39:50.000Z,2022,06742d7131c3644a8bd227d5,R4_CHOP,SHORT,2022-01-18T08:30:00.232Z,2022-01-18T13:12:48.116Z,1,1.0,2.7203379349049643,1.2812474620511063,4.935923331860914,1.3434639214916084,0.47098834509171633,0.47098834509171633,1.6068766332164297,1.1358882881247134,1.0,1.0,3.1638244444444443,102.41666666666667,1.0,0.09150161866340258,-0.9958049275746617
2022-04-11T13:10:25.000Z|8d0727d3596bd79b9821d16f,2022-04-11T13:10:25.000Z,2022,8d0727d3596bd79b9821d16f,R3_COMPRESSION,LONG,2022-04-11T09:00:00.005Z,2022-04-11T13:54:12.158Z,1,1.0,5.00515566566141,2.358234652480837,-5.641765347519163,-1.5983518864128743,0.47116110067461936,0.47116110067461936,2.1774017394203553,1.706240638745736,1.0,1.0,4.173609722222222,36.333333333333336,1.0,-0.30070579950427306,-0.9537169507482269
2022-06-02T12:34:05.000Z|c26df6092461c3ea9b914dda,2022-06-02T12:34:05.000Z,2022,c26df6092461c3ea9b914dda,R3_COMPRESSION,LONG,2022-06-02T06:00:00.083Z,2022-06-03T06:00:00.021Z,1,1.0,4.650438639288192,1.5384783191930502,18.80947831919301,3.7138432177321454,0.3308243455134662,0.3308243455134662,1.9566924810743793,1.625868135560913,1.0,1.0,6.5680325,129.25,1.0,-0.1478094111296106,-0.9890158633619168
2022-06-03T13:31:45.000Z|0c5afec903e89f7cd560a024,2022-06-03T13:31:45.000Z,2022,0c5afec903e89f7cd560a024,R3_COMPRESSION,SHORT,2022-06-03T07:00:00.046Z,2022-06-05T22:00:00.267Z,1,1.0,3.2611938269043947,1.5691894134001725,11.832189413400092,3.1470070608289515,0.48117023908685785,0.48117023908685785,2.1541772081877633,1.6730069691009053,1.0,1.0,6.529153888888889,52.666666666666664,1.0,-0.38671096163682067,-0.9222009716704518
2022-06-10T12:36:40.000Z|3f7714268a34121e5e7687c3,2022-06-10T12:36:40.000Z,2022,3f7714268a34121e5e7687c3,R3_COMPRESSION,SHORT,2022-06-10T12:00:00.142Z,2022-06-10T12:39:47.794Z,1,1.0,4.23988622742265,1.9723334872401201,-4.797666512759862,-1.596740958805242,0.4651854746675752,0.4651854746675752,1.9553197992955693,1.4901343246279941,1.0,1.0,0.6110716666666667,4.833333333333333,1.0,-0.15643446504023073,-0.9876883405951378
2022-06-29T07:03:30.000Z|V25_0475c53a73dc331b38004c62,2022-06-29T07:03:30.000Z,2022,V25_0475c53a73dc331b38004c62,V25_CHOP,SHORT,2022-06-29T02:30:00.359Z,2022-06-29T09:30:33.409Z,1,1.0,3.202350038673147,1.5396652816310192,5.842365358977363,1.3436070465079806,0.480792312844401,0.480792312844401,1.6093385230823822,1.1285462102379813,1.0,1.0,4.5582336111111115,23.25,1.0,0.9624552364536473,-0.2714404498650742
2022-07-12T01:29:55.000Z|e263ed2046ddd59d2c6f1890,2022-07-12T01:29:55.000Z,2022,e263ed2046ddd59d2c6f1890,R2_DOWNTREND,SHORT,2022-07-11T17:00:00.108Z,2022-07-12T01:30:32.162Z,1,1.0,6.335971008764908,2.7111132678487895,-7.124886732151223,-1.5524060931455206,0.42789230949736873,0.42789230949736873,1.6810546091695067,1.2531622996721379,1.0,1.0,8.498581111111111,13.666666666666666,1.0,0.378648617352433,0.9255405040175664
2022-07-18T13:42:20.000Z|V7_20220718T122000Z_LONG,2022-07-18T13:42:20.000Z,2022,V7_20220718T122000Z_LONG,V7_SWING_HEALTH,LONG,2022-07-18T12:20:00.000Z,2022-07-18T15:15:00.000Z,1,1.0,3.5,1.7024652777778044,-4.017534722222223,-1.6342857142857221,0.4864186507936584,0.4864186507936584,1.738418650793676,1.2520000000000178,1.0,1.0,1.3722222222222222,8.0,1.0,-0.4305110968082953,-0.9025852843498605
2022-07-21T12:41:25.000Z|1b1d10e716a5de33237f5eff,2022-07-21T12:41:25.000Z,2022,1b1d10e716a5de33237f5eff,R2_DOWNTREND,SHORT,2022-07-20T17:00:00.084Z,2022-07-21T13:02:19.986Z,1,1.0,5.992342626301221,2.890149469379309,-7.051850530620698,-1.659117413674444,0.4823071125295878,0.4823071125295878,3.3826753130588574,2.9003682005292695,1.0,1.0,19.690254444444445,742.0833333333334,1.0,-0.1779435454738416,-0.9840406976462909
2022-09-01T16:01:05.000Z|3e501db6c357ce675f0d93d2,2022-09-01T16:01:05.000Z,2022,3e501db6c357ce675f0d93d2,R2_DOWNTREND,SHORT,2022-09-01T11:00:00.071Z,2022-09-01T23:00:00.288Z,1,1.0,4.217272252969914,1.5401355083006907,5.425135508300682,0.9212115715944286,0.3651970790399142,0.3651970790399142,2.8146476670889236,2.4494505880490096,1.0,1.0,5.018035833333333,118.16666666666667,1.0,-0.8681988144891424,-0.4962165036752081
2022-11-16T20:28:55.000Z|V9_BREAK_20221116T134000Z_SHORT,2022-11-16T20:28:55.000Z,2022,V9_BREAK_20221116T134000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,SHORT,2022-11-16T13:40:00.000Z,2022-11-17T01:55:00.000Z,1,1.0,4.365220858798456,2.0890931237268013,8.033534841323675,1.3617734153394254,0.4785767298614605,0.4785767298614605,1.6255977310802299,1.1470210012187694,1.0,1.0,6.815277777777778,116.08333333333333,1.0,-0.798635510047293,0.6018150231520479
2022-11-18T11:27:00.000Z|V9_BREAK_20221117T142000Z_LONG,2022-11-18T11:27:00.000Z,2022,V9_BREAK_20221117T142000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,LONG,2022-11-17T14:20:00.000Z,2022-11-18T14:50:00.000Z,1,1.0,5.1320832301449855,2.56110417182622,-6.045979058318788,-1.6771129469585495,0.49903792611599307,0.49903792611599307,1.5648819030550605,1.0658439769390673,1.0,1.0,21.116666666666667,104.41666666666667,1.0,0.14349262199117935,-0.9896513868196702
2022-12-05T17:09:00.000Z|2022-11-24 04:00:00|LONG|h4_d1_long_best_box2_atr80,2022-12-05T17:09:00.000Z,2022,2022-11-24 04:00:00|LONG|h4_d1_long_best_box2_atr80,R1_BOX,LONG,2022-11-24T04:00:00.000Z,2022-12-13T13:00:42.000Z,1,1.0,28.5,14.184999999999903,56.7,1.4917543859649158,0.4977192982456106,0.4977192982456106,1.8538596491228068,1.356140350877196,1.0,1.0,277.15,5917.916666666667,1.0,-0.9753423205085126,-0.22069743502150163
"2022-12-08T13:45:05.000Z|2022-12-08 11:15:00|LONG|r1_h1_pullback_long_v1,2022-12-08 12:00:00|LONG|r1_h1_pullback_long_v1,2022-12-08 13:00:00|LONG|r1_h1_pullback_long_v1",2022-12-08T13:45:05.000Z,2022,2022-12-08 11:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,LONG,2022-12-08T11:15:00.000Z,2022-12-08T14:26:41.000Z,3,0.3333333333333333,4.139999999999986,3.4460000000001303,7.989999999999999,1.0975845410627738,0.8323671497584884,0.4839608433734953,1.5592620481927635,1.075301204819268,0.31174698795180417,0.536175509569021,2.501388888888889,8.916666666666666,3.0,-0.44228869021900147,-0.8968727415326883
"2022-12-08T13:45:05.000Z|2022-12-08 11:15:00|LONG|r1_h1_pullback_long_v1,2022-12-08 12:00:00|LONG|r1_h1_pullback_long_v1,2022-12-08 13:00:00|LONG|r1_h1_pullback_long_v1",2022-12-08T13:45:05.000Z,2022,2022-12-08 12:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,LONG,2022-12-08T12:00:00.000Z,2022-12-08T14:25:31.000Z,3,0.3333333333333333,3.5,2.6950000000001184,6.7,1.1442857142856806,0.7700000000000339,0.4839608433734953,1.5592620481927635,1.075301204819268,0.26355421686746816,0.4193247238213931,1.7513888888888889,8.916666666666666,3.0,-0.44228869021900147,-0.8968727415326883
"2022-12-08T13:45:05.000Z|2022-12-08 11:15:00|LONG|r1_h1_pullback_long_v1,2022-12-08 12:00:00|LONG|r1_h1_pullback_long_v1,2022-12-08 13:00:00|LONG|r1_h1_pullback_long_v1",2022-12-08T13:45:05.000Z,2022,2022-12-08 13:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,LONG,2022-12-08T13:00:00.000Z,2022-12-09T10:58:26.000Z,3,0.3333333333333333,5.6400000000001,0.2859999999998113,10.979999999999999,1.8960992907801415,0.05070921985812167,0.4839608433734953,1.5592620481927635,1.075301204819268,0.4246987951807277,0.044499766609585906,0.7513888888888889,8.916666666666666,3.0,-0.44228869021900147,-0.8968727415326883
"2022-12-09T19:10:05.000Z|2022-12-08 14:00:00|LONG|r1_h1_pullback_long_v1,2022-12-08 14:30:00|LONG|r1_h1_pullback_long_v1,2022-12-09 10:00:00|LONG|r1_h1_pullback_long_v1,2022-12-09 14:45:00|LONG|r1_h1_pullback_long_v1",2022-12-09T19:10:05.000Z,2022,2022-12-08 14:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,LONG,2022-12-08T14:00:00.000Z,2022-12-12T14:40:20.000Z,4,0.25,8.789999999999964,6.976000000000031,-9.09,-1.8277588168373262,0.7936291240045574,0.49027213012199,1.5963090397247315,1.1060369096027414,0.27494526118235707,0.44506826591808196,29.168055555555554,145.41666666666666,4.0,-0.953716950748227,0.3007057995042726
"2022-12-09T19:10:05.000Z|2022-12-08 14:00:00|LONG|r1_h1_pullback_long_v1,2022-12-08 14:30:00|LONG|r1_h1_pullback_long_v1,2022-12-09 10:00:00|LONG|r1_h1_pullback_long_v1,2022-12-09 14:45:00|LONG|r1_h1_pullback_long_v1",2022-12-09T19:10:05.000Z,2022,2022-12-08 14:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,LONG,2022-12-08T14:30:00.000Z,2022-12-12T14:40:20.000Z,4,0.25,10.789999999999964,6.365999999999904,-11.09,-1.6177942539388288,0.5899907321593999,0.49027213012199,1.5963090397247315,1.1060369096027414,0.3375039099155444,0.40615031261961787,28.668055555555554,145.41666666666666,4.0,-0.953716950748227,0.3007057995042726
"2022-12-09T19:10:05.000Z|2022-12-08 14:00:00|LONG|r1_h1_pullback_long_v1,2022-12-08 14:30:00|LONG|r1_h1_pullback_long_v1,2022-12-09 10:00:00|LONG|r1_h1_pullback_long_v1,2022-12-09 14:45:00|LONG|r1_h1_pullback_long_v1",2022-12-09T19:10:05.000Z,2022,2022-12-09 10:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,LONG,2022-12-09T10:00:00.000Z,2022-12-12T01:17:14.000Z,4,0.25,6.170000000000073,3.8260000000000405,-6.4799999999999995,-1.6703403565640063,0.6200972447325762,0.49027213012199,1.5963090397247315,1.1060369096027414,0.19299343134188512,0.24409850708179356,9.168055555555556,145.41666666666666,4.0,-0.953716950748227,0.3007057995042726
"2022-12-09T19:10:05.000Z|2022-12-08 14:00:00|LONG|r1_h1_pullback_long_v1,2022-12-08 14:30:00|LONG|r1_h1_pullback_long_v1,2022-12-09 10:00:00|LONG|r1_h1_pullback_long_v1,2022-12-09 14:45:00|LONG|r1_h1_pullback_long_v1",2022-12-09T19:10:05.000Z,2022,2022-12-09 14:45:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,LONG,2022-12-09T14:45:00.000Z,2022-12-12T01:17:00.000Z,4,0.25,6.220000000000027,-1.493999999999942,-6.53,-0.8096463022508097,-0.2401929260450057,0.49027213012199,1.5963090397247315,1.1060369096027414,0.1945573975602134,-0.09531708561949336,4.418055555555555,145.41666666666666,4.0,-0.953716950748227,0.3007057995042726
"2022-12-21T12:30:50.000Z|2022-12-19 08:00:00|LONG|h4_d1_long_best_box2_atr80,2022-12-20 13:00:00|LONG|r1_h1_pullback_long_v1,2022-12-21 09:15:00|LONG|r1_h1_pullback_long_v1,2022-12-21 11:45:00|LONG|r1_h1_pullback_long_v1,2022-12-21 12:00:00|LONG|r1_h1_pullback_long_v1,2022-12-21 12:15:00|LONG|r1_h1_pullback_long_v1,2022-12-21 12:30:00|LONG|r1_h1_pullback_long_v1",2022-12-21T12:30:50.000Z,2022,2022-12-19 08:00:00|LONG|h4_d1_long_best_box2_atr80,R1_BOX,LONG,2022-12-19T08:00:00.000Z,2023-01-03T02:22:38.000Z,7,0.14285714285714285,22.66999999999996,19.34300000000013,45.06,1.134406704896335,0.8532421702690854,0.49189189189190474,0.8986438395691159,0.4067519476772111,0.43608733288448787,0.7564428454108071,52.513888888888886,1275.75,7.0,-0.13052619222005132,-0.9914448613738105
"2022-12-21T12:30:50.000Z|2022-12-19 08:00:00|LONG|h4_d1_long_best_box2_atr80,2022-12-20 13:00:00|LONG|r1_h1_pullback_long_v1,2022-12-21 09:15:00|LONG|r1_h1_pullback_long_v1,2022-12-21 11:45:00|LONG|r1_h1_pullback_long_v1,2022-12-21 12:00:00|LONG|r1_h1_pullback_long_v1,2022-12-21 12:15:00|LONG|r1_h1_pullback_long_v1,2022-12-21 12:30:00|LONG|r1_h1_pullback_long_v1",2022-12-21T12:30:50.000Z,2022,2022-12-20 13:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,LONG,2022-12-20T13:00:00.000Z,2022-12-21T14:36:32.000Z,7,0.14285714285714285,8.034999999999968,11.893000000000047,15.77,0.48251400124455107,1.480149346608599,0.49189189189190474,0.8986438395691159,0.4067519476772111,0.15456381648552503,0.46509718039966413,23.51388888888889,1275.75,7.0,-0.13052619222005132,-0.9914448613738105
"2022-12-21T12:30:50.000Z|2022-12-19 08:00:00|LONG|h4_d1_long_best_box2_atr80,2022-12-20 13:00:00|LONG|r1_h1_pullback_long_v1,2022-12-21 09:15:00|LONG|r1_h1_pullback_long_v1,2022-12-21 11:45:00|LONG|r1_h1_pullback_long_v1,2022-12-21 12:00:00|LONG|r1_h1_pullback_long_v1,2022-12-21 12:15:00|LONG|r1_h1_pullback_long_v1,2022-12-21 12:30:00|LONG|r1_h1_pullback_long_v1",2022-12-21T12:30:50.000Z,2022,2022-12-21 09:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,LONG,2022-12-21T09:15:00.000Z,2022-12-21T14:33:31.000Z,7,0.14285714285714285,3.5,-2.226999999999907,6.7,2.550571428571402,-0.6362857142856877,0.49189189189190474,0.8986438395691159,0.4067519476772111,0.06732711359045922,-0.08709084509795718,3.263888888888889,1275.75,7.0,-0.13052619222005132,-0.9914448613738105
"2022-12-21T12:30:50.000Z|2022-12-19 08:00:00|LONG|h4_d1_long_best_box2_atr80,2022-12-20 13:00:00|LONG|r1_h1_pullback_long_v1,2022-12-21 09:15:00|LONG|r1_h1_pullback_long_v1,2022-12-21 11:45:00|LONG|r1_h1_pullback_long_v1,2022-12-21 12:00:00|LONG|r1_h1_pullback_long_v1,2022-12-21 12:15:00|LONG|r1_h1_pullback_long_v1,2022-12-21 12:30:00|LONG|r1_h1_pullback_long_v1",2022-12-21T12:30:50.000Z,2022,2022-12-21 11:45:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,LONG,2022-12-21T11:45:00.000Z,2022-12-21T14:36:31.000Z,7,0.14285714285714285,3.5,-0.1070000000000162,6.7,1.9448571428571475,-0.030571428571433197,0.49189189189190474,0.8986438395691159,0.4067519476772111,0.06732711359045922,-0.004184427671972707,0.7638888888888888,1275.75,7.0,-0.13052619222005132,-0.9914448613738105
