trade_id,source_id,entry_time_utc,protected_exit_time_utc,protected_pnl_usd,specialist_id,sleeve_type,direction,risk_usd,open_cost_usd,endpoint_exit_time_utc,endpoint_pnl_usd,close_reason,protection_delta_usd,pnl_changed,protection_action,protection_changed,entry_year,entry_month,fold_id,utc_entry_date,cluster_size,cluster_ordinal,is_cluster_trade,later_cluster_trade,post_prior_loss_same_day
V9_BREAK_20210118T013500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-18 01:35:00+00:00,2021-01-18 05:40:00+00:00,11.732694617587462,V57_BREAK_SWING_H4ADX_HIGH,ADDON,LONG,6.201150373691538,0.6696061297956888,2021-01-18 05:40:00+00:00,11.732694617587462,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-18,2,1,True,False,False
V9_BREAK_20210118T055000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-18 05:50:00+00:00,2021-01-18 07:55:00+00:00,-4.471096926611677,V57_BREAK_SWING_H4ADX_HIGH,ADDON,LONG,3.943538078254547,0.527558848357172,2021-01-18 07:55:00+00:00,-4.471096926611677,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-18,2,2,True,True,False
V9_BREAK_20210119T070500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-19 07:05:00+00:00,2021-01-19 12:50:00+00:00,-4.058854166666667,V57_BREAK_SWING_H4ADX_HIGH,ADDON,LONG,3.5,0.5588541666666673,2021-01-19 12:50:00+00:00,-4.058854166666667,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-19,1,1,False,False,False
V7_20210120T084000Z_SHORT,V7_SWING_HEALTH,2021-01-20 08:40:00+00:00,2021-01-20 12:10:00+00:00,6.473958333333333,V7_SWING_HEALTH,ADDON,SHORT,3.5,0.526041666666667,2021-01-20 12:10:00+00:00,6.473958333333333,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-20,1,1,False,False,False
V9_BREAK_20210120T115500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-01-20 11:55:00+00:00,2021-01-20 12:10:00+00:00,1.0892013888888163,V57_BREAK_SWING_H4ADX_HIGH,ADDON,SHORT,3.5,0.4907986111111109,2021-01-20 13:00:00+00:00,6.509201388888889,OPEN_PROFIT_GIVEBACK,-5.420000000000073,True,True,True,2021,2021-01,2021-2023,2021-01-20,1,1,False,False,False
V9_BREAK_20210121T063500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-01-21 06:35:00+00:00,2021-01-21 07:50:05+00:00,3.69620833333341,V57_BREAK_SWING_H4ADX_HIGH,ADDON,SHORT,3.5,0.5697916666666663,2021-01-21 13:05:00+00:00,6.430208333333334,OPEN_PROFIT_GIVEBACK,-2.7339999999999236,True,True,True,2021,2021-01,2021-2023,2021-01-21,1,1,False,False,False
V7_20210121T075000Z_LONG,V7_SWING_HEALTH,2021-01-21 07:50:00+00:00,2021-01-21 07:50:05+00:00,-0.9485624999999347,V7_SWING_HEALTH,ADDON,LONG,3.5,0.5515625000000002,2021-01-21 13:05:00+00:00,-4.0515625,OPEN_PROFIT_GIVEBACK,3.1030000000000655,True,True,True,2021,2021-01,2021-2023,2021-01-21,1,1,False,False,False
V7_20210122T085500Z_SHORT,V7_SWING_HEALTH,2021-01-22 08:55:00+00:00,2021-01-22 10:35:00+00:00,6.500694444444445,V7_SWING_HEALTH,ADDON,SHORT,3.5,0.499305555555555,2021-01-22 10:35:00+00:00,6.500694444444445,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-22,1,1,False,False,False
V9_BREAK_20210122T125500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-22 12:55:00+00:00,2021-01-22 15:05:00+00:00,9.170057136213472,V57_BREAK_SWING_H4ADX_HIGH,ADDON,LONG,4.872643260736251,0.5752293852590356,2021-01-22 15:05:00+00:00,9.170057136213472,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-22,1,1,False,False,False
V7_20210125T011500Z_SHORT,V7_SWING_HEALTH,2021-01-25 01:15:00+00:00,2021-01-25 06:30:00+00:00,6.4484375,V7_SWING_HEALTH,ADDON,SHORT,3.5,0.5515625000000002,2021-01-25 06:30:00+00:00,6.4484375,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-25,2,1,True,False,False
V7_20210125T110500Z_SHORT,V7_SWING_HEALTH,2021-01-25 11:05:00+00:00,2021-01-25 13:25:00+00:00,-4.009027777777778,V7_SWING_HEALTH,ADDON,SHORT,3.5,0.5090277777777779,2021-01-25 13:25:00+00:00,-4.009027777777778,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-25,2,2,True,True,False
V9_BREAK_20210126T072000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-26 07:20:00+00:00,2021-01-26 07:40:00+00:00,-3.979861111111111,V57_BREAK_SWING_H4ADX_HIGH,ADDON,LONG,3.5,0.47986111111111107,2021-01-26 07:40:00+00:00,-3.979861111111111,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-26,1,1,False,False,False
V7_20210127T081500Z_SHORT,V7_SWING_HEALTH,2021-01-27 08:15:00+00:00,2021-01-27 11:05:00+00:00,6.483680555555555,V7_SWING_HEALTH,ADDON,SHORT,3.5,0.516319444444445,2021-01-27 11:05:00+00:00,6.483680555555555,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-27,1,1,False,False,False
V7_20210127T122500Z_LONG,V7_SWING_HEALTH,2021-01-27 12:25:00+00:00,2021-01-27 14:40:00+00:00,-4.765765504236358,V7_SWING_HEALTH,ADDON,LONG,4.221860004034655,0.543905500201733,2021-01-27 14:40:00+00:00,-4.765765504236358,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-27,1,1,False,False,False
V9_BREAK_20210128T003500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-01-28 00:35:00+00:00,2021-01-28 10:15:00+00:00,-4.115972222222222,V57_BREAK_SWING_H4ADX_HIGH,ADDON,SHORT,3.5,0.6159722222222221,2021-01-28 10:15:00+00:00,-4.115972222222222,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-28,1,1,False,False,False
V9_BREAK_20210128T124500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-01-28 12:45:00+00:00,2021-01-28 13:10:00+00:00,-3.981076388888889,V57_BREAK_SWING_H4ADX_HIGH,ADDON,LONG,3.5,0.48107638888888893,2021-01-28 13:10:00+00:00,-3.981076388888889,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-28,1,1,False,False,False
V7_20210129T134500Z_SHORT,V7_SWING_HEALTH,2021-01-29 13:45:00+00:00,2021-01-29 14:45:00+00:00,10.775036511311026,V7_SWING_HEALTH,ADDON,SHORT,5.686984535715005,0.5989325601190849,2021-01-29 14:45:00+00:00,10.775036511311026,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-29,2,1,True,False,False
V7_20210129T195000Z_SHORT,V7_SWING_HEALTH,2021-01-29 19:50:00+00:00,2021-01-29 21:00:00+00:00,7.715231330180969,V7_SWING_HEALTH,ADDON,SHORT,4.119100112343526,0.5229688945060653,2021-01-29 21:00:00+00:00,7.715231330180969,SOURCE_EXIT,0.0,False,False,False,2021,2021-01,2021-2023,2021-01-29,2,2,True,True,False
V7_20210201T011500Z_LONG,V7_SWING_HEALTH,2021-02-01 01:15:00+00:00,2021-02-01 03:05:00+00:00,11.685524440739208,V7_SWING_HEALTH,ADDON,LONG,6.160133616333491,0.6347427919277848,2021-02-01 03:05:00+00:00,11.685524440739208,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-01,2,1,True,False,False
V7_20210201T051500Z_LONG,V7_SWING_HEALTH,2021-02-01 05:15:00+00:00,2021-02-01 05:45:00+00:00,-3.982291666666667,V7_SWING_HEALTH,ADDON,LONG,3.5,0.4822916666666668,2021-02-01 05:45:00+00:00,-3.982291666666667,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-01,2,2,True,True,False
V7_20210202T002000Z_LONG,V7_SWING_HEALTH,2021-02-02 00:20:00+00:00,2021-02-02 01:55:00+00:00,6.501909722222222,V7_SWING_HEALTH,ADDON,LONG,3.5,0.49809027777777803,2021-02-02 01:55:00+00:00,6.501909722222222,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-02,1,1,False,False,False
V25_e91ece46db6d380926f025c5,V25_CHOP,2021-02-02 23:15:00.164000+00:00,2021-02-03 11:15:05+00:00,2.697845235046092,V25_CHOP,ADDON,SHORT,6.202930183336378,0.7851547649538553,2021-02-03 11:15:02.202000+00:00,2.697845235046092,SOURCE_EXIT,0.0,False,False,True,2021,2021-02,2021-2023,2021-02-02,1,1,False,False,False
V7_20210203T110000Z_LONG,V7_SWING_HEALTH,2021-02-03 11:00:00+00:00,2021-02-03 13:30:00+00:00,6.488541666666666,V7_SWING_HEALTH,ADDON,LONG,3.5,0.5114583333333336,2021-02-03 13:30:00+00:00,6.488541666666666,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-03,1,1,False,False,False
V25_3c53606f7b7f762be6ec5f93,V25_CHOP,2021-02-03 23:30:00.029000+00:00,2021-02-04 01:52:15+00:00,8.129046549151566,V25_CHOP,ADDON,SHORT,4.34031311192246,0.551579674693345,2021-02-04 01:52:12.404000+00:00,8.129046549151566,SOURCE_EXIT,0.0,False,False,True,2021,2021-02,2021-2023,2021-02-03,1,1,False,False,False
306f734a3a9525381f56eeb6,R4_CHOP,2021-02-04 04:00:00.100000+00:00,2021-02-04 07:33:55+00:00,-4.939058754950297,R4_CHOP,CORE,SHORT,4.34135831659616,0.5690587549501789,2021-02-04 07:33:54.410000+00:00,-4.939058754950297,SOURCE_EXIT,0.0,False,False,True,2021,2021-02,2021-2023,2021-02-04,1,1,False,False,False
V7_20210204T054500Z_LONG,V7_SWING_HEALTH,2021-02-04 05:45:00+00:00,2021-02-04 06:00:00+00:00,-3.9786458333333337,V7_SWING_HEALTH,ADDON,LONG,3.5,0.47864583333333366,2021-02-04 06:00:00+00:00,-3.9786458333333337,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-04,1,1,False,False,False
V7_20210208T200000Z_SHORT,V7_SWING_HEALTH,2021-02-08 20:00:00+00:00,2021-02-09 01:05:00+00:00,-4.0491319444444445,V7_SWING_HEALTH,ADDON,SHORT,3.5,0.5491319444444445,2021-02-09 01:05:00+00:00,-4.0491319444444445,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-08,1,1,False,False,False
V7_20210211T095500Z_SHORT,V7_SWING_HEALTH,2021-02-11 09:55:00+00:00,2021-02-11 13:20:00+00:00,-4.024826388888889,V7_SWING_HEALTH,ADDON,SHORT,3.5,0.5248263888888891,2021-02-11 13:20:00+00:00,-4.024826388888889,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-11,1,1,False,False,False
V7_20210215T034500Z_SHORT,V7_SWING_HEALTH,2021-02-15 03:45:00+00:00,2021-02-15 06:55:00+00:00,6.4788194444444445,V7_SWING_HEALTH,ADDON,SHORT,3.5,0.5211805555555555,2021-02-15 06:55:00+00:00,6.4788194444444445,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-15,1,1,False,False,False
V7_20210216T153000Z_SHORT,V7_SWING_HEALTH,2021-02-16 15:30:00+00:00,2021-02-16 23:10:00+00:00,19.55387251836008,V7_SWING_HEALTH,ADDON,SHORT,10.2388092686747,0.9237460189892914,2021-02-16 23:10:00+00:00,19.55387251836008,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-16,1,1,False,False,False
V7_20210217T070500Z_SHORT,V7_SWING_HEALTH,2021-02-17 07:05:00+00:00,2021-02-17 08:05:00+00:00,6.510416666666667,V7_SWING_HEALTH,ADDON,SHORT,3.5,0.48958333333333304,2021-02-17 08:05:00+00:00,6.510416666666667,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-17,1,1,False,False,False
V7_20210217T085500Z_LONG,V7_SWING_HEALTH,2021-02-17 08:55:00+00:00,2021-02-17 13:25:00+00:00,-4.706622506470136,V7_SWING_HEALTH,ADDON,LONG,4.134283339495332,0.5723391669747677,2021-02-17 13:25:00+00:00,-4.706622506470136,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-17,1,1,False,False,False
V7_20210218T091500Z_SHORT,V7_SWING_HEALTH,2021-02-18 09:15:00+00:00,2021-02-18 12:25:00+00:00,7.121151089214068,V7_SWING_HEALTH,ADDON,SHORT,3.8294008434716513,0.5376505977291384,2021-02-18 12:25:00+00:00,7.121151089214068,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-18,2,1,True,False,False
V7_20210218T131000Z_SHORT,V7_SWING_HEALTH,2021-02-18 13:10:00+00:00,2021-02-18 14:35:00+00:00,7.757015438673302,V7_SWING_HEALTH,ADDON,SHORT,4.14239751840794,0.5277795981426197,2021-02-18 14:35:00+00:00,7.757015438673302,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-18,2,2,True,True,False
V9_BREAK_20210219T001500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-02-19 00:15:00+00:00,2021-02-19 01:10:00+00:00,6.511631944444444,V57_BREAK_SWING_H4ADX_HIGH,ADDON,SHORT,3.5,0.48836805555555607,2021-02-19 01:10:00+00:00,6.511631944444444,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-19,1,1,False,False,False
V9_BREAK_20210219T014500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-02-19 01:45:00+00:00,2021-02-19 06:15:00+00:00,10.143072018166047,V57_BREAK_SWING_H4ADX_HIGH,ADDON,LONG,5.389075393931352,0.6350787696965678,2021-02-19 06:15:00+00:00,10.143072018166047,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-19,1,1,False,False,False
V9_BREAK_20210222T002000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-02-22 00:20:00+00:00,2021-02-22 03:45:00+00:00,-4.135179963758868,V57_BREAK_SWING_H4ADX_HIGH,ADDON,LONG,3.6050986427333886,0.5300813210255582,2021-02-22 03:45:00+00:00,-4.135179963758868,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-22,1,1,False,False,False
V7_20210222T011000Z_SHORT,V7_SWING_HEALTH,2021-02-22 01:10:00+00:00,2021-02-22 05:00:25+00:00,1.7346795977456653,V7_SWING_HEALTH,ADDON,SHORT,3.6480747117526273,0.5553204022542984,2021-02-22 06:10:00+00:00,-4.203395114006841,OPEN_PROFIT_GIVEBACK,5.938074711752506,True,True,True,2021,2021-02,2021-2023,2021-02-22,1,1,False,False,False
V25_83e66e8456fc578ebec946d3,V25_CHOP,2021-02-24 00:05:01.973000+00:00,2021-02-24 12:05:05+00:00,2.696865761048965,V25_CHOP,ADDON,LONG,4.822825265132027,0.7161342389510459,2021-02-24 12:05:00.239000+00:00,2.696865761048965,SOURCE_EXIT,0.0,False,False,True,2021,2021-02,2021-2023,2021-02-24,1,1,False,False,False
V7_20210224T022000Z_SHORT,V7_SWING_HEALTH,2021-02-24 02:20:00+00:00,2021-02-24 02:35:00+00:00,-3.9786458333333337,V7_SWING_HEALTH,ADDON,SHORT,3.5,0.47864583333333366,2021-02-24 02:35:00+00:00,-3.9786458333333337,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-24,1,1,False,False,False
V7_20210225T083000Z_LONG,V7_SWING_HEALTH,2021-02-25 08:30:00+00:00,2021-02-25 11:45:00+00:00,-4.778843587032727,V7_SWING_HEALTH,ADDON,LONG,4.220426432094766,0.5584171549380716,2021-02-25 11:45:00+00:00,-4.778843587032727,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-25,2,1,True,False,False
V7_20210225T133500Z_LONG,V7_SWING_HEALTH,2021-02-25 13:35:00+00:00,2021-02-25 15:10:00+00:00,-6.4071151497924985,V7_SWING_HEALTH,ADDON,LONG,5.7943094019188,0.6128057478737174,2021-02-25 15:10:00+00:00,-6.4071151497924985,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-25,2,2,True,True,True
V9_BREAK_20210226T135000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-02-26 13:50:00+00:00,2021-02-26 14:50:00+00:00,10.994562660543078,V57_BREAK_SWING_H4ADX_HIGH,ADDON,SHORT,5.799562048141808,0.6045614357404254,2021-02-26 14:50:00+00:00,10.994562660543078,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-26,2,1,True,False,False
V9_BREAK_20210226T152500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-02-26 15:25:00+00:00,2021-02-28 23:00:00+00:00,-3.850456686330185,V57_BREAK_SWING_H4ADX_HIGH,ADDON,SHORT,8.997328171048874,1.5604566863302214,2021-02-28 23:00:00+00:00,-3.850456686330185,SOURCE_EXIT,0.0,False,False,False,2021,2021-02,2021-2023,2021-02-26,2,2,True,True,False
V9_BREAK_20210301T002500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-03-01 00:25:00+00:00,2021-03-01 02:45:00+00:00,6.784436258408565,V57_BREAK_SWING_H4ADX_HIGH,ADDON,LONG,3.6504943775314853,0.5165524966543522,2021-03-01 02:45:00+00:00,6.784436258408565,SOURCE_EXIT,0.0,False,False,False,2021,2021-03,2021-2023,2021-03-01,1,1,False,False,False
V9_BREAK_20210301T080500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-03-01 08:05:00+00:00,2021-03-01 09:40:00+00:00,6.501909722222222,V57_BREAK_SWING_H4ADX_HIGH,ADDON,SHORT,3.5,0.49809027777777803,2021-03-01 09:40:00+00:00,6.501909722222222,SOURCE_EXIT,0.0,False,False,False,2021,2021-03,2021-2023,2021-03-01,1,1,False,False,False
2da7492623773c7fdfc620bb,R2_DOWNTREND,2021-03-01 12:00:00.113000+00:00,2021-03-01 13:52:00+00:00,3.2296862375036355,R2_DOWNTREND,CORE,SHORT,6.506279462889751,0.8003137624963372,2021-03-02 00:00:00.061000+00:00,17.33068623750352,OPEN_PROFIT_GIVEBACK,-14.100999999999885,True,True,True,2021,2021-03,2021-2023,2021-03-01,1,1,False,False,False
V9_BREAK_20210303T071500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-03-03 07:15:00+00:00,2021-03-03 07:45:00+00:00,-3.982291666666667,V57_BREAK_SWING_H4ADX_HIGH,ADDON,SHORT,3.5,0.4822916666666668,2021-03-03 07:45:00+00:00,-3.982291666666667,SOURCE_EXIT,0.0,False,False,False,2021,2021-03,2021-2023,2021-03-03,2,1,True,False,False
V9_BREAK_20210303T120500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2021-03-03 12:05:00+00:00,2021-03-03 13:10:00+00:00,6.509201388888889,V57_BREAK_SWING_H4ADX_HIGH,ADDON,SHORT,3.5,0.4907986111111109,2021-03-03 13:10:00+00:00,6.509201388888889,SOURCE_EXIT,0.0,False,False,False,2021,2021-03,2021-2023,2021-03-03,2,2,True,True,True
V9_BREAK_20210304T061500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2021-03-04 06:15:00+00:00,2021-03-04 08:50:00+00:00,-4.012673611111111,V57_BREAK_SWING_H4ADX_HIGH,ADDON,LONG,3.5,0.5126736111111114,2021-03-04 08:50:00+00:00,-4.012673611111111,SOURCE_EXIT,0.0,False,False,False,2021,2021-03,2021-2023,2021-03-04,1,1,False,False,False
