source_id,entry_year,trades,protection_changed_trades,protection_action_trades,pnl_changed_trades,protection_improved_trades,protection_harmed_trades,endpoint_net_pnl_usd,endpoint_profit_factor,endpoint_win_rate,protected_net_pnl_usd,protected_profit_factor,protected_win_rate,protection_delta_usd
V57_BREAK_SWING_H4ADX_HIGH,2023,58,3,3,3,3,0,119.35865936639196,1.9773334697894236,0.5517241379310345,136.85165936639214,2.2469149699926243,0.603448275862069,17.493000000000166
V57_BREAK_SWING_H4ADX_HIGH,2024,82,10,10,10,4,6,108.30078292684465,1.4963834304252848,0.47560975609756095,87.49477494228307,1.440113697119776,0.5121951219512195,-20.806007984561575
V57_BREAK_SWING_H4ADX_HIGH,2025,142,11,11,11,3,8,301.83415593551365,1.497411611584586,0.4647887323943662,260.1373702920525,1.4488506053355725,0.4859154929577465,-41.696785643461226
V57_BREAK_SWING_H4ADX_HIGH,2026,76,9,9,9,6,3,221.00893480589423,1.3114882634045293,0.42105263157894735,278.66915591240524,1.4470077565917496,0.4868421052631579,57.66022110651102
V7_SWING_HEALTH,2021,102,12,12,12,7,5,59.27739413950716,1.232085198073279,0.4019607843137255,68.43519615302515,1.2999975339249434,0.45098039215686275,9.157802013517994
V7_SWING_HEALTH,2022,6,2,2,2,1,1,-3.073611111111113,0.807851351791354,0.3333333333333333,2.3063888888889963,1.1925444953330717,0.5,5.380000000000109
V7_SWING_HEALTH,2023,76,7,7,7,4,3,18.800893899423034,1.0971826117495225,0.3815789473684211,26.651893899423374,1.1508788457976098,0.4342105263157895,7.85100000000034
V7_SWING_HEALTH,2024,94,6,6,6,6,0,100.028767043604,1.4265682960734467,0.4574468085106383,138.3690165375432,1.676698738584972,0.5,38.340249493939154
V7_SWING_HEALTH,2025,66,11,11,11,2,9,247.23442627358344,2.337889497308321,0.5909090909090909,200.33624087493553,2.207378249657185,0.6212121212121212,-46.89818539864791
V7_SWING_HEALTH,2026,30,2,2,2,0,2,227.40765433899116,2.310133963999688,0.5,194.11868303414133,2.1183505692856217,0.5,-33.28897130484984
