vote_eurgbp,vote_eurjpy,vote_gbpusd,vote_usdjpy,vote_score,direction_code,signal_time,entry_time,utc_date,direction
-1,1,-1,-1,-2,-1,2024-01-03 05:55:00+00:00,2024-01-03 06:00:00+00:00,2024-01-03,SHORT
1,1,1,-1,2,1,2024-01-04 05:55:00+00:00,2024-01-04 06:00:00+00:00,2024-01-04,LONG
1,-1,-1,-1,-2,-1,2024-01-05 08:55:00+00:00,2024-01-05 09:00:00+00:00,2024-01-05,SHORT
1,-1,1,1,2,1,2024-01-08 05:55:00+00:00,2024-01-08 06:00:00+00:00,2024-01-08,LONG
-1,1,-1,-1,-2,-1,2024-01-09 06:55:00+00:00,2024-01-09 07:00:00+00:00,2024-01-09,SHORT
-1,-1,-1,-1,-4,-1,2024-01-10 07:55:00+00:00,2024-01-10 08:00:00+00:00,2024-01-10,SHORT
1,-1,1,1,2,1,2024-01-11 10:55:00+00:00,2024-01-11 11:00:00+00:00,2024-01-11,LONG
1,1,-1,1,2,1,2024-01-12 07:55:00+00:00,2024-01-12 08:00:00+00:00,2024-01-12,LONG
-1,1,-1,-1,-2,-1,2024-01-15 05:55:00+00:00,2024-01-15 06:00:00+00:00,2024-01-15,SHORT
1,-1,1,1,2,1,2024-01-16 05:55:00+00:00,2024-01-16 06:00:00+00:00,2024-01-16,LONG
1,-1,1,1,2,1,2024-01-17 05:55:00+00:00,2024-01-17 06:00:00+00:00,2024-01-17,LONG
1,-1,-1,-1,-2,-1,2024-01-18 09:55:00+00:00,2024-01-18 10:00:00+00:00,2024-01-18,SHORT
1,-1,1,1,2,1,2024-01-19 06:55:00+00:00,2024-01-19 07:00:00+00:00,2024-01-19,LONG
1,1,-1,1,2,1,2024-01-22 06:55:00+00:00,2024-01-22 07:00:00+00:00,2024-01-22,LONG
1,1,1,-1,2,1,2024-01-23 05:55:00+00:00,2024-01-23 06:00:00+00:00,2024-01-23,LONG
0,-1,-1,-1,-3,-1,2024-01-24 05:55:00+00:00,2024-01-24 06:00:00+00:00,2024-01-24,SHORT
1,1,-1,1,2,1,2024-01-25 08:55:00+00:00,2024-01-25 09:00:00+00:00,2024-01-25,LONG
-1,-1,-1,1,-2,-1,2024-01-26 05:55:00+00:00,2024-01-26 06:00:00+00:00,2024-01-26,SHORT
-1,-1,-1,1,-2,-1,2024-01-29 05:55:00+00:00,2024-01-29 06:00:00+00:00,2024-01-29,SHORT
1,-1,-1,-1,-2,-1,2024-01-30 06:55:00+00:00,2024-01-30 07:00:00+00:00,2024-01-30,SHORT
-1,-1,-1,1,-2,-1,2024-01-31 08:55:00+00:00,2024-01-31 09:00:00+00:00,2024-01-31,SHORT
1,-1,-1,-1,-2,-1,2024-02-01 06:55:00+00:00,2024-02-01 07:00:00+00:00,2024-02-01,SHORT
-1,-1,-1,1,-2,-1,2024-02-02 05:55:00+00:00,2024-02-02 06:00:00+00:00,2024-02-02,SHORT
1,-1,1,1,2,1,2024-02-05 05:55:00+00:00,2024-02-05 06:00:00+00:00,2024-02-05,LONG
-1,-1,-1,-1,-4,-1,2024-02-06 07:55:00+00:00,2024-02-06 08:00:00+00:00,2024-02-06,SHORT
-1,1,1,1,2,1,2024-02-07 05:55:00+00:00,2024-02-07 06:00:00+00:00,2024-02-07,LONG
-1,1,-1,-1,-2,-1,2024-02-08 06:55:00+00:00,2024-02-08 07:00:00+00:00,2024-02-08,SHORT
1,-1,-1,-1,-2,-1,2024-02-09 05:55:00+00:00,2024-02-09 06:00:00+00:00,2024-02-09,SHORT
-1,1,-1,-1,-2,-1,2024-02-12 05:55:00+00:00,2024-02-12 06:00:00+00:00,2024-02-12,SHORT
1,-1,-1,-1,-2,-1,2024-02-13 06:55:00+00:00,2024-02-13 07:00:00+00:00,2024-02-13,SHORT
1,-1,-1,-1,-2,-1,2024-02-14 06:55:00+00:00,2024-02-14 07:00:00+00:00,2024-02-14,SHORT
-1,1,-1,-1,-2,-1,2024-02-15 05:55:00+00:00,2024-02-15 06:00:00+00:00,2024-02-15,SHORT
-1,-1,-1,1,-2,-1,2024-02-16 05:55:00+00:00,2024-02-16 06:00:00+00:00,2024-02-16,SHORT
-1,1,-1,-1,-2,-1,2024-02-19 05:55:00+00:00,2024-02-19 06:00:00+00:00,2024-02-19,SHORT
-1,-1,-1,1,-2,-1,2024-02-20 06:55:00+00:00,2024-02-20 07:00:00+00:00,2024-02-20,SHORT
1,1,1,-1,2,1,2024-02-21 05:55:00+00:00,2024-02-21 06:00:00+00:00,2024-02-21,LONG
-1,-1,-1,-1,-4,-1,2024-02-22 05:55:00+00:00,2024-02-22 06:00:00+00:00,2024-02-22,SHORT
1,-1,-1,-1,-2,-1,2024-02-23 05:55:00+00:00,2024-02-23 06:00:00+00:00,2024-02-23,SHORT
1,1,1,-1,2,1,2024-02-26 05:55:00+00:00,2024-02-26 06:00:00+00:00,2024-02-26,LONG
1,1,1,-1,2,1,2024-02-27 05:55:00+00:00,2024-02-27 06:00:00+00:00,2024-02-27,LONG
1,-1,1,1,2,1,2024-02-28 05:55:00+00:00,2024-02-28 06:00:00+00:00,2024-02-28,LONG
-1,-1,-1,1,-2,-1,2024-02-29 08:55:00+00:00,2024-02-29 09:00:00+00:00,2024-02-29,SHORT
1,1,1,-1,2,1,2024-03-01 07:55:00+00:00,2024-03-01 08:00:00+00:00,2024-03-01,LONG
-1,1,1,1,2,1,2024-03-04 06:55:00+00:00,2024-03-04 07:00:00+00:00,2024-03-04,LONG
-1,1,1,1,2,1,2024-03-05 07:55:00+00:00,2024-03-05 08:00:00+00:00,2024-03-05,LONG
1,1,1,-1,2,1,2024-03-06 08:55:00+00:00,2024-03-06 09:00:00+00:00,2024-03-06,LONG
-1,1,1,1,2,1,2024-03-07 10:55:00+00:00,2024-03-07 11:00:00+00:00,2024-03-07,LONG
1,-1,1,1,2,1,2024-03-08 06:55:00+00:00,2024-03-08 07:00:00+00:00,2024-03-08,LONG
1,-1,1,1,2,1,2024-03-11 06:55:00+00:00,2024-03-11 07:00:00+00:00,2024-03-11,LONG
1,-1,-1,-1,-2,-1,2024-03-12 07:55:00+00:00,2024-03-12 08:00:00+00:00,2024-03-12,SHORT
1,1,1,-1,2,1,2024-03-13 06:55:00+00:00,2024-03-13 07:00:00+00:00,2024-03-13,LONG
1,-1,-1,-1,-2,-1,2024-03-14 05:55:00+00:00,2024-03-14 06:00:00+00:00,2024-03-14,SHORT
1,1,1,1,4,1,2024-03-15 05:55:00+00:00,2024-03-15 06:00:00+00:00,2024-03-15,LONG
1,1,-1,1,2,1,2024-03-18 09:55:00+00:00,2024-03-18 10:00:00+00:00,2024-03-18,LONG
-1,-1,-1,1,-2,-1,2024-03-19 07:55:00+00:00,2024-03-19 08:00:00+00:00,2024-03-19,SHORT
-1,1,-1,-1,-2,-1,2024-03-20 07:55:00+00:00,2024-03-20 08:00:00+00:00,2024-03-20,SHORT
-1,1,-1,-1,-2,-1,2024-03-21 05:55:00+00:00,2024-03-21 06:00:00+00:00,2024-03-21,SHORT
1,1,1,1,4,1,2024-03-22 05:55:00+00:00,2024-03-22 06:00:00+00:00,2024-03-22,LONG
1,1,1,1,4,1,2024-03-25 05:55:00+00:00,2024-03-25 06:00:00+00:00,2024-03-25,LONG
1,1,1,-1,2,1,2024-03-26 05:55:00+00:00,2024-03-26 06:00:00+00:00,2024-03-26,LONG
-1,-1,-1,-1,-4,-1,2024-03-27 05:55:00+00:00,2024-03-27 06:00:00+00:00,2024-03-27,SHORT
-1,-1,1,-1,-2,-1,2024-03-28 06:55:00+00:00,2024-03-28 07:00:00+00:00,2024-03-28,SHORT
-1,-1,-1,-1,-4,-1,2024-03-29 07:55:00+00:00,2024-03-29 08:00:00+00:00,2024-03-29,SHORT
-1,1,1,1,2,1,2024-04-01 05:55:00+00:00,2024-04-01 06:00:00+00:00,2024-04-01,LONG
-1,-1,-1,-1,-4,-1,2024-04-02 05:55:00+00:00,2024-04-02 06:00:00+00:00,2024-04-02,SHORT
-1,-1,-1,-1,-4,-1,2024-04-03 08:55:00+00:00,2024-04-03 09:00:00+00:00,2024-04-03,SHORT
1,-1,-1,-1,-2,-1,2024-04-04 06:55:00+00:00,2024-04-04 07:00:00+00:00,2024-04-04,SHORT
1,1,1,-1,2,1,2024-04-05 05:55:00+00:00,2024-04-05 06:00:00+00:00,2024-04-05,LONG
1,-1,1,1,2,1,2024-04-08 06:55:00+00:00,2024-04-08 07:00:00+00:00,2024-04-08,LONG
-1,-1,-1,-1,-4,-1,2024-04-09 06:55:00+00:00,2024-04-09 07:00:00+00:00,2024-04-09,SHORT
1,-1,-1,-1,-2,-1,2024-04-10 05:55:00+00:00,2024-04-10 06:00:00+00:00,2024-04-10,SHORT
-1,-1,-1,-1,-4,-1,2024-04-11 06:55:00+00:00,2024-04-11 07:00:00+00:00,2024-04-11,SHORT
-1,1,1,1,2,1,2024-04-12 07:55:00+00:00,2024-04-12 08:00:00+00:00,2024-04-12,LONG
1,1,1,1,4,1,2024-04-15 05:55:00+00:00,2024-04-15 06:00:00+00:00,2024-04-15,LONG
1,1,1,1,4,1,2024-04-16 05:55:00+00:00,2024-04-16 06:00:00+00:00,2024-04-16,LONG
1,1,1,1,4,1,2024-04-17 06:55:00+00:00,2024-04-17 07:00:00+00:00,2024-04-17,LONG
-1,-1,-1,-1,-4,-1,2024-04-18 05:55:00+00:00,2024-04-18 06:00:00+00:00,2024-04-18,SHORT
-1,1,1,1,2,1,2024-04-19 06:55:00+00:00,2024-04-19 07:00:00+00:00,2024-04-19,LONG
-1,1,1,1,2,1,2024-04-22 05:55:00+00:00,2024-04-22 06:00:00+00:00,2024-04-22,LONG
-1,-1,1,-1,-2,-1,2024-04-23 07:55:00+00:00,2024-04-23 08:00:00+00:00,2024-04-23,SHORT
-1,-1,-1,-1,-4,-1,2024-04-24 05:55:00+00:00,2024-04-24 06:00:00+00:00,2024-04-24,SHORT
1,1,1,1,4,1,2024-04-25 05:55:00+00:00,2024-04-25 06:00:00+00:00,2024-04-25,LONG
-1,-1,-1,-1,-4,-1,2024-04-26 11:55:00+00:00,2024-04-26 12:00:00+00:00,2024-04-26,SHORT
-1,1,-1,-1,-2,-1,2024-04-29 08:55:00+00:00,2024-04-29 09:00:00+00:00,2024-04-29,SHORT
1,1,1,1,4,1,2024-04-30 06:55:00+00:00,2024-04-30 07:00:00+00:00,2024-04-30,LONG
1,-1,1,1,2,1,2024-05-01 07:55:00+00:00,2024-05-01 08:00:00+00:00,2024-05-01,LONG
1,-1,1,1,2,1,2024-05-02 05:55:00+00:00,2024-05-02 06:00:00+00:00,2024-05-02,LONG
-1,1,-1,-1,-2,-1,2024-05-03 06:55:00+00:00,2024-05-03 07:00:00+00:00,2024-05-03,SHORT
-1,-1,1,-1,-2,-1,2024-05-06 05:55:00+00:00,2024-05-06 06:00:00+00:00,2024-05-06,SHORT
1,-1,1,1,2,1,2024-05-07 06:55:00+00:00,2024-05-07 07:00:00+00:00,2024-05-07,LONG
1,-1,-1,-1,-2,-1,2024-05-08 07:55:00+00:00,2024-05-08 08:00:00+00:00,2024-05-08,SHORT
-1,-1,-1,-1,-4,-1,2024-05-09 06:55:00+00:00,2024-05-09 07:00:00+00:00,2024-05-09,SHORT
-1,-1,-1,1,-2,-1,2024-05-10 09:55:00+00:00,2024-05-10 10:00:00+00:00,2024-05-10,SHORT
1,-1,-1,-1,-2,-1,2024-05-13 06:55:00+00:00,2024-05-13 07:00:00+00:00,2024-05-13,SHORT
1,1,1,1,4,1,2024-05-14 06:55:00+00:00,2024-05-14 07:00:00+00:00,2024-05-14,LONG
1,-1,1,1,2,1,2024-05-15 05:55:00+00:00,2024-05-15 06:00:00+00:00,2024-05-15,LONG
1,1,1,-1,2,1,2024-05-16 08:55:00+00:00,2024-05-16 09:00:00+00:00,2024-05-16,LONG
1,1,1,1,4,1,2024-05-17 06:55:00+00:00,2024-05-17 07:00:00+00:00,2024-05-17,LONG
-1,1,-1,-1,-2,-1,2024-05-20 05:55:00+00:00,2024-05-20 06:00:00+00:00,2024-05-20,SHORT
-1,1,-1,-1,-2,-1,2024-05-21 05:55:00+00:00,2024-05-21 06:00:00+00:00,2024-05-21,SHORT
1,-1,-1,-1,-2,-1,2024-05-22 07:55:00+00:00,2024-05-22 08:00:00+00:00,2024-05-22,SHORT
-1,1,1,1,2,1,2024-05-23 06:55:00+00:00,2024-05-23 07:00:00+00:00,2024-05-23,LONG
1,1,1,0,3,1,2024-05-24 05:55:00+00:00,2024-05-24 06:00:00+00:00,2024-05-24,LONG
1,1,1,1,4,1,2024-05-27 06:55:00+00:00,2024-05-27 07:00:00+00:00,2024-05-27,LONG
-1,1,1,1,2,1,2024-05-28 09:55:00+00:00,2024-05-28 10:00:00+00:00,2024-05-28,LONG
-1,-1,-1,-1,-4,-1,2024-05-29 07:55:00+00:00,2024-05-29 08:00:00+00:00,2024-05-29,SHORT
1,-1,1,1,2,1,2024-05-30 12:55:00+00:00,2024-05-30 13:00:00+00:00,2024-05-30,LONG
1,1,-1,1,2,1,2024-05-31 06:55:00+00:00,2024-05-31 07:00:00+00:00,2024-05-31,LONG
1,1,-1,1,2,1,2024-06-03 05:55:00+00:00,2024-06-03 06:00:00+00:00,2024-06-03,LONG
-1,1,-1,-1,-2,-1,2024-06-04 05:55:00+00:00,2024-06-04 06:00:00+00:00,2024-06-04,SHORT
-1,1,1,1,2,1,2024-06-05 05:55:00+00:00,2024-06-05 06:00:00+00:00,2024-06-05,LONG
1,-1,1,1,2,1,2024-06-06 05:55:00+00:00,2024-06-06 06:00:00+00:00,2024-06-06,LONG
-1,1,1,1,2,1,2024-06-07 06:55:00+00:00,2024-06-07 07:00:00+00:00,2024-06-07,LONG
1,1,1,1,4,1,2024-06-10 05:55:00+00:00,2024-06-10 06:00:00+00:00,2024-06-10,LONG
-1,-1,-1,-1,-4,-1,2024-06-11 05:55:00+00:00,2024-06-11 06:00:00+00:00,2024-06-11,SHORT
1,1,1,1,4,1,2024-06-12 05:55:00+00:00,2024-06-12 06:00:00+00:00,2024-06-12,LONG
-1,1,-1,-1,-2,-1,2024-06-13 07:55:00+00:00,2024-06-13 08:00:00+00:00,2024-06-13,SHORT
1,1,1,-1,2,1,2024-06-14 06:55:00+00:00,2024-06-14 07:00:00+00:00,2024-06-14,LONG
-1,-1,-1,1,-2,-1,2024-06-17 05:55:00+00:00,2024-06-17 06:00:00+00:00,2024-06-17,SHORT
1,1,1,-1,2,1,2024-06-18 05:55:00+00:00,2024-06-18 06:00:00+00:00,2024-06-18,LONG
1,-1,1,1,2,1,2024-06-19 06:55:00+00:00,2024-06-19 07:00:00+00:00,2024-06-19,LONG
-1,-1,-1,1,-2,-1,2024-06-20 05:55:00+00:00,2024-06-20 06:00:00+00:00,2024-06-20,SHORT
1,-1,-1,-1,-2,-1,2024-06-21 08:55:00+00:00,2024-06-21 09:00:00+00:00,2024-06-21,SHORT
1,-1,1,1,2,1,2024-06-24 05:55:00+00:00,2024-06-24 06:00:00+00:00,2024-06-24,LONG
-1,-1,1,-1,-2,-1,2024-06-25 06:55:00+00:00,2024-06-25 07:00:00+00:00,2024-06-25,SHORT
-1,-1,-1,-1,-4,-1,2024-06-26 05:55:00+00:00,2024-06-26 06:00:00+00:00,2024-06-26,SHORT
0,-1,-1,-1,-3,-1,2024-06-27 07:55:00+00:00,2024-06-27 08:00:00+00:00,2024-06-27,SHORT
-1,-1,-1,-1,-4,-1,2024-06-28 07:55:00+00:00,2024-06-28 08:00:00+00:00,2024-06-28,SHORT
-1,-1,1,-1,-2,-1,2024-07-01 05:55:00+00:00,2024-07-01 06:00:00+00:00,2024-07-01,SHORT
-1,-1,-1,1,-2,-1,2024-07-02 06:55:00+00:00,2024-07-02 07:00:00+00:00,2024-07-02,SHORT
-1,1,-1,-1,-2,-1,2024-07-03 05:55:00+00:00,2024-07-03 06:00:00+00:00,2024-07-03,SHORT
-1,1,1,1,2,1,2024-07-04 05:55:00+00:00,2024-07-04 06:00:00+00:00,2024-07-04,LONG
-1,-1,-1,-1,-4,-1,2024-07-05 06:55:00+00:00,2024-07-05 07:00:00+00:00,2024-07-05,SHORT
-1,-1,-1,-1,-4,-1,2024-07-08 06:55:00+00:00,2024-07-08 07:00:00+00:00,2024-07-08,SHORT
-1,-1,-1,1,-2,-1,2024-07-09 06:55:00+00:00,2024-07-09 07:00:00+00:00,2024-07-09,SHORT
-1,-1,-1,-1,-4,-1,2024-07-10 07:55:00+00:00,2024-07-10 08:00:00+00:00,2024-07-10,SHORT
0,1,1,1,3,1,2024-07-11 08:55:00+00:00,2024-07-11 09:00:00+00:00,2024-07-11,LONG
-1,1,-1,-1,-2,-1,2024-07-12 05:55:00+00:00,2024-07-12 06:00:00+00:00,2024-07-12,SHORT
1,1,-1,1,2,1,2024-07-15 05:55:00+00:00,2024-07-15 06:00:00+00:00,2024-07-15,LONG
1,1,1,-1,2,1,2024-07-16 07:55:00+00:00,2024-07-16 08:00:00+00:00,2024-07-16,LONG
-1,-1,-1,1,-2,-1,2024-07-17 07:55:00+00:00,2024-07-17 08:00:00+00:00,2024-07-17,SHORT
1,-1,-1,-1,-2,-1,2024-07-18 08:55:00+00:00,2024-07-18 09:00:00+00:00,2024-07-18,SHORT
1,-1,1,1,2,1,2024-07-19 07:55:00+00:00,2024-07-19 08:00:00+00:00,2024-07-19,LONG
1,-1,1,1,2,1,2024-07-22 05:55:00+00:00,2024-07-22 06:00:00+00:00,2024-07-22,LONG
1,-1,1,1,2,1,2024-07-23 05:55:00+00:00,2024-07-23 06:00:00+00:00,2024-07-23,LONG
1,-1,1,1,2,1,2024-07-24 05:55:00+00:00,2024-07-24 06:00:00+00:00,2024-07-24,LONG
-1,-1,-1,-1,-4,-1,2024-07-25 09:55:00+00:00,2024-07-25 10:00:00+00:00,2024-07-25,SHORT
-1,-1,-1,1,-2,-1,2024-07-26 05:55:00+00:00,2024-07-26 06:00:00+00:00,2024-07-26,SHORT
1,-1,1,1,2,1,2024-07-29 06:55:00+00:00,2024-07-29 07:00:00+00:00,2024-07-29,LONG
-1,-1,-1,1,-2,-1,2024-07-30 07:55:00+00:00,2024-07-30 08:00:00+00:00,2024-07-30,SHORT
1,-1,1,1,2,1,2024-07-31 06:55:00+00:00,2024-07-31 07:00:00+00:00,2024-07-31,LONG
-1,-1,-1,1,-2,-1,2024-08-01 08:55:00+00:00,2024-08-01 09:00:00+00:00,2024-08-01,SHORT
1,1,1,-1,2,1,2024-08-02 08:55:00+00:00,2024-08-02 09:00:00+00:00,2024-08-02,LONG
-1,1,-1,-1,-2,-1,2024-08-05 07:55:00+00:00,2024-08-05 08:00:00+00:00,2024-08-05,SHORT
-1,1,-1,-1,-2,-1,2024-08-06 08:55:00+00:00,2024-08-06 09:00:00+00:00,2024-08-06,SHORT
1,1,1,1,4,1,2024-08-07 06:55:00+00:00,2024-08-07 07:00:00+00:00,2024-08-07,LONG
1,-1,1,1,2,1,2024-08-08 05:55:00+00:00,2024-08-08 06:00:00+00:00,2024-08-08,LONG
-1,1,-1,-1,-2,-1,2024-08-09 09:55:00+00:00,2024-08-09 10:00:00+00:00,2024-08-09,SHORT
-1,1,1,1,2,1,2024-08-12 11:55:00+00:00,2024-08-12 12:00:00+00:00,2024-08-12,LONG
-1,1,-1,-1,-2,-1,2024-08-13 06:55:00+00:00,2024-08-13 07:00:00+00:00,2024-08-13,SHORT
1,-1,1,1,2,1,2024-08-14 08:55:00+00:00,2024-08-14 09:00:00+00:00,2024-08-14,LONG
-1,-1,-1,1,-2,-1,2024-08-15 05:55:00+00:00,2024-08-15 06:00:00+00:00,2024-08-15,SHORT
1,-1,1,1,2,1,2024-08-16 12:55:00+00:00,2024-08-16 13:00:00+00:00,2024-08-16,LONG
-1,1,-1,-1,-2,-1,2024-08-19 06:55:00+00:00,2024-08-19 07:00:00+00:00,2024-08-19,SHORT
1,1,1,-1,2,1,2024-08-20 07:55:00+00:00,2024-08-20 08:00:00+00:00,2024-08-20,LONG
1,1,1,0,3,1,2024-08-21 11:55:00+00:00,2024-08-21 12:00:00+00:00,2024-08-21,LONG
1,1,1,-1,2,1,2024-08-22 05:55:00+00:00,2024-08-22 06:00:00+00:00,2024-08-22,LONG
1,1,1,-1,2,1,2024-08-23 05:55:00+00:00,2024-08-23 06:00:00+00:00,2024-08-23,LONG
-1,-1,-1,1,-2,-1,2024-08-26 06:55:00+00:00,2024-08-26 07:00:00+00:00,2024-08-26,SHORT
-1,-1,-1,1,-2,-1,2024-08-27 08:55:00+00:00,2024-08-27 09:00:00+00:00,2024-08-27,SHORT
-1,1,-1,-1,-2,-1,2024-08-28 09:55:00+00:00,2024-08-28 10:00:00+00:00,2024-08-28,SHORT
1,-1,1,1,2,1,2024-08-29 07:55:00+00:00,2024-08-29 08:00:00+00:00,2024-08-29,LONG
1,1,1,1,4,1,2024-08-30 06:55:00+00:00,2024-08-30 07:00:00+00:00,2024-08-30,LONG
-1,1,-1,-1,-2,-1,2024-09-02 09:55:00+00:00,2024-09-02 10:00:00+00:00,2024-09-02,SHORT
1,1,1,1,4,1,2024-09-03 05:55:00+00:00,2024-09-03 06:00:00+00:00,2024-09-03,LONG
-1,-1,-1,-1,-4,-1,2024-09-04 07:55:00+00:00,2024-09-04 08:00:00+00:00,2024-09-04,SHORT
1,1,1,1,4,1,2024-09-05 07:55:00+00:00,2024-09-05 08:00:00+00:00,2024-09-05,LONG
1,1,1,-1,2,1,2024-09-06 07:55:00+00:00,2024-09-06 08:00:00+00:00,2024-09-06,LONG
-1,1,-1,-1,-2,-1,2024-09-09 05:55:00+00:00,2024-09-09 06:00:00+00:00,2024-09-09,SHORT
-1,1,-1,-1,-2,-1,2024-09-10 05:55:00+00:00,2024-09-10 06:00:00+00:00,2024-09-10,SHORT
-1,1,-1,-1,-2,-1,2024-09-11 05:55:00+00:00,2024-09-11 06:00:00+00:00,2024-09-11,SHORT
1,1,1,1,4,1,2024-09-12 05:55:00+00:00,2024-09-12 06:00:00+00:00,2024-09-12,LONG
-1,-1,-1,1,-2,-1,2024-09-13 05:55:00+00:00,2024-09-13 06:00:00+00:00,2024-09-13,SHORT
1,1,1,1,4,1,2024-09-16 06:55:00+00:00,2024-09-16 07:00:00+00:00,2024-09-16,LONG
-1,1,-1,-1,-2,-1,2024-09-17 06:55:00+00:00,2024-09-17 07:00:00+00:00,2024-09-17,SHORT
1,1,1,-1,2,1,2024-09-18 05:55:00+00:00,2024-09-18 06:00:00+00:00,2024-09-18,LONG
1,-1,1,1,2,1,2024-09-19 06:55:00+00:00,2024-09-19 07:00:00+00:00,2024-09-19,LONG
-1,1,-1,-1,-2,-1,2024-09-20 05:55:00+00:00,2024-09-20 06:00:00+00:00,2024-09-20,SHORT
-1,-1,-1,1,-2,-1,2024-09-23 05:55:00+00:00,2024-09-23 06:00:00+00:00,2024-09-23,SHORT
-1,-1,-1,1,-2,-1,2024-09-24 10:55:00+00:00,2024-09-24 11:00:00+00:00,2024-09-24,SHORT
-1,1,-1,-1,-2,-1,2024-09-25 06:55:00+00:00,2024-09-25 07:00:00+00:00,2024-09-25,SHORT
1,-1,1,1,2,1,2024-09-26 05:55:00+00:00,2024-09-26 06:00:00+00:00,2024-09-26,LONG
-1,-1,-1,1,-2,-1,2024-09-27 06:55:00+00:00,2024-09-27 07:00:00+00:00,2024-09-27,SHORT
1,-1,-1,-1,-2,-1,2024-09-30 09:55:00+00:00,2024-09-30 10:00:00+00:00,2024-09-30,SHORT
1,-1,-1,-1,-2,-1,2024-10-01 07:55:00+00:00,2024-10-01 08:00:00+00:00,2024-10-01,SHORT
-1,-1,-1,1,-2,-1,2024-10-02 06:55:00+00:00,2024-10-02 07:00:00+00:00,2024-10-02,SHORT
1,-1,1,1,2,1,2024-10-03 05:55:00+00:00,2024-10-03 06:00:00+00:00,2024-10-03,LONG
-1,1,-1,-1,-2,-1,2024-10-07 09:55:00+00:00,2024-10-07 10:00:00+00:00,2024-10-07,SHORT
1,-1,1,1,2,1,2024-10-08 11:55:00+00:00,2024-10-08 12:00:00+00:00,2024-10-08,LONG
-1,1,-1,-1,-2,-1,2024-10-09 13:55:00+00:00,2024-10-09 14:00:00+00:00,2024-10-09,SHORT
-1,1,-1,-1,-2,-1,2024-10-10 07:55:00+00:00,2024-10-10 08:00:00+00:00,2024-10-10,SHORT
1,1,1,1,4,1,2024-10-11 06:55:00+00:00,2024-10-11 07:00:00+00:00,2024-10-11,LONG
-1,1,1,1,2,1,2024-10-14 05:55:00+00:00,2024-10-14 06:00:00+00:00,2024-10-14,LONG
1,1,1,-1,2,1,2024-10-15 05:55:00+00:00,2024-10-15 06:00:00+00:00,2024-10-15,LONG
-1,1,-1,-1,-2,-1,2024-10-16 05:55:00+00:00,2024-10-16 06:00:00+00:00,2024-10-16,SHORT
1,1,1,-1,2,1,2024-10-17 05:55:00+00:00,2024-10-17 06:00:00+00:00,2024-10-17,LONG
1,1,1,1,4,1,2024-10-18 08:55:00+00:00,2024-10-18 09:00:00+00:00,2024-10-18,LONG
-1,1,-1,-1,-2,-1,2024-10-21 07:55:00+00:00,2024-10-21 08:00:00+00:00,2024-10-21,SHORT
1,-1,-1,-1,-2,-1,2024-10-22 08:55:00+00:00,2024-10-22 09:00:00+00:00,2024-10-22,SHORT
1,1,1,-1,2,1,2024-10-23 05:55:00+00:00,2024-10-23 06:00:00+00:00,2024-10-23,LONG
-1,1,1,1,2,1,2024-10-24 08:55:00+00:00,2024-10-24 09:00:00+00:00,2024-10-24,LONG
-1,1,-1,-1,-2,-1,2024-10-25 05:55:00+00:00,2024-10-25 06:00:00+00:00,2024-10-25,SHORT
1,1,1,-1,2,1,2024-10-28 07:55:00+00:00,2024-10-28 08:00:00+00:00,2024-10-28,LONG
-1,-1,-1,-1,-4,-1,2024-10-29 09:55:00+00:00,2024-10-29 10:00:00+00:00,2024-10-29,SHORT
-1,-1,-1,1,-2,-1,2024-10-30 08:55:00+00:00,2024-10-30 09:00:00+00:00,2024-10-30,SHORT
1,-1,1,1,2,1,2024-10-31 11:55:00+00:00,2024-10-31 12:00:00+00:00,2024-10-31,LONG
1,1,1,1,4,1,2024-11-01 10:55:00+00:00,2024-11-01 11:00:00+00:00,2024-11-01,LONG
1,1,1,1,4,1,2024-11-04 05:55:00+00:00,2024-11-04 06:00:00+00:00,2024-11-04,LONG
-1,1,1,1,2,1,2024-11-05 06:55:00+00:00,2024-11-05 07:00:00+00:00,2024-11-05,LONG
1,-1,1,1,2,1,2024-11-06 06:55:00+00:00,2024-11-06 07:00:00+00:00,2024-11-06,LONG
1,-1,1,1,2,1,2024-11-07 06:55:00+00:00,2024-11-07 07:00:00+00:00,2024-11-07,LONG
-1,-1,-1,1,-2,-1,2024-11-08 09:55:00+00:00,2024-11-08 10:00:00+00:00,2024-11-08,SHORT
1,1,1,1,4,1,2024-11-11 05:55:00+00:00,2024-11-11 06:00:00+00:00,2024-11-11,LONG
1,1,1,1,4,1,2024-11-12 06:55:00+00:00,2024-11-12 07:00:00+00:00,2024-11-12,LONG
-1,1,-1,-1,-2,-1,2024-11-13 05:55:00+00:00,2024-11-13 06:00:00+00:00,2024-11-13,SHORT
1,1,1,-1,2,1,2024-11-14 05:55:00+00:00,2024-11-14 06:00:00+00:00,2024-11-14,LONG
1,-1,1,1,2,1,2024-11-15 06:55:00+00:00,2024-11-15 07:00:00+00:00,2024-11-15,LONG
-1,1,-1,-1,-2,-1,2024-11-18 05:55:00+00:00,2024-11-18 06:00:00+00:00,2024-11-18,SHORT
-1,-1,-1,1,-2,-1,2024-11-19 05:55:00+00:00,2024-11-19 06:00:00+00:00,2024-11-19,SHORT
-1,1,-1,-1,-2,-1,2024-11-20 05:55:00+00:00,2024-11-20 06:00:00+00:00,2024-11-20,SHORT
