causal_trade_index,family,side,causal_entry_time_utc,oracle_entry_time_utc,absolute_difference_minutes
4042,N1_ROLLING_SWEEP_FADE,LONG,2025-12-24 00:30:00+00:00,2025-12-24 00:35:00+00:00,5.0
4053,N4_MICRO_BREAKOUT,LONG,2026-01-02 01:05:00+00:00,2026-01-02 00:15:00+00:00,50.0
4071,N4_MICRO_BREAKOUT,LONG,2026-01-12 00:35:00+00:00,2026-01-12 00:25:00+00:00,10.0
4072,N4_MICRO_BREAKOUT,LONG,2026-01-12 01:00:00+00:00,2026-01-12 00:10:00+00:00,50.0
4076,N4_MICRO_BREAKOUT,SHORT,2026-01-14 00:05:00+00:00,2026-01-14 00:40:00+00:00,35.0
4077,N4_MICRO_BREAKOUT,SHORT,2026-01-14 01:10:00+00:00,2026-01-14 01:00:00+00:00,10.0
4090,N3_ANCHOR_REVERSION,LONG,2026-01-21 00:55:00+00:00,2026-01-21 00:25:00+00:00,30.0
4091,N1_ROLLING_SWEEP_FADE,SHORT,2026-01-21 01:10:00+00:00,2026-01-21 00:15:00+00:00,55.0
4094,N3_ANCHOR_REVERSION,LONG,2026-01-22 00:10:00+00:00,2026-01-22 00:10:00+00:00,0.0
4103,N4_MICRO_BREAKOUT,LONG,2026-01-29 00:00:00+00:00,2026-01-29 00:05:00+00:00,5.0
4104,N3_ANCHOR_REVERSION,SHORT,2026-01-29 00:05:00+00:00,2026-01-29 00:00:00+00:00,5.0
4105,N3_ANCHOR_REVERSION,SHORT,2026-01-29 00:40:00+00:00,2026-01-29 00:30:00+00:00,10.0
4115,N4_MICRO_BREAKOUT,LONG,2026-02-02 00:15:00+00:00,2026-02-02 00:10:00+00:00,5.0
4116,N3_ANCHOR_REVERSION,SHORT,2026-02-02 00:35:00+00:00,2026-02-02 00:20:00+00:00,15.0
4118,N4_MICRO_BREAKOUT,SHORT,2026-02-06 00:15:00+00:00,2026-02-06 00:15:00+00:00,0.0
4120,N1_ROLLING_SWEEP_FADE,SHORT,2026-02-06 01:05:00+00:00,2026-02-06 00:10:00+00:00,55.0
4126,N1_ROLLING_SWEEP_FADE,SHORT,2026-02-09 00:05:00+00:00,2026-02-09 00:10:00+00:00,5.0
4127,N1_ROLLING_SWEEP_FADE,SHORT,2026-02-09 00:15:00+00:00,2026-02-09 00:15:00+00:00,0.0
4140,N4_MICRO_BREAKOUT,LONG,2026-02-19 01:05:00+00:00,2026-02-19 00:20:00+00:00,45.0
4143,N1_ROLLING_SWEEP_FADE,SHORT,2026-02-20 00:55:00+00:00,2026-02-20 00:55:00+00:00,0.0
4150,N3_ANCHOR_REVERSION,SHORT,2026-02-23 00:45:00+00:00,2026-02-23 00:10:00+00:00,35.0
4165,N3_ANCHOR_REVERSION,SHORT,2026-02-27 00:10:00+00:00,2026-02-27 00:05:00+00:00,5.0
4185,N4_MICRO_BREAKOUT,SHORT,2026-03-20 00:05:00+00:00,2026-03-20 00:20:00+00:00,15.0
4186,N1_ROLLING_SWEEP_FADE,SHORT,2026-03-20 00:20:00+00:00,2026-03-20 00:25:00+00:00,5.0
4192,N4_MICRO_BREAKOUT,SHORT,2026-03-24 00:05:00+00:00,2026-03-24 00:05:00+00:00,0.0
4193,N4_MICRO_BREAKOUT,SHORT,2026-03-24 00:15:00+00:00,2026-03-24 00:10:00+00:00,5.0
4203,N1_ROLLING_SWEEP_FADE,SHORT,2026-03-31 00:05:00+00:00,2026-03-31 00:05:00+00:00,0.0
4204,N1_ROLLING_SWEEP_FADE,LONG,2026-03-31 00:25:00+00:00,2026-03-31 00:25:00+00:00,0.0
4205,N1_ROLLING_SWEEP_FADE,SHORT,2026-03-31 00:55:00+00:00,2026-03-31 00:10:00+00:00,45.0
4207,N3_ANCHOR_REVERSION,SHORT,2026-04-01 00:10:00+00:00,2026-04-01 00:20:00+00:00,10.0
4208,N3_ANCHOR_REVERSION,SHORT,2026-04-01 00:45:00+00:00,2026-04-01 00:35:00+00:00,10.0
4232,N1_ROLLING_SWEEP_FADE,SHORT,2026-04-14 00:05:00+00:00,2026-04-14 00:00:00+00:00,5.0
4233,N1_ROLLING_SWEEP_FADE,SHORT,2026-04-14 00:25:00+00:00,2026-04-14 00:25:00+00:00,0.0
4251,N1_ROLLING_SWEEP_FADE,SHORT,2026-04-28 00:15:00+00:00,2026-04-28 00:15:00+00:00,0.0
4264,N1_ROLLING_SWEEP_FADE,LONG,2026-05-04 00:30:00+00:00,2026-05-04 01:10:00+00:00,40.0
4265,N3_ANCHOR_REVERSION,LONG,2026-05-04 01:15:00+00:00,2026-05-04 01:15:00+00:00,0.0
4266,N1_ROLLING_SWEEP_FADE,SHORT,2026-05-04 01:20:00+00:00,2026-05-04 01:00:00+00:00,20.0
4288,N1_ROLLING_SWEEP_FADE,SHORT,2026-05-29 01:25:00+00:00,2026-05-29 00:30:00+00:00,55.0
4295,N1_ROLLING_SWEEP_FADE,LONG,2026-06-02 01:00:00+00:00,2026-06-02 01:00:00+00:00,0.0
4306,N1_ROLLING_SWEEP_FADE,LONG,2026-06-05 00:05:00+00:00,2026-06-05 00:00:00+00:00,5.0
4314,N4_MICRO_BREAKOUT,SHORT,2026-06-12 00:40:00+00:00,2026-06-12 00:20:00+00:00,20.0
4330,N3_ANCHOR_REVERSION,LONG,2026-06-22 00:55:00+00:00,2026-06-22 00:50:00+00:00,5.0
4338,N4_MICRO_BREAKOUT,SHORT,2026-06-26 01:35:00+00:00,2026-06-26 01:10:00+00:00,25.0
4344,N4_MICRO_BREAKOUT,SHORT,2026-06-30 00:00:00+00:00,2026-06-30 00:00:00+00:00,0.0
