timestamp_broker,router_state,spread_points,estimated_cost_r,stop_points,h4_position_ids,h4_episode,reason
2022.12.22 08:30:00,UPTREND,8.0,0.0229,350.0,"328,329,330,333,334,339,340,341",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2022.12.27 23:20:00,UPTREND,13.0,0.0371,350.0,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2022.12.27 23:25:00,UPTREND,14.0,0.0372,375.93,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2022.12.27 23:40:00,UPTREND,12.0,0.0343,350.0,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2022.12.28 07:25:00,UPTREND,8.0,0.0229,350.0,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2022.12.28 07:55:00,UPTREND,8.0,0.0199,402.23,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2022.12.28 08:05:00,CHOP,8.0,0.0111,721.89,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_chop
2022.12.28 15:00:00,CHOP,7.0,0.0122,574.87,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_chop
2022.12.28 15:10:00,CHOP,7.0,0.02,350.13,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_chop
2022.12.29 06:55:00,CHOP,7.0,0.02,350.0,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_chop
2022.12.29 09:15:00,UPTREND,6.0,0.0171,350.0,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2022.12.29 09:25:00,UPTREND,8.0,0.0229,350.0,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2022.12.29 09:30:00,UPTREND,6.0,0.0171,350.0,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2022.12.29 09:35:00,UPTREND,8.0,0.019,421.54,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2022.12.29 09:50:00,UPTREND,8.0,0.016,499.43,"329,330,333,334,339,340,341,342,344",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.03 04:30:00,UPTREND,8.0,0.0229,350.0,"329,330,333,334,341,342,344,347",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.04 12:15:00,UPTREND,6.0,0.0171,350.0,"329,330,341,344,347,349,352",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.04 12:20:00,UPTREND,7.0,0.02,350.0,"329,330,341,344,347,349,352",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.05 01:25:00,UPTREND,6.0,0.0171,350.0,"329,330,341,344,347,349,352,353",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.05 07:40:00,UPTREND,6.0,0.0155,387.37,"329,330,341,344,347,349,352,353",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.06 06:40:00,CHOP,8.0,0.0229,350.0,"329,330,341,344,347,349,352,353",1,regime_router_block_short_r2_downtrend_only_state_chop
2023.01.10 16:00:00,UPTREND,8.0,0.0229,350.0,"330,341,347,349,352,353,355",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.11 14:00:00,UPTREND,6.0,0.0171,350.0,"330,341,347,349,352,353,355,357",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.11 14:25:00,UPTREND,7.0,0.02,350.0,"330,341,347,349,352,353,355,357",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.13 10:35:00,UPTREND,6.0,0.0171,350.0,"330,352,353,355,361,363,364",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.13 11:15:00,UPTREND,8.0,0.0163,489.57,"330,352,353,355,361,363,364",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.16 04:25:00,UPTREND,8.0,0.0229,350.0,"352,355,363,364,365",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.16 04:30:00,UPTREND,6.0,0.0171,350.0,"352,355,363,364,365",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.16 04:45:00,UPTREND,8.0,0.0229,350.0,"352,355,363,364,365",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.17 00:35:00,UPTREND,7.0,0.02,350.0,"352,355,363,364,365",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.17 00:50:00,UPTREND,8.0,0.0208,385.54,"352,355,363,364,365",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.17 04:40:00,UPTREND,8.0,0.0229,350.0,"352,355,363,364,365",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.17 14:55:00,UPTREND,8.0,0.0229,350.0,"352,355,363,364,365",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.17 16:25:00,UPTREND,8.0,0.0229,350.0,"352,355,363,364,365",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.17 16:30:00,UPTREND,8.0,0.0229,350.0,"352,355,363,364,365",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.17 16:40:00,UPTREND,7.0,0.02,350.0,"352,355,363,364,365",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.23 03:10:00,UPTREND,8.0,0.0229,350.0,"355,363,364,365,370",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.23 03:30:00,UPTREND,8.0,0.0229,350.0,"355,363,364,365,370",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.23 04:40:00,UPTREND,8.0,0.0229,350.0,"355,363,364,365,370",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.23 04:45:00,UPTREND,8.0,0.0229,350.0,"355,363,364,365,370",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.23 04:55:00,UPTREND,8.0,0.0229,350.0,"355,363,364,365,370",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.23 05:00:00,UPTREND,8.0,0.0229,350.0,"355,363,364,365,370",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.23 13:30:00,UPTREND,8.0,0.0111,721.13,"355,363,364,365,370",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.24 13:10:00,UPTREND,8.0,0.0229,350.0,"355,363,364,365,370,371",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.25 06:45:00,CHOP,8.0,0.0229,350.0,"355,363,364,365,370,371,372",1,regime_router_block_short_r2_downtrend_only_state_chop
2023.01.25 06:50:00,CHOP,8.0,0.0229,350.0,"355,363,364,365,370,371,372",1,regime_router_block_short_r2_downtrend_only_state_chop
2023.01.25 09:10:00,UPTREND,8.0,0.0229,350.0,"355,363,364,365,370,371,372",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.25 09:15:00,UPTREND,8.0,0.016,498.46,"355,363,364,365,370,371,372",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.25 23:40:00,UPTREND,14.0,0.04,350.0,"355,363,364,365,370,371,372,373",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.26 10:15:00,UPTREND,8.0,0.0229,350.0,"355,363,364,365,370,371,372,373",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.26 14:55:00,UPTREND,7.0,0.0139,503.66,"355,363,364,365,370,371,372,373",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.26 15:20:00,UPTREND,8.0,0.0176,454.61,"355,363,364,365,370,371,372,373",1,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.01.30 07:05:00,CHOP,8.0,0.0229,350.0,"355,363,364,365,370,371,372,373",1,regime_router_block_short_r2_downtrend_only_state_chop
2023.01.30 07:25:00,CHOP,8.0,0.0223,358.2,"355,363,364,365,370,371,372,373",1,regime_router_block_short_r2_downtrend_only_state_chop
2023.02.01 01:25:00,CHOP,8.0,0.0229,350.0,"355,363,364,365,370",1,regime_router_block_short_r2_downtrend_only_state_chop
2023.02.01 01:40:00,CHOP,8.0,0.0229,350.0,"355,363,364,365,370",1,regime_router_block_short_r2_downtrend_only_state_chop
2023.02.01 04:20:00,CHOP,8.0,0.0229,350.0,"355,363,364,365,370",1,regime_router_block_short_r2_downtrend_only_state_chop
2023.02.13 03:15:00,CHOP,8.0,0.0229,350.0,355,1,regime_router_block_short_r2_downtrend_only_state_chop
2023.02.13 03:25:00,CHOP,8.0,0.0229,350.0,355,1,regime_router_block_short_r2_downtrend_only_state_chop
2023.02.13 03:35:00,CHOP,8.0,0.0229,350.0,355,1,regime_router_block_short_r2_downtrend_only_state_chop
2023.02.13 15:35:00,CHOP,8.0,0.0229,350.0,355,1,regime_router_block_short_r2_downtrend_only_state_chop
2023.02.13 15:55:00,CHOP,8.0,0.0229,350.0,355,1,regime_router_block_short_r2_downtrend_only_state_chop
2023.02.15 02:35:00,CHOP,7.0,0.02,350.0,355,1,regime_router_block_short_r2_downtrend_only_state_chop
2023.02.15 02:40:00,CHOP,8.0,0.0229,350.0,355,1,regime_router_block_short_r2_downtrend_only_state_chop
2023.02.15 04:45:00,CHOP,8.0,0.0229,350.0,355,1,regime_router_block_short_r2_downtrend_only_state_chop
2023.04.12 07:00:00,UPTREND,8.0,0.0229,350.0,384,2,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.04.12 07:20:00,UPTREND,8.0,0.0229,350.0,384,2,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.04.12 20:10:00,UPTREND,14.0,0.04,350.0,"384,385",2,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.04.13 18:50:00,UPTREND,8.0,0.0229,350.0,"384,385",2,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.04.14 07:30:00,UPTREND,8.0,0.0229,350.0,"384,385",2,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.04.14 08:05:00,UPTREND,8.0,0.0229,350.0,"384,385",2,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.04.14 08:10:00,UPTREND,8.0,0.0146,546.82,"384,385",2,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.04.14 14:20:00,UPTREND,7.0,0.0104,672.8,"384,385",2,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.04.14 14:25:00,UPTREND,8.0,0.0084,953.27,"384,385",2,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.07.26 10:40:00,UPTREND,7.0,0.02,350.0,388,3,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.21 16:00:00,UPTREND,12.0,0.0343,350.0,"390,391",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.22 00:05:00,UPTREND,12.0,0.0343,350.0,"390,391",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.22 16:10:00,UPTREND,12.0,0.0343,350.0,"390,391",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.23 15:05:00,UPTREND,7.0,0.02,350.0,"390,391",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.23 15:10:00,UPTREND,13.0,0.0371,350.0,"390,391",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.24 14:50:00,UPTREND,14.0,0.04,350.0,"390,391",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.24 15:10:00,UPTREND,6.0,0.0171,350.0,"390,391",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.30 09:05:00,UPTREND,5.0,0.0143,350.0,"391,392,393,394",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.30 09:10:00,UPTREND,5.0,0.0143,350.0,"391,392,393,394",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.30 09:20:00,UPTREND,7.0,0.02,350.0,"391,392,393,394",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.30 17:15:00,UPTREND,7.0,0.02,350.0,"391,392,393,394",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.30 17:35:00,UPTREND,10.0,0.0286,350.0,"391,392,393,394",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.30 17:45:00,UPTREND,11.0,0.0289,380.48,"391,392,393,394",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.11.30 17:50:00,UPTREND,4.0,0.0083,479.73,"391,392,393,394",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.12.01 03:15:00,UPTREND,14.0,0.04,350.0,"391,392,393,394",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.12.01 09:40:00,UPTREND,8.0,0.0229,350.0,"391,392,393,394",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.12.01 10:10:00,UPTREND,8.0,0.0229,350.0,"391,392,393,394",4,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.12.22 14:50:00,UPTREND,16.0,0.0407,392.88,402,5,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.12.22 15:05:00,UPTREND,16.0,0.0233,686.34,402,5,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.12.22 15:20:00,UPTREND,16.0,0.0346,462.32,402,5,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.12.27 09:25:00,UPTREND,16.0,0.0457,350.0,402,5,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.12.28 07:50:00,UPTREND,16.0,0.0457,350.0,"402,403,404",5,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.12.28 08:10:00,UPTREND,16.0,0.0319,500.79,"402,403,404",5,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.12.29 09:20:00,UPTREND,16.0,0.0457,350.0,"402,403,404",5,regime_router_block_short_r2_downtrend_only_state_uptrend
2023.12.29 09:30:00,UPTREND,16.0,0.0408,392.5,"402,403,404",5,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.01.02 11:05:00,CHOP,16.0,0.0398,401.75,"402,403,404",5,regime_router_block_short_r2_downtrend_only_state_chop
2024.01.02 11:15:00,CHOP,16.0,0.0388,412.8,"402,403,404",5,regime_router_block_short_r2_downtrend_only_state_chop
2024.01.03 11:25:00,CHOP,16.0,0.0428,373.55,402,5,regime_router_block_short_r2_downtrend_only_state_chop
2024.03.04 17:50:00,UPTREND,14.0,0.04,350.0,409,6,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.03.04 18:05:00,UPTREND,14.0,0.04,350.0,409,6,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.03.05 01:10:00,UPTREND,17.0,0.0486,350.0,409,6,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.03.06 07:50:00,UPTREND,13.0,0.0371,350.0,"409,411,412",6,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.03.08 17:45:00,UPTREND,14.0,0.04,350.0,"411,412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.03.08 17:50:00,UPTREND,14.0,0.0368,380.79,"411,412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.03.08 17:55:00,UPTREND,14.0,0.024,582.32,"411,412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.03.12 02:30:00,UPTREND,17.0,0.0486,350.0,"411,412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.03.12 10:50:00,UPTREND,6.0,0.0171,350.0,"411,412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.03.19 07:40:00,CHOP,7.0,0.016,437.43,"411,412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_chop
2024.03.19 23:25:00,CHOP,17.0,0.0486,350.0,"411,412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_chop
2024.03.20 07:45:00,CHOP,5.0,0.0143,350.0,"411,412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_chop
2024.03.20 07:50:00,CHOP,8.0,0.0229,350.0,"411,412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_chop
2024.03.25 18:40:00,CHOP,12.0,0.0343,350.0,"412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_chop
2024.03.25 18:45:00,CHOP,9.0,0.0257,350.0,"412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_chop
2024.03.25 18:50:00,CHOP,9.0,0.0257,350.0,"412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_chop
2024.03.26 13:15:00,UPTREND,10.0,0.0192,519.73,"412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.03.26 13:25:00,UPTREND,8.0,0.0165,483.46,"412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.03.27 04:15:00,UPTREND,10.0,0.0286,350.0,"412,413,414,415,416,417",6,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.05.20 19:55:00,UPTREND,5.0,0.0129,388.98,426,7,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.05.22 12:15:00,CHOP,5.0,0.0143,350.0,426,7,regime_router_block_short_r2_downtrend_only_state_chop
2024.05.22 19:15:00,CHOP,5.0,0.0143,350.0,426,7,regime_router_block_short_r2_downtrend_only_state_chop
2024.07.05 09:50:00,UPTREND,10.0,0.0286,350.0,428,8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.05 09:55:00,UPTREND,10.0,0.0286,350.0,428,8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.05 20:05:00,UPTREND,10.0,0.0286,350.0,"428,429",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.05 20:25:00,UPTREND,10.0,0.0286,350.0,"428,429",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.08 03:10:00,UPTREND,10.0,0.0286,350.0,"428,429",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.09 05:50:00,CHOP,10.0,0.0286,350.0,"428,429",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.07.09 11:40:00,CHOP,9.0,0.0257,350.0,"428,429",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.07.09 11:45:00,CHOP,9.0,0.0215,419.43,"428,429",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.07.12 01:30:00,UPTREND,13.0,0.0371,350.0,"428,429,430",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.12 02:15:00,UPTREND,10.0,0.0286,350.0,"428,429,430",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.14 23:20:00,UPTREND,13.0,0.0371,350.0,"428,429,430",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.15 06:00:00,UPTREND,11.0,0.0314,350.0,"428,429,430",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.15 06:10:00,UPTREND,9.0,0.0257,350.0,"428,429,430",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.15 06:25:00,UPTREND,9.0,0.0257,350.0,"428,429,430",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.15 06:50:00,UPTREND,9.0,0.0159,564.55,"428,429,430",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.15 12:40:00,UPTREND,9.0,0.0218,412.5,"428,429,430,431",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.15 12:55:00,UPTREND,9.0,0.0257,350.0,"428,429,430,431",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.15 13:10:00,UPTREND,9.0,0.0215,418.8,"428,429,430,431",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.17 03:15:00,UPTREND,9.0,0.0178,507.02,"429,430,432,434,435",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.17 03:20:00,UPTREND,5.0,0.0062,805.73,"429,430,432,434,435",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.07.17 14:55:00,UPTREND,33.0,0.0476,692.57,"429,430,432,434,435",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.08.14 16:25:00,CHOP,36.0,0.0461,780.41,"429,430",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.08.15 12:40:00,UPTREND,33.0,0.0406,813.54,"429,430",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.08.15 20:25:00,UPTREND,8.0,0.0229,350.0,"429,430",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.08.19 10:45:00,UPTREND,34.0,0.0457,744.39,430,8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.08.19 10:55:00,UPTREND,33.0,0.042,784.96,430,8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.08.19 11:00:00,UPTREND,34.0,0.0378,899.68,430,8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.08.27 08:00:00,CHOP,34.0,0.0426,798.2,"430,441,442",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.09.26 13:40:00,UPTREND,36.0,0.0393,915.48,"450,452,455,456,457,458,459,460,462,463",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.08 01:30:00,CHOP,14.0,0.04,350.0,"450,452,455,456,457,458,459,460,462,463",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.10.08 01:35:00,CHOP,14.0,0.0329,426.13,"450,452,455,456,457,458,459,460,462,463",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.10.08 06:45:00,CHOP,13.0,0.0306,425.2,"450,452,455,456,457,458,459,460,462,463",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.10.08 06:50:00,CHOP,14.0,0.0207,676.23,"450,452,455,456,457,458,459,460,462,463",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.10.08 15:00:00,CHOP,14.0,0.0206,680.34,"450,452,455,456,457,458,459,460,462",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.10.11 06:55:00,CHOP,14.0,0.04,350.0,"450,452,455,456,457,458,459",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.10.11 07:10:00,CHOP,14.0,0.04,350.0,"450,452,455,456,457,458,459",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.10.11 07:20:00,CHOP,14.0,0.04,350.0,"450,452,455,456,457,458,459",8,regime_router_block_short_r2_downtrend_only_state_chop
2024.10.14 11:20:00,UPTREND,12.0,0.0343,350.0,"450,452,455,456,457,458,459",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.14 12:15:00,UPTREND,14.0,0.04,350.0,"450,452,455,456,457,458,459",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.14 12:20:00,UPTREND,14.0,0.0378,370.38,"450,452,455,456,457,458,459",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.15 19:50:00,UPTREND,14.0,0.04,350.0,"450,452,455,456,457,458,459",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.17 09:25:00,UPTREND,14.0,0.04,350.0,"450,452,455,456,457,458,459,467,468",8,regime_router_block_short_r2_downtrend_only_state_uptrend
2024.10.17 11:50:00,UPTREND,14.0,0.04,350.0,"450,452,455,456,457,458,459,467,468",8,regime_router_block_short_r2_downtrend_only_state_uptrend
