family,regime,eligible_date,decision_id,clock_minute,macro_family,macro_signal_time_utc,macro_age_hours,initial_value,previous_initial_value,acceleration,side,window,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,risk_pips,r,portfolio_r,extra_half_pip_stress_r,extra_half_pip_stress_portfolio_r,fixed_0p01_lot_usd
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-04-12,2019-04-12T0030,30,PPI,2019-04-11 12:30:00+00:00,12.0,0.6,0.1,0.5,SHORT,development_2019_2022,2019-04-12 00:30:00+00:00,2019-04-12 00:30:00+00:00,1.1261999999999999,1.1265999999999998,1.1256,1.12661,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-04-12,2019-04-12T0045,45,PPI,2019-04-11 12:30:00+00:00,12.25,0.6,0.1,0.5,SHORT,development_2019_2022,2019-04-12 00:45:00+00:00,2019-04-12 00:50:00+00:00,1.1278599999999999,1.1282599999999998,1.12726,1.1282699999999999,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-05-06,2019-05-06T0000,0,NFP,2019-05-03 12:30:00+00:00,59.5,263000.0,196000.0,67000.0,SHORT,development_2019_2022,2019-05-06 00:00:00+00:00,2019-05-06 00:05:00+00:00,1.11845,1.11885,1.11785,1.11886,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-05-06,2019-05-06T0015,15,NFP,2019-05-03 12:30:00+00:00,59.75,263000.0,196000.0,67000.0,SHORT,development_2019_2022,2019-05-06 00:15:00+00:00,2019-05-06 00:55:00+00:00,1.11825,1.11865,1.11765,1.11866,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-05-06,2019-05-06T0030,30,NFP,2019-05-03 12:30:00+00:00,60.0,263000.0,196000.0,67000.0,SHORT,development_2019_2022,2019-05-06 00:30:00+00:00,2019-05-06 00:40:00+00:00,1.11804,1.1184399999999999,1.11744,1.11845,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-05-06,2019-05-06T0045,45,NFP,2019-05-03 12:30:00+00:00,60.25,263000.0,196000.0,67000.0,SHORT,development_2019_2022,2019-05-06 00:45:00+00:00,2019-05-06 00:55:00+00:00,1.11822,1.11862,1.11762,1.11863,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-06-14,2019-06-14T0000,0,CPI,2019-06-12 12:30:00+00:00,35.5,0.1,0.3,-0.19999999999999998,LONG,development_2019_2022,2019-06-14 00:00:00+00:00,2019-06-14 01:30:00+00:00,1.12802,1.12762,1.12862,1.12761,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-06-14,2019-06-14T0015,15,CPI,2019-06-12 12:30:00+00:00,35.75,0.1,0.3,-0.19999999999999998,LONG,development_2019_2022,2019-06-14 00:15:00+00:00,2019-06-14 01:05:00+00:00,1.12808,1.12768,1.12868,1.12767,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-06-14,2019-06-14T0030,30,CPI,2019-06-12 12:30:00+00:00,36.0,0.1,0.3,-0.19999999999999998,LONG,development_2019_2022,2019-06-14 00:30:00+00:00,2019-06-14 01:00:00+00:00,1.1281,1.1277000000000001,1.1287,1.12769,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-06-14,2019-06-14T0045,45,CPI,2019-06-12 12:30:00+00:00,36.25,0.1,0.3,-0.19999999999999998,LONG,development_2019_2022,2019-06-14 00:45:00+00:00,2019-06-14 01:00:00+00:00,1.12813,1.1277300000000001,1.12873,1.12772,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-07-08,2019-07-08T0000,0,NFP,2019-07-05 12:30:00+00:00,59.5,224000.0,75000.0,149000.0,SHORT,development_2019_2022,2019-07-08 00:00:00+00:00,2019-07-08 00:50:00+00:00,1.12266,1.12306,1.12206,1.1220700000000001,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-07-08,2019-07-08T0015,15,NFP,2019-07-05 12:30:00+00:00,59.75,224000.0,75000.0,149000.0,SHORT,development_2019_2022,2019-07-08 00:15:00+00:00,2019-07-08 00:30:00+00:00,1.12256,1.12296,1.12196,1.12297,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-07-08,2019-07-08T0030,30,NFP,2019-07-05 12:30:00+00:00,60.0,224000.0,75000.0,149000.0,SHORT,development_2019_2022,2019-07-08 00:30:00+00:00,2019-07-08 00:50:00+00:00,1.1228799999999999,1.1232799999999998,1.12228,1.12229,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-07-08,2019-07-08T0045,45,NFP,2019-07-05 12:30:00+00:00,60.25,224000.0,75000.0,149000.0,SHORT,development_2019_2022,2019-07-08 00:45:00+00:00,2019-07-08 03:10:00+00:00,1.12251,1.1229099999999999,1.12191,1.12292,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-08-14,2019-08-14T0000,0,CPI,2019-08-13 12:30:00+00:00,11.5,0.3,0.1,0.19999999999999998,SHORT,development_2019_2022,2019-08-14 00:00:00+00:00,2019-08-14 01:00:00+00:00,1.11763,1.1180299999999999,1.11703,1.11804,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-08-14,2019-08-14T0015,15,CPI,2019-08-13 12:30:00+00:00,11.75,0.3,0.1,0.19999999999999998,SHORT,development_2019_2022,2019-08-14 00:15:00+00:00,2019-08-14 01:00:00+00:00,1.1175,1.1179,1.1169,1.11791,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-08-14,2019-08-14T0030,30,CPI,2019-08-13 12:30:00+00:00,12.0,0.3,0.1,0.19999999999999998,SHORT,development_2019_2022,2019-08-14 00:30:00+00:00,2019-08-14 01:00:00+00:00,1.1175899999999999,1.1179899999999998,1.11699,1.1179999999999999,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-08-14,2019-08-14T0045,45,CPI,2019-08-13 12:30:00+00:00,12.25,0.3,0.1,0.19999999999999998,SHORT,development_2019_2022,2019-08-14 00:45:00+00:00,2019-08-14 01:00:00+00:00,1.11748,1.11788,1.11688,1.11789,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-08-15,2019-08-15T0000,0,CPI,2019-08-13 12:30:00+00:00,35.5,0.3,0.1,0.19999999999999998,SHORT,development_2019_2022,2019-08-15 00:00:00+00:00,2019-08-15 01:30:00+00:00,1.1142699999999999,1.1146699999999998,1.11367,1.11468,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-08-15,2019-08-15T0015,15,CPI,2019-08-13 12:30:00+00:00,35.75,0.3,0.1,0.19999999999999998,SHORT,development_2019_2022,2019-08-15 00:15:00+00:00,2019-08-15 01:40:00+00:00,1.11436,1.11476,1.11376,1.11477,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-08-15,2019-08-15T0030,30,CPI,2019-08-13 12:30:00+00:00,36.0,0.3,0.1,0.19999999999999998,SHORT,development_2019_2022,2019-08-15 00:30:00+00:00,2019-08-15 03:45:00+00:00,1.11438,1.1147799999999999,1.11378,1.11479,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-08-15,2019-08-15T0045,45,CPI,2019-08-13 12:30:00+00:00,36.25,0.3,0.1,0.19999999999999998,SHORT,development_2019_2022,2019-08-15 00:45:00+00:00,2019-08-15 01:00:00+00:00,1.11407,1.1144699999999998,1.11347,1.11448,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-08-16,2019-08-16T0000,0,CPI,2019-08-13 12:30:00+00:00,59.5,0.3,0.1,0.19999999999999998,SHORT,development_2019_2022,2019-08-16 00:00:00+00:00,2019-08-16 00:30:00+00:00,1.11104,1.11144,1.11044,1.1104500000000002,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-08-16,2019-08-16T0015,15,CPI,2019-08-13 12:30:00+00:00,59.75,0.3,0.1,0.19999999999999998,SHORT,development_2019_2022,2019-08-16 00:15:00+00:00,2019-08-16 00:30:00+00:00,1.1108099999999999,1.1112099999999998,1.11021,1.11022,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-08-16,2019-08-16T0030,30,CPI,2019-08-13 12:30:00+00:00,60.0,0.3,0.1,0.19999999999999998,SHORT,development_2019_2022,2019-08-16 00:30:00+00:00,2019-08-16 00:30:00+00:00,1.1107,1.1111,1.1101,1.1101100000000002,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-08-16,2019-08-16T0045,45,CPI,2019-08-13 12:30:00+00:00,60.25,0.3,0.1,0.19999999999999998,SHORT,development_2019_2022,2019-08-16 00:45:00+00:00,2019-08-16 06:00:00+00:00,1.1101699999999999,1.1105699999999998,1.10957,1.11058,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-09-09,2019-09-09T0000,0,NFP,2019-09-06 12:30:00+00:00,59.5,130000.0,164000.0,-34000.0,LONG,development_2019_2022,2019-09-09 00:00:00+00:00,2019-09-09 00:45:00+00:00,1.1021,1.1017000000000001,1.1027,1.10169,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-09-09,2019-09-09T0015,15,NFP,2019-09-06 12:30:00+00:00,59.75,130000.0,164000.0,-34000.0,LONG,development_2019_2022,2019-09-09 00:15:00+00:00,2019-09-09 00:45:00+00:00,1.1023100000000001,1.1019100000000002,1.10291,1.1019,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-09-09,2019-09-09T0030,30,NFP,2019-09-06 12:30:00+00:00,60.0,130000.0,164000.0,-34000.0,LONG,development_2019_2022,2019-09-09 00:30:00+00:00,2019-09-09 00:45:00+00:00,1.1022500000000002,1.1018500000000002,1.10285,1.1018400000000002,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-09-09,2019-09-09T0045,45,NFP,2019-09-06 12:30:00+00:00,60.25,130000.0,164000.0,-34000.0,LONG,development_2019_2022,2019-09-09 00:45:00+00:00,2019-09-09 00:45:00+00:00,1.10213,1.10173,1.10273,1.10172,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-09-12,2019-09-12T0000,0,PPI,2019-09-11 12:30:00+00:00,11.5,0.1,0.2,-0.1,LONG,development_2019_2022,2019-09-12 00:00:00+00:00,2019-09-12 00:15:00+00:00,1.10142,1.10102,1.10202,1.10101,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-09-12,2019-09-12T0015,15,PPI,2019-09-11 12:30:00+00:00,11.75,0.1,0.2,-0.1,LONG,development_2019_2022,2019-09-12 00:15:00+00:00,2019-09-12 00:20:00+00:00,1.1012000000000002,1.1008000000000002,1.1018000000000001,1.1007900000000002,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-09-12,2019-09-12T0030,30,PPI,2019-09-11 12:30:00+00:00,12.0,0.1,0.2,-0.1,LONG,development_2019_2022,2019-09-12 00:30:00+00:00,2019-09-12 06:30:00+00:00,1.1011600000000001,1.1007600000000002,1.10176,1.1007500000000001,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-09-12,2019-09-12T0045,45,PPI,2019-09-11 12:30:00+00:00,12.25,0.1,0.2,-0.1,LONG,development_2019_2022,2019-09-12 00:45:00+00:00,2019-09-12 06:30:00+00:00,1.1011900000000001,1.1007900000000002,1.10179,1.10078,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-09-13,2019-09-13T0000,0,CPI,2019-09-12 12:30:00+00:00,11.5,0.1,0.3,-0.19999999999999998,LONG,development_2019_2022,2019-09-13 00:00:00+00:00,2019-09-13 00:05:00+00:00,1.10568,1.10528,1.10628,1.1062699999999999,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-09-13,2019-09-13T0015,15,CPI,2019-09-12 12:30:00+00:00,11.75,0.1,0.3,-0.19999999999999998,LONG,development_2019_2022,2019-09-13 00:15:00+00:00,2019-09-13 00:30:00+00:00,1.1062800000000002,1.1058800000000002,1.10688,1.1058700000000001,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-09-13,2019-09-13T0030,30,CPI,2019-09-12 12:30:00+00:00,12.0,0.1,0.3,-0.19999999999999998,LONG,development_2019_2022,2019-09-13 00:30:00+00:00,2019-09-13 00:30:00+00:00,1.1062100000000001,1.1058100000000002,1.10681,1.1058000000000001,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-09-13,2019-09-13T0045,45,CPI,2019-09-12 12:30:00+00:00,12.25,0.1,0.3,-0.19999999999999998,LONG,development_2019_2022,2019-09-13 00:45:00+00:00,2019-09-13 03:55:00+00:00,1.1062100000000001,1.1058100000000002,1.10681,1.1068,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-10-09,2019-10-09T0000,0,PPI,2019-10-08 12:30:00+00:00,11.5,-0.3,0.1,-0.4,LONG,development_2019_2022,2019-10-09 00:00:00+00:00,2019-10-09 00:20:00+00:00,1.0960500000000002,1.0956500000000002,1.0966500000000001,1.0956400000000002,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-10-09,2019-10-09T0015,15,PPI,2019-10-08 12:30:00+00:00,11.75,-0.3,0.1,-0.4,LONG,development_2019_2022,2019-10-09 00:15:00+00:00,2019-10-09 00:20:00+00:00,1.0960400000000001,1.0956400000000002,1.09664,1.09563,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-10-09,2019-10-09T0030,30,PPI,2019-10-08 12:30:00+00:00,12.0,-0.3,0.1,-0.4,LONG,development_2019_2022,2019-10-09 00:30:00+00:00,2019-10-09 01:30:00+00:00,1.09558,1.09518,1.09618,1.0961699999999999,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-10-09,2019-10-09T0045,45,PPI,2019-10-08 12:30:00+00:00,12.25,-0.3,0.1,-0.4,LONG,development_2019_2022,2019-10-09 00:45:00+00:00,2019-10-09 02:20:00+00:00,1.09575,1.09535,1.09635,1.0963399999999999,TARGET,0.0004,4.0,1.474999999999671,0.36874999999991775,1.349999999999671,0.33749999999991775,0.5899999999998684
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-11-15,2019-11-15T0000,0,PPI,2019-11-14 13:30:00+00:00,10.5,0.4,-0.3,0.7,SHORT,development_2019_2022,2019-11-15 00:00:00+00:00,2019-11-15 00:00:00+00:00,1.10197,1.1023699999999999,1.10137,1.10238,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-11-15,2019-11-15T0015,15,PPI,2019-11-14 13:30:00+00:00,10.75,0.4,-0.3,0.7,SHORT,development_2019_2022,2019-11-15 00:15:00+00:00,2019-11-15 00:55:00+00:00,1.10219,1.10259,1.10159,1.1026,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-11-15,2019-11-15T0030,30,PPI,2019-11-14 13:30:00+00:00,11.0,0.4,-0.3,0.7,SHORT,development_2019_2022,2019-11-15 00:30:00+00:00,2019-11-15 00:55:00+00:00,1.10218,1.10258,1.10158,1.10259,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-11-15,2019-11-15T0045,45,PPI,2019-11-14 13:30:00+00:00,11.25,0.4,-0.3,0.7,SHORT,development_2019_2022,2019-11-15 00:45:00+00:00,2019-11-15 01:10:00+00:00,1.1023399999999999,1.1027399999999998,1.10174,1.10275,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-12-09,2019-12-09T0000,0,NFP,2019-12-06 13:30:00+00:00,58.5,266000.0,128000.0,138000.0,SHORT,development_2019_2022,2019-12-09 00:00:00+00:00,2019-12-09 06:20:00+00:00,1.1058,1.1061999999999999,1.1052,1.10621,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-12-09,2019-12-09T0015,15,NFP,2019-12-06 13:30:00+00:00,58.75,266000.0,128000.0,138000.0,SHORT,development_2019_2022,2019-12-09 00:15:00+00:00,2019-12-09 06:10:00+00:00,1.1056599999999999,1.1060599999999998,1.10506,1.1060699999999999,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,NEUTRAL,2019-12-09,2019-12-09T0030,30,NFP,2019-12-06 13:30:00+00:00,59.0,266000.0,128000.0,138000.0,SHORT,development_2019_2022,2019-12-09 00:30:00+00:00,2019-12-09 06:20:00+00:00,1.1058,1.1061999999999999,1.1052,1.10621,STOP,0.0004,4.0,-1.0250000000000536,-0.2562500000000134,-1.1500000000000536,-0.2875000000000134,-0.41000000000002146
