prediction_index,fallback_entry_time_utc,fallback_side,fallback_sleeve,oracle_index,oracle_entry_time_utc,oracle_trade_number,absolute_delta_minutes
156,2021-07-15 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2640,2021-07-15 00:05:00+00:00,1,5.0
157,2021-07-15 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2642,2021-07-15 00:15:00+00:00,3,0.0
160,2021-07-16 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2644,2021-07-16 00:10:00+00:00,1,10.0
161,2021-07-16 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2645,2021-07-16 00:15:00+00:00,2,0.0
162,2021-07-16 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2647,2021-07-16 00:25:00+00:00,4,5.0
172,2021-09-15 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2816,2021-09-15 00:00:00+00:00,1,0.0
173,2021-09-15 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2819,2021-09-15 00:15:00+00:00,4,0.0
176,2021-10-14 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2900,2021-10-14 00:10:00+00:00,1,10.0
177,2021-10-14 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2901,2021-10-14 00:15:00+00:00,2,0.0
178,2021-10-14 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2903,2021-10-14 00:25:00+00:00,4,5.0
180,2021-11-08 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2968,2021-11-08 00:00:00+00:00,1,0.0
181,2021-11-08 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2970,2021-11-08 00:10:00+00:00,3,5.0
182,2021-11-08 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2971,2021-11-08 00:20:00+00:00,4,10.0
184,2021-11-11 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2980,2021-11-11 00:00:00+00:00,1,0.0
185,2021-11-11 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2981,2021-11-11 00:15:00+00:00,2,0.0
186,2021-11-11 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,2983,2021-11-11 00:25:00+00:00,4,5.0
200,2021-12-16 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3080,2021-12-16 00:00:00+00:00,1,0.0
204,2021-12-17 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3084,2021-12-17 00:00:00+00:00,1,0.0
205,2021-12-17 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3086,2021-12-17 00:15:00+00:00,3,0.0
206,2021-12-17 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3087,2021-12-17 00:20:00+00:00,4,10.0
212,2022-01-13 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3160,2022-01-13 00:00:00+00:00,1,0.0
216,2022-02-07 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3228,2022-02-07 00:00:00+00:00,1,0.0
217,2022-02-07 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3231,2022-02-07 00:15:00+00:00,4,0.0
220,2022-02-11 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3244,2022-02-11 00:00:00+00:00,1,0.0
221,2022-02-11 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3246,2022-02-11 00:15:00+00:00,3,0.0
222,2022-02-11 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3247,2022-02-11 00:20:00+00:00,4,10.0
224,2022-03-07 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3309,2022-03-07 00:05:00+00:00,2,5.0
225,2022-03-07 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3311,2022-03-07 00:15:00+00:00,4,0.0
229,2022-03-11 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3326,2022-03-11 00:20:00+00:00,3,5.0
230,2022-03-11 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3327,2022-03-11 00:25:00+00:00,4,5.0
232,2022-03-17 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3340,2022-03-17 00:00:00+00:00,1,0.0
233,2022-03-17 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3342,2022-03-17 00:20:00+00:00,3,5.0
234,2022-03-17 00:30:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3343,2022-03-17 00:25:00+00:00,4,5.0
236,2022-03-18 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3344,2022-03-18 00:00:00+00:00,1,0.0
237,2022-03-18 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3346,2022-03-18 00:10:00+00:00,3,5.0
241,2022-05-12 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3500,2022-05-12 00:20:00+00:00,1,5.0
242,2022-05-12 00:30:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3502,2022-05-12 00:30:00+00:00,3,0.0
243,2022-05-12 00:45:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3503,2022-05-12 00:35:00+00:00,4,10.0
244,2022-05-13 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3504,2022-05-13 00:05:00+00:00,1,5.0
245,2022-05-13 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3506,2022-05-13 00:15:00+00:00,3,0.0
246,2022-05-13 00:30:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3507,2022-05-13 00:20:00+00:00,4,10.0
252,2022-07-14 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3681,2022-07-14 00:10:00+00:00,2,10.0
253,2022-07-14 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3682,2022-07-14 00:15:00+00:00,3,0.0
254,2022-07-14 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3683,2022-07-14 00:20:00+00:00,4,10.0
256,2022-07-15 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3684,2022-07-15 00:00:00+00:00,1,0.0
257,2022-07-15 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3687,2022-07-15 00:15:00+00:00,4,0.0
261,2022-08-11 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3761,2022-08-11 00:20:00+00:00,2,5.0
262,2022-08-11 00:30:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3763,2022-08-11 00:30:00+00:00,4,0.0
264,2022-09-14 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3857,2022-09-14 00:15:00+00:00,2,15.0
265,2022-09-14 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,3859,2022-09-14 00:30:00+00:00,4,15.0
271,2022-12-16 00:45:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4126,2022-12-16 01:00:00+00:00,3,15.0
276,2023-02-06 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4268,2023-02-06 00:05:00+00:00,1,5.0
277,2023-02-06 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4269,2023-02-06 00:10:00+00:00,2,5.0
284,2023-04-13 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4462,2023-04-13 00:10:00+00:00,3,10.0
285,2023-04-13 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4463,2023-04-13 00:15:00+00:00,4,0.0
288,2023-04-14 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4464,2023-04-14 00:00:00+00:00,1,0.0
289,2023-04-14 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4466,2023-04-14 00:15:00+00:00,3,0.0
290,2023-04-14 00:30:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4467,2023-04-14 00:20:00+00:00,4,10.0
309,2023-07-10 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4709,2023-07-10 00:20:00+00:00,2,5.0
310,2023-07-10 00:30:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4711,2023-07-10 00:30:00+00:00,4,0.0
312,2023-08-07 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4788,2023-08-07 00:00:00+00:00,1,0.0
313,2023-08-07 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4789,2023-08-07 00:05:00+00:00,2,10.0
316,2023-09-15 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4905,2023-09-15 00:10:00+00:00,2,10.0
317,2023-09-15 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4906,2023-09-15 00:15:00+00:00,3,0.0
318,2023-09-15 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4907,2023-09-15 00:35:00+00:00,4,5.0
324,2023-10-13 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4984,2023-10-13 00:00:00+00:00,1,0.0
325,2023-10-13 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4986,2023-10-13 00:15:00+00:00,3,0.0
326,2023-10-13 00:30:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,4987,2023-10-13 00:30:00+00:00,4,0.0
331,2023-12-11 00:45:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5150,2023-12-11 01:00:00+00:00,3,15.0
332,2023-12-13 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5156,2023-12-13 00:00:00+00:00,1,0.0
333,2023-12-13 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5159,2023-12-13 00:15:00+00:00,4,0.0
336,2024-01-12 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5244,2024-01-12 00:00:00+00:00,1,0.0
337,2024-01-12 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5247,2024-01-12 00:15:00+00:00,4,0.0
340,2024-01-15 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5248,2024-01-15 00:05:00+00:00,1,5.0
341,2024-01-15 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5250,2024-01-15 00:15:00+00:00,3,0.0
342,2024-01-15 00:30:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5251,2024-01-15 00:20:00+00:00,4,10.0
344,2024-02-05 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5308,2024-02-05 00:00:00+00:00,1,0.0
345,2024-02-05 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5310,2024-02-05 00:15:00+00:00,3,0.0
346,2024-02-05 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5311,2024-02-05 00:25:00+00:00,4,5.0
348,2024-02-19 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5348,2024-02-19 00:05:00+00:00,1,5.0
349,2024-02-19 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5349,2024-02-19 00:15:00+00:00,2,0.0
350,2024-02-19 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5351,2024-02-19 00:25:00+00:00,4,5.0
353,2024-03-13 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5416,2024-03-13 00:25:00+00:00,1,10.0
354,2024-03-13 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5417,2024-03-13 00:30:00+00:00,2,0.0
356,2024-03-14 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5420,2024-03-14 00:00:00+00:00,1,0.0
357,2024-03-14 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5422,2024-03-14 00:10:00+00:00,3,5.0
364,2024-06-10 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5668,2024-06-10 00:00:00+00:00,1,0.0
365,2024-06-10 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5671,2024-06-10 00:15:00+00:00,4,0.0
372,2024-06-14 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5684,2024-06-14 00:00:00+00:00,1,0.0
373,2024-06-14 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5685,2024-06-14 00:15:00+00:00,2,0.0
374,2024-06-14 00:30:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,5687,2024-06-14 00:25:00+00:00,4,5.0
380,2025-02-10 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6368,2025-02-10 00:00:00+00:00,1,0.0
389,2025-02-14 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6386,2025-02-14 00:20:00+00:00,3,5.0
390,2025-02-14 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6387,2025-02-14 00:25:00+00:00,4,5.0
393,2025-04-11 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6545,2025-04-11 00:20:00+00:00,2,5.0
394,2025-04-11 00:30:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6547,2025-04-11 00:30:00+00:00,4,0.0
400,2025-06-12 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6721,2025-06-12 00:10:00+00:00,2,10.0
401,2025-06-12 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6722,2025-06-12 00:15:00+00:00,3,0.0
402,2025-06-12 00:30:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6723,2025-06-12 00:20:00+00:00,4,10.0
404,2025-07-04 00:00:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6784,2025-07-04 00:00:00+00:00,1,0.0
405,2025-07-04 00:15:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6786,2025-07-04 00:10:00+00:00,3,5.0
406,2025-07-04 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6787,2025-07-04 00:20:00+00:00,4,10.0
412,2025-08-13 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6898,2025-08-13 00:10:00+00:00,3,10.0
413,2025-08-13 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,6899,2025-08-13 00:15:00+00:00,4,0.0
428,2026-01-12 00:00:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,7328,2026-01-12 00:00:00+00:00,1,0.0
429,2026-01-12 00:15:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,7330,2026-01-12 00:10:00+00:00,3,5.0
430,2026-01-12 00:30:00+00:00,LONG,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,7331,2026-01-12 00:25:00+00:00,4,5.0
434,2026-01-14 00:30:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,7337,2026-01-14 00:40:00+00:00,2,10.0
435,2026-01-14 00:45:00+00:00,SHORT,N37_NEUTRAL_BLS_FIRST_HOUR_CARRY,7338,2026-01-14 00:45:00+00:00,3,0.0
