report_date,market,cftc_contract_market_code,open_interest_all,producer_long_all,producer_short_all,swap_long_all,swap_short_all,managed_money_long_all,managed_money_short_all,managed_money_spread_all,other_reportable_long_all,other_reportable_short_all,nonreportable_long_all,nonreportable_short_all
2019-10-15,GOLD - COMMODITY EXCHANGE INC.,088691,607387,22787,168098,117918,260882,213987,38200,26528,105383,28143,63063,27815
2019-10-22,GOLD - COMMODITY EXCHANGE INC.,088691,625528,22191,167457,119656,269747,218317,33879,31364,104600,29906,64093,27868
2019-10-29,GOLD - COMMODITY EXCHANGE INC.,088691,643442,22136,161711,122994,284635,230664,32106,32313,104759,26802,65617,40916
2019-11-05,GOLD - COMMODITY EXCHANGE INC.,088691,690181,17855,157995,126365,303363,233167,35920,65306,111424,28843,65378,28068
2019-11-12,GOLD - COMMODITY EXCHANGE INC.,088691,708463,41974,164545,123638,302535,209432,33991,75298,113757,22132,67721,33319
2019-11-19,GOLD - COMMODITY EXCHANGE INC.,088691,719211,38835,166073,122366,314223,221795,26596,79090,115501,24841,65553,32317
2019-11-26,GOLD - COMMODITY EXCHANGE INC.,088691,669268,24107,145103,121252,305723,218724,24437,54857,106562,29215,58912,25079
2019-12-03,GOLD - COMMODITY EXCHANGE INC.,088691,701016,25300,154111,122418,316394,232276,24314,65680,114249,31506,56680,24598
2019-12-10,GOLD - COMMODITY EXCHANGE INC.,088691,690003,25199,147377,124100,304205,212929,29281,70568,116240,28968,56051,24688
2019-12-17,GOLD - COMMODITY EXCHANGE INC.,088691,716987,24515,157858,123907,309183,228616,26895,76927,115877,31323,55897,23553
2019-12-24,GOLD - COMMODITY EXCHANGE INC.,088691,748737,26943,164091,122413,325661,245366,26520,83946,118944,32138,59201,24457
2019-12-31,GOLD - COMMODITY EXCHANGE INC.,088691,786166,25430,171537,124486,344870,258357,25625,90320,123263,28070,61010,22444
2020-01-07,GOLD - COMMODITY EXCHANGE INC.,088691,785857,23615,167363,124087,336420,261083,31326,89773,122397,29863,60562,26772
2020-01-14,GOLD - COMMODITY EXCHANGE INC.,088691,796883,40178,181318,125556,334235,262402,31943,93919,114407,25631,61597,31013
2020-01-21,GOLD - COMMODITY EXCHANGE INC.,088691,793829,42645,185232,121988,331304,258269,34437,92165,116524,22661,65117,30909
2020-01-28,GOLD - COMMODITY EXCHANGE INC.,088691,715539,22487,161450,119308,341159,254259,34321,48947,122142,11988,60782,30060
2020-02-04,GOLD - COMMODITY EXCHANGE INC.,088691,654572,16469,155103,119930,312983,223762,42152,28905,132147,13951,60665,28784
2020-02-11,GOLD - COMMODITY EXCHANGE INC.,088691,658024,17009,158762,120850,316888,231499,35828,28061,125036,12733,60597,30780
2020-02-18,GOLD - COMMODITY EXCHANGE INC.,088691,715317,17130,176211,113558,340089,278286,39740,29631,130063,14960,64843,32880
2020-02-25,GOLD - COMMODITY EXCHANGE INC.,088691,732917,20685,184340,111284,323250,263218,32372,42345,126121,21102,76231,36475
2020-03-03,GOLD - COMMODITY EXCHANGE INC.,088691,691985,18481,178821,109639,300310,242921,27560,43122,123252,18880,62319,31041
2020-03-10,GOLD - COMMODITY EXCHANGE INC.,088691,633470,30447,171242,114320,301829,220642,10457,28414,115648,26302,60168,31395
2020-03-17,GOLD - COMMODITY EXCHANGE INC.,088691,573925,28316,161694,95537,263868,164979,10900,24653,152426,24589,51321,31528
2020-03-24,GOLD - COMMODITY EXCHANGE INC.,088691,547334,22853,157635,92974,270015,158965,1556,21309,158963,28006,49816,26359
2020-03-31,GOLD - COMMODITY EXCHANGE INC.,088691,495652,25659,137868,81549,253299,156820,4222,13727,130709,24458,47696,22586
2020-04-07,GOLD - COMMODITY EXCHANGE INC.,088691,480050,19757,129690,80746,246424,157005,4523,13524,122875,26415,51464,24795
2020-04-14,GOLD - COMMODITY EXCHANGE INC.,088691,489965,19415,127666,78256,250413,162412,7168,16081,124205,26948,53171,25264
2020-04-21,GOLD - COMMODITY EXCHANGE INC.,088691,493158,18506,126959,76849,248469,155492,9221,22148,126771,23471,53158,22656
2020-04-28,GOLD - COMMODITY EXCHANGE INC.,088691,500816,17954,130880,74946,255649,154025,7619,26128,133357,17034,54084,23184
2020-05-05,GOLD - COMMODITY EXCHANGE INC.,088691,490343,17834,126428,76763,249805,142326,9085,26395,133245,16482,54717,23085
2020-05-12,GOLD - COMMODITY EXCHANGE INC.,088691,496739,22089,127265,78459,251816,144015,21798,20164,133756,13145,57787,22082
2020-05-19,GOLD - COMMODITY EXCHANGE INC.,088691,528205,21879,129189,79365,262229,153961,26897,21376,141433,16709,59851,21465
2020-05-26,GOLD - COMMODITY EXCHANGE INC.,088691,519374,16983,105449,77107,262963,145566,32485,24161,142582,17749,59298,22890
2020-06-02,GOLD - COMMODITY EXCHANGE INC.,088691,475745,17550,99413,75127,249887,133655,33300,21159,138541,19862,57888,20299
2020-06-09,GOLD - COMMODITY EXCHANGE INC.,088691,475661,18289,101180,76023,236589,126407,35230,24518,137565,20129,54930,20086
2020-06-16,GOLD - COMMODITY EXCHANGE INC.,088691,489563,17761,105338,76758,247201,135945,31257,22596,141450,21790,55159,21487
2020-06-23,GOLD - COMMODITY EXCHANGE INC.,088691,532101,17771,111941,74444,267566,161593,32078,22872,146866,24424,61677,26342
2020-06-30,GOLD - COMMODITY EXCHANGE INC.,088691,561628,19798,115221,75447,281487,173526,34971,25341,155416,27301,62121,27328
2020-07-07,GOLD - COMMODITY EXCHANGE INC.,088691,572776,20352,112705,72947,283186,179810,40467,26539,157220,29205,63292,28058
2020-07-14,GOLD - COMMODITY EXCHANGE INC.,088691,580175,22532,118784,73071,278837,177400,42427,28953,152805,25350,64465,24875
2020-07-21,GOLD - COMMODITY EXCHANGE INC.,088691,603138,23045,123303,71634,275235,181256,40987,37869,152981,26814,67224,29801
2020-07-28,GOLD - COMMODITY EXCHANGE INC.,088691,598629,20494,110969,74894,262796,159894,42758,48772,152694,33029,65401,23825
2020-08-04,GOLD - COMMODITY EXCHANGE INC.,088691,561837,19158,116748,79645,258400,165357,51885,24621,156490,31216,67427,29828
2020-08-11,GOLD - COMMODITY EXCHANGE INC.,088691,553345,20119,113766,81712,256396,155418,57726,25020,151449,25088,68072,23794
2020-08-18,GOLD - COMMODITY EXCHANGE INC.,088691,544010,19419,110411,82563,259342,151016,55578,23603,151353,23273,66953,22700
2020-08-25,GOLD - COMMODITY EXCHANGE INC.,088691,549282,21545,114604,83785,257171,145055,58206,24833,156504,22315,66385,20978
2020-09-01,GOLD - COMMODITY EXCHANGE INC.,088691,547704,17887,115747,80332,259878,147175,49433,23543,158943,25889,69351,22741
2020-09-08,GOLD - COMMODITY EXCHANGE INC.,088691,557457,17766,118943,79781,259644,155528,51236,23207,157645,25464,67285,22718
2020-09-15,GOLD - COMMODITY EXCHANGE INC.,088691,578925,19681,121622,81024,264269,166571,55473,26898,157941,28062,68537,24328
2020-09-22,GOLD - COMMODITY EXCHANGE INC.,088691,575877,20734,113771,83669,257040,144670,63222,28603,164345,26733,69670,22322
2020-09-29,GOLD - COMMODITY EXCHANGE INC.,088691,562396,18095,114937,80681,270017,140320,45948,28535,175786,26499,64556,22037
2020-10-06,GOLD - COMMODITY EXCHANGE INC.,088691,555555,17090,114476,80604,271686,139350,44738,24956,181572,27597,66522,26641
2020-10-13,GOLD - COMMODITY EXCHANGE INC.,088691,553197,15637,116151,80511,264652,138169,56388,22261,188817,29927,67772,23788
2020-10-20,GOLD - COMMODITY EXCHANGE INC.,088691,562993,16306,117914,80534,273050,149108,58543,19728,191098,32059,65994,21474
2020-10-27,GOLD - COMMODITY EXCHANGE INC.,088691,560900,16885,110953,78297,280691,149140,47265,22105,176923,30164,70778,22950
2020-11-03,GOLD - COMMODITY EXCHANGE INC.,088691,544774,15422,108060,76841,273541,140094,49399,20953,181704,29490,66826,20397
2020-11-10,GOLD - COMMODITY EXCHANGE INC.,088691,547449,15986,108842,75840,266407,130105,50322,24159,188411,28458,64247,20560
2020-11-17,GOLD - COMMODITY EXCHANGE INC.,088691,557533,16015,113514,74682,271755,139550,49103,23555,190148,29325,64301,20999
2020-11-24,GOLD - COMMODITY EXCHANGE INC.,088691,555253,16425,112076,74823,264001,137503,52155,28948,182821,24267,65390,24463
2020-12-01,GOLD - COMMODITY EXCHANGE INC.,088691,538042,18504,119429,73475,265813,134446,48903,23399,189898,15127,55439,22490
2020-12-08,GOLD - COMMODITY EXCHANGE INC.,088691,549520,15367,118240,71031,268881,147844,49033,27295,190427,20018,55752,24249
2020-12-15,GOLD - COMMODITY EXCHANGE INC.,088691,550366,14192,118294,69353,271593,151901,50022,26853,188709,19004,57079,22321
2020-12-21,GOLD - COMMODITY EXCHANGE INC.,088691,560769,12636,120377,68376,275734,158194,50070,28078,191676,21604,58780,21877
2020-12-29,GOLD - COMMODITY EXCHANGE INC.,088691,556414,12327,117811,69183,270953,159673,50678,29447,182139,22262,58726,20344
2021-01-05,GOLD - COMMODITY EXCHANGE INC.,088691,568888,13307,118767,66849,282312,167096,50527,32294,182850,20101,61730,20125
2021-01-12,GOLD - COMMODITY EXCHANGE INC.,088691,555538,15210,113944,67748,259315,131057,52823,37857,182160,14167,62806,18732
2021-01-19,GOLD - COMMODITY EXCHANGE INC.,088691,541330,13477,114372,67123,253695,127161,49090,50044,180346,11779,60731,19902
2021-01-26,GOLD - COMMODITY EXCHANGE INC.,088691,534574,10278,113013,66964,263177,142815,46416,38435,170717,9570,60968,19566
2021-02-02,GOLD - COMMODITY EXCHANGE INC.,088691,520011,10760,114887,64507,258337,137062,49284,39241,177290,7942,59451,18620
2021-02-09,GOLD - COMMODITY EXCHANGE INC.,088691,506741,9490,112486,63984,253183,134733,47093,37196,174593,10826,58041,17253
2021-02-16,GOLD - COMMODITY EXCHANGE INC.,088691,503016,11567,111400,64698,239943,125997,58041,34413,177586,10573,59140,19031
2021-02-23,GOLD - COMMODITY EXCHANGE INC.,088691,481125,10658,103728,64009,222668,125124,56001,35977,158957,12347,55723,19727
2021-03-02,GOLD - COMMODITY EXCHANGE INC.,088691,467008,12025,98920,63300,198608,106608,60648,37077,158925,15247,53410,20845
2021-03-09,GOLD - COMMODITY EXCHANGE INC.,088691,473871,14579,96258,63924,190125,96223,66793,30316,158616,12883,54516,21799
2021-03-16,GOLD - COMMODITY EXCHANGE INC.,088691,476467,15152,94226,64465,194866,100669,59548,34231,155568,16493,50576,21297
2021-03-23,GOLD - COMMODITY EXCHANGE INC.,088691,485457,15470,93043,63078,187308,107941,64420,31391,154833,24287,50057,22321
2021-03-30,GOLD - COMMODITY EXCHANGE INC.,088691,467321,16441,89329,63726,184564,113009,69936,27280,150444,25989,48980,22782
2021-04-06,GOLD - COMMODITY EXCHANGE INC.,088691,463353,11916,90527,65739,201927,121563,55091,26229,154140,31103,46301,21011
2021-04-13,GOLD - COMMODITY EXCHANGE INC.,088691,460733,11585,86637,67517,201253,112070,58263,24810,157443,30376,48173,20259
2021-04-20,GOLD - COMMODITY EXCHANGE INC.,088691,471738,11755,87520,67853,205281,116843,60419,25335,159142,34068,50373,18678
2021-04-27,GOLD - COMMODITY EXCHANGE INC.,088691,473305,11542,83268,69531,204982,117144,66493,25430,153573,33605,54199,17641
2021-05-04,GOLD - COMMODITY EXCHANGE INC.,088691,470341,11043,78286,68469,203149,117434,63809,25208,152760,35644,51126,19944
2021-05-11,GOLD - COMMODITY EXCHANGE INC.,088691,498693,16359,87150,67146,223439,131295,49680,27128,150866,40226,54400,19571
2021-05-18,GOLD - COMMODITY EXCHANGE INC.,088691,520410,18969,84133,67198,234935,141776,49786,27418,148491,41592,55146,21134
2021-05-25,GOLD - COMMODITY EXCHANGE INC.,088691,510164,12526,90986,68215,240624,143862,36607,29878,144404,37017,59511,23284
2021-06-01,GOLD - COMMODITY EXCHANGE INC.,088691,489198,11017,80820,64564,242936,147270,37297,28107,141556,37828,53306,18832
2021-06-08,GOLD - COMMODITY EXCHANGE INC.,088691,491858,13828,78884,63894,243644,145037,37373,26830,143744,42021,53829,18410
2021-06-15,GOLD - COMMODITY EXCHANGE INC.,088691,480127,15205,79346,65057,232142,138546,41754,25408,135401,40157,56320,17130
2021-06-22,GOLD - COMMODITY EXCHANGE INC.,088691,453940,14480,70690,66653,212825,110038,47502,25441,143115,39437,53152,16984
2021-06-29,GOLD - COMMODITY EXCHANGE INC.,088691,453360,14517,68972,67200,207865,115438,54056,23930,138768,37924,51048,18154
2021-07-06,GOLD - COMMODITY EXCHANGE INC.,088691,465811,14158,75008,66765,220641,131218,53258,21212,139327,34466,49928,18023
2021-07-13,GOLD - COMMODITY EXCHANGE INC.,088691,495798,14757,75926,66111,225970,135938,49647,22119,139605,35060,50079,19887
2021-07-20,GOLD - COMMODITY EXCHANGE INC.,088691,490520,14367,78197,67561,232279,135163,44735,20020,142149,36605,49200,16624
2021-07-27,GOLD - COMMODITY EXCHANGE INC.,088691,500187,13874,70160,67644,240172,131635,41405,44240,142053,32895,48080,18654
2021-08-03,GOLD - COMMODITY EXCHANGE INC.,088691,485663,17427,73826,73284,248169,132920,43047,20460,140223,33761,51591,16642
2021-08-10,GOLD - COMMODITY EXCHANGE INC.,088691,477232,15344,62975,72207,220217,111892,76489,13028,165368,32365,47485,20250
2021-08-17,GOLD - COMMODITY EXCHANGE INC.,088691,485485,14549,66385,73900,236064,117272,58194,15999,167165,34701,44315,21857
2021-08-24,GOLD - COMMODITY EXCHANGE INC.,088691,504735,14405,69571,73832,253344,126636,51192,18282,172448,37239,44517,20492
2021-08-31,GOLD - COMMODITY EXCHANGE INC.,088691,507113,13580,66321,72573,260344,136555,54878,16704,174449,39576,43514,19552
2021-09-07,GOLD - COMMODITY EXCHANGE INC.,088691,506772,14223,66798,72865,256098,129044,61449,15967,176973,38529,49214,19445
2021-09-14,GOLD - COMMODITY EXCHANGE INC.,088691,506356,13149,67186,72791,253005,130837,59615,17532,176151,39613,47097,20606
2021-09-21,GOLD - COMMODITY EXCHANGE INC.,088691,492765,15089,61902,72105,237936,119777,72933,15992,176893,36090,45636,20639
2021-09-28,GOLD - COMMODITY EXCHANGE INC.,088691,490858,18460,60320,72672,220963,118923,88062,15651,174891,37353,44821,23069
2021-10-05,GOLD - COMMODITY EXCHANGE INC.,088691,483789,14867,57675,77225,238119,126745,72579,14011,169194,40778,44017,22897
2021-10-12,GOLD - COMMODITY EXCHANGE INC.,088691,484382,14259,62099,77500,237274,131668,73149,15031,166835,39815,43819,21744
2021-10-19,GOLD - COMMODITY EXCHANGE INC.,088691,485974,12474,63126,76694,245232,124560,66761,14554,175322,39772,46194,20353
2021-10-26,GOLD - COMMODITY EXCHANGE INC.,088691,509794,13505,64600,72885,261444,141280,54918,23815,172366,44168,47707,22613
2021-11-02,GOLD - COMMODITY EXCHANGE INC.,088691,507616,13986,66307,71365,258921,136944,51705,33020,174147,44257,45936,21188
2021-11-09,GOLD - COMMODITY EXCHANGE INC.,088691,571025,17412,76212,68244,284933,168133,42523,41247,172978,48407,50094,24786
2021-11-16,GOLD - COMMODITY EXCHANGE INC.,088691,612612,17998,86192,68512,287857,185468,43083,48971,175061,57666,52054,24295
2021-11-23,GOLD - COMMODITY EXCHANGE INC.,088691,559823,14322,82848,67987,267295,152273,46934,31273,174136,45064,55380,21957
2021-11-30,GOLD - COMMODITY EXCHANGE INC.,088691,531868,13584,67407,70183,274963,137469,45384,32991,172784,39009,51657,18914
2021-12-07,GOLD - COMMODITY EXCHANGE INC.,088691,499307,11713,65860,76290,267766,125067,44326,32682,175451,39007,47358,18920
2021-12-14,GOLD - COMMODITY EXCHANGE INC.,088691,503709,11823,63346,76488,256376,121492,58075,31775,176650,37666,48697,19687
2021-12-21,GOLD - COMMODITY EXCHANGE INC.,088691,500846,11693,67486,74493,254729,124120,52372,32774,172508,38445,49251,19033
2021-12-28,GOLD - COMMODITY EXCHANGE INC.,088691,508912,11047,69200,74017,261528,130389,46726,33455,173490,43997,51121,18613
2022-01-04,GOLD - COMMODITY EXCHANGE INC.,088691,502717,11574,65049,74428,258411,124252,44744,37276,172331,40484,45400,19297
2022-01-11,GOLD - COMMODITY EXCHANGE INC.,088691,546516,15004,65710,81976,256343,119297,44987,50002,170805,45378,48323,22987
2022-01-18,GOLD - COMMODITY EXCHANGE INC.,088691,539204,19188,70150,87223,257329,119807,48014,39932,170721,48307,46978,20117
2022-01-25,GOLD - COMMODITY EXCHANGE INC.,088691,572078,13494,79264,86207,270183,140640,39265,48912,172775,53999,50669,21074
2022-02-01,GOLD - COMMODITY EXCHANGE INC.,088691,515331,13294,65627,95639,244648,108309,58395,42396,167685,45457,46819,17619
2022-02-08,GOLD - COMMODITY EXCHANGE INC.,088691,512842,12653,66144,97101,255044,117234,47767,41506,162325,45086,44869,20141
2022-02-15,GOLD - COMMODITY EXCHANGE INC.,088691,558645,13840,77522,97299,272492,151530,43824,47013,161739,55832,46689,21427
2022-02-22,GOLD - COMMODITY EXCHANGE INC.,088691,611488,14747,85658,97911,296722,183356,44380,55800,166740,62568,49090,22516
2022-03-01,GOLD - COMMODITY EXCHANGE INC.,088691,615600,18689,94503,95700,305695,187215,38594,53992,166962,57961,50266,22079
2022-03-08,GOLD - COMMODITY EXCHANGE INC.,088691,638502,23736,99813,100587,331456,181510,38537,38554,183108,51693,55964,23406
2022-03-15,GOLD - COMMODITY EXCHANGE INC.,088691,617605,26287,93725,96765,326768,165597,39060,31328,181134,45883,54330,18677
2022-03-22,GOLD - COMMODITY EXCHANGE INC.,088691,605191,28886,93799,103016,319698,152589,37457,32756,176071,43171,53441,19878
2022-03-29,GOLD - COMMODITY EXCHANGE INC.,088691,574521,18389,70315,89623,323634,146486,38184,37384,181146,31852,49022,20681
2022-04-05,GOLD - COMMODITY EXCHANGE INC.,088691,560666,18989,71333,87989,314403,148320,46693,32241,176250,32336,51778,18561
2022-04-12,GOLD - COMMODITY EXCHANGE INC.,088691,577639,20272,72001,88326,324690,165244,48219,31725,172920,35658,55264,21458
2022-04-19,GOLD - COMMODITY EXCHANGE INC.,088691,575202,22596,72545,89457,315033,157560,56294,34469,173185,34694,55032,19264
2022-04-26,GOLD - COMMODITY EXCHANGE INC.,088691,557785,22665,66838,90532,295653,138215,57098,36063,172296,35389,50938,19668
2022-05-03,GOLD - COMMODITY EXCHANGE INC.,088691,560441,23431,63612,92223,283894,128828,60981,39883,164611,33290,51270,18586
2022-05-10,GOLD - COMMODITY EXCHANGE INC.,088691,571447,22242,65143,89722,274577,123931,61939,61863,165016,33693,52098,17657
2022-05-17,GOLD - COMMODITY EXCHANGE INC.,088691,555756,24468,62025,89655,258977,115572,72212,48635,167439,35439,50588,19069
2022-05-24,GOLD - COMMODITY EXCHANGE INC.,088691,530098,21184,63194,88932,258869,121174,60117,38533,161028,38272,47411,19277
2022-05-31,GOLD - COMMODITY EXCHANGE INC.,088691,513722,19970,65269,87433,242190,112731,61938,34212,156728,34932,46639,19172
2022-06-07,GOLD - COMMODITY EXCHANGE INC.,088691,494130,16570,61112,83943,239287,115215,57684,34946,155141,37404,44090,19472
2022-06-14,GOLD - COMMODITY EXCHANGE INC.,088691,497456,14920,55975,90077,227591,109111,72206,34898,157485,39792,45726,21755
2022-06-21,GOLD - COMMODITY EXCHANGE INC.,088691,500276,13019,57208,89736,232476,113220,63417,36961,154899,41415,44380,20738
2022-06-28,GOLD - COMMODITY EXCHANGE INC.,088691,497005,13971,57758,88706,226926,110850,74748,38340,157862,36271,44823,20509
2022-07-05,GOLD - COMMODITY EXCHANGE INC.,088691,498210,15404,53894,88196,215291,103472,86438,38833,164334,35708,43933,24008
2022-07-12,GOLD - COMMODITY EXCHANGE INC.,088691,542493,18149,46218,88915,198634,91669,97802,73944,159457,35203,52583,32916
2022-07-19,GOLD - COMMODITY EXCHANGE INC.,088691,524786,21601,46644,91690,178909,91056,109794,67378,149948,36255,43294,25987
2022-07-26,GOLD - COMMODITY EXCHANGE INC.,088691,487515,16057,41222,90911,174168,92216,111309,41752,149445,37662,42821,27089
2022-08-02,GOLD - COMMODITY EXCHANGE INC.,088691,459649,13831,44218,87907,193085,96634,80779,33380,145494,37023,37481,26242
2022-08-09,GOLD - COMMODITY EXCHANGE INC.,088691,453540,12940,49401,83302,201395,100013,59279,36807,142893,40776,37927,26224
2022-08-16,GOLD - COMMODITY EXCHANGE INC.,088691,453960,14278,48802,82580,201765,96765,60392,37551,141431,36640,37826,25281
2022-08-23,GOLD - COMMODITY EXCHANGE INC.,088691,457762,14957,47144,84037,189922,95850,73739,39072,141577,37841,38292,26067
2022-08-30,GOLD - COMMODITY EXCHANGE INC.,088691,459165,14612,45959,86070,184402,91761,79973,39811,143553,37607,38918,26973
2022-09-06,GOLD - COMMODITY EXCHANGE INC.,088691,465908,15564,41624,87940,175944,85842,92804,48627,145685,34866,38798,28591
2022-09-13,GOLD - COMMODITY EXCHANGE INC.,088691,463674,12589,39708,88814,172633,80300,98637,51000,145632,29951,40556,26962
2022-09-20,GOLD - COMMODITY EXCHANGE INC.,088691,469395,16194,33858,96320,154084,78544,115239,50131,136013,33596,40500,30794
2022-09-27,GOLD - COMMODITY EXCHANGE INC.,088691,457061,15381,28004,95632,145147,74171,117265,51269,132983,37808,40325,30268
2022-10-04,GOLD - COMMODITY EXCHANGE INC.,088691,437065,12114,31266,92811,170207,82806,89681,49981,133158,37898,36704,28541
2022-10-11,GOLD - COMMODITY EXCHANGE INC.,088691,431395,11578,34246,89504,170564,78365,83945,50752,134196,34196,36988,27680
2022-10-18,GOLD - COMMODITY EXCHANGE INC.,088691,434701,14351,29916,88947,163412,73344,99042,50402,137546,34892,39286,26212
2022-10-25,GOLD - COMMODITY EXCHANGE INC.,088691,456072,18036,28462,91650,161437,72016,110804,51771,140837,34017,39637,27456
2022-11-01,GOLD - COMMODITY EXCHANGE INC.,088691,467276,17255,26028,94979,160988,78213,119614,58278,138128,32104,38559,28400
2022-11-08,GOLD - COMMODITY EXCHANGE INC.,088691,488471,16738,35324,94889,167447,88059,104405,69205,135076,36392,38045,29239
2022-11-15,GOLD - COMMODITY EXCHANGE INC.,088691,495171,14602,51584,93757,191083,95065,69608,75828,132217,31405,36973,28934
2022-11-22,GOLD - COMMODITY EXCHANGE INC.,088691,449542,14133,54527,96891,186561,92161,72730,45262,122123,25441,40296,26345
2022-11-29,GOLD - COMMODITY EXCHANGE INC.,088691,433661,12158,48784,98970,181577,88032,73312,41705,121129,25846,33946,24716
2022-12-06,GOLD - COMMODITY EXCHANGE INC.,088691,422100,11712,49665,92319,184445,93629,70142,40897,117843,26205,37785,22831
2022-12-13,GOLD - COMMODITY EXCHANGE INC.,088691,437040,13758,50601,94229,195915,103737,66288,39850,120672,32472,37309,24429
2022-12-20,GOLD - COMMODITY EXCHANGE INC.,088691,436653,13860,51557,92184,197001,104813,65718,41330,121323,31570,38696,25030
2022-12-27,GOLD - COMMODITY EXCHANGE INC.,088691,440040,13950,56342,91331,202715,106983,56106,43511,122542,36539,39424,22528
2023-01-03,GOLD - COMMODITY EXCHANGE INC.,088691,449393,13217,57119,90625,206697,109140,54559,46277,121661,34576,42337,24029
2023-01-10,GOLD - COMMODITY EXCHANGE INC.,088691,481519,12243,60946,88381,212156,116604,54795,51130,126962,38236,46373,24430
2023-01-17,GOLD - COMMODITY EXCHANGE INC.,088691,491818,14854,58789,90498,222476,124222,54845,56137,122652,38789,48128,25455
2023-01-24,GOLD - COMMODITY EXCHANGE INC.,088691,499927,12705,54314,92041,230986,131501,51622,50144,121810,44016,47880,24999
2023-01-31,GOLD - COMMODITY EXCHANGE INC.,088691,471642,14955,51775,88758,232458,138125,53678,36652,118292,42458,43984,23745
2023-02-07,GOLD - COMMODITY EXCHANGE INC.,088691,439755,15251,46233,90840,212824,115521,55945,35692,107777,38538,48076,23925
2023-02-14,GOLD - COMMODITY EXCHANGE INC.,088691,426116,12225,42118,92860,192039,106106,64933,35047,104268,39912,45444,21901
2023-02-21,GOLD - COMMODITY EXCHANGE INC.,088691,422648,10696,40479,91556,191128,104710,68004,37183,105475,35080,43956,21702
2023-02-28,GOLD - COMMODITY EXCHANGE INC.,088691,426890,12772,41995,93853,192117,99425,72850,39934,108994,26976,41958,23064
2023-03-07,GOLD - COMMODITY EXCHANGE INC.,088691,458474,11617,41216,95312,184633,103439,89040,45179,112135,28060,43640,23194
2023-03-14,GOLD - COMMODITY EXCHANGE INC.,088691,459064,11602,47669,100461,219834,118560,58839,44131,112263,31653,41795,26686
2023-03-21,GOLD - COMMODITY EXCHANGE INC.,088691,469874,14502,55788,94971,237253,125090,43861,45007,112801,35425,47624,22661
2023-03-28,GOLD - COMMODITY EXCHANGE INC.,088691,478611,15709,60038,93156,250335,130530,31370,42643,114605,32135,47388,27510
2023-04-04,GOLD - COMMODITY EXCHANGE INC.,088691,476592,15763,51702,93463,275774,142348,32217,31693,123816,38731,48740,25706
2023-04-11,GOLD - COMMODITY EXCHANGE INC.,088691,476567,16516,51449,95817,277432,135015,30409,32439,125150,37011,49102,25299
2023-04-18,GOLD - COMMODITY EXCHANGE INC.,088691,482254,17347,51291,97059,279540,137170,34474,31046,122891,35694,50647,24115
2023-04-25,GOLD - COMMODITY EXCHANGE INC.,088691,473209,17543,52563,97156,274064,135979,33176,27707,117207,34746,51048,24384
2023-05-02,GOLD - COMMODITY EXCHANGE INC.,088691,493804,18762,54293,98325,280378,143191,29401,31850,119222,37445,47502,25485
2023-05-09,GOLD - COMMODITY EXCHANGE INC.,088691,518951,18250,55018,99775,285522,143463,32477,47158,123009,38181,52012,25311
2023-05-16,GOLD - COMMODITY EXCHANGE INC.,088691,521832,18148,52362,99973,277316,139786,35803,45017,115464,39633,54852,23109
2023-05-23,GOLD - COMMODITY EXCHANGE INC.,088691,479080,18435,44860,99737,260335,128550,35411,27579,107599,40006,49327,23036
2023-05-30,GOLD - COMMODITY EXCHANGE INC.,088691,449515,12396,43768,93334,251967,122904,36201,24902,114402,31789,43611,22922
2023-06-06,GOLD - COMMODITY EXCHANGE INC.,088691,436301,13860,43638,91274,259683,120985,27557,26495,116482,34269,47595,25049
2023-06-13,GOLD - COMMODITY EXCHANGE INC.,088691,432898,14225,41384,93585,252488,110512,35869,27364,116805,31239,48953,23100
2023-06-20,GOLD - COMMODITY EXCHANGE INC.,088691,438037,13663,40542,94588,254246,110314,34275,30457,118994,32058,47402,23840
2023-06-27,GOLD - COMMODITY EXCHANGE INC.,088691,431861,11393,37626,95100,244202,108209,38534,31279,112672,30437,48042,24617
2023-07-03,GOLD - COMMODITY EXCHANGE INC.,088691,448063,13966,41391,90454,247746,123017,39869,32723,112064,32115,45490,23870
2023-07-11,GOLD - COMMODITY EXCHANGE INC.,088691,483170,13062,42136,89493,248168,124394,41951,41464,116152,32841,46618,24623
2023-07-18,GOLD - COMMODITY EXCHANGE INC.,088691,482104,14281,53555,84927,259368,147644,32326,33429,116096,38066,45784,25417
2023-07-25,GOLD - COMMODITY EXCHANGE INC.,088691,476176,16452,55396,86053,245319,132603,37316,35498,115626,37274,47300,22729
2023-08-01,GOLD - COMMODITY EXCHANGE INC.,088691,439383,16334,46546,88352,244985,123802,43793,30029,115183,30268,43254,21333
2023-08-08,GOLD - COMMODITY EXCHANGE INC.,088691,427759,15411,41861,88184,229288,114585,55979,29953,114261,29882,44996,20427
2023-08-15,GOLD - COMMODITY EXCHANGE INC.,088691,433611,17862,39392,86688,207088,113146,83610,30928,119932,28332,44337,23543
2023-08-22,GOLD - COMMODITY EXCHANGE INC.,088691,430239,18338,35940,87166,190600,105085,95976,32173,121255,28418,45312,26222
2023-08-29,GOLD - COMMODITY EXCHANGE INC.,088691,442806,20564,41031,83759,203886,120609,81367,33536,115445,31415,43767,26445
2023-09-05,GOLD - COMMODITY EXCHANGE INC.,088691,438672,17994,42368,81715,215580,120222,69857,33104,115580,27939,45966,25733
